Description, Amount 
I&D PILONIDAL CYST COMPLEX,"$1,442.00 "
I&D PILONIDAL CYST; SIMPLE,$685.00 
I&D VULVA/PERINEAL ABSCESS,$790.00 
I&D; PERIANAL ABSCESS,"$2,003.00 "
IABP BALLOON,"$4,100.00 "
IABP INSERTION,"$1,535.00 "
ibuprofen 100 mg/5 mL oral suspension, 54.50 
ibuprofen 200 mg tablet, 2.00 
ibuprofen 400 mg tablet, 2.00 
ibuprofen 600 mg tablet, 2.00 
ICU ROOM,"$2,730.00 "
IGA (QUAN),$258.00 
IGE-IMMUNOGLOBULIN,$158.00 
IGG (QUANT),$258.00 
IGG SUBCLASSES - IGG1,$38.00 
IGG SUBCLASSES - IGG2,$38.00 
IGG SUBCLASSES - IGG3,$38.00 
IGG SUBCLASSES - IGG4,$38.00 
IGM (QUAN),$258.00 
IHC OR ICC EACH ADD'L SINGLE ANTIBODY STAIN,$113.00 
"IHC, EACH ADD'L  AB ST, TO  -RL",$97.00 
ILIAC REVASC,"$14,905.00 "
ILIAC REVASC ADD-ON,"$4,198.00 "
ILIAC REVASC W/STENT,"$19,718.00 "
ILIAC REVASC W/STENT ADD-ON,"$12,162.00 "
imipramine 25 mg tablet, 2.00 
IMMUKNOW,$185.00 
"immune glob,gamm(IgG) 10 %-pro-IgA 0 to 50 mcg/mL intravenous solution"," 5,731.00 "
IMMUNIZATION ADMINISTRATION 1 VACCINE,$66.00 
"IMMUNOFIX, SERUM",$258.00 
"IMMUNOFIX, URINE",$208.00 
IMMUNOGLOBULIN D,$258.00 
"IMMUNOPEROXIDASE, EACH AB",$69.00 
IMPL RETINAL," 37,501.09 "
IMPLANT LOOP RECORDER,"$15,908.00 "
IMPLANT NEUROSTIM ELECTR EACH," 8,962.50 "
IMPLANTABLE TISSUE MARKER," 1,457.86 "
INCENTIVE SPIROMETRY,$165.00 
INCISION & DRAINAGE MULTI,$685.00 
INCISION & DRAINAGE SINGLE,$354.00 
INCISION EXT HEMORRHOID,$620.00 
indapamide 2.5 mg tablet, 5.43 
indigotindisulfonate sodium 8 mg/mL (0.8 %) injection solution, 50.50 
indomethacin 25 mg capsule, 2.00 
"INF PUMP, NONPROGRAMMABLE, PERMANENT", 224.73 
"INF PUMP, NONPROGRAMMABLE, TEMPORARY", 336.60 
INFLATION DEVICE,$153.00 
INFLIXIMAB DRUG LEVEL,$254.00 
INFLUENZA A AG DETECTION (EIA),$121.00 
INFLUENZA B ANTIGEN (EIA),$121.00 
INFLUENZA VACC ADMIN,$66.00 
"INFUSION CATH, TRANSIT","$1,812.00 "
INFUSION CRAGG-MCNAMARA,$385.00 
"INFUSION PUMP, PROGRAMMABLE"," 30,000.00 "
INJ ARTHROGRAM HIP,$222.00 
INJ ARTHROGRAM SHOULDER,$479.00 
"INJ BULKIN AGNT,SYNTHETIC,URINARY TRAC,1 ML SYR"," 1,228.51 "
"INJ CERV/THORAC,W/GUIDANCE","$1,521.00 "
"INJ LUMBAR/SACRAL, W/IMAGING GUIDANCE","$1,521.00 "
INJ PROCEDURE - RETROGRADE URETHROCYSTO,$581.00 
INJ SING/MULT TRIG 1 OR 2 MUS,$227.00 
INJ; CYSTOGRAM,$230.00 
INJECT SACROILIAC JOINT,$957.00 
INJECT SUPRVLV AORTOGRAPHY,$475.00 
INJECTION EXT VENOGRAPHY,"$3,268.00 "
"INJECTION FOR CHOLANGIOGRAM, PERQ, EXISTING ACCESS, INCL GUIDE, S&I","$8,733.00 "
INS NON-INDWELL BLADDER CATH,$274.00 
INS OF TEMP PACER SINGLE,"$19,655.00 "
INSERT EMERGENCY AIRWAY / INTUBATION,$544.00 
INSERT IVC FILTER INCL S&I,"$12,166.00 "
INSERT TUNN PLEURAL CATH W/CUF,"$8,588.00 "
INSERT TUNNELED CV CATH = OR >5 YRS OLD,"$4,242.00 "
INSERTION INDWELLING CATH (FOLEY),$274.00 
INSULATED NEEDLE/ STIMUPLEX,$34.00 
INSULIN,$164.00 
INSULIN ANTIBODIES,$241.00 
insulin aspar prot-insulin aspart 100 unit/mL (70-30) subcutaneous pen, 466.07 
insulin aspar prt-insulin aspart 100 unit/mL (70-30) subcutaneous soln," 1,219.50 "
insulin aspart U-100  100 unit/mL subcutaneous pen, 466.07 
insulin aspart U-100  100 unit/mL subcutaneous solution," 1,157.45 "
insulin detemir (U-100) 100 unit/mL (3 mL) subcutaneous pen, 352.50 
insulin detemir (U-100) 100 unit/mL subcutaneous solution," 1,193.99 "
insulin glargine (U-100) 100 unit/mL (3 mL) subcutaneous pen, 339.60 
insulin glargine (U-100) 100 unit/mL subcutaneous solution," 1,132.08 "
insulin human U-100 NPH-regulr 70-30 mix 100 unit/mL subcutaneous susp, 482.41 
insulin lispro protamine-lispro 100 unit/mL (75-25) subcutaneous susp," 1,214.74 "
insulin NPH isophane U-100 human 100 unit/mL subcutaneous suspension, 597.34 
insulin U-100 regular human 100 unit/mL injection solution, 424.95 
INT REP F/E/N/L/MM <2.5CM,$677.00 
INT REP F/E/N/L/MM 2.6-5.0CM,$676.00 
INT REP F/E/N/L/MM 5.1-7.5CM,$677.00 
INT REP N/H/F/G 12.6-20.0CM,"$1,465.00 "
INT REP N/H/F/G 2.5CM/<,$354.00 
INT REP N/H/F/G 2.6-7.5CM,$677.00 
INT REP N/H/F/G 7.6-12.5CM,$677.00 
INT REP S/A/T/EX 2.5CM/<,$676.00 
INT REP S/A/T/EX 7.6-12.5CM,$878.00 
"INTEGRA BMWD (DRESSING), PER SQ CM"," 12,740.75 "
"INTEGRA MATRIX, PER SQ CM"," 4,702.51 "
INTEGRATED KERATOPROSTHESIS," 15,000.00 "
INTERSPINOUS PROCESS DISTRACTION DEVICE, 224.73 
INTR," 1,240.83 "
INTRDUCTN OF NEEDLE OR CATH-EXTRM ARTERY,"$2,022.00 "
INTRINSIC FACTOR BLOCKING AB,$313.00 
INTRO CATH VEIN,$125.00 
"INTRO CATH, AORTA","$1,781.00 "
"INTRO CATH, DIALYSIS CIRCUIT","$2,052.00 "
"INTRO SHEATH,GUIDIN,INTRACARDIAC EP,FIXED-CURVE"," 1,075.37 "
"INTRO/SHEATH, LASER"," 8,685.00 "
"INTRO/SHEATH, NONGUIDING, NONLASER", 441.10 
"INTRO/SHEATH,STRBLE,NON-PEEL"," 2,788.00 "
"INTRVASC US NON CORONARY, EACH ADDL VESSEL, S&I, ADD ON CODE",$269.00 
"INTRVASC US NON CORONARY, INITIAL VESSEL, S&I, ADD ON CODE",$359.00 
"IODINE I-123 SODIUM IODIDE, DIAGNOSTIC, PER 100 MICROCURIES (UCI)",$420.00 
iodine strong (Lugols) 5 % oral solution, 105.01 
iodixanol 320 mg iodine/mL intravenous solution, 633.68 
iohexol 300 mg iodine/mL intravenous solution, 200.20 
iohexol 350 mg iodine/mL intravenous solution, 297.04 
iohexol 350 mg/mL IV, 211.50 
"IONTOPHORESIS, OT-15 MIN",$97.00 
iopamidol 41 % intrathecal solution, 204.92 
iopamidol 61 % intrathecal solution, 379.68 
iopamidol 61 % intravenous solution, 315.80 
iothalamate meglumine 17.2 % urethral solution, 100.63 
ipratropium 20 mcg-albuterol 100 mcg/actuation mist for inhalation," 1,564.54 "
ipratropium bromide 0.02 % solution for inhalation, 4.62 
ipratropium bromide 0.03 % nasal spray, 390.81 
ipratropium bromide 17 mcg/actuation HFA aerosol inhaler," 1,509.27 "
ipratropium bromide 42 mcg (0.06 %) nasal spray, 414.52 
ipratropium-albuterol 0.5 mg-3 mg(2.5 mg base)/3 mL nebulization soln, 7.68 
irbesartan 150 mg tablet, 5.63 
IRON,$89.00 
iron polysacch cplx 150 mg iron-vit B12 25 mcg-folic acid 1 mg capsule, 2.00 
iron sucrose 100 mg iron/5 mL intravenous solution, 229.00 
"ISLET CELL ANTIBODY, EACH",$41.00 
isoniazid 300 mg tablet, 2.00 
isosorbide 20 mg-hydralazine 37.5 mg tablet, 13.60 
isosorbide dinitrate 10 mg tablet, 4.38 
isosorbide dinitrate 20 mg tablet, 2.05 
isosorbide mononitrate 10 mg tablet, 2.00 
isosorbide mononitrate 20 mg tablet, 2.00 
"isosorbide mononitrate ER 30 mg tablet,extended release 24 hr", 4.84 
itraconazole 100 mg capsule, 57.84 
IV INFUSION - IRRIGATION OF VN ACCS DEVC,$168.00 
IV INFUSION - UP TO ONE HOUR (HYDRATION),$277.00 
"IV INFUSION, ADD'L SEQ NEW DRUG - UP TO 1 HR",$127.00 
"IV INFUSION, THERAPY - CONCURRENT",$127.00 
"IV INFUSION, THERAPY - EA ADD'L HOUR",$93.00 
"IV INFUSION, THERAPY - UP TO ONE HOUR",$520.00 
IV PUSH EACH ADD'L NEW SUB/DRUG,$127.00 
IV PUSH EACH ADD'L SEQ SAME DRUG/SUB,$127.00 
IV PUSH INITIAL SUBSTANCE/DRUG,$277.00 
IVC FILTER,"$5,991.00 "
IVC FILTER RETRIEVAL KIT,"$1,087.00 "
IVUS EAGLE EYE/VISIONS PV018,"$3,675.00 "
IVUS/OCT CORONARY VESSEL OR GRAFT EA ADD,$234.00 
IVUS/OCT CORONARY VESSEL OR GRAFT INITIAL,$389.00 
JOINT DEVICE (IMPLANTABLE)," 3,149.58 "
JOINT SURVEY 1 OR MORE JOINTS,$259.00 
ketamine 100 mg/mL injection solution, 53.41 
ketamine 50 mg/5 mL (10 mg/mL) in 0.9 % sodium chloride IV syringe, 41.44 
ketoconazole 2 % shampoo, 93.24 
ketoconazole 200 mg tablet, 11.06 
ketorolac 0.5 % eye drops, 306.22 
ketorolac 10 mg tablet, 7.55 
ketorolac 30 mg/mL (1 mL) injection solution, 38.83 
ketorolac 60 mg/2 mL intramuscular solution, 29.00 
KIDNEY IMAGING SINGLE W INTERV,"$1,168.00 "
KIDNEY STONE ANALYSIS,$48.00 
"KIT, PEG (ANY)",$192.00 
"KIT, SINERGY COOLED RADIOFREQUENCY SINGLE","$2,063.00 "
KNEE 1-2 VIEWS,$226.00 
KNEE COMPLETE,$266.00 
KNEE MIN 3 VIEWS,$255.00 
KNEES BILAT AP STANDING,$151.00 
labetalol 100 mg tablet, 2.00 
labetalol 5 mg/mL intravenous solution, 29.00 
LACOSAMIDE (VIMPAT LEVEL),$143.00 
lacosamide 100 mg tablet, 31.10 
"LACTATE DEHYDROGENASE TOTAL, BODY FLUID - RL",$118.00 
lactated Ringers intravenous solution, 37.08 
LACTIC ACID,$126.00 
"LACTIC ACID, BODY FLUID",$27.50 
Lactobacillus acidoph-L.bulgaricus 1 million cell chewable tablet, 2.00 
"Lactobacillus acidoph-L.bulgaricus 1 million cell chewable tablet,Lactobacillus acidoph-L.bulgaricus 1 million cell tablet", 2.14 
Lactobacillus acidoph-L.bulgaricus 1 million cell tablet, 2.14 
lactulose 10 gram/15 mL oral solution, 29.40 
lactulose 20 gram/30 mL oral solution, 2.00 
lamiVUDine 100 mg tablet, 56.33 
lamiVUDine 150 mg tablet, 18.27 
LAMOTRIGINE (LAMICTAL),$97.00 
lamoTRIgine 100 mg tablet, 2.17 
lamoTRIgine 25 mg tablet, 14.56 
lanthanum 500 mg chewable tablet, 25.21 
LASER TURBO ELITE,"$9,975.00 "
latanoprost 0.005 % eye drops, 332.50 
LAYER CLOSURE OF WOUND 2.6-7.5CM,$677.00 
LDH-BLOOD OR BODY FLUID,$80.00 
LDL CHOLESTEROL (BETA QUANT),$35.00 
"LEAD, AICD, DUAL COIL"," 9,020.22 "
"LEAD, AICD, ENDO SINGLE COIL"," 9,065.73 "
"LEAD, BLOOD",$121.00 
"LEAD, DURATA 7122 SGL COIL"," 1,485.00 "
"LEAD, LEFT VENTRIC. CORONARY VENOUS SYS"," 5,067.86 "
"LEAD, NEUROSTIMULATOR"," 6,059.53 "
"LEAD, NEUROSTIMULATOR TEST KIT"," 1,050.77 "
"LEAD,AICD,OTHER THAN ENDOCARDIAL SNGL/DUAL COIL"," 16,500.00 "
"LEAD,PACEMKR,OTHER THAN TRANSVENO VDD SNGL PASS"," 1,411.51 "
leflunomide 20 mg tablet, 10.50 
LEG AP/LAT (TIBIA/FIBULA),$228.00 
"LENS, ASTIGMATISM CORRECTING"," 1,753.23 "
"LENS, INTRAOCULAR (NEW TECHNOLOGY)"," 1,485.00 "
"LENS, INTRAOCULAR POSTERIOR", 476.50 
"LENS, INTRAOCULAR, ANTERIOR", 372.00 
"LENS, PRESBYOPIA CORRECTING"," 2,656.67 "
"LEUKOCYTE EXAM, FECES",$67.00 
levalbuterol 0.63 mg/3 mL solution for nebulization, 23.00 
levalbuterol concentrate 1.25 mg/0.5 mL solution for nebulization, 29.89 
levalbuterol HFA 45 mcg/actuation aerosol inhaler, 2.00 
LEVETIRACETAM (KEPPRA),$218.00 
levETIRAcetam 100 mg/mL oral solution, 2.66 
levETIRAcetam 250 mg tablet, 4.07 
levETIRAcetam 500 mg tablet, 9.99 
levETIRAcetam 500 mg/5 mL (5 mL) oral solution, 30.18 
levetiracetam 500 mg/5 mL intravenous solution, 114.50 
"levETIRAcetam ER 500 mg tablet,extended release 24 hr", 15.56 
levoFLOXacin 250 mg tablet, 58.73 
levoFLOXacin 250 mg/50 mL in 5 % dextrose intravenous piggyback, 49.28 
levoFLOXacin 500 mg/100 mL in 5 % dextrose intravenous piggyback, 44.90 
levoFLOXacin 750 mg/150 mL in 5 % dextrose intravenous piggyback, 47.88 
levonorgestrel 1.5 mg tablet, 127.96 
levothyroxine 100 mcg intravenous solution, 462.44 
levothyroxine 100 mcg tablet, 2.00 
levothyroxine 112 mcg tablet, 2.00 
levothyroxine 125 mcg tablet, 2.00 
levothyroxine 25 mcg tablet, 3.48 
levothyroxine 75 mcg tablet, 2.00 
levothyroxine 88 mcg tablet, 2.00 
LEXISCAN 0.1MG,$47.00 
LH,$179.00 
LHRT ART/GRFT ANGIO,"$4,889.00 "
LHRT ARTERY/VENTRICLE ANGIO,"$4,426.00 "
lidocaine (PF) 10 mg/mL (1 %) injection solution, 13.80 
lidocaine (PF) 100 mg/5 mL (2 %) intravenous syringe, 33.43 
lidocaine (PF) 20 mg/mL (2 %) injection solution, 10.00 
"lidocaine (PF) 20 mg/mL (2 %) injection solution,lidocaine (PF) 20 mg/mL (2 %) intravenous solution", 29.00 
lidocaine (PF) 40 mg/mL (4 %) injection solution, 37.18 
lidocaine (PF) 5 mg/mL (0.5 %) injection solution, 29.00 
lidocaine (PF) 8 mg/mL (0.8 %) in 5 % dextrose intravenous solution, 50.50 
"lidocaine 1 %-epinephrine 1:100,000 injection solution", 29.00 
"lidocaine 1.5 %-epinephrine 1:200,000 injection solution", 29.00 
lidocaine 10 mg/mL (1 %) injection solution, 30.20 
lidocaine 2 % mucosal jelly, 27.30 
lidocaine 2 % mucosal jelly in applicator, 30.28 
lidocaine 2 % mucosal solution, 36.47 
lidocaine 20 mg/mL (2 %) injection solution, 31.20 
"lidocaine 20 mg/mL (2 %)-epinephrine 1:100,000 injection solution", 29.00 
lidocaine 4 % (40 mg/mL) mucosal solution, 168.00 
lidocaine 4 % laryngotracheal solution, 63.86 
"lidocaine 4 %-racepinephrine 0.05 %-tetracaine 0.5 % topical gel,lidocaine 4 %-epinephrine bita 1:1,000-tetracaine 0.5 % top.soln(bulk)", 133.49 
lidocaine 5 % topical ointment," 1,050.00 "
lidocaine 5 % topical patch, 51.17 
"lidocaine-epinephrine (PF) 1 %-1:200,000 injection solution", 29.00 
"lidocaine-epinephrine (PF) 1.5 %-1:200,000 injection solution", 29.00 
"lidocaine-epinephrine (PF) 2 %-1:200,000 injection solution", 29.00 
lidocaine-prilocaine 2.5 %-2.5 % topical cream, 31.42 
lidocaine-prilocaine 2.5 %-2.5 % topical kit, 173.54 
linaclotide 145 mcg capsule, 54.19 
linagliptin 5 mg tablet, 57.61 
lindane 1 % lotion, 464.73 
lindane 1 % shampoo, 479.01 
linezolid 100 mg/5 mL oral suspension," 2,991.24 "
linezolid 600 mg tablet, 678.57 
linezolid in 5% dextrose in water 600 mg/300 mL intravenous piggyback, 376.63 
liothyronine 5 mcg tablet, 2.77 
LIPASE,$200.00 
"lipase-protease-amylase 5,000-17,000-24,000 unit capsule, delayed rel", 6.50 
"lipase-protease-amylase 5,000-17,000-27,000 unit capsule,delayed rel", 6.50 
LIPID PROFILE,$248.00 
lisinopril 10 mg tablet, 2.78 
lisinopril 2.5 mg tablet, 2.26 
lisinopril 20 mg tablet, 2.00 
lisinopril 5 mg tablet, 2.00 
lithium carbonate 150 mg capsule, 2.00 
lithium carbonate 300 mg capsule, 2.00 
"lithium carbonate ER 300 mg tablet,extended release", 2.00 
"lithium carbonate ER 450 mg tablet,extended release", 2.00 
lithium citrate 8 mEq/5 mL (5 mL) oral solution, 5.04 
"LITHIUM, BLOOD",$108.00 
LONG SHEATH 35MM,$70.00 
LOOP RECORDER REVEAL (MED),"$15,420.00 "
loperamide 1 mg/5 mL oral liquid, 6.67 
loperamide 2 mg capsule, 3.93 
loperamide 2 mg tablet, 2.00 
loratadine 10 mg tablet, 2.00 
LORazepam 0.5 mg tablet, 2.29 
LORazepam 1 mg tablet, 2.00 
LORazepam 2 mg tablet, 2.00 
LORazepam 2 mg/mL injection solution, 29.00 
"lorazepam 2 mg/mL injection solution,lorazepam 2 mg/mL injection syringe", 29.00 
losartan 25 mg Tab, 5.89 
losartan 25 mg tablet, 3.94 
losartan 50 mg tablet, 3.48 
lovastatin 10 mg tablet, 2.47 
lovastatin 20 mg tablet, 3.18 
LOWER EXTREMITIES INFANT BIL,$257.00 
loxapine succinate 25 mg capsule, 2.00 
loxapine succinate 5 mg capsule, 3.48 
lubiprostone 24 mcg capsule, 8.66 
lubiprostone 8 mcg capsule, 25.98 
"LUMINEX C1Q SA CLASS I, EACH",$424.00 
"LUMINEX C1Q SA CLASS II, EACH",$424.00 
LUMINEX DSA SA BEADS-CLASS I,$424.00 
LUMINEX DSA SA BEADS-CLASS II,$424.00 
LUNG FUNCTION TEST (MBC/MVV),$280.00 
LUNG IMAGING PERFUSION,$940.00 
LUNG VOLUMES,$347.00 
lurasidone 120 mg tablet, 255.70 
lurasidone 20 mg tablet, 342.55 
lurasidone 40 mg tablet, 171.28 
lurasidone 80 mg tablet, 85.64 
"LYME DISEASE AB CONFIRM, EACH",$110.00 
LYME DISEASE ANTIBODIES,$92.00 
MAA UP TO 5 MCL DX,$360.00 
MAGNESIUM,$84.00 
"magnesium 64 mg (magnesium chloride) tablet,delayed release", 2.00 
magnesium citrate oral solution, 6.52 
magnesium hydroxide 400 mg/5 mL oral suspension, 5.10 
magnesium oxide 250 mg tablet, 2.00 
magnesium oxide 400 mg (241.3 mg magnesium) tablet, 2.00 
magnesium sulfate 1 gram/100 mL in dextrose 5 % intravenous piggyback, 50.15 
magnesium sulfate 2 gram/50 mL (4 %) in water intravenous piggyback, 80.25 
magnesium sulfate 4 mEq/mL (50 %) injection solution, 29.00 
magnesium sulfate 4 mEq/mL (50 %) injection syringe, 32.90 
"MAGNESIUM, URINE",$47.00 
MAINTENANCE HEMODIALYSIS,"$1,760.00 "
MAMMO TOMOSYSNTHESIS UNI/BILATERAL,$50.00 
"MAMMO W/WO CAD, DIAGNOSTIC, BILAT",$455.00 
"MAMMO W/WO CAD, DIAGNOSTIC, UNILAT",$373.00 
"MAMMO W/WO CAD, SCREENING, BILAT",$452.00 
MANDIBLE COMPLETE>4 VIEWS,$318.00 
MANDIBLE LIMITED <4VIEWS,$118.00 
mannitol 20 % intravenous solution, 89.00 
mannitol 25 % intravenous solution, 43.85 
MANUAL THERAPY TECHNIQUE - EA 15 MIN OT,$126.00 
MANUAL THERAPY TECHNIQUE - EA 15 MIN PT,$126.00 
maprotiline 25 mg tablet, 4.04 
"MASSAGE, EACH 15 MIN-OT",$108.00 
"MASSAGE, EACH 15 MIN-PT",$108.00 
"MAT FOR VOCAL CORD MEDIALIZATION, SYNTH."," 1,025.29 "
"MATERNAL SERUM, QUAD SCREEN",$344.00 
"MATRISTEM MICROMATRIX, 1MG"," 2,530.95 "
MBB/INJ FACET CERV/THOR 1ST LEVEL,"$5,626.00 "
MBB/INJ FACET CERV/THOR 2ND LEVEL,"$1,998.00 "
MBB/INJ FACET CERV/THOR 3 OR MORE LEVELS (ONE PER DAY),"$2,000.00 "
MBB/INJ FACET LUM/SAC 1ST LEVEL,"$5,624.00 "
MBB/INJ FACET LUM/SAC 2ND LEVEL,"$2,000.00 "
MBB/INJ FACET LUM/SAC 3 OR MORE LEVELS (ONE PER DAY),"$2,000.00 "
MDI (METERED DOSE INHALER) TREATMENT,$151.00 
"MDI / ACAPELLA INSTRUCT, ONCE A DAY",$151.00 
"MECH THROMBECTOMY/INFUS, DIALYSIS CIRCUIT W/ TRANSLML BALLOON ANGIO","$29,245.00 "
MECHANICAL TRACTION THERAPY - PT,$98.00 
meclizine 12.5 mg tablet, 2.45 
meclizine 25 mg tablet, 2.00 
MED NUTRTN TH INIT 15 MIN,$138.00 
MED NUTRTN TH REEVAL 15 MIN,$122.00 
MED/SURG SUP & DEVICES GENERAL CLASSIFICATION, 504.00 
MED/SURG SUP & DEVICES INTRAOCULAR LENS, 147.00 
MED/SURG SUP & DEVICES STERILE SUPPLY, 800.36 
medroxyprogesterone 150 mg/mL intramuscular syringe, 222.81 
"medroxyprogesterone 150 mg/mL intramuscular vial,medroxyprogesterone 150 mg/mL intramuscular syringe", 584.69 
medroxyprogesterone 2.5 mg tablet, 2.00 
megestrol 20 mg tablet, 2.30 
megestrol 400 mg/10 mL (10 mL) oral suspension, 9.01 
meloxicam 7.5 mg tablet, 8.69 
memantine 10 mg tablet, 2.00 
memantine 5 mg tablet, 16.52 
"memantine 7 mg capsule sprinkle,extended release 24hr", 56.45 
"MEMODERM/DERMA/TRANZ/INTEGUP, PER SQ CM"," 6,501.60 "
menthol 5.8 mg lozenges, 2.00 
meperidine (PF) 100 mg/mL injection solution, 29.00 
meperidine (PF) 25 mg/mL injection solution, 29.00 
"meperidine (PF) 25 mg/mL injection solution,meperidine (PF) 25 mg/mL injection syringe", 10.00 
meperidine (PF) 50 mg/mL injection solution, 29.00 
meperidine (PF) 75 mg/1.5 mL injection solution, 10.00 
meperidine 50 mg tablet, 10.57 
mepivacaine (PF) 10 mg/mL (1 %) injection solution, 29.00 
mepivacaine (PF) 15 mg/mL (1.5 %) injection solution, 29.00 
mepivacaine (PF) 20 mg/mL (2 %) injection solution, 29.00 
"MERCURY, BLOOD",$110.00 
meropenem 1 gram intravenous solution, 190.54 
meropenem 1 gram IV Solution, 185.63 
meropenem 1 gram/50 mL in 0.9% sodium chloride intravenous piggyback, 111.40 
meropenem 500 mg intravenous solution, 73.79 
meropenem 500 mg IV Solution, 116.67 
meropenem 500 mg/50 mL in 0.9% sodium chloride intravenous piggyback, 87.38 
"mesalamine CR 250 mg capsule,controlled release", 25.50 
METACARPOPHALANGEAL JOINT IMPLANT," 3,001.09 "
"METANEPHRINE, URINE",$181.00 
"METANEPHRINES, PLASMA",$378.00 
METASTATIC SURVEY COMPLETE,$338.00 
METATARSAL JOINT IMPLANT," 10,501.09 "
metaxalone 800 mg tablet, 20.62 
metformin 500 mg Tab, 4.93 
metFORMIN 500 mg tablet, 2.24 
metFORMIN 850 mg tablet, 2.00 
"metFORMIN ER 500 mg tablet,extended release 24 hr", 4.68 
methadone 10 mg tablet, 2.00 
methadone 40 mg soluble tablet, 2.00 
METHANOL,$156.00 
METHEMOGLOBIN QUANT,$84.00 
methenam 118 mg-m.blue 10 mg-s.phos 40.8 mg-p.salic 36 mg-hyos capsule, 11.11 
methenamine hippurate 1 gram tablet, 3.66 
methenamine mandelate 0.5 g tablet, 3.10 
methenamine mandelate 1 gram tablet, 4.15 
methIMAzole 5 mg tablet, 2.00 
methocarbamol 100 mg/mL injection solution, 292.80 
methocarbamol 500 mg tablet, 2.00 
METHOTREXATE,$93.00 
methotrexate sodium 2.5 mg tablet, 12.47 
methyl salicylate 15 %-menthol 10 % topical cream, 8.03 
methyldopa 250 mg tablet, 2.00 
methylene blue (antidote) 1 % (10 mg/mL) intravenous solution, 406.62 
methylene blue (antidote) 5 mg/mL (0.5 %) intravenous solution, 783.06 
methylergonovine 0.2 mg/mL (1 mL) injection solution, 127.06 
"METHYLMALONIC ACID, BLD",$207.00 
methylphenidate 5 mg tablet, 2.55 
methylprednisolone 4 mg tablet, 3.48 
methylprednisolone 4 mg tablets in a dose pack, 2.50 
methylprednisolone acetate 40 mg/mL suspension for injection, 10.73 
methylprednisolone acetate 80 mg/mL suspension for injection, 96.04 
methylprednisolone sod succ (PF) 125 mg/2 mL solution for injection, 45.04 
methylprednisolone sod succ (PF) 40 mg/mL solution for injection, 44.27 
"methylprednisolone sodium succ 1,000 mg intravenous solution,methylprednisolone sod succ (PF) 1,000 mg/8 mL intravenous solution", 205.07 
"methylprednisolone sodium succ 125 mg solution for injection,methylprednisolone sod succ (PF) 125 mg/2 mL", 58.54 
"methylprednisolone sodium succ 40 mg/mL solution for injection,methylprednisolone sod succ (PF) 40 mg/mL solution for injection,methylprednisolone sodium succ 40 mg solution for injection", 41.15 
"methylprednisolone sodium succinate 1,000 mg intravenous solution", 194.94 
methylprednisolone sodium succinate 2 gram intravenous solution, 349.06 
methylprednisolone sodium succinate 500 mg intravenous solution, 116.10 
metoclopramide 10 mg tablet, 2.00 
metoclopramide 5 mg tablet, 2.00 
metoclopramide 5 mg/5 mL oral solution, 7.81 
"metoclopramide 5 mg/mL injection solution,metoclopramide 5 mg/mL injection syringe", 10.00 
metoclopramide 5 mg/mL injection syringe, 29.00 
metOLazone 2.5 mg tablet, 10.67 
metoprolol succinate ER 25 mg 24 hr Tab, 3.69 
"metoprolol succinate ER 25 mg tablet,extended release 24 hr", 2.00 
"metoprolol succinate ER 50 mg tablet,extended release 24 hr", 2.24 
metoprolol tartrate 25 mg Tab, 2.00 
metoprolol tartrate 25 mg tablet, 2.00 
metoprolol tartrate 5 mg/5 mL intravenous solution, 29.00 
metoprolol tartrate 50 mg tablet, 2.00 
metroNIDAZOLE 0.75 % vaginal gel, 534.84 
metroNIDAZOLE 250 mg tablet, 2.09 
metroNIDAZOLE 500 mg tablet, 32.22 
metroNIDAZOLE 500 mg/100 mL-sodium chloride(iso) intravenous piggyback, 29.00 
micafungin 100 mg intravenous solution, 785.40 
micafungin 100 mg IV Solution, 837.05 
miconazole nitrate 100 mg vaginal suppository, 5.79 
miconazole nitrate 2 % topical cream, 29.52 
miconazole nitrate 2 % topical powder, 19.48 
miconazole nitrate 2 % vaginal cream, 34.02 
miconazole nitrate 200 mg-2 % (9 gram) vaginal kit, 32.30 
MICROALBUMIN URINE QUANT,$77.00 
MICROPUNCTURE KIT,$170.00 
MICROPUNCTURE KIT 5FR,$151.00 
midazolam (PF) 1 mg/mL injection solution, 29.00 
midazolam 1 mg/mL injection solution, 29.00 
"midazolam 1 mg/mL injection solution,midazolam (PF) 1 mg/mL injection solution", 29.05 
midazolam 10 mg/5 mL (2 mg/mL) syrup, 27.46 
midazolam 2 mg/mL syrup, 449.73 
midazolam 5 mg/mL injection solution, 29.00 
midodrine 2.5 mg tablet, 6.90 
milnacipran 12.5 mg tablet, 24.42 
milnacipran 25 mg tablet, 24.42 
milrinone 1 mg/mL intravenous solution, 187.00 
milrinone 20 mg/100 mL(200 mcg/mL) in 5 % dextrose intravenous piggybk, 85.15 
mineral oil, 58.45 
mineral oil enema, 7.45 
mineral oil-hydrophil petrolat topical ointment, 18.18 
minocycline 50 mg capsule, 5.95 
minoxidil 2.5 mg tablet, 4.00 
mirtazapine 15 mg disintegrating tablet, 15.99 
mirtazapine 15 mg tablet, 2.00 
mirtazapine 30 mg tablet, 3.06 
mirtazapine 7.5 mg tablet, 9.22 
miSOPROStol 200 mcg tablet, 3.36 
mitoMYcin 20 mg intravenous solution," 2,506.37 "
