Px Code,Procedure Name,Total Price
40808326,PACLITAXEL (TAXOL) IVPB 100ML D5W-NSS (100MG VIAL),ERX
40808327,PACLITAXEL (TAXOL) IVPB 100ML D5W-NSS (150MG VIAL),ERX
40808328,PACLITAXEL (TAXOL) IVPB 100ML D5W-NSS (300MG VIAL),ERX
40808325,PACLITAXEL (TAXOL) IVPB 100ML D5W-NSS (30MG VIAL),ERX
40808330,PACLITAXEL (TAXOL) IVPB 250ML D5W-NSS (100MG VIAL),ERX
40808331,PACLITAXEL (TAXOL) IVPB 250ML D5W-NSS (150MG VIAL),ERX
40808332,PACLITAXEL (TAXOL) IVPB 250ML D5W-NSS (300MG VIAL),ERX
40808329,PACLITAXEL (TAXOL) IVPB 250ML D5W-NSS (30MG VIAL),ERX
40808334,PACLITAXEL (TAXOL) IVPB 500ML D5W-NSS (100MG VIAL),ERX
40808335,PACLITAXEL (TAXOL) IVPB 500ML D5W-NSS (150MG VIAL),ERX
40808336,PACLITAXEL (TAXOL) IVPB 500ML D5W-NSS (300MG VIAL),ERX
40808333,PACLITAXEL (TAXOL) IVPB 500ML D5W-NSS (30MG VIAL),ERX
40808321,INVESTIGATIONAL NIVOLUMAB (UPCC 01617) INFUSION,ERX
40808320,INVESTIGATIONAL NIVOLUMAB (UPCC 01617) 100 MG/10 ML SOLN,ERX
40808323,INVESTIGATIONAL APX005M (UPCC 01617) INFUSION FOR DOSE LEVEL 1,ERX
40808338,INVESTIGATIONAL APX005M (UPCC 01617) INFUSION FOR DOSE LEVEL > 1,ERX
40808322,INVESTIGATIONAL APX005M (UPCC 01617) 1 MG/ML SOLN FOR DOSE LEVEL 1,ERX
40808337,INVESTIGATIONAL APX005M (UPCC 01617) 10 MG/ML SOLN FOR DOSE LEVEL > 1,ERX
40808339,NUSINERSEN INTRATHECAL ORDERABLE,ERX
40801990,GLYCOPYRROLATE 0.2 MG/1ML INJECTION (WRAPPER),ERX
40806144,INVESTIGATIONAL APX005M (UPCC 13915) INFUSION FOR DOSE LEVEL 1,ERX
40806145,INVESTIGATIONAL APX005M (UPCC 13915) INFUSION FOR DOSE LEVEL 2,ERX
40806146,INVESTIGATIONAL APX005M (UPCC 13915) INFUSION FOR DOSE REDUCTION,ERX
40808341,INVESTIGATIONAL APX005M (UPCC 13915) INFUSION FOR DOSE LEVEL 3 OR 4,ERX
40808343,INVESTIGATIONAL APX005M (UPCC 13915) INFUSION FOR DOSE LEVEL = OR > 5,ERX
40808342,INVESTIGATIONAL APX005M (UPCC 13915) SOLN FOR DOSE LEVEL = OR > 5,ERX
40806140,INVESTIGATIONAL APX005M (UPCC 13915) SOLN FOR DOSE LEVEL 1,ERX
40806141,INVESTIGATIONAL APX005M (UPCC 13915) SOLN FOR DOSE LEVEL 2,ERX
40808340,INVESTIGATIONAL APX005M (UPCC 13915) SOLN FOR DOSE LEVEL 3 OR 4,ERX
135439,LEVETIRACETAM IN NACL 1500 MG/100ML IV SOLN,ERX
29785,LIQUID C PO LIQD,ERX
40808348,INVESTIGATIONAL BLINATUMOMAB (UPCC 56416) OUTPATIENT INFUSION,ERX
40808346,INVESTIGATIONAL BLINATUMOMAB (UPCC 56416) SOLR,ERX
40808347,INVESTIGATIONAL BLINATUMOMAB (UPCC 56416) INPATIENT INFUSION,ERX
40808350,INVESTIGATIONAL PEMBROLIZUMAB (UPCC 11517) INFUSION,ERX
40808349,INVESTIGATIONAL PEMBROLIZUMAB (UPCC 11517) 100 MG/4 ML SOLN,ERX
40808352,INVESTIGATIONAL NIVOLUMAB (ANTI-PD1) (UPCC 19316) INFUSION,ERX
40808351,INVESTIGATIONAL NIVOLUMAB (ANTI-PD1) (UPCC 19316) 100 MG/10 ML SOLN,ERX
10259,HYDROGEN PEROXIDE 30 % SOLN,ERX
14815,NIACIN ER 250 MG PO CPCR,ERX
14817,NIACIN ER 500 MG PO CPCR,ERX
23649,URSODIOL 250 MG PO TABS,ERX
26589,CYTARABINE 20 MG/ML INJECTION SOLN,ERX
28325,LIDOCAINE-EPINEPHRINE 1 %-1:200000 INJECTION SOLN,ERX
91922,MAGNESIUM OXIDE 400 (241.3 MG) MG PO TABS,ERX
92193,NISOLDIPINE ER 17 MG PO TAB SR 24HR,ERX
135437,LEVETIRACETAM IN NACL 500 MG/100ML IV SOLN,ERX
135438,LEVETIRACETAM IN NACL 1000 MG/100ML IV SOLN,ERX
137937,SKIN ADHESIVES EX LIQD,ERX
144830,HYDROMORPHONE HCL ER 12 MG PO T24A,ERX
163470,TIROFIBAN HCL 3.75 MG/15ML IV CONC,ERX
4080580,TALC STERILE INTRAPEURAL 5 G/50 ML NSS,ERX
77770636,"EPINEPHRINE 1:10,000 (1ML)+METHYLENE BLUE (0.5ML)+NSS (18.5ML)",ERX
77770642,HEPARIN SODIUM (PORCINE) 10 UNITS/ML (2500 UNITS/250 ML),ERX
77770645,TRIAMCINOLONE (1ML)+LIDOCAINE 2% (4.5ML)+BUPIVACAINE 0.75%(4.5ML),ERX
77770670,LIDOCAINE 2% + EPINEPHRINE 1:1000 IN 1000 ML NSS,ERX
77770673,MORPHINE INFUSION 100 MG/100ML NSS (CNR),ERX
77770674,ALTEPLASE (TPA) 50MG/250ML NSS,ERX
77770675,ALTEPLASE (TPA) 20MG/1000ML NSS,ERX
77770676,DEXAMETHASONE 2 MG/0.5 ML SYRINGE,ERX
77770679,CEFAZOLIN 50 MG/0.5ML OPHTHALMIC SOLUTION,ERX
77770680,TOBRAMYCIN IRRIGATION 80 MG /3 L NSS,ERX
4080100733,PROTHROMBIN COMPLEX HUMAN (KCENTRA) IV ORDERABLE,ERX
4080100737,HYDROMORPHONE (DILAUDID) INFUSION 100MG/100ML NSS (500MG/50ML VIAL),ERX
4080100738,HYDROMORPHONE (DILAUDID) INFUSION 100MG/100ML D5W (500MG/50ML VIAL),ERX
4080100740,POSACONAZOLE (NOXAFIL) IVPB 250ML NSS (300MG VIAL),ERX
40808306,ETEPLIRSEN IV ORDERABLE,ERX
163197,ETEPLIRSEN 100 MG/2ML IV SOLN,ERX
163198,ETEPLIRSEN 500 MG/10ML IV SOLN,ERX
40808304,ETEPLIRSEN IVPB 100ML NSS (100MG VIAL),ERX
40808305,ETEPLIRSEN IVPB 100ML NSS (500MG VIAL),ERX
40808353,INVESTIGATIONAL STABILIZER FOR BLINATUMOMAB (UPCC 56416) SOLN,ERX
40808355,INVESTIGATIONAL NEOD001 (UPCC 29417) INFUSION,ERX
40808354,INVESTIGATIONAL NEOD001 (UPCC 29417) 500 MG SOLR,ERX
136535,GUAIFENESIN 200 MG/10ML PO SOLN,ERX
40801842,WHISKEY,ERX
52322,CIPROFLOXACIN-DEXAMETHASONE 0.3-0.1 % OTIC SUSP,ERX
40808359,INVESTIGATIONAL TAK 573-1501 (UPCC 26417) INFUSION,ERX
40808358,INVESTIGATIONAL TAK 573-1501 (UPCC 26417) SOLN,ERX
40808361,INVESTIGATIONAL SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS,ERX
40808364,INVESTIGATIONAL AMPICILLIN (OMNIPEN) IV ORDERABLE,ERX
40808363,INVESTIGATIONAL AMPICILLIN IVPB 100 ML NSS (ADMIX),ERX
40808362,INVESTIGATIONAL AMPICILLIN SODIUM 500 MG INJECTION SOLR,ERX
40808360,INVESTIGATIONAL AMOXICILLIN 500 MG CAPS,ERX
40808368,INVESTIGATIONAL SULFAMETHOXAZOLE-TRIMETHOPRIM IV ORDERABLE D5W,ERX
40808365,INVESTIGATIONAL SULFAMETHOXAZOLE-TRIMETHOPRIM 400-80 MG/5ML,ERX
40808366,INVESTIGATIONAL SULFAMETHOXAZOLE-TRIMETHOPRIM IVPB 250ML D5W,ERX
40808367,INVESTIGATIONAL SULFAMETHOXAZOLE-TRIMETHOPRIM IVPB 500ML D5W ,ERX
40808370,INVESTIGATIONAL PEMBROLIZUMAB (ADU-CL-11) INFUSION,ERX
40808369,INVESTIGATIONAL PEMBROLIZUMAB (ADU-CL-11) 100 MG/4 ML SOLN,ERX
40801985,MIDAZOLAM 1 MG/ML ORAL SOLN - ORD,ERX
4081985,MITOMYCIN 2 MG/5 ML SYRINGE (UROLOGY),ERX
145263,RIOCIGUAT 0.5 MG PO TABS,ERX
40808375,PATIENT SPECIFIC ADO-TRASTUZUMAB EMTANSINE (KADCYLA) IV ORDERABLE,ERX
40808373,PATIENT SPECIFIC ADO-TRASTUZUMAB EMTANSINE (KADCYLA) IVPB 250ML NSS (100MG VIAL),ERX
40808374,PATIENT SPECIFIC ADO-TRASTUZUMAB EMTANSINE (KADCYLA) IVPB 250ML NSS (160MG VIAL),ERX
40808371,PATIENT SPECIFIC ADO-TRASTUZUMAB EMTANSINE 100 MG IV SOLR,ERX
40808372,PATIENT SPECIFIC ADO-TRASTUZUMAB EMTANSINE 160 MG IV SOLR,ERX
40808376,INVESTIGATIONAL X4P-001 (UPCC 08817) 100 MG CAPS,ERX
40808377,INVESTIGATIONAL X4P-001 (UPCC 08817) 200 MG CAPS,ERX
40808061,INVESTIGATIONAL IPILIMUMAB (UPCC 22616) ORDERABLE,ERX
40808097,INVESTIGATIONAL IPILIMUMAB (UPCC 22616) 200 MG/40 ML SOLN,ERX
40808065,INVESTIGATIONAL IPILIMUMAB (UPCC 22616) INFUSION 100 ML NSS,ERX
40808098,INVESTIGATIONAL IPILIMUMAB (UPCC 22616) INFUSION 150 ML NSS,ERX
40808101,INVESTIGATIONAL IPILIMUMAB (UPCC 22616) INFUSION 250 ML NSS,ERX
40808102,INVESTIGATIONAL IPILIMUMAB (UPCC 22616) INFUSION 500 ML NSS,ERX
40808100,INVESTIGATIONAL NIVOLUMAB (UPCC 22616) INFUSION,ERX
40808099,INVESTIGATIONAL NIVOLUMAB (UPCC 22616) 100 MG/10 ML SOLN,ERX
40808383,INVESTIGATIONAL ENTOSPLETINIB (UPCC 07417) 200 MG TABS,ERX
40808385,INVESTIGATIONAL BRENTUXIMAB VEDOTIN (UPCC 22417) INFUSION,ERX
40808384,INVESTIGATIONAL BRENTUXIMAB VEDOTIN (UPCC 22417) 50 MG SOLR,ERX
40808387,INVESTIGATIONAL NIVOLUMAB (UPCC 22417) INFUSION,ERX
40808386,INVESTIGATIONAL NIVOLUMAB (UPCC 22417) 100 MG/10 ML SOLN,ERX
77770689,GAMMAGARD 1 G/10 ML IV SOLN (WRAPPER),ERX
40808390,INVESTIGATIONAL NIVOLUMAB (UPCC 10817) INFUSION,ERX
40808389,INVESTIGATIONAL NIVOLUMAB (UPCC 10817) 100 MG/10 ML SOLN,ERX
40808396,INVESTIGATIONAL IPILIMUMAB (UPCC 10817) ORDERABLE ,ERX
40808391,INVESTIGATIONAL IPILIMUMAB (UPCC 10817) 200 MG/40 ML SOLN,ERX
40808393,INVESTIGATIONAL IPILIMUMAB (UPCC 10817) INFUSION 100 ML NSS,ERX
40808394,INVESTIGATIONAL IPILIMUMAB (UPCC 10817) INFUSION 150 ML NSS,ERX
40808395,INVESTIGATIONAL IPILIMUMAB (UPCC 10817) INFUSION 250 ML NSS,ERX
40808392,INVESTIGATIONAL IPILIMUMAB (UPCC 10817) INFUSION 50 ML NSS,ERX
40808397,INVESTIGATIONAL IBRUTINIB (UPCC 38417) 140 MG CAPS,ERX
40808399,INVESTIGATIONAL ALRN-6924 (UPCC 37417) INFUSION,ERX
40808398,INVESTIGATIONAL ALRN-6924 (UPCC 37417) 75 MG/5 ML SOLN,ERX
31598,VECURONIUM BROMIDE 20 MG IV SOLR,ERX
40808402,INVESTIGATIONAL PEMBROLIZUMAB (UPCC 16516) INFUSION,ERX
40808401,INVESTIGATIONAL PEMBROLIZUMAB (UPCC 16516) 100 MG/4 ML SOLN,ERX
40808405,METHOTREXATE IV ORDERABLE (100 ML NSS),ERX
40808403,METHOTREXATE IVPB 100ML NSS (1G VIAL),ERX
40808404,METHOTREXATE IVPB 100ML NSS (1G/40ML VIAL),ERX
166419,DAUNORUBICIN-CYTARABINE LIPO 44-100 MG IV SUSR,ERX
40808407,DAUNORUBICIN-CYTARABINE LIPOSOMAL (VYXEOS) IV ORDERABLE,ERX
40808406,DAUNORUBICIN-CYTARABINE LIPOSOMAL (VYXEOS) IVPB 500 ML NSS,ERX
77770691,ROPIVACAINE 0.2% 500ML,ERX
40808410,METHOTREXATE IV ORDERABLE (250 ML NSS),ERX
40808408,METHOTREXATE IVPB 250ML NSS (1G VIAL),ERX
40808409,METHOTREXATE IVPB 250ML NSS (1G/40ML VIAL),ERX
40808411,INVESTIGATIONAL ASN003 (UPCC 09917) 10 MG TABS,ERX
40808414,INVESTIGATIONAL ASN003 (UPCC 09917) 120 MG TABS,ERX
40808412,INVESTIGATIONAL ASN003 (UPCC 09917) 20 MG TABS,ERX
40808413,INVESTIGATIONAL ASN003 (UPCC 09917) 80 MG TABS,ERX
40808388,NON-FORMULARY MEDICATION - IV CHEMOTHERAPY INFUSION,ERX
166708,CARBOXYMETHYLCELLULOSE SOD PF 0.5 % OPHTHALMIC SOLN,ERX
40808417,INOTUZUMAB OZOGAMICIN (BESPONSA) IV ORDERABLE,ERX
40808416,INOTUZUMAB OZOGAMICIN (BESPONSA) IVPB 50ML NSS (0.9G VIAL),ERX
166511,INOTUZUMAB OZOGAMICIN 0.9 MG IV SOLR,ERX
40808425,GEMTUZUMAB OZOGAMICIN (MYLOTARG) IV ORDERABLE,ERX
40808424,GEMTUZUMAB OZOGAMICIN (MYLOTARG) IVPB 100ML NSS (4.5G VIAL),ERX
40808418,GEMTUZUMAB OZOGAMICIN (MYLOTARG) IVPB 25ML NSS (4.5G VIAL),ERX
40808423,GEMTUZUMAB OZOGAMICIN (MYLOTARG) IVPB 50ML NSS (4.5G VIAL),ERX
166751,GEMTUZUMAB OZOGAMICIN 4.5 MG IV SOLR,ERX
40808420,INVESTIGATIONAL AVELUMAB (UPCC 14817) INFUSION,ERX
40808419,INVESTIGATIONAL AVELUMAB (UPCC 14817) 200 MG/10 ML SOLN,ERX
40808421,INVESTIGATIONAL ENTINOSTAT OR PLACEBO (UPCC 14817) 1 MG TABS,ERX
40808422,INVESTIGATIONAL ENTINOSTAT OR PLACEBO (UPCC 14817) 5 MG TABS,ERX
40808426,IPILIMUMAB IV ORDERABLE (NON-MELANOMA),ERX
40808428,INVESTIGATIONAL UBLITUXIMAB (UPCC 40417) INFUSION,ERX
40808427,INVESTIGATIONAL UBLITUXIMAB (UPCC 40417) 150 MG/15 ML SOLN,ERX
40808429,INVESTIGATIONAL TGR-1202 (UPCC 40417) 200 MG TABS,ERX
40808430,INVESTIGATIONAL ARQ 087 (UPCC 15217) 100 MG CAPS,ERX
40808400,RITUXIMAB-HYALURONIDASE HUMAN (RITUXAN HYCELA) SUBCUTANEOUS ORDERABLE,ERX
40808436,PATIENT SPECIFIC PEGFILGRASTIM 6 MG/0.6 ML SC PSKT,ERX
40808437,INVESTIGATIONAL CETUXIMAB (UPCC 18317) 2 MG/ML SOLN,ERX
40808439,INVESTIGATIONAL CDX-3379 (UPCC 18317) INFUSION,ERX
40808438,INVESTIGATIONAL CDX-3379 (UPCC 18317) 50 MG/ML SOLN,ERX
40808441,INVESTIGATIONAL FLUDARABINE (UPCC 25416) INFUSION,ERX
40808440,INVESTIGATIONAL FLUDARABINE (UPCC 25416) 50 MG/2 ML SOLN,ERX
40808443,INVESTIGATIONAL CYCLOPHOSPHAMIDE (UPCC 25416) INFUSION,ERX
40808442,INVESTIGATIONAL CYCLOPHOSPHAMIDE (UPCC 25416) 2 G SOLR,ERX
40808446,INVESTIGATIONAL ONDANSETRON (UPCC 25416) INFUSION,ERX
40808444,INVESTIGATIONAL ONDANSETRON (UPCC 25416) 8 MG TABS,ERX
40808445,INVESTIGATIONAL ONDANSETRON (UPCC 25416) 4 MG/2 ML SOLN,ERX
40808447,INVESTIGATIONAL DEXAMETHASONE (UPCC 25416) 4 MG TABS,ERX
40808449,INVESTIGATIONAL SGN-LIV1A (UPCC 02110) INFUSION,ERX
40808448,INVESTIGATIONAL SGN-LIV1A (UPCC 02110) 40 MG/8 ML SOLR,ERX
40808450,INVESTIGATIONAL UBLITUXIMAB (UPCC 40417) 150 MG/6 ML SOLN,ERX
40808451,INVESTIGATIONAL ENTINOSTAT (UPCC 31216) 1 MG TABS,ERX
40808452,INVESTIGATIONAL ENTINOSTAT (UPCC 31216) 5 MG TABS,ERX
40808453,INVESTIGATIONAL BAY1436032 (UPCC 06417) 150 MG TABS,ERX
40808454,INVESTIGATIONAL ASP2215 (UPCC 33417) 40 MG TABS,ERX
40808455,INVESTIGATIONAL RUXOLITINIB (UPCC 01717) 5 MG TABS,ERX
160897,BRIVARACETAM 10 MG PO TABS,ERX
40808435,INVESTIGATIONAL BFCR4350A (UPCC 35417) ORDERABLE,ERX
40808465,INVESTIGATIONAL METHYLPREDNISOLONE (SOLU-MEDROL) IV ORDERABLE (BEACON),ERX
40808464,INVESTIGATIONAL METHYLPREDNISOLONE (SOLU-MEDROL) IVPB 100ML NSS (125MG VIAL),ERX
40808463,INVESTIGATIONAL METHYLPREDNISOLONE (SOLU-MEDROL) IVPB 100ML NSS (40MG VIAL),ERX
40808462,INVESTIGATIONAL METHYLPREDNISOLONE (SOLU-MEDROL) IVPB 50ML NSS (125MG VIAL),ERX
40808461,INVESTIGATIONAL METHYLPREDNISOLONE (SOLU-MEDROL) IVPB 50ML NSS (40 MG VIAL),ERX
40808460,INVESTIGATIONAL METHYLPREDNISOLONE SODIUM SUCC 125 MG INJECTION SOLR,ERX
40808459,INVESTIGATIONAL METHYLPREDNISOLONE SODIUM SUCC 40 MG INJECTION SOLR,ERX
2872,BETAMETHASONE VALERATE 0.1 % EX LOTN,ERX
3638,CAFFEINE 200 MG PO TABS,ERX
5603,CYPROHEPTADINE HCL 2 MG/5ML PO SYRP,ERX
100049,SUFENTANIL CITRATE 250 MCG/5ML IV SOLN,ERX
6852,DISULFIRAM 500 MG PO TABS,ERX
7822,ERYTHROMYCIN ETHYLSUCCINATE 400 MG/5ML PO SUSR,ERX
167580,BECLOMETHASONE DIPROP HFA 40 MCG/ACT INHALATION AERB,ERX
8384,CHOLINE-MAG TRISALICYLATE 500 MG/5ML PO LIQD,ERX
8486,FLEET PEDIATRIC 3.5-9.5 GM/59ML RECTAL ENEM,ERX
9446,INSULIN CONCENTRATED REGULAR HUMAN 500 UNIT/ML SC SOLN,ERX
11028,TRIAMCINOLONE ACETONIDE 0.5 % EX CREA,ERX
11077,TRIAMCINOLONE ACETONIDE 0.5 % EX OINT,ERX
11232,BENZOCAINE 20 % MOUTH/THROAT GEL,ERX
13348,METHAZOLAMIDE 50 MG PO TABS,ERX
13514,MICONAZOLE NITRATE 2 % EX CREA,ERX
13515,MICONAZOLE NITRATE 2 % VAGINAL CREA,ERX
14620,OLOPATADINE HCL 0.1 % OPHTHALMIC SOLN,ERX
165101,GENTEAL TEARS NIGHT-TIME OPHTHALMIC OINT,ERX
15520,ACTIDOSE/SORBITOL 50 GM/240ML PO LIQD,ERX
17383,POTASSIUM CHLORIDE 20 MEQ PO PACK,ERX
17469,PRAZOSIN HCL 2 MG PO CAPS,ERX
17900,PROMETHAZINE-CODEINE 6.25-10 MG/5ML PO SYRP,ERX
18731,AMPHETAMINE-DEXTROAMPHETAMINE 5 MG PO TABS,ERX
20108,SPIRONOLACTONE-HCTZ 25-25 MG PO TABS,ERX
20663,AMPHETAMINE-DEXTROAMPHETAMINE 30 MG PO TABS,ERX
21216,TETRAHYDROZOLINE HCL 0.05 % OPHTHALMIC SOLN,ERX
22023,BECAPLERMIN 0.01 % EX GEL,ERX
22196,TRIHEXYPHENIDYL HCL 0.4 MG/ML PO ELIX,ERX
22975,LACTASE 3000 UNITS PO TABS,ERX
24054,YELLOW FEVER VACCINE SC INJ,ERX
24731,AMPHETAMINE-DEXTROAMPHETAMINE 20 MG PO TABS,ERX
25095,BACIT-POLY-NEO HC 1 % EX OINT,ERX
1150100082,INVESTIGATIONAL INTERFERON GAMMA-1B (UPCC 09617) 100 MCG/0.5 ML SC SOLN,ERX
27368,FAMOTIDINE 40 MG PO TABS,ERX
27458,COLA SYRUP PO SYRP,ERX
27720,GUANFACINE HCL 2 MG PO TABS,ERX
28548,HYDROCORTISONE-ACETIC ACID 1-2 % OTIC SOLN,ERX
28992,OXYBUTYNIN CHLORIDE ER 10 MG PO TAB SR 24HR,ERX
29056,NICARDIPINE HCL 30 MG PO CAPS,ERX
29292,OXYBUTYNIN CHLORIDE 5 MG/5ML PO SYRP,ERX
29416,PAMIDRONATE DISODIUM 30 MG IV SOLR,ERX
29552,PENICILLIN G BENZATHINE 600000 UNIT/ML IM SUSP,ERX
29648,PHENELZINE SULFATE 15 MG PO TABS,ERX
31727,ZIDOVUDINE 100 MG PO CAPS,ERX
32186,DILTIAZEM HCL ER 120 MG PO CP12,ERX
32737,ZALEPLON 5 MG PO CAPS,ERX
34072,MELOXICAM 7.5 MG PO TABS,ERX
36800,OLANZAPINE 15 MG PO TABS,ERX
37476,NIACIN ER (ANTIHYPERLIPIDEMIC) 750 MG PO TBCR,ERX
39683,GLYBURIDE MICRONIZED 1.5 MG PO TABS,ERX
42030,GENTAMICIN IN SALINE 1.6-0.9 MG/ML-% IV SOLN,ERX
42115,PENICILLIN G POT IN DEXTROSE 60000 UNIT/ML IV SOLN,ERX
42896,GLIMEPIRIDE 1 MG PO TABS,ERX
44010,DIVALPROEX SODIUM ER 500 MG PO TAB SR 24HR,ERX
44101,SUMATRIPTAN SUCCINATE 100 MG PO TABS,ERX
44104,MELOXICAM 15 MG PO TABS,ERX
44113,BUDESONIDE 0.25 MG/2ML INHALATION SUSP,ERX
44482,FLUVASTATIN SODIUM ER 80 MG PO TAB SR 24HR,ERX
44582,QUETIAPINE FUMARATE 300 MG PO TABS,ERX
44722,METHYLCELLULOSE (LAXATIVE) 500 MG PO TABS,ERX
44757,DOCOSANOL 10 % EX CREA,ERX
45947,OXCARBAZEPINE 300 MG/5ML PO SUSP,ERX
1150100137,INVESTIGATIONAL RUXOLITINIB (NRG-GY007) 5 MG TABS,ERX
46787,CETIRIZINE-PSEUDOEPHEDRINE ER 5-120 MG PO TAB SR 12HR,ERX
47164,ALBUTEROL SULFATE 1.25 MG/3ML INHALATION NEBU,ERX
47953,LEVALBUTEROL HCL 0.31 MG/3ML INHALATION NEBU,ERX
48281,PAROXETINE HCL ER 37.5 MG PO TAB SR 24HR,ERX
49904,CELECOXIB 400 MG PO CAPS,ERX
49905,DUTASTERIDE 0.5 MG PO CAPS,ERX
50129,DIVALPROEX SODIUM ER 250 MG PO TAB SR 24HR,ERX
50164,ATOMOXETINE HCL 10 MG PO CAPS,ERX
50165,ATOMOXETINE HCL 18 MG PO CAPS,ERX
50166,ATOMOXETINE HCL 25 MG PO CAPS,ERX
51210,BUPRENORPHINE HCL 8 MG SL SUBL,ERX
51759,MONTELUKAST SODIUM 4 MG PO PACK,ERX
40808481,INVESTIGATIONAL TAS-120 (UPCC 11917) 20 MG TABS,ERX
55006,MILK THISTLE 250 MG PO CAPS,ERX
55124,CARBIDOPA-LEVODOPA 10-100 MG PO TBDP,ERX
55125,CARBIDOPA-LEVODOPA 25-100 MG PO TBDP,ERX
55689,GRANISETRON HCL 0.1 MG/ML IV SOLN,ERX
55704,ACAMPROSATE CALCIUM 333 MG PO TBEC,ERX
56107,SODIUM HYPOCHLORITE 0.0125 % EX SOLN,ERX
56836,MICAFUNGIN SODIUM 50 MG IV SOLR,ERX
57670,PREGABALIN 150 MG PO CAPS,ERX
60086,NALTREXONE 380 MG IM SUSR,ERX
61493,PALIPERIDONE ER 3 MG PO TAB SR 24HR,ERX
61494,PALIPERIDONE ER 6 MG PO TAB SR 24HR,ERX
61495,PALIPERIDONE ER 9 MG PO TAB SR 24HR,ERX
61830,GLYCERIN (PEDIATRIC) 1.2 G RECTAL SUPP,ERX
93581,ALVIMOPAN 12 MG PO CAPS,ERX
94733,MIDAZOLAM HCL 25 MG/5ML INJECTION SOLN,ERX
98788,BIOTENE DRY MOUTH MOUTH/THROAT LIQD,ERX
99434,TOLVAPTAN 30 MG PO TABS,ERX
100734,ASENAPINE MALEATE 5 MG SL SUBL,ERX
100966,PALIPERIDONE PALMITATE 156 MG/ML IM SUSP,ERX
101469,ANECREAM 4 % EX KIT,ERX
101561,PRISMASOL BGK 4/2.5 32-4-2.5 MEQ/L IV SOLN,ERX
101564,PRISMASOL BGK 2/3.5 32-2-3.5 MEQ/L IV SOLN,ERX
102672,GLYCERIN (LAXATIVE) 1 G RECTAL SUPP,ERX
102732,CITRUS CALCIUM/VITAMIN D 200-250 MG-UNIT PO TABS,ERX
171006,CEFEPIME-DEXTROSE 1-5 GM-%(50ML) IV SOLR,ERX
171012,CEFEPIME-DEXTROSE 2-5 GM-%(50ML) IV SOLR,ERX
106733,RISA-BID PROBIOTIC PO TABS,ERX
106934,LURASIDONE HCL 80 MG PO TABS,ERX
106937,DEXTROMETHORPHAN-QUINIDINE 20-10 MG PO CAPS,ERX
108066,PALIPERIDONE PALMITATE 78 MG/0.5ML IM SUSP,ERX
108068,PALIPERIDONE PALMITATE 234 MG/1.5ML IM SUSP,ERX
108087,CIPROFLOXACIN IN D5W 200 MG/100ML IV SOLN,ERX
135445,ELTROMBOPAG OLAMINE 12.5 MG PO TABS,ERX
135752,METHYLNALTREXONE BROMIDE 8 MG/0.4ML SC SOLN,ERX
136493,RIDVANTAGE LICE COMB MISC,ERX
137560,GLUCARPIDASE 1000 UNITS IV SOLR,ERX
140702,CALAMINE-ZINC OXIDE 8-8 % EX SUSP,ERX
143805,INFLUENZA VAC SPLIT QUAD 0.5 ML IM SUSP,ERX
144606,INFLUENZA VAC SPLIT QUAD IM SUSP,ERX
145266,RIOCIGUAT 2 MG PO TABS,ERX
145375,PHENYLEPHRINE-MINERAL OIL-PET 0.25-14-74.9 % RECTAL OINT,ERX
146945,ADRENALIN 30 MG/30ML INJECTION SOLN,ERX
148068,EMPAGLIFLOZIN 10 MG PO TABS,ERX
148070,EMPAGLIFLOZIN 25 MG PO TABS,ERX
150959,FLULAVAL QUADRIVALENT 0.5 ML IM SUSY,ERX
150965,FLUARIX QUADRIVALENT 0.5 ML IM SUSY,ERX
154821,METHYLPHENIDATE HCL ER 27 MG PO TAB SR 24HR,ERX
155665,MEROPENEM-SODIUM CHLORIDE 1 GM/50ML IV SOLR,ERX
158987,OXYTOCIN-LACTATED RINGERS 20 UNIT/L IV SOLN,ERX
158991,MAGNESIUM SULFATE-LACT RINGERS 20 GM/500ML IV SOLN,ERX
159084,VALPROATE SODIUM 250 MG/5ML PO SOLN,ERX
159107,ATROPINE SULFATE 0.5 MG/5ML INJECTION SOSY,ERX
1150100084,INVESTIGATIONAL NIVOLUMAB (UPCC 22217) INFUSION,ERX
160341,PHENYLEPHRINE HCL-NACL 0.4-0.9 MG/10ML-% IV SOSY,ERX
160349,KETAMINE HCL 50 MG/ML IV SOSY,ERX
160385,DILTIAZEM HCL-DEXTROSE 125-5 MG/125ML-% IV SOLN,ERX
162269,CIPROFLOXACIN-FLUOCINOLONE PF 0.3-0.025 % OTIC SOLN,ERX
162470,NOREPINEPHRINE-SODIUM CHLORIDE 4-0.9 MG/250ML-% IV SOLN,ERX
162903,INFLIXIMAB-DYYB 100 MG IV SOLR,ERX
164054,TENOFOVIR ALAFENAMIDE FUMARATE 25 MG PO TABS,ERX
164845,MAGNESIUM SULFATE-NACL 2-0.9 GM/100ML-% IV SOLN,ERX
164876,NEOSTIGMINE METHYLSULFATE 2 MG/2ML IV SOSY,ERX
166076,INFLUENZA VAC RECOM HA QUAD PF (FLUBLOK) 0.5 ML IM SOSY,ERX
166133,INFLUENZA VAC SUBUNIT QUAD IM SUSP,ERX
