Item Description, Price 
MOEXIPRIL TAB 7.5MG, $11.00 
MOHA-HOSPITAL ADMIT LEVEL 1, $504.00 
MOHA-HOSPITAL ADMIT LEVEL 2, $416.00 
MOHA-HOSPITAL ADMIT LEVEL 3, $525.00 
MOHA-OFFICE ESTABLISHED-HIGH, $255.00 
MOHA-OFFICE ESTABLISHED-LIMITED, $130.00 
MOHA-OFFICE ESTABLISHED-MINIMAL, $47.00 
MOHA-OFFICE ESTABLISHED-MINOR, $73.00 
MOHA-OFFICE ESTABLISHED-MODERATE, $187.00 
MOHA-OFFICE NEW/EXPANDED PROBLEM FOCUSED, $135.00 
MOHA-OFFICE NEW/HIGH, $276.00 
MOHA-OFFICE NEW/LIMITED, $187.00 
MOHA-OFFICE NEW/MODERATE, $218.00 
MOHA-OFFICE NEW/PROBLEM FOCUSED, $104.00 
MONITORED EXERCISE, $382.00 
MONO TEST, $59.00 
MONTELUKAST SOD (SINGULAIR) TAB: 10MG, $11.00 
MORPHINE INJ 10MG/ML, $42.00 
MORPHINE INJ 2MG/ML, $41.00 
MORPHINE INJ 4MG/ML, $42.00 
MORPHINE ORAL SOLN 10MG/0.5ML (UD SYR), $10.00 
MORPHINE ORAL SOLN 20MG/1ML, $11.00 
MORPHINE SR TAB 15MG, $11.00 
MORPHINE SULFATE PCA 5MG/1ML  30ML, $103.00 
MOXIFLOXACIN {VIGAMOX} OPH SOL 0.5%, $461.00 
MRA ABDOMEN WO/W CONTRAST," $3,863.00 "
MRA CHEST," $3,863.00 "
MRA HEAD W/O & W/ CONTRAST -PER PROTOCOL," $2,673.00 "
MRA HEAD W/O CONTRAST -PER PROTOCOL," $2,548.00 "
MRA NECK W/O CONTRAST," $2,187.00 "
MRA NECK WO/W BY CONTRAST FOLLOWED," $3,944.00 "
MRA PELVIS WO/W CONTRAST," $3,863.00 "
MRI ABDOMEN WITH CONTRAST," $3,425.00 "
MRI ABDOMEN WO CONTRAST- PER PROTOCOL," $3,089.00 "
MRI ABDOMEN WO/W FOLLOWED BY CONTRAST," $4,621.00 "
MRI BRAIN W/O CONTRAST -PER PROTOCOL," $2,673.00 "
MRI BRAIN WO/W BY CONTR FOLLOWED -PROTOC," $5,919.00 "
MRI CERVIC SPINE WO CONTRAST -PER PROTOC," $3,467.00 "
MRI CHEST W/O," $3,008.00 "
MRI CHEST W/O & WITH BY CONTR FOLLOWED," $5,270.00 "
MRI CHEST WITH," $3,425.00 "
"MRI C-SPINE WO/W BY, FOLLOWED- PER PROTO"," $4,405.00 "
MRI LOWER EXT JT WITH CONTRAST- PER PROT," $2,846.00 "
MRI LOWER EXT JT WO/W BY CONTR FOLLOWED," $4,366.00 "
MRI LUMB SPINE W&WO BY CONTR FOLLOWED," $4,454.00 "
MRI LUMB SPINE WO CONTR -PER PROTOCOL," $2,971.00 "
MRI LUMBAR SPINE W CONTRAST -PER PROTOCO," $3,711.00 "
MRI LWR EXT JT W/O CONTRAST LT-PER PROTO," $2,651.00 "
MRI LWR EXT JT W/O CONTRAST RT -PER PROT," $2,651.00 "
MRI LWR EXT-N JT W/WO BY CONTR FOLLOWED," $3,917.00 "
"MRI LWR EXT-NJ W/O CONTRAST, OTHER THAN"," $2,592.00 "
MRI LWR EXT-NOT JOINT WITH CONTRAST," $2,846.00 "
MRI NECK/FACE W ORBIT & CONTR- PER PROTO," $3,804.00 "
MRI NECK/FACE WO ORBIT & CONTRAST- PER P," $3,003.00 "
MRI NK/FACE WO/W BY CONTR FOLLOWED & ORB," $5,914.00 "
MRI PELVIS W/O CONTRAST- PER PROTOCOL," $2,993.00 "
MRI PELVIS WITH CONTRAST," $3,425.00 "
MRI PELVIS WO/W BY CONTRAST FOLLOWED," $4,410.00 "
MRI THOR SPINE W/O CONTRAST -PER PROTOCO," $3,008.00 "
MRI TMJ," $2,673.00 "
MRI T-SPINE WO/W BY CONTR FOLLOWED- PER," $4,400.00 "
MRI UP EXT JOINT WITH CONTRAST," $2,846.00 "
MRI UP EXT JOINT WO CONTRAST -PER PROTOC," $2,651.00 "
MRI UPPER EXT JOINT WO/W BY CONTRAST FOL," $4,025.00 "
MRI UPPER EXT NOT JOINT WITH CONTRAST," $2,868.00 "
MRI UPPER EXT NOT JT WO/W CONTRAST," $3,933.00 "
MRI UPR EXT N JT W/O CONTR OTHER THAN," $2,516.00 "
MTHFR MUTATIONS, $440.00 
MULTIVITAMIN (M.V.I.-12) VIAL 10ML, $37.00 
MUMPS IGG AB, $73.00 
MUMPS IGM AB, $73.00 
"MUMPS, MEASLES, RUBELLA VACCINE", $205.00 
MUPIROCIN OINT 2% 22GM, $36.00 
MYCOPHENOLATE LEVEL, $132.00 
MYCOPLASMA PNEUMONIAE ANTIBODY IGG, $88.00 
MYCOPLASMA PNEUMONIAE ANTIBODY IGM, $88.00 
MYCOPLASMA PNEUMONIAE BY PCR, $174.00 
MYOGLOBIN SERUM, $148.00 
NABUMETONE TABLET 500MG, $11.00 
NACL 0.9% (NS) 500ML, $52.00 
NADOLOL TAB 20MG, $11.00 
NALBUPHINE  AMP INJ 10MG/1ML, $36.00 
NALBUPHINE HCL AMP 20MG/ML 1ML, $38.00 
NALOXONE (NARCAN) AMP : 2MG/2ML, $31.00 
NALOXONE HCL INJ  2MG/2ML, $106.00 
NAPROXEN TAB 250MG, $11.00 
NATEGLINIDE TAB (STARLIX) 120MG, $10.00 
NEBIVOLOL (BYSTOLIC) TAB 2.5MG, $17.00 
NEFAFENAC (ILEVRO) OPH SUSP 0.3%, $447.00 
NEFAZODONE  TAB 150MG, $11.00 
NEO/POLY/HC OTIC SUSPENSION, $187.68 
NEOM/POLY/BACI/HYDROC OPHTALMIC OINTMENT, $52.00 
NEOSTIGMINE METHYLSULFATE VIAL 10MG/10ML, $69.77 
NEPHELOMETRY EACH ANALYTE NOS, $150.00 
NEULASTA ONPRO SUBQ SOLUTION 6MG/0.6ML," $5,568.00 "
NEUPOGEN INJ SOLN 300MCG/1ML, $794.00 
NEUPRO TD PATCH ER 1MG/24HR, $58.00 
NEUROELTRD STIM POST TIBIAL, $335.75 
NEUROPLASTY ULNAR NERVE AT ELBOW," $4,565.00 "
NF-TRIAMCINOLONE ACETONIDE CREAM 0.5%, $28.00 
NIACIN (VITAMIN B3), $103.00 
NICARDIPINE 2.5MG/ML 10ML VIAL, $67.00 
"NICOTINE & METABOLITE, SERUM", $178.00 
"NICOTINE & METABOLITE, URINE", $178.00 
NICOTINE PATCH 14MG, $11.00 
NICOTINE PATCH 21MG, $11.00 
NICOTINE PATCH 7MG, $11.00 
NIFEDIPINE CAPSULE 20MG, $11.00 
NITROFURANTOIN CAP 50MG, $11.00 
NITROFURANTOIN MACROCRYSTALS 100MG, $11.00 
NITROGLYCERIN (NITRO-BID) 2% OINT UD, $11.09 
NITROGLYCERIN 0.1MG/ML 250ML *PREMIX*, $57.00 
NITROGLYCERIN PATCH 0.2MG/HR, $11.00 
NITROGLYCERIN PATCH 0.4MG/HR, $11.00 
NITROGLYCERIN TAB 0.4MG, $11.00 
NIVOLUMAB (OPDIVO) IV SOLN 240MG/24ML," $18,919.97 "
NKX2-3 SNP, $98.00 
NM BONE MULT AREAS," $1,153.00 "
NM BONE SCAN 3 PH PER PROTOCOL," $1,688.00 "
NM BONE SCAN LTD- PER PROTOCOL," $1,050.00 "
NM BONE SCAN W/B WHOLE PER PROTOCOL," $1,478.00 "
NM BONE SCAN W/SPECT," $1,217.00 "
NM GASTRIC EMPTYING STUDY PER PROTOCOL," $1,271.00 "
NM HB DUCT SYS W GB W DRUG PER PROTOCOL," $1,217.00 "
NM HEPATOBILIARY  W/O PHARM," $1,217.00 "
NM ISO SINCALIDE INJECTION, $379.00 
NM ISO TC99M MEBROFENIN, $168.00 
NM ISO TC99M MEDRONATE, $98.00 
NM ISO TC99M SESTAMIBI UNIT DOSE, $208.00 
NM ISO TC99M SODIUM PERTECHNETATE, $98.00 
NM ISO TC99M SULFUR COLLOID =< 20 MCI, $222.00 
NM ISO TC99M TAGGED RED BLOOD CELLS, $379.00 
NM LIVER SPECT," $1,131.00 "
NM LIVER/SPLEEN SCN, $855.00 
NM LUNG PERF," $1,065.00 "
NM LUNG PERF IMG 1+ MULIT PROJ VENT AERO," $1,440.00 "
NM LUNG VENT AEROSO, $644.00 
NM MECKELS DIVERTICUL," $1,050.00 "
NM MUGA W/EF PER PROTOCOL," $1,538.00 "
NM PARATHYROID SCAN- PER PROTOCOL, $871.00 
NM TESTICULAR W/FL, $861.00 
NM THRYD IMG/UP MULT," $1,050.00 "
NM THYROID IM/UP SINGL DETERMINATION, $915.00 
NM THYROID SCAN ONLY PER PROTOCOL, $763.00 
NM VASC FLOW, $741.00 
NMR LIPO PROFILE BLOOD, $226.00 
NON-GYN CYTOLOGY, $178.00 
NONIONIC CONT 100-199ML, $308.00 
NONIONIC CONT 100ML, $167.00 
NONIONIC CONT 150ML, $250.00 
NONIONIC CONT 200-299ML, $411.00 
NONIONIC CONT 200ML, $328.00 
NONIONIC CONT 50ML, $89.00 
NOROVIRUS PCR STOOL, $190.00 
NORTRIPTYLINE HCL CAP 25MG, $11.00 
NORTRIPTYLINE LEVEL, $99.00 
NOVASOURCE 2.0 LIQUID DIETARY, $16.00 
NUVIGIL ORAL TABLET 150MG, $59.00 
"NYSTATIN CREAM 100,000  UNITS/GM (30GM)", $30.00 
"NYSTATIN PWD 100,000 UNITS/GM (15 GM)", $22.00 
"NYSTATIN SUSP 100,000U/1ML 5ML CUP", $11.00 
O & P TRICHROME STAIN, $52.00 
OBS-DIRECT REFER HOSPITAL ADMISSION, $581.00 
OBSERV/TELEM 1ST HR, $741.00 
OBSERV/TELEM 2ND HR, $347.00 
OBSERV/TELEM 3RD HR, $302.00 
OBSERV/TELEM 4TH HR, $179.00 
OBSERV/TELEM 5TH HR, $107.00 
OBSERV/TELEM ADDITIONAL HOURS, $23.00 
OBSERVATION 1ST HR, $430.00 
OBSERVATION 2ND HR, $185.00 
OBSERVATION 3RD HR, $163.00 
OBSERVATION 4TH HR, $135.00 
OBSERVATION 5TH HR, $90.00 
OBSERVATION ADDITIONAL HOURS, $18.00 
OBS-HOSPITAL OBS ADMISSION PER HR, $139.00 
OBS-HYDRATE IV INF ADD ON 1 HR, $51.00 
OBS-HYDRATION IV INF INIT 31-60 MIN, $497.00 
OBS-THER/PROPH/DIAG IV INF ADD ON 1HR, $62.00 
OBS-THER/PROPH/DIAG IV INF INIT <=1 HR, $497.00 
OBS-THER/PROPH/DX DRUG IV PUSH INIT INJ, $185.00 
OBS-TX/PRO/DX INJ NEW DRUG ADDL IVP SEQ, $174.00 
OCCULT BLOOD FECAL DIAGNOSTIC, $69.00 
OCCULT BLOOD FECAL SCREENING, $69.00 
"OCCULT BLOOD, GASTRIC", $36.00 
OCTREOTIDE SYR INJ 50MCG/1ML, $36.00 
OFLOXACIN (FLOXIN) OTIC SOLUTION 5ML, $65.06 
OLANZAPINE (ZYPREXA) TAB 2.5MG, $11.00 
OLMESARTAN (BENICAR) TAB 20MG, $11.00 
OMALIZUMAB (XOLAIR) INJ 150MG," $2,308.00 "
OMEPRAZOLE CAP 20MG, $11.00 
ONDANSETRON (ZOFRAN) INJ 4MG/2ML, $36.00 
ONDANSETRON ODT (ZOFRAN) TAB 4MG, $11.00 
OPEN TREAT DIST RAD INTRA-ARTICUL;2 FRAG," $1,375.00 "
OPO LEVEL 1, $141.00 
OPO LEVEL 2, $352.00 
OPO LEVEL 3, $492.00 
OPS-EKG, $206.00 
OPS-EXCISION MIDDLE EAR," $1,805.00 "
"OPS-EXCISION OF LESION, CONJUNCTIVE; OVE"," $3,820.00 "
"OPS-EXCISION OF LESION, CONJUNCTIVE; OVE"," $3,820.00 "
OPS-REMOVAL FB EXT AUDITORY CANAL," $3,018.00 "
OR  CAP PHYS-ARTHRSCPY SHOULDER; DEB  XT," $1,858.48 "
OR CAP PHY-INCIS/REM FB-SUBQ TIS SIMP, $335.92 
OR CAP PHYS-ARTHRO ANT CRUCIATE LIG REP," $2,953.58 "
OR CAP PHYS-ARTHRO KNEE," $1,928.17 "
OR CAP PHYS-ARTHRO KNEE W/LIMITED SYNOV," $1,478.88 "
OR CAP PHYS-ARTHRO KNEE W/MENISCTOMY LAT," $1,679.60 "
OR CAP PHYS-ARTHRO KNEE W/MENISCTOMY MED," $1,617.00 "
OR CAP PHYS-ARTHROP WRIST," $2,468.00 "
OR CAP PHYS-ARTHRSCPY SHOULDER," $3,182.40 "
OR CAP PHYS-ARTHRSCPY SHOULDER DECOMPR," $1,515.28 "
OR CAP PHYS-DRAIN/INJ MAJ JNT/BURS WO US, $179.92 
OR CAP PHYS-ENDO WRIST W/RLS TRNSV CARP," $1,994.72 "
OR CAP PHYS-EXC FOREARM LES SC <3 CM," $1,086.80 "
OR CAP PHYS-EXC HAND TUM DEEP <1.5 CM," $1,610.70 "
OR CAP PHYS-EXC TNDN SHTH LES HND/FING," $1,681.66 "
OR CAP PHYS-EXCIS GANGLI WRIST RECUR," $1,235.00 "
OR CAP PHYS-INCISION TENDON SHEATH," $1,614.08 "
OR CAP PHYS-INS WIRE/PIN W/APPL SKEL TRA, $390.00 
OR CAP PHYS-ORIF CLAVICLE," $2,147.60 "
OR CAP PHYS-PALM W/SGL DIGIT RELEASE," $2,308.00 "
OR CAP PHYS-REM FB MUSCLE /DEEP," $1,101.10 "
OR CAP PHYS-SHOULDER MUMFORD PROC," $2,003.04 "
OR CAP PHYS-UNLISTED JOINT ARTHROSC PROC," $1,994.72 "
OR CAP PHYS-WRIST SYNOVECTOMY," $1,588.60 "
OR CEFAZOLIN ADD VIAL INJ 1 GRAM, $27.00 
OR CEFAZOLIN INJ VIAL 1GM, $36.00 
OR DEXAMETHASONE INJ VIAL 4MG/ML, $36.00 
OR DIPHENHYDRAMINE INJ 50MG/ML, $36.00 
OR EPINEPHRINE AMP INJ 1MG/ML, $27.00 
OR FENTANYL AMP INJ 100MCG/2ML, $42.00 
OR FENTANYL INJ  250MCG/5ML, $42.00 
OR GLYCOPYROLATE 0.4MG/2ML, $36.00 
OR HYDRALAZINE HCL INJ 20MG/ML, $36.00 
OR KETOROLAC INJ VIAL : 30MG, $36.00 
OR KETOROLAC VIAL INJ : 15MG, $36.00 
OR LEVOFLOXACIN INJ : 500MG/100ML, $68.00 
OR METOCLOPRAMIDE HCL 10MG/2ML, $36.00 
OR NALBUPHINE INJ : 20MG/2ML, $27.00 
OR NALBUPHINE INJ 10MG/ML, $27.00 
OR OXCYCODONE TAB: 5MG, $10.00 
OR PHENYLEPHRINE INJ : 10MG/ML, $36.00 
OR PROMETHAZINE INJ : 25MG/ML, $27.00 
OR SUCCINYLCHOLINE 200MG/10ML, $27.00 
OR TRANSPLANT GRAFT HAND TENDON," $3,630.00 "
OR TRANSPLANT GRAFT HAND TENDON," $7,467.00 "
OR TRIAMCINOLONE INJ VIAL : 40MG, $40.00 
OR-1' SUTR BOTH RUPTR ANKLE COLLATRL LIG," $7,824.00 "
OR-1STG DSTL HYPSPAD RPR URTP SKN FLAP," $4,493.00 "
OR-1STG DSTL HYPSPAD RPR W/EXTEN DSJ," $4,176.82 "
OR-1STG DSTL HYPSPAD RPR W/SMPL MEATAL," $2,937.08 "
OR-1STG DSTL HYPSPAD RPR W/URTP SKN FLAP," $4,590.00 "
OR-A PRIMARY  >=12.00 YEARS," $4,872.00 "
OR-ABLATE INF TURBINATE SUPERF, $390.00 
OR-ADJ TISSUE TRANSFER E/N/E/L <=10SQCM," $3,907.00 "
OR-AMP TOE & METATARSAL SINGLE," $2,182.00 "
OR-AMPUTATE FING/TH SGL;W LOC ADV FLAP," $5,451.00 "
"OR-AMPUTATE FING/THUMB, SGL;W DIR CLOSE"," $4,565.00 "
OR-AMPUTATE TOE; MTP JOINT," $5,184.00 "
"OR-AMPUTATION, INTERPHALANGEAL JOINT TOE"," $5,396.00 "
OR-ANALYZE NEUROSTIM SIMPLE," $1,671.00 "
OR-ARTHORODESIS JT 2ND TOE METATARSO," $8,443.00 "
OR-ARTHROD IP JOINT W/WO FIXATION," $4,565.00 "
OR-ARTHROD MCP JOINT W/WO FIXATION," $5,674.00 "
OR-ARTHRODESIS JT GREAT TOE METATARSOPHA," $8,443.00 "
OR-ARTHROSC; ANT CRUCIATE LIG REP/AUGM," $10,433.00 "
OR-ARTHROSCOPY KNEE W LYSIS ADH W/WO MAN," $6,565.00 "
OR-ARTHROSCOPY KNEE W MENISCTOMY MED LAT," $6,520.00 "
"OR-ARTHROSCOPY, KNEE DEBRID/SHV AC"," $5,790.00 "
OR-ARTHRSCPY KNEE," $3,536.00 "
OR-ARTHRSCPY KNEE W MENISCECTOMY LAT MED," $6,520.00 "
OR-ARTHRSCPY SHOULDER," $6,561.00 "
OR-ARTHRSCPY SHOULDER DECOMPR," $5,333.35 "
OR-ARTHRSCPY SHOULDER; DEBRID EXTENS," $6,879.75 "
OR-ATT F/C/M/N/A/G/H/F; <=10 SQ CM," $3,907.00 "
OR-ATT F/C/M/N/A/G/H/F; 10.1-30 SQ CM," $3,907.00 "
OR-BIOPSY OF BONE," $1,196.00 "
OR-BIOPSY OF CERVIX," $1,176.00 "
OR-BIOPSY OF LIP," $1,812.00 "
"OR-BIOPSY, SOFT TISSUE NECK OR THORAX"," $2,509.00 "
OR-BIOPSY/EXC LYMPH NODES; OPEN SUPERFIC," $6,030.00 "
OR-BREAST BIOPSY; OPEN," $4,181.00 "
OR-BUNION CORRECT W MTRSL BONE INC," $6,637.00 "
OR-CALCANEUS REMOVAL," $7,206.00 "
OR-CARPECTOMY; ALL BONES PROX ROW," $7,200.00 "
OR-CAT W/IOL 1 STAGES EXTRACAPSULAR REM," $6,520.00 "
OR-CATARACT REMOVAL W/IOL COMPLEX," $6,520.00 "
OR-CIRCUMCISION > 28 DAYS OF AGE EXC," $4,149.75 "
OR-COLON FLEX W REM LES BIOPSY HOT," $3,734.00 "
OR-COLONOSCOPY FLEX W ABLATION LES," $3,734.00 "
OR-COLONOSCOPY REM LES TUMORS FLEX SNARE," $3,734.00 "
OR-COLONOSCOPY W BIOPSY FLEX SIN OR MLT," $3,346.00 "
OR-COLONOSCOPY W FB REMOVAL," $3,045.00 "
OR-COMPLEX UROFLOMETRY, $268.00 
OR-COMPLICATED REM WRIST PROSTH," $7,824.00 "
OR-CONTROL NASAL HEMORRH ANT COMPLEX," $1,254.00 "
OR-CONTROL OROPHARYNGEAL HEMORRH; R SURG," $4,331.00 "
OR-CONTROL OROPHARYNGEAL HEMORRH; SIMPLE," $1,812.00 "
OR-CREP S/A/L; 2.6-7.5 CM, $847.00 
OR-CYST W FULG LG BLADDER TUMOR," $5,500.00 "
OR-CYST W FULG OF MINOR LESIONS <.50 CM," $6,118.10 "
OR-CYST W FULGERATION OF TRIGONE," $4,864.00 "
OR-CYST W INS OF INDWELLING URETER STENT," $4,637.00 "
OR-CYSTO FULG BLADR TUMOR; 2.0-5.0CM MED," $5,107.20 "
OR-CYSTO W DIL OF URETHRAL STRICTURE," $3,133.00 "
OR-CYSTO W MANIP WO REM OF CALCULUS," $6,520.00 "
OR-CYSTO W/DIR VISION INT URETHROTOMY," $6,123.70 "
OR-CYSTO W/INJ OF MACROPLASTIQUE," $8,743.00 "
OR-CYSTO W/STONE MANIP OR REM," $5,071.00 "
OR-CYSTO/URETERO W/LITHOTRIPSY," $10,030.00 "
OR-CYSTOMETROGRAM W/VP, $794.00 
OR-CYSTOSCOPY W/STENT INSERT URETH PERM," $6,520.00 "
OR-CYSTOSCOPY W/URETERAL CATH," $3,358.68 "
OR-CYSTOURETHROSCOPY W/SMALL BLADDER TUM," $4,884.00 "
OR-DBLE OSTEOTOMY HALLUX VALGUS CORRECT," $6,637.00 "
OR-DEB SUBQ TISSUE 20 SQ CM/<, $692.00 
OR-DEB SUBQ TISSUE ADD-ON =<20 SQ CM," $2,514.00 "
OR-DEEP ST BX-UA OR ELBOW," $4,248.00 "
OR-DEEP TRANSF/TRANSPL SGL LLEG TENDON," $12,846.00 "
OR-DESTR LESION(S) PENIS SIMPLE; SURG EX, $692.00 
OR-DESTRUCT B9 <=14 LESIONS, $692.00 
OR-DESTRUCT PREMALG 1 LESIONS, $608.00 
OR-DIVIDE PLANTAR FASCIA & MSCL," $5,217.00 "
OR-DR ABSCESS; SUBMAX/SUBLING; INTRAORAL," $1,618.00 "
OR-DRAIN/INJ INTERM JNT/BURSA WO US, $748.00 
OR-DRAIN/INJ MAJOR JNT/BURSA W/US, $450.00 
OR-DRAIN/INJ MAJOR JNT/BURSA WO US, $748.00 
OR-DRAIN/INJ SM JNT/BURSA WO US, $664.00 
OR-EGD BIOPSY SINGLE/MULTIPLE," $3,826.00 "
OR-EGD DIAGNOSTIC BRUSH WASH," $3,072.00 "
OR-EGD DILATE STRICTURE," $3,266.00 "
OR-EGD PLACE GASTROSTOMY TUBE," $3,266.00 "
OR-EGD REMOVE FOREIGN BODY," $3,266.00 "
OR-ELBOW JOINT EXPLORATION ARTHRO," $5,780.00 "
OR-EMG ANAL/URETHR SPHINCT NOT NEEDLE, $424.00 
OR-ENDOSCOPY WRIST; W RLS TRNSV CARP LIG," $3,784.00 "
OR-ENTEROLYSIS," $9,390.00 "
OR-ESOPH EGD DILATION <30 MM BALLOON," $2,670.00 "
OR-ESOPHAGOSCOPY W FB REMOVAL FLEXIBLE," $3,266.00 "
OR-EXC ABD LES SC 3 CM/> WALL," $4,766.00 "
OR-EXC ARM/ELBOW LES SC 3 CM/>," $5,272.00 "
OR-EXC BACK LES SC >= 3 CM," $4,432.00 "
OR-EXC BACK TUM DEEP < 5 CM," $4,264.00 "
OR-EXC BC/B TUMOR CLAV/SCAPULA," $5,479.00 "
OR-EXC BEN LES REP SIM INTER AX HIDRA," $6,900.00 "
OR-EXC BEN LES T/A/L 3.10-4.00 CM," $2,509.00 "
OR-EXC BEN LES T/A/L OVER 4.0CM," $4,432.00 "
OR-EXC BEN LES T/A/L; DIA 1.1-2.0CM," $2,509.00 "
OR-EXC BENIGN LESION FACE 2.10-3.00 CM," $3,985.00 "
OR-EXC BLES F/H/S/NEC/EX G; 3.10-4.0 CM," $4,432.00 "
OR-EXC BLES S/N/EX G; <=0.5CM," $2,509.00 "
OR-EXC BLES S/N/EX G; 0.60-1.00 CM," $2,509.00 "
OR-EXC F/E/E/N/L MAL+MRG LESION 3.1-4 CM," $4,432.00 "
OR-EXC FACE BENIGN LESION .6-1CM," $2,509.00 "
OR-EXC FACE MM B9 + MARG 3.1-4 CM LES," $4,248.00 "
OR-EXC FACE-MM B9+MARG 0.5 CM/<," $2,509.00 "
OR-EXC FACE-MM B9+MARG 1.1-2 CM," $2,509.00 "
OR-EXC FOOT/TOE TUM SC >= 1.50 CM," $5,217.00 "
OR-EXC FOREARM LES SC < 3 CM," $3,985.00 "
OR-EXC HAND TUMOR DEEP <1.5 CM," $4,432.00 "
OR-EXC HAND TUMOR DEEP >= 1.5 CM," $4,432.00 "
OR-EXC INTERDIG MORTON NEUROMA EA SGL," $5,217.00 "
OR-EXC LEG/ANKLE TUM DEEP <5 CM," $4,432.00 "
OR-EXC LES S/N/H/F/G MAL+MRG 3.1-4.0 CM," $2,509.00 "
OR-EXC LESION PALATE UVULA; WO CLOSURE," $4,826.00 "
"OR-EXC LESION, CONJUNCTIVA UP TO 1CM"," $2,217.00 "
"OR-EXC LESION, CONJUNCTIVA UP TO 1CM"," $2,217.00 "
OR-EXC LG/ANK TUM DP <3 CM SUBCUTANEOUS," $3,762.00 "
OR-EXC MALIG LES F/E/E/N/L 0.6 TO 1.0CM," $2,509.00 "
OR-EXC NECK LES SC <3 CM," $4,432.00 "
OR-EXC NECK LES SC >=3 CM," $1,918.00 "
OR-EXC SHOULDER LES SC 3 CM/>," $5,272.00 "
OR-EXC SPERMATOCELE W/WO EPIDIDYMECTOMY," $4,738.00 "
OR-EXC THIGH/KNEE LES SC < 3 CM," $4,248.00 "
OR-EXC TNDN SHTH LES HND/FING," $4,565.00 "
OR-EXC TR-EXT B9+MARG 0.5 CM/<," $2,509.00 "
OR-EXC TR-EXT LES MAL+MARG 2.1-3.0 CM," $2,509.00 "
OR-EXC VARICOCELE OR LIGATE SPERM VEINS," $5,425.24 "
"OR-EXC, BLES, F/H/S/NK/EX, G, > 4.0CM"," $4,660.00 "
OR-EXCISE HYDROCELE; BILATERAL," $6,878.00 "
OR-EXCISE OLECRANON BURSA," $5,479.00 "
OR-EXCISION BEN LES 2.1-3.0CM S/N/H/F/G," $4,119.00 "
OR-EXCISION FOOT CYST/GANGLION," $5,217.00 "
"OR-EXCISION GANGLION WRIST,PRIMARY"," $4,389.00 "
"OR-EXCISION GANGLION, WRIST RECURRENT"," $4,738.00 "
OR-EXCISION OF LINGUAL FRENUM (FRENECTOM," $4,432.00 "
OR-EXCISION TUMOR FOOT SUBF TISSUE>1.5CM," $2,696.50 "
OR-EXCISION TUMOR FOOT SUBQ TISSUE<1.5CM," $4,432.00 "
"OR-EXPL LAPAROTOMY, EXPL CELIOTOMY"," $7,435.00 "
OR-EXPL/REM FB IPH JOINT EA ARTHROTOMY," $3,784.00 "
OR-EXPLORE FOR UNDESCENDED TESTIS," $3,880.00 "
OR-FASCIECTOMY PALM ONLY," $6,275.00 "
"OR-FASCIECTOMY, PLANTAR FASCIA PARTIAL"," $5,184.00 "
OR-FUSION WR JT W ILIOILIAC AUTOGRFT," $14,344.00 "
OR-GRAFT/IMPLANT ON MUSCULOSKELETAL SYS," $8,224.00 "
OR-HEM INT/EXT 2 COL/GROUP MORE," $5,640.00 "
OR-HERNIA REPAIR W/MESH," $6,637.00 "
OR-HYSTEROSCOPY;W BX ENDOM OR POLYPECT," $4,080.00 "
OR-I&D ABSC; SMPL OR SGL, $423.00 
OR-I&D ABSCESS COMPLICATED/MULTIPLE," $1,618.00 "
OR-IMPLANT NEUROELECTRODES," $8,553.00 "
OR-IMPLANT NEUROELECTRODES," $3,991.50 "
"OR-INC & REM FB, SQ; COMPL"," $5,785.00 "
"OR-INC EXTENSOR TENDON SHEATH,WRIST"," $5,479.00 "
OR-INCISION OF LINGUAL FRENUM," $4,432.00 "
OR-INCISION OF LINGUAL FRENUM (FRENECTOM," $4,432.00 "
OR-INCISION TENDON SHEATH," $4,565.00 "
OR-INJ AG INTERCOSTAL N MULT ANESTH REG," $1,003.00 "
OR-INJ ANESTH; AXILLARY NERVE," $1,003.00 "
OR-INJ EPI 1 LEVEL AGNT/ANESTH LUM/S/STE," $1,049.00 "
OR-INJ FORAMEN EPI 1 LEVEL ADDL A/A/S/L," $1,049.00 "
OR-INJ FORAMEN EPI 1 LEVEL ADDL CER/THOR," $1,049.00 "
OR-INJ PARAVERT F JNT C/T >= 3 LEVEL," $1,049.00 "
OR-INJ PARAVERT F JNT C/T 1 LEVEL," $1,049.00 "
OR-INJ PARAVERT F JNT C/T 2 LEVELS," $1,049.00 "
OR-INJ PARAVERT F JNT L/S >= 3 LEVELS," $1,049.00 "
OR-INJ PARAVERT F JNT L/S 1 LEVEL," $1,156.00 "
OR-INJ PARAVERT F JNT L/S 2 LEVEL," $1,049.00 "
"OR-INJ TRIGGER POINT, 1-2 MUSCLES", $714.00 
OR-INS INTRAOCULAR LENS NOT W CAT REM," $6,520.00 "
OR-INSERT TUNNELED CVAD W/PORT >5YRS," $4,694.00 "
OR-INST OF BLADDER ANTICARCINOGENIC, $708.80 
OR-INT WND REP F/E/N/L/MM; 2.5CM OR LESS, $847.00 
OR-INTMD WND REP S/A/T/EXT 2.6 TO 7.5 CM, $976.00 
OR-INTMD WND REPAIR FACE/MM 2.6-5 CM, $847.00 
OR-INTMD WND REPAIR N-HF/GENIT <=2.5CM, $887.00 
OR-INTMD WND REPAIR N-HG/GENIT 2.6-7.5CM, $847.00 
