Service Area|Px Code|Procedure Description|Default Rev Code|CPT(R)/HCPCS Code|Default Mod|Fee Schedule Group Name|Unit Price
WS SERVICE AREA|271113650|HC BLANKET BR HGR WRM 36X54IN|MEDICAL/SURGICAL SUPPLIES AND DEVICES - NON STERILE SUPPLY [0271]|||WS HB DEFAULT|20.00
WS SERVICE AREA|271113651|HC COVER WARM BODY UPR 78X21IN MULTI DIRECTION|MEDICAL/SURGICAL SUPPLIES AND DEVICES - NON STERILE SUPPLY [0271]|||WS HB DEFAULT|28.00
WS SERVICE AREA|271113652|HC COVER WARM BODY UPR 78X21IN|MEDICAL/SURGICAL SUPPLIES AND DEVICES - NON STERILE SUPPLY [0271]|||WS HB DEFAULT|23.00
WS SERVICE AREA|272113915|HC ASPIRATOR NSLORL SFLXTP PREMIE W CVR|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|9.00
WS SERVICE AREA|272113923|HC KIT CANNISTER RGD 1000CC ELB TUB TONNECT|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|6.00
WS SERVICE AREA|272113924|HC CANISTER SMRG 1 ELB 3000CC|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|6.00
WS SERVICE AREA|272113928|HC CANISTER NPT ABTHERA 1000ML|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|44.00
WS SERVICE AREA|272113933|HC NEEDLE BX BN MRW ASP 11GAX4"|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|109.00
WS SERVICE AREA|272113936|HC NEEDLE BX TEMNO ORNG 18GX15CM|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|154.00
WS SERVICE AREA|272113949|HC NEEDLE SPCL TROC STRT 18G 15IN|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|54.00
WS SERVICE AREA|272113954|HC NEEDLE BX DISP 25G 15CM|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|70.00
WS SERVICE AREA|272113958|HC GUN BX BPNC 18GX100MM|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|224.00
WS SERVICE AREA|272113960|HC INTRO NDL COAX 17GX6.8CM|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|79.00
WS SERVICE AREA|272113977|HC NEEDLE SPNL WHTCR 22G 3.5IN DISP|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|19.00
WS SERVICE AREA|272113978|HC NEEDLE SPNL 25GX4-11/16 DISP WHITACRE PENCL PT|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|28.00
WS SERVICE AREA|272113979|HC NEEDLE SPNL WHTCR 27G 3.5" HI FLO PNCL BLU|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|18.00
WS SERVICE AREA|272113984|HC NEEDLE BX FULL CORE BPNC 16GAX10CM|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|219.00
WS SERVICE AREA|272113987|HC PIN DISPENSING STD W/VALVE|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|8.00
WS SERVICE AREA|272114021|HC NDL SF INFUS POLYFIN SET 20X1|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|30.00
WS SERVICE AREA|272114025|HC SET INFUS PWRLK SFTY 20G 1IN WO Y SITE|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|27.00
WS SERVICE AREA|272114026|HC SET INFUS PWRLK SFTY 20G .75IN WO Y SITE|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|27.00
WS SERVICE AREA|272114030|HC KIT PORT ACC PWRLK 20G 1IN WO Y SITE|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|53.00
WS SERVICE AREA|272114032|HC SET NDL HUBER 22GA .75IN 7IN TUB|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|21.00
WS SERVICE AREA|272114084|HC KIT CATHETER PERC 14FR 25CM SPBC|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|168.00
WS SERVICE AREA|272114092|HC CATHETER FOLEY 2WY 5CC 18FR SIL-EL|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|8.00
WS SERVICE AREA|272114093|HC CATHETER FOLEY 2WY 3CC 10F SLVR HYDROGEL|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|33.00
WS SERVICE AREA|272114099|HC KIT URIN MTR DRAIN STRL 350ML|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|28.00
WS SERVICE AREA|272114121|HC KIT URETH CATH 14F PREATCH BAG|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|8.00
WS SERVICE AREA|272114124|HC TRAY CATH FOLEY STLK 16F CLS BAG|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|51.00
WS SERVICE AREA|278114212|HC CATHETER DIA NGR 2LUM STRT|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|570.00
WS SERVICE AREA|278114213|HC CATHETER DIA NGR 2LUM 20CM STLK|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|570.00
WS SERVICE AREA|278114215|HC CATHETER DIA HMSPLT 16F 19CM STRT|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|1,478.00
WS SERVICE AREA|272114226|HC KIT CATH DIA PALINDROME SPRT PK 23X40CM|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|895.00
WS SERVICE AREA|278114227|HC CATHETER PALINDROME 19X36CM VENATRAC SPRT PK|MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278]|||WS HB DEFAULT|895.00
WS SERVICE AREA|278114228|HC CATHETER PALINDROME 55X72CM VENATRAC 2 SLOTS|MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278]|||WS HB DEFAULT|984.00
WS SERVICE AREA|272114232|HC CATHETER DUO SPLT 13F 24CM SHORT TERM|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|311.00
WS SERVICE AREA|272114241|HC CATHETER DUO SPLT 13F 30CM|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|311.00
WS SERVICE AREA|272114244|HC ELECTRODE DFBR RADIOTRANSPARNT PRO-PADZ|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|76.00
WS SERVICE AREA|272114252|HC ELECTRODE RSC CMPLT 1STP|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|373.00
WS SERVICE AREA|271114296|HC LEADWIRE UNIV DIN TO PINCH DISP 5LEAD 50"|MEDICAL/SURGICAL SUPPLIES AND DEVICES - NON STERILE SUPPLY [0271]|||WS HB DEFAULT|57.00
WS SERVICE AREA|271114312|HC SET LEADWIRE 5 SNAP MTLNK MX AHA|MEDICAL/SURGICAL SUPPLIES AND DEVICES - NON STERILE SUPPLY [0271]|||WS HB DEFAULT|303.00
WS SERVICE AREA|270114333|HC POUCH TELEM CLR POLY ZPLK|MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270]|||WS HB DEFAULT|6.00
WS SERVICE AREA|270114334|HC POUCH TELEM FOAM 5.5X10" VLCR HOOK|MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270]|||WS HB DEFAULT|6.00
WS SERVICE AREA|271114350|HC SENSOR PO NS ADLT|MEDICAL/SURGICAL SUPPLIES AND DEVICES - NON STERILE SUPPLY [0271]|||WS HB DEFAULT|623.00
WS SERVICE AREA|272114367|HC TUBE ART PRESS MNTR M-F LL 3FT PVC|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|13.00
WS SERVICE AREA|272114372|HC SENSOR ART CONTIN CO 84" L|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|1,470.00
WS SERVICE AREA|272114380|HC CATHETER IU PRESS 3.5MM 82CM|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|99.00
WS SERVICE AREA|272114490|HC KIT SYR LOPRS TUB SPK STRL|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|31.00
WS SERVICE AREA|272114547|HC CATHETER ANGIO 5F 100CM .038 SIM1 W/O SIDE H|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|219.00
WS SERVICE AREA|272114551|HC CATHETER VSCR 5F .038 65CM HNBR 503865 P NS RLG|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|297.00
WS SERVICE AREA|272114577|HC KIT SHEATH PERC INTRO INTEGR|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|141.00
WS SERVICE AREA|272114578|HC KIT SHEATH PERC INTRO HEMOSTA|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|350.00
WS SERVICE AREA|272114581|HC INTRO SHEATH 6F W GWIRE J 3MM|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|41.00
WS SERVICE AREA|272114586|HC DILATOR VSL WIRE .035 15CM 4FR|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|41.00
WS SERVICE AREA|272114587|HC INTRO CKFL LNG 0.038 10FX30CM|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|169.00
WS SERVICE AREA|272114597|HC INTRO SET MPNCH SST 4FR 10CM|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|145.00
WS SERVICE AREA|272114638|HC GUIDEWIRE VASC 300CM .035 FLEX TIP|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|130.00
WS SERVICE AREA|272114639|HC WIREG COPE MDRL 0.018IN 60CM|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|160.00
WS SERVICE AREA|272114641|HC WIREG AUS HEP STRT .035X260CM|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|125.00
WS SERVICE AREA|272114645|HC WIREG AES PFTFE SS .035 80CM|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|113.00
WS SERVICE AREA|272114655|HC WIREG STIFF SHAFT .035INX150CM|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|198.00
WS SERVICE AREA|272114677|HC CATHETER BALLN DILATN 5.5F 5MM 4CM 50CML|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|1,163.00
WS SERVICE AREA|278114715|HC COIL EMBL 4.2 LOOPS .035X4X3|MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278]|||WS HB DEFAULT|415.00
WS SERVICE AREA|272114744|HC CATHETER INFUS MC+ 3-2.8F .028" 100CM|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|1,360.00
WS SERVICE AREA|272114808|HC KIT CENTRL VN CATH TRPL LUM 7F 16CM|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|451.00
WS SERVICE AREA|272114809|HC KIT CENTRL VN CATH TRPL LUM 7F 20CM PRESS INJ|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|451.00
WS SERVICE AREA|272114813|HC TRAY CATH 2LUM 11.5F 19.5CM|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|286.00
WS SERVICE AREA|272114822|HC TRAY PICC 2LUM PWR NURS 5FR|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|520.00
WS SERVICE AREA|272114845|HC KIT ART LN INDWL CATH LDCN 20G|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|94.00
WS SERVICE AREA|272114846|HC KIT PICC LINE CUST ATLANTA MED|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|545.00
WS SERVICE AREA|272114874|HC SET ADMIN VENT 15 DROP 112IN|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|10.00
WS SERVICE AREA|272114876|HC SET CUST GRVTY ANES IV 60 DROP|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|36.00
WS SERVICE AREA|272114880|HC SET BRTT LL M 150ML 6IN 129IN|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|39.00
WS SERVICE AREA|272114885|HC STOPCOCK 3WAY M LL PLASTIC HIGH PRESS RT ARM|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|18.00
WS SERVICE AREA|272114889|HC SET EXT T PORT LF SPNLK 5IN|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|9.00
WS SERVICE AREA|272114890|HC SET ULTRASITE BIFUR|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|13.00
WS SERVICE AREA|272114892|HC SET EXT BORE SPNLK CLAMP 6.5IN|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|6.00
WS SERVICE AREA|272114899|HC SET EXT SMALLBORE SPNLK LL 7IN|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|11.00
WS SERVICE AREA|272114900|HC SET EXT BORE SPNLK 6" REMOVE VALVE|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|6.00
WS SERVICE AREA|272114904|HC SET EXT VALVE CONNECT 70" ANSPH|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|19.00
WS SERVICE AREA|272114907|HC STOPCOCK 3WAY M LL LOW VOL PRES LINE 6"|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|6.00
WS SERVICE AREA|271114912|HC SUPPORT IV ALUM NEO 3.5X1.5" PAD|MEDICAL/SURGICAL SUPPLIES AND DEVICES - NON STERILE SUPPLY [0271]|||WS HB DEFAULT|13.00
WS SERVICE AREA|271114933|HC DEVICE ASPT DCNTR BG STRL CLR PLYCRB|MEDICAL/SURGICAL SUPPLIES AND DEVICES - NON STERILE SUPPLY [0271]|||WS HB DEFAULT|7.00
WS SERVICE AREA|271114934|HC SET Y TYPE BLOOD ADMIN 86" PMP FLTR|MEDICAL/SURGICAL SUPPLIES AND DEVICES - NON STERILE SUPPLY [0271]|||WS HB DEFAULT|18.00
WS SERVICE AREA|272114939|HC SET BLOOD WARM 3 SPK TUB 3/16|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|337.00
WS SERVICE AREA|272114967|HC KT INTRO FEED JJN 18FR|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|933.00
WS SERVICE AREA|272114969|HC SET GASTRO PERC W-O 12F 35CM 12H|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|950.00
WS SERVICE AREA|272114970|HC CATHETER GASTRO 16FR 25CM SIDE PORT|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|451.00
WS SERVICE AREA|272114976|HC TUBE FD ENTRL 7GM 12FR 43INL STYLET|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|51.00
WS SERVICE AREA|271115033|HC KIT BREAST PUMP NS DBL SYMPH|MEDICAL/SURGICAL SUPPLIES AND DEVICES - NON STERILE SUPPLY [0271]|||WS HB DEFAULT|111.00
WS SERVICE AREA|271115036|HC KIT BREAST PUMP DUET STRL DBL SYMPH|MEDICAL/SURGICAL SUPPLIES AND DEVICES - NON STERILE SUPPLY [0271]|||WS HB DEFAULT|120.00
WS SERVICE AREA|272115047|HC PAD UNDCST CRMPD FNSH 4INX4YDS STRL|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|6.00
WS SERVICE AREA|272115051|HC PD CAST SYNTHETIC 6INX4YD STRL|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|14.00
WS SERVICE AREA|272115063|HC STOCKINETTE ORTH ACRYLIC 4X25Y|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|90.00
WS SERVICE AREA|271115126|HC BINDER ABD KNIT ELC 12" SZ 46-62|MEDICAL/SURGICAL SUPPLIES AND DEVICES - NON STERILE SUPPLY [0271]|||WS HB DEFAULT|24.00
WS SERVICE AREA|270115134|HC PILLOW ABD FOAM CNCV MED|MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270]|||WS HB DEFAULT|98.00
WS SERVICE AREA|274115150|HC SHOE PS OPNTOE SQ RGD RCKR LG|MEDICAL/SURGICAL SUPPLIES AND DEVICES - PROSTHETIC/ORTHOTIC DEVICES [0274]|||WS HB DEFAULT|25.00
WS SERVICE AREA|274115151|HC SHOE PS OPNTOE SQ RGD RCKR MED|MEDICAL/SURGICAL SUPPLIES AND DEVICES - PROSTHETIC/ORTHOTIC DEVICES [0274]|||WS HB DEFAULT|25.00
WS SERVICE AREA|274115152|HC SHOE PS OPNTOE SQ RGD RCKR SML|MEDICAL/SURGICAL SUPPLIES AND DEVICES - PROSTHETIC/ORTHOTIC DEVICES [0274]|||WS HB DEFAULT|25.00
WS SERVICE AREA|271115155|HC SLING ARM CMFT BLU LG|MEDICAL/SURGICAL SUPPLIES AND DEVICES - NON STERILE SUPPLY [0271]|||WS HB DEFAULT|10.00
WS SERVICE AREA|271115165|HC SLING ARM STRAP PAD VLFM MED 7X16" BLU|MEDICAL/SURGICAL SUPPLIES AND DEVICES - NON STERILE SUPPLY [0271]|||WS HB DEFAULT|11.00
WS SERVICE AREA|271115166|HC SLING ARM STRAP PAD VLFM LG 8X19" BLU|MEDICAL/SURGICAL SUPPLIES AND DEVICES - NON STERILE SUPPLY [0271]|||WS HB DEFAULT|11.00
WS SERVICE AREA|274115188|HC COLLAR REPL PAD ADLT MIAMI JR|MEDICAL/SURGICAL SUPPLIES AND DEVICES - PROSTHETIC/ORTHOTIC DEVICES [0274]|||WS HB DEFAULT|62.00
WS SERVICE AREA|270115190|HC COLLAR  CERV POLYETH LF 2.25IN|MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270]|||WS HB DEFAULT|117.00
WS SERVICE AREA|270115191|HC COLLAR  CERV POLYETH LF 3IN|MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270]|||WS HB DEFAULT|117.00
WS SERVICE AREA|270115192|HC COLLAR  CERV POLYETH LF 3.75IN|MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270]|||WS HB DEFAULT|117.00
WS SERVICE AREA|270115196|HC FOAM PD TEMPURPEDIC SUPN BACK MIAMI J|MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270]|||WS HB DEFAULT|394.00
WS SERVICE AREA|271115215|HC SPLINT WRIST SUPP CONT RT XL|MEDICAL/SURGICAL SUPPLIES AND DEVICES - NON STERILE SUPPLY [0271]|||WS HB DEFAULT|24.00
WS SERVICE AREA|270115253|HC IMMOBILIZER SHOULDER SLING SM|MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270]|||WS HB DEFAULT|17.00
WS SERVICE AREA|270115255|HC IMMOBILIZER SHLDR STD MED|MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270]|||WS HB DEFAULT|17.00
WS SERVICE AREA|270115265|HC SPLINT BUCK TRAC UNIV 20IN|MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270]|||WS HB DEFAULT|40.00
WS SERVICE AREA|272115297|HC FLWMTR AIR PEAK SCALE 70-880 RING|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|37.00
WS SERVICE AREA|272115345|HC CANNULA NASAL ADULT O-T-E 7FT BRIGHT GRN TUB|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|14.00
WS SERVICE AREA|272115355|HC TUBE AERS/IPPB 100FT SEG EVERY 6" LT BLU|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|52.00
WS SERVICE AREA|272115359|HC HUMIDIFIER PRFL STRL H20 500ML W ADAPT|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|33.00
WS SERVICE AREA|272115434|HC KIT PERC DIL TRACH 8X10.9X86MM|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|519.00
WS SERVICE AREA|272115452|HC INTRO SET TRACH PERC CIAGLIA 8|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|1,907.00
WS SERVICE AREA|272115481|HC BLADE LARYNGSCP BAUMAM MAC 4 STRL DISP|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|11.00
WS SERVICE AREA|272115483|HC BLADE LARYNGSCP BAUMAM MAC 3 STRL DISP|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|11.00
WS SERVICE AREA|272115495|HC CATH ARWYEX 19F 83CM 3MM ID ADAPT 15MM|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|258.00
WS SERVICE AREA|270115502|HC DEVICE SUCT MCNM|MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270]|||WS HB DEFAULT|40.00
WS SERVICE AREA|271115505|HC CIRCUIT VENT PORT PLUG 72IN HANGER CONNECT|MEDICAL/SURGICAL SUPPLIES AND DEVICES - NON STERILE SUPPLY [0271]|||WS HB DEFAULT|11.00
WS SERVICE AREA|272115525|HC VALVE PEEP ADJ 22MM 0-20CM/H2O SGL USE|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|15.00
WS SERVICE AREA|271115528|HC BONNET INF  17-22CM|MEDICAL/SURGICAL SUPPLIES AND DEVICES - NON STERILE SUPPLY [0271]|||WS HB DEFAULT|48.00
WS SERVICE AREA|271115529|HC BONNET INF 29-35CM|MEDICAL/SURGICAL SUPPLIES AND DEVICES - NON STERILE SUPPLY [0271]|||WS HB DEFAULT|48.00
WS SERVICE AREA|272115531|HC PRONG NASAL NEONAT BBL 5X4MM|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|33.00
WS SERVICE AREA|272115532|HC PRONG NASAL NEONAT BBL 5.5X6MM|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|33.00
WS SERVICE AREA|272115533|HC TUBE NASAL FLEXITRUNK UNIV 70MM|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|57.00
WS SERVICE AREA|270115536|HC STRAP CHIN CPAP LG INF 36-46CM|MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270]|||WS HB DEFAULT|16.00
WS SERVICE AREA|272115537|HC MASK BIPAP 4POINT HEADGEAR LG ORO-NASAL|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|98.00
WS SERVICE AREA|271115538|HC MASK FULL FACE ELB PRFMX XL ENTRAINMENT DISP|MEDICAL/SURGICAL SUPPLIES AND DEVICES - NON STERILE SUPPLY [0271]|||WS HB DEFAULT|206.00
WS SERVICE AREA|272115552|HC MASK BIPAP 4POINT HEADGEAR MED ORO-NASAL|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|98.00
WS SERVICE AREA|272115554|HC MASK BIPAP 4POINT HEADGEAR SM ORO-NASAL AF531|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|98.00
WS SERVICE AREA|272115574|HC FILTER AVEA EXPIR H2O TRAP DISP|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|63.00
WS SERVICE AREA|271115579|HC RESUSCITATOR SPUR II ADLT MASK & SYR|MEDICAL/SURGICAL SUPPLIES AND DEVICES - NON STERILE SUPPLY [0271]|||WS HB DEFAULT|26.00
WS SERVICE AREA|272115936|HC BLADE SAW SGTL DP CT WD TK 4.72CM 25.40MM 1.27MM|MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]|||WS HB DEFAULT|156.00
