Service Area|Px Code|Procedure Description|Alternate CPT/HCPCS Code|Alternate Identification|Alternate Code by Location|Alternate Code by Department|Fee Schedule Group Name|Unit Price
WS SERVICE AREA|90010287|HC LEVEL V VISIT NEW|G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463|20107,20109,20201,20202,21202,21203,22301,22302,23201,23202,23203,23501,24201,24202,24203,24301,24302,24303,26901,26902,26903,26904,26906,27501,27901,33402,34801,34901,45501,94201,94202,94203,94301,94302,94303,35701,20601,22701,23602,23603,23604,25701,25702,25703,25901,26102,26501,27101,27701,31101,32201,32401,36401,36601,36701,36801,36901,37001,37101,37201,37301,37501,40001,40101,40201,40301,40401,40501,40601,40701,40801,40901,41101,41201,41301,41401,41501,41601,41701,41801,41901,42001,42101,42102,42201,42301,42401,42501,42601,42701,42801,42901,43001,43101,43201,43301,43401,43501,43801,43901,44001,44101,44201,44301,44401,44501,44601,44701,44801,48801|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|WS HB DEFAULT|765.00
WS SERVICE AREA|90010288|HC OP LACT CONS LEVEL 1/FOCUSED|G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463|20101,20102,20105,20107,20109,20201,20202,20601,21103,21104,21105,21106,21107,21108,21109,21110,21111,21112,21113,21114,21115,21116,21117,21118,21119,21120,21121,21122,21123,21124,21125,21126,21128,21129,21130,21131,21132,21133,21201,21202,21203,21204,21401,21601,21701,21702,21703,21704,21705,21706,21707,21708,21709,21711,21712,21713,22202,22203,22301,22302,22701,23101,23102,23104,23107,23201,23202,23203,23501,23602,23603,24201,24202,24203,24205,24301,24302,24303,24701,25701,25702,25703,25901,26001,26102,26201,26202,26203,26204,26205,26401,26501,26805,26806,26807,26808,26809,26810,26812,26814,26816,26817,26819,26901,26902,26903,26904,26905,26906,27001,27101,27501,27701,27901,28501,31101,31601,32201,32401,34801,34901,35401,35501,35502,36601,36701,36801,36901,37001,37101,37201,37301,37501,38501,38701,38801,39101,39701|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|WS HB DEFAULT|53.00
WS SERVICE AREA|90010289|HC TREATMENT ROOM|99211,99211,99211,99211,99211,99211,99211,99211,99211,99211,99211,99211,99211,99211,99211,99211,99211,99211,99211,99211,99211,99211,99211,99211,99211,99211,99211,99211,99211,99211|20502,24101,24102,25401,27401,27402,30201,30401,30501,30502,30503,30504,30505,30506,30507,30508,30510,30601,46801,46802,48101,51101,20101,20102,20103,20105,20107,20501,20601,25402|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|WS HB DEFAULT|436.00
WS SERVICE AREA|90010290|HC OP LACT FU LEVEL 1/FOCUSED|G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463|20101,20102,20105,20107,20109,20201,20202,20601,21103,21104,21105,21106,21107,21108,21109,21110,21111,21112,21113,21114,21115,21116,21117,21118,21119,21120,21121,21122,21123,21124,21125,21126,21128,21129,21130,21131,21132,21133,21201,21202,21203,21204,21401,21601,21701,21702,21703,21704,21705,21706,21707,21708,21709,21711,21712,21713,22202,22203,22301,22302,22701,23101,23102,23104,23107,23201,23202,23203,23501,23602,23603,24201,24202,24203,24205,24301,24302,24303,24701,25701,25702,25703,25901,26001,26102,26201,26202,26203,26204,26205,26401,26501,26805,26806,26807,26808,26809,26810,26812,26814,26816,26817,26819,26901,26902,26903,26904,26905,26906,27001,27101,27501,27701,27901,28501,31101,31601,32201,32401,34801,34901,35401,35501,35502,36601,36701,36801,36901,37001,37101,37201,37301,37501,38501,38701,38801,39101,39701|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|WS HB DEFAULT|53.00
WS SERVICE AREA|90010291|HC OP LACT CONS LEVEL 2/LIMITED|99212,99212,99212,99212,99212,99212,99212,99212,99212,99212,99212,99212,99212,99212,99212,99212,99212,99212,99212,99212,99212,99212,99212,99212,99212,99212,99212,99212,99212,99212|46801,30201,30507,30510,30506,30505,30504,30601,24101,24102,30503,30502,30501,20502,46802,25401,27402,30401,48101,51101,30508,27401,20101,20102,20103,20105,20107,20501,20601,25402|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|WS HB DEFAULT|107.00
WS SERVICE AREA|90010292|HC OP LACT CONS LEVEL 3/INTERMED|G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463|20101,20102,20105,20107,20109,20201,20202,20601,21103,21104,21105,21106,21107,21108,21109,21110,21111,21112,21113,21114,21115,21116,21117,21118,21119,21120,21121,21122,21123,21124,21125,21126,21128,21129,21130,21131,21132,21133,21201,21202,21203,21204,21401,21601,21701,21702,21703,21704,21705,21706,21707,21708,21709,21711,21712,21713,22202,22203,22301,22302,22701,23101,23102,23104,23107,23201,23202,23203,23501,23602,23603,24201,24202,24203,24205,24301,24302,24303,24701,25701,25702,25703,25901,26001,26102,26201,26202,26203,26204,26205,26401,26501,26805,26806,26807,26808,26809,26810,26812,26814,26816,26817,26819,26901,26902,26903,26904,26905,26906,27001,27101,27501,27701,27901,28501,31101,31601,32201,32401,34801,34901,35401,35501,35502,36601,36701,36801,36901,37001,37101,37201,37301,37501,38501,38701,38801,39101,39701|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|WS HB DEFAULT|189.00
WS SERVICE AREA|90010293|HC BH CRISIS ASSESS/INTERVENT <40MIN|99213,99213,99213,99213,99213,99213,99213,99213,99213,99213,99213,99213,99213,99213,99213,99213,99213,99213,99213,99213,99213,99213,99213,99213,99213,99213,99213,99213,99213,99213|20502,24101,24102,25401,27401,27402,30201,30401,30501,30502,30503,30504,30505,30506,30507,30508,30510,30601,46801,46802,48101,51101,20101,20102,20103,20105,20107,20501,20601,25402|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|WS HB DEFAULT|187.00
WS SERVICE AREA|90010294|HC GENETIC COUNSELING LEVEL III|99213,99213,99213,99213,99213,99213,99213,99213,99213,99213,99213,99213,99213,99213,99213,99213,99213,99213,99213,99213,99213,99213,99213,99213,99213,99213,99213,99213,99213,99213|20502,24101,24102,25401,27401,27402,30201,30401,30501,30502,30503,30504,30505,30506,30507,30508,30510,30601,46801,46802,48101,51101,20101,20102,20103,20105,20107,20501,20601,25402|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|WS HB DEFAULT|195.00
WS SERVICE AREA|90010295|HC OP LACT CONS LEVEL 4/EXTENDED|G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463|20101,20102,20105,20107,20109,20201,20202,20601,21103,21104,21105,21106,21107,21108,21109,21110,21111,21112,21113,21114,21115,21116,21117,21118,21119,21120,21121,21122,21123,21124,21125,21126,21128,21129,21130,21131,21132,21133,21201,21202,21203,21204,21401,21601,21701,21702,21703,21704,21705,21706,21707,21708,21709,21711,21712,21713,22202,22203,22301,22302,22701,23101,23102,23104,23107,23201,23202,23203,23501,23602,23603,24201,24202,24203,24205,24301,24302,24303,24701,25701,25702,25703,25901,26001,26102,26201,26202,26203,26204,26205,26401,26501,26805,26806,26807,26808,26809,26810,26812,26814,26816,26817,26819,26901,26902,26903,26904,26905,26906,27001,27101,27501,27701,27901,28501,31101,31601,32201,32401,34801,34901,35401,35501,35502,36601,36701,36801,36901,37001,37101,37201,37301,37501,38501,38701,38801,39101,39701|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|WS HB DEFAULT|287.00
WS SERVICE AREA|90010296|HC OP LACT FU LEVEL 5/COMPLEX|G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463,G0463|20101,20102,20105,20107,20109,20201,20202,20601,21103,21104,21105,21106,21107,21108,21109,21110,21111,21112,21113,21114,21115,21116,21117,21118,21119,21120,21121,21122,21123,21124,21125,21126,21128,21129,21130,21131,21132,21133,21201,21202,21203,21204,21401,21601,21701,21702,21703,21704,21705,21706,21707,21708,21709,21711,21712,21713,22202,22203,22301,22302,22701,23101,23102,23104,23107,23201,23202,23203,23501,23602,23603,24201,24202,24203,24205,24301,24302,24303,24701,25701,25702,25703,25901,26001,26102,26201,26202,26203,26204,26205,26401,26501,26805,26806,26807,26808,26809,26810,26812,26814,26816,26817,26819,26901,26902,26903,26904,26905,26906,27001,27101,27501,27701,27901,28501,31101,31601,32201,32401,34801,34901,35401,35501,35502,36601,36701,36801,36901,37001,37101,37201,37301,37501,38501,38701,38801,39101,39701|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|WS HB DEFAULT|302.00
WS SERVICE AREA|90010297|HC GENETIC COUNSELING LEVEL V|99215,99215,99215,99215,99215,99215,99215,99215,99215,99215,99215,99215,99215,99215,99215,99215,99215,99215,99215,99215,99215,99215,99215,99215,99215,99215,99215,99215,99215,99215|20502,24101,24102,25401,27401,27402,30201,30401,30501,30502,30503,30504,30505,30506,30507,30508,30510,30601,46801,46802,48101,51101,20101,20102,20103,20105,20107,20501,20601,25402|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|WS HB DEFAULT|329.00
WS SERVICE AREA|90010298|HC LEVEL 6 MAJOR COMPLEX|99215,99215,99215,99215,99215,99215,99215,99215,99215,99215,99215,99215,99215,99215,99215,99215,99215,99215,99215,99215,99215,99215,99215,99215,99215,99215,99215,99215,99215,99215|20502,24101,24102,25401,27401,27402,30201,30401,30501,30502,30503,30504,30505,30506,30507,30508,30510,30601,46801,46802,48101,51101,20101,20102,20103,20105,20107,20501,20601,25402|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|WS HB DEFAULT|1,562.00
WS SERVICE AREA|70300059|HC MRI BREAST CAD|76376,76376,76376,76376,76376,76376,76376,76376,76376,76376,76376,76376,76376,76376,76376,76376,76376,76376,76376,76376,76376,76377,76377,76377,76377,76377,76377,76377,76377,76377,76377,76377,76377,76377|20501,21103,21104,21109,21110,21111,21113,21114,21117,21123,21124,21125,21601,23101,23102,26201,26202,26203,26205,27401,31001,20107,21106,21704,21708,21711,22203,23203,24802,26810,26812,26905,35501,24101|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|WS HB DEFAULT|139.00
WS SERVICE AREA|70300060|HC MR ANGIO ABDDOMEN W/O CONTRAST|C8901,C8901,C8901,C8901,C8901,C8901,C8901,C8901,C8901,C8901,C8901,C8901,C8901,C8901,C8901,C8901,C8901,C8901,C8901,C8901,C8901,C8901,C8901,C8901,C8901,C8901,C8901,C8901,C8901,C8901,C8901,C8901,C8901,C8901,C8901,C8901,C8901|31601,20201,20202,21201,21202,21203,21401,22301,23201,23202,24201,23203,23501,24202,24203,24205,24301,24302,24303,24701,26001,26901,26902,26903,26904,26905,27001,27501,27901,28501,34801,34901,26201,26202,26203,26204,26205|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|WS HB DEFAULT|3,215.00
WS SERVICE AREA|70300061|HC MR ANGIO ABDOMEN W+W/O CONTRAST|C8902,C8902,C8902,C8902,C8902,C8902,C8902,C8902,C8902,C8902,C8902,C8902,C8902,C8902,C8902,C8902,C8902,C8902,C8902,C8902,C8902,C8902,C8902,C8902,C8902,C8902,C8902,C8902,C8902,C8902,C8902,C8902,C8902,C8902,C8902,C8902,C8902|31601,20201,20202,21201,21202,21203,21401,22301,23201,23202,24201,23203,23501,24202,24203,24205,24301,24302,24303,24701,26001,26901,26902,26903,26904,26905,27001,27501,27901,28501,34801,34901,26201,26202,26203,26204,26205|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|WS HB DEFAULT|4,581.00
WS SERVICE AREA|70300068|HC MR ANGIO CHEST W/O CONTRAST|C8910,C8910,C8910,C8910,C8910,C8910,C8910,C8910,C8910,C8910,C8910,C8910,C8910,C8910,C8910,C8910,C8910,C8910,C8910,C8910,C8910,C8910,C8910,C8910,C8910,C8910,C8910,C8910,C8910,C8910,C8910,C8910,C8910,C8910,C8910,C8910,C8910,C8910|31601,20201,20202,21201,21202,21203,21401,22301,23201,23202,24201,23203,23501,24202,24203,24205,24301,24302,24303,24701,26001,26901,26902,26903,26904,26905,27001,27501,27901,28501,34801,34901,26201,26202,26203,26204,26205,22302|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|WS HB DEFAULT|3,108.00
WS SERVICE AREA|70300069|HC MR ANGIO CHEST W+W/O CONTRAST|C8911,C8911,C8911,C8911,C8911,C8911,C8911,C8911,C8911,C8911,C8911,C8911,C8911,C8911,C8911,C8911,C8911,C8911,C8911,C8911,C8911,C8911,C8911,C8911,C8911,C8911,C8911,C8911,C8911,C8911,C8911,C8911,C8911,C8911,C8911,C8911,C8911,C8911,C8911|31601,20201,20202,21201,21202,21203,21401,22301,23201,23202,24201,23203,23501,24202,24203,24205,24301,24302,24303,24701,26001,26901,26902,26903,26904,26905,27001,27501,27901,28501,34801,34901,26201,26202,26203,26204,26205,22302,26906|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|WS HB DEFAULT|5,015.00
WS SERVICE AREA|70300070|HC MR ANGIO LOWER EXTREMITY W/O CONTRAST|C8913,C8913,C8913,C8913,C8913,C8913,C8913,C8913,C8913,C8913,C8913,C8913,C8913,C8913,C8913,C8913,C8913,C8913,C8913,C8913,C8913,C8913,C8913,C8913,C8913,C8913,C8913,C8913,C8913,C8913,C8913,C8913,C8913,C8913,C8913,C8913,C8913|31601,20201,20202,21201,21202,21203,21401,22301,23201,23202,24201,23203,23501,24202,24203,24205,24301,24302,24303,24701,26001,26901,26902,26903,26904,26905,27001,27501,27901,28501,34801,34901,26201,26202,26203,26204,26205|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|WS HB DEFAULT|2,686.00
WS SERVICE AREA|70300071|HC MR ANGIO LOWER  EXTREMITY W+W/O CONTRAST|C8914,C8914,C8914,C8914,C8914,C8914,C8914,C8914,C8914,C8914,C8914,C8914,C8914,C8914,C8914,C8914,C8914,C8914,C8914,C8914,C8914,C8914,C8914,C8914,C8914,C8914,C8914,C8914,C8914,C8914,C8914,C8914,C8914,C8914,C8914,C8914,C8914|31601,20201,20202,21201,21202,21203,21401,22301,23201,23202,24201,23203,23501,24202,24203,24205,24301,24302,24303,24701,26001,26901,26902,26903,26904,26905,27001,27501,27901,28501,34801,34901,26201,26202,26203,26204,26205|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|WS HB DEFAULT|2,912.00
WS SERVICE AREA|70300072|HC MR ANGIO PELVIS W/O CONTRAST|C8919,C8919,C8919,C8919,C8919,C8919,C8919,C8919,C8919,C8919,C8919,C8919,C8919,C8919,C8919,C8919,C8919,C8919,C8919,C8919,C8919,C8919,C8919,C8919,C8919,C8919,C8919,C8919,C8919,C8919,C8919,C8919,C8919,C8919,C8919,C8919,C8919,C8919,C8919,C8919|31601,20201,20202,21201,21202,21203,21401,22301,23201,23202,24201,23203,23501,24202,24203,24205,24301,24302,24303,24701,26001,26901,26902,26903,26904,26905,27001,27501,27901,28501,34801,34901,26201,26202,26203,26204,26205,30301,30302,30306|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|WS HB DEFAULT|3,271.00
WS SERVICE AREA|70300073|HC MR ANGIO PELVIS W+W/O CONTRAST|C8920,C8920,C8920,C8920,C8920,C8920,C8920,C8920,C8920,C8920,C8920,C8920,C8920,C8920,C8920,C8920,C8920,C8920,C8920,C8920,C8920,C8920,C8920,C8920,C8920,C8920,C8920,C8920,C8920,C8920,C8920,C8920,C8920,C8920,C8920,C8920,C8920,C8920,C8920,C8920|31601,20201,20202,21201,21202,21203,21401,22301,23201,23202,24201,23203,23501,24202,24203,24205,24301,24302,24303,24701,26001,26901,26902,26903,26904,26905,27001,27501,27901,28501,34801,34901,26201,26202,26203,26204,26205,30301,30302,30306|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|WS HB DEFAULT|3,918.00
WS SERVICE AREA|70600018|HC MAMMO SCREENING DIGITAL AUG BILAT|G0202,G0202,G0202,G0202,G0202,G0202,G0202,G0202,G0202,G0202,G0202,G0202,G0202,G0202,G0202,G0202,G0202,G0202,G0202,G0202,G0202,G0202,G0202,G0202,G0202,G0202,G0202,G0202,G0202,G0202,G0202,G0202,G0202,G0202,G0202,G0202,G0202,G0202,G0202,G0202,G0202,G0202,G0202,G0202,G0202,G0202,G0202,G0202,G0202,G0202,G0202,G0202,G0202|21601,26203,26201,26204,26202,26205,26206,30301,20501,20502,24101,24102,25402,25401,20201,20202,21202,21201,21203,21401,22301,22302,23201,23202,23203,23501,24201,24203,24204,24205,24301,24303,24402,24701,26001,26901,26903,26902,26904,26905,26906,27501,27901,31601,33402,34801,34901,27401,27402,30201,35701,35702,30302|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|WS HB DEFAULT|904.00
WS SERVICE AREA|70677061|HC BREAST TOMOSYNTHESIS DIAGNOSTIC UNI|G0279,G0279,G0279,G0279,G0279,G0279,G0279,G0279,G0279,G0279,G0279,G0279,G0279,G0279,G0279,G0279,G0279,G0279,G0279,G0279,G0279,G0279,G0279,G0279,G0279,G0279,G0279,G0279,G0279,G0279,G0279,G0279|20201,20202,21201,21202,21203,21401,22301,22302,23201,23202,23203,23501,24402,24701,26001,26702,26901,26902,26903,26904,26905,26906,27501,27901,31601,33201,33402,34801,34901,24101,24203,24301|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|WS HB DEFAULT|104.00
