MEDICATION,CHARGE
PROCHLORPERAZINE 25 MG SUPP,$26.46
PROCHLORPERAZINE INJ PER 10 MG,$85.56
PROCHLORPERAZINE INJ PER 10 MG,$86.63
PROCHLORPERAZINE INJ PER 10 MG,$63.07
PROCHLORPERAZINE INJ PER 10 MG,$85.56
PROCHLORPERAZINE INJ PER 10 MG,$86.63
PROCHLORPERAZINE TAB PER 5 MG,$8.14
PROCHLORPERAZINE TAB PER 5 MG,$9.16
PROCHLORPERAZINE TAB PER 5 MG,$9.26
PROCHLORPERAZINE TAB PER 5 MG,$8.91
PROCHLORPERAZINE TAB PER 5 MG,$8.39
PROCHLORPERAZINE TAB PER 5 MG,$9.16
PROCHLORPERAZINE TAB PER 5 MG,$13.02
PROCHLORPERAZINE TAB PER 5 MG,$9.02
PROCHLORPERAZINE TAB PER 5 MG,$9.02
PROGESTERONE 50 MG/ML IM OIL,$140.48
PROGESTERONE 50 MG/ML IM OIL,$130.21
PROGESTERONE 50 MG/ML IM OIL,$150.88
PROGESTERONE 50 MG/ML IM OIL,$100.05
PROGESTERONE MICRONIZED 100MG CAP,$17.66
PROGESTERONE 100 MG VAGINAL TAB,$34.39
PROGESTERONE MICRONIZED 8 % GEL,$68.32
PROMETHAZINE ORAL PER 12.5 MG,$8.84
PROMETHAZINE ORAL PER 12.5 MG,$8.32
PROMETHAZINE ORAL PER 12.5 MG,$8.84
PROMETHAZINE ORAL PER 12.5 MG,$8.39
PROMETHAZINE 25 MG SUPPOSITORY,$37.93
PROMETHAZINE 25 MG SUPPOSITORY,$37.15
PROMETHAZINE 25 MG SUPPOSITORY,$37.93
PROMETHAZINE ORAL PER 12.5 MG,$8.25
PROMETHAZINE ORAL PER 12.5 MG,$9.05
PROMETHAZINE ORAL PER 12.5 MG,$9.26
PROMETHAZINE PER 50MG INJ,$52.93
PROMETHAZINE 50 MG SUPPOSITORY,$88.46
PROMETHAZINE 12.5 MG TAB,$12.32
PROMETHAZINE ORAL PER 12.5 MG,$47.49
PROMETHAZINE ORAL PER 12.5 MG,$28.56
PROMETH-CODEIN 6.25-10 MG/5ML SOL,$24.39
PROPAFENONE 150 MG TAB,$9.09
PROPAFENONE 150 MG TAB,$9.37
PROPAFENONE 150 MG TAB,$8.56
PROPAFENONE 150 MG TAB,$8.74
PROPAFENONE 150 MG TAB,$9.37
PROPAFENONE 75 MG TAB,$13.37
PROPANTHELINE 15 MG TAB,$9.54
PROPANTHELINE 7.5 MG TAB,$13.54
PROPARACAINE 0.5 % EYE DROPS,$123.03
PROPARACAINE 0.5 % EYE DROPS,$50.52
PROPOFOL INJ PER 10MG,$67.39
PROPOFOL INJ PER 10MG,$67.58
PROPOFOL INJ PER 10MG,$56.89
PROPOFOL INJ PER 10MG,$67.26
PROPOFOL INJ PER 10MG,$56.37
PROPOFOL INJ PER 10MG,$73.92
PROPOFOL INJ PER 10MG,$93.49
PROPOFOL INJ PER 10MG,$67.39
PROPOFOL INJ PER 10MG,$56.89
PROPOFOL INJ PER 10MG,$84.81
PROPOFOL INJ PER 10MG,$81.82
PROPOFOL INJ PER 10MG,$56.37
PROPOFOL INJ PER 10MG,$67.26
PROPOFOL INJ PER 10MG,$56.89
PROPOFOL INJ PER 10MG,$67.58
PROPOFOL INJ PER 10MG,$67.26
PROPOFOL INJ PER 10MG,$56.37
PROPOFOL INJ PER 10MG,$73.92
PROPOFOL INJ PER 10MG,$93.49
PROPOFOL INJ PER 10MG,$67.39
PROPOFOL INJ PER 10MG,$56.89
PROPOFOL INJ PER 10MG,$84.81
PROPOFOL INJ PER 10MG,$81.82
PROPOFOL INJ PER 10MG,$67.26
PROPOFOL INJ PER 10MG,$56.37
PROPOFOL INJ PER 10MG,$84.81
PROPOFOL INJ PER 10MG,$81.82
Propranolol inj per 1 mg,$76.25
PROPRANOLOL 1 MG/ML IV,$68.95
PROPRANOLOL 1 MG/ML IV,$55.92
PROPRANOLOL 10 MG TAB,$9.44
PROPRANOLOL 10 MG TAB,$8.70
propranolol inj per 1mg,$68.95
propranolol inj per 1mg,$55.92
PROPRANOLOL  20 MG ORAL TAB,$9.75
PROPRANOLOL  20 MG ORAL TAB,$8.07
PROPRANOLOL  20 MG ORAL TAB,$8.84
PROPRANOLOL  20 MG ORAL TAB,$8.14
PROPRANOLOL  20 MG ORAL TAB,$8.63
PROPRANOLOL 20 MG/5 ML ORAL SOLN,$134.50
propranolol 4 mg/ml solution,$134.50
PROPRANOLOL 40 MG TAB,$8.18
PROPRANOLOL 40 MG TAB,$8.81
PROPRANOLOL 40 MG TAB,$8.81
propranolol 4mg/ml solution,$134.50
PROPRANOLOL 5 MG TAB,$12.18
PROPRANOLOL 60 MG 24 HR CAP,$14.62
PROPRANOLOL 60 MG 24 HR CAP,$14.06
PROPRANOLOL 60 MG 24 HR CAP,$14.62
PROPRANOLOL 80 MG 24 HR CAP,$15.74
PROPRANOLOL 80 MG 24 HR CAP,$12.52
PROPYLTHIOURACIL 25 MG TAB,$14.28
PROPYLTHIOURACIL 50 MG TAB,$10.24
PROPYLTHIOURACIL 5MG/ML ORAL,$13.75
PROTAMINE 10 MG/ML IV,$72.69
PROTAMINE 10 MG/ML IV,$61.21
PROTAMINE 10 MG/ML IV,$132.06
PSEUDOEPHEDRINE 30 MG TAB,$8.07
PSEUDOEPHEDRINE 30 MG TAB,$8.07
PSYLLIUM ORAL PACKET,$8.05
PSYLLIUM ORAL PACKET,$8.95
PSYLLIUM ORAL PACKET,$9.44
PSYLLIUM ORAL PACKET,$9.40
PYRAZINAMIDE 250 MG TAB,$22.54
PYRAZINAMIDE 500 MG TAB,$17.42
PYRAZINAMIDE 500 MG TAB,$18.54
PYRAZINAMIDE 500 MG TAB,$21.13
PYRIDOSTIGMINE BROMIDE 30 MG TAB,$17.99
PYRIDOSTIGMINE  5 MG/ML INJ,$133.53
PYRIDOSTIGMINE  5 MG/ML INJ,$133.53
PYRIDOSTIGMINE BROMIDE 60 MG TAB,$37.28
PYRIDOSTIGMINE BROMIDE 60 MG TAB,$13.99
PYRIDOSTIGMINE BROMIDE 60 MG TAB,$10.21
PYRIDOSTIGMINE  60 MG/5 ML SYRUP,"$2,578.03"
PYRIDOSTIGMINE SR 180 MG TAB,$63.54
PYRIDOSTIGMINE SR 180 MG TAB,$54.77
PYRIDOSTIGMINE SR 180 MG TAB,$37.84
PYRIDOSTIGMINE SR 180 MG TAB,$70.56
PYRIDOSTIGMINE SR 90 MG TAB,$67.54
PYRIDOXAL-5 PHOS 29.5MG/ML LIQUID,$11.50
PYRIDOXAL 5 PHOSPHATE ORAL POWDER,$35.40
PYRIDOXAL 5 PHOSPHATE ORAL POWDER,$447.83
PYRIDOXINE 1 MG/ML ORAL SOLN,$432.00
PYRIDOXINE 100 MG/ML INJECTION,$77.43
pyridoxine inj per 100mg,$77.43
pyridoxine inj per 10mg,$77.43
PYRIDOXINE 25 MG TAB,$12.04
PYRIDOXINE 50 MG TAB,$8.04
PYRIMETHAMINE 12.5 MG TAB,$15.05
PYRIMETHAMINE 2 MG/ML ORAL SUSP,$17.25
PYRIMETHAMINE 25 MG TAB,$49.38
PYRIMETHAMINE POWDER,$205.63
QUADRASPHERE BEADS 30-60 MCM,"$7,950.00"
QUADRASPHERE BEADS 50-100 MCM,"$8,450.00"
QUETIAPINE 100 MG TAB,$9.65
QUETIAPINE 100 MG TAB,$9.65
QUETIAPINE 100 MG TAB,$8.53
QUETIAPINE 12.5 MG TAB,$13.02
QUETIAPINE 200 MG TAB,$12.45
QUETIAPINE 200 MG TAB,$12.38
QUETIAPINE 200 MG TAB,$9.23
QUETIAPINE 25 MG TAB,$8.70
QUETIAPINE 25 MG TAB,$8.95
QUETIAPINE 25 MG TAB,$9.37
QUETIAPINE 25 MG TAB,$9.02
QUETIAPINE 25 MG TAB,$8.70
QUETIAPINE 25 MG TAB,$8.67
QUETIAPINE 300 MG TAB,$11.47
QUETIAPINE 300 MG TAB,$9.47
QUETIAPINE 300 MG TAB,$11.47
QUETIAPINE 300 MG TAB,$9.12
QUETIAPINE 400 MG TAB,$12.90
QUETIAPINE 400 MG TAB,$12.20
QUETIAPINE 400 MG TAB,$13.78
QUETIAPINE 6.25 MG TAB,$13.02
QUETIAPINE SR 300 MG 24 HR TAB,$128.32
QUETIAPINE SR 400 MG 24 HR TAB,$73.25
QUETIAPINE SR 400 MG 24 HR TAB,$68.03
QUINIDINE 100 MG TAB,$12.74
QUINIDINE 200 MG TAB,$8.74
QUINIDINE SR 324 MG TAB,$11.57
QUINIDINE SR 324 MG TAB,$29.97
SYNERCID (ALT*) 500MG IV,$672.49
SYNERCID (ALT*) 500MG IV,$672.49
RABIES IMM GLOB 300 UNITS/ML IM,"$3,573.07"
RABIES IMM GLOB 300 UNITS/ML IM,"$14,854.56"
RABIES VACCINE INJ PER 1 ML,$651.88
RABIES VACCINE INJ PER 1 ML,$617.68
RABIES VACCINE INJ PER 1 ML,$617.68
RACEPINEPHRINE 2.25 % NEB SOLN,$12.20
RALOXIFENE 30 MG TAB,$32.15
RALOXIFENE 60 MG TAB,$28.15
RELTEGRAVIR,$69.30
RAMIPRIL 1.25 MG CAP,$17.80
RAMIPRIL 2.5 MG CAP,$8.42
RAMIPRIL 2.5 MG CAP,$8.39
RAMIPRIL 2.5 MG CAP,$8.42
RAMIPRIL 2.5 MG CAP,$8.14
RAMIPRIL 2.5 MG CAP,$8.49
RAMIPRIL 5 MG CAP,$8.42
RAMIPRIL 5 MG CAP,$8.35
ranibizumab per 0.1 mg injection,"$8,000.00"
RANIBIZUMAB PER 0.1 MG INJECTION,"$8,000.00"
ranitidine inj per 25 mg,$61.63
ranitidine inj per 25 mg,$61.63
ranitidine 15 mg/ml oral,"$1,154.40"
RANITIDINE 15 MG/ML SYRUP,"$1,154.40"
RANITIDINE 150 MG TAB,$8.46
RANITIDINE 150 MG TAB,$8.49
RANITIDINE 150 MG TAB,$8.46
ranitidine 15 mg/ml oral,"$1,154.40"
ranitidine inj per 25 mg,$60.14
RANITIDINE 25 MG/ML INJECTION,$60.14
RANITIDINE 75 MG TAB,$12.46
Ranolazine 500mg Tablet,$23.16
RASAGILINE 0.5 MG TAB,$61.50
RASAGILINE 1 MG TAB,$65.50
RASBURICASE INJ PER 0.5MG,"$3,171.89"
RASBURICASE INJ PER 0.5MG,"$3,171.89"
REGADENOSON INJ PER 0.1 MG,"$1,331.68"
INSULIN  INJ PER 5 UNITS,$125.00
INSULIN  INJ PER 5 UNITS,$125.00
INSULIN  INJ PER 5 UNITS,$125.00
INSULIN INJ PER 5 UNITS,$104.50
REMIFENTANIL 1 MG IV SOLUTION,$163.35
REMIFENTANIL 1 MG IV SOLUTION,$163.35
REMIFENTANIL 1 MG IV SOLUTION,$183.70
REMIFENTANIL 1000 mcg/20 mL,$150.00
REMIFENTANIL 2 MG IV SOLUTION,$326.58
REMIFENTANIL 2 MG IV SOLUTION,$317.38
REMIFENTANIL 5 MG IV SOLUTION,$589.58
REMIFENTANIL 5 MG IV SOLUTION,$622.20
REMIFENTANIL 5 MG IV SOLUTION,$589.58
REPAGLINIDE 0.25 MG TAB,$29.05
REPAGLINIDE 0.5 MG TAB,$25.01
REPAGLINIDE 1 MG TAB,$25.01
RETAPAMULIN 1 % OINT,$649.28
RIBAVIRIN 200 MG CAP,$31.20
RIBAVIRIN 200 MG CAP,$12.41
RIBAVIRIN 40 MG/ML ORAL SOLN,$644.42
RIBOFLAVIN 100 MG TAB,$8.21
RIBOFLAVIN 100 MG TAB,$8.18
RIBOFLAVIN 12.5 MG TAB,$12.14
RIBOFLAVIN 25 MG TAB,$8.14
RIFABUTIN 1 MG/ML SOLUTION,$201.00
RIFABUTIN 10 MG/ML SOLUTION,$201.00
RIFABUTIN 150 MG CAP,$65.14
RIFABUTIN 150 MG CAP,$50.32
RIFAMPIN 25 MG/ML ORAL SUSP,$432.00
rifampin 25 mg/ml oral susp,$432.00
rifampin 25 mg/mL oral suspension,$432.00
RIFAMPIN 300 MG CAP,$15.21
RIFAMPIN 300 MG CAP,$11.22
RIFAMPIN 300 MG CAP,$15.21
RIFAMPIN 600 MG IV SOLUTION,$491.93
RIFAMPIN 600 MG IV SOLUTION,$465.78
RIFAXIMIN 100 MG TAB,$56.88
RIFAXIMIN 20 MG/ML SOLN,$537.00
RIFAXIMIN 200 MG TAB,$52.88
RIFAXIMIN 275 MG TAB,$84.42
RIFAXIMIN 550 MG TAB,$80.42
RILPIVIRINE 25 MG TAB,$105.05
RISPERIDONE 0.125 MG TAB,$13.47
RISPERIDONE 0.25 MG TAB,$29.52
RISPERIDONE 0.25 MG TAB,$9.47
RISPERIDONE 0.25 MG TAB,$9.65
RISPERIDONE 0.5 MG TAB,$31.60
RISPERIDONE 0.5 MG TAB,$9.09
RISPERIDONE 0.5 MG TAB,$8.60
RISPERIDONE 0.5 MG TAB,$9.09
RISPERIDONE 1 MG TAB,$33.09
RISPERIDONE 1 MG TAB,$9.54
RISPERIDONE 1 MG TAB,$10.35
RISPERIDONE 1 MG TAB,$9.54
RISPERIDONE 1 MG TAB,$8.21
RISPERIDONE 1 MG TAB,$36.83
RISPERIDONE 1 MG/ML ORAL SOLN,$409.74
RISPERIDONE 1 MG/ML ORAL SOLN,$853.43
RISPERIDONE 1 MG/ML ORAL SOLN,$93.90
risperidone 1mg/ml syrup,$853.43
risperidone 1mg/ml syrup,$409.74
RISPERIDONE 2 MG TAB,$49.93
RISPERIDONE 2 MG TAB,$10.77
RISPERIDONE 2 MG TAB,$9.16
RISPERIDONE 2 MG TAB,$10.77
RISPERIDONE 3 MG TAB,$57.24
RISPERIDONE 3 MG TAB,$11.26
RISPERIDONE 3 MG TAB,$11.26
RISPERIDONE 3 MG TAB,$9.26
RISPERIDONE 3 MG TAB,$8.49
RISPERIDONE 4 MG TAB,$69.05
RISPERIDONE 4 MG TAB,$9.51
RISPERIDONE 4 MG TAB,$11.47
RISPERIDONE 4 MG TAB,$8.67
RISPERIDONE 4 MG TAB,$11.47
RISPERIDONE INJ PER 0.5MG,"$1,803.45"
RISPERIDONE INJ PER 0.5MG,"$2,557.20"
RITONAVIR 100 MG TAB,$34.16
RITONAVIR 100 MG TAB,$26.14
RITONAVIR 80 MG/ML ORAL SOLN,"$4,411.20"
ritonavir 80mg/ml solution,"$4,411.20"
RITUXIMAB PER 100 MG INJ,"$1,971.55"
RITUXIMAB PER 100 MG INJ,"$9,257.73"
RIVAROXABAN 10 MG TAB,$40.01
RIVAROXABAN 15 MG TAB,$40.01
RIVAROXABAN 20 MG TAB,$40.01
RIVAROXABAN 10 MG TAB,$44.01
RIVASTIGMINE 4.6G/24HR PATCH,$46.25
RIVASTIGMINE 4.6G/24HR PATCH,$40.89
RIVASTIGMINE 4.6G/24HR PATCH,$46.25
RIVASTIGMINE 9.5 G/24HR PATCH,$46.25
RIVASTIGMINE 9.5 G/24HR PATCH,$40.89
RIVASTIGMINE 9.5 G/24HR PATCH,$46.25
ROCURONIUM 10 MG/ML IV,$115.78
ROCURONIUM 10 MG/ML IV,$57.93
ROCURONIUM 10 MG/ML IV,$67.65
ROCURONIUM 10 MG/ML IV,$58.55
ROCURONIUM 10 MG/ML IV,$64.20
ROCURONIUM 10 MG/ML IV,$68.75
ROCURONIUM 10 MG/ML IV,$60.08
ROCURONIUM 10 MG/ML IV,$64.20
ROCURONIUM 10 MG/ML IV,$60.08
ROCURONIUM 10 MG/ML INFUSION (NEO-PEDS),$547.50
ROCURONIUM 10 MG/ML IV,$70.48
ROCURONIUM 10 MG/ML IV,$68.75
ROCURONIUM 10 MG/ML IV,$58.55
ROCURONIUM 10 MG/ML IV,$60.08
ROCURONIUM 10 MG/ML IV,$64.20
ROCURONIUM 10 MG/ML IV,$67.65
ROCURONIUM 10 MG/ML IV,$57.87
ROCURONIUM 10 MG/ML IV,$57.93
ROCURONIUM 10 MG/ML IV,$64.20
ROCURONIUM 10 MG/ML IV,$60.08
ROCURONIUM 10 MG/ML IV,$70.48
ROCURONIUM 10 MG/ML IV,$64.37
ROCURONIUM 10 MG/ML IV INFUSION (NEO-PEDS) - 100 ML,$67.65
ROCURONIUM 10 MG/ML IV INFUSION (NEO-PEDS) - 100 ML,$68.75
ROCURONIUM 10 MG/ML IV INFUSION (NEO-PEDS) - 50 ML,$67.65
ROCURONIUM 10 MG/ML IV INFUSION (NEO-PEDS) - 50 ML,$68.75
ROCURONIUM 10 MG/Ml INJECTION,$115.78
ROCURONIUM 10 MG/Ml INJECTION,$57.93
ROCURONIUM 10 MG/Ml INJECTION,$58.55
ROCURONIUM 10 MG/Ml INJECTION,$60.08
ROCURONIUM 10 MG/Ml INJECTION,$60.08
ROCURONIUM 10 MG/Ml INJECTION,$67.65
ROCURONIUM 10 MG/Ml INJECTION,$57.93
ROCURONIUM 10 MG/Ml INJECTION,$115.78
ROCURONIUM 10 MG/Ml INJECTION,$58.55
ROCURONIUM 10 MG/Ml INJECTION,$60.08
ROCURONIUM 10 MG/Ml INJECTION,$60.08
ROCURONIUM 10 MG/ML IV,$75.12
ROCURONIUM 10 MG/ML IV,$75.12
ROCURONIUM 10 MG/ML IV,$56.50
ROCURONIUM 2 MG/ML INJECTION,$76.25
ROMIDEPSIN PER 1 MG INJ,"$7,712.33"
ROMIPLOSTIM INJ PER 10 MCG,"$3,930.50"
ROMIPLOSTIM INJ PER 10 MCG,"$2,736.50"
ROPINIROLE 0.125 MG TAB,$14.17
ROPINIROLE 0.25 MG TAB,$21.90
ROPINIROLE 0.25 MG TAB,$8.32
ROPINIROLE 0.5 MG TAB,$19.97
ROPINIROLE 0.5 MG TAB,$10.14
ROPINIROLE 0.5 MG TAB,$9.65
ROPINIROLE 1 MG TAB,$21.90
ROPINIROLE 1 MG TAB,$9.65
ROPINIROLE 1 MG TAB,$9.61
ROPINIROLE SR 8 MG 24 HR TAB,$39.14
PERIARTICULAR (RECK) INJ,$152.96
"ROPIVACAINE (PF) 0.2 % 600 ML LOCAL INFILT,ELAS PUMP,HI VAR RATE","$1,577.50"
ROPIVACAINE (ONQ) 0.2% INFUSION,"$1,902.50"
ROPIVACAINE (ONQ) 0.2% INFUSION,"$1,285.00"
ROPIVACAINE INJ PER 1MG,$71.35
ROPIVACAINE INJ PER 1MG,$71.35
ROPIVACAINE INJ PER 1MG,$68.17
ROPIVACAINE INJ PER 1MG,$63.16
ROPIVACAINE INJ PER 1MG,$67.81
ROPIVACAINE INJ PER 1MG,$68.92
ROPIVACAINE INJ PER 1MG,$94.17
ROPIVACAINE INJ PER 1MG,$117.44
ROPIVACAINE INJ PER 1MG,$116.24
ROPIVACAINE INJ PER 1MG,$116.24
ROPIVACAINE INJ PER 1MG,$69.11
ROPIVACAINE INJ PER 1MG,$116.24
ROPIVACAINE INJ PER 1MG,$116.24
ROPIVACAINE INJ PER 1MG,$94.17
ROPIVACAINE INJ PER 1MG,$69.11
ROPIVACAINE INJ PER 1MG,$71.35
ROPIVACAINE INJ PER 1MG,$67.81
ROPIVACAINE INJ PER 1MG,$117.44
ROPIVACAINE INJ PER 1MG,$68.17
ROPIVACAINE INJ PER 1MG,$68.92
ROPIVACAINE INJ PER 1MG,$71.35
ROPIVACAINE INJ PER 1MG,$63.16
"ROPIV-EPI 0.2 %-1:200,000 SOLN",$84.38
ROPIVACAINE INJ PER 1MG,$516.62
ROPIVACAINE INJ PER 1MG,$516.62
ROPIVACAINE INJ PER 1MG,$229.21
ROPIVACAINE INJ PER 1MG,$149.84
ROPIVACAINE INJ PER 1MG,$229.21
ROPIVACAINE INJ PER 1MG,$149.84
ROPIVACAINE INJ PER 1MG,$229.21
ROPIVACAINE INJ PER 1MG,$149.84
ROPIVACAINE INJ PER 1MG,$229.21
ROPIVACAINE INJ PER 1MG,$149.84
"ROPIV-EPI 0.5 %-1:100,000 INJ",$84.38
"ROPIV-EPI 0.5 %-1:200,000 INJ",$84.38
ROPIVACAINE INJ PER 1MG,$174.12
ROPIVACAINE INJ PER 1MG,$155.07
ROPIVACAINE INJ PER 1MG,$79.25
ROPIVACAINE INJ PER 1MG,$64.56
ROSUVASTATIN 10 MG TAB,$28.93
ROTAVIRUS VAC SUSP PER 1 ML,$224.10
"ROTAVIRUS, ORAL PER 2ML",$224.07
"ROTAVIRUS, ORAL PER 2ML",$224.07
RUFINAMIDE 200 MG TAB,$53.63
RUFINAMIDE 400 MG TAB,$49.63
rufinamide oral suspension 40mg/ml,"$3,006.60"
SACCHAROMYCES BOULARDII 250MG CAP,$10.42
ENTRESTO (ALT*) 24MG/26MG TAB,$26.88
ENTRESTO (ALT*) 24MG/26MG TAB,$8.98
ENTRESTO (ALT*) 49MG/51MG TAB,$26.88
ENTRESTO (ALT*) 97MG/103MG TAB,$26.88
ENTRESTO (ALT*) 97MG/103MG TAB,$30.91
SALICYLIC ACID-SULFUR 2 % SHAMPOO,$25.08
SALMETEROL 50 MCG/DOSE INHALATION,$373.58
SARGRAMOSTIM INJ PER 50MCG,$839.27
SARGRAMOSTIM INJ PER 50MCG,"$160,016.25"
SCOPOLAMINE 1.5 MG PATCH,$62.44
SCOPOLAMINE 1.5 MG PATCH,$62.73
SCOPOLAMINE 1.5 MG PATCH,$72.45
SCOPOLAMINE 1.5 MG PATCH,$59.84
SCOPOLAMINE 1.5 MG PATCH,$62.73
SCOPOLAMINE 1.5 MG PATCH,$62.73
SCOPOLAMINE 1.5 MG PATCH,$59.84
SCOPOLAMINE 1.5 MG PATCH,$72.45
SCOPOLAMINE 1.5 MG PATCH,$62.73
SECRETIN (HUMAN) INJ PER 1 MCG,"$2,693.75"
SELEGILINE 1.25 MG TAB (ODT),$139.52
SELEGILINE 1.25 MG TAB (ODT),$139.52
SELEGILINE 12 MG/24 HR PATCH,$60.97
SELEGILINE 12 MG/24 HR PATCH,$60.97
SELEGILINE 5 MG CAP,$12.45
SELEGILINE 5 MG CAP,$14.44
SELEGILINE 6 MG/24 HR PATCH,$120.59
SELEGILINE 6 MG/24 HR PATCH,$120.59
SELEGILINE 9 MG/24 HR PATCH,$120.59
SELEGILINE 9 MG/24 HR PATCH,$120.59
SELENIOUS ACID 40 MCG/ML IV,$58.39
SELENIUM 100 MCG TAB,$8.11
SELENIUM SULFIDE 1 % SHAMPOO,$28.82
SELENIUM SULFIDE 2.5 % LOTION,$53.57
SELENIUM SULFIDE 2.5 % LOTION,$48.74
SENOKOT-S (ALT*) TAB,$8.21
SENOKOT-S (ALT*) TAB,$8.28
SENOKOT-S (ALT*) TAB,$8.10
SENOKOT-S (ALT*) TAB,$8.07
SENOKOT-S (ALT*) TAB,$9.33
SENOKOT-S (ALT*) TAB,$9.37
Senokot  8.8 MG/5 ML solution,$42.14
SENOKOT-S (ALT*) TAB,$8.28
SENOKOT-S (ALT*) TAB,$8.21
SENOKOT-S (ALT*) TAB,$8.32
SENOKOT-S (ALT*) TAB,$8.14
SENOKOT-S (ALT*) TAB,$8.10
SENOKOT-S (ALT*) TAB,$8.07
SENOKOT-S (ALT*) TAB,$8.56
SENOKOT-S (ALT*) TAB,$8.11
SENOKOT-S (ALT*) TAB,$9.37
SENOKOT-S (ALT*) TAB,$9.33
SERTRALINE 100 MG TAB,$8.32
SERTRALINE 100 MG TAB,$8.32
SERTRALINE 100 MG TAB,$8.18
SERTRALINE 100 MG TAB,$8.49
SERTRALINE 100 MG TAB,$8.49
SERTRALINE 100 MG TAB,$8.49
SERTRALINE 12.5 MG TAB,$12.74
SERTRALINE 20 MG/ML SOLN,$495.20
SERTRALINE 25 MG TAB,$8.74
SERTRALINE 25 MG TAB,$8.42
SERTRALINE 25 MG TAB,$8.14
SERTRALINE 25 MG TAB,$8.53
SERTRALINE 25 MG TAB,$8.74
SERTRALINE 50 MG TAB,$8.56
SERTRALINE 50 MG TAB,$8.35
SERTRALINE 50 MG TAB,$8.32
SERTRALINE 50 MG TAB,$8.35
SERTRALINE 50 MG TAB,$8.56
SEVELAMER CARB 0.8G POWDER PKT,$29.26
SEVELAMER CARBONATE 800 MG TAB,$23.26
SEVELAMER CARBONATE 800 MG TAB,$12.62
SEVELAMER CARB POWDER,$29.26
SILDENAFIL 10 MG TAB,$13.47
sildenafil injection per 10 mg,$490.44
sildenafil 2.5 mg/ml oral,$852.00
sildenafil 2.5 mg/ml oral,$852.00
SILDENAFIL 20 MG TAB,$86.24
SILDENAFIL 20 MG TAB,$13.36
SILDENAFIL 20 MG TAB,$11.47
SILDENAFIL 20 MG TAB,$11.78
SILDENAFIL 20 MG TAB,$10.24
SILVER NITRATE APPLICATORS,$134.56
SILVER SULFADIAZINE 1 % CREAM,$164.95
SILVER SULFADIAZINE 1 % CREAM,$64.33
SILVER SULFADIAZINE 1 % CREAM,$62.06
SILVER SULFADIAZINE 1 % CREAM,$172.10
SILVER SULFADIAZINE 1 % CREAM,$118.05
SILVER SULFADIAZINE 1 % CREAM,$53.70
SILVER SULFADIAZINE 1 % CREAM,$50.21
SILVER SULFADIAZINE 1 % CREAM,$49.96
SIMETHICONE 40 MG CHEWABLE TAB,$12.28
SIMETHICONE 40 MG/0.6 ML ORAL,$12.13
simethicone 40mg/ 0.6ml drops,$14.30
simethicone 40mg/ 0.6ml drops,$14.30
SIMETHICONE 80 MG CHEWABLE TAB,$8.28
SIMETHICONE 80 MG CHEWABLE TAB,$8.07
SIMETHICONE 80 MG CHEWABLE TAB,$8.11
SIMVASTATIN 10 MG TAB,$8.35
SIMVASTATIN 10 MG TAB,$8.25
SIMVASTATIN 10 MG TAB,$8.39
SIMVASTATIN 20 MG TAB,$8.81
SIMVASTATIN 20 MG TAB,$8.46
SIMVASTATIN 20 MG TAB,$8.39
SIMVASTATIN 40 MG TAB,$9.68
SIMVASTATIN 40 MG TAB,$8.53
SIMVASTATIN 40 MG TAB,$8.91
SIMVASTATIN 40 MG TAB,$8.53
SIMVASTATIN 40 MG TAB,$8.35
SIMVASTATIN 40 MG TAB,$8.32
SIMVASTATIN 40 MG TAB,$8.32
SIMVASTATIN 40 MG TAB,$8.91
SIMVASTATIN 5 MG TAB,$12.35
SIROLIMUS ORAL PER 1MG,$36.89
SIROLIMUS ORAL PER 1MG,$59.42
SIROLIMUS ORAL PER 1MG,$65.79
SIROLIMUS ORAL PER 1MG,$45.15
SIROLIMUS ORAL PER 1MG,"$3,479.10"
SIROLIMUS ORAL PER 1MG,"$3,479.10"
SITAGLIPTIN 100 MG TAB,$44.60
SITAGLIPTIN 25 MG TAB,$41.64
SITAGLIPTIN 50 MG TAB,$41.64
sodium acetate 2 meq/ml inj,$59.10
SODIUM ACETATE 2 MEQ/ML IV,$66.90
SODIUM ACETATE 2 MEQ/ML IV,$69.50
SODIUM ACETATE 2 MEQ/ML IV,$59.10
SODIUM ACETATE 2 MEQ/ML IV,$60.56
SODIUM ACETATE 4 MEQ/ML IV,$74.38
SODIUM ACETATE 4 MEQ/ML IV,$76.00
SODIUM BENZOATE POWDER,$12.70
SODIUM BENZOATE POWDER,$55.75
SOD BENZOATE-PHENYLACET 10 % IV,"$87,268.35"
AMMONUL (*ALT) 10% INJ,"$87,268.35"
SODIUM BICARBINATE 0.5 MEQ/ML IV INFUSION - 20 ML,$76.33
SODIUM BICARBINATE 0.5 MEQ/ML IV INFUSION - 50 ML,$76.33
SODIUM BICARBONATE 0.5 MEQ/ML INFUSION (NEO),$141.25
SODIUM BICARBONATE 0.5 mEq/mL INJ,$76.33
SODIUM BICARBONATE 0.5MEQ/ML INJ,$76.33
sodium bicarbonate 1 meq/ml inj,$76.75
sodium bicarbonate 1 meq/ml inj,$82.76
SODIUM BICARBONATE 1 MEQ/ML IV INFUSION (PEDS) - 250 ML,$74.77
SODIUM BICARBONATE 1 MEQ/ML IV INFUSION (PEDS) - 250 ML,$76.75
