Service Area,Description,Revenue Code,Charge Patient Pay
WAKE FOREST BAPTIST MEDICAL CENTER High Point,Pregnenolone (Beaker),LABORATORY - CHEMISTRY [0301],117
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PRE-INFLAT WAFFLE CUSION 16X16X2,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270],302
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PRESANTINE THALLIUM,CARDIOLOGY - STRESS TEST [0482],355
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PRETREAT WITH CHEMICALS,LABORATORY - GENERAL CLASSIFICATION [0300],71
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PRIM PERC TRANS THROMBECTOMY IN SUITE,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360],"3,028.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PRIMIDONE ASSAY (BEAKER),LABORATORY - CHEMISTRY [0301],151
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PRISMA MATRIX 4X4,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],98
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PROBE CIRCA ESOPHAGEAL,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],"1,924.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,"Probnp, N-Terminal(Beaker)",LABORATORY - CHEMISTRY [0301],235
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PROCAINAMIDE + NAPA (Beaker),LABORATORY - CHEMISTRY [0301],116
WAKE FOREST BAPTIST MEDICAL CENTER High Point,Procalcitonin  Assay,LABORATORY - CHEMISTRY [0301],82
WAKE FOREST BAPTIST MEDICAL CENTER High Point,Procollagen Type I Intact N Terminal Propeptide(P1NP)(Beaker),LABORATORY - CHEMISTRY [0301],130
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PROCTOSIGMOIDOSCOPY PBC,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],614
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PROGESTERONE - CAH6,LABORATORY - GENERAL CLASSIFICATION [0300],176
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PROGESTERONE ASSAY (Beaker),LABORATORY - CHEMISTRY [0301],176
WAKE FOREST BAPTIST MEDICAL CENTER High Point,Prohance-Gadoteridol per 1 ml,PHARMACY - EXTENSION OF 025X - DRUGS REQUIRING DETAILED CODING (A) [0636],8
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PROINSULIN (SENDOUT) (BEAKER),LABORATORY - BACTERIOLOGY AND MICROBIOLOGY [0306],46
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PROLACTIN ASSAY (BEAKER),LABORATORY - CHEMISTRY [0301],389
WAKE FOREST BAPTIST MEDICAL CENTER High Point,"Prolactin, Total and Monomeric (Beaker)",LABORATORY - CHEMISTRY [0301],389
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PROMOGRAN MATRIX DRESSING 19X19,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],210
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PROMOGRAN MATRIX DRESSING 4X4,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],84
WAKE FOREST BAPTIST MEDICAL CENTER High Point,"PROPOXYPHENE (GC/MS), URINE (SENDOUT-REFLEX) - LC",LABORATORY - CHEMISTRY [0301],45
WAKE FOREST BAPTIST MEDICAL CENTER High Point,"PROPOXYPHENE,MS,WB/SP RFXß-RFLX - SERUM",LABORATORY - CHEMISTRY [0301],95
WAKE FOREST BAPTIST MEDICAL CENTER High Point,"PROSTATE BIOPSY, ANY METHOD, 1+",LABORATORY PATHOLOGICAL - GENERAL CLASSIFICATION [0310],680
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PROSTATE CANCER GENE 3 (PCA3) (SENDOUT) (Beaker),LABORATORY - CHEMISTRY [0301],875
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PROSTATE VOL STUDY FOR TX PLNG,OTHER IMAGING SERVICES - ULTRASOUND [0402],728
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PROSTETIC IMPLANT NOS,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278],668
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PROSTHETIC TRAINING EA AD 15MN,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420],214
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PROSTHETIC TRAINING INITIAL EA 15 MIN,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420],34
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PROTECTION EMBOLIC MISCELLANEOUS 4.5,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],"2,465.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PROTEIN ASSAY (Beaker),LABORATORY - CHEMISTRY [0301],29
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PROTEIN ASSAY CSF/BF (Beaker),LABORATORY - CHEMISTRY [0301],184
WAKE FOREST BAPTIST MEDICAL CENTER High Point,"PROTEIN ASSAY, URINE (Beaker)",LABORATORY - CHEMISTRY [0301],45
WAKE FOREST BAPTIST MEDICAL CENTER High Point,"PROTEIN ASSAY, URINE (Beaker)",LABORATORY - CHEMISTRY [0301],45
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PROTEIN C ACTIVITY (Beaker),LABORATORY - HEMATOLOGY [0305],383
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PROTEIN C ANTIGEN TOTAL (SENDOUT) (BEAKER),LABORATORY - HEMATOLOGY [0305],43
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PROTEIN S ACTIVITY (Beaker),LABORATORY - HEMATOLOGY [0305],457
WAKE FOREST BAPTIST MEDICAL CENTER High Point,"Protein, CSF - MS Profile (Beaker)",LABORATORY - CHEMISTRY [0301],209
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PROTEINASE-3 AB,LABORATORY - IMMUNOLOGY [0302],31
WAKE FOREST BAPTIST MEDICAL CENTER High Point,Prothrombin 20210 mutation,LABORATORY - CHEMISTRY [0301],862
WAKE FOREST BAPTIST MEDICAL CENTER High Point,"PROTHROMBIN TIME, EXPANDED (Beaker)",LABORATORY - HEMATOLOGY [0305],45
WAKE FOREST BAPTIST MEDICAL CENTER High Point,"PROTOPORPHYRIN, ZINC",LABORATORY - CHEMISTRY [0301],46
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PRQ CARD ANGIO/ATHRECT 1 ART,CARDIOLOGY - GENERAL CLASSIFICATION [0480],"16,377.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PRQ CARD ANGIO/ATHRECT ADDL,CARDIOLOGY - GENERAL CLASSIFICATION [0480],"13,711.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PRQ CARD REVASC CHRONIC 1VSL,CARDIOLOGY - GENERAL CLASSIFICATION [0480],"11,782.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PRQ CARD REVASC CHRONIC ADDL,CARDIOLOGY - GENERAL CLASSIFICATION [0480],"11,782.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PRQ CARD REVASC MI 1 VSL,CARDIOLOGY - GENERAL CLASSIFICATION [0480],"11,782.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PRQ CARD STENT W/ANGIO 1 VSL,CARDIOLOGY - GENERAL CLASSIFICATION [0480],"11,782.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PRQ CARD STENT W/ANGIO ADDL,CARDIOLOGY - GENERAL CLASSIFICATION [0480],"11,782.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PRQ CARD STENT/ATH/ANGIO,CARDIOLOGY - GENERAL CLASSIFICATION [0480],"9,776.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PRQ CARD STENT/ATH/ANGIO,CARDIOLOGY - GENERAL CLASSIFICATION [0480],"11,782.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PRQ CARDIAC ANGIO ADDL ART,CARDIOLOGY - GENERAL CLASSIFICATION [0480],"8,130.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PRQ CARDIAC ANGIOPLAST 1 ART,CARDIOLOGY - GENERAL CLASSIFICATION [0480],"8,130.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PRQ REVASC BYP GRAFT 1 VSL,CARDIOLOGY - GENERAL CLASSIFICATION [0480],"11,782.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PRQ REVASC BYP GRAFT ADDL,CARDIOLOGY - GENERAL CLASSIFICATION [0480],"11,782.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,"PSA ASSAY, (BEAKER)",LABORATORY - CHEMISTRY [0301],250
WAKE FOREST BAPTIST MEDICAL CENTER High Point,"PSA ASSAY, DIAGNOSTIC",LABORATORY - CHEMISTRY [0301],250
WAKE FOREST BAPTIST MEDICAL CENTER High Point,"PSA, SCREENING ASSAY (Beaker)",LABORATORY - CHEMISTRY [0301],40
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PseudoCHOLINESTERASE,LABORATORY - GENERAL CLASSIFICATION [0300],169
WAKE FOREST BAPTIST MEDICAL CENTER High Point,Psychiatric diagnostic evaluation with medical services,BEHAVIORAL HEALTH TREATMENTS/SERVICES - GENERAL CLASSIFICATION [0900],181
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PSYCHO TESTING BY PSYCH/PHYS 1 HR,BEHAVIORAL HEALTH TREATMENTS/SERVICES - TESTING [0918],193
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PSYCHO TESTING BY TECHNICIAN 1 HR,BEHAVIORAL HEALTH TREATMENTS/SERVICES - TESTING [0918],173
WAKE FOREST BAPTIST MEDICAL CENTER High Point,Psychotherapy 30 mins. w/pat &/or fam w/an E&M serv,BEHAVIORAL HEALTH TREATMENTS/SERVICES - INDIVIDUAL THERAPY [0914],73
WAKE FOREST BAPTIST MEDICAL CENTER High Point,Psychotherapy 45 mins. w/pat &/or fam w/an E&M serv,BEHAVIORAL HEALTH TREATMENTS/SERVICES - INDIVIDUAL THERAPY [0914],93
WAKE FOREST BAPTIST MEDICAL CENTER High Point,Psychotherapy for crisis; first 60 minutes,BEHAVIORAL HEALTH TREATMENTS/SERVICES - GENERAL CLASSIFICATION [0900],302
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PSYCHOTHERAPY OFFICE/OUTPT 45 MIN,BEHAVIORAL HEALTH TREATMENTS/SERVICES - INDIVIDUAL THERAPY [0914],94
WAKE FOREST BAPTIST MEDICAL CENTER High Point,Psytx 60 min w/pat &/or fam w/an E&M serv,BEHAVIORAL HEALTH TREATMENTS/SERVICES - INDIVIDUAL THERAPY [0914],122
WAKE FOREST BAPTIST MEDICAL CENTER High Point,Psytx for crisis; each addl 30 mins (List sep in add to code for prim service),BEHAVIORAL HEALTH TREATMENTS/SERVICES - GENERAL CLASSIFICATION [0900],302
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PT APPL OF SURFACE NEUROSTIMULATOR,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420],43
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PT APPLICATION HOT/COLD PACKS,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420],19
WAKE FOREST BAPTIST MEDICAL CENTER High Point,"PT CANALITH REPOSITIONING PROCEDURE, PER DAY",PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420],56
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PT CT BRAIN W/AMYVID (PERSONAL PAY,OTHER IMAGING SERVICES - POSITRON EMISSION TOMOGRAPHY [0404],577
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PT ESW WOUND HEALING ADDL WOUND,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360],74
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PT ESW WOUND HEALING INIT WOUND,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360],71
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PT EVAL HIGH COMPLEX,PHYSICAL THERAPY - EVALUATION OR RE-EVALUATION [0424],200
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PT EVAL LOW COMPLEX,PHYSICAL THERAPY - EVALUATION OR RE-EVALUATION [0424],120
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PT Eval Mod Complex,PHYSICAL THERAPY - EVALUATION OR RE-EVALUATION [0424],160
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PT GROUP THERAPY,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420],52
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PT IRF CPM APPLICATION PER DAY,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420],42
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PT ORTHC/PROSTC MGMT SBSQ ENC EA. 15 Mins,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420],43
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PT ORTHC/PROSTC MGMT SBSQ ENC EA. 15 Mins,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420],71
WAKE FOREST BAPTIST MEDICAL CENTER High Point,"PTA NON-LOWER, OPEN OR PERC. PLUS S&I, EACH ADDITIONAL ARTERY",CARDIOLOGY - GENERAL CLASSIFICATION [0480],"2,845.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,"PTA NON-LOWER, OPEN OR PERC. PLUS S&I, INITIAL ARTERY",CARDIOLOGY - GENERAL CLASSIFICATION [0480],"5,806.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PTA VENOUS,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],358
WAKE FOREST BAPTIST MEDICAL CENTER High Point,"PTA VENOUS, OPEN OR PERC. PLUS S&I, EACH ADDITIONAL VEIN",CARDIOLOGY - GENERAL CLASSIFICATION [0480],"1,346.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,"PTA VENOUS, OPEN OR PERC. PLUS S&I, INITIAL VEIN",CARDIOLOGY - GENERAL CLASSIFICATION [0480],"6,959.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,"PTA W/ATHER, EA. ADD. VESSEL, TIB/PER ARTERY, OPEN OR PERCUTANEOUS",CARDIOLOGY - CARDIAC CATH LAB [0481],62
WAKE FOREST BAPTIST MEDICAL CENTER High Point,"PTA, TIB/PER ARTERY, EA. ADD.VESSEL, UNILAT, OPEN OR PERCUTAN",CARDIOLOGY - CARDIAC CATH LAB [0481],"1,796.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,"PTA, TIB/PER ARTERY,UNILAT, INITIAL VESSEL, OPEN OR PERCUTAN",CARDIOLOGY - CARDIAC CATH LAB [0481],"1,796.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PTH-INTACT,LABORATORY - GENERAL CLASSIFICATION [0300],268
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PTH-Related Protein (P THRP)(Beaker),LABORATORY - CHEMISTRY [0301],74
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PTT (Beaker),LABORATORY - HEMATOLOGY [0305],142
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PULM ANGIOGRAM BILATERAL,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],"2,984.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PULM. ANGIOGRAM UNILAT,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],"1,424.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PULMONARY ANGIOGRAM NONSELECT,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],643
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PULMONARY ASSESSMENT,PULMONARY FUNCTION - GENERAL CLASSIFICATION [0460],258
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PULMONARY FOLLOW-UP ASSESSMENT,PULMONARY FUNCTION - GENERAL CLASSIFICATION [0460],258
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PULMONARY REHABILITATION -COPD,OTHER THERAPEUTIC SERVICES - PULMONARY REHABILITATION [0948],104
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PULMONARY STRESS TESTING,PULMONARY FUNCTION - GENERAL CLASSIFICATION [0460],88
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PULMONARY THERAPY MAINT,RESPIRATORY SERVICES - GENERAL CLASSIFICATION [0410],41
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PULMONARY VENT & PERFUSION,NUCLEAR MEDICINE - DIAGNOSTIC PROCEDURES [0341],"1,496.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PULMONARY VENTILATION SCAN,NUCLEAR MEDICINE - DIAGNOSTIC PROCEDURES [0341],838
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PULSE OXIMETER *,RESPIRATORY SERVICES - GENERAL CLASSIFICATION [0410],30
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PULSE OXIMETRY CONTINUOUS,PULMONARY FUNCTION - GENERAL CLASSIFICATION [0460],268
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PUNCTURE ASPIRATION OF ABSCESS,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360],415
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PUNCTURE ASPIRATION OF ABSCESS PBC,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],178
WAKE FOREST BAPTIST MEDICAL CENTER High Point,"Purine & Pyrimidine Panel, Urine (Beaker)",LABORATORY - CHEMISTRY [0301],637
WAKE FOREST BAPTIST MEDICAL CENTER High Point,PUSHER EMBOLIZATION COIL,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],216
WAKE FOREST BAPTIST MEDICAL CENTER High Point,"PYRUVIC ACID, BLOOD (SENDOUT) (Beaker)",LABORATORY - CHEMISTRY [0301],44
WAKE FOREST BAPTIST MEDICAL CENTER High Point,"Pyruvic Acid, CSF (Beaker)",LABORATORY - CHEMISTRY [0301],122
WAKE FOREST BAPTIST MEDICAL CENTER High Point,Q-FEV(COXIELLA BURNETI)AB BYCF,LABORATORY - GENERAL CLASSIFICATION [0300],88
WAKE FOREST BAPTIST MEDICAL CENTER High Point,Q-Fever IgG Phase I Titer,LABORATORY - IMMUNOLOGY [0302],88
WAKE FOREST BAPTIST MEDICAL CENTER High Point,QUAN DIFFERENTIAL LUNG P&V,NUCLEAR MEDICINE - DIAGNOSTIC PROCEDURES [0341],907
WAKE FOREST BAPTIST MEDICAL CENTER High Point,QUAN DIFFERENTIAL LUNG PERF,NUCLEAR MEDICINE - DIAGNOSTIC PROCEDURES [0341],589
WAKE FOREST BAPTIST MEDICAL CENTER High Point,"QUAN.CULTURE,RESPIR SECRETIONS",LABORATORY - BACTERIOLOGY AND MICROBIOLOGY [0306],17
WAKE FOREST BAPTIST MEDICAL CENTER High Point,QUANT FECAL FAT,LABORATORY - GENERAL CLASSIFICATION [0300],295
WAKE FOREST BAPTIST MEDICAL CENTER High Point,Quantiferon in Tube (SendOuts) (Beaker),LABORATORY - IMMUNOLOGY [0302],60
WAKE FOREST BAPTIST MEDICAL CENTER High Point,QUANTITATIVE REAL-TIME PCR FOR EPSTEINB,LABORATORY - BACTERIOLOGY AND MICROBIOLOGY [0306],295
WAKE FOREST BAPTIST MEDICAL CENTER High Point,QUINIDINE MAILOUT,LABORATORY - CHEMISTRY [0301],72
WAKE FOREST BAPTIST MEDICAL CENTER High Point,R350 Wire,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],646
WAKE FOREST BAPTIST MEDICAL CENTER High Point,RA FACTOR TITER,LABORATORY - IMMUNOLOGY [0302],65
WAKE FOREST BAPTIST MEDICAL CENTER High Point,RAAPM ANES FACILITY UNITS,ANESTHESIA - GENERAL CLASSIFICATION [0370],100
WAKE FOREST BAPTIST MEDICAL CENTER High Point,RABIES ANTIBODY,LABORATORY - GENERAL CLASSIFICATION [0300],47
WAKE FOREST BAPTIST MEDICAL CENTER High Point,RAD EXAM PHARY +/OR CERV ESOP,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],511
WAKE FOREST BAPTIST MEDICAL CENTER High Point,RAD EXAM-HIP DURING OPER PROC,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],130
WAKE FOREST BAPTIST MEDICAL CENTER High Point,RAD TREAT COMP PHOTON 6/ 10,RADIOLOGY - THERAPEUTIC AND/OR CHEMOTHERAPY ADMINISTRATION - RADIATION THERAPY [0333],"1,432.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,RAD TREAT ELECT 20 MEV SIMPLE,RADIOLOGY - THERAPEUTIC AND/OR CHEMOTHERAPY ADMINISTRATION - RADIATION THERAPY [0333],410
WAKE FOREST BAPTIST MEDICAL CENTER High Point,RAD TREAT ELECTR 11-19 MEV SIM,RADIOLOGY - THERAPEUTIC AND/OR CHEMOTHERAPY ADMINISTRATION - RADIATION THERAPY [0333],410
WAKE FOREST BAPTIST MEDICAL CENTER High Point,RAD TREAT ELECTR 6-10MEV CMPLX,RADIOLOGY - THERAPEUTIC AND/OR CHEMOTHERAPY ADMINISTRATION - RADIATION THERAPY [0333],"1,504.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,RAD TREAT INTERSTI COMPLEX 11+,NUCLEAR MEDICINE - THERAPEUTIC PROCEDURES [0342],"2,923.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,RAD TREAT INTERSTI INTERM 5-10,NUCLEAR MEDICINE - THERAPEUTIC PROCEDURES [0342],"1,421.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,RAD TREAT INTERSTI SIMPLE 1-4,NUCLEAR MEDICINE - THERAPEUTIC PROCEDURES [0342],"1,421.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,RAD TREAT INTRACAV COMPLEX 11+,RADIOLOGY - THERAPEUTIC AND/OR CHEMOTHERAPY ADMINISTRATION - RADIATION THERAPY [0333],"1,421.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,RAD TREAT INTRACAV INTER 5-10,RADIOLOGY - THERAPEUTIC AND/OR CHEMOTHERAPY ADMINISTRATION - RADIATION THERAPY [0333],"1,421.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,RAD TREAT INTRACAV SIMPLE 1-4,NUCLEAR MEDICINE - THERAPEUTIC PROCEDURES [0342],"1,421.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,RAD TREAT SIMPLE PHOTON 6/ 10,RADIOLOGY - THERAPEUTIC AND/OR CHEMOTHERAPY ADMINISTRATION - RADIATION THERAPY [0333],410
WAKE FOREST BAPTIST MEDICAL CENTER High Point,RAD TREAT. INTER. PHOTON 6/ 10,RADIOLOGY - THERAPEUTIC AND/OR CHEMOTHERAPY ADMINISTRATION - RADIATION THERAPY [0333],291
WAKE FOREST BAPTIST MEDICAL CENTER High Point,RAD. TREAT. INTER. PHOTON 18MV,RADIOLOGY - THERAPEUTIC AND/OR CHEMOTHERAPY ADMINISTRATION - RADIATION THERAPY [0333],291
WAKE FOREST BAPTIST MEDICAL CENTER High Point,RADEXAM EYE DETECT FOREIGN BOD,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],142
WAKE FOREST BAPTIST MEDICAL CENTER High Point,RADIO EXAM SPINE THORACIC 3 VW,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],185
WAKE FOREST BAPTIST MEDICAL CENTER High Point,RADIOFREQ ABLAT BONE TUMOR(S) IN SUITE,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360],"7,165.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,RADIOLOGICAL EXAM SURG SPECIM,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],314
WAKE FOREST BAPTIST MEDICAL CENTER High Point,RADIOPHARMACEUTICAL THERAPY,NUCLEAR MEDICINE - GENERAL CLASSIFICATION [0340],445
WAKE FOREST BAPTIST MEDICAL CENTER High Point,RADIOPTX RADIOLABEL MONOCLONAL,NUCLEAR MEDICINE - THERAPEUTIC PROCEDURES [0342],"1,187.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,RADIUM 223 PER MICRO QUERY,PHARMACY - EXTENSION OF 025X - DRUGS REQUIRING DETAILED CODING (A) [0636],124
WAKE FOREST BAPTIST MEDICAL CENTER High Point,Radium RA-233 Dichloride Inj per uCi-Xofigo,NUCLEAR MEDICINE - THERAPEUTIC RADIOPHARMACEUTICALS [0344],137
WAKE FOREST BAPTIST MEDICAL CENTER High Point,RADPH LOC TUM WHO BOD 2OR>DAYS,NUCLEAR MEDICINE - DIAGNOSTIC PROCEDURES [0341],"2,028.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,RAFT LOW PROFILE 6MMX10CMX120CM VIABAHN,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278],"2,550.00"
WAKE FOREST BAPTIST MEDICAL CENTER High Point,RAPID STREP (BEAKER),LABORATORY - BACTERIOLOGY AND MICROBIOLOGY [0306],58
WAKE FOREST BAPTIST MEDICAL CENTER High Point,RBC - DEGLY PED PROC,"ADMINISTRATION, PROCESSING, AND STORAGE FOR BLOOD AND BLOOD COMPONENTS - GENERAL CLASSIFICATION [0390]",188
WAKE FOREST BAPTIST MEDICAL CENTER High Point,RBC - IRR LR CMV NEG PROC,BLOOD AND BLOOD COMPONENTS - PACKED RED CELLS [0381],30
WAKE FOREST BAPTIST MEDICAL CENTER High Point,RBC - LR CMV NEG PED PRO,"ADMINISTRATION, PROCESSING, AND STORAGE FOR BLOOD AND BLOOD COMPONENTS - GENERAL CLASSIFICATION [0390]",188
WAKE FOREST BAPTIST MEDICAL CENTER High Point,RBC - LR PED DIR DEGLY PROC,"ADMINISTRATION, PROCESSING, AND STORAGE FOR BLOOD AND BLOOD COMPONENTS - GENERAL CLASSIFICATION [0390]",188
WAKE FOREST BAPTIST MEDICAL CENTER High Point,RBC - LR PED PROC,"ADMINISTRATION, PROCESSING, AND STORAGE FOR BLOOD AND BLOOD COMPONENTS - GENERAL CLASSIFICATION [0390]",188
WAKE FOREST BAPTIST MEDICAL CENTER High Point,RBC - PROC,"ADMINISTRATION, PROCESSING, AND STORAGE FOR BLOOD AND BLOOD COMPONENTS - GENERAL CLASSIFICATION [0390]",219
WAKE FOREST BAPTIST MEDICAL CENTER High Point,RBC - WASH PED PROC,"ADMINISTRATION, PROCESSING, AND STORAGE FOR BLOOD AND BLOOD COMPONENTS - GENERAL CLASSIFICATION [0390]",188
WAKE FOREST BAPTIST MEDICAL CENTER High Point,RBC ABID - WORKUP,"ADMINISTRATION, PROCESSING, AND STORAGE FOR BLOOD AND BLOOD COMPONENTS - GENERAL CLASSIFICATION [0390]",190
WAKE FOREST BAPTIST MEDICAL CENTER High Point,RBC ABID-COMPLEX,LABORATORY - GENERAL CLASSIFICATION [0300],170
WAKE FOREST BAPTIST MEDICAL CENTER High Point,RBC ANTIBODY SCREEN,"ADMINISTRATION, PROCESSING, AND STORAGE FOR BLOOD AND BLOOD COMPONENTS - GENERAL CLASSIFICATION [0390]",91
