Service Area,Description,Revenue Code,Charge Patient Pay
WAKE FOREST BAPTIST MEDICAL CENTER Davie,NON-GYN SPECIMEN LIQUID BASED,LABORATORY PATHOLOGICAL - CYTOLOGY [0311],72
WAKE FOREST BAPTIST MEDICAL CENTER Davie,NON-GYN SPECIMEN LIQUID BASED,LABORATORY PATHOLOGICAL - CYTOLOGY [0311],72
WAKE FOREST BAPTIST MEDICAL CENTER Davie,NON-HEU TC99M ADD ON /DOSE,NUCLEAR MEDICINE - DIAGNOSTIC RADIOPHARMACEUTICALS [0343],5
WAKE FOREST BAPTIST MEDICAL CENTER Davie,NON-INVAS STDY UPR EXT ARTR,OTHER DIAGNOSTIC SERVICES - PERIPHERAL VASCULAR LAB [0921],95
WAKE FOREST BAPTIST MEDICAL CENTER Davie,-Non-Invasive,RESPIRATORY SERVICES - GENERAL CLASSIFICATION [0410],126
WAKE FOREST BAPTIST MEDICAL CENTER Davie,NON-PNEUM WALK BOOT PRE OTS,MEDICAL/SURGICAL SUPPLIES AND DEVICES - PROSTHETIC/ORTHOTIC DEVICES [0274],53
WAKE FOREST BAPTIST MEDICAL CENTER Davie,NON-RUBBER PESSARY ANY TYPE,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278],26
WAKE FOREST BAPTIST MEDICAL CENTER Davie,"NON-SELECT CATH PLCMNT, CAROTID, VERTEBRAL, UNILAT/BILAT, PLUS S&I",CARDIOLOGY - CARDIAC CATH LAB [0481],"1,185.00"
WAKE FOREST BAPTIST MEDICAL CENTER Davie,NONSELECT CATH RT HEART/MAIN PULMON ART,CARDIOLOGY - CARDIAC CATH LAB [0481],101
WAKE FOREST BAPTIST MEDICAL CENTER Davie,NON-SELECTIVE WOUND DEBRID W/O,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],62
WAKE FOREST BAPTIST MEDICAL CENTER Davie,NON-VASC BALLOON DILATN CATH,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],564.00
WAKE FOREST BAPTIST MEDICAL CENTER Davie,NONVASCULAR SHUNTOGRAM,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],79
WAKE FOREST BAPTIST MEDICAL CENTER Davie,NONVASCULAR SHUNTOGRAM,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],79
WAKE FOREST BAPTIST MEDICAL CENTER Davie,NONVASCULAR SHUNTOGRAM,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],79
WAKE FOREST BAPTIST MEDICAL CENTER Davie,NONVASCULAR SHUNTOGRAM,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],79
WAKE FOREST BAPTIST MEDICAL CENTER Davie,NORMAL SALINE UP TO 250ML,PHARMACY - EXTENSION OF 025X - DRUGS REQUIRING DETAILED CODING (A) [0636],34
WAKE FOREST BAPTIST MEDICAL CENTER Davie,NORTRIPTYLINE (AVENTYL),LABORATORY - CHEMISTRY [0301],52
WAKE FOREST BAPTIST MEDICAL CENTER Davie,NOTX - DEGLY RBC AUTO,"ADMINISTRATION, PROCESSING, AND STORAGE FOR BLOOD AND BLOOD COMPONENTS - ADMINISTRATION (E.G., TRANS [0391]",198
WAKE FOREST BAPTIST MEDICAL CENTER Davie,NOTX-AUTO PROCESS CHG,"ADMINISTRATION, PROCESSING, AND STORAGE FOR BLOOD AND BLOOD COMPONENTS - ADMINISTRATION (E.G., TRANS [0391]",67
WAKE FOREST BAPTIST MEDICAL CENTER Davie,NOTX-AUTO PROCESS CHG,"ADMINISTRATION, PROCESSING, AND STORAGE FOR BLOOD AND BLOOD COMPONENTS - ADMINISTRATION (E.G., TRANS [0391]",76
WAKE FOREST BAPTIST MEDICAL CENTER Davie,NOTX-RBC AUTO PROC,"ADMINISTRATION, PROCESSING, AND STORAGE FOR BLOOD AND BLOOD COMPONENTS - ADMINISTRATION (E.G., TRANS [0391]",144
WAKE FOREST BAPTIST MEDICAL CENTER Davie,NOTX-WHOLE BLD AUTO PROC,"ADMINISTRATION, PROCESSING, AND STORAGE FOR BLOOD AND BLOOD COMPONENTS - ADMINISTRATION (E.G., TRANS [0391]",186
WAKE FOREST BAPTIST MEDICAL CENTER Davie,"NOVIRUS, MOLECULAR DETECTION, PCR (SENDOUT",LABORATORY - BACTERIOLOGY AND MICROBIOLOGY [0306],67
WAKE FOREST BAPTIST MEDICAL CENTER Davie,NSHL PANEL 81252,LABORATORY - CHEMISTRY [0301],394.00
WAKE FOREST BAPTIST MEDICAL CENTER Davie,NSHL PANEL 81254,LABORATORY - CHEMISTRY [0301],394.00
WAKE FOREST BAPTIST MEDICAL CENTER Davie,NSHL PANEL 81405,LABORATORY - CHEMISTRY [0301],294
WAKE FOREST BAPTIST MEDICAL CENTER Davie,NSHL PANEL 81479,LABORATORY - CHEMISTRY [0301],79
WAKE FOREST BAPTIST MEDICAL CENTER Davie,N-Telopeptide Serum (NTX) (Beaker),LABORATORY - CHEMISTRY [0301],138
WAKE FOREST BAPTIST MEDICAL CENTER Davie,NTS/ETS,RESPIRATORY SERVICES - GENERAL CLASSIFICATION [0410],47
WAKE FOREST BAPTIST MEDICAL CENTER Davie,NUC MED REST/STRESS MUSC STUDY,NUCLEAR MEDICINE - GENERAL CLASSIFICATION [0340],375.00
WAKE FOREST BAPTIST MEDICAL CENTER Davie,NUC. MED. CYSTOGRAM,NUCLEAR MEDICINE - GENERAL CLASSIFICATION [0340],644.00
WAKE FOREST BAPTIST MEDICAL CENTER Davie,NUCLEATED CELL COUNT,LABORATORY - GENERAL CLASSIFICATION [0300],8
WAKE FOREST BAPTIST MEDICAL CENTER Davie,NUMED 30 X 3,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],375.00
WAKE FOREST BAPTIST MEDICAL CENTER Davie,NUMED CP STENT 1.6-3.4,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278],"6,017.00"
WAKE FOREST BAPTIST MEDICAL CENTER Davie,NUMED CP STENT 3.9-4.5,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278],"6,242.00"
WAKE FOREST BAPTIST MEDICAL CENTER Davie,NURSE VISIT,CLINIC - GENERAL CLASSIFICATION [0510],5
WAKE FOREST BAPTIST MEDICAL CENTER Davie,NURSEMAID ELBOW REDUCTION,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],89
WAKE FOREST BAPTIST MEDICAL CENTER Davie,NURSEMAID ELBOW REDUCTION,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],109
WAKE FOREST BAPTIST MEDICAL CENTER Davie,NURSEMAID ELBOW REDUCTION PBC,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],89
WAKE FOREST BAPTIST MEDICAL CENTER Davie,NYKANEN RF WIRE,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],"1,283.00"
WAKE FOREST BAPTIST MEDICAL CENTER Davie,O/P DIAB EDINDIVIDUAL-COVERED 30 MIN,OTHER THERAPEUTIC SERVICES - EDUCATION/TRAINING [0942],97
WAKE FOREST BAPTIST MEDICAL CENTER Davie,O/P DIABETIC ED - NONCOVERED 30 MIN,OTHER THERAPEUTIC SERVICES - EDUCATION/TRAINING [0942],120
WAKE FOREST BAPTIST MEDICAL CENTER Davie,O2 TRANSDUCER ADLT NELL CO,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],23
WAKE FOREST BAPTIST MEDICAL CENTER Davie,O2 TRANSDUCER NEO NELL COR,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],27
WAKE FOREST BAPTIST MEDICAL CENTER Davie,O2 TRANSDUCER PED NELL COR,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270],23
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OAE-OTOACCOUSTIC EMISSIONS PBC,AUDIOLOGY - GENERAL CLASSIFICATION [0470],76
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OAE-OTOACCOUSTIC EMISSIONS PBC,AUDIOLOGY - GENERAL CLASSIFICATION [0470],91
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OASIS TRI-LAYER WND MATRIX PER 1 SQ CM,PHARMACY - EXTENSION OF 025X - DRUGS REQUIRING DETAILED CODING (A) [0636],8
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OASIS WOUND MATRIX SKIN SUB,PHARMACY - EXTENSION OF 025X - DRUGS REQUIRING DETAILED CODING (A) [0636],9
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OB PELVIS COMPLETE,OTHER IMAGING SERVICES - ULTRASOUND [0402],174
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OB PELVIS COMPLETE,OTHER IMAGING SERVICES - ULTRASOUND [0402],208
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OB PELVIS LIMITED,OTHER IMAGING SERVICES - ULTRASOUND [0402],104
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OB PELVIS LIMITED PBC,OTHER IMAGING SERVICES - ULTRASOUND [0402],104
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OB PELVIS LIMITED PBC,OTHER IMAGING SERVICES - ULTRASOUND [0402],104
WAKE FOREST BAPTIST MEDICAL CENTER Davie,"OB US < 14WKS, ADDL FETUS",OTHER IMAGING SERVICES - ULTRASOUND [0402],94
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OB US >= 14 WKS ADDL FETUS,OTHER IMAGING SERVICES - ULTRASOUND [0402],135
WAKE FOREST BAPTIST MEDICAL CENTER Davie,"OB US >= 14WKS, ADDL FETUS PBC",OTHER IMAGING SERVICES - ULTRASOUND [0402],174
WAKE FOREST BAPTIST MEDICAL CENTER Davie,"OB US >= 14WKS, ADDL FETUS PBC",OTHER IMAGING SERVICES - ULTRASOUND [0402],208
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OB US DETAILED SINGLE FETUS PBC,OTHER IMAGING SERVICES - ULTRASOUND [0402],67
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OB US DETAILED SINGLE FETUS PBC,OTHER IMAGING SERVICES - ULTRASOUND [0402],261
WAKE FOREST BAPTIST MEDICAL CENTER Davie,"OB US NUCHAL MEAS, 1 GEST PBC",OTHER IMAGING SERVICES - ULTRASOUND [0402],89
WAKE FOREST BAPTIST MEDICAL CENTER Davie,"OB US NUCHAL MEAS, 1 GEST PBC",OTHER IMAGING SERVICES - ULTRASOUND [0402],89
WAKE FOREST BAPTIST MEDICAL CENTER Davie,"OB US NUCHAL MEAS, ADD-ON PBC",OTHER IMAGING SERVICES - ULTRASOUND [0402],59
WAKE FOREST BAPTIST MEDICAL CENTER Davie,"OB US NUCHAL MEAS, ADD-ON PBC",OTHER IMAGING SERVICES - ULTRASOUND [0402],59
WAKE FOREST BAPTIST MEDICAL CENTER Davie,"OB US, DETAILED ADDL FETUS PBC",OTHER IMAGING SERVICES - ULTRASOUND [0402],75
WAKE FOREST BAPTIST MEDICAL CENTER Davie,"OB US, DETAILED ADDL FETUS PBC",OTHER IMAGING SERVICES - ULTRASOUND [0402],292
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OBSERV EA ADD HR/INCREMENT REC,RECOVERY ROOM - GENERAL CLASSIFICATION [0710],5
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OBSERV EA ADD HR/INCREMENT REC,RECOVERY ROOM - GENERAL CLASSIFICATION [0710],8
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OBSERV EA ADD HR/INCREMENT REC,RECOVERY ROOM - GENERAL CLASSIFICATION [0710],20
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OBTAINING PAPANICOLAOU (PAP) PBC,LABORATORY PATHOLOGICAL - CYTOLOGY [0311],6
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OBTAINING PAPANICOLAOU (PAP) PBC,LABORATORY PATHOLOGICAL - CYTOLOGY [0311],6
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OCCIAN BACK,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270],104
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OCCLDR CARDIOVASC 7MM 18MM LTXFREE AMPLATZER NITINOL,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278],"7,749.00"
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OCCLDR CARDIOVASC CONE 8MM 12-10MM 18MM AMPLATZER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],"2,233.00"
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OCCLDR CARDIOVASCULAR 14MM TALENT ABDOMINAL AORTIC ANEURYSM,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],"3,259.00"
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OCCLDR CARDIOVASCULAR 18MM TALENT ABDOMINAL AORTIC ANEURYSM,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],"3,259.00"
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OCCLUDER DELIVERY CATHETER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270],771.00
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OCCLUSION/EMBOLIZ(EXTRA-CRANL) IN SUITE,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360],"1,270.00"
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OCCLUSION/EMBOLIZ(INTRA-CRNL) IN SUITE,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360],"1,359.00"
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OCCULT BLD IA SCREEN,LABORATORY - GENERAL CLASSIFICATION [0300],23
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OCCULT BLD IA SCREEN,LABORATORY - GENERAL CLASSIFICATION [0300],23
WAKE FOREST BAPTIST MEDICAL CENTER Davie,"OCCULT BLOOD, FECAL, IA (SENDOUT) (Beaker)",LABORATORY - GENERAL CLASSIFICATION [0300],23
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OCULAR IMPLANT (INTACS) PBC,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278],713.00
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OCULAR PHOTODYNAMIC THER PBC,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],175
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OCULAR RECONST TRANSPLANT PBC,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],"1,121.00"
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OCULAR RECONST TRANSPLANT PBC,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],"1,121.00"
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OFFICE/OUTPATIENT VISIT EST LVL 1,CLINIC - GENERAL CLASSIFICATION [0510],39
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OFFICE/OUTPATIENT VISIT EST LVL 1,CLINIC - GENERAL CLASSIFICATION [0510],39
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OFFICE/OUTPATIENT VISIT EST LVL 1 HAND CTR,CLINIC - GENERAL CLASSIFICATION [0510],39
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OFFICE/OUTPATIENT VISIT EST LVL 1 PBC,CLINIC - GENERAL CLASSIFICATION [0510],39
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OFFICE/OUTPATIENT VISIT EST LVL 1 PBC,CLINIC - GENERAL CLASSIFICATION [0510],39
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OFFICE/OUTPATIENT VISIT EST LVL 1 PBC,CLINIC - GENERAL CLASSIFICATION [0510],39
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OFFICE/OUTPATIENT VISIT EST LVL 2 HAND CTR,CLINIC - GENERAL CLASSIFICATION [0510],47
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OFFICE/OUTPATIENT VISIT EST LVL 2 PBC,CLINIC - GENERAL CLASSIFICATION [0510],47
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OFFICE/OUTPATIENT VISIT EST LVL 2 PBC,CLINIC - GENERAL CLASSIFICATION [0510],47
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OFFICE/OUTPATIENT VISIT EST LVL 2 PBC,CLINIC - GENERAL CLASSIFICATION [0510],47
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OFFICE/OUTPATIENT VISIT EST LVL 3 HAND CTR,CLINIC - GENERAL CLASSIFICATION [0510],55
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OFFICE/OUTPATIENT VISIT EST LVL 3 PBC,CLINIC - GENERAL CLASSIFICATION [0510],55
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OFFICE/OUTPATIENT VISIT EST LVL 3 PBC,CLINIC - GENERAL CLASSIFICATION [0510],55
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OFFICE/OUTPATIENT VISIT EST LVL 3 PBC,CLINIC - GENERAL CLASSIFICATION [0510],55
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OFFICE/OUTPATIENT VISIT EST LVL 4,CLINIC - GENERAL CLASSIFICATION [0510],63
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OFFICE/OUTPATIENT VISIT EST LVL 4,CLINIC - GENERAL CLASSIFICATION [0510],63
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OFFICE/OUTPATIENT VISIT EST LVL 4 HAND CTR,CLINIC - GENERAL CLASSIFICATION [0510],63
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OFFICE/OUTPATIENT VISIT EST LVL 4 PBC,CLINIC - GENERAL CLASSIFICATION [0510],63
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OFFICE/OUTPATIENT VISIT EST LVL 4 PBC,CLINIC - GENERAL CLASSIFICATION [0510],63
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OFFICE/OUTPATIENT VISIT EST LVL 4 PBC,CLINIC - GENERAL CLASSIFICATION [0510],63
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OFFICE/OUTPATIENT VISIT EST LVL 5,CLINIC - GENERAL CLASSIFICATION [0510],71
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OFFICE/OUTPATIENT VISIT EST LVL 5,CLINIC - GENERAL CLASSIFICATION [0510],71
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OFFICE/OUTPATIENT VISIT EST LVL 5 HAND CTR,CLINIC - GENERAL CLASSIFICATION [0510],71
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OFFICE/OUTPATIENT VISIT EST LVL 5 PBC,CLINIC - GENERAL CLASSIFICATION [0510],71
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OFFICE/OUTPATIENT VISIT EST LVL 5 PBC,CLINIC - GENERAL CLASSIFICATION [0510],71
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OFFICE/OUTPATIENT VISIT NEW LVL 1,CLINIC - GENERAL CLASSIFICATION [0510],47
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OFFICE/OUTPATIENT VISIT NEW LVL 1,CLINIC - GENERAL CLASSIFICATION [0510],47
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OFFICE/OUTPATIENT VISIT NEW LVL 1 HAND CTR,CLINIC - GENERAL CLASSIFICATION [0510],47
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OFFICE/OUTPATIENT VISIT NEW LVL 1 PBC,CLINIC - GENERAL CLASSIFICATION [0510],47
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OFFICE/OUTPATIENT VISIT NEW LVL 1 PBC,CLINIC - GENERAL CLASSIFICATION [0510],47
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OFFICE/OUTPATIENT VISIT NEW LVL 1 PBC,CLINIC - GENERAL CLASSIFICATION [0510],47
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OFFICE/OUTPATIENT VISIT NEW LVL 2,CLINIC - GENERAL CLASSIFICATION [0510],55
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OFFICE/OUTPATIENT VISIT NEW LVL 2,CLINIC - GENERAL CLASSIFICATION [0510],55
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OFFICE/OUTPATIENT VISIT NEW LVL 2 HAND CTR,CLINIC - GENERAL CLASSIFICATION [0510],55
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OFFICE/OUTPATIENT VISIT NEW LVL 2 PBC,CLINIC - GENERAL CLASSIFICATION [0510],55
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OFFICE/OUTPATIENT VISIT NEW LVL 2 PBC,CLINIC - GENERAL CLASSIFICATION [0510],55
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OFFICE/OUTPATIENT VISIT NEW LVL 2 PBC,CLINIC - GENERAL CLASSIFICATION [0510],55
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OFFICE/OUTPATIENT VISIT NEW LVL 3 HAND CTR,CLINIC - GENERAL CLASSIFICATION [0510],63
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OFFICE/OUTPATIENT VISIT NEW LVL 3 PBC,CLINIC - GENERAL CLASSIFICATION [0510],63
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OFFICE/OUTPATIENT VISIT NEW LVL 3 PBC,CLINIC - GENERAL CLASSIFICATION [0510],63
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OFFICE/OUTPATIENT VISIT NEW LVL 3 PBC,CLINIC - GENERAL CLASSIFICATION [0510],63
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OFFICE/OUTPATIENT VISIT NEW LVL 3 PBC,CLINIC - GENERAL CLASSIFICATION [0510],63
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OFFICE/OUTPATIENT VISIT NEW LVL 3 PBC,CLINIC - GENERAL CLASSIFICATION [0510],63
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OFFICE/OUTPATIENT VISIT NEW LVL 4,CLINIC - GENERAL CLASSIFICATION [0510],71
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OFFICE/OUTPATIENT VISIT NEW LVL 4,CLINIC - GENERAL CLASSIFICATION [0510],71
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OFFICE/OUTPATIENT VISIT NEW LVL 4 HAND CTR,CLINIC - GENERAL CLASSIFICATION [0510],71
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OFFICE/OUTPATIENT VISIT NEW LVL 4 PBC,CLINIC - GENERAL CLASSIFICATION [0510],71
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OFFICE/OUTPATIENT VISIT NEW LVL 4 PBC,CLINIC - GENERAL CLASSIFICATION [0510],71
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OFFICE/OUTPATIENT VISIT NEW LVL 4 PBC,CLINIC - GENERAL CLASSIFICATION [0510],71
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OFFICE/OUTPATIENT VISIT NEW LVL 4 PBC,CLINIC - GENERAL CLASSIFICATION [0510],71
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OFFICE/OUTPATIENT VISIT NEW LVL 4 PBC,CLINIC - GENERAL CLASSIFICATION [0510],71
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OFFICE/OUTPATIENT VISIT NEW LVL 5,CLINIC - GENERAL CLASSIFICATION [0510],79
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OFFICE/OUTPATIENT VISIT NEW LVL 5,CLINIC - GENERAL CLASSIFICATION [0510],79
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OFFICE/OUTPATIENT VISIT NEW LVL 5 HAND CTR,CLINIC - GENERAL CLASSIFICATION [0510],79
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OFFICE/OUTPATIENT VISIT NEW LVL 5 PBC,CLINIC - GENERAL CLASSIFICATION [0510],79
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OFFICE/OUTPATIENT VISIT NEW LVL 5 PBC,CLINIC - GENERAL CLASSIFICATION [0510],79
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OFFICE/OUTPATIENT VISIT NEW LVL 5 PBC,CLINIC - GENERAL CLASSIFICATION [0510],79
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OFFICE/OUTPATIENT VISIT NEW LVL 5 PBC,CLINIC - GENERAL CLASSIFICATION [0510],79
WAKE FOREST BAPTIST MEDICAL CENTER Davie,"Oligoclonal Bands, CSF (Beaker)",LABORATORY - CHEMISTRY [0301],22
WAKE FOREST BAPTIST MEDICAL CENTER Davie,Oligoclonal Bands-MS Profile (Beaker),LABORATORY - CHEMISTRY [0301],48
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OLIVER CLIP,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270],1
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OLYMPUS MINI PROBE,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270],311
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OMALIZUMAB 5MG IM,PHARMACY - EXTENSION OF 025X - DRUGS REQUIRING DETAILED CODING (A) [0636],15
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OMINPAQUE 240 50ML PER ML,PHARMACY - EXTENSION OF 025X - DRUGS REQUIRING DETAILED CODING (A) [0636],1
WAKE FOREST BAPTIST MEDICAL CENTER Davie,Omnilink Balloon Exp. Stent,MEDICAL/SURGICAL SUPPLIES AND DEVICES - OTHER IMPLANT [0278],"1,132.00"
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OMNIPAQUE 240 100ML PER ML,PHARMACY - EXTENSION OF 025X - DRUGS REQUIRING DETAILED CODING (A) [0636],1
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OMNIPAQUE 240 100ML PER ML,PHARMACY - EXTENSION OF 025X - DRUGS REQUIRING DETAILED CODING (A) [0636],1
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OMNIPAQUE 300 100ML PER ML,PHARMACY - EXTENSION OF 025X - DRUGS REQUIRING DETAILED CODING (A) [0636],1
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OMNIPAQUE 300 150ML PER ML,PHARMACY - EXTENSION OF 025X - DRUGS REQUIRING DETAILED CODING (A) [0636],1
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OMNIPAQUE 300 50ML PER ML,PHARMACY - EXTENSION OF 025X - DRUGS REQUIRING DETAILED CODING (A) [0636],1
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OMNIPAQUE 350 100ML PER ML,PHARMACY - EXTENSION OF 025X - DRUGS REQUIRING DETAILED CODING (A) [0636],1
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OMNIPAQUE 350 125ML PER ML,PHARMACY - EXTENSION OF 025X - DRUGS REQUIRING DETAILED CODING (A) [0636],1
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OMNIPAQUE 350 150ML PER ML,PHARMACY - EXTENSION OF 025X - DRUGS REQUIRING DETAILED CODING (A) [0636],1
WAKE FOREST BAPTIST MEDICAL CENTER Davie,OMNIPAQUE 350 200ML PER ML GL716 Q9967,PHARMACY - EXTENSION OF 025X - DRUGS REQUIRING DETAILED CODING (A) [0636],1
