"The University of Texas MD Anderson Cancer Center
Pharmacy Charge List",,,,
The pharmacy list below reflects the average charge per date of service from May 2018 to October 2018 is are subject to change.,,,,
875,,J2250,MIDAZOLAM 1 MG/ML INJECTION SOLUTION,$9
876,,J2250,MIDAZOLAM 5 MG/ML INJECTION SOLUTION,$8
877,,J2265,MINOCYCLINE 20 MG/ML INJECTION,"$1,048"
878,,J2270,MORPHINE (BULK) 100 % POWDER,$14
879,,J2270,MORPHINE (PF) 1 MG/ML INJECTION SOLUTION,$27
880,,J2270,MORPHINE 10 MG/ML INTRAVENOUS SOLUTION,$9
881,,J2270,MORPHINE 2 MG/ML (1 ML) IN 0.9 % SODIUM CHLORIDE INTRAVENOUS SYRINGE,$23
882,,J2270,MORPHINE 2 MG/ML INJ CONTAINER,$24
883,,J2270,MORPHINE 2 MG/ML INTRAVENOUS CARTRIDGE,$12
884,,J2274,MORPHINE 125 MG/25 ML IN 0.9 % SODIUM CHLORIDE PCA SYRINGE,$256
885,,J2278,ZICONOTIDE 100 MCG/ML INTRATHECAL SOLUTION,"$10,984"
886,,J2278,ZICONOTIDE 25 MCG/ML INTRATHECAL SOLUTION,"$11,845"
887,,J2280,MOXIFLOXACIN 400 MG/250 ML-SODIUM CHLORIDE(ISO) INTRAVENOUS PIGGYBACK,$109
888,,J2300,NALBUPHINE 10 MG/ML INJECTION SOLUTION,$9
889,,J2310,NALOXONE 0.4 MG/ML INJECTION SOLUTION,$50
890,,J2353,"OCTREOTIDE,MICROSPHERES 10 MG INTRAMUSCULAR KIT","$9,158"
891,,J2353,"OCTREOTIDE,MICROSPHERES ER 10 MG INTRAMUSCULAR SUSP, EXTENDED RELEASE","$9,158"
892,,J2353,"OCTREOTIDE,MICROSPHERES ER 20 MG INTRAMUSCULAR SUSP, EXTENDED RELEASE","$17,075"
893,,J2353,"OCTREOTIDE,MICROSPHERES ER 30 MG INTRAMUSCULAR SUSP, EXTENDED RELEASE","$17,967"
894,,J2354,OCTREOTIDE ACETATE 100 MCG/ML (1 ML) INJECTION SYRINGE,$29
895,,J2354,OCTREOTIDE ACETATE 100 MCG/ML INJECTION SOLUTION,$68
896,,J2354,OCTREOTIDE ACETATE 200 MCG/ML INJECTION SOLUTION,$72
897,,J2354,OCTREOTIDE ACETATE 50 MCG/ML INJECTION SOLUTION,$19
898,,J2354,OCTREOTIDE ACETATE 500 MCG/ML INJECTION SOLUTION,$96
899,,J2370,PHENYLEPHRINE 1 MG/10 ML (100 MCG/ML) IN 0.9 % SOD.CHLORIDE IV SYRINGE,$21
900,,J2370,PHENYLEPHRINE 10 MG/ML INJECTION SOLUTION,$26
901,,J2370,PHENYLEPHRINE 100 MCG/ML INJ CONTAINER,$21
902,,J2400,CHLOROPROCAINE (PF) 20 MG/ML (2 %) INJECTION SOLUTION,$72
903,,J2405,ONDANSETRON 2 MG/ML INJ CONTAINER,$23
904,,J2405,ONDANSETRON HCL (PF) 4 MG/2 ML INJECTION SOLUTION,$7
905,,J2405,ONDANSETRON HCL (PF) 4 MG/2 ML INJECTION SYRINGE,$9
906,,J2405,ONDANSETRON HCL 2 MG/ML INTRAVENOUS SOLUTION,$9
907,,J2405,ONDANSETRON IVPB 16 MG IN 50 ML NS (IP-CMPD),$75
908,,J2407,ORITAVANCIN INJ 10 MG/ML,"$9,565"
909,,J2425,PALIFERMIN INJ 5 MG/ML,"$10,612"
910,,J2430,PAMIDRONATE 90 MG/10 ML (9 MG/ML) INTRAVENOUS SOLUTION,$165
911,,J2440,PAPAVERINE 30 MG/ML INJECTION SOLUTION,$177
912,,J2469,PALONOSETRON 0.25 MG/5 ML INTRAVENOUS SOLUTION,"$1,028"
913,,J2501,PARICALCITOL 5 MCG/ML INTRAVENOUS SOLUTION,$800
914,,J2505,PEGFILGRASTIM 6 MG/0.6 ML (DELIVERABLE) WEARABLE SUBCUTANEOUS INJECTOR,"$18,303"
915,,J2505,PEGFILGRASTIM 6 MG/0.6 ML SUBCUTANEOUS SYRINGE,"$18,327"
916,,J2540,"PENICILLIN G POTASSIUM 1,000,000 UNITS/ML INJECTION",$600
917,,J2540,PENICILLIN G POTASSIUM 5 MILLION UNIT SOLUTION FOR INJECTION,$534
918,,J2543,PIPERACILLIN-TAZOBACTAM 2.25 GRAM INTRAVENOUS SOLUTION,$152
919,,J2543,PIPERACILLIN-TAZOBACTAM 3.375 GRAM INTRAVENOUS SOLUTION,$171
920,,J2543,PIPERACILLIN-TAZOBACTAM 4.5 GRAM INTRAVENOUS SOLUTION,$189
921,,J2550,PROMETHAZINE 25 MG/ML INJECTION SOLUTION,$7
922,,J2550,PROMETHAZINE IVPB 12.5 MG IN 25 ML NS (IP-CMPD),$88
923,,J2550,PROMETHAZINE IVPB 25 MG IN 25 ML NS (IP-CMPD),$80
924,,J2550,PROMETHAZINE IVPB 25 MG/ML (MAX CONC) (PEDI < 20.5 KG),$7
925,,J2550,PROMETHAZINE IVPB 6.25 MG IN 25 ML NS (IP-CMPD),$82
926,,J2562,PLERIXAFOR 24 MG/1.2 ML (20 MG/ML) SUBCUTANEOUS SOLUTION,"$18,455"
927,,J2704,PROPOFOL 10 MG/ML INTRAVENOUS EMULSION,$46
928,,J2710,NEOSTIGMINE METHYLSULFATE 1 MG/ML INTRAVENOUS SOLUTION,$194
929,,J2720,PROTAMINE 10 MG/ML INTRAVENOUS SOLUTION,$15
930,,J2760,PHENTOLAMINE 5 MG INJECTION SOLUTION,"$1,250"
931,,J2765,METOCLOPRAMIDE 5 MG/ML INJECTION SOLUTION,$12
932,,J2783,RASBURICASE 1.5 MG/ML INJ,"$5,316"
933,,J2785,REGADENOSON 0.4 MG/5 ML INTRAVENOUS SYRINGE,$703
934,,J2795,ROPIVACAINE (PF) 10 MG/ML (1 %) INJECTION SOLUTION,$65
935,,J2795,ROPIVACAINE (PF) 2 MG/ML (0.2 %) INJECTION SOLUTION,$182
936,,J2795,ROPIVACAINE (PF) 5 MG/ML (0.5 %) INJECTION SOLUTION,$79
937,,J2796,ROMIPLOSTIM SUBCUTANEOUS 500 MCG/ML INJ CONTAINER,"$7,125"
938,,J2800,METHOCARBAMOL 100 MG/ML INJECTION SOLUTION,$146
939,,J2820,SARGRAMOSTIM 250 MCG/ML INJECTION,"$1,574"
940,,J2860,SILTUXIMAB 20 MG/ML INJ CONTAINER,"$24,742"
941,,J2916,SODIUM FERRIC GLUCONATE COMPLEX IN SUCROSE 62.5 MG/5 ML INTRAVENOUS,$278
942,,J2920,METHYLPREDNISOLONE SOD SUCC (PF) 40 MG/ML SOLUTION FOR INJECTION,$30
943,,J2930,METHYLPREDNISOLONE 62.5 MG/ML INJ CONTAINER,$350
944,,J2930,METHYLPREDNISOLONE SOD SUCC (PF) 125 MG/2 ML SOLUTION FOR INJECTION,$32
945,,J2930,"METHYLPREDNISOLONE SODIUM SUCCINATE 1,000 MG INTRAVENOUS SOLUTION",$248
946,,J2930,METHYLPREDNISOLONE SODIUM SUCCINATE 125 MG SOLUTION FOR INJECTION,$40
947,,J2930,METHYLPREDNISOLONE SODIUM SUCCINATE 500 MG INTRAVENOUS SOLUTION,$220
948,,J2997,ALTEPLASE 2 MG INTRA-CATHETER SOLUTION,$606
949,,J2997,ALTEPLASE 50 MG INTRAVENOUS SOLUTION,"$13,993"
950,,J2997,ALTEPLASE IVPB 1 MG/ML,"$25,187"
951,,J3010,"FENTANYL (PF) 2,750 MCG/55 ML (50 MCG/ML) INTRAVENOUS PCA SYRINGE (PREMIX)",$209
952,,J3010,FENTANYL (PF) 50 MCG/ML INJ CONTAINER,$10
953,,J3010,FENTANYL (PF) 50 MCG/ML INJECTION SOLUTION,$12
954,,J3010,"FENTANYL INFUSION 2,000 MCG IN 100 ML NS (IP-CMPD)",$121
955,,J3030,SUMATRIPTAN 6 MG/0.5 ML SUBCUTANEOUS SOLUTION,$151
956,,J3121,TESTOSTERONE ENANTHATE 200 MG/ML INTRAMUSCULAR OIL,$39
957,,J3230,CHLORPROMAZINE 25 MG/ML INJECTION SOLUTION,$149
958,,J3240,THYROTROPIN ALFA 1.1 MG INTRAMUSCULAR SOLUTION,"$4,970"
959,,J3243,TIGECYCLINE 10 MG/ML INJ,"$2,255"
960,,J3262,TOCILIZUMAB 20 MG/ML INJ CONTAINER,"$6,074"
961,,J3300,TRIAMCINOLONE ACETONIDE (PF) 40 MG/ML INTRAOCULAR SUSPENSION,$585
962,,J3301,TRIAMCINOLONE ACETONIDE 10 MG/ML SUSPENSION FOR INJECTION,$11
963,,J3301,TRIAMCINOLONE ACETONIDE 40 MG/ML SUSPENSION FOR INJECTION,$54
964,,J3360,DIAZEPAM 5 MG/ML INJECTION SYRINGE,$26
965,,J3370,"VANCOMYCIN 1,000 MG INTRAVENOUS INJECTION",$138
966,,J3370,VANCOMYCIN 10 GRAM INTRAVENOUS SOLUTION,$34
967,,J3370,VANCOMYCIN 10 MG/ML IN NS 500 ML STOCK BAG (IP-CMPD),$73
968,,J3370,VANCOMYCIN 50 MG/ML INJ CONTAINER,$192
969,,J3370,VANCOMYCIN 750 MG INTRAVENOUS SOLUTION,$99
970,,J3370,"VANCOMYCIN IVPB 1,000 MG IN 250 ML NS (IP-CMPD)",$108
971,,J3370,"VANCOMYCIN IVPB 1,250 MG IN 250 ML NS (IP-CMPD)",$96
972,,J3370,"VANCOMYCIN IVPB 1,500 MG IN 250 ML NS (IP-CMPD)",$92
973,,J3380,VEDOLIZUMAB 60 MG/ML INTRAVENOUS SOLUTION,"$19,011"
974,,J3420,"CYANOCOBALAMIN (VIT B-12) 1,000 MCG/ML INJECTION SOLUTION",$30
975,,J3471,HYALURONIDASE (OVINE) 200 UNIT/ML INJECTION SOLUTION,$188
976,,J3475,MAGNESIUM SULFATE 2 GRAM/50 ML (4 %) IN WATER INTRAVENOUS PIGGYBACK,$73
977,,J3475,MAGNESIUM SULFATE 4 GRAM/100 ML (4 %) IN WATER INTRAVENOUS PIGGYBACK,$63
978,,J3475,MAGNESIUM SULFATE 4 MEQ/ML (50 %) INJECTION SOLUTION,$34
979,,J3480,POTASSIUM CHLORIDE 20 MEQ/50 ML IN STERILE WATER INTRAVENOUS PIGGYBACK,$86
980,,J3480,POTASSIUM CHLORIDE 20 MEQ/L IN 0.9 % SODIUM CHLORIDE INTRAVENOUS,$80
981,,J3480,POTASSIUM CHLORIDE 20 MEQ/L IN D5-0.9 % SODIUM CHLORIDE INTRAVENOUS,$84
982,,J3480,POTASSIUM CHLORIDE 20 MEQ/L IN DEXTROSE 5 %-0.45 % SODIUM CHLORIDE IV,$75
983,,J3480,POTASSIUM CHLORIDE 40 MEQ/100ML IN STERILE WATER INTRAVENOUS PIGGYBACK,$67
984,,J3480,POTASSIUM CHLORIDE 40 MEQ/L IN DEXTROSE 5 %-0.45 % SODIUM CHLORIDE IV,$70
985,,J3480,POTASSIUM CHLORIDE IVPB 20 MEQ IN 400 ML NS (IP-CMPD),$73
986,,J3489,ZOLEDRONIC ACID 4 MG/5 ML INTRAVENOUS SOLUTION,$594
987,,J3489,ZOLEDRONIC ACID 5 MG/100 ML IN MANNITOL 5 %-WATER INTRAVENOUS PIGGYBCK,$501
988,,J3490,AZTREONAM 1 GRAM SOLUTION FOR INJECTION,$168
989,,J3490,AZTREONAM 2 GRAM SOLUTION FOR INJECTION,$457
990,,J3490,BUMETANIDE 0.25 MG/ML INJECTION SOLUTION,$11
991,,J3490,BUPIVACAINE (PF) 0.25 % (2.5 MG/ML) INJECTION SOLUTION,$13
992,,J3490,BUPIVACAINE (PF) 0.75 % (7.5 MG/ML) INJECTION SOLUTION,$18
993,,J3490,BUPIVACAINE (PF) 0.75% INJ CONTAINER,$18
994,,J3490,BUPIVACAINE 0.5 % (5 MG/ML) INJECTION SOLUTION,$21
995,,J3490,CLINDAMYCIN 150 MG/ML INJECTION SOLUTION,$64
996,,J3490,CLINDAMYCIN 600 MG/50 ML IN 5 % DEXTROSE INTRAVENOUS PIGGYBACK,$86
997,,J3490,CLINDAMYCIN 900 MG/50 ML IN 5 % DEXTROSE INTRAVENOUS PIGGYBACK,$84
998,,J3490,DILTIAZEM 5 MG/ML INTRAVENOUS SOLUTION,$6
999,,J3490,ESMOLOL 100 MG/10 ML (10 MG/ML) INTRAVENOUS SOLUTION,$22
1000,,J3490,FAMOTIDINE (PF) 20 MG/2 ML INTRAVENOUS SOLUTION,$6
1001,,J3490,FAMOTIDINE 10 MG/ML INJ CONTAINER,$7
1002,,J3490,FLUMAZENIL 0.1 MG/ML INTRAVENOUS SOLUTION,$29
1003,,J3490,FOLIC ACID 5 MG/ML INJECTION SOLUTION,$77
1004,,J3490,GLYCOPYRROLATE 0.2 MG/ML INJ CONTAINER,$34
1005,,J3490,GLYCOPYRROLATE 0.2 MG/ML INJECTION SOLUTION,$42
1006,,J3490,LABETALOL 20 MG/4 ML (5 MG/ML) INTRAVENOUS SYRINGE,$11
1007,,J3490,LABETALOL 5 MG/ML INTRAVENOUS SOLUTION,$23
1008,,J3490,METOPROLOL TARTRATE 5 MG/5 ML INTRAVENOUS SOLUTION,$11
1009,,J3490,METRONIDAZOLE 500 MG/100 ML-SODIUM CHLORIDE(ISO) INTRAVENOUS PIGGYBACK,$75
1010,,J3490,NITROGLYCERIN 25 MG/250 ML (100 MCG/ML) IN 5 % DEXTROSE  INTRAVENOUS,$90
1011,,J3490,NITROGLYCERIN 25 MG/250 ML (100 MCG/ML) IN 5 % DEXTROSE BOLUS (IR OSM),$75
1012,,J3490,RIFAMPIN 60 MG/ML INJ,$350
1013,,J7030,SODIUM CHLORIDE 0.9 % INTRAVENOUS SOLUTION,$77
1014,,J7030,SODIUM CHLORIDE 0.9% (NON-PVC) INTRAVENOUS SOLUTION,$70
1015,,J7040,SODIUM CHLORIDE 0.9 % INTRAVENOUS SOLUTION,$81
1016,,J7040,SODIUM CHLORIDE 0.9% (NON-PVC) (BLINATUMOMAB) IV SOLN,$66
1017,,J7040,SODIUM CHLORIDE 0.9% (NON-PVC) INTRAVENOUS SOLUTION,$66
1018,,J7040,SODIUM CHLORIDE 0.9% INTRAPERITONEAL SOLN,$66
1019,,J7042,DEXTROSE 5 % AND 0.9 % SODIUM CHLORIDE INTRAVENOUS SOLUTION,$107
1020,,J7050,BLINATUMOMAB IV STABILIZER IN 270 ML SODIUM CHLORIDE 0.9% NS (NON-PVC) (IP-CMPD),$67
1021,,J7050,SODIUM CHLORIDE 0.9 % INTRAVENOUS PIGGYBACK,$413
1022,,J7050,SODIUM CHLORIDE 0.9 % INTRAVENOUS SOLUTION,$78
1023,,J7050,SODIUM CHLORIDE 0.9% (NON-PVC) (BLINATUMOMAB) IV SOLN,$66
1024,,J7050,SODIUM CHLORIDE 0.9% (NON-PVC) INTRAVENOUS SOLUTION,$121
1025,,J7060,DEXTROSE 5 % IN WATER (D5W) INTRAVENOUS SOLUTION,$76
1026,,J7060,DEXTROSE 5 % IV BOLUS,$138
1027,,J7060,DEXTROSE 5% (NON-PVC) INTRAVENOUS SOLUTION,$66
1028,,J7060,DEXTROSE 5% IV FLUSH,$95
1029,,J7060,DEXTROSE 5% IV FLUSH (2017-0614),$66
1030,,J7060,DEXTROSE 5% IV FLUSH (2017-0855),$126
1031,,J7070,DEXTROSE 5 % IN WATER (D5W) INTRAVENOUS SOLUTION,$88
1032,,J7070,DEXTROSE 5 % IV BOLUS,$70
1033,,J7070,DEXTROSE 5% (NON-PVC) INTRAVENOUS SOLUTION,$116
1034,,J7070,DEXTROSE 5% IV FLUSH (2017-0855),$139
1035,,J7120,LACTATED RINGERS (NON-PVC) INTRAVENOUS SOLUTION,$70
1036,,J7120,LACTATED RINGERS FLUSH,$93
1037,,J7120,LACTATED RINGERS INTRAVENOUS SOLUTION,$77
1038,,J7120,LACTATED RINGERS IV BOLUS,$77
1039,,J7121,DEXTROSE 5 % AND LACTATED RINGERS INTRAVENOUS SOLUTION,$107
1040,,J7131,SODIUM CHLORIDE 4 MEQ/ML INTRAVENOUS SOLUTION,$20
1041,,J7189,COAGULATION FACTOR VIIA 1 MG/ML INJ CONTAINER,"$13,738"
1042,,J7192,"ANTIHEMOPHILIC FACTOR (RECOMB) 1,500 (+/-) UNIT INTRAVENOUS SOLUTION","$15,073"
1043,,J7192,"ANTIHEMOPHILIC FACTOR (RECOMB) 2,000 (+/-) UNIT INTRAVENOUS SOLUTION","$22,761"
1044,,J7300,COPPER 380 SQUARE MM INTRAUTERINE DEVICE,"$2,571"
1045,,J7301,LEVONORGESTREL 14 MCG/24 HOUR (3 YEARS) INTRAUTERINE DEVICE,"$2,225"
1046,,J7308,AMINOLEVULINIC ACID HCL 20 % TOPICAL SOLUTION,"$1,830"
1047,,J7312,DEXAMETHASONE 0.7 MG INTRAVITREAL IMPLANT,"$7,838"
1048,,J7325,HYLAN G-F 20 16 MG/2 ML INTRA-ARTICULAR SYRINGE,"$1,468"
1049,,J7325,HYLAN G-F 20 48 MG/6 ML INTRA-ARTICULAR SYRINGE,"$4,663"
1050,,J7500,AZATHIOPRINE 50 MG TABLET,$3
1051,,J7507,TACROLIMUS 0.5 MG CAPSULE,$10
1052,,J7507,TACROLIMUS 1 MG CAPSULE,$13
1053,,J7507,TACROLIMUS ORAL SUSPENSION 0.5 MG/ML (IP-CMPD),$36
1054,,J7509,METHYLPREDNISOLONE 16 MG TABLET,$14
1055,,J7509,METHYLPREDNISOLONE 4 MG TABLET,$5
1056,,J7510,PREDNISOLONE 5 MG TABLET,$93
1057,,J7512,PREDNISONE 1 MG TABLET,$3
1058,,J7512,PREDNISONE 10 MG TABLET,$2
1059,,J7512,PREDNISONE 2.5 MG TABLET,$2
1060,,J7512,PREDNISONE 20 MG TABLET,$2
1061,,J7512,PREDNISONE 5 MG TABLET,$2
1062,,J7512,PREDNISONE 50 MG TABLET,$3
1063,,J7515,CYCLOSPORINE 25 MG CAPSULE,$53
1064,,J7517,MYCOPHENOLATE MOFETIL 250 MG CAPSULE,$84
1065,,J7520,SIROLIMUS 1 MG TABLET,$72
1066,,J7520,SIROLIMUS 1 MG/ML ORAL SOLUTION,$13
1067,,J7699,HC NITRIC OXIDE/HOUR INOMAX,$598
1068,,J8501,APREPITANT 125 MG (25 MG/ML FINAL CONCENTRATION) ORAL SUSPENSION,$440
1069,,J8501,APREPITANT 125 MG CAPSULE,$810
1070,,J8501,APREPITANT 40 MG CAPSULE,$303
1071,,J8501,APREPITANT 80 MG CAPSULE,$541
1072,,J8540,DEXAMETHASONE 0.5 MG TABLET,$2
1073,,J8540,DEXAMETHASONE 0.5 MG/5 ML ORAL ELIXIR,$26
1074,,J8540,DEXAMETHASONE 1 MG TABLET,$2
1075,,J8540,DEXAMETHASONE 1 MG/ML DROPS (CONCENTRATE),$59
1076,,J8540,DEXAMETHASONE 2 MG TABLET,$3
1077,,J8540,DEXAMETHASONE 4 MG TABLET,$21
1078,,J8700,TEMOZOLOMIDE 100 MG CAPSULE,$343
1079,,J8700,TEMOZOLOMIDE 140 MG CAPSULE,$424
1080,,J8700,TEMOZOLOMIDE 20 MG CAPSULE,$114
1081,,J8700,TEMOZOLOMIDE 5 MG CAPSULE,$61
1082,,J8700,TEMOZOLOMIDE ORAL SUSPENSION 10 MG/ML (IP-CMPD),$584
1083,,J8999,LOMUSTINE 40 MG CAPSULE,"$2,123"
1084,,J9000,DOXORUBICIN 2 MG/ML INJ CONTAINER,$227
1085,,J9000,DOXORUBICIN 50 MG/2 ML INJ (LC BEADS),$976
1086,,J9000,DOXORUBICIN 50 MG/2.5 ML INJ (ONCOZENE BEADS),"$2,390"
1087,,J9000,DOXORUBICIN INJ 50 MG/1.5 ML (TACE),"$2,509"
1088,,J9015,ALDESLEUKIN INTRATHECAL INJ 4.58 MILLION UNITS/ML,$341
1089,,J9017,ARSENIC TRIOXIDE 2 MG/ML INTRAVENOUS SOLUTION,"$3,262"
1090,,J9019,"ASPARAGINASE ERWINIA INJ 10,000 UNITS/ML","$58,249"
1091,,J9022,"ATEZOLIZUMAB 1,200 MG/20 ML (60 MG/ML) INTRAVENOUS SOLUTION","$28,086"
1092,,J9023,AVELUMAB 20 MG/ML INTRAVENOUS SOLUTION,"$21,238"
1093,,J9025,AZACITIDINE INJECTION 10 MG/ML,"$1,843"
1094,,J9025,AZACITIDINE SUBCUTANEOUS SOLUTION 25 MG/ML,"$1,180"
1095,,J9027,CLOFARABINE 20 MG/20 ML INTRAVENOUS SOLUTION,"$10,871"
1096,,J9031,BCG LIVE 50 MG INTRAVESICAL SUSPENSION,$500
1097,,J9031,BCG LIVE INTRAVESICAL 17 MG IN 50 ML NS (IP-CMPD),$269
1098,,J9031,BCG LIVE INTRAVESICAL 50 MG IN 50 ML NS (IP-CMPD),$567
1099,,J9031,BCG LIVE INTRAVESICAL SOLN 50 MG/ML,$531
1100,,J9034,BENDAMUSTINE 25 MG/ML INTRAVENOUS SOLUTION,"$13,015"
1101,,J9035,BEVACIZUMAB 25 MG/ML INTRAVENOUS SOLUTION,"$16,201"
1102,,J9039,BLINATUMOMAB 12.5 MCG/ML CONTAINER,"$17,033"
1103,,J9040,BLEOMYCIN 15 UNIT SOLUTION FOR INJECTION,$324
1104,,J9040,BLEOMYCIN 3 UNITS/ML INJ CONTAINER,$325
1105,,J9040,BLEOMYCIN 30 UNIT SOLUTION FOR INJECTION,$290
1106,,J9040,BLEOMYCIN 6 UNITS/ML SCLEROTHERAPY INJ CONTAINER,$127
1107,,J9041,BORTEZOMIB IV INJ 1 MG/ML INJECTION,"$3,797"
1108,,J9041,BORTEZOMIB SUBCUTANEOUS INJ 2.5 MG/ML,"$3,461"
1109,,J9042,BRENTUXIMAB VEDOTIN INJ 5 MG/ML,"$46,526"
1110,,J9043,CABAZITAXEL 10 MG/ML (FIRST DILUTION) INTRAVENOUS SOLUTION,"$25,132"
1111,,J9045,CARBOPLATIN 10 MG/ML INTRAVENOUS SOLUTION,$307
1112,,J9045,CARBOPLATIN IVPB 4 MG/ML IN 250 ML (DESENSITIZATION STOCK SOLN),$483
1113,,J9047,CARFILZOMIB 2 MG/ML INJ CONTAINER,"$7,455"
1114,,J9055,CETUXIMAB 2 MG/ML INJ CONTAINER,"$13,729"
1115,,J9060,CISPLATIN 1 MG/ML INTRAVENOUS SOLUTION,$169
1116,,J9060,CISPLATIN INTRAPLEURAL INJECTION 1 MG/ML,$49
1117,,J9060,CISPLATIN IVPB 0.4 MG/ML IN 250 ML NS (DESENSITIZATION STOCK SOLN),$274
1118,,J9065,CLADRIBINE 10 MG/10 ML INTRAVENOUS SOLUTION,"$1,286"
1119,,J9070,CYCLOPHOSPHAMIDE 20 MG/ML INJ CONTAINER,"$2,426"
1120,,J9100,CYTARABINE (PF) 2 GRAM/20 ML (100 MG/ML) INJECTION SOLUTION,$84
1121,,J9100,CYTARABINE (PF) 2 GRAM/20 ML (100 MG/ML) IV INJECTION SOLUTION,$24
1122,,J9120,DACTINOMYCIN 500 MCG/ML INJ,"$9,759"
1123,,J9130,DACARBAZINE 10 MG/ML INJ CONTAINER,$255
1124,,J9145,DARATUMUMAB 20 MG/ML INTRAVENOUS SOLUTION,"$20,816"
1125,,J9150,DAUNORUBICIN 5 MG/ML INTRAVENOUS SOLUTION,$877
1126,,J9155,DEGARELIX 20 MG/ML SQ INJ,"$1,443"
1127,,J9155,DEGARELIX 40 MG/ML SQ INJ,"$4,847"
1128,,J9171,DOCETAXEL 20 MG/ML INJ CONTAINER,"$4,527"
1129,,J9171,DOCETAXEL IVPB 0.9 MG/ML IN 250 ML NS (DESENSITIZATION STOCK SOLN),"$5,224"
1130,,J9176,ELOTUZUMAB 25 MG/ML INJ CONTAINER,"$17,021"
1131,,J9178,EPIRUBICIN 2 MG/ML INJ CONTAINER,$353
1132,,J9179,ERIBULIN 1 MG/2 ML (0.5 MG/ML) INTRAVENOUS SOLUTION,"$7,762"
1133,,J9181,ETOPOSIDE 20 MG/ML INTRAVENOUS SOLUTION,$126
1134,,J9185,FLUDARABINE 25 MG/ML INJ,$441
1135,,J9190,FLUOROURACIL 50 MG/ML INJ CONTAINER,$182
1136,,J9190,FLUOROURACIL INTRALESIONAL 50 MG/ML INJ CONTAINER,$7
1137,,J9201,GEMCITABINE 38 MG/ML INJ CONTAINER,$642
1138,,J9202,GOSERELIN 10.8 MG SUBCUTANEOUS IMPLANT,"$3,115"
1139,,J9202,GOSERELIN 3.6 MG SUBCUTANEOUS IMPLANT,"$1,038"
1140,,J9203,GEMTUZUMAB OZOGAMICIN INJECTION 1 MG/ML,"$28,143"
1141,,J9205,IRINOTECAN LIPOSOMAL 4.3 MG/ML INTRAVENOUS,"$16,044"
1142,,J9206,IRINOTECAN 100 MG/5 ML INTRAVENOUS SOLUTION,$351
1143,,J9207,IXABEPILONE 2 MG/ML INJ CONTAINER,"$15,390"
1144,,J9208,IFOSFAMIDE 50 MG/ML INJ CONTAINER,$559
1145,,J9209,MESNA 100 MG/ML INTRAVENOUS SOLUTION,$243
1146,,J9211,IDARUBICIN 1 MG/ML INTRAVENOUS SOLUTION,$534
1147,,J9214,INTERFERON ALFA-2B 10 MILLION UNIT/ML INJ CONTAINER,$756
1148,,J9214,INTERFERON ALFA-2B 50 MILLION UNIT (1 ML) SOLUTION FOR INJECTION,"$3,816"
1149,,J9216,INTERFERON GAMMA-1B 100 MCG (2 MILLION UNIT)/0.5 ML SUBCUTANEOUS SOLN,"$11,647"
1150,,J9217,LEUPROLIDE (6 MONTH) 45 MG INTRAMUSCULAR SYRINGE KIT,"$15,023"
1151,,J9217,LEUPROLIDE 22.5 MG (3 MONTH) INTRAMUSCULAR SYRINGE KIT,"$7,518"
1152,,J9217,LEUPROLIDE 30 MG (4 MONTH) INTRAMUSCULAR SYRINGE KIT,"$10,059"
1153,,J9217,LEUPROLIDE 7.5 MG INTRAMUSCULAR SYRINGE KIT,"$2,504"
1154,,J9218,LEUPROLIDE 1 MG/0.2 ML SUBCUTANEOUS SOLUTION,$87
1155,,J9226,HISTRELIN 50 MG (65 MCG/DAY) IMPLANT KIT,"$90,879"
1156,,J9228,IPILIMUMAB 5 MG/ML INJ CONTAINER,"$84,514"
1157,,J9228,IPILIMUMAB 5 MG/ML INJ CONTAINER (S1404),"$447,451"
1158,,J9245,MELPHALAN INJ 5 MG/ML,"$41,263"
1159,,J9250,METHOTREXATE 25 MG/ML INJECTION,$38
1160,,J9260,METHOTREXATE SODIUM (PF) 25 MG/ML INJECTION SOLUTION,$9
1161,,J9260,METHOTREXATE SODIUM 25 MG/ML INJ CONTAINER,$484
1162,,J9261,NELARABINE 250 MG/50 ML INTRAVENOUS SOLUTION,"$11,977"
1163,,J9262,OMACETAXINE SUBCUTANEOUS CHEMO INJECTION 3.5 MG/ML,"$26,333"
1164,,J9263,OXALIPLATIN 5 MG/ML INJ CONTAINER,"$1,522"
1165,,J9263,OXALIPLATIN IVPB 0.5 MG/ML IN 500 ML D5W (DESENSITIZATION STOCK SOLN),$994
1166,,J9264,PACLITAXEL-PROTEIN BOUND IVPB 5 MG/ML,"$8,795"
1167,,J9266,PEGASPARGASE 750 UNIT/ML INJECTION SOLUTION,"$33,684"
1168,,J9267,"PACLITAXEL 6 MG/ML CONCENTRATE,INTRAVENOUS",$307
1169,,J9267,PACLITAXEL IVPB 1.2 MG/ML IN 500 ML NS (DESENSITIZATION STOCK SOLN),$260
1170,,J9268,PENTOSTATIN IVPB 2 MG/ML (MAX CONC),"$5,995"
1171,,J9271,PEMBROLIZUMAB 25 MG/ML INJ CONTAINER,"$29,053"
1172,,J9280,MITOMYCIN 0.5 MG/ML INJ CONTAINER,"$1,921"
1173,,J9280,MITOMYCIN 1 MG/ML INTRAVESICULAR CONTAINER,$263
1174,,J9280,MITOMYCIN 2 MG/ML INTRAVESICULAR CONTAINER,"$4,019"
