Description,Price,
SHELL TRIDENT SOLID BACK HA64H,6241.95,
SHELL TRIDENT SOLID BACK HA66H,6241.95,
SHELL TRIDENT SOLID BACK HA68I,6241.95,
SHELL TRIDENT SOLID BACK HA70I,6241.95,
SHELL TRIDENT SOLID BACK HA72J,6241.95,
SHELL TRIDENT SOLID BACK HA74J,6241.95,
SHELL TRIDENT SOLID BACK HA76K,6435.00,
SHELL TRIDENT SOLID BACK HA78K,6435.00,
SHELL TRIDENT SOLID BACK HA80L,6435.00,
SHELL TRIDENT SOLID BACK HA82L,6435.00,
SHELL TRIDENT SOLIDBACK  HA42A,6241.95,
SHELL TRIDENT SOLIDBACK  HA44B,6241.95,
SHELL UNIV BIPOLAR 46MM OD,6993.68,
SHIDI JAM 5IN,306.00,
SHIELD EYE SCLERA SMALL,336.60,
SHIELD INTERVENTIONAL RADPAD,263.93,
SHIELD LEAD 24X48IN MOBILE PORTA-SHIELD,3098.25,
SHIELD MEDIUM 22X21MM WHITE BILATERAL AUTOCLAVABLE,765.00,
SHIELD OPTILUX LIGHT,430.24,
SHIELD SMALL 21X18MM WHITE BILATERAL AUTOCLAVABLE,765.00,
SHIELD SPLASH GOTLESMAN,172.51,
SHIFTER HALF 23X31X0.08IN ALISLIDE,1086.30,
SHIM DISC,2047.50,
SHIM DISC ALUMINUM,2047.50,
SHIM DISC STAINLESS STEEL,2047.50,
SHIM LENGTHENING,2047.50,
SHIM WIDENING,2047.50,
SHOE ORTHO-WEDGE X-LARGE DARCO,201.58,
SHOE ROCKER LARGE 180X210MM GRADUAL CORRECTION HOF,5270.00,
SHOE SURGICAL,382.50,
SHOULDER CANNULA 5.5MM SET,178.50,
SHOULDER GLENOID ANCHOR 52MM,7885.80,
SHOULDER GLENOID PEG 44MM,7885.80,
SHOULDER INSTRUMENT TRAY,1912.50,
SHOULDER ORTHOSIS LERMAN,3626.10,
SHOULDER STABILIZATION KIT SPIDER 2,513.32,
SHOULDER STABILIZER KIT,474.30,
SHOULDER SUSPENSION SET DYONIC,494.70,
SHOULDER WRAP COLD THERAPY,198.52,
SHUNT CAROTID T INAHA 9FR 12IN,4054.50,
SHUNT DENVER LOW FLOW,7599.15,
SHUNT DENVER STD FLOW,6429.15,
SHUNT DENVER STD FLOW SNG/VALV,6429.15,
SHUNT DOPPLER CAROTID 9FR DUAL BALL T PORT,1901.25,
SHUNT PLURAL INFUSION,6435.00,
SHUNT SUNDT 3.5X5MM EXT CAROTI,2815.96,
SHUNT SUNDT 3.5X5MM NEURO,2057.74,
SHUNT SUNDT 3X4M 10CM LG NEURO,2057.74,
SHUNT SUNDT 3X5MM (30 CM LONG),2057.74,
SHUNT SUNDT 4X5MM PERITONEAL,2057.74,
SHUTTLE SUTURE 90-DEG AND UPW/CHIA IDEAL,1614.15,
SIDE LEG SUPPORT SALVATION,4896.00,
SIDE RAIL ADAPTER,2754.00,
SIDEPLATE OMEGA 130DEG 10SLOT,4479.35,
SIDEPLATE OMEGA 130DEG 12SLOT,4479.35,
SIDEPLATE OMEGA 130DEG 2 SLOT,3646.60,
SIDEPLATE OMEGA 130DEG 3 SLOT,3646.60,
SIDEPLATE OMEGA 130DEG 4 SLOT,3646.60,
SIDEPLATE OMEGA 130DEG 6 SLOT,3646.60,
SIDEPLATE OMEGA 135DEG 10SLOT,4479.35,
SIDEPLATE OMEGA 135DEG 12SLOT,4479.35,
SIDEPLATE OMEGA 135DEG 2 SLOT,3646.60,
SIDEPLATE OMEGA 135DEG 3 SLOT,3646.60,
SIDEPLATE OMEGA 135DEG 4 SLOT,3646.60,
SIDEPLATE OMEGA 135DEG 6 SLOT,3646.60,
SIDEPLATE OMEGA 135DEG 8 SLOT,4479.35,
SIDEPLATE OMEGA 140DEG 10SL0T,4479.35,
SIDEPLATE OMEGA 140DEG 12SLOT,4479.35,
SIDEPLATE OMEGA 140DEG 2 SLOT,3646.60,
SIDEPLATE OMEGA 140DEG 3 SLOT,3646.60,
SIDEPLATE OMEGA 140DEG 4 SLOT,3646.60,
SIDEPLATE OMEGA 140DEG 6 SLOT,3646.60,
SIDEPLATE OMEGA 145DEG 10SLOT,4479.35,
SIDEPLATE OMEGA 145DEG 12SLOT,4479.35,
SIDEPLATE OMEGA 145DEG 2 SLOT,3646.60,
SIDEPLATE OMEGA 145DEG 3 SLOT,3646.60,
SIDEPLATE OMEGA 145DEG 4 SLOT,3646.60,
SIDEPLATE OMEGA 145DEG 5 SLOT,3619.98,
SIDEPLATE OMEGA 145DEG 6 SLOT,3619.98,
SIDEPLATE OMEGA 150DEG 10SLOT,4464.14,
SIDEPLATE OMEGA 150DEG 12SLOT,4479.35,
SIDEPLATE OMEGA 150DEG 2 SLOT,3646.60,
SIDEPLATE OMEGA 150DEG 3 SLOT,3646.60,
SIDEPLATE OMEGA 150DEG 4SL STD,3646.60,
SIDEPLATE OMEGA 150DEG 5 SLOT,3646.60,
SIDEPLATE OMEGA 150DEG 6 SLOT,3646.60,
SIDEPLATE OMEGA 150DEG 8 SLOT,4479.35,
SIDEPLATE OMEGA 98DEG 10 SLOT,6544.10,
SIDEPLATE OMEGA 98DEG 6 SLOT,6544.10,
SIDEPLATE OMEGA 98DEG 8 SLOT,6544.10,
sildenafil (antihypertensive) 20 mg tablet 90 each Bottle,194.43,
SILVASORB,229.50,
silver nitrate applicators 75-25 % stick 100 each Packet,5.88,
silver sulfadiazine 1 % cream 25 g Tube,3.53,
silver sulfadiazine 1 % cream 400 g Jar,629.86,
silver sulfadiazine 1 % cream 50 g Jar,2.94,
silver sulfadiazine 1 % cream 50 g Tube,146.77,
SILVERHAWK PERI CATH LS,10530.00,
SILVERHAWK PERI CATH LX,10530.00,
SILVERHAWK PERI CATH MS,10530.00,
"simethicone 40 mg/0.6 mL drops,suspension 30 mL DROP BTL",18.08,
"simethicone 80 mg tablet,chewable 100 each BLIST PACK",0.87,
"simethicone 80 mg tablet,chewable 100 each Bottle",0.18,
simple syrup syrup 480 mL Bottle,158.63,
SIMPULSE IRRIGATOR S W/SH TIP,238.68,
SIMPULSE IRRIGATOR W/SHIELD KT,201.58,
SIMPULSE IRRIGATOR W/SPSH SHLD,243.27,
SIMPULSE SOLO IRRIGATOR,225.68,
sincalide per 5 mcg,827.42,
SINGLE LUMEN PRO LINE BASIC 5FRX60CM,1374.75,
SINGLE LUMEN PRO LINE BASIC 6FRX60CM,1797.75,
SINGLE-LEVEL 28MM,4387.50,
SINUPLASTY FRONTAL 5X16 MM BALLOON SYSTEM,6532.50,
SINUPLASTY FRONTAL 6X16MM BALLOON SYSTEM,6532.50,
SINUPLASTY MAXILLARY 5X16MM BALLOON SYSTEM,6532.50,
SINUPLASTY MAXILLARY 6X16MM BALLOON SYSTEM,6532.50,
SINUS ILLUMINATION SYS 100CM RELIEVA LUMA,3281.85,
sirolimus per 1 mg,142.10,
SITagliptin 100 mg tablet 1 each BLIST PACK,34.80,
SITagliptin 25 mg tablet 1 each BLIST PACK,139.19,
SIZER 700+140CC STERILE SMOOTH ROUND SALINE MODERA,306.00,
SIZER 720CC MAX-FILL ROUND MODERATE-PLUS PROFILE,306.00,
SIZER GEL 125CC RESTERILIZABLE SILTEX,1721.25,
SIZER GEL 175CC RESTERILIZABLE MODERATE PLUS-PROFI,1721.25,
SIZER GEL 225CC  RESTERILIZABLE SILTEX,1721.25,
SIZER GEL 225CC RESTERILIZABLE MEDIUM-HEIGHT HIGH-PROFILE COHESIVE III,2295.00,
SIZER GEL 250CC HIGH-PROFILE RESTERILIZABLE,1606.50,
SIZER GEL 260CC RESTERILIZABLE MEDIUM-HEIGHT HIGH-PROFILE COHESIVE III,2295.00,
SIZER GEL 300CC RESTERILIZABLE MEDIUM-HEIGHT HIGH-PROFILE COHESIVE III,2295.00,
SIZER GEL 325CC HIGH-PROFILE RESTERILIZABLE,1606.50,
SIZER GEL 340CC RESTERILIZABLE MEMORYGEL,1721.25,
SIZER GEL 345CC RESTERILIZABLE MEDIUM-HEIGHT HIGH-PROFILE COHESIVE III,2295.00,
SIZER GEL 385CC RESTERILIZABLE MEMORYGEL,1721.25,
SIZER GEL 390CC RESTERILIZABLE CPG COHESIVE III,2295.00,
SIZER GEL 440CC MEDIUM HEIGHT HIGH PLUS-PROFILE CO,2295.00,
SIZER GEL 475CC HIGH-PROFILE,1721.25,
SIZER GEL 495CC MEDIUM-HEIGHT HIGH-PROFILE MEMORYS,2295.00,
SIZER GEL 555CC MEDIUM-HEIGHT HIGH-PROFILE MEMORYS,2295.00,
SIZER GEL 620CC MEDIUM-HEIGHT HIGH-PROFILE MEMORYS,1721.25,
SIZER GEL 685CC RESTERILIZABLE MEDIUM-HEIGHT HIGH-PROFILE COHESIVE III,2295.00,
SIZER MAM 150-170CC SALINE LOW PROFILE,267.75,
SIZER MAM 175-195CC SALINE LOW PROFILE,267.75,
SIZER MAM 200-220CC IMPLANT SALINE HI PROF,267.75,
SIZER MAM 200-220CC SALINE LOW PROFILE,267.75,
SIZER MAM 225-245CC SALINE LOW PROFILE,267.75,
SIZER MAM 240CC,267.75,
SIZER MAM 270CC,267.75,
SIZER MAM 275-295CC SALINE LOW PROFILE,267.75,
SIZER MAM 280-300CC IMPLANT SALINE HI PROF,267.75,
SIZER MAM 300-320CC SALINE LOW PROFILE,267.75,
SIZER MAM 300CC,267.75,
SIZER MAM 320-340CC IMPLANT SALINE HI PROF,267.75,
SIZER MAM 325-345CC SALINE LOW PROF,267.75,
SIZER MAM 330-360CC SALINE SMOOTH-ROUND MODERATE-PROFI,267.75,
SIZER MAM 350-370CC SALINE LOW PROFILE,267.75,
SIZER MAM 350-380CC IMPLANT SALINE HI PROF,267.75,
SIZER MAM 360-380CC ROUND,6120.00,
SIZER MAM 360-390CC SALINE SMOOTH-ROUND MODERATE-PROFI,267.75,
SIZER MAM 400-420CC SALINE LOW PROFILE,267.75,
SIZER MAM 400-430CC IMPLANT SALINE HI PROF,267.75,
SIZER MAM 400CC SIL HIGH PROF,1606.50,
SIZER MAM 420-440CC SALINE LOW PROFILE,267.75,
SIZER MAM 420-450CC ROUND,3060.00,
SIZER MAM 420-450CC SALINE MOD PROFILE,267.75,
SIZER MAM 425-455CC IMPLANT SALINE HI PROF,267.75,
SIZER MAM 450CC SIL HIGH PROF,1606.50,
SIZER MAM 465-505CC IMPLANT SALINE HI PROF,267.75,
SIZER MAM 480-500CC SALINE LOW PROFILE,267.75,
SIZER MAM 480-510CC ROUND,3060.00,
SIZER MAM 500-540CC IMPLANT SALINE HI PROF,267.75,
SIZER MAM 500CC SIL HIGH PROF,1606.50,
SIZER MAM 510-540CC ROUND,3060.00,
SIZER MAM 525-545CC SALINE LOW PROFILE,267.75,
SIZER MAM 550-570CC SALINE LOW PROFILE,267.75,
SIZER MAM 550-590CC IMPLANT SALINE HI PROF,267.75,
SIZER MAM 550-600CC ROUND,3060.00,
SIZER MAM 600-620CC SALINE LOW PROFILE,267.75,
SIZER MAM 600-650CC ROUND,3060.00,
SIZER MAM 600CC SIL HIGH PROF,1606.50,
SIZER MAM 640-660CC SALINE LOW PROFILE,267.75,
SIZER MAM 650-700CC ROUND,3060.00,
SIZER MAM 680-700CC IMPLANT SALINE HI PROF,267.75,
SIZER MAM 700CC SIL HIGH PROF,1606.50,
SIZER MAM 750-800CC IMPLANT SALINE HI PROF,267.75,
SIZER MAM GEL 215CC,1721.25,
SIZER MAM GEL 255CC,1721.25,
SIZER MAM GEL 300CC,1721.25,
SIZER MAM GEL 325-65CC MOD PLUS PROF STRL,306.00,
SIZER MAM GEL 350CC,1721.25,
SIZER MAM GEL 360CC,1721.25,
SIZER MAM GEL 400CC,1721.25,
SIZER MAM GEL 405CC,1721.25,
SIZER MAM GEL 40CC,306.00,
SIZER MAM GEL 425CC,1721.25,
SIZER MAM GEL 445CC,1721.25,
SIZER MAM GEL 450CC,1721.25,
SIZER MAM GEL 475CC,1721.25,
SIZER MAM GEL 500CC,1721.25,
SIZER MAM GEL 525CC,1721.25,
SIZER MAM GEL 550CC,1721.25,
SIZER MAM GEL 575CC,1721.25,
SIZER MAM GEL 600CC,1721.25,
SIZER MAM GEL 650CC,1721.25,
SIZER MAM GEL 700CC,1721.25,
SIZER MAM GEL HI PROFILE 600CC,1606.50,
SIZER MAM GEL HIGH PROFILE 300CC,1721.25,
SIZER MAM GEL HIGH PROFILE 325CC,1721.25,
SIZER MAM GEL HIGH PROFILE 375CC,1721.25,
SIZER MAM GEL HIGH PROFILE 425CC,1721.25,
SIZER MAM GEL HIGH PROFILE 750CC,1721.25,
SIZER MAM GEL HIGH PROFILE 800CC,1721.25,
SIZER MAM GEL MOD + 650CC,306.00,
SIZER MAM GEL MOD + PROF 500CC,306.00,
SIZER MAM GEL MOD + PROF 550CC,306.00,
SIZER MAM GEL MOD + PROF 750CC,306.00,
SIZER MAM GEL MODERATE PROFILE 375CC,1721.25,
SIZER MAM GEL MODERATE PROFILE 425CC,1721.25,
SIZER MAM GEL MODERATE PROFILE 475CC,1721.25,
SIZER MAM GEL MODERATE PROFILE 525CC,1721.25,
SIZER MAM GEL MODERATE PROFILE 575CC,1721.25,
SIZER MAM GEL MODERATE PROFILE 750CC,1721.25,
SIZER MAM GEL MODERATE PROFILE 800CC,1721.25,
SIZER MAM GEL STERILE 700CC,1721.25,
SIZER MAM GEL STERILE 750CC,1721.25,
SIZER MAM GEL STERILE 800CC,1721.25,
SIZER MAM SALINE 425CC,306.00,
SIZER MAM SALINE CONTOUR PROF 275C,306.00,
SIZER MAM SALINE MOD + 450CC,306.00,
SIZER MAM SALINE MOD+ 475CC,306.00,
SIZER MAM SILICONE 375CC,306.00,
SIZER MAMMARY GEL 100CC MOD PROFILE,1721.25,
SIZER MAMMARY GEL 125CC HIGH PROFILE,1721.25,
SIZER MAMMARY GEL 150CC MOD PROFILE,1721.25,
SIZER MAMMARY GEL 175CC HIGH PROFILE,1721.25,
SIZER MAMMARY GEL 200CC MOD PROFILE,1721.25,
SIZER MAMMARY GEL 225CC HIGH PROFILE,1721.25,
SIZER MAMMARY GEL 250CC MOD PROFILE,1721.25,
SIZER MAMMARY GEL 275CC HIGH PROFILE,1721.25,
SIZER MAMMARY GEL 300CC MOD PROFILE,1721.25,
SIZER MAMMARY VOLUME ROUND 350CC,306.00,
SIZER SET,1338.75,
SIZER SILTEX RND SAL 125+25CC MOD PROF,306.00,
SIZER SILTEX RND SAL 175+25CC MOD PROF,306.00,
SIZER SILTEX RND SAL 225+25CC MOD PROF,306.00,
SIZER SILTEX RND SAL 275+25CC MOD PROF,306.00,
SIZER SILTEX RND SAL 325+50CC MOD PROF,306.00,
SIZER SILTEX RND SAL 425+50CC MOD PROF,306.00,
SIZER SILTEX RND SAL 475+50CC MOD PROF,306.00,
SIZER SMOOTH RND SAL 190+35CC HIGH PROF,306.00,
SIZER SMOOTH RND SAL 270+55CC HIGH PROF,306.00,
SIZER SMOOTH RND SAL 290+60CC HIGH PROF,306.00,
SIZER SMOOTH RND SAL 630+120CC HIGH PROF,306.00,
SIZER TENDON SWANSON,4842.45,
SIZER VOLUME ROUND 125CC,306.00,
SIZER VOLUME ROUND 175CC,306.00,
SIZER VOLUME ROUND 200CC,306.00,
SIZER VOLUME ROUND 225CC,306.00,
SIZER VOLUME ROUND 250CC,306.00,
SIZER VOLUME ROUND 275CC,306.00,
SIZER VOLUME ROUND 330CC,306.00,
SIZER VOLUME ROUND 350CC,306.00,
SIZER VOLUME ROUND 375CC,306.00,
SIZER VOLUME ROUND 380CC,306.00,
SIZER VOLUME ROUND 475CC,306.00,
SIZER VOLUME ROUND 630CC SAL,306.00,
SIZER VOLUME ROUND 650CC,306.00,
SIZER VOLUME ROUND420CC SALINE,306.00,
SIZING DEVICE STENT TRACHEOBRONCIAL ENDOTEK AEROSI,1912.50,
SIZING GUIDE IMPLANT SPEED ARC,459.00,
SIZING SET COLOR CODED LPT REGULAR,4074.85,
SIZING TEMPLATESALVATION,1224.00,
SIZING TOOL OFFSET SPEED SHIFT,459.00,
SKIN CLOSURE SYSTEM 22CM DERMABOND PRINEO,1684.38,
SKIN CLOSURE SYSTEM DERMABOND PRINEO,2808.70,
SLEEVE ADAPTER +0MM TAPER UNIVERSAL V40,141.86,
SLEEVE ADAPTER +2.5MM C-TAPER UNIVERSAL,141.86,
SLEEVE ADAPTER +2.5MM TAPER UNIVERSAL V40,141.86,
SLEEVE ADAPTER +4MM UNIVERSAL V40 TAPER,141.86,
SLEEVE ADAPTER +5MM C-TAPER UNIVERSAL,141.86,
SLEEVE ALUMINA HEAD NO SIZE,141.86,
SLEEVE CABLE 2.0 MM  COMBO,1848.60,
SLEEVE CABLE 2MM DALL MI SET,1776.12,
SLEEVE CABLE 2MM MED HOLE,1776.12,
SLEEVE CABLE BEADED 2.0MM SET,1776.12,
SLEEVE CABLE DALL MILES MED,1656.95,
SLEEVE CABLE MED HOLE 1.6MM,1776.12,
SLEEVE CABLE MEDIUM 2.0MM,993.04,
SLEEVE CABLE RIMP 2.0MM,865.80,
SLEEVE CABLE SM 1.6MM SET,1656.95,
SLEEVE CENTERING 11MM BIO MODULAR,1462.50,
SLEEVE CENTERING 4MM,847.67,
SLEEVE CENTERING 5MM,847.67,
SLEEVE CENTERING 6MM,847.67,
SLEEVE CENTERING 9MM BIO-MODULAR,1462.50,
SLEEVE CERVICAL SINGLE USE 40MM,229.50,
SLEEVE CERVICAL SINGLE USE 60MM,229.50,
SLEEVE CRIMP CABLE SYSTEM,865.80,
SLEEVE DRILL 11MM CANNULATED,1445.85,
SLEEVE DRILL 2.0/1.1MM DOUBLE,2430.86,
SLEEVE DRILL 6.0/4.5MM,1219.64,
SLEEVE DRILL DOUBLE 1.5X1.1MM,2447.62,
SLEEVE DRILL DOUBLE 2.0X1.5MM,2455.96,
SLEEVE DRILL DOUBLE 2.7/12.0MM,2455.96,
SLEEVE DRILL DOUBLE 3.5/2.5MM,2447.62,
SLEEVE DRILL DOUBLE 4.5/3.2MM,2681.40,
SLEEVE DRILL DOUBLE 6.5MM/3.2MM FOR 4.5MM LCP PROX,2681.40,
SLEEVE DRILL INSERT 2.7/1.25MM,3283.00,
SLEEVE DRILL WIRE 8.5/2.8MM,1445.16,
SLEEVE EXPAND 12MM SINGLE USE,301.64,
SLEEVE FEM CENTERING 10MM,631.80,
SLEEVE FEM CENTERING 12MM,631.80,
SLEEVE FEM CENTERING 13MM,631.80,
SLEEVE FEM CENTERING 14MM,631.80,
SLEEVE FEM CENTERING 15MM,631.80,
SLEEVE FEM CENTERING 16MM,631.80,
SLEEVE FEM CENTERING 17MM,1567.80,
SLEEVE FEM CENTERING 7MM,631.80,
SLEEVE FEM CENTERING 8MM,631.80,
SLEEVE FEM CENTERING 9MM,631.80,
SLEEVE FEM CONTURING 11MM,631.80,
SLEEVE FEM PROX 16B LARGE,2369.25,
SLEEVE FEM PROX 16B SMALL,2369.25,
SLEEVE FEM PROX 18B SMALL,2369.25,
SLEEVE FEM PROX 20B LARGE,2369.25,
SLEEVE GAMMA FINDER,153.00,
SLEEVE GUIDE PIN 2.4MM,1086.30,
SLEEVE HANDLE ISO 7376,447.53,
SLEEVE HIP PROX 18D LRG S-ROM,2369.25,
SLEEVE HIP PROX 18D SML S-ROM,2369.25,
SLEEVE HIP PROX 20F XXL,2369.25,
SLEEVE HIP PROX 22D LRG S ROM,2369.25,
SLEEVE HIP SCREW,1170.05,
SLEEVE HOLDING 45MM,2171.91,
SLEEVE HOLDING 6.5,3199.38,
SLEEVE HOLDING CRUCIFRM SHAFT,6960.74,
SLEEVE HUM POS SLEEVE 10MM,1521.00,
SLEEVE HUM POS SLEEVE 11MM,1521.00,
SLEEVE HUM POS SLEEVE 14MM,1521.00,
SLEEVE HUM POS SLEEVE 15MM,1521.00,
SLEEVE HUM POS SLEEVE 16MM,1521.00,
SLEEVE HUM POS SLEEVE 17MM,1521.00,
SLEEVE HUM POS SLEEVE 6MM,1521.00,
SLEEVE HUM POS SLEEVE 7MM,1521.00,
SLEEVE HUM POS SLEEVE 8MM,1521.00,
SLEEVE HUM POS SLEEVE 9MM,1521.00,
SLEEVE HUM POS SLEEVE13MM,1521.00,
SLEEVE HUMERAL 12MM,1521.00,
SLEEVE INTERDYNE 12MM,301.64,
SLEEVE METAPHYSEAL 28MM CEMENTED MBT REVISION,7564.00,
SLEEVE PROTECTION FOR A SCREW .009S,3825.00,
SLEEVE PROTECTION FOR A SCREW .012S,1147.50,
SLEEVE PROX SPA S ROM 16B,2369.25,
SLEEVE PROX ZTT 18 FR XXL,2369.25,
SLEEVE PROX ZTT 18F LRG,2369.25,
SLEEVE PROX ZTT 20D LARGE S-ROM,2369.25,
SLEEVE PROX ZTT 20D SMALL,2369.25,
SLEEVE PROXIMAL 16 DEG LARGE,2369.25,
SLEEVE PROXIMAL 16D CONE-D MODULAR HIP S-ROM,2369.25,
SLEEVE PROXIMAL SPA 18-B CONE-B MODULAR HIP SYSTEM,2369.25,
SLEEVE RADIALLY EXP STEP SHORT,301.64,
SLEEVE SCREWDRIVER ACETABULAR SYSTEM G7,1071.00,
SLEEVE SUTURE,481.95,
SLEEVE SUTURE 2.3CM SPLIT PRECISION,573.75,
SLEEVE TAPER +3 OPTION TYPE-1,602.55,
SLEEVE TAPER +6MM OPTION TYPE-1 EXCEED,602.55,
SLEEVE TAPER 0MM OPTION TYPE-1 EXCEED,602.55,
SLEEVE TAPER -3MM OPTION TYPE-1 EXCEED,602.55,
SLEEVE TIBIAL HRHK (NO SIZE),2468.41,
SLEEVE TIBIAL SMALL AUGMENT OSS,6007.95,
SLEEVE TRIAL +0MM MONOPOLAR MOBILE BEARING HIP ADM X3,761.18,
SLEEVE TRIAL -4MM MONOPOLAR MOBILE BEARING HIP ADM X3,761.18,
SLEEVE UNIPLOAR 43MM,1755.00,
SLEEVE UNIPOLAR 40MM CO-CR,3435.41,
SLEEVE UNIPOLAR 41MM CO-CR,3435.41,
SLEEVE UNIPOLAR 44MM CO-CR,1316.25,
SLEEVE UNIPOLAR 46MM CO-CR,1755.00,
SLEEVE UNIPOLAR 47MM CO-CR,1316.25,
SLEEVE UNIPOLAR 48MM CO-CR,1755.00,
SLEEVE UNIPOLAR 49MM CO-CR,1755.00,
SLEEVE UNIPOLAR 50M,1755.00,
SLEEVE UNIPOLAR 57MM CO-CR,2851.88,
SLEEVE UNIPOLAR TAPER 12/14 +12,526.50,
SLEEVE UNIPOLAR TAPER 12/14 +3,877.50,
SLEEVE UNIPOLAR TAPER 12/14 +4,438.75,
SLEEVE UNIPOLAR TAPER 12/14 +8,526.50,
SLEEVE UNIPOLAR TAPER 12-14,438.75,
SLEEVE UNITRAX C-TAPER +0MM,141.86,
SLEEVE UNITRAX C-TAPER +10MM,141.86,
SLEEVE UNITRAX C-TAPER +5MM,141.86,
SLEEVE UNITRAX C-TAPER -3MM,141.86,
SLEEVE UNITRAX V40 4MM,141.86,
SLEEVE UNITRAX V40 STANDARD,141.86,
SLEEVE UNITRAX V40+12MM,141.86,
SLEEVE UNITRAX V40+4MM,141.86,
SLEEVE UNITRAX V40+8,141.86,
SLEEVE UPSIZING,382.50,
SLEEVE UPSIZING FOR IS1 LEAD IMP,5737.50,
SLEEVE WIRE 2.0MM FOR 4.3MM THREADED DRILL GUIDE,1453.50,
SLEEVE/GUIDE DRILL PARALELL2.0,1872.95,
SLEEVES ISOLATOR 12 INCH DIAMETER,2700.45,
SLIDEPLATE 7.5MM CALC,5446.35,
SLIM NOZZLE,1048.05,
SLING ADVANTAGE FIT SYST DELIVERY/MESH,6091.31,
SLING ADVANTAGE SYST MESH/DEVC,5768.10,
SLING ALIGN RETRO,4797.00,
SLING ALIGN TRANORB W/HOOK,5323.50,
SLING ARJO STANDARD EXTRA LARGE,216.04,
SLING ARJO STANDARD LARGE,216.04,
SLING DEVICE TVT SECURE T/FREE,8652.15,
SLING DEVICE TVT W/ABD GUIDE,6440.91,
SLING FLITE LARGE ARJO,261.21,
SLING FLITE MEDIUM ARJO,261.21,
SLING FLITE XL ARJO,261.21,
SLING LYNX DELIVERY SYST/MESH,5768.10,
SLING OBTRYX SYSTEM CURVED NDL,6165.90,
SLING PREFYX PPS DELIVERY/MESH,8453.25,
SLING SHOULDER REHAB UNIVERSAL,298.35,
SLING SINGLE-INCISION ADJUSTABLE AJUST,7020.00,
SLING SINGLE-INCISION ADJUSTABLE AJUST (5),6727.50,
SLING SOLYX SIS SYSTEM DELIVERY/MESH,7781.96,
SLING SURPIS SUPRAPUBIC,4680.00,
SLING SYSTEM SINGLE-INCISION ALTIS,6435.00,
SLING TRANS OB 1.1X60CM W/INTR,4680.00,
SLING ULTRA LARGE,436.05,
SLING URET DEVICE ALIGN HALO,5323.50,
SLING URET MALE ADVANCE,15957.56,
SLINGS DISPOSABLE FLITE SARA 3000,184.19,
SLINGS FLITE 2XL ARJO,240.92,
SLINGS FLITE SMALL ARJO,261.21,
SLOT PLUG SALVATION,397.80,
SMALL GREEN FOAM DSG KITS,248.63,
SMALL JOINT SET 10MM OATS,2895.75,
SMARTSTITCH CONNECTOR MATTRESS,956.25,
SMOKE EVAC FILTER ULPA 3,586.50,
SMOOTHER GORE 7.9MM DISP,2272.05,
SMOOTHER GORE 9.5MM DISP,2218.50,
SNARE AMPLATZ GOOSE NECK 10MM,2103.75,
SNARE AMPLATZ GOOSE NECK 15MM,2103.75,
SNARE AMPLATZ GOOSE NECK 20MM,2103.75,
SNARE AMPLATZ GOOSE NECK 30MM,2103.75,
SNARE ENDOVASCULAR 120CM 47IN 18-30MM-WORKING DIA,3098.25,
SNARE ENDOVASCULAR 27-45MM-WORKING DIA ENSNARE,2574.00,
SNARE HEXAGONAL 3MM 230CM 2.5X4.0CM OLYMPUS-STYLE 23GX5MM ISNARE,1009.80,
SNARE KIT MICROVENA,2103.75,
SNARE KIT VASCULAR 6-10MMX120CM-SNARE 6FX100CM-CAT,2432.70,
SNARE SPIRAL 20MM LOOP,212.59,
SNARE SUTURE VERSATIP,726.75,
SNARE SYSTEM ONE SNARE ENDOVASCULAR LOOP SNARE 4F 120CM 10MM,2218.50,
SNARE VASCULAR ATRIEVE 15MM,2432.70,
SNARE VASCULAR ATRIEVE 20MM,2432.70,
SNARE VASCULAR ATRIEVE 30MM,2432.70,
SNARE VASCULAR ATRIEVE 45,2432.70,
SOCKET CLARK OR FREEDOM THREE-IN-ONE,1920.15,
SOCKET CLARK STAINLESS-STEEL ORIGINAL ALIMED,1246.95,
SOCKET OR SIDE RAIL,657.90,
SOCKET THREADED 30MM,370.42,
SOCKET THREADED 60MM,519.66,
sod borate-boric ac-NaCl-water irrigation solution 118 mL Bottle,33.26,
"sod phos di, mono-K phos mono 250 mg tablet 100 each Bottle",4.94,
SODASORB DRAGERSORB 800 PL 5LT,218.79,
sodium acetate 2 mEq/mL solution 20 mL Vial,30.72,
sodium bicarbonate 1 mEq/mL (8.4 %) solution 50 mL Vial,94.28,
sodium bicarbonate 10 mEq/10 mL (8.4 %) syringe 10 mL Syringe,136.57,
sodium bicarbonate 4.2 % (0.5 mEq/mL) syringe 10 mL Syringe,105.07,
sodium bicarbonate 650 mg tablet 100 each Bottle,0.27,
sodium bicarbonate 650 mg tablet 500 each DOSE-PACK,0.28,
sodium bicarbonate 8.4 % (1 mEq/mL) syringe 50 mL Syringe,51.27,
sodium chloride 0.45 % 0.45 % parenteral solution 250 mL Bag,53.46,
"sodium chloride 0.45% 0.45 % parenteral solution 1,000 mL Bag",14.58,
sodium chloride 0.45% 0.45 % parenteral solution 250 mL Flex Cont,53.46,
sodium chloride 0.45% 0.45 % parenteral solution 500 mL Bag,26.73,
"sodium chloride 0.65 % aerosol,spray 44 mL SQUEEZ BTL",7.70,
"sodium chloride 0.9 % 0.9 % parenteral solution 1,000 mL Bag",58.32,
