UF Health Shands Gainesville - Pricing Transparency Charge Master,,
Issued 12/28/2018,,
"NOTE: prices identified as ""Mark Up' encompass multiple items with different prices based item markup",,
,,
BILLING_DESC,UNIT,PRICE
SLP THERAPY 60 MIN ,EACH,290.00
SM RIBONUCLEIC PROT RNP U1 IGG ,EACH,33.00
SMARTCOIL NOCHARGE ,EACH,Mark Up
SMARTPILL CAPSULE ,EACH,"1,570.00"
SMEAR AND STAIN MICROSPORIDIA ,EACH,41.00
SMEAR FLUORESCENT/ACID STAIN ,EACH,37.00
SMP RP FC/ER/LID/LP 2.6-5CM ,EACH,400.00
SMP RP FC/ER/LID/LP 5.1-7.5CM ,EACH,400.00
SMP RP FC/ER/LID/LP 7.6-12.5 ,EACH,400.00
SMP RP FC/NS/ERS/EYLD/LP <=2.5CM ,EACH,320.00
SMP RP FC/NS/ERS/EYLD/LP 12.6-20 ,EACH,445.00
SMP RP FC/NS/ERS/EYLD/LP 20.1-30 ,EACH,515.00
SMP RP SC/NK/AX/GN/TK EX <=2.5CM ,EACH,320.00
SMP RP SC/NK/AX/GN/TK EX >30CM ,EACH,840.00
SMP RP SC/NK/AX/GN/TK EX 12.6-20 ,EACH,515.00
SMP RP SC/NK/AX/GN/TK EX 20.1-30 ,EACH,515.00
SMP RP SCLP/TRK/EXT 2.6-7.5 ,EACH,400.00
SMP RP SCLP/TRK/EXT 7.6-12.5 ,EACH,400.00
SNARE ,EACH,30.00
SNARE CAPIFLEX ,EACH,115.00
SNARE PLOYPECTOMY ,EACH,115.00
SNARE VASCULAR ,EACH,Mark Up
SNARE-BST ROTATABLE ,EACH,120.00
SNIFF TEST ,EACH,935.00
SNIFF TEST ,EACH,935.00
SO WITHOUT JOINTS ,EACH,800.00
SOCK FRACTURE OR EQUAL EACH ,EACH,50.00
SOD BENZ-SOD PHENYLACET 10-10 % IV SOLN ,50 mL,"147,634.20"
SOD BENZ-SOD PHENYLACET 10-10 % IV SOLN ,50 mL,"147,634.20"
SOD CITRATE-CITRIC ACID 500-334 MG/5ML PO SOLN ,473 mL,129.20
SODIUM ACETATE 1 MEQ/ML 50 ML SYRINGE ,1  x 50 mL Syringe,9.00
SODIUM ACETATE 2 MEQ/ML IV SOLN ,1  x 20 mL Vial,20.50
SODIUM ACETATE 2 MEQ/ML IV SOLN ,1  x 20 mL Vial,20.50
SODIUM ACETATE 2 MEQ/ML IV SOLN ,1  x 20 mL Vial,20.50
SODIUM ACETATE 2 MEQ/ML PO SOLN ,20 mL,11.40
SODIUM ACETATE 4 MEQ/ML IV SOLN ,50 mL,40.50
SODIUM ACETATE 4 MEQ/ML PO SOLN ,50 mL,22.50
SODIUM BENZOATE PO LIQD 100 MG/ML ,1000 mL,6.00
SODIUM BICARBONATE 325 MG PO TABS ,1 each,3.00
SODIUM BICARBONATE 4 % IV SOLN ,1  x 5 mL Vial,49.50
SODIUM BICARBONATE 4.2 % IV SOLN ,1  x 10 mL Syringe,70.10
SODIUM BICARBONATE 4.2 % IV SOLN ,1  x 10 mL Syringe,70.10
SODIUM BICARBONATE 650 MG PO TABS ,1 each,3.00
SODIUM BICARBONATE 8.4 % IV SOLN ,1  x 50 mL Vial,63.00
SODIUM BICARBONATE 8.4 % IV SOLN ,1  x 50 mL Vial,63.00
SODIUM BICARBONATE 8.4 % IV SOLN ,50 mL,63.00
SODIUM BICARBONATE 8.4 % IV SOLN ,1  x 50 mL Syringe,64.80
SODIUM BICARBONATE 8.4 % IV SOLN ,1  x 50 mL Syringe,64.80
SODIUM BICARBONATE 8.4 % IV SOLN CUSTOM UF ,50 mL,63.00
SODIUM BICARBONATE 8.4 % IV SOLN FOR PICU ORDER SET CUSTOM UF ,50 mL,64.80
SODIUM BICARBONATE PO LIQD 1 MEQ/ML ,50 mL,35.00
SODIUM BICARBONATE PO POWD ,454 g,103.20
SODIUM BICARBONATE-DEXTROSE 150 MEQ/L IV SOLN ,1  x 1000 mL Flex Cont,142.80
SODIUM BLOOD ,EACH,33.00
SODIUM CHLORIDE (HYPERTONIC) 5 % OP OINT ,1  x 3.5 g Tube,36.40
SODIUM CHLORIDE (HYPERTONIC) 5 % OP OINT ,1  x 3.5 g Tube,36.40
SODIUM CHLORIDE (HYPERTONIC) 5 % OP OINT ,1  x 3.5 g Tube,36.40
SODIUM CHLORIDE (HYPERTONIC) 5 % OP SOLN ,1  x 15 mL Bottle,57.60
SODIUM CHLORIDE (HYPERTONIC) 5 % OP SOLN ,1  x 15 mL Bottle,57.60
SODIUM CHLORIDE 0.45 % IV SOLN ,1  x 1000 mL Flex Cont,32.40
SODIUM CHLORIDE 0.45 % IV SOLN ,1  x 1000 mL Flex Cont,32.40
SODIUM CHLORIDE 0.45 % IV SOLN ,1  x 1000 mL Flex Cont,32.40
SODIUM CHLORIDE 0.45 % IV SOLN ,1  x 1000 mL Flex Cont,32.40
SODIUM CHLORIDE 0.9 % IJ SOLN ,1  x 50 mL Vial,15.20
SODIUM CHLORIDE 0.9 % IJ SOLN ,1  x 50 mL Vial,15.20
SODIUM CHLORIDE 0.9 % IR SOLN ,1  x 1000 mL Plas Cont,21.60
SODIUM CHLORIDE 0.9 % IR SOLN ,1  x 1000 mL Plas Cont,21.60
SODIUM CHLORIDE 1 G PO TABS ,1 each,3.00
SODIUM CHLORIDE 1 G PO TABS ,1 each,3.90
SODIUM CHLORIDE 3 % IN NEBU ,1  x 15 mL Plas Cont,9.00
SODIUM CHLORIDE 3 % IN NEBU ,1  x 4 mL Plas Cont,9.00
SODIUM CHLORIDE 3 % IN NEBU ,1  x 15 mL Plas Cont,9.00
SODIUM CHLORIDE 3 % IV BOLUS FOR UF ,500 mL,35.10
SODIUM CHLORIDE 3 % IV SOLN ,1  x 500 mL Flex Cont,35.10
SODIUM CHLORIDE 3 % IV SOLN ,1  x 500 mL Flex Cont,35.10
SODIUM CHLORIDE 3 % IV SOLN FOR UF ,1  x 500 mL Flex Cont,35.10
SODIUM CHLORIDE 4 MEQ/ML IV SOLN ,1  x 30 mL Vial,29.20
SODIUM CHLORIDE 4 MEQ/ML IV SOLN ,1  x 30 mL Vial,29.20
SODIUM CHLORIDE 4 MEQ/ML IV SOLN ,100 mL,69.70
SODIUM CHLORIDE 4 MEQ/ML IV SOLN ,100 mL,69.70
SODIUM CHLORIDE 4 MEQ/ML IV SOLN ,200 mL,130.70
SODIUM CHLORIDE 4 MEQ/ML IV SOLN ,200 mL,130.70
SODIUM CHLORIDE 4 MEQ/ML PO SOLN ,30 mL,16.20
SODIUM CHLORIDE 4 MEQ/ML PO SOLN ,30 mL,16.20
SODIUM CHLORIDE 4 MEQ/ML TPN COMPONENT ,1  x 30 mL Vial,29.20
SODIUM CHLORIDE 4 MEQ/ML TPN COMPONENT ,200 mL,130.70
SODIUM CHLORIDE 5 % IV SOLN ,1  x 500 mL Flex Cont,48.60
SODIUM CHLORIDE 7 % IN NEBU ,1  x 4 mL Plas Cont,9.00
SODIUM CITRATE 4 % WITH GENTAMICIN 320 MCG/ML 3 ML UF ,1  x 3 mL ,39.90
SODIUM FLUID ,EACH,33.00
SODIUM HYALURONATE 10 MG/ML IO SOLN ,1  x .55 mL Syringe,160.10
SODIUM HYALURONATE 10 MG/ML IO SOLN ,1  x .4 mL Syringe,459.90
SODIUM HYALURONATE 10 MG/ML IO SOLN ,1  x .55 mL Syringe,576.10
SODIUM HYALURONATE 10 MG/ML IO SOLN ,1  x .55 mL Syringe,576.10
SODIUM HYALURONATE 10 MG/ML IO SOLN ,1  x .85 mL Syringe,747.40
SODIUM HYALURONATE 10 MG/ML IO SOLN ,1  x .85 mL Syringe,747.40
SODIUM HYALURONATE 10 MG/ML IO SOLN ,1  x .85 mL Syringe,747.40
SODIUM HYALURONATE 14 MG/ML IO SOLN ,1  x .85 mL Syringe,254.20
SODIUM HYALURONATE 14 MG/ML IO SOLN ,1  x .55 mL Syringe,464.20
SODIUM HYALURONATE 20 MG/2ML IX SOSY ,1  x 2 mL Syringe,"1,402.90"
SODIUM HYALURONATE 20 MG/2ML IX SOSY ,1  x 2 mL Syringe,"1,402.90"
SODIUM HYALURONATE 23 MG/ML IO SOLN ,1  x .6 mL Syringe,240.40
SODIUM HYALURONATE 23 MG/ML IO SOLN ,1  x .6 mL Syringe,240.40
SODIUM HYPOCHLORITE 0.0125 % EX SOLN ,1  x 473 mL Bottle,61.40
SODIUM HYPOCHLORITE 0.0125 % EX SOLN ,1  x 473 mL Bottle,61.40
SODIUM HYPOCHLORITE 0.0125 % EX SOLN ,1  x 473 mL Bottle,61.40
SODIUM LACTATE 5 MEQ/ML IV SOLN ,1  x 10 mL Vial,16.50
SODIUM PHENYLBUTYRATE 3 GM/TSP PO POWD ,250 g,"26,622.00"
SODIUM PHENYLBUTYRATE 500 MG PO TABS ,1 each,53.30
SODIUM PHENYLBUTYRATE PO LIQD 200 MG/ML ,100 mL,694.50
SODIUM PHOSPHATE 3 MMOLE/ML IV SOLN SH ,15 mL,87.20
SODIUM PHOSPHATE 3 MMOLE/ML IV SOLN SH ,15 mL,87.20
SODIUM PHOSPHATE 3 MMOLE/ML IV SOLN SH ,15 mL,87.20
SODIUM PHOSPHATE PO LIQD 15 MMOL/3.66ML UD UF ,1  x 3.66 mL Syringe,3.00
SODIUM PHOSPHATE PO LIQD 15 MMOL/6 ML UD UF ,1  x 6 mL Cup,3.00
SODIUM PHOSPHATE PO LIQD 2.5 MMOL/ML UF ,120 mL,4.40
SODIUM PHOSPHATE PO LIQD 4.1 MMOL/ML ,45 mL,32.20
SODIUM PHOSPHATE PO LIQD 4.1 MMOL/ML ,45 mL,32.20
SODIUM POLYSTYRENE SULFONATE 15 G/60ML PO SUSP UD ,1  x 60 mL Bottle,61.00
SODIUM POLYSTYRENE SULFONATE 15 G/60ML PO SUSP UD ,1  x 60 mL Bottle,61.00
SODIUM POLYSTYRENE SULFONATE 15 G/60ML PO SUSP UD ,1  x 60 mL Bottle,61.00
SODIUM POLYSTYRENE SULFONATE 15 GM/60ML PO SUSP ,473 mL,315.20
SODIUM POLYSTYRENE SULFONATE 15 GM/60ML PO SUSP ,473 mL,315.20
SODIUM TETRADECYL SULFATE 1 % IV SOLN ,1  x 2 mL Vial,344.20
SODIUM TETRADECYL SULFATE 1 % IV SOLN ,1  x 2 mL Vial,344.20
SODIUM TETRADECYL SULFATE 1 % IV SOLN ,1  x 2 mL Vial,344.20
SODIUM TETRADECYL SULFATE 3 % IV SOLN ,1  x 2 mL Vial,344.20
SODIUM TETRADECYL SULFATE 3 % IV SOLN ,1  x 2 mL Vial,344.20
SODIUM TETRADECYL SULFATE 3 % IV SOLN ,1  x 2 mL Vial,344.20
SODIUM THIOSULFATE 10 % IV SOLN ,1  x 10 mL Vial,88.90
SODIUM THIOSULFATE 25 % IV SOLN ,1  x 50 mL Vial,388.80
SODIUM THIOSULFATE 25 % IV SOLN ,50 mL,388.80
SODIUM URINE(24HR) ,EACH,33.00
SOFOSBUVIR 400 MG PO TABS ,1 each,"3,600.00"
SOFT INTERFACE ABOVE KNEE SE ,EACH,195.00
SOFT INTERFACE BELOW KNEE SE ,EACH,170.00
SOLIFENACIN SUCCINATE 5 MG PO TABS ,1 each,43.70
SOLOTRAK INTRO LONG ,EACH,210.00
SOLOTRAK INTRODUCER ,EACH,150.00
SOLOTRAK INTRODUCER 2 ,EACH,240.00
SOLOTRAK INTRODUCER 3 ,EACH,180.00
SOLOTRAK LEAD INTRO ,EACH,180.00
SOLOTRAK LEAD INTRO 2 ,EACH,240.00
SOLUTION OPHTHALMIC ,EACH,Mark Up
SOMATOMEDIN C IGF-1 ,EACH,138.00
SOMATOSENSORY E 0P U/L LIMBS ,EACH,"1,475.00"
SOMATOSENSORY E P -LOWER LIMBS ,EACH,825.00
SOMATOSENSORY E P -UPPER LIMBS ,EACH,825.00
SOMATROPIN (NON-REFRIGERATED) 5 MG IJ SOLR ,1 each,"2,417.60"
SONOHYSTEROGRAPHY SALINE INFUSION ,EACH,715.00
SORAFENIB TOSYLATE 200 MG PO TABS ,1 each,560.20
SORBITOL 70% PO LIQD 30ML UD ,1  x 30 mL Bottle,6.80
SORBITOL 70% PO LIQD 30ML UD ,1  x 30 mL Bottle,6.80
SOTALOL 40 MG PO TAB (INPATIENT) ,1 each,7.90
SOTALOL 40 MG PO TAB (INPATIENT) ,1 each,7.90
SOTALOL HCL 120 MG PO TABS ,1 each,9.40
SOTALOL HCL 120 MG PO TABS ,1 each,10.30
SOTALOL HCL 150 MG/10ML IV SOLN ,10 mL,"5,742.40"
SOTALOL HCL 240 MG PO TABS ,1 each,15.30
SOTALOL HCL 80 MG PO TABS ,1 each,7.70
SOTALOL HCL 80 MG PO TABS ,1 each,7.70
SOTALOL PO LIQD 5 MG/ML ,240 mL,148.40
SOTALOL PO LIQD 5 MG/ML ,240 mL,148.40
SPACER FEMORAL ,EACH,Mark Up
SPACER HUMERAL ,EACH,Mark Up
SPACER SPINAL ,EACH,Mark Up
SPACER TIBIAL ,EACH,Mark Up
SPACER VERTEBRAL ,EACH,Mark Up
SPECIAL MISC BY REPORT ,EACH,Mark Up
SPECIAL MIXING STUDIES-PT ,EACH,27.00
SPECIAL MIXING STUDIES-PTT ,EACH,44.00
SPECIAL PHYSICS CONSULT ,EACH,600.00
SPECIAL STAIN MUSCLE B ,EACH,85.00
SPECIAL STAINS ENZYME EACH ,EACH,"1,669.00"
SPECIAL STAINS NONORGANISMS II ,EACH,166.00
SPECIAL STAINS STUDY ,EACH,180.00
SPECIAL TELETHERAPY PLAN ,EACH,"1,150.00"
SPECIAL TX PROCEDURE ,EACH,"1,755.00"
SPECIFIC GRAVITY-BODY FLUID ,EACH,17.00
SPECIMEN HANDLING ,EACH,20.00
SPECTRAL DOPPLER ANALYSIS COMPLT ,EACH,640.00
SPECTRAL DOPPLER ANALYSIS LTD F/U ,EACH,485.00
SPEECH AUDIOMETRY THRESHOLD ,EACH,120.00
SPEECH AUDIOMETRY-COMPLETE ,EACH,130.00
SPHERE EYE ,EACH,Mark Up
SPHINCTEROTOME ENDO ,EACH,Mark Up
SPIKED BIOPSY FORCEP ,EACH,240.00
SPINAL NEEDLE ,EACH,90.00
SPINAL PUNCT LUMBAR DIAG ,EACH,"2,450.00"
SPINAL PUNCT LUMBAR THERAPEUTIC ,EACH,"2,450.00"
SPINAL PUNCTURE - THERAPEUTIC ,EACH,"2,450.00"
SPINE TRAY ,EACH,32.00
SPIRATION DEPLOYMENT AND LOADER ,EACH,"1,965.00"
SPIRATION SIZING KIT ,EACH,755.00
SPIROMETRY W/GRAPHIC RECORD ,EACH,455.00
SPIRONOLACTONE 100 MG PO TABS ,1 each,4.50
SPIRONOLACTONE 100 MG PO TABS ,1 each,4.50
SPIRONOLACTONE 12.5 MG PO TAB (INPATIENT) ,1 each,3.00
SPIRONOLACTONE 25 MG PO TABS ,1 each,3.00
SPIRONOLACTONE 25 MG PO TABS ,1 each,3.00
SPIRONOLACTONE 25 MG PO TABS ,1 each,3.00
SPIRONOLACTONE 25 MG PO TABS ,1 each,3.00
SPIRONOLACTONE 25 MG/5ML PO SUSP ,118 mL,972.10
SPIRONOLACTONE 25 MG/5ML PO SUSP ,473 mL,"3,499.30"
SPLEEN IMAGING ONLY ,EACH,"1,245.00"
SPLENOPORTOGRAPHY ,EACH,"8,850.00"
SPLENOPORTOGRAPHY (SUB) ,EACH,195.00
SPLINT NASAL ,EACH,Mark Up
SPLITTING BLOOD PRODUCTS EA UNIT ,EACH,368.00
SPUTUM CULTURE ,EACH,59.00
SQ AICD SINGLE CHAMBER ,EACH,"53,580.00"
SQ-INSERTION TOOL ,EACH,"2,615.00"
SRS CRANIAL LINEAR/SNGL SESSION ,EACH,"26,935.00"
SRS LINEAR FRACTION TX PER SESS ,EACH,"5,970.00"
SS A SSB LA ENA AB IGG ,EACH,23.00
SSA RO ENA IGG AB ,EACH,122.00
SS-A/SS-B ANTIBODY ,EACH,122.00
SSB LA ENA AB IGG ,EACH,33.00
SSB LA ENA IGG AB ,EACH,45.00
ST ANALYS BEHAVRAL QUALIT  VOICE ,EACH,330.00
ST EVAL SPEECH FLUENCY ,EACH,395.00
ST EVAL SPEECH SOUND LANG COMPREHEN ,EACH,735.00
ST EVAL SPEECH SOUND PRODUCTION ,EACH,345.00
ST EVAL SWALLOW/ORAL FUNCTION ,EACH,320.00
ST FLEX ENDOSCOP SWALLOW EVAL ,EACH,655.00
ST LANG COMP CURRENT STAT ,EACH,0.01
ST LANG COMP D/C STATUS ,EACH,0.01
ST LANG COMP GOAL STATUS ,EACH,0.01
ST LOUIS ENCEPH AB IGG QUAL ,EACH,90.00
ST MOTION FLUORO SWALLOW EVAL ,EACH,305.00
STAB PHLEBECTOMY 10-20 ,EACH,"8,875.00"
STAB PHLEBECTOMY 1-9 ,EACH,"3,055.00"
STABILIZER SURGICAL ,EACH,Mark Up
STAGGERED SPONDAIC WORD TEST ,EACH,455.00
STANNOUS FLUORIDE 0.4 % DT GEL ,1  x 122 g Bottle,44.30
STANNOUS FLUORIDE 0.4 % DT GEL ,1  x 122 g Bottle,44.30
STAPH AUREUS AMPLIFIED PROBE ,EACH,206.00
STAPLE BONE ,EACH,Mark Up
STAPLER SURGICAL ,EACH,Mark Up
STATISTIC-INTRA-OP RAD TX DEL ,EACH,Mark Up
STATLOCK IABP ,EACH,50.00
STATLOCK UNIVERSAL PLUS (6-8.5 ,EACH,50.00
STAVUDINE 15 MG PO CAPS ,1 each,24.60
STAVUDINE 15 MG PO CAPS ,1 each,24.60
STAVUDINE 20 MG PO CAPS ,1 each,25.60
STAVUDINE 20 MG PO CAPS ,1 each,25.60
STAVUDINE 30 MG PO CAPS ,1 each,27.20
STAVUDINE 30 MG PO CAPS ,1 each,27.20
STAVUDINE 40 MG PO CAPS ,1 each,27.70
STAVUDINE 40 MG PO CAPS ,1 each,27.70
STEERING DEVICE ,EACH,60.00
STELLATE GANGLION CERV NRV BLK ,EACH,"2,395.00"
STEM CELLS CD34 TOTAL CNTS ,EACH,292.00
STEM FEMORAL ,EACH,Mark Up
STEM HUMERAL ,EACH,Mark Up
STENGER ,EACH,120.00
STENT ABBOTT PRO SYS ,EACH,"1,510.00"
STENT ABSORB PRO SELF EXPANDING ,EACH,"2,350.00"
STENT BIL TRANS ,EACH,"3,340.00"
STENT BILIARY ,EACH,Mark Up
STENT BIORESORBABLE ,EACH,"3,400.00"
STENT COATED/COV W/DEL SYS ,EACH,"3,920.00"
STENT COATED/COVERED W/DEL SYS ,EACH,"8,640.00"
STENT CORONARY ,EACH,Mark Up
STENT CP ,EACH,"20,375.00"
STENT DOUBLE J 8 FR 26 ,EACH,490.00
STENT DRUG ELUTING ZILVER PTX ,EACH,"5,215.00"
STENT ENDOPROSTHESIS ,EACH,Mark Up
STENT ENDOSCOPIC ,EACH,380.00
STENT ESOPHAGEAL ,EACH,Mark Up
STENT EXPANDABLE RENAL ,EACH,"3,400.00"
STENT GEN 6X12 ,EACH,"3,205.00"
STENT GIANTURCO ,EACH,"2,310.00"
STENT HERCULINK ELITE ,EACH,"1,965.00"
STENT ICAST ,EACH,"6,055.00"
STENT LD ILLIAC BILIARY ,EACH,"3,010.00"
STENT MOUTNTED CP ,EACH,"6,845.00"
STENT NASAL ,EACH,Mark Up
STENT NASAL PROPEL ,EACH,Mark Up
STENT NEURFORM HDE#H020002 ,EACH,"14,425.00"
STENT NON-COA/NON-COV W/DEL ,EACH,"5,965.00"
STENT ONYX ,EACH,"3,510.00"
STENT OTW SUPERA ,EACH,"4,435.00"
STENT PANCREATIC ,EACH,Mark Up
STENT PULESRIDER HDE#H160002 ,EACH,"27,355.00"
STENT REBEL OPLATINUM ,EACH,"2,310.00"
STENT RENAL TX GREENE ,EACH,470.00
STENT RX ACCULINK ,EACH,"5,115.00"
STENT SILVER ,EACH,"2,310.00"
STENT SIZER ALVEOLUS ,EACH,470.00
STENT SUPERA OTW ,EACH,"3,910.00"
STENT SYNERGY ,EACH,"5,400.00"
STENT TRACHEOBRONCHIAL ,EACH,Mark Up
STENT URETERAL ,EACH,Mark Up
STENT VAGINAL ,EACH,Mark Up
STENT VASCULAR ,EACH,Mark Up
STENT VASCULAR IDE#G040063 ,EACH,Mark Up
STENT VASCULAR IDE#G050116 ,EACH,Mark Up
STENT VASCULAR IDE#G070123 ,EACH,Mark Up
STENT VASCULAR IDE#G080185 ,EACH,Mark Up
STENT VASCULAR IDE#G090009 ,EACH,Mark Up
STENT VASCULAR IDE#G090199 ,EACH,Mark Up
STENT VASCULAR IDE#G090201 ,EACH,Mark Up
STENT VIABAHN ,EACH,"7,380.00"
STENT VIABAHN ,EACH,"7,675.00"
STENT VIABAHN ,EACH,"8,465.00"
STENT VIABAHN CATHETER ,EACH,"15,670.00"
STENT VIABAHN ENDOPROTHESIS ,EACH,"7,910.00"
STENT VIABAHN ENDOPROTHESIS ,EACH,"8,470.00"
STENT VIABAHN VASCULAR CATHETER ,EACH,"9,470.00"
STENT VIABAHN VBX ,EACH,"6,305.00"
STENT VIABAHN VBX ,EACH,"7,730.00"
STENT VIATORR ,EACH,"11,880.00"
STENT VIATORR 10X6 ,EACH,"9,020.00"
STENT VIATORR 10X7 ,EACH,"10,195.00"
STENT VIATORR 10X8 ,EACH,"10,195.00"
STENT VIATORR 12X8 ,EACH,"10,195.00"
STENT VISI-PRO ,EACH,"2,775.00"
STENT XACT ,EACH,"5,065.00"
STENT XL PALMAZ ,EACH,"2,500.00"
STENT-GENESIS ,EACH,"3,345.00"
STENT-GRAFTMASTER ,EACH,"6,265.00"
STENT-INTEGRITY RXT ,EACH,"1,700.00"
STENT-MULTI LL ,EACH,"1,900.00"
STENT-PALM XL ,EACH,"2,615.00"
STENT-RESOLUTE ,EACH,"3,580.00"
STENT-ULTRA RXT ,EACH,"1,670.00"
STENT-VISION ,EACH,"1,805.00"
STENT-VISI-PRO ,EACH,"1,805.00"
STENT-XIENCE ,EACH,"2,820.00"
STENT-XIENCE PRIME ,EACH,"4,055.00"
STENT-XIENCE XPED ,EACH,"3,920.00"
STERILE RF HEAD COVER ,EACH,375.00
STERILE SLEEVE ,EACH,40.00
STERNO-CLAV JT X-RAY ,EACH,265.00
STERNO-CLAV JT X-RAY ,EACH,265.00
STERNUM X-RAY ,EACH,265.00
STIMULAN RAPID CURE ,EACH,Mark Up
STIMULATOR COMPLEX FIRST HOUR ,EACH,410.00
STIMULATOR NERVE ,EACH,Mark Up
STINGRAY CATHETER ,EACH,"5,455.00"
STINGRAY GUDEWIRE ,EACH,"1,470.00"
STOMAHESIVE PASTE ,EACH,60.00
STONE ANALYSIS ,EACH,56.00
STONE BASKET ,EACH,450.00
STONE EXTRACTOR ,EACH,280.00
STRAPPING ANKLE ,EACH,450.00
STRAPPING OF HAND OR FINGER ,EACH,120.00
STRATAGRAFT FDA IND#10113 ,EACH,Mark Up
STREPTOCOCCUS PNEUMO AG URINE ,EACH,90.00
STREPTOMYCIN SULFATE 1 G IM SOLR ,1 each,344.20
STREPTOZOCIN 1 G IV SOLR ,1 each,"1,440.50"
STREPTOZOCIN 1 G IV SOLR ,1 each,"1,440.50"
STREPTOZOCIN 1 G IV SOLR ,1 each,"1,440.50"
STRESS TEST-ERGONOVINE PROVOCA ,EACH,390.00
STRETCHING/LYSIS PREPUTIAL ADHES ,EACH,815.00
STRIPPER SURGICAL ,EACH,Mark Up
STRONGLYOIDES SCRN ,EACH,55.00
STRONGYLOIDES AB IGG BY ELISA ,EACH,65.00
STRUT EXTERNAL FIXATION ,EACH,Mark Up
STYLET ,EACH,105.00
STYLET LEAD ,EACH,Mark Up
STYLET LOCKING TIP ,EACH,"1,360.00"
STYLET RETRIEVAL ,EACH,Mark Up
"STYLETS, TORQUE WRENCH, CAPS, ADAPTER ",EACH,150.00
SUB ABUSE-VISTA NORTH ,EACH,"2,335.00"
SUBARACHNOID EPIDURAL INJ CRV ,EACH,955.00
SUCCIMER 100 MG PO CAPS ,1 each,59.00
SUCCINYLCHOLINE CHLORIDE 20 MG/ML IJ SOLN SH ,1  x 10 mL Vial,105.80
SUCCINYLCHOLINE CHLORIDE 20 MG/ML IJ SOLN SH ,1  x 10 mL Vial,105.80
SUCCINYLCHOLINE CHLORIDE 20 MG/ML IJ SOLN SH ,1  x 10 mL Vial,105.80
SUCCINYLCHOLINE CHLORIDE 20 MG/ML IJ SOLN SH ,1  x 10 mL Vial,105.80
SUCCINYLCHOLINE CHLORIDE 20 MG/ML IJ SOLN SH ,1  x 10 mL Syringe,158.70
SUCCINYLCHOLINE CHLORIDE 20 MG/ML IJ SOLN SH ,1  x 10 mL Syringe,182.40
SUCRALFATE 1 G PO TABS ,1 each,3.00
SUCRALFATE 1 G PO TABS ,1 each,3.00
SUCRALFATE 1 G PO TABS ,1 each,3.00
SUCRALFATE 1 G PO TABS ,1 each,3.00
SUCRALFATE 1 GM/10ML PO SUSP ,420 mL,688.00
SUCRALFATE 1 GM/10ML PO SUSP UD ,1  x 10 mL Cup,31.20
SUCRALFATE 1 GM/10ML PO SUSP UD ,1  x 10 mL Cup,31.20
SUCTION & EVACUATION PROC. ,EACH,"7,550.00"
SUCTION DEVICE TIP ,EACH,Mark Up
SUFENTANIL CITRATE 250 MCG/5ML IV SOLN ,1  x 5 mL Ampule,86.90
SUFENTANIL CITRATE 50 MCG/ML IV SOLN ,1  x 1 mL Ampule,19.40
SUFENTANIL CITRATE 50 MCG/ML IV SOLN ,1  x 1 mL Ampule,19.40
SUFENTANIL CITRATE 50 MCG/ML IV SOLN ,1  x 1 mL Ampule,29.10
SUGAMMADEX 100 MG/ML CUSTOM IV SOLN ,1  x 5 mL Vial,731.90
SUGAMMADEX SODIUM 200 MG/2ML IV SOLN ,1  x 2 mL Vial,412.40
SUGAMMADEX SODIUM 200 MG/2ML IV SOLN ,1  x 2 mL Vial,412.40
SUGAMMADEX SODIUM 200 MG/2ML IV SOLN ,1  x 2 mL Vial,412.40
SULFACETAMIDE SODIUM 10 % OP SOLN ,1  x 15 mL Bottle,167.00
SULFADIAZINE 500 MG PO TABS ,1 each,15.20
SULFADIAZINE 500 MG PO TABS ,1 each,15.20
SULFAMETHOXAZOLE-TRIMETHOPRIM 200-40 MG/5ML PO SUSP ,473 mL,645.70
SULFAMETHOXAZOLE-TRIMETHOPRIM 200-40 MG/5ML PO SUSP ,473 mL,645.70
SULFAMETHOXAZOLE-TRIMETHOPRIM 200-40 MG/5ML PO SUSP CUSTOM MULTIPATIET ,473 mL,645.70
SULFAMETHOXAZOLE-TRIMETHOPRIM 400-80 MG PO TABS ,1 each,3.00
SULFAMETHOXAZOLE-TRIMETHOPRIM 400-80 MG PO TABS ,1 each,3.00
SULFAMETHOXAZOLE-TRIMETHOPRIM 400-80 MG/5ML IV SOLN ,1  x 5 mL Vial,40.70
SULFAMETHOXAZOLE-TRIMETHOPRIM 400-80 MG/5ML IV SOLN ,1  x 5 mL Vial,40.70
SULFAMETHOXAZOLE-TRIMETHOPRIM 400-80 MG/5ML IV SOLN ,1  x 10 mL Vial,79.00
SULFAMETHOXAZOLE-TRIMETHOPRIM 400-80 MG/5ML IV SOLN ,1  x 10 mL Vial,79.00
SULFAMETHOXAZOLE-TRIMETHOPRIM 400-80 MG/5ML IV SOLN ,1  x 30 mL Vial,180.40
SULFAMETHOXAZOLE-TRIMETHOPRIM 400-80 MG/5ML IV SOLN ,1  x 30 mL Vial,180.40
SULFAMETHOXAZOLE-TRIMETHOPRIM 400-80 MG/5ML IV SOLN ,1  x 30 mL Vial,180.40
SULFAMETHOXAZOLE-TRIMETHOPRIM 400-80 MG/5ML IV SOLN ,1  x 30 mL Vial,180.40
SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160 MG PO TABS ,1 each,3.00
