Category,Charge Code,Charge Description,CPT/HCPCS Code," Inpatient 
Price "," Outpatient 
Price "
Pharmacy,409155930,BUPIVACAINE (PF) 0.25 % (2.5 MG/ML) INJECTION SOLU,J3490,$22.71 ,$22.71 
Pharmacy,409156010,BUPIVACAINE (PF) 0.5 % (5 MG/ML) INJECTION SOLUTIO,J3490,$22.71 ,$22.71 
Pharmacy,409401101,VERAPAMIL 2.5 MG/ML INTRAVENOUS SOLUTION 2.5 MG,J3490,$22.71 ,$22.71 
Pharmacy,409427001,LIDOCAINE (PF) 10 MG/ML (1 %) INJECTION SOLUTION 0,J3490,$22.71 ,$22.71 
Pharmacy,409427601,LIDOCAINE 10 MG/ML (1 %) INJECTION SOLUTION 0.5-20,J3490,$22.71 ,$22.71 
Pharmacy,409427602,LIDOCAINE 10 MG/ML (1 %) INJECTION SOLUTION 0.5-20,J3490,$22.71 ,$22.71 
Pharmacy,409427701,LIDOCAINE 20 MG/ML (2 %) INJECTION SOLUTION 20 ML,J3490,$22.71 ,$22.71 
Pharmacy,409427902,LIDOCAINE (PF) 10 MG/ML (1 %) INJECTION SOLUTION 0,J3490,$22.71 ,$22.71 
Pharmacy,409428202,LIDOCAINE (PF) 20 MG/ML (2 %) INJECTION SOLUTION 1,J3490,$22.71 ,$22.71 
Pharmacy,409434673,AMINOCAPROIC ACID 250 MG/ML INTRAVENOUS SOLUTION 2,J3490,$22.71 ,$22.71 
Pharmacy,409729501,POTASSIUM PHOSPHATES-MBASIC AND DIBASIC 3 MMOL/ML,J3490,$22.71 ,$22.71 
Pharmacy,409818301,POTASSIUM ACETATE 2 MEQ/ML INTRAVENOUS SOLUTION 20,J3490,$22.71 ,$22.71 
Pharmacy,409904201,"BUPIVACAINE-EPINEPHRINE (PF) 0.25 %-1:200,000 INJE",J3490,$22.71 ,$22.71 
Pharmacy,409904217,"BUPIVACAINE-EPINEPHRINE (PF) 0.25 %-1:200,000 INJE",J3490,$22.71 ,$22.71 
Pharmacy,409904501,"BUPIVACAINE-EPINEPHRINE (PF) 0.5 %-1:200,000 INJEC",J3490,$22.71 ,$22.71 
Pharmacy,409904517,"BUPIVACAINE-EPINEPHRINE (PF) 0.5 %-1:200,000 INJEC",J3490,$22.71 ,$22.71 
Pharmacy,487900360,SODIUM CHLORIDE 3% (HYPERTONIC) SOLUTION 4 ML,J3490,$22.71 ,$22.71 
Pharmacy,517611025,ZINC SULFATE 1 MG/ML INTRAVENOUS SOLUTION 1 MG,J3490,$22.71 ,$22.71 
Pharmacy,591288830,"HYDROXOCOBALAMIN 1,000 MCG/ML INTRAMUSCULAR SOLUTI",J3490,$22.71 ,$22.71 
Pharmacy,31382055705,"BUPIVACAINE 0.5 %-EPINEPHRINE BITARTRATE 1:200,000",J3490,$22.71 ,$22.71 
Pharmacy,55390050010,BUMETANIDE 0.25 MG/ML INJECTION SOLUTION 0.25 MG,J3490,$22.71 ,$22.71 
Pharmacy,63323018410,FOLIC ACID 5 MG/ML INJECTION SOLUTION 1 MG,J3490,$22.71 ,$22.71 
Pharmacy,63323020110,LIDOCAINE 10 MG/ML (1 %) INJECTION SOLUTION 0.5-20,J3490,$22.71 ,$22.71 
Pharmacy,63323046037,"BUPIVACAINE-EPINEPHRINE (PF) 0.75 %-1:200,000 INJE",J3490,$22.71 ,$22.71 
Pharmacy,63323049227,LIDOCAINE (PF) 10 MG/ML (1 %) INJECTION SOLUTION 0,J3490,$22.71 ,$22.71 
Pharmacy,63323049237,LIDOCAINE (PF) 10 MG/ML (1 %) INJECTION SOLUTION 0,J3490,$22.71 ,$22.71 
Pharmacy,63323049257,LIDOCAINE (PF) 10 MG/ML (1 %) INJECTION SOLUTION 0,J3490,$22.71 ,$22.71 
Pharmacy,63323049507,LIDOCAINE (PF) 20 MG/ML (2 %) INJECTION SOLUTION 1,J3490,$22.71 ,$22.71 
Pharmacy,68094019362,VALPROIC ACID (AS SODIUM SALT) 250 MG/5 ML (5 ML),J3490,$22.71 ,$22.71 
Pharmacy,50458034660,"LIPASE 21,000-PROTEASE 54,700-AMYLASE 83,900 UNIT",J3490,$22.83 ,$22.83 
Pharmacy,68094059961,"NYSTATIN 100,000 UNIT/ML ORAL SUSPENSION 5 ML",J3490,$23.36 ,$23.36 
Pharmacy,409739172,SODIUM PHOSPHATE 3 MMOL/ML INTRAVENOUS SOLUTION 15,J3490,$24.06 ,$24.06 
Pharmacy,517460125,GLYCOPYRROLATE 0.2 MG/ML INJECTION SOLUTION 1 ML,J3490,$24.99 ,$24.99 
Pharmacy,378699789,SODIUM CHLORIDE 3% (HYPERTONIC) SOLUTION 15 ML,J3490,$25.33 ,$25.33 
Pharmacy,23916330,CYCLOSPORINE 0.05 % EYE DROPS IN A DROPPERETTE 1 D,J3490,$25.35 ,$25.35 
Pharmacy,409409301,CHROMIUM CHLORIDE 4 MCG/ML INTRAVENOUS SOLUTION 10,J3490,$26.17 ,$26.17 
Pharmacy,409409201,CUPRIC CHLORIDE 0.4 MG/ML INTRAVENOUS SOLUTION 10,J3490,$26.45 ,$26.45 
Pharmacy,7335627603,LET SOLUTION 3 ML,J3490,$27.86 ,$27.86 
Pharmacy,54350049,LIDOCAINE 2 % MUCOSAL SOLUTION 100 ML,J3490,$28.53 ,$28.53 
Pharmacy,51672127506,CLOTRIMAZOLE 1 % TOPICAL CREAM 45 G,J3490,$29.84 ,$29.84 
Pharmacy,23585318,MESALAMINE 400 MG CAPSULE (WITH DELAYED RELEASE TA,J3490,$29.89 ,$29.89 
Pharmacy,409662502,SODIUM BICARBONATE 1 MEQ/ML (8.4 %) INTRAVENOUS SO,J3490,$32.78 ,$32.78 
Pharmacy,68094059959,"NYSTATIN 100,000 UNIT/ML ORAL SUSPENSION 5 ML",J3490,$33.21 ,$33.21 
Pharmacy,574704012,BELLADONNA ALKALOIDS-OPIUM 16.2 MG-60 MG RECTAL SU,J3490,$33.53 ,$33.53 
Pharmacy,591321901,BUTALBITAL-ASPIRIN-CAFFEINE 50 MG-325 MG-40 MG CAP,J3490,$33.53 ,$33.53 
Pharmacy,66689002350,HYDROCODONE 7.5 MG-ACETAMINOPHEN 325 MG/15 ML ORAL,J3490,$33.53 ,$33.53 
Pharmacy,68084093433,BUTALBITAL-ASPIRIN-CAFFEINE 50 MG-325 MG-40 MG CAP,J3490,$33.53 ,$33.53 
Pharmacy,68094000159,MORPHINE 10 MG/5 ML ORAL SOLUTION 5 ML,J3490,$33.53 ,$33.53 
Pharmacy,68094080101,OXYCODONE 20 MG/ML CONCENTRATED ORAL SYRINGE 5 MG,J3490,$33.53 ,$33.53 
Pharmacy,409228505,METOPROLOL TARTRATE 5 MG/5 ML INTRAVENOUS SOLUTION,J3490,$33.77 ,$33.77 
Pharmacy,68094075159,DIGOXIN 50 MCG/ML ORAL SOLUTION 2.5 ML,J3490,$34.23 ,$34.23 
Pharmacy,517231525,POTASSIUM PHOSPHATES-MBASIC AND DIBASIC 3 MMOL/ML,J3490,$36.30 ,$36.30 
Pharmacy,517341525,SODIUM PHOSPHATE 3 MMOL/ML INTRAVENOUS SOLUTION 15,J3490,$36.30 ,$36.30 
Pharmacy,409427702,LIDOCAINE 20 MG/ML (2 %) INJECTION SOLUTION 50 ML,J3490,$36.58 ,$36.58 
Pharmacy,51522000020,GLUCOSE TOLERANCE SOLUTION 50GM/BOTT 50 G,J3490,$36.86 ,$36.86 
Pharmacy,487980101,IPRATROPIUM BROMIDE 0.02 % SOLUTION FOR INHALATION,J3490,$37.15 ,$37.15 
Pharmacy,409664802,DEXTROSE 50 % IN WATER (D50W) INTRAVENOUS SOLUTION,J3490,$39.40 ,$39.40 
Pharmacy,121478810,CYPROHEPTADINE 2 MG/5 ML SYRUP 2 MG,J3490,$41.65 ,$41.65 
Pharmacy,55390002910,FAMOTIDINE (PF) 20 MG/2 ML INTRAVENOUS SOLUTION 2,J3490,$41.93 ,$41.93 
Pharmacy,409469801,LIDOCAINE 4 % LARYNGOTRACHEAL SOLUTION 1-5 ML,J3490,$42.44 ,$42.44 
Pharmacy,54162055501,METHYL SALICYLATE-MENTHOL TOPICAL OINTMENT 28 G,J3490,$43.34 ,$43.34 
Pharmacy,409212288,ENALAPRILAT 1.25 MG/ML INTRAVENOUS SOLUTION 0.625,J3490,$44.18 ,$44.18 
Pharmacy,378910293,NITROGLYCERIN 0.1 MG/HR TRANSDERMAL 24 HOUR PATCH,J3490,$44.46 ,$44.46 
Pharmacy,472173803,MICONAZOLE NITRATE 200 MG VAGINAL SUPPOSITORY 3 EA,J3490,$44.80 ,$44.80 
Pharmacy,378910493,NITROGLYCERIN 0.2 MG/HR TRANSDERMAL 24 HOUR PATCH,J3490,$45.50 ,$45.50 
Pharmacy,409177815,METOPROLOL TARTRATE 5 MG/5 ML INTRAVENOUS SOLUTION,J3490,$45.52 ,$45.52 
Pharmacy,409212201,ENALAPRILAT 1.25 MG/ML INTRAVENOUS SOLUTION 0.625,J3490,$49.95 ,$49.95 
Pharmacy,63323030201,VASOPRESSIN 20 UNIT/ML INJECTION SOLUTION 5 UNITS,J3490,$51.00 ,$51.00 
Pharmacy,378911293,NITROGLYCERIN 0.4 MG/HR TRANSDERMAL 24 HOUR PATCH,J3490,$51.98 ,$51.98 
Pharmacy,904386575,SODIUM CHLORIDE 0.65 % NASAL SPRAY AEROSOL 44 ML,J3490,$58.19 ,$58.19 
Pharmacy,63323073809,FAMOTIDINE 10 MG/ML INTRAVENOUS SOLUTION 4 ML,J3490,$60.78 ,$60.78 
Pharmacy,487020101,IPRATROPIUM-ALBUTEROL 0.5 MG-3 MG(2.5 MG BASE)/3 M,J3490,$62.13 ,$62.13 
Pharmacy,38779251008,COMPOUNDING VEHICLE SUSPENSION NO.7 ORAL 473 ML,J3490,$62.91 ,$62.91 
Pharmacy,78065935,SACUBITRIL 24 MG-VALSARTAN 26 MG TABLET 1 TABLET,J3490,$62.93 ,$62.93 
Pharmacy,78077735,SACUBITRIL 49 MG-VALSARTAN 51 MG TABLET 1 TABLET,J3490,$62.93 ,$62.93 
Pharmacy,51842530,TESTOSTERONE 1 % (25 MG/2.5 GRAM) TRANSDERMAL GEL,J3490,$63.18 ,$63.18 
Pharmacy,45802005935,"NYSTATIN 100,000 UNIT/GRAM TOPICAL CREAM 15 G",J3490,$64.16 ,$64.16 
Pharmacy,517209625,SODIUM ACETATE 2 MEQ/ML INTRAVENOUS SOLUTION 20 ML,J3490,$66.97 ,$66.97 
Pharmacy,409361301,BUPIVACAINE (PF) 0.75 % (7.5 MG/ML) IN 8.25 % DEXT,J3490,$67.26 ,$67.26 
Pharmacy,517751003,ACETYLCYSTEINE 100 MG/ML (10 %) SOLUTION 600 MG,J3490,$67.37 ,$67.37 
Pharmacy,63323069504,ACETYLCYSTEINE 100 MG/ML (10 %) SOLUTION 600 MG,J3490,$67.37 ,$67.37 
Pharmacy,78069635,SACUBITRIL 97 MG-VALSARTAN 103 MG TABLET 1 TABLET,J3490,$67.90 ,$67.90 
Pharmacy,24208082555,ATROPINE 1 % EYE OINTMENT 3.5 G,J3490,$68.06 ,$68.06 
Pharmacy,51845001,TESTOSTERONE 1 % (50 MG/5 GRAM) TRANSDERMAL GEL PA,J3490,$68.13 ,$68.13 
Pharmacy,54005746,DIGOXIN 50 MCG/ML ORAL SOLUTION 60 ML,J3490,$68.13 ,$68.13 
Pharmacy,54023749,MORPHINE 10 MG/5 ML ORAL SOLUTION 100 ML,J3490,$68.13 ,$68.13 
Pharmacy,591321472,FENTANYL 100 MCG/HR TRANSDERMAL PATCH 1 PATCH,J3490,$68.13 ,$68.13 
Pharmacy,24338053025,SOTALOL 5 MG/ML ORAL SOLUTION 80 MG,J3490,$68.13 ,$68.13 
Pharmacy,27437020811,CEFIXIME 400 MG CAPSULE 400 MG,J3490,$68.13 ,$68.13 
Pharmacy,38779088403,PYRIMETHAMINE (BULK) POWDER 5 G,J3490,$68.13 ,$68.13 
Pharmacy,49884056211,"LAMOTRIGINE ER 50 MG TABLET,EXTENDED RELEASE 24 HR",J3490,$68.13 ,$68.13 
Pharmacy,49884056411,"LAMOTRIGINE ER 200 MG TABLET,EXTENDED RELEASE 24 H",J3490,$68.13 ,$68.13 
Pharmacy,51079062181,TRYPSIN-BALSAM-CASTOR OIL 0.12 MG-87 MG/GRAM TOPIC,J3490,$68.13 ,$68.13 
Pharmacy,54569559500,TESTOSTERONE 50 MG/5 GRAM (1 %) TRANSDERMAL GEL 5,J3490,$68.13 ,$68.13 
Pharmacy,59417010210,LISDEXAMFETAMINE 20 MG CAPSULE 20 MG,J3490,$68.13 ,$68.13 
Pharmacy,67386031321,CLOBAZAM 2.5 MG/ML ORAL SUSPENSION 5 MG,J3490,$68.13 ,$68.13 
Pharmacy,67386082019,DROXIDOPA 100 MG CAPSULE 100 MG,J3490,$68.13 ,$68.13 
Pharmacy,17478093705,DILTIAZEM 5 MG/ML INTRAVENOUS SOLUTION 5 ML,J3490,$68.94 ,$68.94 
Pharmacy,409318201,"LIDOCAINE 20 MG/ML (2 %)-EPINEPHRINE 1:100,000 INJ",J3490,$69.23 ,$69.23 
Pharmacy,517621025,CUPRIC SULFATE 0.4 MG/ML INTRAVENOUS SOLUTION 10 M,J3490,$70.07 ,$70.07 
Pharmacy,409771503,MANNITOL 20 % INTRAVENOUS SOLUTION 12.5 G,J3490,$70.35 ,$70.35 
Pharmacy,281032608,NITROGLYCERIN 2 % TRANSDERMAL OINTMENT 1 G,J3490,$70.55 ,$70.55 
Pharmacy,409163110,CALCIUM CHLORIDE 100 MG/ML (10 %) INTRAVENOUS SYRI,J3490,$71.20 ,$71.20 
Pharmacy,409317801,"LIDOCAINE 1 %-EPINEPHRINE 1:100,000 INJECTION SOLU",J3490,$72.04 ,$72.04 
Pharmacy,65019231,SOFT LENS ADJUNCTIVE SOLUTIONS EYE DROPS 12 ML,J3490,$73.44 ,$73.44 
Pharmacy,7335650910,PHENOL 6% IN STERILE WATER 10 ML,J3490,$75.98 ,$75.98 
Pharmacy,517651025,SELENIUM 40 MCG/ML INTRAVENOUS SOLUTION 10 ML,J3490,$78.51 ,$78.51 
Pharmacy,409329906,SODIUM ACETATE 2 MEQ/ML INTRAVENOUS SOLUTION 100 M,J3490,$81.61 ,$81.61 
Pharmacy,517306501,MORRHUATE SODIUM 5 % INTRAVENOUS SOLUTION 50 MG,J3490,$82.09 ,$82.09 
Pharmacy,63323048889,"INTRAOP LIDOCAINE 1.5%-EPI 1:200,000 PF INJ 5 ML A",J3490,$83.01 ,$83.01 
Pharmacy,55390002810,FAMOTIDINE 10 MG/ML INTRAVENOUS SOLUTION 4 ML,J3490,$83.30 ,$83.30 
Pharmacy,48878062004,CHLORHEXIDINE GLUCONATE 0.12 % MOUTHWASH 15 ML,J3490,$84.42 ,$84.42 
Pharmacy,409226720,LABETALOL 5 MG/ML INTRAVENOUS SOLUTION 20 ML,J3490,$87.23 ,$87.23 
Pharmacy,409781124,METRONIDAZOLE IVPB EVAC BAG (FOR DOSES 251 MG TO 4,J3490,$87.23 ,$87.23 
Pharmacy,409317803,"LIDOCAINE 1 %-EPINEPHRINE 1:100,000 INJECTION SOLU",J3490,$88.64 ,$88.64 
Pharmacy,409317802,"LIDOCAINE 1 %-EPINEPHRINE 1:100,000 INJECTION SOLU",J3490,$89.49 ,$89.49 
Pharmacy,85331535,NITROGLYCERIN 0.3 MG/HR TRANSDERMAL 24 HOUR PATCH,J3490,$91.03 ,$91.03 
Pharmacy,186198904,BUDESONIDE 0.5 MG/2 ML SUSPENSION FOR NEBULIZATION,J3490,$93.99 ,$93.99 
Pharmacy,409553434,SODIUM BICARBONATE -NEONATES LOW CONCENTRATION 10,J3490,$95.68 ,$95.68 
Pharmacy,63402051530,LEVALBUTEROL CONCENTRATE 1.25 MG/0.5 ML SOLUTION F,J3490,$95.96 ,$95.96 
Pharmacy,63402051124,LEVALBUTEROL 0.31 MG/3 ML SOLUTION FOR NEBULIZATIO,J3490,$95.99 ,$95.99 
Pharmacy,63402051224,LEVALBUTEROL 0.63 MG/3 ML SOLUTION FOR NEBULIZATIO,J3490,$95.99 ,$95.99 
Pharmacy,63402051324,LEVALBUTEROL 1.25 MG/3 ML SOLUTION FOR NEBULIZATIO,J3490,$95.99 ,$95.99 
Pharmacy,409663734,SODIUM BICARBONATE 8.4 % (1 MEQ/ML) INTRAVENOUS SY,J3490,$97.08 ,$97.08 
Pharmacy,517235025,POTASSIUM PHOSPHATES-MBASIC AND DIBASIC 3 MMOL/ML,J3490,$97.08 ,$97.08 
Pharmacy,42023010405,TUBERCULIN PPD 5 TUB. UNIT/0.1 ML INTRADERMAL INJE,J3490,$99.97 ,$99.97 
Pharmacy,168000415,TRIAMCINOLONE ACETONIDE 0.1 % TOPICAL CREAM 15 G,J3490,$101.30 ,$101.30 
Pharmacy,45802005635,GENTAMICIN 0.1 % TOPICAL CREAM 15 G,J3490,$101.30 ,$101.30 
Pharmacy,42023010401,TUBERCULIN PPD 5 TUB. UNIT/0.1 ML INTRADERMAL INJE,J3490,$101.39 ,$101.39 
Pharmacy,40565012249,CADEXOMER IODINE 0.9 % TOPICAL GEL 40 G,J3490,$101.60 ,$101.60 
Pharmacy,409163201,VECURONIUM BROMIDE 10 MG INTRAVENOUS SOLUTION 1 EA,J3490,$102.15 ,$102.15 
Pharmacy,409405001,CLINDAMYCIN 150 MG/ML INJECTION SOLUTION 2 ML,J3490,$102.15 ,$102.15 
Pharmacy,409490334,LIDOCAINE (PF) 100 MG/5 ML (2 %) INTRAVENOUS SYRIN,J3490,$102.71 ,$102.71 
Pharmacy,409161050,BUPIVACAINE 0.5 % INJECTION SOLUTION EPIDURAL ADDI,J3490,$104.12 ,$104.12 
Pharmacy,703952601,SULFAMETHOXAZOLE 400 MG-TRIMETHOPRIM 80 MG/5 ML IN,J3490,$107.21 ,$107.21 
Pharmacy,409492834,CALCIUM CHLORIDE 100 MG/ML (10 %) INTRAVENOUS SYRI,J3490,$109.75 ,$109.75 
Pharmacy,409405303,CLINDAMYCIN 300 MG/2 ML INTRAVENOUS SOLUTION 2 ML,J3490,$110.87 ,$110.87 
Pharmacy,45802005911,"NYSTATIN 100,000 UNIT/GRAM TOPICAL CREAM 30 G",J3490,$111.44 ,$111.44 
Pharmacy,409490434,LIDOCAINE (PF) 50 MG/5 ML (1 %) INTRAVENOUS SYRING,J3490,$112.00 ,$112.00 
Pharmacy,45802035758,SODIUM CHLORIDE 0.65 % NASAL SPRAY AEROSOL 45 ML,J3490,$112.70 ,$112.70 
Pharmacy,517271025,CALCIUM CHLORIDE 100 MG/ML (10 %) INTRAVENOUS SOLU,J3490,$114.25 ,$114.25 
Pharmacy,63323028110,FLUPHENAZINE 2.5 MG/ML INJECTION SOLUTION 1.25 MG,J3490,$114.59 ,$114.59 
Pharmacy,409490034,SODIUM BICARBONATE 10 MEQ/10 ML (8.4 %) INTRAVENOU,J3490,$115.66 ,$115.66 
Pharmacy,409405101,CLINDAMYCIN 150 MG/ML INJECTION SOLUTION 4 ML,J3490,$119.88 ,$119.88 
Pharmacy,17478030703,AZITHROMYCIN 1 % EYE DROPS 1 DROP,J3490,$120.07 ,$120.07 
Pharmacy,24208073501,CYCLOPENTOLATE 1 % EYE DROPS 2 ML,J3490,$122.41 ,$122.41 
Pharmacy,409471201,LIDOCAINE (PF) 50 MG/ML (5 %) IN 7.5 % DEXTROSE IN,J3490,$123.25 ,$123.25 
Pharmacy,24208092064,TETRACAINE 0.5 % EYE DROPS 15 ML,J3490,$127.90 ,$127.90 
Pharmacy,409405403,CLINDAMYCIN 600 MG/4 ML INTRAVENOUS SOLUTION 4 ML,J3490,$129.44 ,$129.44 
Pharmacy,409120965,"LIDOCAINE 1.5 %-EPINEPHRINE 1:200,000 INJECTION SO",J3490,$130.01 ,$130.01 
Pharmacy,54162055007,CAMPHOR-MENTHOL 0.5 %-0.5 % LOTION 222 ML,J3490,$131.19 ,$131.19 
Pharmacy,517502325,SODIUM ACETATE 4 MEQ/ML INTRAVENOUS SOLUTION 50 ML,J3490,$132.26 ,$132.26 
Pharmacy,70004043009,KETAMINE 50 MG/5 ML (10 MG/ML) IN 0.9 % SODIUM CHL,J3490,$136.76 ,$136.76 
Pharmacy,186060631,"OMEPRAZOLE 10 MG CAPSULE,DELAYED RELEASE 30 EACH",J3490,$138.18 ,$138.18 
Pharmacy,45802001402,HYDROCORTISONE 2.5 % TOPICAL OINTMENT 20 G,J3490,$139.58 ,$139.58 
Pharmacy,517810525,ZINC SULFATE 5 MG/ML INTRAVENOUS SOLUTION 5 ML,J3490,$140.42 ,$140.42 
Pharmacy,61314035501,TROPICAMIDE 1 % EYE DROPS 3 ML,J3490,$140.73 ,$140.73 
Pharmacy,24208058559,TROPICAMIDE 1 % EYE DROPS 2 ML,J3490,$141.55 ,$141.55 
Pharmacy,409490234,DEXTROSE 50 % IN WATER (D50W) INTRAVENOUS SYRINGE,J3490,$142.11 ,$142.11 
Pharmacy,409771502,MANNITOL 20 % INTRAVENOUS SOLUTION 12.5 G,J3490,$142.46 ,$142.46 
Pharmacy,24208067004,SULFACETAMIDE SODIUM 10 % EYE DROPS 15 ML,J3490,$143.09 ,$143.09 
Pharmacy,409176102,BUPIVACAINE (PF) 0.75 % (7.5 MG/ML) IN 8.25 % DEXT,J3490,$143.51 ,$143.51 
Pharmacy,703115303,NOREPINEPHRINE BITARTRATE 1 MG/ML INTRAVENOUS SOLU,J3490,$144.42 ,$144.42 
Pharmacy,168000215,TRIAMCINOLONE ACETONIDE 0.5 % TOPICAL CREAM 15 G,J3490,$144.78 ,$144.78 
Pharmacy,338055111,D5W MINI-BAG PLUS 50 ML 50 ML,J3490,$146.55 ,$146.55 
Pharmacy,338055118,D5W MINI-BAG PLUS 100 ML 100 ML,J3490,$146.55 ,$146.55 
Pharmacy,409773036,SODIUM CHLORIDE 0.45 % INTRAVENOUS SOLUTION 50 ML,J3490,$146.55 ,$146.55 
Pharmacy,24357070106,LIDOCAINE 4 % TOPICAL CREAM 5 G,J3490,$151.96 ,$151.96 
Pharmacy,573286810,PHENYLEPHRINE 0.25 %-PRAMOXINE 1 %-GLYCERIN-WH.PET,J3490,$152.18 ,$152.18 
Pharmacy,409226754,LABETALOL 5 MG/ML INTRAVENOUS SOLUTION 40 ML,J3490,$154.21 ,$154.21 
Pharmacy,395166792,METHYL SALICYLATE TOPICAL LIQUID 60 ML,J3490,$155.33 ,$155.33 
Pharmacy,409405201,CLINDAMYCIN 150 MG/ML INJECTION SOLUTION 6 ML,J3490,$157.02 ,$157.02 
Pharmacy,24208091055,ERYTHROMYCIN 5 MG/GRAM (0.5 %) EYE OINTMENT 3.5 G,J3490,$158.18 ,$158.18 
Pharmacy,409141001,ISOPROTERENOL 0.2 MG/ML INJECTION SOLUTION 1 ML,J3490,$158.43 ,$158.43 
Pharmacy,517821025,TRACE ELEMENTS CR-CU-MN-SE-ZN 10 MCG-1 MG-0.5 MG-6,J3490,$158.43 ,$158.43 
Pharmacy,55390000210,NOREPINEPHRINE BITARTRATE 1 MG/ML INTRAVENOUS SOLU,J3490,$161.86 ,$161.86 
Pharmacy,67877025115,TRIAMCINOLONE ACETONIDE 0.1 % TOPICAL CREAM 15 G,J3490,$164.20 ,$164.20 
Pharmacy,78034362,ESTRADIOL 0.0375 MG/24 HR SEMIWEEKLY TRANSDERMAL P,J3490,$166.31 ,$166.31 
Pharmacy,93961413,SILVER NITRATE 0.5 % TOPICAL SOLUTION 960 ML,J3490,$167.63 ,$167.63 
Pharmacy,264230410,ACETIC ACID 0.25 % IRRIGATION SOLUTION 500 ML,J3490,$167.63 ,$167.63 
Pharmacy,327001105,CITRIC ACID-GLUCONOLAC-MAG CARB 6.602 G-0.198 G/10,J3490,$167.63 ,$167.63 
Pharmacy,338002302,DEXTROSE 10% INTRAVENOUS SOLUTION - HYPOGLYCEMIA U,J3490,$167.63 ,$167.63 
Pharmacy,338002303,D10W FLUID BOLUS 500 ML,J3490,$167.63 ,$167.63 
Pharmacy,338004304,NACL 0.45% FLUID BOLUS 1000 ML,J3490,$167.63 ,$167.63 
Pharmacy,338004727,SODIUM CHLORIDE 0.9 % IRRIGATION SOLUTION 3000 ML,J3490,$167.63 ,$167.63 
Pharmacy,338004744,SODIUM CHLORIDE 0.9 % IRRIGATION SOLUTION 1000 ML,J3490,$167.63 ,$167.63 
Pharmacy,338004746,SODIUM CHLORIDE 0.9 % IRRIGATION SOLUTION 2000 ML,J3490,$167.63 ,$167.63 
Pharmacy,338004747,NACL 0.9% 3L IRRIGATION SOLUTION 3000 ML,J3490,$167.63 ,$167.63 
Pharmacy,338004803,SODIUM CHLORIDE 0.9 % IRRIGATION SOLUTION 500 ML,J3490,$167.63 ,$167.63 
Pharmacy,338004804,SODIUM CHLORIDE 0.9 % IRRIGATION SOLUTION 1L POUR,J3490,$167.63 ,$167.63 
Pharmacy,338010504,RINGERS 1L PLAIN 1000 ML,J3490,$167.63 ,$167.63 
Pharmacy,338011404,LACTATED RINGERS IRRIGATION SOLUTION 1000 ML,J3490,$167.63 ,$167.63 
Pharmacy,338012504,D5 / LACTATED RINGERS FLUID BOLUS 250 ML,J3490,$167.63 ,$167.63 
Pharmacy,338013727,LACTATED RINGERS IRRIGATION SOLUTION 3000 ML,J3490,$167.63 ,$167.63 
Pharmacy,338022104,ELECTROLYTE-A IV BOLUS 500 ML,J3490,$167.63 ,$167.63 
Pharmacy,338066304,POTASSIUM CHLORIDE 20 MEQ/L IN DEXTROSE 5 %-0.2 %,J3490,$167.63 ,$167.63 
Pharmacy,338066904,POTASSIUM CHLORIDE 10 MEQ/L IN DEXTROSE 5 %-0.45 %,J3490,$167.63 ,$167.63 
Pharmacy,338067304,POTASSIUM CHLORIDE 30 MEQ/L IN DEXTROSE 5 %-0.45 %,J3490,$167.63 ,$167.63 
Pharmacy,338067504,POTASSIUM CHLORIDE 40 MEQ/L IN DEXTROSE 5 %-0.45 %,J3490,$167.63 ,$167.63 
Pharmacy,409196703,ANTICOAG CITRATE PHOS DEXTROSE 2.63 GRAM-222 MG/10,J3490,$167.63 ,$167.63 
Pharmacy,409614309,ACETIC ACID 0.25 % IRRIGATION SOLUTION 1000 ML,J3490,$167.63 ,$167.63 
Pharmacy,409798108,SORBITOL-MANNITOL 2.7 G-0.54 G/100 ML URETHRAL SOL,J3490,$167.63 ,$167.63 
Pharmacy,1000004606,ORGAN PRESERVATION (BELZER UW) 125 MEQ/L PERFUSION,J3490,$167.63 ,$167.63 
Pharmacy,51672128902,"NYSTATIN 100,000 UNIT/GRAM TOPICAL CREAM 30 G",J3490,$168.00 ,$168.00 
Pharmacy,55566240000,DESMOPRESSIN 0.1 MG/ML (REFRIGERATE) NASAL SOLUTIO,J3490,$168.39 ,$168.39 
Pharmacy,8092355,PANTOPRAZOLE 40 MG INTRAVENOUS SOLUTION 40 MG,J3490,$168.84 ,$168.84 
Pharmacy,472016330,"NYSTATIN 100,000 UNIT/GRAM TOPICAL CREAM 30 G",J3490,$168.84 ,$168.84 
Pharmacy,49230020923,DIANEAL 2.5% WITH NO ADDITIVES (INFANT) 1 BAG,J3490,$168.84 ,$168.84 
Pharmacy,527172874,COCAINE 4 % TOPICAL SOLUTION 4 ML,J3490,$170.30 ,$170.30 
Pharmacy,78034542,ESTRADIOL 0.075 MG/24 HR SEMIWEEKLY TRANSDERMAL PA,J3490,$172.64 ,$172.64 
Pharmacy,78034645,ESTRADIOL 0.1 MG/24 HR SEMIWEEKLY TRANSDERMAL PATC,J3490,$174.13 ,$174.13 
Pharmacy,168000680,TRIAMCINOLONE ACETONIDE 0.1 % TOPICAL OINTMENT 80,J3490,$175.59 ,$175.59 
