Entity,Service Description,Price
BHM,Stent uret dual duro 6x24 B T,"$1,371.00 "
BHM,Stent uret dual duro 6x26 B T,"$1,371.00 "
BHM,Stent uret iett 8x24 7,"$1,214.00 "
BHM,Stent uret Percuflex 4.8x26,"$1,123.00 "
BHM,Stent uret Percuflex 8x22,"$1,214.00 "
BHM,Stent uret Percuflex 8x26,"$1,214.00 "
BHM,Stent uret Percuflex us 8x22,"$1,178.00 "
BHM,Stent uret Percuflex us 8x24,"$1,178.00 "
BHM,Stent uret Percuflex us 8x26,"$1,178.00 "
BHM,Stent uret Percuflx 4.8x24 2,"$1,123.00 "
BHM,Stent uret Polarloop 6x24 B T,"$1,494.00 "
BHM,Stent uret tip 7f m0061602 0,"$1,857.00 "
BHM,Stent uret26 6f mri rms0666 r,"$10,494.00 "
BHM,Stent vasc open-perc intl art,"$17,494.00 "
BHM,Stent vasc opn-per addl vein,"$17,494.00 "
BHM,Stent vasc opn-per intl vein,"$17,494.00 "
BHM,Stent vert extracranil 1st IVN,"$7,519.00 "
BHM,Stent Viabahn 11x80 bxa1139 a,"$16,458.00 "
BHM,Stent Viabahn 11x80 bxa1179 a,"$19,165.00 "
BHM,Stent Viabahn 7x135 bxa0739 a,"$16,059.00 "
BHM,Stent Viabahn 7x135 bxa0759 a,"$16,458.00 "
BHM,Stent Viabahn 7x135 bxa0779 a,"$19,165.00 "
BHM,Stent Viabahn 8x135 bxa0839 a,"$16,458.00 "
BHM,Stent Viabahn 8x135 bxa0859 a,"$16,458.00 "
BHM,Stent Viabahn 8x135 bxa0879 a,"$19,165.00 "
BHM,Stent Viabahn10x135 bxa1029 a,"$16,458.00 "
BHM,Stent Viabahn10x135 bxa1039 a,"$16,458.00 "
BHM,Stent Viabahn10x135 bxa1059 a,"$16,458.00 "
BHM,Stent Viabahn11x135 bxa1159 a,"$16,458.00 "
BHM,Stent Viabhn Hep 10X10X12 m,"$19,165.00 "
BHM,Stent Viabhn Hep 10X15X12 m,"$22,366.00 "
BHM,Stent Viabhn Hep bio5X15X12 m,"$22,991.00 "
BHM,Stent Viabhn Hep bio6X10X12 m,"$19,790.00 "
BHM,Stent Viabhn Hep bio6X15X12 m,"$22,991.00 "
BHM,Stent Viabhn Hep bio6X5X12 m,"$17,088.00 "
BHM,Stent Viabhn Hep bio7X10X12 m,"$19,790.00 "
BHM,Stent Viabhn Hep bio7X5X12 m,"$17,088.00 "
BHM,Stent Viabhn Hep bio8X15X12 m,"$22,991.00 "
BHM,Stent Viabhn Hep bio8X5X12 m,"$17,088.00 "
BHM,Stent Viator 10x5x2 ptb105 5,"$24,990.00 "
BHM,Stent Viator 10x6x2 ptb106 5,"$24,990.00 "
BHM,Stent Viator 10x7x2 ptb107 5,"$24,990.00 "
BHM,Stent Viator 10x7x2 ptb8107 5,"$25,615.00 "
BHM,Stent Viator 10x8x2 ptb108 5,"$25,615.00 "
BHM,Stent Viator 10x8x2 ptb8108 5,"$25,615.00 "
BHM,Stent Wall 16x60x100 B T,"$9,984.00 "
BHM,Stent Wall 18x90mm h965404 0,"$10,728.00 "
BHM,Stent Wallstent-16-90-100- l,"$10,728.00 "
BHM,Stent wng 3.5x15mm ws035 5,"$23,064.00 "
BHM,Stent wng 3.5x20 ws03 HDE50 1,"$6,069.00 "
BHM,Stent Xience 2.25x12 112522 2,"$7,990.00 "
BHM,Stent Xience 2.25x15 112522 5,"$7,990.00 "
BHM,Stent Xience 2.25x18 112522 8,"$7,990.00 "
BHM,Stent Xience 2.25x23 112522 3,"$7,990.00 "
BHM,Stent Xience 2.25x28 112522 8,"$7,990.00 "
BHM,Stent Xience 2.5x12 112525 2,"$7,990.00 "
BHM,Stent Xience 2.5x15 112525 5,"$7,990.00 "
BHM,Stent Xience 2.5x18 112525 8,"$7,990.00 "
BHM,Stent Xience 2.5x28 112525 8,"$7,990.00 "
BHM,Stent Xience 2.5x33 112525 3,"$7,990.00 "
BHM,Stent Xience 2.5x38 112525 8,"$7,990.00 "
BHM,Stent Xience 2.75x12 112527 2,"$7,990.00 "
BHM,Stent Xience 2.75x18 112527 8,"$7,990.00 "
BHM,Stent Xience 2.75x23 112527 3,"$7,990.00 "
BHM,Stent Xience 2.75x33 112527 3,"$7,990.00 "
BHM,Stent Xience 2.75x38 112527 8,"$7,990.00 "
BHM,Stent Xience 3.25x18 112532 8,"$7,990.00 "
BHM,Stent Xience 3.25x23 112532 3,"$7,990.00 "
BHM,Stent Xience 3.25x28 112532 8,"$7,990.00 "
BHM,Stent Xience 3.25x33 112532 3,"$7,990.00 "
BHM,Stent Xience 3.25x38 112532 8,"$7,990.00 "
BHM,Stent Xience 3.5x12 112535 2,"$7,990.00 "
BHM,Stent Xience 3.5x15 112535 5,"$7,990.00 "
BHM,Stent Xience 3.5x18 112535 8,"$7,990.00 "
BHM,Stent Xience 3.5x23 112535 3,"$7,990.00 "
BHM,Stent Xience 3.5x28 112535 8,"$7,990.00 "
BHM,Stent Xience 3.5x33 112535 3,"$7,990.00 "
BHM,Stent Xience 3.5x38 112535 8,"$7,990.00 "
BHM,Stent Xience 3.5x8 112535 8,"$7,990.00 "
BHM,Stent Xience 3x12 112530 2,"$7,990.00 "
BHM,Stent Xience 3x15 112530 5,"$7,990.00 "
BHM,Stent Xience 3x18 112530 8,"$7,990.00 "
BHM,Stent Xience 3x23 112530 3,"$7,990.00 "
BHM,Stent Xience 3x28 112530 8,"$7,990.00 "
BHM,Stent Xience 3x33 112530 3,"$7,990.00 "
BHM,Stent Xience 3x38 112530 8,"$7,990.00 "
BHM,Stent Xience 4x12 112540 2,"$7,990.00 "
BHM,Stent Xience 4x15 112540 5,"$7,990.00 "
BHM,Stent Xience 4x18 112540 8,"$7,990.00 "
BHM,Stent Xience 4x23 112540 3,"$7,990.00 "
BHM,Stent Xience 4x28 112540 8,"$7,990.00 "
BHM,Stent Xience 4x38 112540 8,"$7,990.00 "
BHM,Stent Xience 4x8 112540 8,"$7,990.00 "
BHM,Stent zilver 35 6x140cm g38 3,"$14,250.00 "
BHM,Stent zilver 35 7x140cm g38 1,"$14,250.00 "
BHM,Stereotactic radiosurgery,"$15,940.00 "
BHM,Sterile talc 4gm,$100.00 
BHM,Sternum min 2 view xr,$770.00 
BHM,Sternum min 2 view XR UC,$770.00 
BHM,Stocking anti emb knee xlg g,$26.00 
BHM,Stocking anti emb thi hi xl r,$40.00 
BHM,Stocking anti emb thi xlg l g,$40.00 
BHM,Stocking anti embolism g,$74.00 
BHM,Stocking cmpr thg lg lngsm3 6,$49.00 
BHM,Stocking cmpr thg lg regsm3 8,$49.00 
BHM,Stocking cmpr thg lg shrt 3 4,$49.00 
BHM,Stocking cmpr thg med lng 3 9,$49.00 
BHM,Stocking cmpr thg med reg 3 6,$49.00 
BHM,Stocking cmpr thg sm lng 3 2,$49.00 
BHM,Stocking cmpr thg sm reg 3 0,$49.00 
BHM,Stocking cmpr thg sm shrt 3 1,$224.00 
BHM,Stocking knee hi lrg g,$28.00 
BHM,Stocking knee hi lrg l g,$26.00 
BHM,Stocking knee hi med g,$26.00 
BHM,Stocking knee hi med l g,$26.00 
BHM,Stocking knee hi sm g,$26.00 
BHM,Stocking knee hi sm l g,$26.00 
BHM,Stocking knee hi xlrg l g,$26.00 
BHM,Stocking thigh hi lrg l g,$57.00 
BHM,Stoma biopsy sgl mult colon,"$2,256.00 "
BHM,Stoma decompression colon,"$1,747.00 "
BHM,Stoma diagnostic colon,"$1,632.00 "
BHM,Stoma remove les snare colon,"$2,878.00 "
BHM,Stool fat-qualitative,$18.00 
BHM,Stool fat-quantitative,$38.00 
BHM,Stpl applier clip 5mm Ligam j,"$1,242.00 "
BHM,Stpl contour crvd escs b,"$4,386.00 "
BHM,Stpl controller powr sigpsh l,"$1,087.00 "
BHM,Stpl cut 40mm crvd cr40b rl J,"$2,468.00 "
BHM,Stpl cut 40mm crvd cr40g rl J,"$2,468.00 "
BHM,Stpl cut 40mm crvd cs40g J,"$4,386.00 "
BHM,Stpl cut lin 45mm artc ec a,"$2,805.00 "
BHM,Stpl cut lin 75mm thk relod t,$642.00 
BHM,Stpl echelon flex 34cm psee a,"$2,995.00 "
BHM,Stpl echln pwr 45mm lng ple a,"$3,428.00 "
BHM,Stpl echln pwr 45mm pse a,"$3,364.00 "
BHM,Stpl echln pwr 60mm lng ple a,"$3,881.00 "
BHM,Stpl echln pwr 60mm pse a,"$3,881.00 "
BHM,Stpl Echln pwr pls lng plee a,"$3,595.00 "
BHM,Stpl Echln pwr pls std psee a,"$3,595.00 "
BHM,Stpl ecs33 JJ,"$3,128.00 "
BHM,Stpl EEA xl 25mm eeax 5,"$3,481.00 "
BHM,Stpl endo 100mm reld tc 0,$958.00 
BHM,Stpl endo 3.8 100mm tl 0,"$1,750.00 "
BHM,Stpl endo 30mm reld s,$386.00 
BHM,Stpl endo 30mm thk reld xr g,$375.00 
BHM,Stpl endo 30mm tx v,$844.00 
BHM,Stpl endo 6 row 45 reld gst b,"$1,599.00 "
BHM,Stpl endo 6 row 45 reld gst d,"$1,599.00 "
BHM,Stpl endo 6 row 45 reld gst g,"$1,599.00 "
BHM,Stpl endo 6 row 45 reld gst w,"$1,599.00 "
BHM,Stpl endo 60x4.8 rel thk xr g,$404.00 
BHM,Stpl endo 90mm reld hvy w e,"$1,018.00 "
BHM,Stpl endo articlt 35mm at 1,"$2,482.00 "
BHM,Stpl endo articlt 35mm at 2,"$2,482.00 "
BHM,Stpl endo crvd 25x28 esecs a,"$2,561.00 "
BHM,Stpl endo crvd 29mm esecs a,"$2,561.00 "
BHM,Stpl endo EEA 25mm ee 5,"$2,884.00 "
BHM,Stpl endo EEA 28mm ee 8,"$2,884.00 "
BHM,Stpl endo GIA u v,"$1,557.00 "
BHM,Stpl endo lin 45 art reg at 5,"$2,162.00 "
BHM,Stpl endo linear 45w tr45w J,"$1,326.00 "
BHM,Stpl endo pur 30reld EGIA30 t,"$1,717.00 "
BHM,Stpl endo pur 45reld EGIA45 t,"$1,805.00 "
BHM,Stpl endo pur 60reld EGIA60 t,"$2,375.00 "
BHM,Stpl endo tan 30reld EGIA30 m,"$1,657.00 "
BHM,Stpl endo tan 45reld EGIA45 m,"$1,739.00 "
BHM,Stpl endo tan 60reld EGIA60 m,"$2,274.00 "
BHM,Stpl endo Versatack m,"$1,333.00 "
BHM,Stpl Endowrist 45 48445g T,"$1,773.00 "
BHM,Stpl Endowrist 45 48645b T,"$1,773.00 "
BHM,Stpl endowrist blue 45 416 b,"$1,773.00 "
BHM,Stpl endowrist cann 45 410 1,$208.00 
BHM,Stpl endowrist green 45 414 g,"$1,773.00 "
BHM,Stpl endowrist reld30 486 g,"$1,683.00 "
BHM,Stpl endowrist reld30 486 w,"$1,683.00 "
BHM,Stpl endowrist sheath45 410 0,$208.00 
BHM,Stpl ENT septal 60100 0,"$1,675.00 "
BHM,Stpl GIA 35 endovas reld et J,"$1,060.00 "
BHM,Stpl GIA 60 3.8 Ti 60 s,$507.00 
BHM,Stpl GIA 80 3.8 i,$724.00 
BHM,Stpl GIA endo unversl 12mmC I,"$1,003.00 "
BHM,Stpl GIA endo vas reload tr w,"$1,326.00 "
BHM,Stpl GIA single use 60-3.8,$942.00 
BHM,Stpl GIA single use 80-3.8,"$1,347.00 "
BHM,Stpl handle power sigphan e,"$17,850.00 "
BHM,Stpl lin 30mm tx30b J,$778.00 
BHM,Stpl lin 60mm tx60b J,$789.00 
BHM,Stpl lin 60mm xr60b reld J,$404.00 
BHM,Stpl lin cut reload blu 3.5 J,"$1,447.00 "
BHM,Stpl lin cut reload grn 3.5 J,"$1,447.00 "
BHM,Stpl lin endo 25mm EEA orvi 5,"$1,005.00 "
BHM,Stpl lin endo 45 ecr45b r d,"$1,326.00 "
BHM,Stpl lin endo 45 ecr45m r d,"$1,596.00 "
BHM,Stpl lin endo 45 ecr45w r d,"$1,326.00 "
BHM,Stpl lin endo 45thk zr45g r d,"$1,262.00 "
BHM,Stpl lin reld endo bl gst b,"$1,729.00 "
BHM,Stpl lin reld endo grn gst g,"$1,729.00 "
BHM,Stpl lin reld endo wht gst w,"$1,447.00 "
BHM,Stpl linear 55 mm J,$791.00 
BHM,Stpl linear 55 mm reload J,$434.00 
BHM,Stpl linear 75 mm JJi n,"$1,146.00 "
BHM,Stpl linear 75 mm reload J,$630.00 
BHM,Stpl peristrp endo psd4506e v,"$1,396.00 "
BHM,Stpl peristrp endo psd6006e v,"$2,046.00 "
BHM,Stpl Protack ptack 174 6,"$2,663.00 "
BHM,Stpl reload lin cut wht 2.5 J,"$1,420.00 "
BHM,Stpl reload trs 2 sigtrs60 t,"$4,631.00 "
BHM,Stpl reload unit 45-3.5 sg u,"$1,234.00 "
BHM,Stpl sealr curv jaw 10 jrse 6,$10.00 
BHM,Stpl Signia reload sigadap l,"$11,894.00 "
BHM,Stpl skin 35 w d p,$210.00 
BHM,Stpl skin 35w,$63.00 
BHM,Stpl skin absb 30 insorb 2 0,$451.00 
BHM,Stpl skin regu r,$63.00 
BHM,Stpl skin Royal 35mm y,$68.00 
BHM,Stpl TA 30-3.5 n,$867.00 
BHM,Stpl TA 30-3.5 singl re l d,$389.00 
BHM,Stpl TA 60-3.5,$896.00 
BHM,Stpl tri crvd purple sig30 t,"$1,576.00 "
BHM,Stpl tri crvd tan30 sig30ct m,"$1,839.00 "
BHM,Stpl tri crvd tan45 sig45ct m,"$2,102.00 "
BHM,Stpl tri crvd tan60 sig60ct m,"$2,926.00 "
BHM,Stpl unit load sglta 60-3.5 s,$437.00 
BHM,Stpl vasc powr 35X320 PVE A,"$2,995.00 "
BHM,Stpl vasc reload thn VASCEC 2,"$1,664.00 "
BHM,Strap distract ank ascp ar1 2,$468.00 
BHM,Strap-splint-cast apply,$592.00 
BHM,Strap-splint-cast apply UC,$307.00 
BHM,Strep agalactiae PCR ID,$50.00 
BHM,Strep gp A scrn+culture reflex,$244.00 
BHM,Strep group a screen UC,$244.00 
BHM,Strep pneumo IgG Ab-each(c),$52.00 
BHM,Strep pneumonia antigen,$182.00 
BHM,Strep pneumonia antigen(c),$176.00 
BHM,Strep pneumonia PCR ID,$50.00 
BHM,Strep pyogenes PCR ID,$50.00 
BHM,Stress ECHO w continuous ECG,"$3,477.00 "
BHM,Stress exercise tolerance test,"$2,160.00 "
BHM,Stribild 150-150-200-300mg tab,$194.00 
BHM,Stromectol 3mg tab,$9.00 
BHM,Strong iodine sol 5%-10% 8ml,$0.00 
BHM,Strongyloides IgG antibodies,$88.00 
BHM,Succinylcholine 20mg/ml 10ml,$209.00 
BHM,Succinylcholine 20mg/ml Inj,$22.00 
BHM,Sucralfate 1g/10ml susp,$1.00 
BHM,Sucralfate 1gm tab,$1.00 
BHM,Sucrase (c),$106.00 
BHM,Suction Berkley tissue trap s,$977.00 
BHM,Suction coagul 10fr n,$53.00 
BHM,Suction illuminator Vital e,"$1,972.00 "
BHM,Suction intracardiac suckr4 0,$211.00 
BHM,Suction irrig Versajt 45d 1 m,"$4,826.00 "
BHM,Suction irrig Versajt 45d p s,"$5,158.00 "
BHM,Suction sigmoidosc e,$18.00 
BHM,Suction/irrig level1 Normth c,$522.00 
BHM,Sufentanil 50mcg/ml 5ml inj,$32.00 
BHM,Sugammadex 200 mg Inj,"$1,047.00 "
BHM,Sugammadex 500 mg inj,"$1,922.00 "
BHM,Sulfacetamide sod. 10% eye drp,$67.00 
BHM,Sulfadiazine 500mg tab,$7.00 
BHM,Sulfamethoxazole/tmp oral 20ml,$1.00 
BHM,Sulfasalazine 500mg tab,$1.00 
BHM,Sumatriptan 6mg/0.5ml vial,$89.00 
BHM,Sumatriptan 6mg/0.5ml vial UC,$53.00 
BHM,Sumatriptan succ 25mg tab,$2.00 
BHM,Superior venacavagram rad,"$1,985.00 "
BHM,Support elbow elastic lg600 3,$35.00 
BHM,Support elbow elastic md600 2,$35.00 
BHM,Support elbow elastic sm600 1,$35.00 
BHM,Support knee lrg 4811 7,$79.00 
BHM,Support knee med 4811 6,$79.00 
BHM,Support knee sm 4811 5,$79.00 
BHM,Support knee xlrg 4811 8,$83.00 
BHM,Supporter adult lr waist202 6,$64.00 
BHM,Supporter adult md waist202 9,$64.00 
BHM,Supporter adult sm waist202 0,$68.00 
BHM,Supravalvular aortography add,$605.00 
BHM,Surg cyto prep-additional site,$134.00 
BHM,Surg cyto prep-initial site,$390.00 
BHM,Surg path frozen-additional,$284.00 
BHM,Surg path level-I (gross only),$190.00 
BHM,Surg path level-II (gr&micro),$352.00 
BHM,Surg path level-III (gr&micro),$406.00 
BHM,Surg path level-IV (gr&micro),$623.00 
BHM,Surg path level-V (gr&micro),$908.00 
BHM,Surg path level-VI (gr&micro),"$1,522.00 "
BHM,Surgical path frozen,$571.00 
BHM,Surgical specimen,$489.00 
BHM,Surgicel hemostat pw3gr 301 p,"$1,425.00 "
BHM,Surgicel hemostatic 2x3 1 3,$594.00 
BHM,Surgicel hemostatic 2x4 1 2,$860.00 
BHM,Surgicel hemostatic 3x4 1 3,$459.00 
BHM,Surgicel hemostatic 4x8 1 2,$542.00 
BHM,Surgiflo hemostatc 8ml 2 3,"$1,590.00 "
BHM,Surgiflo matrx 8 hemostat 2 1,"$1,055.00 "
BHM,Surgiflo matrx hemostatc 2 4,"$1,590.00 "
BHM,Surgifoam bar adh 197 J,$165.00 
BHM,Surgifoam gel 8x3cm spo e,$192.00 
BHM,Surgifoam gel bar adh 197 J,$857.00 
BHM,Surgifoam powd collagen et1 8,$510.00 
BHM,Surgilube 12x2oz cah4233102,$0.00 
BHM,Surgilube 60g,$0.00 
BHM,Suspensory large 201 5,$147.00 
BHM,Suture 4-0 fiberloop ar722 2,$508.00 
BHM,Suture 90 gs22 vl 12 vlocm0 5,$253.00 
BHM,Suture 90 gs-ss vl 9 vlocm0 5,$308.00 
BHM,Suture bone wax w g,$45.00 
BHM,Suture booties pink lf 51 4,$28.00 
BHM,Suture boots,$26.00 
BHM,Suture Capio dev captr 831- 5,"$4,379.00 "
BHM,Suture Chromic 0 bp1 27in t,$91.00 
BHM,Suture Chromic 0 ct1 8 h,$26.00 
BHM,Suture Chromic 0 sutupak sg t,$130.00 
BHM,Suture Chromic 0 ur5 u2 h,$33.00 
BHM,Suture Chromic 1 bp g,$84.00 
BHM,Suture Chromic 1 ct1 8 h,$27.00 
BHM,Suture Chromic 1 ct-1 9 h,$29.00 
BHM,Suture Chromic 1 ct1 cr cc g,$216.00 
BHM,Suture Chromic 1 ctx 9 h,$29.00 
BHM,Suture Chromic 1 s1 h,$26.00 
BHM,Suture Chromic 1 sutpak sg t,$131.00 
BHM,Suture Chromic 2-0 54 s1 h,$27.00 
BHM,Suture Chromic 2-0 pak sg t,$131.00 
BHM,Suture Chromic 2-0 ur6 n8 h,$31.00 
BHM,Suture Chromic 2-o ct-1 9 h,$28.00 
BHM,Suture Chromic 2-o sh g 3,$26.00 
BHM,Suture Chromic 3-0 54 s1 h,$25.00 
BHM,Suture Chromic 3-0 ct1 9 h,$28.00 
BHM,Suture Chromic 3-0 fs2 27 6 h,$25.00 
BHM,Suture Chromic 3-0 ps2 2 h,$52.00 
BHM,Suture Chromic 3-0 rb1 u2 h,$27.00 
BHM,Suture Chromic 3-o ct-2 8 h,$26.00 
BHM,Suture Chromic 3-o reel l 2,$30.00 
BHM,Suture Chromic 3-o sh g 2,$26.00 
BHM,Suture Chromic 4-0 fs2 6 h,$25.00 
BHM,Suture Chromic 4-0 p3 18 16 g,$60.00 
BHM,Suture Chromic 4-0 ps 16 g,$54.00 
BHM,Suture Chromic 4-0 ps2 16 7,$54.00 
BHM,Suture Chromic 4-o rb-1 u 3,$28.00 
BHM,Suture Chromic 4-o sh g 1,$27.00 
BHM,Suture Chromic 5-0 c-1 k8 h,$59.00 
BHM,Suture Chromic 5-0 p3 18 6 g,$53.00 
BHM,Suture Chromic 5-0 rb1 u2 h,$27.00 
BHM,Suture Chromic 5-o p-3 16 g,$52.00 
BHM,Suture Chromic 6-0 g1 7 g,$136.00 
BHM,Suture Chromic 6-0 ps6 18 g,$53.00 
BHM,Suture Chromic o ct-1 9 h,$28.00 
BHM,Suture D-special 3-0 rb1 d7 0,$603.00 
BHM,Suture endo polysorb 7 170 5,$219.00 
BHM,Suture endo polysorb Surgi c,$439.00 
BHM,Suture endo Surgidac 7in 17 1,$219.00 
BHM,Suture Ethibond 0 ct1 30 x4 h,$15.00 
BHM,Suture Ethibond 0 ctx 30x8 h,$15.00 
BHM,Suture Ethibond 0 ctx cr cx d,$98.00 
BHM,Suture Ethibond 0 fslx c d7 6,$278.00 
BHM,Suture Ethibond 0 mh x8 h,$46.00 
BHM,Suture Ethibond 0 mo6 cr cx d,$117.00 
BHM,Suture Ethibond 0 mo7 cr cx d,$117.00 
BHM,Suture Ethibond 0 sh d8 4,$304.00 
BHM,Suture Ethibond 0 sh sh x5 h,$36.00 
BHM,Suture Ethibond 0 v34 d6 9,"$1,532.00 "
BHM,Suture Ethibond 1 ct1 30 x4 h,$15.00 
BHM,Suture Ethibond 1 ctx x8 h,$15.00 
BHM,Suture Ethibond 1 os4 x5 h,$22.00 
BHM,Suture Ethibond 2 mo7 gr d7 5,$263.00 
BHM,Suture ethibond 2 sh-2ex px 0,$528.00 
BHM,Suture Ethibond 2-0 mo6 cx d,$117.00 
BHM,Suture Ethibond 2-0 os4 x5 h,$20.00 
BHM,Suture Ethibond 2-0 sh x5 1,$36.00 
BHM,Suture Ethibond 2-0 sh x5 2,$36.00 
BHM,Suture Ethibond 2-0 sh-2 px 2,$531.00 
BHM,Suture Ethibond 2-0 sh30 x8 h,$18.00 
BHM,Suture Ethibond 2-0 v34 x4 h,$22.00 
BHM,Suture Ethibond 2-0 v4 b px 2,$130.00 
BHM,Suture Ethibond 2-0 v-5 sx 4,$634.00 
BHM,Suture Ethibond 2-0 v7 mspx 7,$713.00 
BHM,Suture Ethibond 2-0 v-s px 2,$634.00 
BHM,Suture Ethibond 3-0 rb1 x5 h,$36.00 
BHM,Suture Ethibond 4-0 ps2 x6 g,$35.00 
BHM,Suture Ethibond 4-0 rb-1 3 n,"$2,086.00 "
BHM,Suture Ethibond 4-0 rb1 mx 1,$137.00 
BHM,Suture Ethibond 4-0 rb-1 x5 h,$36.00 
BHM,Suture Ethibond exce 3-o x5 2,$36.00 
BHM,Suture Ethibond exce oct1cx d,$100.00 
BHM,Suture Ethibond exce5v-40mb g,$151.00 
BHM,Suture Ethibond excel 1 x,$103.00 
BHM,Suture Ethibond excel o c 2,$15.00 
BHM,Suture ethiln 9-0 bv1305 28 g,$135.00 
BHM,Suture Ethilon 0 ct l8 t,$31.00 
BHM,Suture Ethilon 0 ct1 d3 7,$247.00 
BHM,Suture Ethilon 0 tp-1 l 0,$31.00 
BHM,Suture Ethilon 1 tp1 8 g,$26.00 
BHM,Suture Ethilon 10-0 90 g,$177.00 
BHM,Suture Ethilon 10-0 bv75 28 2,$213.00 
BHM,Suture Ethilon 2 lr 4 t,$33.00 
BHM,Suture Ethilon 2 tp-1 8 g,$30.00 
BHM,Suture Ethilon 2-0 ct1 d3 6,$319.00 
BHM,Suture Ethilon 2-0 fs 6 h,$17.00 
BHM,Suture Ethilon 2-0 fslx 16 h,$18.00 
BHM,Suture Ethilon 2-0 ps2 18 5 h,$34.00 
BHM,Suture Ethilon 2-0 pslx 16 h,$35.00 
BHM,Suture Ethilon 2-o ks 6 h,$18.00 
BHM,Suture Ethilon 2-o ps 5 h,$34.00 
BHM,Suture Ethilon 3-0 lx 16 h,$18.00 
BHM,Suture Ethilon 3-0 ps1 16 g,$38.00 
BHM,Suture Ethilon 3-0 ps116 h,$38.00 
BHM,Suture Ethilon 3-0 ps2 16 h,$34.00 
BHM,Suture Ethilon 3-0 pslx 16 h,$35.00 
BHM,Suture Ethilon 3-o ks 6 h,$18.00 
BHM,Suture Ethilon 4-0 fs1 16 h,$18.00 
BHM,Suture Ethilon 4-0 p3 6 g,$36.00 
BHM,Suture Ethilon 4-0 pc3 18 g,$38.00 
BHM,Suture Ethilon 4-0 pc5 19 g,$38.00 
BHM,Suture Ethilon 4-0 ps2 16 h,$35.00 
BHM,Suture Ethilon 4-0ps2 cr 16 g,$35.00 
BHM,Suture Ethilon 4-o p-3 6 g,$38.00 
BHM,Suture Ethilon 4-o p-3 6 h,$36.00 
BHM,Suture Ethilon 4-o ps-2 16 g,$35.00 
BHM,Suture Ethilon 5-0 p3 18 6 g,$32.00 
BHM,Suture Ethilon 5-0 p-3 6 h,$32.00 
BHM,Suture Ethilon 5-0 pc1 19 g,$38.00 
BHM,Suture Ethilon 5-0 ps2 16 h,$35.00 
BHM,Suture Ethilon 5-0 rd1 7 g,$113.00 
BHM,Suture Ethilon 5-0 s-24 77 g,$113.00 
BHM,Suture Ethilon 5-0p3 clr 6 g,$38.00 
BHM,Suture Ethilon 6-0 p1 18 6 g,$37.00 
BHM,Suture Ethilon 6-0 p3 6 g,$39.00 
BHM,Suture Ethilon 6-0 p3 bl 16 g,$33.00 
BHM,Suture Ethilon 6-0 pc1 19 g,$39.00 
BHM,Suture Ethilon 6-0 ps-3 16 g,$33.00 
BHM,Suture Ethilon 6-0p1 blk 6 h,$37.00 
BHM,Suture Ethilon 8-0 bv130 28 g,$138.00 
BHM,Suture Ethilon 8-0 tg100 17 g,$111.00 
BHM,Suture Ethilon 8-0bv1305 28 g,$135.00 
BHM,Suture Ethilon 9-0 cs160 90 g,$170.00 
BHM,Suture Ethilon 9-o bv100 28 g,$198.00 
BHM,Suture fiber 30 ndl 15ar722 1,$203.00 
BHM,Suture fiber 38in 3910900 1,$195.00 
BHM,Suture fiber 40 ndl ar723 1,$203.00 
BHM,Suture fiberwir w ndl 5 ar7 1,$374.00 
BHM,Suture flowport ii cat01 5,$216.00 
BHM,Suture forcefiber sz2 cat01 6,$216.00 
BHM,Suture Gore cv4 tt-17 4n a,$218.00 
BHM,Suture goretx cv5 db arm 5n a,$308.00 
BHM,Suture Gortex cv-2 ph24 2n b,$240.00 
BHM,Suture Gortex cv4 th-18 4u a,$259.00 
BHM,Suture Gortex cv6 thc-13 6m b,$247.00 
BHM,Suture Laso micro strg ar8 3,"$1,379.00 "
BHM,Suture lass25d crvd ar60682 r,"$1,576.00 "
BHM,Suture Lasso 25d Lt ar40682 L,"$1,379.00 "
BHM,Suture Lasso 30deg sd ar406 0,"$1,379.00 "
BHM,Suture Lasso 45d cur ar4068 L,"$1,379.00 "
BHM,Suture lasso 70d major ar8 1,"$1,379.00 "
BHM,Suture Lasso 70d major ar8 2,"$1,379.00 "
BHM,Suture Lasso 70d short ar8 4,"$1,379.00 "
BHM,Suture Lasso Loop 45d ar40 w,"$1,281.00 "
BHM,Suture Lasso sd 90d ar406 0,"$1,379.00 "
BHM,Suture Lasso sd crescn ar40 c,"$1,379.00 "
BHM,Suture loop 1.5in braid ar7 5,$508.00 
BHM,Suture Mersilene 4-0 17 g,$124.00 
BHM,Suture Monocrl+ud ct-1 mcp9 1,$24.00 
BHM,Suture Monocrl+ud ct-1 mcp9 2,$23.00 
BHM,Suture Monocryl 0 ct-1 y3 1,$20.00 
BHM,Suture Monocryl 0 y9 g,$49.00 
BHM,Suture Monocryl 1 ct1 u y9 h,$22.00 
BHM,Suture Monocryl 1 ct1 yy g,$71.00 
BHM,Suture Monocryl 2-0 ct y3 2,$18.00 
BHM,Suture Monocryl 2-0 ct1 y3 h,$19.00 
BHM,Suture Monocryl 2-0 ct1 y9 h,$21.00 
BHM,Suture Monocryl 2-0 ctx y3 h,$20.00 
BHM,Suture Monocryl 2-0 pak y9 g,$49.00 
BHM,Suture Monocryl 2-0 sh y7 h,$21.00 
BHM,Suture Monocryl 2-o sh y4 h,$19.00 
BHM,Suture Monocryl 3-0 ks y5 h,$30.00 
