DESCRIPTION,,PRICE
MANDIBULAR FX WO MANIP,,$818.00
RESET DISLOCATED JAW,,$257.00
CLAVICULAR FX WO MANIP,,"$1,037.00"
ACROMIOCLAVICULAR DISLOCA,,$815.00
CLSD TXT PROXIMAL HUMERUS W/MANIPU,,"$5,825.00"
TREAT HUMERUS FRACTURE,,"$34,613.00"
SHOULDER DISLOCA W MANIP,,"$1,065.00"
SHOULDER DISLOCA W HUMERAL,,"$5,270.00"
SHOULDER DISLOCA W NECK FX,,"$1,500.00"
REMOVAL OF ARM FOREIGN BODY,,"$9,200.00"
REPAIR TENDON/MUSCLE UPPER ARM,,"$17,367.00"
CLSD TXT HUMERAL SHAFT FX W/OUT MANIP,,$689.00
APPLY HUMERAL SPLINT,,$689.00
CLSD TXT HUMERAL SHAFT W/MANIPULATION,,"$1,500.00"
TREAT HUMERUS FRACTURE,,"$2,383.00"
ELBOW DISLOCA WO ANES,,$689.00
TREAT ELBOW DISLOCATION,,"$8,633.00"
TREAT ELBOW FRACTURE,,"$7,709.00"
RADIAL HD/NECK FX WO MANIP,,"$1,062.00"
CLSD TXT RADIAL HD/NECK FX W/OUT M,,"$2,383.00"
RADIAL SHAFT FX WO MANIP,,"$1,047.00"
CLSD TXT RADIAL SHAFT FX W/MANIPUL,,"$2,285.00"
TREAT FRACTURE OF RADIUS,,"$2,315.00"
ULNAR SHAFT FX WO MANIP,,"$1,187.00"
RADIAL/ULNER FX WO MANIP,,$891.00
TREAT FRACTURE RADIUS & ULNA,,"$2,315.00"
TREAT FRACTURE RADIUS/ULNA,,"$2,315.00"
TREAT WRIST BONE FRACTURE,,"$2,315.00"
TREAT WRIST BONE FRACTURE,,$925.00
TREAT WRIST DISLOCATION,,$481.00
TRANS-SCAPOPERILUNAR FX DISLOC,,"$1,085.00"
TREAT WRIST DISLOCATION,,"$7,488.00"
REPAIR HAND TENDON,,"$3,717.00"
REPAIR FINGER TENDON,,"$4,564.00"
"METACARPAL FX, SINGLE,WO MANIP",,"$1,015.00"
TREAT METACARPAL FRACTURE,,$609.00
TREAT THUMB DISOLCATION,,"$1,039.00"
TREAT THUMB FRACTURE,,"$1,500.00"
TREAT HAND DISLOCATION,,"$1,035.00"
"METACARPOPHLANGEAL DISLOC,SING",,$692.00
TREAT KNUCKLE DISLOCATION,,"$1,500.00"
"PHALANGEAL SHAFT FX, WO MANIP",,$638.00
CLOSD FRACTURE FINGER W MANIP,,"$1,051.00"
"TREAT FINGER FRACTURE, EACH",,"$6,983.00"
"TREAT FINGER FRACTURE, EACH",,$611.00
"PIN FINGER FRACTURE, EACH",,"$6,983.00"
"TREAT FINGER FRACTURE, EACH",,"$6,891.00"
INTERPHALAN JT DISLOCA W MANIP,,$330.00
TREAT FINGER DISLOCATION,,"$4,733.00"
DISLOCATION OF FINGER,,"$15,336.00"
AMPUTATION OF FINGER/THUMB,,"$7,113.00"
FEMORAL FX NECK WO MANIP,,$612.00
TREAT THIGH FRACTURE,,"$3,641.00"
TROCHANTERIC FX WO MANIP,,$612.00
HIP DISLOCA WO ANES,,$578.00
TREAT HIP DISLOCATION,,$568.00
FEMORAL SHAFT FX WO MANIP,,"$1,560.00"
"FEMORAL FX,DISTAL END,WO MANIP",,"$1,091.00"
PATELLAR FX WO MANIP,,"$1,494.00"
TIBIAL FX WO MANIP,,"$1,494.00"
TREAT KNEE FRACTURE,,"$5,367.00"
TREAT KNEECAP DISLOCATION,,$995.00
TIBIAL SHAFT FX WO MANIP,,"$1,070.00"
TREATMENT OF TIBIA FRACTURE,,"$6,872.00"
TREATMENT OF ANKLE FRACTURE,,"$6,872.00"
TREATMENT OF ANKLE FRACTURE,,$260.00
APP'L SHORT ARM SPLINT,,$851.00
CLSD FRAC BIMALL ANKLE WO MANI,,"$1,027.00"
CLOSED TX BIMAL ANKLE FX W/MAN,,"$2,124.00"
CLSD FX TRIMALL ANKLE WO MANI,,$902.00
TRIMALLEOLAR ANKLE FX WITH MAN,,"$2,124.00"
TREAT LOWER LEG FRACTURE,,"$6,872.00"
ANKLE DISLOCA WO ANES,,"$2,124.00"
CLSD TX METATAR FX WO MANIP EA,,$981.00
CLSD TX METATAR FX W/MANIP,,$415.00
"CLSD TX FX GRT TOE,PHAL/PHALAN",,$898.00
CLSD FX TOE W/O MANIPULATION,,$981.00
TREAT FOOT DISLOCATION,,$832.00
TREAT TOE DISLOCATION,,$225.00
APP'L FINGER SPLINT,,$768.00
GENITAL SURGERY PROCEDURE,,"$5,214.00"
APPLY CLAVICLE STRAP,,$487.00
STRAPPING HAND OR FINGER,,$430.00
APPLY LONG LEG CAST,,$705.00
LONG LEG APPLICATION,,"$1,062.00"
APPLY SHORT LEG SPLINT,,$794.00
APP'L LONG LEG SPLINT,,"$1,372.00"
APPLY KNEE IMMOBILIZER,,$681.00
STRAPPING; UNNA BOOT,,$697.00
"REMOVE FB, INTRANASAL",,$272.00
CONTROL NASAL HEMORR ANT SIMPL,,$348.00
CONTROL NASAL HEMORR ANT COMPL,,$358.00
CONTROL NASAL HEMORR POST INIT,,$518.00
"NASAL/SINUS ENDOSCOPY, DX",,$661.00
ENDOTRACHEAL INTUBATION,,"$2,539.00"
LARYNGOSCOPY FOR ASPIRATION,,"$6,731.00"
"DX LARYNGOSCOPY, EXCEPT NB",,"$6,130.00"
"LARYNGOSCOPY, FIBEROPTIC, DX",,$654.00
"TRACHEOSTOMY, CRICOTHYROID",,"$1,598.00"
NASOTREACHEAL SUCTION,,$250.00
THORACOTOMY W/CARDIAC MASSAGE,,"$4,282.00"
"PERICARDOCENTESIS, INITIAL",,"$1,385.00"
DRAINAGE OF HEART SAC,,"$1,385.00"
REPAIR BLOOD VESSEL LESION,,"$8,157.00"
CENTRAL LINE PLACEMENT <5 YRS,,"$4,559.00"
CENTRAL LINE PLACEMENT >5 YRS,,"$4,806.00"
REMOVAL VENOUS ACCESS DEVICE,,"$4,068.00"
DECLOT VASCULAR ACCESS DEVICE,,"$1,299.00"
I & D OF ABSCESS OF MOUTH,,$600.00
DRAINAGE OF MOUTH LESION,,"$1,347.00"
SUBMANDIBULAR ABSCESS,,"$4,232.00"
REPAIR TONGUE LACERATION 2.6CM,,"$2,656.00"
"I&D ABSCESS PLATE, UVULA",,$286.00
REMOVE FB PHARYNX,,$500.00
UGI ENDO-REM OF FOREIGN BODY,,"$4,263.00"
N/G TUBE PLACEMENT,,"$1,985.00"
INTRO OF LONG GI TUBE,,"$1,304.00"
PROCTOSIGMOIDOSCOPY,,"$2,361.00"
PROCTOSIGMOIDOSCOPY W/BX,,"$5,114.00"
LESION REMOVAL COLONOSCOPY,,"$2,922.00"
INCISION OF RECTAL ABSCESS,,"$2,981.00"
INCISE EXTERNAL HEMORRHOID,,"$1,110.00"
"URINARY CATH, STRAIGHT",,$864.00
INSERT STRAIGHT CATH,,$864.00
CATH INSERT INDWELLING,,"$1,069.00"
"INSERT BLADDER CATH, COMPLEX",,"$1,808.00"
CYSTOSTOMY TUBE,,$625.00
CYSTOSCOPY,,"$2,839.00"
TREATMENT OF PENIS LESION,,$969.00
I & D SCROTUM,,"$3,277.00"
DRAINAGE OF SCROTUM ABSCESS,,"$2,598.00"
I & D OF VULVA/PERINEUM,,$294.00
VAG. EXAM WITH PACKING,,$382.00
REMOVE VAGINAL FB W/ANESTHESIA,,"$8,500.00"
CERVICAL SCRAPE,,"$2,150.00"
LUMBAR PUNCTURE DIAGNOSTIC,,$635.00
DRAIN CEREBRO SPINAL FLUID,,$877.00
INJECTION EPIDURAL BLOOD PATCH,,"$1,596.00"
"NERVE BLOCK INJ, FACIAL",,"$1,382.00"
INJECT ANEST PERIPHERAL NERVE,,"$2,512.00"
REMOVE FB EYE CONJ SUPERFICIAL,,$313.00
EYE EXAM W/O SLIT LAMP,,"$1,291.00"
EYE EXAM SLIT LAMP,,$661.00
PARACENTESIS ANT CHAMB EYE WDX,,"$3,860.00"
IRRIGATION EYE,,"$2,000.00"
DESTROY RETINOPATHY PHOTOCOAG,,"$7,462.00"
DRAINAGE OF EYELID ABSCESS,,"$1,339.00"
INCISION OF EYE LID FOLD,,"$9,546.00"
EXCISE LESION EYELID SMPL CLOS,,"$2,581.00"
DRAIN EXTERNAL EAR LESION,,"$9,524.00"
REMOVAL FB EAR,,$412.00
PERITONEAL DIALYSIS,,"$1,724.00"
NASOPHARYNGOSCOPY W/ENDOSCOPE,,$529.00
"IV INFUS THER,PROPHYLAX,DX INITIAL (16 MIN TO 1 HR",,"$1,398.00"
"IV INFUS THER,PROPHYLAX,DX ADD'L (31 MIN TO 1 HR)",,$269.00
"IV INFUS THER,PROPHYLAX,DX ADD'L NEW MED (31 MIN T",,$406.00
"IV INFUS THER,PROPHYLAX,DX ADD'L NEW MED (31 MIN T",,$406.00
"IV INFUS THER,PROPHYLAX,DX ADD'L CONCUR (31 MIN TO",,$445.00
INJECT-INTRA-ARTERIAL ONLY,,$227.00
"IV PUSH - THER,PROPHYLAX,DX 1ST MED",,$445.00
"IV PUSH - THER,PROPHYLAX,DX ADD'L MED",,$406.00
"IV PUSH - THER,PROPHYLAX,DX EA PUSH SAME MED",,$271.00
MINIMAL CARE,,$365.00
ACUTE VISIT LEVEL 1,,$365.00
REMOVE CERUMEN IMPACTED IRRIG/LAVAGE UNILAT,,$276.00
LIMITED CARE,,$788.00
ACUTE VISIT LEVEL 2,,$788.00
MODERATE CARE,,"$1,295.00"
ACUTE VISIT LEVEL 3,,"$1,295.00"
EXTENDED CARE,,"$2,024.00"
ACUTE VISIT LEVEL 4,,"$2,024.00"
COMPREHENSIVE CARE,,"$2,866.00"
ACUTE VISIT LEVEL 5,,"$2,866.00"
CRITICAL CARE 1ST HR,,"$4,042.00"
CRITICAL CARE ADD'L 0.5 HR,,"$1,110.00"
NEWBORN RESUSCITATION,,"$1,530.00"
STRAPPING,,$68.00
APPLICATION FINGER SPLINT DYNAMIC,,$435.00
INCISION OF URETHRA,,"$6,761.00"
INJECT TRIGGER POINT 1-2 MUSC,,$641.00
REPAIR MOUTH LACERATION,,$945.00
TREAT FINGER DISLOCATION,,"$4,733.00"
TREAT THUMB FRACTURE,,"$9,467.00"
TXT TOE DISLOCATION W/ANESTH,,"$4,482.00"
TREATMENT OF FIBULA FRACTURE,,"$14,800.00"
"UPPER GI ENDOSCOPY, DIAGNOSIS",,"$4,112.00"
WOUND DEHISCENCE SIMPLE CLOSUR,,"$2,741.00"
ABSCESS FINGER COMPLICATED,,"$4,591.00"
"SPLINT APPLICATION, WRIST",,$910.00
DILATE URETHRA STRICT MALE INI,,$694.00
DORSAL SLIT EXCEPT NEWBORN,,"$6,453.00"
REMOVAL IUD,,$280.00
CLSD FRACTURE FIBULAR,,"$5,972.00"
DRAIN EXTERNAL EAR LESION,,$700.00
REMOVAL OF FOOT FOREIGN BODY,,"$1,304.00"
REPLACE DUOD/JEJ TUBE PERC,,"$2,662.00"
REPAIR FOREARM TENDON/MUSCLE,,"$6,859.00"
CONTROL THROAT BLEEDING,,"$5,082.00"
"BIOPSY, INTRANASAL",,"$1,617.00"
REPAIR FOREARM TENDON/MUSCLE,,"$5,401.00"
REMOVAL OF SKIN TAGS (1-15),,$711.00
VEIN ACCESS CUTDOWN > 1 YR,,$399.00
INTERCOSTAL NERVE BLOCK,,"$1,726.00"
INTERCOSTAL NERVE BLOCK/MULTI,,"$3,339.00"
TRIGEMINAL NERVE BLOCK,,"$1,081.00"
DIGITAL NERVE BLOCK-FOOT,,"$1,602.00"
INSERT PICC CATH,,"$4,743.00"
PENILE INJECTION,,$797.00
REM. OF HEMORRHOID CLOT,,"$6,695.00"
OPEN TX OF PHALANGEAL SHAFT FX,,"$8,202.00"
TREAT DISLOCATION /FX,,"$1,643.00"
REPAIR LIP/COMPLEX,,"$1,426.00"
LARYNGOSCOPY W/FB REM,,"$6,942.00"
TREATMENT OF ANKLE FX,,"$1,500.00"
TREAT HUMERUS FX,,"$6,603.00"
TREAT CLAVICLE DISLOCATION,,"$1,245.00"
CYSTO W URETER STENT PLCMNT,,"$10,875.00"
TREAT HUMERUS FX,,"$1,643.00"
TREAT ELBOW DIS/NURSEMAID,,$483.00
TREAT HEEL FX,,"$4,960.00"
REPAIR MOUTH LACERATIONS,,"$1,819.00"
TREAT DISLOCATION/FRACTURE,,"$1,500.00"
EXPLORATION OF PENETRATING WOUND (CHEST),,"$2,635.00"
PSYCH DIAGNOSTIC EVALUATION,,$482.00
PSYCH DIAG EVAL W/MED SRVCS,,$482.00
PHARMA MGMT INC PRESCPT/MED REVIEW W PSYTX (ADD-ON,,$331.00
ASPIRATE PLEURA W/ IMAGING,,"$2,868.00"
TREATMENT FIBULA FRACTURE,,"$5,972.00"
REDUCTION OF RECTAL PROLAPSE,,"$1,534.00"
I & D COMPLEX POST OP WOUND INF,,"$6,628.00"
TREATA LOWER JAW FRACTURE,,"$5,400.00"
I & D FLOOR MOUTH SUB MANDIBULAR,,"$1,227.00"
"REPAIR,COMPLEX,TRUNK,EACH ADDITIONAL 5CM OR LESS",,"$3,100.00"
FORESKIN MANIP W/ LYSIS ADHES AND STRETCH,,"$1,633.00"
"I&D MOUTH FLOOR LES, ABCESS,CYST, HEMAT",,"$5,296.00"
TREAT HIP DISLOCATION,,$891.00
PARAPHIMOSIS REDUCTION,,$624.00
"I&D,FLOOR OF MOUTH-SUBMENTAL",,"$5,296.00"
CLOSED TX NOSE FX W/STABJ,,"$4,482.00"
REDUCE MANDIBULAR INTERDENTAL,,"$8,776.00"
DEB SKIN BONE AT FX SITE,,"$7,823.00"
"EXC. BENIGN T A L,0.5CM",,"$2,071.00"
IMAGE GUIDE FLUID- COLLECT DRAIN BY CATH PERCUT,,"$1,156.00"
CLOSED TREATMENT OF CARPAL SCAPHOID FRACTURE WITH ,,"$2,265.00"
"AMPUTATION TOE, INTERPHALANGEAL JOINT",,"$5,378.00"
CLOSED FRACTURE TREATMENT OF GREAT TOE OR PHALANX,,$582.00
REPAIR FOREARM TENDON/MUSCLE,,"$6,139.00"
"INTRAVITEREAL INJECTION, EYE",,"$2,200.00"
"OPEN TX, INTERNAL FIXATION GRT TOE FX",,"$6,418.00"
REPAIR LIP,,"$2,051.00"
AMPUTATION OF FINGER/THUMB,,"$5,908.00"
DRAIN BL W/CATH INSERTION,,"$5,564.00"
REPAIR OF VAGINA,,"$5,461.00"
TX FX TIBIAL PROX W/ OR W/O MANIP W/TRACT CLOSED,,"$5,978.00"
DRAINAGE OF MOUTH LESION,,"$2,500.00"
INSERT AND REMOVE BONE PIN,,"$6,356.00"
MOD SED SAME PHYS/QHP 5/>YRS,,$514.00
MOD SED SAME PHYS/QHP EA,,$262.00
TWIST DRILL HOLE IMPLT VENTRICULAR CATH/DEVICE,,"$3,771.00"
SPIRO LUNG VOL/PF,,$532.00
BRONCHOSPASM EVAL PRE AND POST,,$609.00
SPIROMETRY PRE & POST,,$609.00
BRONCHOPROVOCATION,,"$1,399.00"
PEAK FLOW DETERMINATION,,$267.00
MAX VOLUME VENTILATION (MVV),,$110.00
EXPIRED GAS ANALYSIS,,$175.00
"MAXFLW-VOL CURVES, I+R",,$268.00
BREATHING RESPONSE TO CO2,,$275.00
CO2 RESPONSE CURVE,,$275.00
HYPOXIC RESPONSE CURVE,,$219.00
SIX MINUTE WALK(PULM STRESS SIMPLE),,$314.00
ET/CO2 OXYGEN UPTAKE,,"$1,390.00"
MET CART V02,,"$1,390.00"
PULMONARY COMPLIANCE,,"$1,179.00"
NEO PULSE OXIMETRY SINGLE,,$359.00
PULSE OXIMETRY,,$359.00
ADULT PULSE OX MULTIPLE,,$576.00
NEO PULSE OX MULTIPLE,,$576.00
"OXIMETRY, MULTIPLE",,$576.00
OXIMETRY CONTINUOUS,,$619.00
PULSE OX-OVERNIGHT,,$550.00
TRANSCUT CO2 MONITOR,,$576.00
BREATHING EXERCISE,,"$1,246.00"
MINI BAL LAVAGE,,"$1,246.00"
PEAK FLOW DETERMINATION,,$267.00
SURFACTANT ADMINISTRATION,,$397.00
MET CART VCO2,,"$1,390.00"
PLETHYSMO LUNG VOL / AIR RESIST,,$254.00
PUL FUNC OSCILLOMETRY,,$254.00
PULM FUNC TEST PLETHYSMOGR,,$254.00
PULM FUNC TEST BY GAS,,$254.00
PULM FUNC TEST OSCILLOMETRY,,$254.00
C02/MEMBRANE DIFFUSE CAPAC,,$307.00
ASPIRATE PLEURA W/O IMAGING,,"$2,063.00"
ASPIRATE PLEURA W/ IMAGING,,"$2,868.00"
BRONCHIAL VALVE INIT INSERT,,"$5,000.00"
BRONCHIAL VALVE ADDL INSERT,,"$2,620.00"
BRONCHIAL VALVE REMOV INIT,,"$1,500.00"
BRONCHIAL VALVE REMOV ADDL,,$947.00
INSERT CATH PLEURA W/O IMAGE,,"$2,930.00"
INSERT CATH PLEURA W/ IMAGE,,"$2,177.00"
HIGH ALTITUDE SIMULATION TESTING(HAST),,$447.00
HIGH ALTITUDE SIMULATION TESTING(HAST) O2 TITRATIO,,$500.00
"IPV SCR, 2 EARS, PURE TONE,AIR",,$30.00
"HEARING AID CHECK, MONAURAL",,$147.00
"HEARING AID CHECK, BINAURAL",,$291.00
CANALITH REPOSITIONING PROC,,$103.00
EVALUATION AUDITORY REHAB STATUS 1ST HR,,$508.00
HEARING AID EXAMINATION & SELECTION BINAURAL,,$348.00
ELECTROACOUS EVAL HEARING AID BINAURAL,,$224.00
"NASAL PHARYNGOSCOPY, SIMPLE",,$529.00
SPONTANEOUS NYSTAGMUS TEST,,$654.00
POSITIONAL NYSTAGMUS TEST,,$908.00
OPTOKINETIC NYSTAGMUS TEST,,$654.00
OSCILLATING TRACKING TEST,,$575.00
HEARING SCREENING,,$165.00
AIR CONDUCTION (BOTH),,$276.00
AIR CONDUCTION (ONE),,$276.00
AUDIOMETRY,,$276.00
AUDIOMETRY - AIR ONLY,,$276.00
AUDIOMETRY-AIR CONDUCTION,,$276.00
AIR & BONE CONDUCTION (BOTH),,$622.00
AIR AND BONE CONDUCTION (ONE),,$298.00
AUDIOMETRY - AIR AND BONE,,$622.00
SPEECH AUDIOMETRY THRESHOLD,,$220.00
"SPEECH AUDIOMETRY, COMPLETE",,$160.00
AUDIOMETRIC BATTERY,,$743.00
COMPRE AUDIOMETRIC BATTERY,,$743.00
LOUDNESS BALANCE TEST,,$227.00
"STENGER TEST, PURE TONE",,$281.00
TYMPANOMETRY,,$160.00
"TYMPANOMETRY, BINAURAL",,$160.00
ACOUSTIC REFLEX TESTING,,$276.00
ACOUSTIC REFLEX TESTING (BT),,$276.00
ACOUSTIC REFLEX(ONE),,$276.00
"ACOUSTIC REFLEX TESTING, BOTH",,$276.00
"ACOUSTIC REFLEX TESTING, ONE",,$276.00
"STENGER TEST, SPEECH",,$500.00
VISUAL REINFORCEMENT AUDIOMETR,,$329.00
CONDITIONING PLAY AUDIOMETRY,,$414.00
AUDITORY BRAINSTERN RESPONSE,,$703.00
"AUDITORY EVOK POTENT, COMPRE",,$703.00
EVOKE OTOACOUSTIC EMISSION LTD,,$434.00
EVOKE OTOACOUSTIC DX/COMPRE,,$445.00
"TYMPANOMETRY, MONOAURAL",,$160.00
HEARING AID EVAL 75 MIN,,$291.00
ELECTROACOUSTIC EVAL MONAURAL,,$158.00
EAR PROTECTOR ATTENUATION MEAS,,$245.00
"HEARING TEST, DIAGNOSTIC",,$165.00
NCS/EMG <=4 LIMB,,$236.00
NCS/EMG 5+Limb,,$236.00
MUSCL TEST W/N TEST NON-EXTR,,$125.00
SOMATOSENSORY TESTING,,$556.00
VERTICAL ELECTRODES,,$250.00
"CALORIC VSTBLAR TEST W/REC,BILAT",,"$1,180.00"
"CALORIC VSTBLAR TEST W/REC,BILAT;MONOTHERMAL",,"$1,180.00"
"TYMPANOMETRY, MONAURAL",,$160.00
REPROGRAM COCHLEAR IMPLT <7,,$676.00
COCHLEAR IMPLT EXAM 7 > YRS,,$270.00
REPROGRAM CODHLEAR IMPLT 7 > YRS,,$637.00
MAXC CATHETER REPERFUSION 4MAX,,"$4,108.00"
PSC041 CATHETER THRMB 141CM 4.1FR .041IN REPERFUSI,,"$3,813.00"
HEARING SCREENING (AABR),,$439.00
HEARING SCREENING (OAE),,$434.00
PERC INSERTION INTRAAORTIC BAL,,"$4,442.00"
CARDIO RES - CPR,,"$2,125.00"
TEMP TRANSCUT PACING,,"$2,499.00"
CARDIOVERSION,,"$2,165.00"
CIRCULATORY ASSIST - EXTERNAL,,"$1,227.00"
"PERC BALLOON VPLASTY, AORTIC",,"$20,704.00"
"PERC BALLOON VPLASTY, MITRAL",,"$20,704.00"
"PERC BALLOON VPLASTY, PULM",,"$20,704.00"
"ICD DEVICE PROG EVAL, 1 SNGL",,$264.00
"ICD DEVICE PROGR EVAL, DUAL",,$264.00
ANALYZE IMPL.LOOP RECORD SYS,,$164.00
ICD DEVICE INTERROGATE,,$264.00
2D ECHO,,"$3,555.00"
TRANSESOPHAGEAL ECHO,,"$4,274.00"
ECHO DOPPLER COMPLETE,,"$2,435.00"
COLOR FLOW MAPPING,,"$1,639.00"
TRANSTHORACIC ECHO,,"$3,627.00"
INSERTION SWAN GANZ,,"$8,613.00"
PERC CLOSURE ATRIAL SEPTAL DEF,,"$16,021.00"
RELOCATION SKIN  PKT FOR PACEMAKER,,"$24,644.00"
EP EVAL ICD LEADS INIT IMPLANT,,"$5,142.00"
TEST ICD GEN INITIAL IMPLANT,,"$4,957.00"
EP EVAL ICD GEN & PROGRAMMING,,"$5,142.00"
TILT TABLE EVALUATION,,"$1,437.00"
ANALYZE LOOP RECORDER (REMOTE),,$866.00
ANALYSIS IMPLANTABLE LOOP REC,,$164.00
ICD INTERROGAT W/REPROG DUAL,,$264.00
ICD INTERROGAT W/REPROG SINGLE,,$264.00
ICD INTERROGATION,,$264.00
AMBULATORY BP ANALYSIS,,$212.00
LT HEART CATH INCLUDING V GRAM,,"$16,552.00"
LHC W/ V GRAM AND GRAFTS,,"$16,552.00"
R&LHC W/V GRAM,,"$16,552.00"
R&LHC W/V GRAM AND GRAFTS,,"$16,552.00"
REMOVAL PACEMAKER ELECTRODES,,"$9,098.00"
PULM EXER STRESS TEST; COMPLEX,,"$1,097.00"
CPET PATIENT INTERFACE KIT,,$424.00
ANALYZE/IND/TERM TACHYCARDIA,,$238.00
PRQ CARDIAC ANGIOPLAST 1 ART,,"$16,204.00"
PRQ CARDIAC ANGIO ADDL ART,,"$25,898.00"
PRQ CARD STENT W/ANGIO 1 VSL,,"$29,769.00"
PRQ CARD STENT W/ANGIO ADDL,,"$41,215.00"
PRQ REVASC BYP GRAFT 1 VSL,,"$13,160.00"
PRQ REVASC BYP GRAFT ADDL,,"$11,743.00"
PRQ CARD REVASC MI 1 VSL,,"$35,994.00"
PRQ CARD REVASC CHRONIC 1VSL,,"$26,934.00"
PRQ CARD REVASC CHRONIC ADDL,,"$18,630.00"
RELOCATION SKIN  PKT CARDIOVERT-DEFIB,,"$5,494.00"
INTERROGATION OF SUBCUTANEOUS AICD,,$167.00
ICM DEVICE EVAL,,$176.00
PM/ICD REMOTE TECH SERV,,$176.00
PRQ TRLUML CORONARY ANGIO/ATHE,,"$19,277.00"
INSERTION OF IMPELLA DEVICE - RP,,"$13,507.00"
INTERROGATION EVAL REMOTE &LT;/30 D TECH REVIEW,,$266.00
INSRT ICD PULSE GEN W SNGL LEAD,,"$26,385.00"
INSRT/REPL SGL/DUAL ICD LD/GEN,,"$35,979.00"
PERC CORONARY THROMBECTOMY,,"$8,673.00"
ENDOMYOCARDIAL BIOPSY,,"$3,323.00"
THERM DILU STDY CARDOUTPUT SE,,$246.00
MEASURE CARD OUTPUT,,$83.00
INTRAVASC CORNARY FLOW MEASURE,,"$4,646.00"
INTRAVASC COR. FLOW ADDIT VESS,,"$4,591.00"
INSERT SUBCUTANEOUS AICD,,"$115,259.00"
LEFT HEART CATH BY TRANSEPTAL PUNCTURE,,"$9,112.00"
RIGHT HEART CATH,,"$16,552.00"
LHC W/V GRAM,,"$16,552.00"
R/LHC W/V GRAM (S&I),,"$16,552.00"
CORONARY ANGIO W/O LHC,,"$16,552.00"
CORONARY ANGIO W/O LHC W/GRAFT INJ,,"$16,552.00"
RHC/CORONARY ANGIO W/O LHC,,"$16,552.00"
RHC/CORONARY ANGIO W/O LHC W/GRAFT INJ,,"$16,552.00"
INSERT VAD ART&VEIN ACCESS,,"$31,345.00"
INJ. SUPRAVALVULAR AORTOGRAPHY,,$148.00
ILIAC/FEM ANGIO W/CARDIAC CATH,,"$2,733.00"
REMOVE/REPL PCMKR W SNGL LD,,"$35,655.00"
REMOVE/REPLAC PCMKR W DUAL LD,,"$39,104.00"
REMOVE/REPLAC PCMKR W MULTI LD,,"$39,104.00"
INSRT ICD W EXIST DUAL LDS,,"$77,559.00"
INSRT ICD W EXIST MULTI LDS,,"$77,559.00"
REMOVE/REPL ICD W SNGL LD,,"$77,559.00"
REMOVE/REPL ICD W DUAL LDS,,"$77,559.00"
REMOVE/REPL ICD W MULTI LDS,,"$77,559.00"
INSRT PCMKR GEN ONLY EXIST MULTI,,"$39,104.00"
REMV & REPLC PM GEN DUAL LEAD,,"$37,922.00"
BUNDLE OF HILS RECORDING,,"$5,320.00"
Intra-atrial recording,,"$6,000.00"
Right ventricular recording,,"$9,546.00"
Intra-atrial pacing,,"$6,000.00"
Intra-ventricular pacing,,"$6,000.00"
Induction of arrythmia by electrial pacing,,"$4,835.00"
Follow-up EP study w/pacing & recording,,"$10,198.00"
Complete EPS w/oinduction of arrhythmia,,"$13,999.00"
Complete EPS with induction arrhythmia,,"$15,925.00"
Left atrial or coronary sinus pacing & recording,,"$12,625.00"
Left ventricular pacing & recording,,"$12,007.00"
Catheter mapping of tachycardia,,"$7,163.00"
Electrophys map 3D,,"$12,002.00"
Program stimulation and pacing after drug infusion,,"$7,071.00"
AV node ablation,,"$11,950.00"
Intracardiac echocardiography,,"$5,062.00"
HEART PACING MAPPING,,"$5,080.00"
TRANS CATH RETRVAL FB INC S/I,,"$28,818.00"
"COMP EP EVAL INC ARRHYTH IND VENTRIC PAC, HIS REC,",,"$37,635.00"
"COMP EP EVAL INC ARRHYTH IND VENTRIC PAC, HIS REC,",,"$37,635.00"
ABLATAE ARRHYTHMIA - ADD ON,,"$37,635.00"
"COMP EP EVAL INC  TRANS SEPT CATH, INSERT ELECT CA",,"$37,635.00"
TX L/R ATRIAL FIB ADDL,,"$37,635.00"
RT HEARAT CATH CONGENITAL,,"$18,311.00"
RT HEART CATH WITH NITRIC OXIDE,,"$2,932.00"
PERCUT TRANS CATH CLOSE CONGENT VENTRIC SEPT DEFEC,,"$16,546.00"
PERCUT TRANS CATH CLOSE PATENT DUCT ARTERIOSUS,,"$18,778.00"
PERCUT TRANS CATH SEPTAL REDUCT THERPY (ALCOHOL SE,,"$27,795.00"
INJECT R VENTR/ATRIAL ANGIO,,"$3,057.00"
INJECT PULM ART HRT CATH,,"$2,738.00"
PULMONARY ARTERY PTA ADD'L VESSEL,,"$13,019.00"
CORONARY ATHERECTOMY,,"$22,259.00"
ATHERECTOMY ADD'L VESSEL,,"$22,259.00"
INJ. PROC DURING CATH PULMONARY ANGIOGRAPHY,,"$2,738.00"
INJECT PRO. DURING CATH/RV/RA./S&I,,"$3,057.00"
INJ. PRO DURING CATH/LV/LA/S&I,,"$2,241.00"
INSERTION OF IMPELLA DEVICE - CP,,"$31,345.00"
REMOVAL OF IMPELLA,,"$11,480.00"
RESPOSITIONING OF IMPELLA,,"$17,220.00"
OPEN OF FEMORAL ARTERY,,"$8,696.00"
R & L HEART CATH CONGENITAL,,"$26,621.00"
INJECT CONGENITAL CARD CATH,,"$3,180.00"
ECMO/ECLS INITIATION ARTERY,,"$4,152.00"
ECMO/ECLS INSJ PRPH CANNULA,,"$6,244.00"
