Service Area,Description,Revenue Code, Charge Patient Pay 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SCRN COLONOSCOPY ON HI RISK PT,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761], 832 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SCRN COLONOSCOPY PT NOT HI RISK,GASTRO-INTESTINAL (GI) - GENERAL CLASSIFICATION [0750], 832 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SCT BASE FEE - MULTIPLE A0434HHQN,AMBULANCE - GENERAL CLASSIFICATION [0540], 436 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SCT BASE FEE A043HHQN,AMBULANCE - GENERAL CLASSIFICATION [0540], 872 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SDV 22 X 28,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 604 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SEC PERC TRANS THROMBECTOMY,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360], 226 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SEC PERC TRANS THROMBECTOMY,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360], 226 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SECOND ORDER ADDITIONAL .5 HRS,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360], 553 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SECOND ORDER ADDITIONAL 1 HOUR,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360], 553 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SECOND ORDER ADDITIONAL 1.5 HR,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360], 553 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,"SECOND ORDER VENOUS, OR MORE SELECTIVE",CARDIOLOGY - CARDIAC CATH LAB [0481], 42 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SECONDARY PBSC CLCTN PER DONOR,ACQUISITION OF BODY COMPONENTS - STEM CELLS - ALLOGENEIC [0815]," 12,497 "
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SED RATE PBC,LABORATORY - GENERAL CLASSIFICATION [0300], 13 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SEDATIVE HYPNOTICS (NON-BENZODIAZEPINES),LABORATORY - CHEMISTRY [0301], 9 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SEDIMENTATION RATE,LABORATORY - HEMATOLOGY [0305], 25 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SEDIMENTATION RATE (Beaker),LABORATORY - HEMATOLOGY [0305], 25 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SEL CATH PLACE 1ST ORDER ART IN SUITE,CARDIOLOGY - CARDIAC CATH LAB [0481], 157 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SEL CATH PLACE 1ST ORDER ART IN SUITE,CARDIOLOGY - CARDIAC CATH LAB [0481], 509 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SEL CATH PLACE 1ST ORDER IN SUITE,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360], 308 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SEL CATH PLACE LT/RT PULM,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360], 718 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SEL CATH PLACE SEGMEN/SUBSEG,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360], 656 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,"SEL CATH PLACE, 2ND-ART, THOR BR IN SUITE",OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360], 276 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,"SEL CATH PLACE, 3RD ORD-ABD",OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360], 668 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,"SEL CATH PLACE, ADD 3RD ORD IN SUITE",OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360], 407 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SEL CATH PLACE-2ND ORD IN SUITE,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360], 780 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SEL CATH PLACE-3RD ART-THOR-BR IN SUITE,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360], 178 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SEL CATH PLACE-ADD'L 3RD ORDER IN SUITE,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360], 250 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SELDINGER TRAY,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270], 101 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,"SELECT CATH PLACE, 1ST ORD VEN",OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360], 609 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,"SELECT CATH PLACE, 2ND OR <",OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360], 919 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,"SELECT CATH PLACE, 2ND OR <",OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]," 1,641 "
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,"SELECT CATH PLACE, 2ND OR < IN SUITE",OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360], 728 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SELECTED ANTIBODY SCREEN,LABORATORY - GENERAL CLASSIFICATION [0300], 49 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SELECTIVE CATH - LT/RT PULMONARY ARTERY,CARDIOLOGY - CARDIAC CATH LAB [0481], 123 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,"SELECTIVE CATH PLCMNT, COMMON CAROTID OR INNOMINATE, UNILAT, W/S&I",CARDIOLOGY - CARDIAC CATH LAB [0481]," 1,842 "
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,"SELECTIVE CATHETER PLACEMENT, VENOUS, FIRST ORDER",OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360]," 1,007 "
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,"SELECTV CATH PLCMNT, COMMON CAROTID OR INNOMINATE, UNILATER, W/S&I",CARDIOLOGY - CARDIAC CATH LAB [0481]," 1,660 "
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,"SELENIUM, PLASMA",LABORATORY - CHEMISTRY [0301], 29 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SELF CARE MGMT TRAINING 15 MIN,RESPIRATORY SERVICES - GENERAL CLASSIFICATION [0410], 19 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SELF CARE MGMT TRAINING EACH 15 MIN PBC,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420], 33 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SELF CARE/HOME MGMT EACH 15 MIN,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420], 33 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SELF-MGMT EDUC/TRAIN 5-8 PT 30 MIN,OTHER THERAPEUTIC SERVICES - EDUCATION/TRAINING [0942], 126 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SELF-PAY ONLY NC-PULSE OXIMETER,PULMONARY FUNCTION - GENERAL CLASSIFICATION [0460], 9 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SELLA TURCICA,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320], 51 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SEMEN ANALYSIS PBC,LABORATORY - GENERAL CLASSIFICATION [0300], 7 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SENSRY INTGRTVE 15 MIN,OCCUPATIONAL THERAPY - GENERAL CLASSIFICATION [0430], 26 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SENSRY INTGRTVE TECH EACH 15 MIN,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420], 26 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SENTAI SPECIALTY WIRE,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 198 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SENTINE CPS,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272]," 3,855 "
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,Sentinelle Biopsy Grid,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 78 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SEPTOPLASTY OR SUBMUCOUS RESEC,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360], 740 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SEPTOPLASTY W/RHINOPLASTY CHR,AMBULATORY SURGICAL CARE - GENERAL CLASSIFICATION [0490], 439 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SEPTOPLASTY W/RHINOPLASTY -NC,AMBULATORY SURGICAL CARE - OTHER AMBULATORY SURGICAL [0499], 544 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SEPTORHINO. W/TURBINATE CHRG C,AMBULATORY SURGICAL CARE - GENERAL CLASSIFICATION [0490], 554 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SEPTORHINO. W/TURBINATE NONCVR,AMBULATORY SURGICAL CARE - OTHER AMBULATORY SURGICAL [0499], 527 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SEPTORHINOPLASTY - CHARGE CRED,AMBULATORY SURGICAL CARE - GENERAL CLASSIFICATION [0490], 541 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SEPTORHINOPLASTY - NON-COVERED,AMBULATORY SURGICAL CARE - OTHER AMBULATORY SURGICAL [0499], 515 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SERIAL CAST MATERIALS LARGE,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270], 19 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SERIAL CAST MATERIALS LARGE,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270], 24 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SERIAL CAST MATERIALS LARGE,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270], 24 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SERIAL CAST MATERIALS SMALL,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270], 10 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SERIAL CAST MATERIALS SMALL,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270], 12 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SERIAL CAST MATERIALS SMALL,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270], 12 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SERIAL TONOMETRY PBC,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761], 23 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,Serotonin Release Assay (Beaker),LABORATORY - IMMUNOLOGY [0302], 58 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SERTERA - 14G SPRING LOADED CORE (SLC) DEVICE 14G,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 32 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SERTERA INTRO-14,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 7 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SERUM OSMOLALITY,LABORATORY - CHEMISTRY [0301], 28 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SERUM OSMOLALITY (Beaker),LABORATORY - HEMATOLOGY [0305], 28 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SERUM OSMOLALITY (Beaker),LABORATORY - HEMATOLOGY [0305], 28 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SERVICE KIT 5873,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 77 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SERVICE PACKAGE 1 YR,AUDIOLOGY - GENERAL CLASSIFICATION [0470], 142 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SERVICE PACKAGE 1 YR,AUDIOLOGY - GENERAL CLASSIFICATION [0470], 378 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SERVICE PACKAGE 3 YRS,AUDIOLOGY - GENERAL CLASSIFICATION [0470], 410 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SERVICE PACKAGE 3 YRS,AUDIOLOGY - GENERAL CLASSIFICATION [0470]," 1,071 "
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SERVICE PACKAGE 5 YRS,AUDIOLOGY - GENERAL CLASSIFICATION [0470], 630 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SERVICE PACKAGE 5 YRS,AUDIOLOGY - GENERAL CLASSIFICATION [0470]," 1,575 "
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,"SET, 11 PRONG CYCLER W/CONNECT",MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270], 54 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,"SET, 4 PRONG CYCLER W/CONNECT",MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270], 63 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,"SET, ALARIS SECONDARY SYR 0000",MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270], 10 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,"SET, BD Q-SYTE 3851610000075",MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270], 6 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,"SET, BURETROL SOLN CLEARLINK",MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270], 7 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,"SET, DRAINAGE",MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270], 42 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,"SET, LIFE EXT 12 PT DIALYSIS",MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270], 7 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,"SET, MINIDRIP SOLN CLEARLINK",MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270], 7 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,"SET, SECONDARY MED VENTED (CL)",MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270], 4 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,"SET, STERILE IV",MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270], 9 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,"SET, THAL QUICK CHEST TUBE 12F",MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270], 202 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,"SET, TRANSFER",MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270], 20 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,"SET, VENTED SOLN (NITRO) (CL",MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270], 8 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,"SET, Y-SET CAPD",MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270], 14 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,"SET,CONTINU-FLO SOLN CLEARLINK",MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270], 12 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,"SET,CONTINU-FLO W/STOPCOCK (CL",MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270], 11 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,"SET,Y-TYPE BLOOD-SOLN W/PUM (C",MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270], 10 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SETONPELVIC BAND,CAST ROOM - GENERAL CLASSIFICATION [0700], 355 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SEX BINDING HORMONE GLOBULIN,LABORATORY - GENERAL CLASSIFICATION [0300], 23 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SEX BINDING HORMONE GLOBULIN (Beaker),LABORATORY - GENERAL CLASSIFICATION [0300], 23 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SEX CHROMATIN IDENTIFICATION,LABORATORY PATHOLOGICAL - CYTOLOGY [0311], 10 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,Sex Hormone Binding Globulin - SFTB,LABORATORY - CHEMISTRY [0301], 23 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SEX HORMONE BINDING GLOBULIN - SFTB (BEAKER),LABORATORY - CHEMISTRY [0301], 23 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SEX HORMONE BINDING GLOBULIN (ESOTERIX),LABORATORY - CHEMISTRY [0301], 21 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SFT TISS BX - NECK/THORAX,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761], 489 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SHAVE LES F/E/N/L; > 2.0CM,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761], 114 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SHAVE LES F/E/N/L; 0.5CM/<,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761], 62 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SHAVE LES F/E/N/L; 0.6-1.0CM,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761], 62 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SHAVE LES F/E/N/L; 1.1-2.0CM,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761], 114 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SHAVE LES S/N/H/F/G; > 2.0CM,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761], 114 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SHAVE LES S/N/H/F/G; 0.5CM/<,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761], 62 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SHAVE LES S/N/H/F/G; 0.6-1.0CM,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761], 62 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SHAVE LES S/N/H/F/G; 1.1-2.0CM,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761], 62 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SHAVE LES T/A/L; > 2.0CM,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761], 114 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SHAVE LES T/A/L; 1.1-2.0CM,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761], 50 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SHAVE LES T/A/L;0.6-1.0 CM,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761], 62 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SHAVE SKIN LESION PBC,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761], 62 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SHEATH 10/80 CHICFLO FLEXOR IN,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 163 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SHEATH 10F 30CM DAIG,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 60 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SHEATH 10F 75CM MULLINS,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270], 173 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SHEATH 11F 30CM DAIG,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 60 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SHEATH 11F ACM SHEATH,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270], 14 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SHEATH 12F 12CM FAST CATH,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 35 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SHEATH 12F 38 75CM HAUSDORF LO,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270], 192 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SHEATH 12F MULLINS 85CM,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270], 173 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SHEATH 14F 38 J CHECKFLO INTRO,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 83 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SHEATH 14F FASTCATH INTRODUCER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 18 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SHEATH 4F 11CM AVANTI,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 14 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SHEATH 4F 11CM CORDIS,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 14 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SHEATH 4F 5CM PEDS COOK,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 59 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SHEATH 5F 11CM PIC ADULT,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 27 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SHEATH 5F 23CM FASTCATH,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 55 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SHEATH 5F 7CM PEDS COOK,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 26 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SHEATH 6F 11CM ARGON,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 23 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SHEATH 6F 11CM ARROW,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270], 41 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SHEATH 6F 11CM AVANTI,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270], 14 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SHEATH 6F 11CM PIC ADULT KIT,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 27 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SHEATH 6F 23CM DAIG,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 275 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SHEATH 6F 45CM PINNACLE DESTIN,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 32 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SHEATH 6F 65CM PINNACLE DESTIN,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 175 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SHEATH 6F 7CM PEDS COOK,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 26 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SHEATH 6F 90CM PINNACLE DESTIN,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 175 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SHEATH 6F 90CM PINNACLE DESTIN,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 175 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SHEATH 7/80 CHICFLO FLEXOR INT,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 109 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SHEATH 7F 10CM PINNACLE DESTIN,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 21 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SHEATH 7F 11CM AVANTI,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270], 14 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SHEATH 7F 11CM PIC ADULT KIT,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 27 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SHEATH 7F 12CM DAIG,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 17 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SHEATH 7F 12CM LOK HUB DG,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 36 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SHEATH 7F 23CM DAIG,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 55 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SHEATH 7F 25CM PINNACLE R/0,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 63 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SHEATH 7F 45CM PINNACLE DESTIN,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 32 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SHEATH 7F 52CM TRANSEPTAL PED,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 161 
WAKE FOREST BAPTIST MEDICAL CENTER Baptist,SHEATH 7F 65CM PINNACLE DESTIN,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272], 175 
