Service Area,Description,Revenue Code,Charge Patient Pay
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,POSTOP SHOE MEN SML,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270],22
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,POSTOP SHOE WOMEN LGE,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270],21
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,POSTOP SHOE WOMEN SML,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270],22
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,POSTPARTUM CARE ONLY,CLINIC - GENERAL CLASSIFICATION [0510],47
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,POTASSIUM ASSAY (Beaker),LABORATORY - CHEMISTRY [0301],9
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,"POTASSIUM ASSAY, URINE (Beaker)",LABORATORY - CHEMISTRY [0301],16
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,POTASSIUM HYDROXIDE (KOH) PREP PBC,LABORATORY - GENERAL CLASSIFICATION [0300],6
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,"POUCH DRAIN IRRIGATE 2PC 1 1/2""",MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270],16
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,"POUCH DRAINABLE 2 1/4"" CENTERPOIN",MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270],9
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,"POUCH DRAINABLE 2"" CUT TO FIT TRA",MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270],18
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,"POUCH DRAINABLE TRANSPARENT 4""",MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270],7
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,"POUCH OSTOMY SYSTEM 2PC 1 3/4""",MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270],10
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PREALBUMIN ASSAY (Beaker),LABORATORY - CHEMISTRY [0301],28
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PRECISE DISP SKIN STAPLER,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],20
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PREGNANCY AFP ONLY/2ND TRIMEST,LABORATORY - CHEMISTRY [0301],31
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PREGNANCY ASSAY (Beaker),LABORATORY - GENERAL CLASSIFICATION [0300],32
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,Pregnenolone (Beaker),LABORATORY - CHEMISTRY [0301],61
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PRESANTINE THALLIUM,CARDIOLOGY - STRESS TEST [0482],202
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PRESENCE OF SPERM,LABORATORY - HEMATOLOGY [0305],34
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PRESSURE INFUSOR 500CS DISP,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],69
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PRETREAT WITH CHEMICALS,LABORATORY - GENERAL CLASSIFICATION [0300],37
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PREVENTIVE COUNSELING GRP; 30 MIN,OTHER THERAPEUTIC SERVICES - EDUCATION/TRAINING [0942],16
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PREVENTIVE COUNSELING GRP; 60 MIN,OTHER THERAPEUTIC SERVICES - EDUCATION/TRAINING [0942],27
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PRIMARY 60 DROP SET,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],13
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PRIMARY SET,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],13
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PRIMARY TUBING,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],13
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PRIMIDONE ASSAY (BEAKER),LABORATORY - CHEMISTRY [0301],20
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PRISMA MATRIX 4X4,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],51
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PROBE COVER STERILE,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],11
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PROBE FIAPC 2.3MMX220CM,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],488
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PROBE GUIDE 11 GAUGE,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],28
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PROBE MULTI 11 GAUGE,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],496
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PROBE RECTAL ESOPHAGEAL,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],22
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PROCAINAMIDE + NAPA (Beaker),LABORATORY - CHEMISTRY [0301],22
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,Procalcitonin  Assay,LABORATORY - CHEMISTRY [0301],32
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,Procollagen Type I Intact N Terminal Propeptide(P1NP)(Beaker),LABORATORY - CHEMISTRY [0301],68
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PROFILE WALKER LGE,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270],104
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PROFILE WALKER LGE,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270],115
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PROFILE WALKER MED,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270],116
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PROFILE WALKER SML,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270],119
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PROFORE BANDAGE SYSTEM,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270],46
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PROFORE LITE BANDAGE COMPRESS SYS,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],46
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PROFORE WOUND CONTACT LAYER 5.5X8,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],7
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PROGESTERONE ASSAY (Beaker),LABORATORY - CHEMISTRY [0301],29
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PROGESTERONE-BLK,LABORATORY PATHOLOGICAL - GENERAL CLASSIFICATION [0310],195
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PROINSULIN (SENDOUT) (BEAKER),LABORATORY - BACTERIOLOGY AND MICROBIOLOGY [0306],19
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PROLACTIN ASSAY (BEAKER),LABORATORY - CHEMISTRY [0301],40
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PROMOGRAN MATRIX DRESSING 19X19,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],110
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PROMOGRAN MATRIX DRESSING 4X4,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],44
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,"PROPOXYPHENE (GC/MS), URINE (SENDOUT-REFLEX) - LC",LABORATORY - CHEMISTRY [0301],24
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,"PROPOXYPHENE,MS,WB/SP RFX -RFLX - SERUM",LABORATORY - CHEMISTRY [0301],50
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,"PROSTATE BIOPSY, ANY METHOD, 1+",LABORATORY PATHOLOGICAL - GENERAL CLASSIFICATION [0310],441
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,"PROSTATE BIOPSY, ANY METHOD, 1+ - BEAKER",LABORATORY PATHOLOGICAL - GENERAL CLASSIFICATION [0310],441
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PROSTATE SATURATION SAMPLING,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],439
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PROSTATE VOL STUDY FOR TX PLNG,OTHER IMAGING SERVICES - ULTRASOUND [0402],110
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PROTECTIVE BARRIER SENSI-CARE,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],19
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PROTECTIVE OINTMENT,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270],8
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PROTEIN ASSAY (Beaker),LABORATORY - CHEMISTRY [0301],19
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PROTEIN ASSAY CSF/BF (Beaker),LABORATORY - CHEMISTRY [0301],24
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,"PROTEIN ASSAY, URINE (Beaker)",LABORATORY - CHEMISTRY [0301],25
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,"PROTEIN ASSAY, URINE (Beaker)",LABORATORY - CHEMISTRY [0301],25
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,"Protein Assay, Urine (panel UPC)",LABORATORY - CHEMISTRY [0301],25
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PROTEIN C ACTIVITY,LABORATORY - HEMATOLOGY [0305],98
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PROTEIN C ACTIVITY (Beaker),LABORATORY - HEMATOLOGY [0305],98
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PROTEIN C ANTIGEN TOTAL (SENDOUT) (BEAKER),LABORATORY - HEMATOLOGY [0305],83
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PROTEIN ELECTROPHORESIS CSF (SENDOUT),LABORATORY - CHEMISTRY [0301],24
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PROTEIN ELP TP SERUM (747) (SENDOUT) (BEAKER),LABORATORY - CHEMISTRY [0301],49
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PROTEIN S ACTIVITY (Beaker),LABORATORY - HEMATOLOGY [0305],73
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PROTEIN S ACTIVITY (Beaker),LABORATORY - HEMATOLOGY [0305],73
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PROTEIN S TOTAL,LABORATORY - GENERAL CLASSIFICATION [0300],18
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,"Protein, CSF - MS Profile (Beaker)",LABORATORY - CHEMISTRY [0301],13
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PROTHROMBIN TIME - POC,LABORATORY - HEMATOLOGY [0305],15
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,"PROTHROMBIN TIME, EXPANDED (Beaker)",LABORATORY - HEMATOLOGY [0305],15
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,"PROTHROMBIN TIME, EXPANDED (Beaker)",LABORATORY - HEMATOLOGY [0305],22
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,"PROTHROMBIN TIME, EXPANDED PBC",LABORATORY - HEMATOLOGY [0305],15
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,"PSA ASSAY, (BEAKER)",LABORATORY - CHEMISTRY [0301],49
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,"PSA ASSAY, DIAGNOSTIC",LABORATORY - CHEMISTRY [0301],48
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,"PSA, SCREENING ASSAY",LABORATORY - CHEMISTRY [0301],115
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,"PSA, SCREENING ASSAY (Beaker)",LABORATORY - CHEMISTRY [0301],33
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PseudoCHOLINESTERASE,LABORATORY - GENERAL CLASSIFICATION [0300],15
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,Psychiatric diagnostic evaluation,BEHAVIORAL HEALTH TREATMENTS/SERVICES - GENERAL CLASSIFICATION [0900],59
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,Psychiatric diagnostic evaluation with medical services,BEHAVIORAL HEALTH TREATMENTS/SERVICES - GENERAL CLASSIFICATION [0900],49
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,Psychiatric diagnostic evaluation with medical services,BEHAVIORAL HEALTH TREATMENTS/SERVICES - GENERAL CLASSIFICATION [0900],59
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PSYCHO TESTING ADMIN BY COMP,BEHAVIORAL HEALTH TREATMENTS/SERVICES - TESTING [0918],41
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PSYCHO TESTING BY PSYCH/PHYS 1 HR,BEHAVIORAL HEALTH TREATMENTS/SERVICES - TESTING [0918],80
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PSYCHO TESTING BY TECHNICIAN 1 HR,BEHAVIORAL HEALTH TREATMENTS/SERVICES - TESTING [0918],41
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PSYCHOTHERAPY 20-30 MIN,BEHAVIORAL HEALTH TREATMENTS/SERVICES - INDIVIDUAL THERAPY [0914],52
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,Psychotherapy 30 mins. w/pat &/or fam w/an E&M serv,BEHAVIORAL HEALTH TREATMENTS/SERVICES - INDIVIDUAL THERAPY [0914],36
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,Psychotherapy 45 min w/ pat &/or fam,BEHAVIORAL HEALTH TREATMENTS/SERVICES - INDIVIDUAL THERAPY [0914],48
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,Psychotherapy 45 mins. w/pat &/or fam w/an E&M serv,BEHAVIORAL HEALTH TREATMENTS/SERVICES - INDIVIDUAL THERAPY [0914],48
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,Psychotherapy for crisis; first 60 minutes,BEHAVIORAL HEALTH TREATMENTS/SERVICES - GENERAL CLASSIFICATION [0900],48
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PSYCHOTHERAPY OFFICE/OUTPT 45 MIN,BEHAVIORAL HEALTH TREATMENTS/SERVICES - INDIVIDUAL THERAPY [0914],47
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,"Psychotherapy, 30 minutes with patient and/or family member",BEHAVIORAL HEALTH TREATMENTS/SERVICES - INDIVIDUAL THERAPY [0914],36
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,"Psychotherapy, 60 minutes with patient and/or family member",BEHAVIORAL HEALTH TREATMENTS/SERVICES - INDIVIDUAL THERAPY [0914],48
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,"PSYCHOTHERAPY,OFFICE/OUTPT, 60 MIN",BEHAVIORAL HEALTH TREATMENTS/SERVICES - INDIVIDUAL THERAPY [0914],50
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,Psytx 60 min w/pat &/or fam w/an E&M serv,BEHAVIORAL HEALTH TREATMENTS/SERVICES - INDIVIDUAL THERAPY [0914],48
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PSYTX COMPLEX INTERACTIVE,BEHAVIORAL HEALTH TREATMENTS/SERVICES - INDIVIDUAL THERAPY [0914],3
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,Psytx for crisis; each addl 30 mins (List sep in add to code for prim service),BEHAVIORAL HEALTH TREATMENTS/SERVICES - GENERAL CLASSIFICATION [0900],48
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,"PT CANALITH REPOSITIONING PROCEDURE, PER DAY",PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420],40
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PT DEBRID < 20CM W/O WHIRLPOOL,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420],112
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PT DEBRID < 20CM W/WHIRLPOOL,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420],112
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PT DEBRID > 20CM W/O WHIRLPOOL,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420],53
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PT DEBRID > 20CM W/WHIRLPOOL,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420],53
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PT DRESSING CHANGE,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420],35
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PT ESW WOUND HEALING ADDL WOUND,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360],39
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PT ESW WOUND HEALING INIT WOUND,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360],37
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PT EVAL HIGH COMPLEX,PHYSICAL THERAPY - EVALUATION OR RE-EVALUATION [0424],168
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PT EVAL LOW COMPLEX,PHYSICAL THERAPY - EVALUATION OR RE-EVALUATION [0424],67
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PT Eval Mod Complex,PHYSICAL THERAPY - EVALUATION OR RE-EVALUATION [0424],99
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PT GROUP THERAPY,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420],46
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PT ORTHC/PROSTC MGMT SBSQ ENC EA. 15 Mins,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420],26
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PT ORTHC/PROSTC MGMT SBSQ ENC EA. 15 Mins,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420],26
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PT ORTHC/PROSTC MGMT SBSQ ENC EA. 15 Mins,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420],26
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PT ORTHOTIC FIT AND TRAIN PER 15 MIN,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420],40
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PT PARAFFIN BATH >=1 AREA,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420],18
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PT PROSTHETIC TRAINING EA 15 MIN,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420],84
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PT WHEELCHAIR MNGMT/TRAIN EA 15 M,PHYSICAL THERAPY - GENERAL CLASSIFICATION [0420],31
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PTH-Related Protein (P THRP)(Beaker),LABORATORY - CHEMISTRY [0301],39
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PTT (Beaker),LABORATORY - HEMATOLOGY [0305],14
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PUDENDAL EVOKED POTENTIAL,OTHER DIAGNOSTIC SERVICES - ELECTROMYELGRAM [0922],149
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PULMONARY ASSESSMENT,PULMONARY FUNCTION - GENERAL CLASSIFICATION [0460],67
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PULMONARY FOLLOW-UP ASSESSMENT,PULMONARY FUNCTION - GENERAL CLASSIFICATION [0460],67
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PULMONARY REHABILITATION -COPD,OTHER THERAPEUTIC SERVICES - PULMONARY REHABILITATION [0948],42
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PULMONARY STRESS TEST PBC,PULMONARY FUNCTION - GENERAL CLASSIFICATION [0460],68
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PULMONARY STRESS TEST/SIMPLE,PULMONARY FUNCTION - GENERAL CLASSIFICATION [0460],149
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PULMONARY THERAPY MAINT,RESPIRATORY SERVICES - GENERAL CLASSIFICATION [0410],19
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PULMONARY THERAPY PROGRAM/MAIN,RESPIRATORY SERVICES - GENERAL CLASSIFICATION [0410],46
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PULMONARY VENT & PERFUSION,NUCLEAR MEDICINE - DIAGNOSTIC PROCEDURES [0341],461
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PULMONARY VENTILATION SCAN,NUCLEAR MEDICINE - DIAGNOSTIC PROCEDURES [0341],258
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PULSE OX SINGLE DET,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],39
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PULSE OXIMETER *,RESPIRATORY SERVICES - GENERAL CLASSIFICATION [0410],5
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,"PULSE OXIMETRY, MULTIPLE DETERMINATIONS PBC",PULMONARY FUNCTION - GENERAL CLASSIFICATION [0460],39
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PUNCT OF SHUNT TUBE/RESERV AST PBC,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360],307
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PUNCTURE ASPIRATION OF ABSCESS,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360],84
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PUNCTURE ASPIRATION OF ABSCESS PBC,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],182
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PUNCTURE ASPIRATION OF ABSCESS PBC,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],182
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PURE TONE AUDIOMETRY (THRESHOL PBC,AUDIOLOGY - DIAGNOSTIC [0471],21
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PURE TONE AUDIOMETRY AIR (NURS PBC,AUDIOLOGY - DIAGNOSTIC [0471],65
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PURE TONE HEARING TEST AIR PBC,AUDIOLOGY - DIAGNOSTIC [0471],54
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PURELEAN 100 1/4 OZ JARS,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],8
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,PVP SWABSTICKS - INSERTION TRAY,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],7
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,QUADRAMET THERAPEUTIC,NUCLEAR MEDICINE - DIAGNOSTIC PROCEDURES [0341],5380
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,QUAN DIFFERENTIAL LUNG P&V,NUCLEAR MEDICINE - DIAGNOSTIC PROCEDURES [0341],203
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,QUANT FECAL FAT,LABORATORY - GENERAL CLASSIFICATION [0300],103
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,Quantiferon in Tube (SendOuts) (Beaker),LABORATORY - IMMUNOLOGY [0302],53
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,QUANTITATIVE REAL-TIME PCR FOR EPSTEINB,LABORATORY - BACTERIOLOGY AND MICROBIOLOGY [0306],163
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,QUICKVIEW INFLUENZA(WAIVED) PBC,LABORATORY - BACTERIOLOGY AND MICROBIOLOGY [0306],68
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,QUINIDINE MAILOUT,LABORATORY - CHEMISTRY [0301],23
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,QuitSmart Supply Kit,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270],7
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,RA FACTOR TITER,LABORATORY - IMMUNOLOGY [0302],6
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,RAAPM ANES FACILITY UNITS,ANESTHESIA - GENERAL CLASSIFICATION [0370],52
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,RABIES ANTIBODY,LABORATORY - GENERAL CLASSIFICATION [0300],25
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,RAD EXAM PHARY +/OR CERV ESOP,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],243
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,RAD EXAM-HIP DURING OPER PROC,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],31
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,RAD TREAT COMP PHOTON 6/ 10,RADIOLOGY - THERAPEUTIC AND/OR CHEMOTHERAPY ADMINISTRATION - RADIATION THERAPY [0333],662
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,RAD TREAT ELECT 20 MEV SIMPLE,RADIOLOGY - THERAPEUTIC AND/OR CHEMOTHERAPY ADMINISTRATION - RADIATION THERAPY [0333],149
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,RAD TREAT ELECTR 11-19 MEV SIM,RADIOLOGY - THERAPEUTIC AND/OR CHEMOTHERAPY ADMINISTRATION - RADIATION THERAPY [0333],149
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,RAD TREAT ELECTR 11-19MEVCMPLX,RADIOLOGY - THERAPEUTIC AND/OR CHEMOTHERAPY ADMINISTRATION - RADIATION THERAPY [0333],662
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,RAD TREAT ELECTR 20 MEV CMPLX,RADIOLOGY - THERAPEUTIC AND/OR CHEMOTHERAPY ADMINISTRATION - RADIATION THERAPY [0333],662
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,RAD TREAT ELECTR 6-10MEV CMPLX,RADIOLOGY - THERAPEUTIC AND/OR CHEMOTHERAPY ADMINISTRATION - RADIATION THERAPY [0333],662
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,RAD TREAT INTERSTI COMPLEX 11+,NUCLEAR MEDICINE - THERAPEUTIC PROCEDURES [0342],1228
WAKE FOREST BAPTIST MEDICAL CENTER Lexington,RAD TREAT INTERSTI INTERM 5-10,NUCLEAR MEDICINE - THERAPEUTIC PROCEDURES [0342],913
