Description, CurrPrice 
GABAPENTIN 100MG CAP,$7.00 
GABAPENTIN 300MG CAP,$20.00 
GABAPENTIN 400MG CAP,$22.00 
GELATIN OPTH FILM,$366.00 
"GELATIN SPONGE, COMPRESSED 100",$494.00 
GELATIN SPONGE 100,$545.00 
"GELATIN SPONGE, 12-7 MM",$112.00 
GENTAMICIN OPTH 3.5GM OINT,$101.00 
GENTAMICIN 0.3% OPHTH 15ML,$27.00 
GLIMEPIRIDE 1MG TAB,$5.00 
GLIMEPIRIDE 2MG TAB,$8.00 
GLIMEPIRIDE 4MG TAB,$17.00 
GLIPIZIDE 5MG TAB,$12.00 
GLIPIZIDE XL 10MG TAB,$20.00 
GLIPIZIDE XL 5 MG TAB,$19.00 
GAVISCON SUSP 30ML,$15.00 
GLYBURIDE 5MG TAB,$14.00 
GLYCERIN 50% PF 1ML,$11.00 
GLYCERIN SUPPOS ADULT,$11.00 
GLYCERIN SUPPOS PEDS,$11.00 
GLYCOPYRROLATE 0.2MG/1ML SDV,$212.00 
GLYCOPYRROLATE 1MG/5ML MDV,$211.00 
GUAIFENESIN 100MG/5ML,$12.00 
GUAIFENESIN LA TAB 600MG,$4.00 
GUAIFENESIN/DM 5ML UD,$12.00 
HALOPERIDOL 0.5MG TAB,$11.00 
HALOPERIDOL 10MG TAB,$11.00 
HALOPERIDOL 1MG TAB,$11.00 
HALOPERIDOL 2MG TAB,$11.00 
HALOPERIDOL 5MG TAB,$11.00 
HALOPERIDOL 2MG/1ML PO,$11.00 
HEPATITIS A  VAC 720U/.5ML,$406.00 
HYALURONATE GV 14MG/ML 0.85ML,"$1,571.00 "
HYDRALAZINE 100MG TABLET,$9.00 
HYDRALAZINE 10MG TAB,$11.00 
HYDRALAZINE 25MG TAB,$11.00 
HYDRALAZINE 50MG TAB,$11.00 
HYDROCHLOROTHIAZIDE 25MG TAB,$11.00 
HYDROCHLOROTHIAZIDE 50MG,$11.00 
HYDROCORT 10MG TAB,$5.00 
HYDROCORT 1% 30GM CRM,$19.00 
HYDROCORT 1% 30GM OINT,$219.00 
HYDROCORT 20MG TAB,$11.00 
HYDROCORT 25MG SUPPOS,$18.00 
HYDROCORT VAL .2% CRM 15GM,$381.00 
HYDROCORT VAL .2% OINT 15GM,$348.00 
HYDROMORPHONE 2MG TAB,$12.00 
HYDROMORPHONE 3MG SUPPOS,$23.00 
HYDROMORPHONE 4MG TAB,$14.00 
HYDROXYCHLOROQUINE 200MG TB,$16.00 
HYDROXYZINE 10MG/5ML PO,$12.00 
HYDROXYZINE HCL 10MG TAB,$11.00 
HYDROXYZINE HCL 25MG TAB,$11.00 
HYDROXYZINE PAMOATE 50MG CAP,$11.00 
HYOSCYAMINE .125MG SL,$6.00 
SODIUM HYPOCHL 0.125% 480ML1/4,$17.00 
HYDROCORT TAB 5MG,$5.00 
IBUPROFEN 200MG TAB,$9.00 
IBUPROFEN 400MG TAB,$9.00 
IBUPROFEN 600 MG TAB,$11.00 
IBUPROFEN 800MG TAB,$9.00 
IBUPROFEN 100MG/5ML 118ML P ML,$0.46 
IMIPRAMINE HCL 25MG TAB,$11.00 
INDOMETHACIN 50MG SUPPOS,$30.00 
INDOMETHACIN 25MG CAP,$11.00 
INDOMETHACIN 50MG CAP,$11.00 
INDOMETHACIN 1MG INJ,$397.00 
IPRATROPIUM MDI,$336.00 
IPRATROPIUM .03%SPRY 30ML,$811.00 
ISONIAZID 300MG,$11.00 
ISOPROTERENOL 2MG/10ML VL,$230.00 
ISOPROTERENOL 1MG/5ML,$199.00 
ISOSORBIDE DINIT 10MG,$11.00 
ISOSORBIDE DINIT 20MG,$11.00 
ISOSORBIDE DINIT 5MG,$11.00 
ISOSORBIDE DINIT 40MG,$11.00 
ISOSORBIDE MONO 120MG,$23.00 
ISOSORBIDE MONO 30MG,$27.00 
ISOSORBIDE MONO 60MG,$20.00 
ISOSORBIDE MONO 10MG,$11.00 
ISOSORBIDE MONO 20MG,$11.00 
ITRACONAZOLE 100MG CAP,$25.00 
ITRACONAZOLE 100MG/10ML PO,$302.00 
ISOSORBIDE DINIT 30MG,$11.00 
ACETIC ACID 0.25% 1000ML,$25.00 
ACETIC ACID 0.25% 250ML,$49.00 
POVIDONE IODINE IRR 1% 1L,$43.00 
"VITAMIN A CAP 10,000 UNITS",$8.00 
MAGNESIUM SULF 4% 1000ML,$199.00 
METHOXSALEN 200 MCG,"$1,218.00 "
KETAMINE 200MG/20ML MDV,$186.00 
KETAMINE 500MG/5ML MDV,$289.00 
KETAMINE 500MG/10ML MDV,$186.00 
KETOROLAC 0.5% OPHTH 5ML DROPS,$886.00 
KETOCONAZOLE CRM 2% 15GM,$291.00 
KETOROLAC TAB 10MG,$23.00 
lotrel  cap 2.5/10mg,$38.00 
lotrel  cap 5/20mg,$41.00 
lotrel cap 5/10mg,$37.00 
EFAVIRENZ 600MG TAB,$256.00 
LAMIVUDINE 300MG,$182.00 
LOPINAVIR-RIT 400-100MG/5ML OS,$181.00 
TENOFOVIR 300MG TAB,$262.00 
ZIDOVUDINE 300MG,$107.00 
SODIUM CHLORIDE 0.9% IRRIG 500,$15.00 
SODIUM CHLORIDE 0.9% IRRIG 1L,$16.00 
CALCITRIOL ORAL SOLN,$139.00 
GABAPENTIN 600MG TAB,$40.00 
GABAPENTIN 800MG,$48.00 
GABAPENTIN 50MG/ML O/S 1ML,$3.00 
PAROXETINE 10MG,$45.00 
LABETALOL 100MG/20ML MDV,$199.00 
LABETALOL 100MG TAB,$9.00 
LABETALOL 200MG TAB,$14.00 
LABETALOL 300MG TAB,$14.00 
LACTOBACILLUS TAB,$2.00 
LAMIVUDINE 150MG,$33.00 
LAMOTRIGINE 200MG,$47.00 
LAMOTRIGINE 100MG,$43.00 
LAMOTRIGINE 150MG,$45.00 
LAMOTRIGINE 25MG CHEW,$41.00 
LAMOTRIGINE 5MG CHEW,$40.00 
LATANOPROST 0.005% 2.5ML OPTH,$963.00 
LEUCOVORIN CA 5MG TAB,$45.00 
LEVOCARNITINE 500MG/5ML O/S,$11.00 
LEVOTHYROXINE 100MCG TAB,$11.00 
LEVOTHYROXINE 150MCG TAB,$12.00 
LEVOTHYROXINE 200MCG TAB,$11.00 
LEVOTHYROXINE 50MCG TAB,$11.00 
LEVOTHYROXINE 75MCG TAB,$11.00 
LEVOTHYROXINE 88MCG TAB,$11.00 
LEVOTHYROXINE 25MCG TAB,$11.00 
LEVOTHYROXINE 112MCG TAB,$11.00 
LIDOCAINE 2% GEL 20ML,$262.00 
LIDOCAINE 1% 2ML MPF SDV,$18.00 
LIDOCAINE 1% 30ML T TOP SDV,$6.00 
LIDOCAINE 1% 50ML MDV,$6.00 
LIDOCAINE 1% 5ML MPF SDV,$7.00 
LIDOCAINE 2% 50ML MDV,$178.00 
LIDOCAINE 2% 5ML ABJ SYRN,$31.00 
LIDOCAINE 2% VISC O/S 100ML,$28.00 
LIDOCAINE 4% 50ML T TOP,$135.00 
LIDOCAINE 2% 30ML GEL,$199.00 
LIDOCAINE 0.5% 50ML FT MDV,$33.00 
LIDOCAINE 0.5% 50ML SDV,$158.00 
LIDOCAINE 2% 5ML GEL,$262.00 
LIDOCAINE 1% 10ML MPF SDV,$75.00 
LIDOCAINE 2% 10ML MPF SDV,$83.00 
LIDOCAINE 2% 5ML MPF SDV,$228.00 
LIDOCAINE 1%/EPI 1:100M 20ML,$199.00 
LIDOCAINE 1%/EPI 1:100M 30ML,$158.00 
LIDOCAINE 1.5%/EPI 1:200M 30ML,$199.00 
LIDOCAINE 2%/EPI 1:100M 20ML,$158.00 
LIDOCAINE .5%/EPI 1:200M 50ML,$199.00 
LIDOCAINE 2% EPI 1:100M 1.8ML,$199.00 
LIDOCAINE 2% EPI 1:100M 10ML,$158.00 
LIDOCAINE 1%EPI 1:200M 30ML PF,$158.00 
LIDOCAINE 2%EPI 1:200M 20ML PF,$199.00 
LIDOCAINE/PRILOCAINE 5GM TEG,$137.00 
LIDOCAINE/PRILOCAINE 30GM,$706.00 
LINEZOLID 600MG TAB,"$1,336.00 "
CARBIDOPA/LEVODOPA 50-200MG CR,$25.00 
LISINOPRIL 10MG TAB,$21.00 
LISINOPRIL 2.5MG TAB,$11.00 
LISINOPRIL 20MG TAB,$21.00 
LISINOPRIL 5MG TAB,$21.00 
LITHIUM CARB 150MG,$11.00 
LITHIUM CARB 300MG,$11.00 
LITHIUM CARB 300MG SR,$11.00 
LITHIUM CITRATE 8MEQ/5ML OS,$11.00 
LOPERAMIDE 2MG CAP,$14.00 
LORATADINE 10MG TAB,$25.00 
LORAZEPAM 0.5MG TAB,$9.00 
LORAZEPAM 1MG TAB,$9.00 
LORAZEPAM 2MG TAB,$16.00 
LOSARTAN POT 25MG,$21.00 
LOSARTAN POT 50MG,$21.00 
LOVASTATIN 20MG,$24.00 
LOXAPINE SUCCINATE 10MG CAP,$16.00 
LOXAPINE SUCCINATE 25MG CAP,$19.00 
LOXAPINE SUC 5MG CAP,$16.00 
LORAZEPAM PO SOLN 2MG/1ML,$21.00 
LIDOCAINE 5% OINT 35GM,$126.00 
LIPID 20% 250ML,$228.00 
LISINOPRIL 40MG TAB,$23.00 
THEOPHYLLINE-24 100MG CAP,$9.00 
THEOPHYLLINE-24 200MG CAP,$9.00 
LACTULOSE ENEMA 300/700ml,$45.00 
LET GEL 3ML TOP,$122.00 
LIOTHYRONINE 10MCG/ML TRIOSTAT,"$7,591.00 "
ARIPIPRAZOLE 30MG TABLET,$256.00 
ARIPIPRAZOLE 5MG TABLET,$164.00 
ARIPIPRAZOLE 10MG TABLET,$180.00 
ARIPIPRAZOLE 20MG TABLET,$256.00 
EPLERENONE 25MG TABLET,$61.00 
RANITIDINE 75MG TABLET,$9.00 
CARBAMAZEPINE 200MG ER CAP,$19.00 
OXYCODONE 40MG ER TABLET,$69.00 
OXYCODONE 80MG ER TABLET,$129.00 
TIOTROPIUM 18MCG HANDIHALER,$536.00 
POLYETHYLENE GLYCOL 17 GM PKT,$35.00 
midodrine tablet 2.5mg,$20.00 
midodrine tablet 5mg,$31.00 
modafinil tablet 100mg,$77.00 
modafinil tablet 200mg,$106.00 
MAFENIDE 8.5% CREAM 453.6 GM,"$2,572.00 "
MAFENIDE 5% 50GM,"$2,251.00 "
MAGNESIUM CHLORIDE 64MG TAB,$3.00 
MAGNESIUM CIT 300ML,$17.00 
MAGNESIUM HYD 30ML,$12.00 
MAALOX EX-STREN PLUS 30ML,$11.00 
MAGNESIUM OXIDE 400MG TAB,$9.00 
MECLIZINE HCL 25MG TAB,$11.00 
MEDROXYPROGEST 10MG TAB,$11.00 
MEDROXYPROGEST 2.5MG TAB,$12.00 
MEGESTROL ACET 40MG/ML PO,$31.00 
MEGESTROL ACET 20 TAB,$16.00 
MEGESTROL ACET 40 TAB,$18.00 
MAALOX PLUS 30ML,$15.00 
MESALAMINE 4GM/60ML ENEMA,$262.00 
METFORMIN 500MG TAB,$19.00 
METFORMIN 850MG TAB,$20.00 
METHADONE 10MG/1ML PO,$14.00 
METHADONE 5MG TAB,$12.00 
METHENAMINE HIPPUR 1 GM TAB,$28.00 
METHIMAZOLE 10MG TAB,$11.00 
METHIMAZOLE 5MG TAB,$11.00 
METHYLDOPA 250MG TAB,$11.00 
METHYLENE BLUE 1% 10ML SDV,$199.00 
METHYLERGONOVINE .2MG TAB,$12.00 
METHYLPHENIDATE 10MG TAB,$14.00 
METHYLPHENIDATE 5MG TAB,$12.00 
METHYLPREDNISOLONE 16MG TAB,$18.00 
METOCLOPRAMIDE 10MG TAB,$14.00 
METOCLOPRAMIDE 5MG/5ML OS,$15.00 
METOCLOPRAMIDE 5MG TAB,$9.00 
METOLAZONE 2.5MG TAB,$12.00 
METOLAZONE 5MG TAB,$12.00 
METOPROLOL SUC XL 100MG TAB,$21.00 
METOPROLOL SUC XL 200MG TAB,$25.00 
METOPROLOL SUC XL 50MG TAB,$20.00 
METOPROLOL TARTRATE 100MG TAB,$15.00 
METOPROLOL TARTRATE 50MG TAB,$9.00 
METOPROLOL TART 5MG/5ML INJ,$199.00 
METRONIDAZOLE 250MG TAB,$11.00 
METRONIDAZOLE 500MG TAB,$11.00 
MEXILETINE 150MG CAP,$15.00 
MEXILETINE 200MG CAP,$15.00 
MEXILETINE 250MG CAP,$16.00 
MICROFIB COLLAGEN 1GM,"$2,016.00 "
MINERAL OIL ENEMA 135ML,$20.00 
MINERAL OIL 30ML,$12.00 
MINOCYCLINE CAP 100MG,$26.00 
MINOXIDIL 10MG TAB,$16.00 
MINOXIDIL 2.5MG TAB,$16.00 
MIRTAZAPINE 15MG TAB,$45.00 
MIRTAZAPINE 30MG TAB,$43.00 
MISOPROSTOL 100MCG TAB,$16.00 
MISOPROSTOL 200MCG TAB,$15.00 
MIVACURIUM 20MG/10ML INJ,$296.00 
MONTELUKAST SOD 10MG TAB,$51.00 
MORPHINE 15MG ER TAB,$14.00 
MORPHINE 30MG ER TAB,$14.00 
MORPHINE 60MG ER TAB,$15.00 
MULTIVITAMIN TABLET,$9.00 
MULTIVITAMINS-12 10ML INJ,$62.00 
MULTIVITAMINS DRPS FE 1ML,$6.00 
"MULTIVITS,THER W-MIN TAB",$11.00 
"MULTIVITS,THER TAB",$11.00 
MUPIROCIN 2% OINT 15GM,$271.00 
MUPIROCIN 2% OINT 1GM NASAL,$228.00 
MYCOPHENOLATE 500MG/20ML INJ,$574.00 
MAGN/ALUM HYD 30ML,$12.00 
MECLIZINE 12.5MG TAB,$11.00 
MIDAZOLAM 10MG/5ML SYRP,$337.00 
OXCARBAZEPINE 150MG TAB,$21.00 
OXCARBAZEPINE 300MG TAB,$37.00 
MINOCYCLINE CAP 50MG,$22.00 
FERRIC SUBSULFATE MONSELS 8GM,$514.00 
NA PHOS ENEMA ADULT 135ML,$16.00 
NABUMETONE TAB 500MG,$28.00 
NEUTRAPHOS,$11.00 
NAPHAZOLINE .1% 15ML OPTH,$278.00 
NAPROXEN 250 MG TAB,$16.00 
NAPROXEN 375MG TAB,$17.00 
NAPROXEN 500MG TAB,$19.00 
NEOMY/BACIT/POLY 30GM TOP OINT,$25.00 
NEOMY/BACIT/POLY OPHTH 3.5G,$280.00 
NEOMY/BAC/POLY/HC OPHTH DROPS,$287.00 
NEOMY/BAC/POLY/HC 10ML OTIC,$833.00 
NEOMY/BACIT/POLY 1ML GU IRR,$182.00 
NEOMYCIN 500MG TAB,$12.00 
NIACIN 100MG TAB,$11.00 
NICARDIPINE 2.5MG/10ML SDV,$457.00 
NICOTINE PATCH 14MG,$52.00 
NICOTINE PATCH 21MG,$55.00 
NICOTINE PATCH 7MG,$50.00 
NICOTINE GUM 2MG,$7.00 
NICOTINE GUM 4MG,$7.00 
NIFEDIPINE 30MG ER TAB 24HR,$18.00 
NIFEDIPINE 60MG ER TAB 24HR,$24.00 
NIFEDIPINE 90MG ER TAB 24HR,$38.00 
NIFEDIPINE 10MG CAP,$14.00 
NIMODIPINE 30MG CAP,$49.00 
NITROFURANT/MACROBID 100MG,$21.00 
NITROGLYCERIN PATCH 0.4MG/HR,$9.00 
NITROGLYCERIN 2% OINT 1GM,$11.00 
NITROGLYCERIN 50MG/10ML SDV,$259.00 
NITROGLYCERIN 0.3MG SL 100 TAB,$67.00 
NITROGLYCERIN 0.4MG SL 25 TAB,$37.00 
NITROGLYCERIN 100MG/D5W 250ML,$228.00 
NITROGLYCERIN 50MG/D5W 250ML,$199.00 
NITROPRUSSIDE 50MG INJ,$199.00 
NOREPINEPHRINE 4MG/4ML SDV,$199.00 
NORTRIPTYLINE 10MG,$12.00 
NORTRIPTYLINE 25MG,$15.00 
NYSTATIN 100MU/GM 15GM CRM,$219.00 
NYSTATIN 100MU/GM 15GM OINT,$219.00 
NYSTATIN 500MU/5ML O/S,$7.00 
NYSTATIN POWDER 60GM,$315.00 
NYSTATIN/TRIAMCIN OINT 15GM,$224.00 
niacin er capsule 1000mg,$28.00 
niacin er capsule 500mg,$17.00 
ALENDRONATE 70MG TAB,$301.00 
OLANZAPINE 10MG TAB,$187.00 
OLANZAPINE 2.5MG TAB,$102.00 
OLANZAPINE 5MG TAB,$124.00 
OLANZAPINE 7.5MG TAB,$124.00 
OMEPRAZOLE 20 MG,$30.00 
OPIUM/BELLADONNA SUPPOS,$19.00 
OXANDROLONE 2.5MG TAB,$86.00 
OXAZEPAM 10MG CAP,$12.00 
OXAZEPAM 15MG CAP,$15.00 
OXYBUTYNIN 5MG/5ML,$18.00 
OXYBUTININ 10MG XL TAB,$43.00 
OXYBUTYNIN 5MG TAB,$14.00 
OXYCODONE 10MG SR,$19.00 
OXYCODONE 20MG SR,$40.00 
OXYCODONE 5MG IR CAP,$8.00 
OXYCODONE-ACET 5-325MG TAB,$9.00 
OXYMETAZOLINE .05% 15ML NAS,$16.00 
OMEPRAZOLE PO SUSP 2MG/1ML,$5.00 
OFLOXACIN OPTH .3% 5ML,$636.00 
OLOPATADINE .1% 5ML OPTH,$576.00 
AMPHETAMINE MIXED 10MG TAB,$31.00 
AMPHETAMINE MIXED 10MG XR CAP,$52.00 
AMPHETAMINE MIXED 20MG XR,$52.00 
TRIPLE ANTIBIOTIC OINT U/D,$9.00 
FLUCONAZOLE 150MG TAB,$256.00 
ZONISAMIDE 100MG CAP,$38.00 
ZONISAMIDE 50MG CAP,$19.00 
HALOPERIDOL ORAL 5MG/2.5ML UD,$9.00 
HALOPERIDOL ORAL 10MG/5ML,$14.00 
GUAIFENESIN PO 5ML UD,$11.00 
GUAIFENESIN PO 10 ML UD,$11.00 
GUAIFENESIN/DM 10ML UD,$11.00 
BUPIVACAINE 0.25% EPI 10ML,$199.00 
SODIUM CHLORIDE 0.9% PF 20ML,$6.00 
METOPROLOL TARTRATE 25MG TAB,$9.00 
ARIPIPRAZOLE 15MG TABLET,$194.00 
ELETRIPTAN 20MG TABLET,$288.00 
ELETRIPTAN 40MG TABLET,$288.00 
HYDROCHLOROTHIAZIDE 12.5MG TAB,$9.00 
ASPIRIN 81MG EC TABLET,$9.00 
LINEZOLID ORAL SUSP PER ML,$36.00 
PAROXETINE 20MG CAP,$25.00 
PAROXETINE 30MG CAP,$46.00 
pantoprazole tablet 20mg,$63.00 
PENICILLIN G SOD 5MMU/15ML INJ,$303.00 
PENICILLIN VK 250MG TAB,$11.00 
PENICILLIN VK 250MG/5ML PO,$14.00 
PENICILLIN VK 500MG TAB,$11.00 
PENTAMIDINE ISETH 300MG INJ,"$1,191.00 "
PANTOPRAZOLE TABLET 40MG,$4.00 
PENTOXIFYLLINE 400MG CAP,$15.00 
PERMETHRIN 5% 60GM,$244.00 
PERMETHRIN CRM RINSE 60ML,$187.00 
PERPHENAZINE 2MG TAB,$11.00 
PERPHENAZINE 4MG TAB,$14.00 
PERPHENAZINE 8MG TAB,$14.00 
"PETROLATUM,WHITE 5 GM PKT",$8.00 
PHENAZOPYRIDINE 100MG TAB,$9.00 
PHENAZOPYRIDINE 200MG TAB,$9.00 
PHENOBARBITAL 100MG TAB,$11.00 
PHENOBARBITAL 15MG TAB,$11.00 
PHENOBARBITAL 20MG/5ML ELX,$11.00 
PHENOBARBITAL 30MG TAB,$11.00 
PHENOBARBITAL 60MG TAB,$11.00 
CHLORASEPTIC SPRAY 180ML,$236.00 
PHENOXYBENZAMINE 10MG CAP,$12.00 
PHENYLEPHRINE 2.5% 5ML OPTH,$274.00 
PHENYLEPHRINE .25% 15ML NASAL,$235.00 
PHENYLEPHRINE .5% 15ML NASAL,$64.00 
PHENYLEPHRINE 10% OPHTH 10ML,$31.00 
PHENYTOIN 50MG TAB,$11.00 
PHENYTOIN 100MG/4ML UD OS,$23.00 
PHENYTOIN EXTEN 100MG CAP,$11.00 
PHYSOSTIGMINE SAL 2MG/2ML INJ,$183.00 
PILOCARPINE 2% OPTH 15ML,$25.00 
PILOCARPINE  5MG TAB,$18.00 
PIOGLITAZONE 15MG TAB,$36.00 
PIOGLITAZONE 30MG TAB,$58.00 
POLYMYXIN B 500M U/10ML PWVL,$199.00 
POTASSIUM CL 10MEQ ER TAB,$11.00 
POTASSIUM CHL 20MEQ TAB,$9.00 
prempro tablet 0.625/2.5mg,$23.00 
POTASSIUM CHL 20MEQ/15ML 0/S,$12.00 
POTASSIUM CHL 40MEQ/30ML 0/S,$12.00 
POTASSIUM IOD/IODINE LUGOL 1ML,$8.00 
POTASSIUM PHOS 45MM/15ML,$56.00 
POVIDONE-IODINE 5% OPTH 30ML,$95.00 
PRAMIPEXOLE .125MG TAB,$16.00 
PRAMIPEXOLE .25MG TAB,$21.00 
PRAMIPEXOLE .5MG TAB,$41.00 
PRAMIPEXOLE 1.5MG TAB,$43.00 
PRAMIPEXOLE 1MG TAB,$41.00 
PRAVASTATIN 10MG TAB,$25.00 
PRAVASTATIN 20MG TAB,$48.00 
PRAZOSIN 1MG TAB,$14.00 
PRAZOSIN 2MG TAB,$15.00 
PRAZOSIN 5MG TAB,$17.00 
PREDNISOLONE 1% 5ML OPTH,$274.00 
PREDNISOLONE .12% 5ML OPTH,$274.00 
PRENATAL VIT/FE FUM/FA TAB,$12.00 
PRIMAQUINE PHOS 26.3MG TAB,$12.00 
PRIMIDONE 250MG TAB,$11.00 
PROBENECID 500MG TAB,$12.00 
PROCHLORPERAZINE 10MG TAB,$16.00 
PROCHLORPERAZINE 5MG TAB,$9.00 
PROCHLORPERAZINE 25MG SUPPOS,$40.00 
PROMETHAZINE 12.5MG TAB,$11.00 
PROMETHAZINE 25MG TAB,$12.00 
PROMETHAZINE 6.25MG/5ML SYRP,$11.00 
PROMETH-COD 6.25-10MG/5ML O/S,$11.00 
PROPAFENONE 150MG CAP,$12.00 
PROPARACAINE 0.5% OPHTH 15ML,$311.00 
PROPRANOLOL 10MG TAB,$11.00 
PROPRANOLOL 20MG TAB,$11.00 
PROPRANOLOL 20MG/5ML PO,$22.00 
PROPRANOLOL 40MG TAB,$11.00 
PROPRANOLOL 80MG TAB,$11.00 
PROPRANOLOL 80MG LA CAP,$14.00 
PROPYLTHIOURACIL 50MG TAB,$11.00 
PSEUDOEPHEDRINE 30MG TAB,$11.00 
PSYLLIUM SEED 6 GM PKT,$11.00 
PYRAZINAMIDE 500MG TAB,$16.00 
PYRIDOSTIGMINE BR 60MG TAB,$11.00 
PYRIDOSTIGMINE BR 60MG/5ML PO,$12.00 
PYRIDOSTIGMINE BR 180MG TAB ER,$12.00 
PYRIDOSTIGMINE BR 10MG/2ML INJ,$168.00 
PYRIDOXINE B6 50MG TAB,$11.00 
PYRIMETHAMINE 25MG TAB,$12.00 
HYDROCORT/PRAM FOAM 10GM,$286.00 
POLY VI SOL FA 1ML PO SUSP,$11.00 
PSEUDOEPHEDRINE  30MG/ 5ML PO,$11.00 
POVIDONE IOD OINT 30GM,$161.00 
LAMIVUDINE 100MG TAB,$122.00 
LIDOCAINE 4% DRESSING 5GM,$110.00 
TRIMETHOBENZAMIDE 300MG CAP,$15.00 
SIMVASTATIN 80MG TAB,$74.00 
BUPROPION ER 150MG TAB,$50.00 
BUPROPION ER 300MG TAB,$67.00 
IMATINIB MESYLATE 400MG TAB,"$1,725.00 "
HYDROMORPHONE 30MG/30ML PCA,$212.00 
HYALURONATE 23MG/ML 0.6ML H5,"$1,099.00 "
INDOCYANINE GREEN,"$1,127.00 "
EMTRICITABINE-TEN 200-300MGTAB,$459.00 
ABACAVIR-LAMIVUDINE 300-600MG,$459.00 
SIMVASTATIN 40MG TAB,$74.00 
QUETIAPINE 100MG TAB,$31.00 
QUETIAPINE 25MG TAB,$18.00 
QUININE SULF 325MG CAP,$12.00 
QUETIAPINE 200MG TAB,$60.00 
QUETIAPINE 300MG TAB,$139.00 
EPOPROSTENOL 1.5MG INHALATION,$943.00 
ANTIBIOTIC ABX CREAM BMT,$380.00 
BECLOMETHASONE DIP IN CORN OIL,$43.00 
BUDESONIDE 3MG CAPSULE,$73.00 
VORICONAZOLE 200MG TAB,$593.00 
VORICONAZOLE 50MG TAB,$149.00 
BOSENTAN TABLET 125MG,$684.00 
CYANOCOBALAMINE 100MCG TAB,$9.00 
RISPERIDONE 0.25MG TAB,$58.00 
RISPERIDONE 0.5MG TAB,$64.00 
RANITIDINE 150MG TAB,$31.00 
REPAGLINIDE .5MG TAB,$7.00 
REPAGLINIDE 2MG TAB,$11.00 
RIFABUTIN 150MG CAP,$34.00 
RIFAMPIN 300MG CAP,$14.00 
RIFAMPIN 600MG INJ,$640.00 
RISPERIDONE 1MG TAB,$24.00 
RISPERIDONE 30MG/30ML O/S P1MG,$61.00 
RISPERIDONE 2MG TAB,$30.00 
RISPERIDONE 3MG TAB,$35.00 
RISPERIDONE 4MG TAB,$40.00 
RITONAVIR 400MG/5ML PO,$217.00 
ROCURONIUM 50MG/5ML MDV,$321.00 
risedronate tablet 5mg,$40.00 
SILDENAFIL 20 MG TAB (REVATIO),$189.00 
LOPINAVIR-RIT 200-50MG TAB,$112.00 
QUETIAPINE 400MG TAB,$179.00 
QUETIAPINE 50MG TAB,$59.00 
VITAMIN A 100K UNITS/2ML SDV,$178.00 
ALENDONATE 35MG TABLET,$339.00 
EZETIMIBE 10MG TABLET,$49.00 
METOPROLOL TART12.5MG HALF TAB,$9.00 
METOPROLOL TARTRATE 6.25MG TAB,$9.00 
OXYCODONE 15MG IR TAB,$17.00 
SCOPOLAMINE PATCH 1.5MG,$33.00 
SALIVA ARTIFICIAL BOTTLE,$234.00 
SELEGILINE 5MG TAB,$11.00 
SELENIUM 50MCG TAB,$1.00 
SELENIUM SULF 2.5% SHAMP 120ML,$257.00 
SENNOSIDES 8.6MG TAB,$11.00 
"SENNOSIDES A&B,CA SYRUP 5ML",$11.00 
SERTRALINE 100MG TAB,$44.00 
SERTRALINE 25MG TAB,$42.00 
SERTRALINE 50MG TAB,$27.00 
SEVELAMER 800MG TAB,$16.00 
SEVOFLURANE 250ML LIQD,"$4,680.00 "
SILVER NITRATE APPLIC 10S,$15.00 
SILVER SULFADIAZINE 1% 50GM,$72.00 
SILVER SULFADIAZINE 1% 400GM,$257.00 
SIMETHICONE 80MG CHEW,$11.00 
SIMETHICONE40MG/0.6ML OS 0.6ML,$12.00 
SIMVASTATIN 10MG TAB,$26.00 
SIMVASTATIN 20MG TAB,$46.00 
SIMVASTATIN 5MG TAB,$11.00 
SOD SULF/NAHCO3/KCL/PEG'S 4L,$289.00 
BSS PLUS 500ML OPHTH,"$1,021.00 "
SODIUM ACETATE 40MEQ/20ML INJ,$56.00 
SODIUM BICARBONATE 648 MG TAB,$11.00 
SODIUM BICARBONATE 325MG TAB,$11.00 
SODIUM BICARBONATE 4.2% 10ML,$227.00 
SODIUM BICARBONATE 8.4% 50ML,$199.00 
SODIUM CHLORIDE 45ML NASAL,$198.00 
SODIUM CHLORIDE 5% OPTH SOLN,$206.00 
SODIUM CHLORIDE 5% OPTH OINT,$206.00 
SODIUM CHL 23.4% CONC 30ML,$56.00 
SODIUM CHLORIDE 1 GM TAB,$11.00 
SODIUM CHLORIDE 0.9% 10ML SYR,$10.00 
SODIUM CHLORIDE 0.9% INH 3ML,$11.00 
SODIUM CL IRRIG .9% 1500ML,$16.00 
SODIUM HYPOCHL 0.25% 480ML 1/2,$261.00 
SODIUM PHOSPHATE 45MM/ 15ML,$56.00 
SODIUM POLYSTYRENE SULF. 15GM,$47.00 
BSS PLUS 15ML OPHTH,$34.00 
SOTALOL 120MG TAB,$73.00 
SOTALOL 80MG TAB,$52.00 
SPIRONOLACTONE 100MG TAB,$14.00 
SPIRONOLACTONE 25MG TAB,$11.00 
SPIRONOLACTONE 50MG TAB,$18.00 
SODIUM FLUORIDE GEL 1.1% 56GM,$234.00 
SUCRALFATE 1GM TAB,$15.00 
SUCRALFATE 1GM/10ML SUSP,$35.00 
SULFADIAZINE 500MG TAB,$11.00 
