H,ID,Facility                        ,Procedure ,Description                   ,Department     ,Chg Cat ,CPT-4 Eff Date,CPT-4 ,HCPC Eff Date,HCPC   ,Std Chg Eff Date,Std Chg,
D,IX,BEACHWOOD,92004337,BISAC-EVAC 10MG SUP           ,86144071320,250,              ,      ,             ,       ,6/1/2017,4.15,
D,IX,BEACHWOOD,92004397,BISACODYL 5MG TAB EC          ,86144071320,250,              ,      ,             ,       ,6/1/2017,2.6,
D,IX,BEACHWOOD,92004425,BISOPROLOL FUMARATE 5MG TAB   ,86144071320,250,              ,      ,             ,       ,2/1/2017,3.66,
D,IX,BEACHWOOD,92004455,BISOPROLOL/HCTZ 5/6.25 TAB    ,86144071320,250,              ,      ,             ,       ,6/1/2017,5.2,
D,IX,BEACHWOOD,92004680,BUPROPION HCL 100MG TAB       ,86144071320,250,              ,      ,             ,       ,5/1/2017,8.3,
D,IX,BEACHWOOD,92004684,BUPROPION HCL 75MG TAB        ,86144071320,250,              ,      ,             ,       ,8/1/2017,3.1,
D,IX,BEACHWOOD,92004773,BUTALBITAL/APAP/CAFFEINE TAB  ,86144071320,250,              ,      ,             ,       ,2/1/2017,5.07,
D,IX,BEACHWOOD,92004921,CALCITRIOL 0.25MCG CAP        ,86144071320,250,              ,      ,             ,       ,2/1/2017,3.6,
D,IX,BEACHWOOD,92004985,CALCIUM ANTACID TAB           ,86144071320,250,              ,      ,             ,       ,6/1/2017,0.5,
D,IX,BEACHWOOD,92005060,CALCIUM CHLORIDE 10% VL       ,86144071320,250,              ,      ,             ,       ,2/1/2017,3,
D,IX,BEACHWOOD,92005142,CALCIUM W/VITAMIN D TAB       ,86144071320,250,              ,      ,             ,       ,2/1/2017,3,
D,IX,BEACHWOOD,92005433,CARBIDOPA/LEVO 25/100 TAB     ,86144071320,250,              ,      ,             ,       ,2/1/2018,4.15,
D,IX,BEACHWOOD,92005437,CARBIDOPA/LEVO 25/100 TAB     ,86144071320,250,              ,      ,             ,       ,6/1/2018,4.15,
D,IX,BEACHWOOD,92005570,CARISOPRODOL 350MG TAB        ,86144071320,250,              ,      ,             ,       ,10/1/2017,2.6,
D,IX,BEACHWOOD,92005653,CASTOR OIL                    ,86144071320,250,              ,      ,             ,       ,6/1/2017,36.4,
D,IX,BEACHWOOD,92005751,CEFADROXIL 500MG CAP          ,86144071320,250,              ,      ,             ,       ,6/1/2017,18.2,
D,IX,BEACHWOOD,92005778,CEFAZOLIN 1GM/D5W BAG         ,86144071320,250,              ,      ,             ,       ,2/1/2017,3,
D,IX,BEACHWOOD,92005873,CELEBREX 100MG CAP            ,86144071320,250,              ,      ,             ,       ,6/1/2017,7.8,
D,IX,BEACHWOOD,92005877,CELEBREX 200MG CAP            ,86144071320,250,              ,      ,             ,       ,2/1/2017,23.19,
D,IX,BEACHWOOD,92005895,CELLCEPT 250MG CAP            ,86144071320,250,              ,      ,             ,       ,2/1/2017,21.45,
D,IX,BEACHWOOD,92005904,REFRESH CELLUVISC 1% EYE DROPS,86144071320,250,              ,      ,             ,       ,2/1/2017,3,
D,IX,BEACHWOOD,92005929,CEPHALEXIN 250MG CAP          ,86144071320,250,              ,      ,             ,       ,5/1/2017,3.65,
D,IX,BEACHWOOD,92005977,CEPHALEXIN 500MG CAP          ,86144071320,250,              ,      ,             ,       ,2/1/2017,3,
D,IX,BEACHWOOD,92006219,CHLORHEXIDINE 0.12% RINSE     ,86144071320,250,              ,      ,             ,       ,6/1/2017,45.25,
D,IX,BEACHWOOD,92006251,CHLOROTHIAZIDE 250 MG TABLET  ,86144071320,250,              ,      ,             ,       ,6/1/2017,2.75,
D,IX,BEACHWOOD,92006336,CHLORPROMAZINE 10MG TAB       ,86144071320,250,              ,      ,             ,       ,6/1/2017,1.05,
D,IX,BEACHWOOD,92006363,CHLORPROMAZINE 25MG/ML AMP    ,86144071320,250,              ,      ,             ,       ,2/1/2017,39.6,
D,IX,BEACHWOOD,92006747,CITRATE OF MAGNESIA SOL       ,86144071320,250,              ,      ,             ,       ,2/1/2017,3,
D,IX,BEACHWOOD,92006889,CLEOCIN 600MG/D5W/GALAXY      ,86144071320,250,              ,      ,             ,       ,2/1/2017,3,
D,IX,BEACHWOOD,92006891,CLEOCIN 900MG/D5W/GALAXY      ,86144071320,250,              ,      ,             ,       ,2/1/2017,3,
D,IX,BEACHWOOD,92006906,CLEOCIN PHOS 150 MG/ML VIAL   ,86144071320,250,              ,      ,             ,       ,6/1/2017,35.75,
D,IX,BEACHWOOD,92006957,CLINDAMYCIN HCL 150MG CAP     ,86144071320,250,              ,      ,             ,       ,5/1/2017,5.2,
D,IX,BEACHWOOD,92007030,CLOBETASOL 0.05% CREAM        ,86144071320,250,              ,      ,             ,       ,2/1/2017,3.6,
D,IX,BEACHWOOD,92007048,CLOBETASOL 0.05PCT OINTMENT   ,86144071320,250,              ,      ,             ,       ,6/1/2017,194.25,
D,IX,BEACHWOOD,92007148,CLONIDINE HCL 0.1MG TAB       ,86144071320,250,              ,      ,             ,       ,2/1/2017,3,
D,IX,BEACHWOOD,92007199,CLOTRIM ANTIFUNGAL CREAM      ,86144071320,250,              ,      ,             ,       ,2/1/2017,3,
D,IX,BEACHWOOD,92007476,COUMADIN 10MG TAB             ,86144071320,250,              ,      ,             ,       ,2/1/2017,8.73,
D,IX,BEACHWOOD,92007478,COUMADIN 1MG TAB              ,86144071320,250,              ,      ,             ,       ,2/1/2017,5.61,
D,IX,BEACHWOOD,92007487,COUMADIN 3MG TAB              ,86144071320,250,              ,      ,             ,       ,2/1/2017,6.09,
D,IX,BEACHWOOD,92007493,COUMADIN 5MG TAB              ,86144071320,250,              ,      ,             ,       ,3/1/2017,3.65,
D,IX,BEACHWOOD,92007513,COZAAR 50MG TABLET            ,86144071320,250,              ,      ,             ,       ,2/1/2017,10.32,
D,IX,BEACHWOOD,92007575,CYANOCOBALAMIN 1000MCG/ML     ,86144071320,250,              ,      ,             ,       ,6/1/2017,13,
D,IX,BEACHWOOD,92007640,CYCLOPENTOLATE 1% EYE DROPS   ,86144071320,250,              ,      ,             ,       ,7/1/2017,152.2,
D,IX,BEACHWOOD,92007641,CYCLOPENTOLATE 1% EYE DROPS   ,86144071320,250,              ,      ,             ,       ,7/1/2017,15.3,
D,IX,BEACHWOOD,92007716,DAKIN'S 0.25% SOL             ,86144071320,250,              ,      ,             ,       ,2/1/2017,3,
D,IX,BEACHWOOD,92007726,D-AMPHETAMINE 15 MG CAP SA    ,86144071320,250,              ,      ,             ,       ,6/1/2017,11.5,
D,IX,BEACHWOOD,92007802,DEEP SEA 0.65% NOSE SPRAY     ,86144071320,250,              ,      ,             ,       ,6/1/2017,11.95,
D,IX,BEACHWOOD,92007989,DEPAKOTE ER 500MG TAB SA      ,86144071320,250,              ,      ,             ,       ,12/1/2017,10.4,
D,IX,BEACHWOOD,92008211,DEXAMETHASONE 0.5MG TAB       ,86144071320,250,              ,      ,             ,       ,2/1/2017,3,
D,IX,BEACHWOOD,92008242,DEXAMETHASONE 1MG TAB         ,86144071320,250,              ,      ,             ,       ,6/1/2017,2.6,
D,IX,BEACHWOOD,92008246,DEXAMETHASONE 4MG TAB         ,86144071320,250,              ,      ,             ,       ,6/1/2017,2.6,
D,IX,BEACHWOOD,92008309,DEXTROSE 50%/WATER SYRINGE    ,86144071320,250,              ,      ,             ,       ,2/1/2017,3,
D,IX,BEACHWOOD,92008575,DIAZEPAM 5 MG/5 ML SOLUTION   ,86144071320,250,              ,      ,             ,       ,6/1/2017,7.3,
D,IX,BEACHWOOD,92008620,DICLOFENAC SOD 25MG TAB EC    ,86144071320,250,              ,      ,             ,       ,2/1/2017,4.26,
D,IX,BEACHWOOD,92008742,DICYCLOMINE 20MG TAB          ,86144071320,250,              ,      ,             ,       ,3/1/2018,2.6,
D,IX,BEACHWOOD,92008832,DIGOXIN 0.25MG/ML AMPUL       ,86144071320,250,              ,      ,             ,       ,2/1/2017,9.9,
D,IX,BEACHWOOD,92008940,DILTIAZEM 30MG TAB            ,86144071320,250,              ,      ,             ,       ,2/1/2017,3,
D,IX,BEACHWOOD,92009006,DILTIAZEM ER 90MG CAP SA      ,86144071320,250,              ,      ,             ,       ,2/1/2017,4.5,
D,IX,BEACHWOOD,92009136,DIOVAN 80MG TAB               ,86144071320,250,              ,      ,             ,       ,2/1/2017,10.14,
D,IX,BEACHWOOD,92009313,DIPHENHYDRAMINE 50MG/ML VL    ,86144071320,250,              ,      ,             ,       ,8/1/2017,13,
D,IX,BEACHWOOD,92009559,DOCUSATE SOD 150MG/15ML LIQ   ,86144071320,250,              ,      ,             ,       ,6/1/2017,2.6,
D,IX,BEACHWOOD,92009629,DOK 100MG CAP                 ,86144071320,250,              ,      ,             ,       ,1/1/2018,7.5,
D,IX,BEACHWOOD,92009772,DOXAZOSIN MESYLATE 2MG TAB    ,86144071320,250,              ,      ,             ,       ,6/1/2017,4.15,
D,IX,BEACHWOOD,92009991,DOXYCYCLINE 50 MG CAPSULE     ,86144071320,250,              ,      ,             ,       ,6/1/2017,3.75,
D,IX,BEACHWOOD,92010229,EFFEXOR XR 150MG CAP SA       ,86144071320,250,              ,      ,             ,       ,2/1/2017,29.46,
D,IX,BEACHWOOD,92010231,EFFEXOR XR 37.5MG CAP SA      ,86144071320,250,              ,      ,             ,       ,2/1/2017,24.15,
D,IX,BEACHWOOD,92010233,EFFEXOR XR 75MG CAP SA        ,86144071320,250,              ,      ,             ,       ,2/1/2017,27.06,
D,IX,BEACHWOOD,92010730,ERYTHROMYCIN EYE OINT         ,86144071320,250,              ,      ,             ,       ,5/1/2017,24.95,
D,IX,BEACHWOOD,92010736,ERYTHROMYCIN EYE OINTMENT     ,86144071320,250,              ,      ,             ,       ,6/1/2017,24.95,
D,IX,BEACHWOOD,92010802,ESTRADIOL 0.5MG TAB           ,86144071320,250,              ,      ,             ,       ,6/1/2017,2.6,
D,IX,BEACHWOOD,92010803,ESTRADIOL 0.5MG TAB           ,86144071320,250,              ,      ,             ,       ,2/1/2017,3,
D,IX,BEACHWOOD,92010986,EXELON 1.5MG CAP              ,86144071320,250,              ,      ,             ,       ,2/1/2017,15.51,
D,IX,BEACHWOOD,92010990,EXELON 3 MG CAPSULE           ,86144071320,250,              ,      ,             ,       ,6/1/2017,13.25,
D,IX,BEACHWOOD,92011008,FAMOTIDINE 20MG PIGGYBACK     ,86144071320,250,              ,      ,             ,       ,2/1/2017,3,
D,IX,BEACHWOOD,92011011,FAMOTIDINE 20MG TAB           ,86144071320,250,              ,      ,             ,       ,1/1/2018,7.5,
D,IX,BEACHWOOD,92011012,FAMOTIDINE 20MG TAB           ,86144071320,250,              ,      ,             ,       ,2/1/2017,5.19,
D,IX,BEACHWOOD,92011064,FAMVIR 500MG TAB              ,86144071320,250,              ,      ,             ,       ,2/1/2017,54.54,
D,IX,BEACHWOOD,92011215,FERREX-150 CAP                ,86144071320,250,              ,      ,             ,       ,6/1/2017,2.6,
D,IX,BEACHWOOD,92011234,FERROUS GLUCONATE 324MG TAB   ,86144071320,250,              ,      ,             ,       ,5/1/2017,2.6,
D,IX,BEACHWOOD,92011241,FERROUS GLUCONATE 325MG TAB   ,86144071320,250,              ,      ,             ,       ,2/1/2017,3,
D,IX,BEACHWOOD,92011268,FERROUS SULF 300MG/5ML LIQ    ,86144071320,250,              ,      ,             ,       ,6/1/2017,2.6,
D,IX,BEACHWOOD,92011326,FERROUS SULFATE 325MG TAB     ,86144071320,250,              ,      ,             ,       ,1/1/2018,7.5,
D,IX,BEACHWOOD,92011372,FIBERCON 625MG CAP            ,86144071320,250,              ,      ,             ,       ,2/1/2017,3,
D,IX,BEACHWOOD,92011424,FLECAINIDE ACETATE 100MG TB   ,86144071320,250,              ,      ,             ,       ,2/1/2017,8.19,
D,IX,BEACHWOOD,92011435,FLECAINIDE ACETATE 50MG TAB   ,86144071320,250,              ,      ,             ,       ,6/1/2017,9.35,
D,IX,BEACHWOOD,92011445,FLEET ENEMA                   ,86144071320,250,              ,      ,             ,       ,2/1/2017,3,
D,IX,BEACHWOOD,92011479,FLOMAX 0.4MG CAP SA           ,86144071320,250,              ,      ,             ,       ,2/1/2017,20.22,
D,IX,BEACHWOOD,92011535,FLUDROCORTISONE 0.1MG TAB     ,86144071320,250,              ,      ,             ,       ,2/1/2017,3,
D,IX,BEACHWOOD,92011701,FLUOXETINE HCL 10MG CAP       ,86144071320,250,              ,      ,             ,       ,5/1/2017,11.45,
D,IX,BEACHWOOD,92011880,FLUVOXAMINE MALEATE 25MG TB   ,86144071320,250,              ,      ,             ,       ,6/1/2017,9.9,
D,IX,BEACHWOOD,92011885,FLUVOXAMINE MALEATE 25 MG TB  ,86144071320,250,              ,      ,             ,       ,6/1/2017,10.5,
D,IX,BEACHWOOD,92012107,FUROSEMIDE 10MG/ML VL         ,86144071320,250,              ,      ,             ,       ,2/1/2017,3,
D,IX,BEACHWOOD,92012346,GEODON 20MG VL                ,86144071320,250,              ,      ,             ,       ,2/1/2017,85.68,
D,IX,BEACHWOOD,92012373,GLIPIZIDE 10MG TAB            ,86144071320,250,              ,      ,             ,       ,6/1/2017,4.15,
D,IX,BEACHWOOD,92012384,GLIPIZIDE 10MG TAB            ,86144071320,250,              ,      ,             ,       ,2/1/2017,3,
D,IX,BEACHWOOD,92012393,GLIPIZIDE 5MG TAB             ,86144071320,250,              ,      ,             ,       ,9/1/2017,2.6,
D,IX,BEACHWOOD,92012470,GLYBURIDE 2.5MG TAB           ,86144071320,250,              ,      ,             ,       ,9/1/2017,2.6,
D,IX,BEACHWOOD,92012483,GLYBURIDE 5MG TAB             ,86144071320,250,              ,      ,             ,       ,2/1/2017,3,
D,IX,BEACHWOOD,92012686,GUAIFENESIN DM SYRUP          ,86144071320,250,              ,      ,             ,       ,6/1/2017,19.75,
D,IX,BEACHWOOD,92012687,GUAIFENESIN DM SYRUP          ,86144071320,250,              ,      ,             ,       ,2/1/2017,3,
D,IX,BEACHWOOD,92012744,GUANFACINE 1MG TAB            ,86144071320,250,              ,      ,             ,       ,8/1/2017,31.47,
D,IX,BEACHWOOD,92012864,HALOPERIDOL 0.5MG TAB         ,86144071320,250,              ,      ,             ,       ,2/1/2017,3,
D,IX,BEACHWOOD,92012878,HALOPERIDOL 1MG TAB           ,86144071320,250,              ,      ,             ,       ,7/1/2017,2.6,
D,IX,BEACHWOOD,92012900,HALOPERIDOL 5MG TAB           ,86144071320,250,              ,      ,             ,       ,9/1/2017,4.15,
D,IX,BEACHWOOD,92012938,HYDROCHLOROTHIAZIDE 12.5MG CP ,86144071320,250,              ,      ,             ,       ,2/1/2017,3,
D,IX,BEACHWOOD,92013367,HYDREA 500MG CAP              ,86144071320,250,              ,      ,             ,       ,2/1/2017,4.65,
D,IX,BEACHWOOD,92013389,HYDROCHLOROTHIAZIDE 25MG TB   ,86144071320,250,              ,      ,             ,       ,2/1/2017,3,
D,IX,BEACHWOOD,92013456,HYDROCODONE-APAP 10-325 TAB   ,86144071320,250,              ,      ,             ,       ,2/1/2017,3,
D,IX,BEACHWOOD,92013584,HYDROCODONE-APAP 7.5-325 TAB  ,86144071320,250,              ,      ,             ,       ,2/1/2017,3,
D,IX,BEACHWOOD,92013695,HYDROCODONE-APAP 5-325 TAB    ,86144071320,250,              ,      ,             ,       ,2/1/2017,3,
D,IX,BEACHWOOD,92013750,HYDROCORTISONE 1% CREAM       ,86144071320,250,              ,      ,             ,       ,2/1/2017,3,
D,IX,BEACHWOOD,92013767,HYDROCORTISONE 1PCT CREAMHYDRO,86144071320,250,              ,      ,             ,       ,6/1/2017,18.75,
D,IX,BEACHWOOD,92013823,HYDROCORTISONE 1% OINT        ,86144071320,250,              ,      ,             ,       ,3/1/2018,17.7,
D,IX,BEACHWOOD,92013824,HYDROCORTISONE 1% OINT        ,86144071320,250,              ,      ,             ,       ,2/1/2017,3,
D,IX,BEACHWOOD,92013830,HYDROCORTISONE 1PCT OINTMENT  ,86144071320,250,              ,      ,             ,       ,6/1/2017,18.75,
D,IX,BEACHWOOD,92013857,HYDROCORTISONE 2.5% CREAM     ,86144071320,250,              ,      ,             ,       ,5/1/2017,108.15,
D,IX,BEACHWOOD,92013876,HYDROCORTISONE 2.5% CREAM     ,86144071320,250,              ,      ,             ,       ,6/1/2017,38.5,
D,IX,BEACHWOOD,92013891,HYDROCORTISONE 20MG TAB       ,86144071320,250,              ,      ,             ,       ,2/1/2017,3,
D,IX,BEACHWOOD,92013994,HYDROMORPHONE 2MG TAB         ,86144071320,250,              ,      ,             ,       ,6/1/2017,2.6,
D,IX,BEACHWOOD,92014011,HYDROMORPHONE 4MG TAB         ,86144071320,250,              ,      ,             ,       ,4/1/2018,3.1,
D,IX,BEACHWOOD,92014053,HYDROXYCHLOROQUINE 200MG TB   ,86144071320,250,              ,      ,             ,       ,2/1/2017,3.3,
D,IX,BEACHWOOD,92014097,HYDROXYZINE HCL 10MG TAB      ,86144071320,250,              ,      ,             ,       ,5/1/2017,2.6,
D,IX,BEACHWOOD,92014402,IBUPROFEN 200MG TAB           ,86144071320,250,              ,      ,             ,       ,6/1/2017,0.5,
D,IX,BEACHWOOD,92014859,INDAPAMIDE 2.5MG TAB          ,86144071320,250,              ,      ,             ,       ,5/1/2017,3.65,
D,IX,BEACHWOOD,92014997,INSTA-GLUCOSE 40% GEL         ,86144071320,250,              ,      ,             ,       ,3/1/2017,0.5,
D,IX,BEACHWOOD,92015124,IPRATROPIUM BR 0.02% SOL      ,86144071320,250,              ,      ,             ,       ,6/1/2017,7.8,
D,IX,BEACHWOOD,92015360,ISOSORBIDE DN 10MG TAB        ,86144071320,250,              ,      ,             ,       ,7/1/2017,2.6,
D,IX,BEACHWOOD,92015716,KLOR-CON 10MEQ TAB            ,86144071320,250,              ,      ,             ,       ,2/1/2017,15.87,
D,IX,BEACHWOOD,92015721,KLOR-CON 20 MEQ PACKET        ,86144071320,250,              ,      ,             ,       ,6/1/2017,2.6,
D,IX,BEACHWOOD,92015732,KLOR-CON M20 TAB              ,86144071320,250,              ,      ,             ,       ,6/1/2017,2.6,
D,IX,BEACHWOOD,92015971,LAMISIL 250MG TAB             ,86144071320,250,              ,      ,             ,       ,2/1/2017,67.02,
D,IX,BEACHWOOD,92015987,LANOXIN 125MCG TAB            ,86144071320,250,              ,      ,             ,       ,2/1/2017,3.27,
D,IX,BEACHWOOD,92016076,LEUCOVORIN CALCIUM 5 MG TAB   ,86144071320,250,              ,      ,             ,       ,6/1/2017,11,
D,IX,BEACHWOOD,92016236,LEVOTHYROXINE 175MCG TAB      ,86144071320,250,              ,      ,             ,       ,2/1/2017,3,
D,IX,BEACHWOOD,92016246,LEVOTHYROXINE 200MCG TAB      ,86144071320,250,              ,      ,             ,       ,2/1/2017,3,
D,IX,BEACHWOOD,92016310,LEVOTHYROXINE 88MCG TAB       ,86144071320,250,              ,      ,             ,       ,6/1/2017,2.6,
D,IX,BEACHWOOD,92016311,LEVOTHYROXINE 88MCG TAB       ,86144071320,250,              ,      ,             ,       ,6/1/2017,2.6,
D,IX,BEACHWOOD,92016357,LEXAPRO 10MG TAB              ,86144071320,250,              ,      ,             ,       ,1/1/2018,7.5,
D,IX,BEACHWOOD,92016468,LIDOCAINE 2% VISCOUS SOL      ,86144071320,250,              ,      ,             ,       ,6/1/2017,11.95,
D,IX,BEACHWOOD,92016547,LIDOCAINE HCL 2% JELLY        ,86144071320,250,              ,      ,             ,       ,2/1/2017,4.68,
D,IX,BEACHWOOD,92016548,LIDOCAINE HCL 2% JELLY        ,86144071320,250,              ,      ,             ,       ,6/1/2017,179.25,
D,IX,BEACHWOOD,92016620,LIPITOR 10MG TAB              ,86144071320,250,              ,      ,             ,       ,2/1/2017,19.05,
D,IX,BEACHWOOD,92016624,LIPITOR 20MG TAB              ,86144071320,250,              ,      ,             ,       ,2/1/2017,28.53,
D,IX,BEACHWOOD,92016625,LIPITOR 40MG TAB              ,86144071320,250,              ,      ,             ,       ,2/1/2017,27.18,
D,IX,BEACHWOOD,92016626,LIPITOR 80MG TAB              ,86144071320,250,              ,      ,             ,       ,2/1/2017,27.18,
D,IX,BEACHWOOD,92016670,LISINOPRIL 2.5MG TAB          ,86144071320,250,              ,      ,             ,       ,7/1/2017,2.6,
D,IX,BEACHWOOD,92016673,LISINOPRIL 2.5MG TAB          ,86144071320,250,              ,      ,             ,       ,2/1/2017,3,
D,IX,BEACHWOOD,92016723,LISINOPRIL 5MG TAB            ,86144071320,250,              ,      ,             ,       ,6/1/2017,4.15,
D,IX,BEACHWOOD,92017181,LOVENOX 100MG PREFILLED SYRING,86144071320,250,              ,      ,             ,       ,1/1/2018,22.04,
D,IX,BEACHWOOD,92017183,LOVENOX 150MG PREFILLED SYR   ,86144071320,250,              ,      ,             ,       ,6/1/2017,442.5,
D,IX,BEACHWOOD,92017186,LOVENOX 30MG PREFILLED SYRINGE,86144071320,250,              ,      ,             ,       ,2/1/2017,297.69,
D,IX,BEACHWOOD,92017187,LOVENOX 40MG PREFILLED SYRINGE,86144071320,250,              ,      ,             ,       ,2/1/2017,297.69,
D,IX,BEACHWOOD,92017194,LOXAPINE SUCCINATE 25MG CAP   ,86144071320,250,              ,      ,             ,       ,2/1/2017,14.19,
D,IX,BEACHWOOD,92017860,MERREM 1GM VL                 ,86144071320,250,              ,      ,             ,       ,1/1/2018,18.23,
D,IX,BEACHWOOD,92017878,MESTINON 180 MG TIMESPAN      ,86144071320,250,              ,      ,             ,       ,6/1/2017,5.5,
D,IX,BEACHWOOD,92018017,METHADOSE 40 MG TABLET DISPR  ,86144071320,250,              ,      ,             ,       ,6/1/2017,1,
D,IX,BEACHWOOD,92018049,METHIMAZOLE 10MG TAB          ,86144071320,250,              ,      ,             ,       ,6/1/2017,3.1,
D,IX,BEACHWOOD,92018051,METHIMAZOLE 5MG TAB           ,86144071320,250,              ,      ,             ,       ,2/1/2017,3,
D,IX,BEACHWOOD,92018059,METHOCARBAMOL 500MG TAB       ,86144071320,250,              ,      ,             ,       ,2/1/2017,3,
D,IX,BEACHWOOD,92018091,METHOCARBAMOL 750MG TAB       ,86144071320,250,              ,      ,             ,       ,2/1/2017,3,
D,IX,BEACHWOOD,92018150,METHOTREXATE 2.5MG TAB        ,86144071320,250,              ,      ,             ,       ,6/1/2017,17.15,
D,IX,BEACHWOOD,92018273,METHYLPREDNISOLONE 4MG TAB    ,86144071320,250,              ,      ,             ,       ,3/1/2017,2.6,
D,IX,BEACHWOOD,92018445,METRONIDAZOLE 500MG TAB       ,86144071320,250,              ,      ,             ,       ,6/1/2017,5.2,
D,IX,BEACHWOOD,92018474,METRONIDAZOLE 500MG/100ML BG  ,86144071320,250,              ,      ,             ,       ,6/1/2017,34.85,
D,IX,BEACHWOOD,92018699,MILK OF MAGNESIA SUSP         ,86144071320,250,              ,      ,             ,       ,6/1/2017,2.6,
D,IX,BEACHWOOD,92018843,MINOCYCLINE 50MG CAP          ,86144071320,250,              ,      ,             ,       ,2/1/2017,5.1,
D,IX,BEACHWOOD,92018874,MINOXIDIL 2.5MG TAB           ,86144071320,250,              ,      ,             ,       ,6/1/2017,2.6,
D,IX,BEACHWOOD,92018923,MISOPROSTOL 200MCG TAB        ,86144071320,250,              ,      ,             ,       ,6/1/2017,5.2,
D,IX,BEACHWOOD,92019802,NAPROXEN 500MG TAB            ,86144071320,250,              ,      ,             ,       ,6/1/2017,5.7,
D,IX,BEACHWOOD,92020152,NEURONTIN 250MG/5 ML SOL      ,86144071320,250,              ,      ,             ,       ,2/1/2017,3,
D,IX,BEACHWOOD,92020161,NEUTRA-PHOS PACKET            ,86144071320,250,              ,      ,             ,       ,2/1/2017,3,
D,IX,BEACHWOOD,92020264,NIACIN 500MG TAB              ,86144071320,250,              ,      ,             ,       ,5/1/2017,3,
D,IX,BEACHWOOD,92020282,NIACIN 500MG TAB SA           ,86144071320,250,              ,      ,             ,       ,2/1/2017,3,
D,IX,BEACHWOOD,92020593,NITROSTAT 0.4MG TAB SL        ,86144071320,250,              ,      ,             ,       ,6/1/2017,21,
D,IX,BEACHWOOD,92020657,NORMAL SALINE FLUSH           ,86144071320,250,              ,      ,             ,       ,6/1/2017,13.75,
D,IX,BEACHWOOD,92020739,NORTRIPTYLINE HCL 25MG CAP    ,86144071320,250,              ,      ,             ,       ,2/1/2017,3,
D,IX,BEACHWOOD,92020836,NOVOLIN R 100U/ML VL          ,86144071320,250,              ,      ,             ,       ,6/1/2017,0.05,
D,IX,BEACHWOOD,92020842,NOVOLOG FLEXPEN SYRINGE       ,86144071320,250,              ,      ,             ,       ,6/1/2017,0.1,
D,IX,BEACHWOOD,92020845,NOVOLOG MIX 70/30 VL          ,86144071320,250,              ,      ,             ,       ,6/1/2017,0.23,
D,IX,BEACHWOOD,92020988,"NYSTOP 100,000U/GM POWDER     ",86144071320,250,              ,      ,             ,       ,1/1/2018,24.27,
D,IX,BEACHWOOD,92021085,ORPHENADRINE 100MG TAB SA     ,86144071320,250,              ,      ,             ,       ,6/1/2017,9.35,
D,IX,BEACHWOOD,92021235,OXYBUTYNIN 5MG TAB            ,86144071320,250,              ,      ,             ,       ,2/1/2017,3,
D,IX,BEACHWOOD,92021248,OXYCODONE HCL 5MG TAB         ,86144071320,250,              ,      ,             ,       ,1/1/2018,7.5,
D,IX,BEACHWOOD,92021257,OXYCODONE-APAP 5-325 TAB      ,86144071320,250,              ,      ,             ,       ,1/1/2018,7.5,
D,IX,BEACHWOOD,92021351,OYSTER SHELL W/VIT D TAB      ,86144071320,250,              ,      ,             ,       ,2/1/2017,3,
D,IX,BEACHWOOD,92021415,PACERONE 200MG TAB            ,86144071320,250,              ,      ,             ,       ,6/1/2017,14.05,
D,IX,BEACHWOOD,92021719,PENTOXIFYLLINE 400MG TAB SA   ,86144071320,250,              ,      ,             ,       ,6/1/2017,3.1,
D,IX,BEACHWOOD,92021780,PEPCID 40MG/5ML ORAL SUSP     ,86144071320,250,              ,      ,             ,       ,6/1/2017,492.75,
D,IX,BEACHWOOD,92022168,PHENOBARBITAL 30MG TAB        ,86144071320,250,              ,      ,             ,       ,6/1/2017,2.6,
D,IX,BEACHWOOD,92022191,PHENOBARBITAL 32.4MG TAB      ,86144071320,250,              ,      ,             ,       ,2/1/2017,3,
D,IX,BEACHWOOD,92022424,PINDOLOL 5MG TAB              ,86144071320,250,              ,      ,             ,       ,2/1/2017,3.96,
D,IX,BEACHWOOD,92022527,PNEUMOVAX 23 VL               ,86144071320,250,              ,      ,             ,       ,2/1/2017,491.67,
D,IX,BEACHWOOD,92022552,POLYMYXIN B/TMP EYE DROPS     ,86144071320,250,              ,      ,             ,       ,5/1/2017,40.32,
D,IX,BEACHWOOD,92022695,POTASSIUM CL 10MEQ/100ML SOL  ,86144071320,250,              ,      ,             ,       ,2/1/2017,3,
D,IX,BEACHWOOD,92022883,PRAZOSIN 1MG CAPSULE          ,86144071320,250,              ,      ,             ,       ,6/1/2017,2.75,
D,IX,BEACHWOOD,92022918,PRECOSE 25MG TAB              ,86144071320,250,              ,      ,             ,       ,2/1/2017,3,
D,IX,BEACHWOOD,92023013,PREDNISONE 1MG TAB            ,86144071320,250,              ,      ,             ,       ,6/1/2017,2.6,
D,IX,BEACHWOOD,92023015,PREDNISONE 2.5MG TAB          ,86144071320,250,              ,      ,             ,       ,2/1/2017,3,
D,IX,BEACHWOOD,92023065,PREDNISONE 5MG TAB            ,86144071320,250,              ,      ,             ,       ,6/1/2017,2.75,
D,IX,BEACHWOOD,92023121,PREDNISONE 5MG/5ML SOLUTION   ,86144071320,250,              ,      ,             ,       ,6/1/2017,2.75,
D,IX,BEACHWOOD,92023158,PREPARATION H OINT            ,86144071320,250,              ,      ,             ,       ,2/1/2017,3,
