PROCEDURE,DESCRIPTION,DEPARTMENT,CHG CAT,STD AMOUNT,CPT,HCPC,A
33116005,TAP SYS PAD BODY MICROCLIMATE,37174895331,270,49,,,Y
33116006,TAP SYS PREVALON 800LB CAP XL,37174895331,270,786,,,Y
33116007,TAP SYS PAD BODY XL MICROCLIMT,37174895331,270,74,,,Y
33116008,SYSTEM SEATED POSITIONING,37174895331,270,333,,,Y
33116009,SYSTEM SEATED POSITIONING,37174895331,270,427,,,Y
33116010,TAP SYS PAD MICROCLIM PREVSEAT,37174895331,270,31,,,Y
33116011,TAP SHEET GLIDE PREVALON 2.0,37174895331,270,216,,,Y
33116012,WEDGE LEG STABILIZER 2.0 30DEG,37174895331,270,123,,,Y
33116013,TAP SYS PREVALON AIR TAP 2,37174895331,270,587,,,Y
33116014,SYSTEM BED STD WEDGE & SHEET,37174895331,270,196,,,Y
33116015,BRACE KNEE COMFYPRENE CHILD LG,37174895331,270,244,,,Y
33116016,BRACE KNEE COMFYPRENE LG,37174895331,270,244,,,Y
33116017,NEEDLE BIOPSY 14X4.5IN TRU-CUT,37174895331,270,48,,,Y
33116018,CATH ROB NEL STERILE 16FR,37174895331,270,8,,,Y
33116019,CATH ROB-NEL 16FR,37174895331,270,8,,,Y
33116020,TRAY CATH FOLEY 16FR 5CC,37174895331,270,16,,,Y
33116021,CATH URETHRAL PED LATEXFREE8FR,37174895331,270,8,,,Y
33116022,ORTHO HAND OPPENENS ADLT LONG,37174895331,270,213,,,Y
33116023,TRAY FOLEY SURESTEP COUDE 16FR,37174895331,270,67,,,Y
33116024,TRAY FOLEY SURESTEP BARDEX,37174895331,270,68,,,Y
33116025,TRAY FOLEY URNMTR SURSTP 14FR,37174895331,270,46,,,Y
33116026,TRAY FOLEY URNMTR SURSTP 16FR,37174895331,270,46,,,Y
33116027,SPLINT FINGER MINI MOD 2IN XL,37174895331,270,38,,,Y
33116033,BAG URINARY DRAINAGE 2000ML,37174895331,270,8,,,Y
33116070,BINDER ABD 10IN SOL PNL AD XXL,37174895331,270,23,,,Y
33116074,BRACE KNEE DEF PO PREM XL,37174895331,270,263,,,Y
33116075,BRACE KNEE PO PREM REG,37174895331,270,263,,,Y
33116083,ORTHOSIS SHLD UNI MFC II RT SM,37174895331,270,136,,,Y
33116084,STABILIZER SHLDR COMFORT 4 XL,37174895331,270,176,,,Y
33116085,KIT CATH HEMSPLT ST DL16FR23CM,37174895331,270,893,,,Y
33116086,KIT CATH HEMSPLT ST DL16FR19CM,37174895331,270,893,,,Y
33116087,FILTER VENA CAVA TRAPEASE 90CM,37174895331,270,2835,,,Y
33116088,DRSG SKINTEGRITY HYDROGEL 2x2,37174895331,270,8,,,Y
33116089,DRSG TEGADERM IV SECURE 2x2,37174895331,270,8,,,Y
33116090,DRSG TEGADERM IV CHG,37174895331,270,17,,,Y
33116091,PAD FOAM MEPILEX LITE 8X20,37174895331,270,53,,,Y
33116092,STOCKING SCD COMFORT THIGH XSM,37174895331,270,204,,,Y
33116093,STOCKING SCD COMFORT THIGH SM,37174895331,270,195,,,Y
33116094,STOCKING SCD COMFORT THIGH MED,37174895331,270,199,,,Y
33116095,STOCKING SCD COMFORT THIGH LG,37174895331,270,239,,,Y
33116096,STOCKING SCD COMFORT KNEE SM,37174895331,270,141,,,Y
33116097,STOCKING SCD COMFORT KNEE MED,37174895331,270,134,,,Y
33116098,STOCKING SCD COMFORT KNEE LG,37174895331,270,191,,,Y
33116099,STOCKING SCD COMFORT KNEE X-LG,37174895331,270,302,,,Y
33116100,KIT INTRO MIC KEY GASTRO 18FR,37174895331,270,596,,,Y
33116101,CLEANSER WOUND VASHE 475ML,37174895331,270,74,,,Y
33116102,MASK PERFORMATRAK HEADGEAR MED,37174895331,270,86,,,Y
33116103,MASK FULL FACE NON-VENTED LG,37174895331,270,65,,,Y
33116104,MASK FULL FACE NON-VENTED MED,37174895331,270,65,,,Y
33116105,MASK FULL FACE NON-VENTED SM,37174895331,270,65,,,Y
33116106,MASK PERFORMATRAK HEADGEAR SM,37174895331,270,86,,,Y
33116107,MASK NIV FULL FACE MED,37174895331,270,63,,,Y
33116108,MASK NIV FULL FACE LG,37174895331,270,63,,,Y
33116109,MASK PERFORMATRACK HEADGEAR LG,37174895331,270,86,,,Y
33116110,MASK FULL FACE NIV NONVENTD SM,37174895331,270,68,,,Y
33116111,SUPPORT ANKLE MUELLER ADJUST,37174895331,270,24,,,Y
33116112,ORTHOSIS RESTING HAND SM LEFT,37174895331,270,184,,,Y
33116113,ORTHOSIS RESTING HAND ADULT LT,37174895331,270,184,,,Y
33116114,ORTHOSIS RESTING HAND SM RIGHT,37174895331,270,184,,,Y
33116115,ORTHOSIS RESTING HAND ADULT RT,37174895331,270,184,,,Y
33116116,MASK BIPAP FULL FACE STRAP LG,37174895331,270,84,,,Y
33116117,MASK FULLFACE HEADGEAR DISP SM,37174895331,270,80,,,Y
33116118,MASK FULLFACE HEADGEAR DISP MD,37174895331,270,80,,,Y
33116119,MASK FACEFULL VENT LF SPU LG,37174895331,270,80,,,Y
33116120,MASK FACEFULL VENT LF SPU SM,37174895331,270,80,,,Y
33116121,MASK FACEFULL VENT LF SPU MED,37174895331,270,80,,,Y
33116122,MASK FACEFULL PERFRMTRAK SE LG,37174895331,270,85,,,Y
33116123,MASK FACEFULL PERFRMTRAK SE MD,37174895331,270,85,,,Y
33116124,MASK FACEFULL PERFRMTRAK SE SM,37174895331,270,85,,,Y
33116125,MASK AF531 NIV FULLFACE MED,37174895331,270,80,,,Y
33116126,MASK AF531 NIV FULLFACE LG,37174895331,270,80,,,Y
33116127,MASK AF531 NIV FULLFACE SM,37174895331,270,85,,,Y
33116128,MASK FACEFULL AF811 ORLNSL MD,37174895331,270,134,,,Y
33116129,MASK FACEFULL AF811 ORLNSL LG,37174895331,270,134,,,Y
33116130,MASK FACEFULL AF811SE ORNSL SM,37174895331,270,134,,,Y
33116131,MASK FACEFULL AF811SE ORNSL MD,37174895331,270,134,,,Y
33116132,MASK FACEFULL AF811SE ORNSL MD,37174895331,270,134,,,Y
33116133,MASK AF531 NIV FULLFACE 4PT LG,37174895331,270,80,,,Y
33116134,MASK AF531 NIV FULLFACE 4PT MD,37174895331,270,80,,,Y
33116135,MASK AF531 NIV FULLFACE 4PT SM,37174895331,270,80,,,Y
33116136,MASK AF531 NIVOFULLFACEELBO MD,37174895331,270,84,,,Y
33116137,MASK NIV AF531 FULLFACE LG,37174895331,270,84,,,Y
33116138,MASK NIV AF531 FULLFACE MED,37174895331,270,84,,,Y
33116139,MASK AF541 NIV SM,37174895331,270,76,,,Y
33116140,MASK AF541 NIV MED,37174895331,270,76,,,Y
33116141,MASK AF541 NIV LG,37174895331,270,76,,,Y
33116142,MASK AF531 NIV FULLFACESTRP MD,37174895331,270,90,,,Y
33116143,MASK AF531 NIV FULLFACESTRP LG,37174895331,270,90,,,Y
33116144,MASK AF531 NIV FULLFACESTRP SM,37174895331,270,90,,,Y
33116145,CROWN WOUND FISTULA,37174895331,270,198,,,Y
33116146,KIT INTRO MIC KEY GASTRO 20FR,37174895331,270,593,,,Y
33116147,BLADE LARYNG MILLER FIBOPT SZ3,37174895331,270,17,,,Y
33116148,MASK AF541 CAPSTRAP MED,37174895331,270,79,,,Y
33116149,MASK AF541 CAPSTRAP LG,37174895331,270,79,,,Y
33116150,CUSHION UNDER NOSE AF541 SZ B,37174895331,270,29,,,Y
33116151,CUSHION UNDER NOSE AF541 SZ C,37174895331,270,29,,,Y
33116152,KIT COLLECTION FOLEY URINE,37174895331,270,8,,,Y
33116153,DEVICE TUBING ANCHOR ADJUST,37174895331,270,9,,,Y
33116154,ORTHO GONIOMT ELB SPLNT PRP SM,37174895331,270,327,,,Y
33116155,"BNDG COMP ZINC CALAMINE4""x10YD",37174895331,270,12,,,Y
33116156,BNDG COMP ESMARCH 3INx12FT,37174895331,270,66,,,Y
33116157,TRAY FOLEY SILVER IC METER18FR,37174895331,270,58,,,Y
33116158,CATH URETHRAL COUDE TAPRTP10FR,37174895331,270,8,,,Y
33116159,SUPPORT ANKLE AIRCAST LEFT MD,37174895331,270,99,,,Y
33116160,SUPPORT ANKLE AIRCAST RIGHT SM,37174895331,270,99,,,Y
33116161,SUPPORT ANKLE AIRCAST RIGHT MD,37174895331,270,99,,,Y
33116162,SUPPORT ANKLE AIRCAST RIGHT LG,37174895331,270,99,,,Y
33116163,SUPPORT ANKLE AIRCAST LEFT SM,37174895331,270,99,,,Y
33116164,SUPPORT ANKLE AIRCAST LEFT LG,37174895331,270,99,,,Y
33116165,COVER STUMP AMPUTEE MED,37174895331,270,64,,,Y
33116166,COVER STUMP AMPUTEE LG,37174895331,270,64,,,Y
33116167,COVER STUMP AMPUTEE X-LG,37174895331,270,64,,,Y
33116168,POSITIONER DOME ALIGEL6X14X3IN,37174895331,270,529,,,Y
33116169,ROLL CHEST FLATBTM SHT6X12X4IN,37174895331,270,623,,,Y
33116170,DRSG DEBRISOFT 10X10,37174895331,270,44,,,Y
33116171,DRSG BIATAIN SIL LITE FOAM 2x2,37174895331,270,8,,,Y
33116172,TUBE TRACH UNCUFF FENES SIZE 6,37174895331,270,102,,,Y
33116173,CANN INNER 6MM PORTEX GRN 7MM,37174895331,270,8,,,Y
33116174,KIT TRACH TUBE INNERCANN 6.0MM,37174895331,270,15,,,Y
33116175,KIT TRACH AIRCUFF6MMIDx8.7MMOD,37174895331,270,581,,,Y
33116176,TUBE TRACHE BLUELINE CUFF7.5MM,37174895331,270,170,,,Y
33116177,TUBE TRACH FOME-CUF ADULT SZ6,37174895331,270,489,,,Y
33116178,BRACE HUMERAL FRACTUREMIAMI LG,37174895331,270,290,,,Y
33116179,IMMOBILIZER SHOULDERVELPEAU LG,37174895331,270,13,,,Y
33116180,TUBE TRACH FEN CUFF SHILEY 6.0,37174895331,270,112,,,Y
33116181,TUBE TRACH FEN CUFF SHILEY 4.0,37174895331,270,112,,,Y
33116182,CANNULA SHILEY FEN DISP SIZE 8,37174895331,270,11,,,Y
33116183,MASK AF541 CAPSTRAP SM,37174895331,270,79,,,Y
33116184,MASK AF541 CAPSTRAP X-LG,37174895331,270,80,,,Y
33116185,GUIDEWIRE ANG J CRV.038INX70CM,37174895331,270,34,,,Y
33116186,CATH EXT MALE INTERMEDIATE,37174895331,270,8,,,Y
33116187,TUBE TRACH FENCUFFLS SHILEY4.0,37174895331,270,102,,,Y
33116188,HELMET SOFTSHELL FULL TAN LG,37174895331,270,458,,,Y
33116189,BLADE LARYNG FIBEROPTIC MAC 4,37174895331,270,17,,,Y
33116190,BLADE LARYNG FIBEROPTIC MAC 3,37174895331,270,17,,,Y
33116191,TRAY CVC HICKMNPWR9.5FRDL5CMCF,37174895331,270,1254,,,Y
33116192,CANN SHILEY FEN DISP SIZE 4,37174895331,270,11,,,Y
33116193,BLADE DERMATONE ZIMMER STRT,37174895331,270,150,,,Y
33116194,FOLEY TRAY 14FR CATH STATLOCK,37174895331,270,43,,,Y
33116195,INTRO SHEATH PEEL AWAY 20FR,37174895331,270,249,,,Y
33116196,INTRO SHEATH PEEL PLVW 16.0-38,37174895331,270,253,,,Y
33116197,INTRO MICROPUNCTURE TRANSLS5FR,37174895331,270,174,,,Y
33116198,CATH SIMPLASTIC 3WAY 30CC 22FR,37174895331,270,70,,,Y
33116199,CATH SIMPLASTIC 3WAY 30CC 20FR,37174895331,270,70,,,Y
33116200,CATH 2WAY TIP COUDE 30CC 18FR,37174895331,270,69,,,Y
33116201,BOOT COMFY ANTIMIC PAD ADULT,37174895331,270,219,,,Y
33116202,CUSHION UNDER NOSE AF541 SZ A,37174895331,270,29,,,Y
33116203,KIT COLLECTION FOLEY URINE,37174895331,270,8,,,Y
33116204,KIT CATH HEM PALINDROME15F44CM,37174895331,270,1604,,,Y
33116604,STOCKING ANTI EM KNEE HI XL RE,37174895331,270,8,,,Y
33116607,STOCKING ANTI EM KNEE HI SM.,37174895331,270,8,,,Y
33116750,GLOVE EDEMA OPEN FGR/SHL LT SM,37174895331,270,21,,,Y
33116751,GLOVE EDEMA OPEN FGR/SHL RT SM,37174895331,270,21,,,Y
33117100,CATH F 2W CTD 14FR 5CC,37174895331,270,11,,,Y
33117101,CATH F 2W CTD 20FR 5CC,37174895331,250,11,,,Y
33117110,TRAY FOLEY CPLT W INFEC CTRL,37174895331,270,20,,,Y
33117120,NDL HUBR SAFT NDLS VLV 20X0.75,37174895331,270,12,,,Y
33117130,"POSIT HEEL MRG GEO-MATTLYR 29""",37174895331,270,167,,,Y
33117140,KIT TRACH BL LN 6MM.9.2MM,37174895331,270,141,,,Y
33117150,SLING KNEE,37174895331,270,298,,,Y
33117160,ORTHOSIS H/T COMFY SPLNT AD SM,37174895331,270,210,,,Y
33117162,ORTHOSIS H/T COMFY SPLINT AD,37174895331,270,210,,,Y
33117170,SLING ARM UNTIMATE PRO/3X,37174895331,270,129,,,Y
33117175,SLING ARM ULTIMATE GOLIATH,37174895331,270,69,,,Y
33117180,SUPPORT FREEDOM ARTH LT LG,37174895331,270,78,,,Y
33117181,SUPPORT FREEDOM ARTH LT SM,37174895331,270,78,,,Y
33117182,SUPPORT FREEDOM ARTH RT SM,37174895331,270,78,,,Y
33117183,SUPPORT FREEDOM ARTH LT MD,37174895331,270,78,,,Y
33117184,SUPPORT FREEDOM ARTH RT MD,37174895331,270,78,,,Y
33117185,SUPPORT FREEDOM ARTH RT LG,37174895331,270,78,,,Y
33117500,TRAY FOL SILV IC UR MET 14FR,37174895331,270,58,,,Y
33117501,TRAY FOL SILV IC UR MET 16FR,37174895331,270,58,,,Y
33117549,BARR SENS LX BS 70MM CNVX B,37174895331,270,8,,,Y
33117550,BARR SKIN CNVX CTF W/TP BORD,37174895331,270,8,,,Y
33117552,BARR SENS STD LT CNVX 60MM,37174895331,270,8,,,Y
33117560,LEGWR THI CLS TOE 20-30 BG LG,37174895331,270,189,,,Y
33117580,SUT MONOCRYL 3-0 CT-1 UND MONO,37174895331,272,8,,,Y
33117581,SUT MONOCRYL 1 CT-1 UND MONO,37174895331,272,8,,,Y
33117582,SUT MONOCRYL 4-0 + P-3 UD,37174895331,272,17,,,Y
33117590,PCH EAK FIST/WND CLS 9.7X6.3,37174895331,270,74,,,Y
33117595,BLADE LARYN KIING VIS CHAN DIS,37174895331,272,77,,,Y
33117600,DRSG TEGADERM MESH SILV 8X8,37174895331,270,36,,,Y
33117605,BOLSTER SUT RETENTION,37174895331,270,8,,,Y
33117800,STOCKING ANTI EM THIGH HI SM.,37174895331,270,12,,,Y
33117801,STOCKING ANTI EM THIGH HI MD,37174895331,270,25,,,Y
33117802,STOCKING ANTI EM THIGH HI LG.,37174895331,270,25,,,Y
33117803,STOCKING ANTI EM THIGH HI XL,37174895331,270,8,,,Y
33117808,STOCKING ANTI EM THIGH SM SHT,37174895331,270,12,,,Y
33117809,STOCKING ANTI EM THIGH SM LONG,37174895331,270,12,,,Y
33117810,STOCKING ANTI EM THIGH MD SHT,37174895331,270,12,,,Y
33117811,STOCKING ANTI EM THIGH MD LONG,37174895331,270,12,,,Y
33117812,STOCKING ANTI EM THIGH LG SHT,37174895331,270,12,,,Y
33117813,STOCKING ANTI EM THIGH LG LONG,37174895331,270,12,,,Y
33118105,CATH HEMO ST PWRTRL 13FX15CM,37174895331,272,495,,,Y
33118106,CATH HEMO ST PWRTRL 13FX20CM,37174895331,272,495,,,Y
33118445,KIT TRACH SUC WETPK 14F DIR TP,37174895331,270,28,,,Y
33118450,SUT CTD VIC 2-0 VIL BR CP 27,37174895331,270,8,,,Y
33118451,SUT VIC + 1 8-18IN CT-1 UND CR,37174895331,270,38,,,Y
33118452,SUT 1 96 PDS + BP-1 LOOP VIL,37174895331,270,20,,,Y
33118453,SUT 1 27 PDS + CP-1 VIL CP-1,37174895331,270,10,,,Y
33118458,TUBE FDG GAST MIC-KY 3.5CM 20F,37174895331,270,280,,,Y
33118460,TUBE FDG ENDO 12FRX60IN,37174895331,270,109,,,Y
33118465,TRACH BIV UNCF HYPRFLX 4.0MM,37174895331,270,720,,,Y
33118470,KIT PERC DENVER SHUNT SGL VLV,37174895331,270,5709,,,Y
33118473,KIT HIP REPLC W/REACHER 26IN,37174895331,270,65,,,Y
33118475,BOOT MULT PODUS SYS AD SM,37174895331,270,354,,,Y
33118476,BOOT MULT PODUS SYS AD MD,37174895331,270,354,,,Y
33118477,BOOT MULT PODUS SYS AD LG,37174895331,270,354,,,Y
33118478,BOOT MULT PODUS SYS AD XL,37174895331,270,354,,,Y
33118480,BOOT MULT PODUS ACT 2000 SM,37174895331,270,384,,,Y
33118481,BOOT MULT PODUS ACT 2000 MD,37174895331,270,384,,,Y
33118482,BOOT MULT PODUS ACT 2000 LG,37174895331,270,349,,,Y
33118483,BOOT MULT PODUS ACT 2000 XL,37174895331,270,384,,,Y
33118485,COLLAR CERV FOAM LG,37174895331,270,11,,,Y
33118486,COLLAR CERV FOAM SM,37174895331,270,10,,,Y
33118487,COLLAR CERV FOAM MD,37174895331,270,10,,,Y
33118488,COLLAR CERV FOAM XS,37174895331,270,34,,,Y
33118490,BINDER RIB ELAS 4 PNL 30-45IN,37174895331,270,53,,,Y
33118493,SPLINT RAD HNG ULN DEV LG RT,37174895331,270,155,,,Y
33118496,PILLOW HIP ABDUCT CONTOUR MD,37174895331,270,142,,,Y
33118500,BRACE WRIST LACING LT XL,37174895331,270,35,,,Y
33118506,PROTECT LEG BATH/SHWR AD,37174895331,270,51,,,Y
33118509,PROT HEEL/ELB FOAM CUSH REG,37174895331,270,62,,,Y
33118510,PROT HEEL/ELB FOAM CUSH LG,37174895331,270,78,,,Y
33118515,HOLDER UTEN ELAS OP LG 3.5-4.5,37174895331,270,21,,,Y
33118516,HOLDER UTEN ELAS OP SM 2.5-3IN,37174895331,270,21,,,Y
33118530,BRUSH COLONSCP 3MM 2.1MM/230CM,37174895331,270,35,,,Y
33118535,WAFER NAT STOM FLX PRECUT 4X4,37174895331,270,8,,,Y
33118601,DRSG BIATAIN SOFT HOLD 6X6,37174895331,270,8,,,Y
33118610,COLLAR MIAMI J SUPR SHT GOLD,37174895331,270,245,,,Y
33118615,FLANGE SENSURE STD CTF,37174895331,270,8,,,Y
33118616,FLANGE SENSURE STD WARE 60MM,37174895331,270,8,,,Y
33118621,DILATOR ESOPH BALLOON 12MM,37174895331,270,390,,,Y
33118622,DILATOR ESOPH BALLOON 18MM,37174895331,270,390,,,Y
33118623,DILATOR ESOPH BALLOON 20MM,37174895331,270,390,,,Y
33118625,DILATOR PYL/COL BALLOON 10MM,37174895331,270,406,,,Y
33118626,DILATOR PYL/COL BALLOON 12MM,37174895331,270,406,,,Y
33118627,DILATOR PYL/COL BALLOON 15MM,37174895331,270,406,,,Y
33118628,DILATOR PYL/COL BALLOON 18MM,37174895331,270,406,,,Y
33118630,PCH EAKIN FIS/WND F/T 1.8X1.2,37174895331,270,16,,,Y
33118631,PCH EAKIN FIS/WND F/T 4.3X4.3,37174895331,270,31,,,Y
33118632,PCH EAKIN FIS/WND F/T 6.9X4.3,37174895331,270,41,,,Y
33118633,PCH EAKIN FIS/WND F/T 9.7X6.3,37174895331,270,70,,,Y
33118634,PCT EAK FIS/WND NEWTAP 1.8X1.2,37174895331,270,18,,,Y
33118635,PCH EAK FIS/WND NEWTAP 4.3X3.0,37174895331,270,33,,,Y
33118636,PCH EAK FIS/WND NEWTAP 6.3X4.3,37174895331,270,43,,,Y
33118637,PCH EAK FIS/WND TW HOR 9.7X6.3,37174895331,270,81,,,Y
33118638,PCH EAK FIS/WND NWTAP 11.4X5.1,37174895331,270,81,,,Y
33118639,PCH EAK FIS/WND NWTAP 2.4X3.14,37174895331,270,25,,,Y
33118640,PCH EAK FIS/WND TW VER 9.7.X6,37174895331,270,81,,,Y
33118645,TRAY CATH URETHRAL LF PVP 14FR,37174895331,270,8,,,Y
33118900,SUPPORT BACK SPORT POST LG,37174895331,270,79,,,Y
33119300,PCH URO SENS 1PC BARR /FLP 3/8,37174895331,270,8,,,Y
33119301,PCH DRN 1IN KARAYA 5 SEAL,37174895331,270,8,,,Y
33119304,TUBE ENDO CFF INT HI LO 5.5,37174895331,272,8,,,Y
33119305,TUBE ENDO REIN CFF 7.0,37174895331,272,87,,,Y
33119310,MASK INTFC AP111 W/CIR FLT,37174895331,270,137,,,Y
33119315,SHOE HEEL RELIEF GLOBPD SZ SML,37174895331,270,162,,,Y
33119320,TARY CATH PWRPIC DL MAX 4FR,37174895331,270,484,,,Y
33119325,BALLOON TUBE GASTROS 20FR,37174895331,270,100,,,Y
33119818,SUTURE ETHIBOND,37174895331,270,41,,,Y
33119824,SUTURE PLAIN,37174895331,270,22,,,Y
33119850,CATH EXT MALE CLR ADV XL 40MM,37174895331,270,8,,,Y
33119880,CUSH W/C PRESS FOAM REVERS,37174895331,270,155,,,Y
33119910,POUCH NEW IMG CLR OSTOMY,37174895331,270,8,,,Y
33119931,LID FISTULA FLEX FOR MIDI,37174895331,270,50,,,Y
33119932,MASK DSP DUAL FOREHEAD SM,37174895331,270,85,,,Y
33119935,PAD FOAM SELF-ADH MED SUPP,37174895331,270,8,,,Y
33119936,POUCH ASSURAN 1 PC CONVEX,37174895331,270,8,,,Y
33119937,POUCH DRAIN FILTER 1.5IN,37174895331,270,8,,,Y
33119938,POUCH DRAIN FILTER 2.75IN,37174895331,270,8,,,Y
33119939,POUCH DRAIN HIGH OUT W/PANEL,37174895331,270,8,,,Y
33119940,POUCH OSTOMY DRAIN 1 PC,37174895331,270,18,,,Y
33119941,POUCH UROSTOMY ACCU 2.25IN,37174895331,270,8,,,Y
33119942,POUCH UROSTOMY ACCU 1.75IN,37174895331,270,8,,,Y
33119943,POUCH UROSTOMY NEW IMAGE,37174895331,270,8,,,Y
33119944,POWDER PREM 10OZ PUFF BOTT,37174895331,270,8,,,Y
33119946,SLING ARM HEMI RIGHT SMALL,37174895331,270,116,,,Y
33119947,SNARE POLYPECTOMTRY OVAL,37174895331,270,75,,,Y
33119948,SPLINT 3PANEL KEE UNIV 24IN,37174895331,270,43,,,Y
33119949,SPLINT HAND FUNCT LEFT SMALL,37174895331,270,63,,,Y
33119950,SPLINT HAND FUNCT RIGHT LRG,37174895331,270,63,,,Y
33119951,SPLINT HAND WIRE-FOAM REST,37174895331,270,165,,,Y
33119952,SPLINT WRST COCKUP MED,37174895331,270,43,,,Y
33119953,SPLINT WRST COCKUP SML,37174895331,270,43,,,Y
33119955,STAPLER SINGLE USE LOADING,37174895331,270,490,,,Y
33119956,STAPLER SINGLE USE RELOAD,37174895331,270,1040,,,Y
33119959,SUPP SHOULDER OMOTRAIN SZ6,37174895331,270,241,,,Y
33119960,SUT CTD VICRYL 2.0 PSL,37174895331,270,15,,,Y
33119961,SUT CTD VICRYL 3.0 UND,37174895331,270,8,,,Y
33119962,SUT CTD VICRYL 4.0 UND,37174895331,270,8,,,Y
33119963,SUT PDS II 1 CT VIAL MONO 27IN,37174895331,270,8,,,Y
33119965,TRAY FOLEY LUBRI-SILICONE,37174895331,270,43,,,Y
33119966,TRAY THORA/PARACENTESIS SAF,37174895331,270,117,,,Y
33119967,TRAY UROLOGIST HEYMAN SYS,37174895331,270,761,,,Y
33119968,TROCARE ENDOPATH XCEL BLDLS,37174895331,270,140,,,Y
33119969,TUBE GASTRIC JEJUNAL 18FR,37174895331,270,663,,,Y
33119971,AIRWAY NASOPHARYNGEAL LAT,37174895331,270,10,,,Y
33119973,CANNUAL ENDO STAB SLV BLDLS,37174895331,270,78,,,Y
33119974,CATH FOLEY IC 3WAY 16FRX30CC,37174895331,270,39,,,Y
33119975,CATH FOLEY IC 3WAY 18FRX30CC,37174895331,270,39,,,Y
33119976,CATH FOLEY SILICONE 5CCX14FR,37174895331,270,8,,,Y
33119977,CATH TRANS SCOOP 9 FRX11CM,37174895331,270,588,,,Y
33119978,CLOSURE WND V-LOC 180 ABS,37174895331,270,123,,,Y
33119979,DRAIN CHEST COLL STER DUAL,37174895331,270,115,,,Y
33119980,DRAINAGE CTU 14.0-30.ST,37174895331,270,90,,,Y
33119981,DRESS ALGIDEX RLSE LINER,37174895331,270,12,,,Y
33119983,DRESS WOUND VAC BRIDGE XG,37174895331,270,225,,,Y
33119987,KIT MICROINTRO MICROEZ 5FR7CM,37174895331,270,190,,,Y
33119988,KIT POEUREX PLEURAL CATH,37174895331,270,2459,,,Y
33119989,LIT FISTUAL FLEX FOR MAXI,37174895331,270,52,,,Y
33119993,DRSG PROFORE 4 LAYER COMP,37174895331,270,38,,,Y
33120060,CATH EXT MALE ULTRAFLX LX,37174895331,270,8,,,Y
33120065,CATH F 3W IC 20FX30CC,37174895331,270,39,,,Y
33120066,CATH F 3W IC 22FX30CC,37174895331,270,39,,,Y
33120067,CATH F 3W IC 24FX30CC,37174895331,270,39,,,Y
33120075,PCH SENS MAG TRANSPARENT,37174895331,270,8,,,Y
33120080,BARR SENS 2PC X WR CTF CVX LT,37174895331,270,8,,,Y
33120090,AID STOCKING RIGID HEEL GD,37174895331,270,104,,,Y
33120092,AID SOCK FLEX FLAT,37174895331,270,50,,,Y
33120093,KIT CATH FEMORAL ARTERY 18G,37174895331,270,118,,,Y
33120094,TRAY FOLEY CATH ADV 18FR,37174895331,270,40,,,Y
33120095,TRAY FOLEY CATH ADV 16FR,37174895331,270,40,,,Y
33120096,TRAY FOLEY URINEMTR SURSTP16FR,37174895331,270,55,,,Y
33120097,TRAY FOLEY CATH ADV DRNBAG14FR,37174895331,270,40,,,Y
33120098,TRAY FOLEY CATH ADVLUBSIL 18FR,37174895331,270,48,,,Y
33120099,TRAY FOLEY CATH LUBRISIL 14FR,37174895331,270,46,,,Y
33120100,RING MOLDABLE STOMA 2.0MM,37174895331,270,8,,,Y
33120101,ORTH KNEE SOFT ROM COMPLETE SM,37174895331,270,540,,,Y
33120102,ORTH KNEE SOFT ROM COMPLETE LG,37174895331,270,540,,,Y
33120103,ORTH KNEE SOFT ROM COMPLETE XL,37174895331,270,540,,,Y
33120104,NEBULIZER CIRCULAIRE EXPIRSIDE,37174895331,270,14,,,Y
33120105,MASK PN831 NIV W/HD GR PED,37174895331,270,203,,,Y
33120110,TRAY CVC FLXTP ARD BLUE+ 7FR,37174895331,270,203,,,Y
33120201,DRSG MEPILEX BRDR SAC 18X18CM,37174895331,272,20,,,Y
33120205,DRSG MEPITEL SFT SIL 10X18CM,37174895331,272,26,,,Y
33120210,POUCH SURFIT DRAIN 4IN FLANGE,37174895331,272,17,,,Y
33120218,BRACE WRIST MINI RT SML,37174895331,270,32,,,Y
33120219,BRACE WRIST EXOFORM LT LG,37174895331,270,46,,,Y
33120220,BRACE WRIST EXOFORM RT LG,37174895331,270,46,,,Y
33121724,TRAY BX SOFT TISSUE WO NEEDLE,37174895331,270,37,,,Y
33122104,SET CYSTO TUR TUBING,37174895331,270,22,,,Y
33122200,CREAM REMEDY SKIN REPR 1200ML,37174895331,270,76,,,Y
33122444,BRACE WR/HD DORS THMSKN LT XXL,37174895331,270,71,,,Y
33122447,BRACE WR/HD DORS THMSKN LT LG,37174895331,270,61,,,Y
33122449,BRACE WR/HD DORS THMSKN RT XL,37174895331,270,61,,,Y
33122450,BRACE WRIST THERMOSKIN LT XS,37174895331,270,56,,,Y
33122451,BRACE WR/FORE THERMOSKIN MED,37174895331,270,68,,,Y
33122452,SPLINT KYDEX MED RT,37174895331,270,109,,,Y
33122453,SPLINT KYDEX MED LT,37174895331,270,109,,,Y
33122454,SPLINT KYDEX SML RT,37174895331,270,109,,,Y
33122456,SPLINT KNEE POS CARV VINYL LT,37174895331,270,127,,,Y
33122457,SPLINT KNEE OS CARV VINYL RT,37174895331,270,127,,,Y
33122458,SPLINT KNEE POS CARV VINYL CTR,37174895331,270,132,,,Y
