Service Area|Px Code|Procedure Description|Supply #|Unit Price
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38305|18,043.60
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38307|1,957.94
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38308|1,957.94
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38309|1,957.94
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38310|1,957.94
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38311|1,957.94
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38312|1,957.94
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38320|17,775.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38377|1,141.40
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38378|1,141.40
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38379|1,027.26
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38380|1,027.26
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38381|1,141.40
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38382|1,027.26
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38383|3,357.50
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38384|3,357.50
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38385|921.90
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38386|921.90
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38387|921.90
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38388|807.76
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38389|807.76
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38390|2,283.10
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38430|3,527.35
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38431|9,748.60
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38432|3,527.35
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38433|17,182.50
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38435|9,520.29
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38436|5,913.58
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38437|5,913.58
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38438|3,199.50
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38439|12,798.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38440|12,798.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38441|10,665.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38442|14,931.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38489|66,642.03
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38490|5,925.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38491|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38492|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38493|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38494|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38495|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38496|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38497|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38498|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38499|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38500|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38501|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38502|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38503|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38504|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38505|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38506|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38507|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38508|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38509|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38510|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38511|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38512|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38513|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38514|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38515|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38516|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38517|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38518|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38519|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38520|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38521|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38522|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38523|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38524|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38525|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38526|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38527|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38528|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38529|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38530|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38531|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38532|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38533|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38534|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38535|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38536|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38537|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38538|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38539|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38540|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38541|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38542|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38543|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38544|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38545|10,862.50
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38546|12,442.50
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38547|10,862.50
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38548|10,862.50
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38549|10,862.50
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38550|10,862.50
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38551|10,862.50
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38552|10,862.50
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38553|10,862.50
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38554|10,862.50
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38563|6,320.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38568|3,950.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38569|3,527.35
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38570|3,527.35
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38571|6,300.25
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38572|6,300.25
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38579|20,540.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38580|25,675.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38581|24,343.85
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38582|2,401.60
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38583|25,675.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38584|6,320.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38585|2,962.50
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38588|1,207.25
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38589|1,207.25
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38590|807.76
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38591|807.76
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38597|6,320.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38598|1,413.58
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38612|28,637.50
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38613|1,207.25
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38614|1,207.25
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38615|921.90
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38617|1,207.25
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38618|1,207.25
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38619|1,207.25
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38620|1,207.25
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38621|1,207.25
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38622|1,207.25
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38623|1,207.25
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38624|2,195.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38666|658.50
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38670|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38671|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38672|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38673|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38674|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38675|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38676|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38677|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38678|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38679|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38680|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38681|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38682|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38683|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38684|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38685|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38686|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38690|10,862.50
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38692|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38693|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38694|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38695|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38696|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38697|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38698|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38699|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38700|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38701|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38702|2,401.60
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38703|25,675.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38704|6,320.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38705|2,401.60
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38788|1,143.60
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38789|1,143.60
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38790|1,143.60
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38791|1,143.60
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38792|1,143.60
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38793|1,143.60
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38794|1,042.63
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38795|1,143.60
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38796|1,042.63
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38797|1,143.60
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38798|1,042.63
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38799|1,042.63
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38800|1,143.60
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|38801|1,143.60
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|3881|5,530.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|3883|1,185.30
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|3889|1,975.50
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|3899|11,269.19
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|3980|32,950.90
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|3981|32,950.90
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|3982|32,950.90
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4005|14,824.35
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4006|20,994.25
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4007|16,985.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4008|20,994.25
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4025|3,235.05
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|40305|902.15
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|40306|902.15
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|40307|902.15
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|40308|902.15
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|40393|900.83
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4045|2,567.50
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4046|2,737.35
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4047|1,514.55
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|40471|482.90
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4048|1,514.55
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4049|1,514.55
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4050|1,514.55
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4051|1,514.55
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4052|1,426.75
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4053|1,426.75
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4054|1,426.75
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4055|1,426.75
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4056|1,426.75
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4058|96.10
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4062|807.76
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4063|807.76
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4064|807.76
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4065|807.76
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4066|807.76
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4067|921.90
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4068|921.90
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4069|921.90
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4071|921.90
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|40783|748.50
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|40956|4,483.25
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|40957|4,238.35
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4097|807.76
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4098|324.86
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4099|2,283.10
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4100|807.76
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4101|807.76
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4111|83.67
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|41247|1,097.50
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|41302|6,395.05
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|41306|6,229.15
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|41308|1,101.89
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4156|1,207.25
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4166|25,835.05
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|41718|237.06
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|41719|276.57
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|41728|109.75
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|41926|10,081.98
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|41927|10,081.98
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|41928|10,081.98
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4199|62.78
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4200|10.49
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4201|28.75
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4207|15.85
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4208|15.85
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4209|18.35
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4210|15.85
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4212|18.53
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4215|159.31
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4223|2,247.95
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4228|527.33
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|42287|526.80
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|42288|263.40
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4229|527.33
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4230|331.88
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|42305|87.80
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|42306|87.80
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|42307|101.85
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4231|331.88
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4241|73.31
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4242|13.04
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4248|3,859.94
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4249|3,754.08
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|42493|11,060.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4250|3,859.94
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4253|4,125.38
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4254|4,125.38
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4255|3,754.08
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4256|3,483.51
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4257|3,362.24
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4258|4,291.28
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4259|4,866.40
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4260|4,866.40
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|42651|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|42652|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|42653|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4268|3,970.54
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|42688|807.76
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|42689|807.76
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4269|3,970.54
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|42690|807.76
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|42691|807.76
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|42692|807.76
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|42693|807.76
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|42694|807.76
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|42695|807.76
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|42696|921.90
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|42697|921.90
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|42698|921.90
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|42699|807.76
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4270|3,970.54
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|42700|807.76
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|42701|807.76
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|42702|807.76
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|42703|921.90
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|42705|2,283.10
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|42706|2,283.10
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|42707|2,283.10
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4271|3,970.54
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|42738|1,496.99
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|42739|1,496.99
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|42740|1,496.99
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|42741|1,496.99
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|42742|1,496.99
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|42743|1,496.99
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|42744|1,496.99
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|42745|1,496.99
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|42746|1,496.99
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|42747|1,496.99
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|42748|2,195.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|42749|1,496.99
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|42750|1,496.99
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|42751|1,496.99
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|42752|2,195.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|42753|1,496.99
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|42754|2,195.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|42755|1,496.99
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|42756|2,195.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|42757|1,496.99
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|42758|1,496.99
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|42759|1,496.99
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|42762|21,725.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|42764|1,496.99
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|42765|1,496.99
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|42766|1,496.99
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|42767|1,496.99
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|42768|1,496.99
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|42769|1,496.99
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|42770|1,496.99
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|42771|1,496.99
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|42772|1,496.99
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|42773|1,496.99
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|42774|1,496.99
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|42775|1,496.99
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|42842|4,266.00
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4295|8,709.75
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4296|8,709.75
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4297|8,709.75
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4298|8,709.75
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4299|8,709.75
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4300|8,709.75
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4301|8,709.75
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4302|18,043.60
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4303|18,043.60
WS SERVICE AREA|27800275|HC IMPLANTED SUPPLIES|4304|18,043.60
