Service Area|Px Code|Generic Name|CPT(R)/HCPCS Code|NDC|Unit Price|Override Bill Code|Override Price
WS SERVICE AREA|25010070|ondansetron HCl 2 mg/mL intravenous solution|J2405|55150012620|15.75||
WS SERVICE AREA|25010070|ceftaroline fosamil 400 mg intravenous solution|J0712|00456040001|626.36||
WS SERVICE AREA|25010070|ceftaroline fosamil 600 mg intravenous solution|J0712|00456060001|626.36||
WS SERVICE AREA|25010070|acetaminophen 1,000 mg/100 mL (10 mg/mL) intravenous solution|J0131|43825010201|286.31||
WS SERVICE AREA|25010070|fondaparinux 5 mg/0.4 mL subcutaneous solution syringe|J1652|60505607900|749.80||
WS SERVICE AREA|25010070|fondaparinux 5 mg/0.4 mL subcutaneous solution syringe|J1652|67457069400|749.80||
WS SERVICE AREA|25010070|fondaparinux 5 mg/0.4 mL subcutaneous solution syringe|J1652|67457069410|749.80||
WS SERVICE AREA|25010070|fondaparinux 7.5 mg/0.6 mL subcutaneous solution syringe|J1652|60505608000|749.80||
WS SERVICE AREA|25010070|fondaparinux 10 mg/0.8 mL subcutaneous solution syringe|J1652|55111068102|791.71||
WS SERVICE AREA|25010070|fondaparinux 10 mg/0.8 mL subcutaneous solution syringe|J1652|60505608100|749.80||
WS SERVICE AREA|25010070|penicillin G benzathine 1,200,000 unit/2 mL intramuscular syringe|J0561|60793070102|561.80||
WS SERVICE AREA|25010070|penicillin G benzathine and procaine 1,200,000 unit/2 mL IM syringe|J0558|60793060110|447.83||
WS SERVICE AREA|25010070|ertapenem 1 gram intravenous solution|J1335|00006384501|787.52||
WS SERVICE AREA|25010070|levoFLOXacin 250 mg/50 mL in 5 % dextrose intravenous piggyback|J1956|25021013281|49.98||
WS SERVICE AREA|25010070|levoFLOXacin 250 mg/50 mL in 5 % dextrose intravenous piggyback|J1956|25021082581|42.84||
WS SERVICE AREA|25010070|levoFLOXacin 500 mg/100 mL in 5 % dextrose intravenous piggyback|J1956|25021082582|42.84||
WS SERVICE AREA|25010070|levoFLOXacin 750 mg/150 mL in 5 % dextrose intravenous piggyback|J1956|25021013283|78.18||
WS SERVICE AREA|25010070|levoFLOXacin 750 mg/150 mL in 5 % dextrose intravenous piggyback|J1956|25021082583|42.84||
WS SERVICE AREA|25010070|ciprofloxacin 200 mg/20 mL intravenous solution|J0744|00409476586|17.85||
WS SERVICE AREA|25010070|ciprofloxacin 400 mg/40 mL intravenous solution|J0744|00409477886|24.85||
WS SERVICE AREA|25010070|ciprofloxacin 200 mg/100 mL in 5 % dextrose intravenous piggyback|J0744|00409477749|15.75||
WS SERVICE AREA|25010070|ciprofloxacin 400 mg/200 mL in 5 % dextrose intravenous piggyback|J0744|00409477750|18.56||
WS SERVICE AREA|25010070|amikacin 1,000 mg/4 mL injection solution|J0278|00703904001|52.12||
WS SERVICE AREA|25010070|amikacin 1,000 mg/4 mL injection solution|J0278|55390022604|96.39||
WS SERVICE AREA|25010070|irinotecan 300 mg/15 mL intravenous solution|J9206|00009752905|584.67||
WS SERVICE AREA|25010070|penicillin G benzathine 600,000 unit/mL intramuscular syringe|J0561|60793070010|324.37||
WS SERVICE AREA|25010070|penicillin G benzathine 600,000 unit/mL intramuscular syringe|J0561|60793070001|324.37||
WS SERVICE AREA|25010070|caffeine citrate 60 mg/3 mL (20 mg/mL) intravenous solution|J0706|00574082381|142.81||
WS SERVICE AREA|25010070|caffeine citrate 60 mg/3 mL (20 mg/mL) intravenous solution|J0706|25021060103|142.81||
WS SERVICE AREA|25010070|phytonadione (vitamin K1) 10 mg/mL injection solution|J3430|00409915801|72.51||
WS SERVICE AREA|25010070|amiodarone 150 mg/100 mL (1.5 mg/mL) in dextrose, iso-osmotic IV|J0282|43066015010|247.76||
WS SERVICE AREA|25010070|potassium chloride 10 mEq/100mL in sterile water intravenous piggyback|J3480|00409707426|20.71||
WS SERVICE AREA|25010070|potassium chloride 20 mEq/100mL in sterile water intravenous piggyback|J3480|00409707526|19.28||
WS SERVICE AREA|25010070|potassium chloride 20 mEq/L in 0.9 % sodium chloride intravenous|J3480|00409711509|47.25||
WS SERVICE AREA|25010070|potassium chloride 40 mEq/L in 0.9 % sodium chloride intravenous|J3480|00409711609|47.25||
WS SERVICE AREA|25010070|potassium chloride 40 mEq/L in 0.9 % sodium chloride intravenous|J3480|00338069504|57.87||
WS SERVICE AREA|25010070|bupivacaine liposome(PF) 1.3 %(13.3 mg/mL) suspension for infiltration|C9290|65250026609|734.58||
WS SERVICE AREA|25010070|gemcitabine 1 gram/26.3 mL (38 mg/mL) intravenous solution|J9201|00409018125|286.98||
WS SERVICE AREA|25010070|rifAMPin 600 mg intravenous solution|J3370|00068059701|1,041.00||
WS SERVICE AREA|25010070|levETIRAcetam 1,000 mg/100 mL in sodium chloride(iso-osm) IV piggyback|J1953|67457026500|424.83||
WS SERVICE AREA|25010070|levETIRAcetam 1,000 mg/100 mL in sodium chloride(iso-osm) IV piggyback|J1953|67457026510|424.83||
WS SERVICE AREA|25010070|sincalide 5 mcg solution for injection|J2805|00270055615|595.64||
WS SERVICE AREA|25010070|ceFAZolin 2 gram/50 mL in dextrose (iso-osmotic) intravenous piggyback|J0690|00264310511|65.55||
WS SERVICE AREA|25010070|acetaZOLAMIDE 500 mg solution for injection|J1120|39822019007|296.31||
WS SERVICE AREA|25010070|terbutaline 1 mg/mL subcutaneous solution|J3105|63323066501|128.45||
WS SERVICE AREA|25010070|terbutaline 1 mg/mL subcutaneous solution|J3105|00143974610|28.56||
WS SERVICE AREA|25010070|tobramycin 1.2 gram solution for injection|J3260|63323030351|596.19||
WS SERVICE AREA|25010070|tobramycin 1.2 gram solution for injection|J3260|63323030355|1,377.34||
WS SERVICE AREA|25010070|tobramycin 1.2 gram solution for injection|J3260|39822041201|1,020.25||
WS SERVICE AREA|25010070|triamcinolone acetonide 10 mg/mL suspension for injection|J3301|00003049420|15.75||
WS SERVICE AREA|25010070|vancomycin 10 gram intravenous solution|J3370|00409651049|284.89||
WS SERVICE AREA|25010070|vancomycin 10 gram intravenous solution|J3370|67457034210|1,497.20||
WS SERVICE AREA|25010070|digoxin 250 mcg/mL injection solution|J1160|00641141031|15.75||
WS SERVICE AREA|25010070|digoxin 250 mcg/mL injection solution|J1160|00781305972|15.75||
WS SERVICE AREA|25010070|hydrocortisone sodium succinate 100 mg solution for injection|J1720|00009082501|77.68||
WS SERVICE AREA|25010070|zidovudine 10 mg/mL intravenous solution|J3485|49702021305|208.49||
WS SERVICE AREA|25010070|doxercalciferol 2 mcg/mL intravenous solution|J1270|58468012601|44.63||
WS SERVICE AREA|25010070|cefTAZidime 2 gram intravenous solution|J0713|00409509311|77.75||
WS SERVICE AREA|25010070|cefuroxime sodium 1.5 gram intravenous solution|J0697|24987043700|110.53||
WS SERVICE AREA|25010070|penicillin G procaine 1.2 million unit/2 mL intramuscular syringe|J2510|60793013110|197.33||
WS SERVICE AREA|25010070|LORazepam 2 mg/mL injection syringe|J2060|00409198530|15.75||
WS SERVICE AREA|25010070|HYDROmorphone 1 mg/mL injection syringe|J1170|00409128331|18.28||
WS SERVICE AREA|25010070|naloxone 0.4 mg/mL injection syringe|J2310|00409178269|110.24||
WS SERVICE AREA|25010070|aminophylline 500 mg/20 mL intravenous solution|J0280|00409592201|49.98||
WS SERVICE AREA|25010070|dornase alfa 1 mg/mL solution for inhalation|J7639|50242010039|809.04||
WS SERVICE AREA|25010070|oxytocin 30 unit/500 mL in 0.9 % sodium chloride intravenous|J2590|61553073503|78.54||
WS SERVICE AREA|25010070|oxytocin 30 unit/500 mL in 0.9 % sodium chloride intravenous|J2590|71019025301|78.54||
WS SERVICE AREA|25010070|oxytocin 20 unit/1000 mL in 0.9 % sodium chloride intravenous|J2590|45183074004|78.54||
WS SERVICE AREA|25010070|meperidine (PF) 100 mg/mL injection solution|J2175|00409125601|15.75||
WS SERVICE AREA|25010070|meperidine (PF) 100 mg/mL injection solution|J2175|00641605425|15.75||
WS SERVICE AREA|25010070|dextrose 5 % in water (D5W) intravenous piggyback|J7060|00409710002|47.25||
WS SERVICE AREA|25010070|dextrose 5 % in water (D5W) intravenous piggyback|J7060|00409710066|47.25||
WS SERVICE AREA|25010070|dextrose 5 % in water (D5W) intravenous piggyback|J7060|00409710067|47.25||
WS SERVICE AREA|25010070|dextrose 5 % in water (D5W) intravenous piggyback|J7060|00409710069|47.25||
WS SERVICE AREA|25010070|heparin, porcine (PF) 100 unit/mL intravenous syringe|J1642|63807060055|25.20||
WS SERVICE AREA|25010070|heparin, porcine (PF) 100 unit/mL (1 mL) intravenous solution|J1642|63323054901|20.06||
WS SERVICE AREA|25010070|heparin, porcine (PF) 1,000 unit/mL injection solution|J1644|63323027602|47.09||
WS SERVICE AREA|25010070|heparin, porcine (PF) 5,000 unit/0.5 mL injection syringe|J1644|00409131632|20.49||
WS SERVICE AREA|25010070|dexamethasone sodium phosphate (PF) 10 mg/mL injection solution|J1100|63323050601|18.74||
WS SERVICE AREA|25010070|HYDROmorphone (PF) 2 mg/mL injection solution|J1170|59011044225|15.75||
WS SERVICE AREA|25010070|gentamicin sulfate (pediatric) (PF) 20 mg/2 mL injection solution|J1580|63323017302|28.13||
WS SERVICE AREA|25010070|magnesium sulfate 2 gram/50 mL (4 %) in water intravenous piggyback|J3475|00409672924|93.88||
WS SERVICE AREA|25010070|magnesium sulfate 2 gram/50 mL (4 %) in water intravenous piggyback|J3475|63323010605|103.20||
WS SERVICE AREA|25010070|magnesium sulfate 2 gram/50 mL (4 %) in water intravenous piggyback|J3475|00000005554|62.69||
WS SERVICE AREA|25010070|magnesium sulfate 2 gram/50 mL (4 %) in water intravenous piggyback|J3475|44567042000|47.25||
WS SERVICE AREA|25010070|magnesium sulfate 20 gram/500 mL (4 %) in water intravenous solution|J3475|00409672903|39.27||
WS SERVICE AREA|25010070|magnesium sulfate 40 gram/1,000 mL (4 %) in water intravenous solution|J3475|00409672909|57.12||
WS SERVICE AREA|25010070|heparin (porcine) (PF) 2,000 unit/1,000 mL in 0.9 % sodium chloride IV|J1644|00409762059|42.84||
WS SERVICE AREA|25010070|heparin (porcine) (PF) 2,000 unit/1,000 mL in 0.9 % sodium chloride IV|J1644|00338043304|42.84||
WS SERVICE AREA|25010070|vinCRIStine 2 mg/2 mL intravenous solution|J9370|00703441211|193.54||
WS SERVICE AREA|25010070|vinCRIStine 2 mg/2 mL intravenous solution|J9370|61703030916|68.67||
WS SERVICE AREA|25010070|DOXOrubicin 50 mg/25 mL intravenous solution|J9000|00069303220|155.61||
WS SERVICE AREA|25010070|DOXOrubicin 50 mg/25 mL intravenous solution|J9000|00069403201|225.05||
WS SERVICE AREA|25010070|DOXOrubicin 10 mg/5 mL intravenous solution|J9000|00703504303|77.80||
WS SERVICE AREA|25010070|fentaNYL (PF) 100 mcg/2 mL (50 mcg/mL) intravenous syringe|J3010|61553030328|29.92||
WS SERVICE AREA|25010070|hylan g-f 20 48 mg/6 mL intra-articular syringe|J7325|58468009003|7,486.00||
WS SERVICE AREA|25010070|cytarabine (PF) 20 mg/mL injection solution|J9100|61703030346|174.25||
WS SERVICE AREA|25010070|piperacillin-tazobactam 40.5 gram intravenous solution|J2543|00206241601|713.59||
WS SERVICE AREA|25010070|neostigmine methylsulfate 5 mg/5 mL (1 mg/mL) intravenous syringe|J2710|61553032633|374.49||
WS SERVICE AREA|25010070|neostigmine methylsulfate 5 mg/5 mL (1 mg/mL) intravenous syringe|J2710|69374090205|175.64||
WS SERVICE AREA|25010070|methylPREDNISolone sod succ (PF) 40 mg/mL solution for injection|J2920|00009003933|47.01||
WS SERVICE AREA|25010070|methylPREDNISolone sod succ (PF) 125 mg/2 mL solution for injection|J2930|00009004727|75.70||
WS SERVICE AREA|25010070|hydrocortisone sod succinate (PF) 250 mg/2 mL solution for injection|J1720|00009001305|77.63||
WS SERVICE AREA|25010070|hydrocortisone sod succinate (PF) 100 mg/2 mL solution for injection|J1720|00009001103|52.44||
WS SERVICE AREA|25010070|phenylephrine 1 mg/10 mL (100 mcg/mL) in 0.9 % sod.chloride IV syringe|J2370|69374000410|71.40||
WS SERVICE AREA|25010070|magnesium sulfate 6 gram/100 mL (60 mg/mL) in 0.9 % NaCl IV piggyback|J3475|61553044348|58.55||
WS SERVICE AREA|25010070|magnesium sulfate 6 gram/100 mL (60 mg/mL) in 0.9 % NaCl IV piggyback|J3475|71019020003|54.26||
WS SERVICE AREA|25010070|propofol 200 mg/20 mL (10 mg/mL) intravenous syringe||61553037973|307.88|J2704|
WS SERVICE AREA|25010070|epoprostenol (arginine) 1.5 mg intravenous solution|J1325|66215040201|334.44||
WS SERVICE AREA|25010070|tacrolimus 1 mg capsule|J7507|68084045011|15.70||
WS SERVICE AREA|25010070|tacrolimus 1 mg capsule|J7507|00781930301|15.70||
WS SERVICE AREA|25010070|vinorelbine 10 mg/mL intravenous solution|J9390|25021020401|160.75||
WS SERVICE AREA|25010070|vinorelbine 10 mg/mL intravenous solution|J9390|00703418201|128.60||
WS SERVICE AREA|25010070|vinorelbine 10 mg/mL intravenous solution|J9390|00069020510|138.89||
WS SERVICE AREA|25010070|ceFAZolin 1 gram solution for injection|J0690|60505074905|18.65||
WS SERVICE AREA|25010070|ceFAZolin 1 gram solution for injection|J0690|00409080501|15.75||
WS SERVICE AREA|25010070|ceFAZolin 1 gram solution for injection|J0690|60505609305|18.65||
WS SERVICE AREA|25010070|ceFAZolin 1 gram solution for injection|J0690|00409080511|15.75||
WS SERVICE AREA|25010070|ceFAZolin 10 gram solution for injection|J0690|60505076900|187.07||
WS SERVICE AREA|25010070|ceFAZolin 10 gram solution for injection|J0690|60505609400|187.07||
WS SERVICE AREA|25010070|cefuroxime sodium 1.5 gram solution for injection|J0697|00143997790|32.13||
WS SERVICE AREA|25010070|cefuroxime sodium 750 mg solution for injection|J0697|00143997990|16.07||
WS SERVICE AREA|25010070|DOPamine 400 mg/250 mL (1,600 mcg/mL) in 5 % dextrose intravenous soln|J1265|00409780922|92.82||
WS SERVICE AREA|25010070|DOPamine 400 mg/250 mL (1,600 mcg/mL) in 5 % dextrose intravenous soln|J1265|00338100702|87.47||
WS SERVICE AREA|25010070|lidocaine (PF) 4 mg/mL (0.4 %) in 5 % dextrose intravenous solution|J2001|00338040903|42.84||
WS SERVICE AREA|25010070|mycophenolate mofetil 250 mg capsule|J7517|68084058701|6.60||
WS SERVICE AREA|25010070|mycophenolate mofetil 250 mg capsule|J7517|68084058711|6.60||
WS SERVICE AREA|25010070|leucovorin calcium 200 mg solution for injection|J0640|63323071050|501.22||
WS SERVICE AREA|25010070|heparin (porcine) 25,000 unit/500 mL (50 unit/mL) in dextrose 5 % IV|J1644|00264957710|64.26||
WS SERVICE AREA|25010070|epoprostenol (glycine) 1.5 mg intravenous solution|J1325|00173051900|322.30||
WS SERVICE AREA|25010070|morphine 10 mg/mL intravenous syringe|J2270|00409189301|15.75||
WS SERVICE AREA|25010070|chloroprocaine (PF) 30 mg/mL (3 %) injection solution|J2400|63323047827|159.79||
WS SERVICE AREA|25010070|cefepime 1 gram solution for injection|J0692|44567024010|48.84||
WS SERVICE AREA|25010070|cefepime 2 gram solution for injection|J0692|60505603104|288.14||
WS SERVICE AREA|25010070|HYDROmorphone 0.5 mg/0.5 mL injection syringe|J1170|00409128305|19.28||
WS SERVICE AREA|25010070|HYDROmorphone 0.5 mg/0.5 mL injection syringe|J1170|76045000905|23.56||
WS SERVICE AREA|25010070|chlorproMAZINE 25 mg/mL injection solution|J3230|00641139731|178.91||
WS SERVICE AREA|25010070|chlorproMAZINE 25 mg/mL injection solution|J3230|00641139831|205.02||
WS SERVICE AREA|25010070|neostigmine methylsulfate 1 mg/mL intravenous solution|J2710|42023018910|499.80||
WS SERVICE AREA|25010070|bleomycin 30 unit solution for injection|J9040|63323013720|53.00||
WS SERVICE AREA|25010070|gemcitabine 1 gram intravenous solution|J9201|00703577801|295.78||
WS SERVICE AREA|25010070|gemcitabine 1 gram intravenous solution|J9201|25021020950|730.80||
WS SERVICE AREA|25010070|gemcitabine 1 gram intravenous solution|J9201|47335015440|730.80||
WS SERVICE AREA|25010070|meropenem 500 mg intravenous solution|J2185|00409350501|103.53||
WS SERVICE AREA|25010070|meropenem 500 mg intravenous solution|J2185|63323050721|42.84||
WS SERVICE AREA|25010070|meropenem 1 gram intravenous solution|J2185|00310032130|239.59||
WS SERVICE AREA|25010070|meropenem 1 gram intravenous solution|J2185|00409350601|208.06||
WS SERVICE AREA|25010070|meropenem 1 gram intravenous solution|J2185|63323050830|142.80||
WS SERVICE AREA|25010070|meropenem 1 gram intravenous solution|J2185|63323050831|85.68||
WS SERVICE AREA|25010070|brivaracetam 50 mg/5 mL intravenous solution||50474097075|163.72||
WS SERVICE AREA|25010070|HYDROmorphone 1 mg/mL injection solution|J1170|00409255201|15.75||
WS SERVICE AREA|25010070|HYDROmorphone 1 mg/mL injection solution|J1170|00409255211|15.75||
WS SERVICE AREA|25010070|ropivacaine (PF) 2 mg/mL (0.2 %) injection solution|J2795|63323028520|51.84||
WS SERVICE AREA|25010070|ropivacaine (PF) 2 mg/mL (0.2 %) injection solution|J2795|63323028567|275.60||
WS SERVICE AREA|25010070|ropivacaine (PF) 2 mg/mL (0.2 %) injection solution|J2795|63323028523|51.84||
WS SERVICE AREA|25010070|ropivacaine (PF) 5 mg/mL (0.5 %) injection solution|J2795|00781314030|87.18||
WS SERVICE AREA|25010070|piperacillin-tazobactam 4.5 gram intravenous solution|J2543|25021016648|103.53||
WS SERVICE AREA|25010070|piperacillin-tazobactam 4.5 gram intravenous solution|J2543|63323032050|125.38||
WS SERVICE AREA|25010070|piperacillin-tazobactam 4.5 gram intravenous solution|J2543|44567080310|125.69||
WS SERVICE AREA|25010070|piperacillin-tazobactam 4.5 gram intravenous solution|J2543|00781336794|166.97||
WS SERVICE AREA|25010070|piperacillin-tazobactam 4.5 gram intravenous solution|J2543|00781336795|166.97||
WS SERVICE AREA|25010070|piperacillin-tazobactam 4.5 gram intravenous solution|J2543|00781936794|166.97||
WS SERVICE AREA|25010070|piperacillin-tazobactam 4.5 gram intravenous solution|J2543|00409339011|43.70||
WS SERVICE AREA|25010070|morphine 2 mg/2 mL (1 mg/mL) in 0.9 % sodium chloride IV syringe|J2270|42852024160|32.13||
WS SERVICE AREA|25010070|heparin (porcine) 25,000 unit/500 mL(50 unit/mL) in 0.9 % NaCl IV soln|J1644|71019013001|149.94||
WS SERVICE AREA|25010070|heparin (porcine) 25,000 unit/500 mL(50 unit/mL) in 0.9 % NaCl IV soln|J1644|00000005535|149.94||
WS SERVICE AREA|25010070|cloNIDine (PF) 1,000 mcg/10 mL (100 mcg/mL) epidural solution|J0735|67457021810|56.55||
WS SERVICE AREA|25010070|medroxyPROGESTERone 150 mg/mL intramuscular suspension|J1050|59762453701|698.65||
WS SERVICE AREA|25010070|cyanocobalamin (vit B-12) 1,000 mcg/mL injection solution|J3420|00517013005|15.75||
WS SERVICE AREA|25010070|cyanocobalamin (vit B-12) 1,000 mcg/mL injection solution|J3420|63323004401|15.75||
WS SERVICE AREA|25010070|cytarabine (PF) 2 gram/20 mL (100 mg/mL) injection solution|J9100|63323012020|134.39||
WS SERVICE AREA|25010070|cytarabine (PF) 2 gram/20 mL (100 mg/mL) injection solution|J9100|61703031922|118.18||
WS SERVICE AREA|25010070|dacarbazine 200 mg intravenous solution|J9130|00703507501|105.52||
WS SERVICE AREA|25010070|azithromycin 500 mg intravenous solution|J0456|63323039812|213.84||
WS SERVICE AREA|25010070|azithromycin 500 mg intravenous solution|J0456|00409014411|70.40||
WS SERVICE AREA|25010070|azithromycin 500 mg intravenous solution|J0456|25021011210|42.84||
WS SERVICE AREA|25010070|azithromycin 500 mg intravenous solution|J0456|00069315083|42.84||
WS SERVICE AREA|25010070|ketorolac 15 mg/mL injection solution|J1885|25021070001|24.13||
WS SERVICE AREA|25010070|ketorolac 15 mg/mL injection solution|J1885|63323016112|15.75||
WS SERVICE AREA|25010070|ketorolac 30 mg/mL (1 mL) injection solution|J1885|00409379549|15.75||
WS SERVICE AREA|25010070|ketorolac 30 mg/mL (1 mL) injection solution|J1885|63323016212|15.75||
WS SERVICE AREA|25010070|acyclovir sodium 50 mg/mL intravenous solution|J0133|55150015411|114.24||
WS SERVICE AREA|25010070|acyclovir sodium 50 mg/mL intravenous solution|J0133|63323032510|134.23||
WS SERVICE AREA|25010070|dexamethasone 0.5 mg/5 mL oral solution|J8540|00000005277|20.28||
WS SERVICE AREA|25010070|dexamethasone 0.5 mg/5 mL oral solution|J8540|00054317763|169.30||
WS SERVICE AREA|25010070|dexamethasone 0.5 mg tablet|J8540|00054817925|4.25||
WS SERVICE AREA|25010070|dexamethasone 0.75 mg tablet|J8540|00054818025|4.25||
WS SERVICE AREA|25010070|dexamethasone 1 mg tablet|J8540|00054817425|4.25||
WS SERVICE AREA|25010070|dexamethasone 1.5 mg tablet|J8540|00054818125|4.25||
WS SERVICE AREA|25010070|dexamethasone 4 mg/mL injection solution|J1100|67457042130|89.96||
WS SERVICE AREA|25010070|dexamethasone 4 mg/mL injection solution|J1100|63323016502|15.75||
WS SERVICE AREA|25010070|dexamethasone 4 mg/mL injection solution|J1100|63323016501|15.75||
WS SERVICE AREA|25010070|dexamethasone 4 mg/mL injection solution|J1100|63323016530|203.06||
WS SERVICE AREA|25010070|leucovorin calcium 500 mg solution for injection|J0640|63323071100|506.11||
WS SERVICE AREA|25010070|dextrose 5 % in water (D5W) intravenous solution|J7060|00409792203|47.25||
WS SERVICE AREA|25010070|dextrose 5 % in water (D5W) intravenous solution|J7070|00409792209|47.25||
WS SERVICE AREA|25010070|dextrose 5 % in water (D5W) intravenous solution|J7060|00409792337|47.25||
WS SERVICE AREA|25010070|dextrose 5 % in water (D5W) intravenous solution|J7060|00409792202|47.25||
WS SERVICE AREA|25010070|dextrose 5 % in water (D5W) intravenous solution|J7060|00409792313|47.25||
WS SERVICE AREA|25010070|dextrose 5 % in water (D5W) intravenous solution|J7060|00409792336|47.25||
WS SERVICE AREA|25010070|dextrose 5 % in water (D5W) intravenous solution|J7060|00409792323|47.25||
WS SERVICE AREA|25010070|dextrose 5 % in water (D5W) intravenous solution|J7060|00264751010|47.25||
WS SERVICE AREA|25010070|dextrose 5 % in water (D5W) intravenous solution|J7060|00264751020|47.25||
WS SERVICE AREA|25010070|dicyclomine 10 mg/mL intramuscular solution|J0500|58914008052|286.07||
WS SERVICE AREA|25010070|tacrolimus 0.5 mg capsule|J7507|68084044911|15.70||
WS SERVICE AREA|25010070|sodium ferric gluconate complex in sucrose 62.5 mg/5 mL intravenous|J2916|00591014926|227.05||
WS SERVICE AREA|25010070|sodium ferric gluconate complex in sucrose 62.5 mg/5 mL intravenous|J2916|00591250826|272.46||
WS SERVICE AREA|25010070|sodium ferric gluconate complex in sucrose 62.5 mg/5 mL intravenous|J2916|00591250887|272.46||
WS SERVICE AREA|25010070|mycophenolate mofetil 200 mg/mL oral suspension|J7517|00004026129|75.94||
WS SERVICE AREA|25010070|diphenhydrAMINE 50 mg/mL injection solution|J1200|00641037621|15.75||
WS SERVICE AREA|25010070|diphenhydrAMINE 50 mg/mL injection solution|J1200|63323066401|15.75||
WS SERVICE AREA|25010070|DOPamine 200 mg/5 mL (40 mg/mL) intravenous solution|J1265|00409582001|18.99||
WS SERVICE AREA|25010070|sirolimus 1 mg/mL oral solution|J7520|00008103004|383.54||
WS SERVICE AREA|25010070|droperidol 2.5 mg/mL injection solution|J1790|00517970225|30.35||
WS SERVICE AREA|25010070|methacholine chloride 100 mg solution for inhalation|J7674|64281010006|471.68||
WS SERVICE AREA|25010070|cloNIDine (PF) 5,000 mcg/10 mL epidural solution|J0735|67457021910|56.55||
WS SERVICE AREA|25010070|cloNIDine (PF) 5,000 mcg/10 mL epidural solution|J0735|39822201001|20.99||
WS SERVICE AREA|25010070|ampicillin 1 gram intravenous solution|J0290|00781341292|127.90||
WS SERVICE AREA|25010070|ampicillin 1 gram intravenous solution|J0290|00781941215|116.88||
WS SERVICE AREA|25010070|ampicillin 2 gram intravenous solution|J0290|00781341392|248.10||
WS SERVICE AREA|25010070|ampicillin 2 gram intravenous solution|J0290|00781941315|226.77||
WS SERVICE AREA|25010070|ampicillin-sulbactam 1.5 gram intravenous solution|J0295|00409268911|274.89||
WS SERVICE AREA|25010070|ampicillin-sulbactam 3 gram intravenous solution|J0295|00409298713|43.05||
WS SERVICE AREA|25010070|cefTAZidime 1 gram intravenous solution|J0713|00409509216|38.27||
WS SERVICE AREA|25010070|ceFAZolin 1 gram intravenous solution|J0690|00409258501|17.56||
WS SERVICE AREA|25010070|cefTRIAXone 1 gram intravenous solution|J0696|00409733349|27.85||
WS SERVICE AREA|25010070|cefTRIAXone 2 gram intravenous solution|J0696|00409733649|52.48||
WS SERVICE AREA|25010070|cefepime 2 gram intravenous solution|J0692|00409021801|69.90||
WS SERVICE AREA|25010070|cefepime 2 gram intravenous solution|J0692|00409021811|69.90||
WS SERVICE AREA|25010070|milrinone 1 mg/mL intravenous solution|J2260|00143970910|65.55||
WS SERVICE AREA|25010070|milrinone 1 mg/mL intravenous solution|J2260|00143971010|44.63||
WS SERVICE AREA|25010070|milrinone 1 mg/mL intravenous solution|J2260|63323061710|285.60||
WS SERVICE AREA|25010070|milrinone 1 mg/mL intravenous solution|J2260|63323061720|564.06||
WS SERVICE AREA|25010070|doxercalciferol 4 mcg/2 mL intravenous solution|J1270|58468012301|89.25||
WS SERVICE AREA|25010070|EPINEPHrine 0.1 mg/mL injection syringe|J0171|00409492134|32.56||
WS SERVICE AREA|25010070|EPINEPHrine 0.1 mg/mL injection syringe|J0171|76329331601|42.84||
WS SERVICE AREA|25010070|EPINEPHrine 0.1 mg/mL injection syringe|J0171|61553036972|47.55||
WS SERVICE AREA|25010070|EPINEPHrine 0.1 mg/mL injection syringe|J0171|71019007701|173.50||
WS SERVICE AREA|25010070|cycloSPORINE modified 25 mg capsule|J7515|00078024661|14.57||
WS SERVICE AREA|25010070|cycloSPORINE modified 25 mg capsule|J7515|00074310832|12.33||
WS SERVICE AREA|25010070|cycloSPORINE modified 25 mg capsule|J7515|00078024615|14.45||
WS SERVICE AREA|25010070|cycloSPORINE modified 100 mg capsule|J7502|00078024861|14.47||
WS SERVICE AREA|25010070|cycloSPORINE modified 100 mg capsule|J7502|00078024815|14.44||
WS SERVICE AREA|25010070|sirolimus 1 mg tablet|J7520|00008104110|209.96||
WS SERVICE AREA|25010070|erythromycin lactobionate 500 mg intravenous solution|J1364|00409648201|581.39||
WS SERVICE AREA|25010070|erythromycin lactobionate 500 mg intravenous solution|J1364|00409647644|594.85||
WS SERVICE AREA|25010070|iron sucrose 100 mg iron/5 mL intravenous solution|J1756|00517234010|428.40||
WS SERVICE AREA|25010070|prednisoLONE sodium phosphate 15 mg/5 mL (3 mg/mL) oral solution|J7510|00000005186|4.25||
WS SERVICE AREA|25010070|prednisoLONE sodium phosphate 15 mg/5 mL (3 mg/mL) oral solution|J7510|00121075905|4.25||
WS SERVICE AREA|25010070|estradiol valerate 20 mg/mL intramuscular oil|J1380|42023011101|133.57||
WS SERVICE AREA|25010070|propranolol 1 mg/mL intravenous solution|J1800|00143987201|57.12||
WS SERVICE AREA|25010070|fentaNYL (PF) 50 mcg/mL injection solution|J3010|00409909335|15.75||
WS SERVICE AREA|25010070|fentaNYL (PF) 50 mcg/mL injection solution|J3010|00409909422|15.75||
WS SERVICE AREA|25010070|fentaNYL (PF) 50 mcg/mL injection solution|J3010|00409909425|15.75||
WS SERVICE AREA|25010070|fentaNYL (PF) 50 mcg/mL injection solution|J3010|00409909461|127.09||
WS SERVICE AREA|25010070|fentaNYL (PF) 50 mcg/mL injection solution|J3010|00409909338|45.41||
