The information provided below is a comprehensive list of charges for each inpatient and outpatient service or item provided by Northside, also known as a chargemaster. 
It is not a helpful tool for patients seeking to comparison shop between hospitals or to estimate what health care services are going to cost them out of their own pocket. 
Northside reserves the right to change, delete, or otherwise modify its standard charges without any prior notice. 
For more information about the cost of your care, please contact one of Northside’s Financial Counselors at (404) 851-8694 or you may email to request a price estimate 
at Price.Estimate@Northside.com.



Northside Hospital System		
		
Charge Code	Charge Description	Charge
10726500	MR ANGIO HEAD WO/W CONTRAST	"$5,926"
10726093	MR ANGIO LOWER EXT BI W/O CON	"$9,643"
10726478	MR ANGIO LOWER EXT BI WO/W CON	"$11,853"
10726497	MR ANGIO LOWER EXT UNI W/CON	"$5,461"
10726038	MR ANGIO LOWER EXT UNI W/O CON	"$4,820"
10726496	MR ANGIO LOWER EXT UNI WO/W CON	"$5,926"
10726479	MR ANGIO LOWER EXTREM BI W/CON	"$10,914"
10726502	MR ANGIO NECK W/CONTRAST	"$5,461"
10726501	MR ANGIO NECK W/O CONTRAST	"$4,820"
10726503	MR ANGIO NECK WO/W CONTRAST	"$5,926"
10726474	MR ANGIO PELVIS W/CONTRAST	"$5,461"
10726036	MR ANGIO PELVIS W/O CONTRAST	"$4,820"
10726473	MR ANGIO PELVIS WO/W CONTRAST	"$5,926"
10726146	MR ANGIO SPINAL CANAL W/CON	"$4,960"
10726147	MR ANGIO SPINAL CANAL W/O CON	"$4,820"
10726148	MR ANGIO SPINAL CANAL WO/W CON	"$5,388"
10726092	MR ANGIO UPPER EXT BI W/O CON	"$9,643"
10726536	MR ANGIO UPPER EXT BI WO/W CON	"$10,775"
10726533	MR ANGIO UPPER EXT UNI W/CON	"$4,960"
10726037	MR ANGIO UPPER EXT UNI W/O CON	"$4,820"
10726534	MR ANGIO UPPER EXT UNI WO/W CON	"$5,388"
10726535	MR ANGIO UPPER EXTREM BI W/CON	"$9,923"
10726026	MR BONE MARROW EVALUATION	"$4,255"
10726020	MR BRAIN W/CONTRAST	"$5,106"
10726002	MR BRAIN W/O CONTRAST	"$4,506"
10726021	MR BRAIN WO/W CONTRAST	"$5,540"
10726485	MR BREAST BI W/CONTRAST	"$10,205"
10726094	MR BREAST BI W/O CONTRAST	"$9,015"
10726484	MR BREAST BI WO/W CONTRAST	"$11,083"
10726487	MR BREAST UNI W/CONTRAST	"$5,106"
10726060	MR BREAST UNI W/O CONTRAST	"$4,506"
10726486	MR BREAST UNI WO/W CONTRAST	"$5,540"
10723302	MR CARDIAC FLOW MAPPING	"$2,730"
10723300	MR CARDIAC MORPH/FUNC W/O CON	"$2,956"
10723301	MR CARDIAC MORPH/FUNC WO/W CON	"$3,524"
10723304	MR CARDIAC PERFUSION W CON	"$3,793"
10723303	MR CARDIAC STRESS WO CON	"$3,194"
10726504	MR CHEST W/CONTRAST	"$5,106"
10726003	MR CHEST W/O CONTRAST	"$4,506"
10726505	MR CHEST WO/W CONTRAST	"$5,540"
10726028	MR C-SPINE W/CONTRAST	"$5,106"
10726008	MR C-SPINE W/O CONTRAST	"$4,506"
10726011	MR C-SPINE WO/W CONTRAST	"$5,540"
10728508	MR FETAL EACH ADDL GESTATION	$570
10728507	MR FETAL SINGLE/ 1ST GESTATION	$950
10726524	MR LOWER EXT BI W/CONTRAST	"$10,206"
10726523	MR LOWER EXT BI W/O CONTRAST	"$9,015"
10726525	MR LOWER EXT BI WO/W CONTRAST	"$11,083"
10726527	MR LOWER EXT JNT BI W/CON	"$10,206"
10726526	MR LOWER EXT JNT BI W/O CON	"$9,015"
10726528	MR LOWER EXT JNT BI WO/W CON	"$11,083"
10726516	MR LOWER EXT JNT W/CONTRAST	"$5,106"
10726515	MR LOWER EXT JNT W/O CONTRAST	"$4,506"
10726517	MR LOWER EXT JNT WO/W CONTRAST	"$5,540"
10726513	MR LOWER EXT W/CONTRAST	"$5,106"
10726512	MR LOWER EXT W/O CONTRAST	"$4,506"
10726514	MR LOWER EXT WO/W CONTRAST	"$5,540"
10726025	MR L-SPINE W/CONTRAST	"$5,106"
10726009	MR L-SPINE W/O CONTRAST	"$4,506"
10726018	MR L-SPINE WO/W CONTRAST	"$5,540"
10726520	MR NEEDLE PLACEMENT S&I	"$3,023"
10726096	MR ORBIT/FACE/NECK W/CONTRAST	"$5,106"
10726007	MR ORBIT/FACE/NECK W/O CONTRAST	"$4,506"
10726097	MR ORBIT/FACE/NECK WO/W	"$5,540"
10728105	MR PELVIS W/CONTRAST	"$5,106"
10726529	MR PELVIS W/O CONTRAST	"$4,506"
10728098	MR PELVIS WO/W CONTRAST	"$5,540"
10726029	MR PITUITARY LIMITED W/CONTRAST	"$2,510"
10726597	MR PLACE LOC 1ST LESION	$957
10726599	MR PLACE LOC ADD LESION	$575
10726067	MR TMJ	"$4,463"
10726024	MR T-SPINE W/CONTRAST	"$5,106"
10726010	MR T-SPINE W/O CONTRAST	"$4,506"
10726012	MR T-SPINE W/O/W CONTRAST	"$5,540"
10726072	MR UNLISTED DIAGNOSTIC PROC	"$3,109"
10726507	MR UPPER EXT BI W/CONTRAST	"$10,206"
10726085	MR UPPER EXT BI W/O CONTRAST	"$9,015"
10726509	MR UPPER EXT BI WO/W CON	"$11,083"
10726521	MR UPPER EXT JNT BI W/CONTRAST	"$10,206"
10726522	MR UPPER EXT JNT BI WO/W CON	"$11,083"
10726087	MR UPPER EXT JNT BIL W/O CON	"$9,015"
10726510	MR UPPER EXT JNT W/CONTRAST	"$5,106"
10726530	MR UPPER EXT JNT W/O CONTRAST	"$4,506"
10726511	MR UPPER EXT JNT WO/W CONTRAST	"$5,540"
10726506	MR UPPER EXT W/CONTRAST	"$5,106"
10726053	MR UPPER EXT W/O CONTRAST	"$4,506"
10726508	MR UPPER EXT WO/W CONTRAST	"$5,540"
7027007	MRSA SCREEN BY PCR PANEL	$702
7022142	"MS SPCT & TAN MS, QUANT, EA SPEC"	$276
7458320	MSLT	"$2,945"
10728521	M-THRMBC PRIM ART 1ST VSL	"$12,762"
6753207	MULTIFIRE STAPLER ER320	"$1,199"
7026554	MUMPS ANTIBODY SCREEN	$90
7025303	MUSK AUTOANTIBODY	"$2,129"
7026519	MYCOPLASMA ANTIBODY	$62
7027002	MYCOPLASMA PNEUM PCR QUAL	"$1,104"
7025379	MYELIN BASIC PROTEIN	$691
10727075	MYELOGRAM 2 OR MORE AREA	"$2,371"
10727072	MYELOGRAM CERVICAL	"$2,127"
10727074	MYELOGRAM LUMBOSACRAL	"$2,069"
10727073	MYELOGRAM THORACIC	"$2,069"
7120294	"MYO ISOTOPE TETROFOSMIN, PER DOSE"	$705
7120255	"MYO ISOTOPE THALLIUM,PER MCI"	$87
7129950	MYOCARD SPECT PHARMACO MULTI	"$7,871"
7129946	MYOCARD SPECT REST/EXERCISE MULTI	"$7,871"
7025712	MYOGLOBIN SERUM	$190
7022824	MYOGLOBIN URINE	$190
6757707	MYRINGOTOMY BLADE	$142
7021489	N TYPE CALCIUM CHANNEL AB	$256
7022239	NAPHTHYL ALPHA EST STAIN	$299
7022811	NAPTH AS D EST STAIN	$299
7865013	NASAL CUSHION REPLACEMENT	$64
7865073	NASAL INTERFACE LVL I	$226
7865067	NASAL PILLOWS REPLACEMENT	$64
6751024	NASAL RAPID RHINO	$152
6750601	NASAL TAMPON RHINO ROCKET	$148
10727004	NASAL/OROGASTRIC W/TUBE PLMT	$679
7256050	NASOPHARYNGOSCOPY W/ENDOSCOPE	$489
10727265	NEEDLE BX BREAST CUTTING	$332
10721014	NEEDLE DRILL BONE MARROW	$484
6750416	NEEDLE ENDOSCOPIC ULTRASOUND	"$1,281"
6753213	NEEDLE GRIESHABER 20 G SOFT TIP	$84
6751531	NEEDLE INSUFFLATION	$63
10724565	NEEDLE LOC PROSTATE MARKER	$411
10724285	NEEDLE MAMMO LOCALIZATION	$142
6751866	NEEDLE PEDICLE NIM-SPINE	"$1,911"
6758926	NEEDLE PROSTATE SEEDING - EACH	$44
6753220	NEEDLE RETROBULBAR 23 GAUGE	$32
6750799	NEEDLE SCLEROTHERAPY	$149
7341750	NEG PRESSURE WOUND THERAPY < 50CM	$355
6992750	NEG PRESSURE WOUND TX <50CM PT	$355
6162030	NEG PRESSURE WOUND TX<50CM DISP	$355
6162029	NEG PRESSURE WOUND TX<50CM DME	$355
6162031	NEG PRESSURE WOUND TX>50CM DISP	$397
6162026	NEG PRESSURE WOUND TX>50CM DME	$397
7022988	NEONATAL CBC	$146
7022989	NEONATAL CBC W/DIFFERENTIAL	$218
6522038	NEONATAL CNS.	"$1,791"
7029526	NEONATE COMP METABOLIC PANEL	$491
7271608	NEONATE SWALLOW/DYSPHAGIA EVAL OT	$593
7275608	NEONATE SWALLOW/DYSPHAGIA EVAL SP	$593
6753223	NEOX100 SKIN SUB PER SQ CM	$222
10728532	NEPHRO TUBE REMOVE	"$2,111"
10727424	NEPHRO/ URETEROGRAM EXIST	"$1,423"
10727422	NEPHRO/ URETEROGRAM NEW	"$1,873"
6608599	NEPHROMAX BALLOON	"$1,376"
6753800	NERVE BLOCK	"$1,280"
10726206	NERVE BLOCK PROSTATE	"$1,408"
6600954	NERVE CONNECTOR/ PROTECTOR	"$7,137"
10729136	NEURO EMBOLOLIZ/OCCLUSION	"$8,285"
7341723	NEURO RE-EDUCATION PER 15 MIN OT	$168
7372723	NEURO RE-EDUCATION PER 15 MIN PT	$168
7021491	NEURONAL (V-G) K CHANNEL AB	$256
7026027	NEURONAL NUCLEAR AB TYPE 1 HU	$82
7026026	NEURONAL NUCLEAR AB TYPE 2 RI	$82
7021480	NEURONAL NUCLEAR AB TYPE 3	$82
3655326	NEUTRALIZATION TEST VIRAL	$231
7021775	NEUTROPHIL SPECIFIC ANTIBODY	$446
6753245	NEZHAT DORSEY DISP SUCTION	$225
6500011	NIPPLE SHIELDS	$9
6587024	NITRITE/CHROMATE CONFIRMATION	$40
10720339	NM ADRENAL SCAN	"$4,158"
10720182	NM BLADDER RESIDUAL	$789
10720142	NM BONE MARROW LTD	"$1,347"
10720144	NM BONE MARROW WB	"$1,347"
10728262	NM BONE SCAN 3 PHASE	"$1,767"
10722918	NM BONE SCAN MULT	"$1,162"
10728264	NM BONE SCAN W/TOMOGRAPHY	"$2,116"
10728263	NM BONE SCAN WHOLE BODY	"$2,116"
10727860	NM BONE/JOINT SCAN LIMITED	"$1,413"
10720167	NM BRAIN FLOW ONLY	"$2,033"
10720356	NM BRAIN SCAN 4+ VIEWS W/FLOW	"$1,948"
10727850	NM BRAIN SCAN W/TOMOGRAPHY	"$1,591"
10720161	NM CARDIAC 1ST PASS SGL	"$1,363"
10727879	NM CARDIAC BLD POOL-MUGA MULTI	"$2,917"
10727880	NM CARDIAC BLD POOL-MUGA SGL	"$2,663"
10727706	NM CISTERNOGRAM	"$1,591"
10728290	NM CYSTO VOIDING	"$1,772"
10722919	NM FLOW STUDY	"$1,281"
10729066	NM GALLBLADDER EMPTYING STUDY	"$1,881"
10729065	NM GALLBLADDER SCAN	"$1,834"
10728090	NM GASTR EMPTY W/SML BWL	"$1,750"
10728091	NM GASTR EMPTY W/SML BWL&COLON	"$2,016"
10728270	NM GASTRIC EMPTYING STUDY	"$1,834"
10720152	NM GASTROESOPHAGEAL REFLUX	"$1,193"
10729115	NM GI BLOOD LOSS	"$1,834"
10720185	NM INFLAMMATORY PROCESS LOC SPECT	"$2,577"
10728260	NM INFLAMMATORY PROCESS LOCAL LTD	"$1,873"
10728259	NM INFLAMMATORY PROCESS LOCAL WB	"$2,323"
10722967	NM ISOTOPE RECEIVED AS IP	$1
10722898	NM IV INJ LOC NON IMG PROBE STUDY	$795
10720172	NM KIDNEY SPECT	"$1,534"
10728273	NM KIDNEY W/FUNCTION	"$2,620"
10720171	NM KIDNEY W/PHARMACLGCL INTER	"$1,534"
10720149	NM LIVER & SPLEEN W/FLOW	"$1,361"
10722917	NM LIVER SCAN	"$1,303"
10728274	NM LIVER SCAN W/TOMOGRAPHY	"$2,114"
10720148	NM LIVER SPECT W/FLOW	"$1,361"
10720147	NM LIVER W/FLOW	"$1,361"
10727856	NM LIVER/SPLEEN SCAN STATIC	"$1,330"
10728275	NM LYMPHATIC IMAGING	"$2,569"
10727874	NM MECKELS LOCALIZATION	"$1,497"
10727677	NM MONOCLONAL ANTIBODY THERAPY	"$3,070"
10729948	NM MY PLANAR REST/EXRCISE MULTI	"$6,787"
10729947	NM MY PLANAR SGL	"$6,067"
10729946	NM MY SPECT REST/EXERCISE MULTI	"$7,871"
10729940	NM MY SPECT SINGLE	"$6,067"
10720015	NM NS YTTRIUM-90 PER SOURCE	"$51,999"
10720563	NM PARATHYROID PLANAR	"$1,750"
10720564	NM PARATHYROID SPECT	"$1,750"
10720565	NM PARATHYROID SPECT W/CT	"$1,750"
10728340	NM PERITONEAL IMAGING STUDY	"$2,439"
10720155	NM PERITONEAL-VENOUS SHUNT	"$1,193"
10727875	NM PULMONARY PERFUSION	$854
10727873	NM PULMONARY VENTILATION	$854
10727876	NM QUANT LUNG PERFUSION	"$2,390"
10727871	NM QUANT LUNG PERF-VENT	"$2,390"
10727864	NM RADIO TX INTERSTITIAL COLLOID	"$1,874"
10727892	NM RADIOP TX IV ADMINISRTATION	"$1,262"
10728279	NM RADIOP TX ORAL ADMINISTRATION	"$1,874"
10727883	NM RENAL HYPERTENSIVE STUDY	"$2,620"
10720150	NM SALIVARY GLAND	"$1,193"
10727683	NM SALIVARY GLAND FUNCTION	"$1,479"
10727561	NM SPECT/CT WHOLE BODY	"$1,097"
10722600	NM SPLEEN SCAN	"$1,293"
10727884	NM TAGGED RBC LIVER STUDY	"$2,556"
10729105	NM TESTICULAR SCAN W/FLOW	"$1,152"
10720140	NM THYROID CA METS LTD	"$1,376"
10728280	NM THYROID CA WHOLE BODY	"$2,144"
10720561	NM THYROID SCAN	$663
10720562	NM THYROID SCAN/UPTAKE	"$1,269"
10720560	NM THYROID UPTAKE	$663
10727887	NM TUMOR LOC WHOLE BODY MLT DAY	"$4,056"
10727679	NM TUMOR LOC WHOLE BODY SNGL DAY	"$1,498"
10728281	NM TUMOR LOCALIZE LIMITED OR DIST	"$1,591"
10720184	NM TUMOR LOCALIZE MULTIPLE	"$1,376"
10728282	NM TUMOR LOCALIZE SPECT	"$2,062"
10720158	NM VENOGRAM BILAT	"$1,230"
10720157	NM VENOGRAM UNILAT	"$1,230"
10727868	NM VENT-PERF LUNG SCAN	"$2,390"
7026352	NMO IGG NEUROMYELITIS OPTICA SF	$667
6522039	NON STRESS TEST PDC.	$629
10720259	NONRADIO CONTRAST MAT NEC PER STY	$218
6431026	NON-SILICONE BREAST PROSTH LT	$215
6431027	NON-SILICONE BREAST PROSTH RT	$215
6703026	NON-STRESS TEST	$637
7025985	NT-PROBNP	$437
6521034	NUCHAL TRANS/ADD'L FETUS	$582
6521033	NUCHAL TRANS/SINGLE	$759
10174050	NUL CYTOLOGY NONGYN TECH ENHANCE	$380
10174072	NUL IMMUNO PER SPEC MULTIPLEX AB	$491
10174090	NUL PROSTATE NEEDLE BX EXAM	"$1,055"
10174053	NUL TISSUE EXAM LEVEL II TECH	$282
10174054	NUL TISSUE EXAM LEVEL III TECH	$383
10174055	NUL TISSUE EXAM LEVEL IV TECH	$528
10174051	NUL URINE FISH CYTO 3-5 PROBES EA	"$2,133"
7021053	O&P CONCENTRATION	$298
7361093	O2 ED	$100
7284627	OAE RE-SCREEN	$226
7284622	OAE SCREEN UNIVERSAL	$226
7027082	OCCULT BLOOD GASTRIC	$116
7026778	OCCULT BLOOD STOOL 1-3 DETERM	$122
7026896	OCCULT BLOOD STOOL IMMUNOLOG	$122
10727893	OCTREOSCAN DOSE UP TO 6 MCI	"$8,723"
7251203	OFFICE VISIT ESTAB LEVEL 2	$212
7251205	OFFICE VISIT ESTAB LEVEL 3	$212
7251207	OFFICE VISIT ESTAB LEVEL 4	$212
7251209	OFFICE VISIT ESTAB LEVEL 5	$212
7251201	OFFICE VISIT ESTAB LEVEL I	$212
7910179	OFFICE VISIT NEW LEVEL 1	$212
7251202	OFFICE VISIT NEW LEVEL 2	$212
7251204	OFFICE VISIT NEW LEVEL 3	$212
7251206	OFFICE VISIT NEW LEVEL 4	$212
7028079	OLIGOCLONAL BANDS	$475
7033303	OPEN BIOME FECAL MICROBIOTA UNIT	"$1,405"
6753259	OPTHALMIC INTREPID FMS CASSETTE	$382
6753260	OPTHALMIC VISCOSURGICAL DEVICE	$357
6601350	OR LEVEL I 1ST 15 MIN	"$1,894"
6601351	OR LEVEL I ADDL 15 MIN	"$1,158"
6601352	OR LEVEL II 1ST 15 MIN	"$2,565"
6601353	OR LEVEL II ADDL 15 MIN	"$1,573"
6601354	OR LEVEL III 1ST 15 MIN	"$3,094"
6601355	OR LEVEL III ADDL 15 MIN	"$1,933"
6601356	OR LEVEL IV 1ST 15 MIN	"$3,840"
6601357	OR LEVEL IV ADDL 15 MIN	"$2,307"
7054383	OR NO FROZEN TECHNICAL	$212
7027266	"ORG 1 DEFIN ID AEROBE, ANY SRCE"	$142
7027268	ORG 1 DEFIN ID ANAEROBIC ISOL	$59
7027292	"ORG 2 DEFIN ID AEROBE, ANY SRCE"	$142
7027296	ORG 2 DEFIN ID ANAEROBIC ISOL	$59
7027293	"ORG 3 DEFIN ID AEROBE, ANY SRCE"	$142
7027294	"ORG 4 DEFIN ID AEROBE, ANY SRCE"	$142
7020352	ORGANIC ACID SCREEN	$463
7027284	ORGANISM ID MOLD 1	$71
7027283	ORGANISM ID YEAST 1	$71
7027306	ORGANISM ID YEAST 2	$71
7027282	ORGANISM SEROTYPING 1ST ORG	$34
7027303	ORGANISM SEROTYPING 2ND ORG	$34
7027308	ORGANISM SEROTYPING 3RD ORG	$34
6753264	ORGIN BALLOON	$857
6753265	ORGIN TROCAR	$697
6758904	ORIGIN BALLOON DISSECTOR	$776
7340047	ORTHC/PROSTC MGMT SBSQ ENC OT	$159
7560052	ORTHC/PROSTC MGMT SBSQ ENC PT	$159
6751303	ORTHO-AFO POSTERIOR SOLID ANKLE	"$4,960"
6750970	ORTHO-BOOT MULTIPODUS REG	$517
6750045	ORTHO-BRACE ANKLE AIR STIRRUP	$362
6750336	ORTHO-BRACE LOW BACK LARGE	$274
6750337	ORTHO-BRACE LOW BACK XL	$274
6750400	ORTHO-BRACE LOW BACK XXL	$274
6753747	ORTHO-COLLAR CERV PHILA MED	$347
6750272	ORTHO-COLLAR FOAM LARGE	$112
6750341	ORTHO-COLLAR FOAM MED	$119
6750297	ORTHO-COLLAR FOAM MED LONG	$38
6750339	ORTHO-COLLAR FOAM SMALL	$119
6750959	ORTHO-DIABETIC WEDGE SHOE LARGE	$59
6750958	ORTHO-DIABETIC WEDGE SHOE MEDIUM	$59
6750832	ORTHO-IMMOB UNIV SHOULDER LARGE	$107
6753757	ORTHO-IMMOB UNIV SLING/SWATH LG	$135
6750562	ORTHO-IMMOBILIZER KNEE LARGE	$47
6750561	ORTHO-IMMOBILIZER KNEE MED	$47
6750563	ORTHO-IMMOBILIZER KNEE XLARGE	$47
6750564	ORTHO-IMMOBILIZER KNEE XX-LARGE	$47
6750837	ORTHO-SHOE CAST LARGE	$134
6750836	ORTHO-SHOE CAST MED	$134
6750983	ORTHO-SHORT WALKER BOOT MEDIUM	$197
6750180	ORTHO-SLING ARM LARGE	$46
6750211	ORTHO-SLING ARM MEDIUM	$46
6753765	ORTHO-SPLINT WRIST UNIV LEFT	$87
6753779	ORTHO-SPLINT WRIST UNIV RIGHT	$87
7271675	ORTHOTIC FIT/TRAIN INIT EA 15M OT	$259
7029632	OSMOLALITY BLOOD	$172
7028199	OSMOLALITY URINE	$189
6756003	OSTEOCOOL 20GA CANNULA	"$1,737"
6756004	OSTEOCOOL BONE ACCESS KIT	"$1,389"
6756002	OSTEOCOOL DUAL PROBE KIT	"$15,281"
6756001	OSTEOCOOL SINGLE PROBE KIT	"$10,419"
6162200	OSTOMY OUTPATIENT CLINIC VISIT	$212
6755301	OSTOMY-BARRIER RING SMALL	$26
6753921	OSTOMY-BELT	$32
6750535	OSTOMY-COLLECTR FECL INCONTINENC	$29
6758939	OSTOMY-COVEXITY WAFER LARGE	$28
6750009	"OSTOMY-DEODORANT,ODOR ELIMINATOR"	$8
6750176	OSTOMY-FECAL POUCH FLAT CUT/FIT	$25
6753932	OSTOMY-PASTE STOMAHESIVE 2 OZ	$38
6755219	OSTOMY-POUCH HIOUTPT SURFIT 1 3/4	$28
6755218	OSTOMY-POUCH HIOUTPT SURFIT 2 1/4	$28
6750764	OSTOMY-POUCH URINE 1 3/4	$7
6753919	"OSTOMY-POUCH URINE 2 1/4"""	$7
6754710	"OSTOMY-POUCH, CUT TO FIT URINE"	$26
6753922	OSTOMY-POWDER STOMAHESIVE	$29
6750763	"OSTOMY-SET, IRRIGATION 2 3/4"""	$208
6755303	"OSTOMY-WAFER DURAHESIVE 1 3/4"""	$27
6753909	OSTOMY-WAFER STOMHESVE FLEX 2 1/4	$7
7340207	OT EVALUATION HIGH	$507
7340205	OT EVALUATION LOW	$463
7340206	OT EVALUATION MODERATE	$485
7271604	OT EVALUATION-HIGH	$507
7271602	OT EVALUATION-LOW	$463
7271603	OT EVALUATION-MOD	$485
7340208	OT RE EVALUATION	$386
7284640	OTOACOUSTIC EMISSION LTD	$226
7950401	OUTPATIENT VISIT LEVEL 1	$212
10722986	OXYQUINOLINE PER 0.5 MCI	"$8,271"
6753266	P.S. MEDICAL VENT CATH	$403
7021488	P/Q TYPE CALCIUM CHANNEL AB	$256
7021784	P2Y12 ASSAY EACH AGENT	$358
10722983	P-32 CHROMIC PER MCI	"$1,503"
10720253	P32 SODIUM TH PHOSPH PER MCI	$779
7130264	"PACEMAKER, DUAL RATE RESPONSIVE"	"$42,425"
7130262	"PACEMAKER, SINGLE RATE RESPONSIVE"	"$36,772"
7008667	PACER INTERR EVAL	$278
7008673	PACER PERI-PROCEDURE EVAL	$135
7008660	PACER PHONE R-STRIP EVAL 90 DAYS	$189
7008662	PACER PROG EVAL DUAL LEAD	$278
7008663	PACER PROG EVAL MULTI LEAD	$278
7008661	PACER PROG EVAL SINGLE LEAD	$278
7008672	PACER/ICD REMOTE EVAL/RESULTS	$278
6500061	PACIFIER	$5
6750685	PACING CABLE DISPOSABLE	$92
6581000	PAIN PROCEDURE 1ST 15 MIN	"$3,150"
6581001	PAIN PROCEDURE EACH ADDL 15 MIN	"$1,239"
7028021	PAMG-1 RAPID ASSAY FOR ROM	$341
7341724	PARAFFIN BATH OT	$180
7026343	PARATHYROID HORMONE INTACT	$687
7025349	PARATHYROID HORMONE OR	$687
7026541	PARTICLE AGGLUT SCREEN EA AB	$242
7026627	PARVOVIRUS B19 PCR	"$1,118"
7026053	"PARVOVIRUS B19, IGG ANTIBODY"	$380
7026054	"PARVOVIRUS B19, IGM ANTIBODY"	$380
6753478	PASSER SUTURE	$699
6750452	PATCH KIT EP MAPPING	"$4,866"
7054365	PATH CONSULT PREPARED SLIDES	$533
7058936	PATH CONSULT W PREP OF SLIDES	"$1,200"
7054390	PATHOLOGY CONSULT SLIDES & BLOCKS	"$1,922"
6753268	PATIENT PROGRAMMER	"$6,708"
7080778	PBSC PLATELET DEPLETE	$749
7080745	PBSC/BONE MARROW CONCENTRATE	"$4,379"
7119254	PCI-ENDOLUM IMG IVUS/OPT INI VES	"$6,033"
7112428	PCI-INTRAVASC DOPP/COLOR ADDL	"$4,136"
7112427	PCI-INTRAVASC DOPP/COLOR INITIAL	"$4,594"
7110680	PCI-PTCA 1ST ART LC	"$14,179"
7110681	PCI-PTCA 1ST ART LD	"$14,179"
7110683	PCI-PTCA 1ST ART RC	"$14,179"
7021774	PCR AMPLIFIED PROBE EACH ORGANISM	$159
7363065	PENTAM TREATMENT INITIAL	$549
10725553	PERC NEEDLE BX MUSCLE	"$1,534"
10727503	PERC SACROPLASTY BIL INJ	"$14,634"
10727502	PERC SACROPLASTY UNI INJ	"$9,756"
7362022	PERCUTANEOUS TRACHEOSTOMY	"$2,088"
6026015	PERITONEAL DIALYSIS (PER DAY)	"$2,746"
6750815	PERITONEAL DIALYSIS PORT CLAMP	$20
10724404	PERITONEAL LAVAGE	"$1,675"
10725547	PERQ RF ABLATE TX PUL TUMOR	"$12,407"
7110553	PERQ THR/NFS DIA CIR DX ANGRPH	"$16,409"
7110555	PERQ THRM/NFS DIA CIR STENT	"$33,512"
10725795	PERQ THRM/NFS DIA CIR TRLU ANG	"$33,164"
6500071	PERSONALFIT BREASTSHIELD	$6
7026910	PERTUSSIS AND PARAPERTUSSIS PCR	$438
10720203	PET BRAIN METABOLIC EVAL	"$4,174"
10721536	PET MYOCARDIAL METABOLIC EVAL	"$4,174"
10729875	PETCT OTHER LIMITED AREAS INT	"$7,729"
10729876	PETCT OTHER LIMITED AREAS SUB	"$7,729"
10729929	PETCT OTHER SKULL/THIGH INT	"$7,729"
10729930	PETCT OTHER SKULL/THIGH SUB	"$7,729"
10729908	PETCT OTHER WHOLE BODY TUMOR INT	"$7,729"
10729933	PETCT OTHER WHOLE BODY TUMOR SUB	"$7,729"
7028201	PH BODY FLUID	$180
6587023	PH CONFIRMATION	$40
7026724	PH URINE	$69
7028424	PHENOBARBITAL LEVEL	$155
7028180	PHENYTOIN(DILANTIN) LEVEL	$312
7028707	PHOSPHORUS	$61
6027013	PHOTOTHERAPY ( PER DAY)	$186
6753281	PI DISPOSABLE INST	$864
6754024	PICC DUAL LUMEN SCN	$506
7850001	PICC LINE INSERT 5 YR OR OLDER	"$4,060"
6020333	PICC LINE INSERTION (NICU ONLY)	"$3,948"
6750512	PILL CAM DEPLOYMENT DEVICE	$709
6750437	PILL CAM SUPPLY	"$2,545"
6751829	PIN HOLDING MAKO	$483
10728416	PLACE CATH ARTERY PULM LEFT/RIGHT	"$2,072"
10728417	PLACE CATH ARTERY PULMONARY SEG	"$2,367"
10721186	PLACE CATH RENAL 1ST ORD BIL	"$9,034"
10721185	PLACE CATH RENAL 1ST ORD UNI	"$9,034"
10721188	PLACE CATH RENAL 2ND ORD BIL	"$9,034"
10721187	PLACE CATH RENAL 2ND ORD UNI	"$9,034"
10727830	PLACE CATH THOR/BRACHIO 1ST ORD	$914
10727831	PLACE CATH THOR/BRACHIO 2ND ORD	"$1,804"
10727832	PLACE CATH THOR/BRACHIO 3RD ORD	"$2,211"
10727833	PLACE CATH THOR/BRACHIO EA ADDL	$681
10727839	PLACE CATH VENOUS 1ST ORDER BRCH	"$1,460"
10727840	PLACE CATH VENOUS 2ND ORDER BRCH	"$2,175"
10727834	PLACE CATH VISCERAL 1ST ORDER	"$2,280"
10727835	PLACE CATH VISCERAL 2ND ORDER	"$3,259"
10727836	PLACE CATH VISCERAL 3RD ORDER	"$3,851"
10727837	PLACE CATH VISCERAL ADDTL ORDER	$634
10721016	PLACE DEVICE RAD THERA/SURG GUIDE	"$4,102"
10721190	PLACEMENT IVC FILTER	"$13,447"
7020790	PLASMA CRYO REDUCED	$658
6751188	PLASMABLADE	"$1,578"
6753291	PLATE LEVEL 3	"$1,458"
6753294	PLATE LEVEL 4	"$3,248"
6753295	PLATE LEVEL 5	"$4,955"
6753296	PLATE LEVEL 6	"$9,835"
7022442	PLATELET AB INDIRECT	$443
7022728	PLATELET AGGREGATION EA AGENT	$358
7020733	PLATELET COMPATIBILITY UNIT	$629
7022046	PLATELET COUNT	$127
7022715	PLATELET FUNCTION SCREEN	$180
7020736	PLATELET PHERESIS LR	"$3,204"
7020793	PLATELET PHERESIS LR IR	"$3,332"
7020837	PLATELET PHERESIS WASHED	"$3,504"
7362032	PLETHYSMOGRAPHY LUNG VOL	$503
6750599	PLEUR-EVAC-PED/ADULT	$611
6756231	PLEUREX DRAINAGE LINE	$83
6756229	PLEURX DRAINAGE SYSTEM 1000CC	$292
