Item, Amount 
SCREW SPINAL 3.5 X 12 MM, 206.00 
SCREW SPINAL 4.5 X 30MM, 206.00 
SCREW SPINAL 4.5 X 32 MM, 206.00 
SCREW SPINAL 5 X 55MM," 1,720.00 "
SCREW SPINAL 5.5 8 X 80MM," 1,720.00 "
SCREW SPINAL 5.5 X 30MM," 1,720.00 "
SCREW SPINAL 5.5 X 35MM," 1,720.00 "
SCREW SPINAL 5.5 X 45MM," 1,720.00 "
SCREW SPINAL 5.5X45MM," 2,751.00 "
SCREW SPINAL 6.5 X 55MM," 1,720.00 "
SCREW SPINAL 6.5X35MM," 2,751.00 "
SCREW SPINAL 6.5X55MM," 2,751.00 "
SCREW SPINAL 7.5 X 70MM," 1,720.00 "
SCREW SPINAL 7.5X80MM," 2,751.00 "
SCREW SPINAL EXPEDIUM 6X40MM," 1,720.00 "
SCREW SPNL LOCK SYNAPSE TTNM, 206.00 
SCREW S-T 1.5D7, 206.00 
SCREW ST T15 DRV AXSOS 4X18MM, 206.00 
SCREW ST T15 DRV AXSOS 4X38MM, 206.00 
SCREW ST T15 DRV AXSOS 4X65MM, 206.00 
SCREW ST T15 DRV AXSOS 4X70MM, 206.00 
SCREW ST T15 DRV AXSOS 4X75MM, 206.00 
SCREW ST UNIV 1.2X3MM TTNM GLD, 206.00 
SCREW ST UPPER FACE 1.2X3 TTNM, 206.00 
SCREW STARDRIVE LOK ST 5X24MM, 206.00 
SCREW S-T-R 1.5D8, 206.00 
SCREW STRDRV REC T25 4X26 TTNM, 620.00 
SCREW STRDRV REC T25 4X28 TTNM, 620.00 
SCREW STRDRV REC T25 4X30 TTNM, 620.00 
SCREW STRDRV REC T25 4X40 TTNM, 620.00 
SCREW STRDRV REC T25 4X46 TTNM, 620.00 
SCREW STRDRV REC T25 5X26 TTNM, 620.00 
SCREW STRDRV REC T25 5X28 TTNM, 620.00 
SCREW STRDRV REC T25 5X30 TTNM, 620.00 
SCREW STRDRV REC T25 5X32 TTNM, 620.00 
SCREW STRDRV REC T25 5X36 TTNM, 620.00 
SCREW STRDRV REC T25 5X42 TTNM, 620.00 
SCREW STRDRV REC T25 5X44 TTNM, 620.00 
SCREW STRDRV REC T25 5X46 TTNM, 620.00 
SCREW STRDRV REC T25 5X50 TTNM, 620.00 
SCREW STRDRV REC T25 5X58 TTNM, 620.00 
SCREW STRDRV REC T25 5X60 TTNM, 620.00 
SCREW STRDRV REC T25 5X68 TTNM, 620.00 
SCREW STRDRV REC T25 5X76 TTNM, 620.00 
SCREW STRDRV REC T25 5X80 TTNM, 620.00 
SCREW STRDRV REC T25 6X36 TTNM, 620.00 
SCREW STRDRV REC T25 6X60 TTNM, 620.00 
SCREW STRDRV REC T6 2X13MM SS, 206.00 
SCREW STRDRV REC T6 2X14MM SS, 206.00 
SCREW STRDRV REC T6 2X16MM SS, 206.00 
SCREW STRDRV REC T6 2X20MM SS, 206.00 
SCREW STRDRV REC T6 2X28MM SS, 206.00 
SCREW STRDRV REC T6 2X36MM SS, 206.00 
SCREW STRDRV REC T6 2X8MM SS, 206.00 
SCREW STRDRV REC T6 2X9MM SS, 206.00 
SCREW STRDRV REC T8 2.4X12 SS, 206.00 
SCREW STRDRV REC T8 2.4X14 SS, 206.00 
SCREW STRDRV REC T8 2.4X16 SS, 206.00 
SCREW STRDRV REC T8 2.4X18 SS, 206.00 
SCREW STRDRV REC T8 2.4X20 SS, 206.00 
SCREW STRDRV REC T8 2.4X22 SS, 206.00 
SCREW STRDRV REC T8 2.4X24 SS, 206.00 
SCREW STRDRV REC T8 2.4X26 SS, 206.00 
SCREW STRDRV REC T8 2.4X28 SS, 206.00 
SCREW STRDRV REC T8 2.4X30 SS, 206.00 
SCREW STRDRV REC T8 2.7X10 SS, 206.00 
SCREW STRDRV REC T8 2.7X12 SS, 206.00 
SCREW STRDRV REC T8 2.7X14 SS, 206.00 
SCREW STRDRV REC T8 2.7X34 SS, 206.00 
SCREW STRDRV REC T8 2.7X42 SS, 206.00 
SCREW STRDRV REC T8 2.7X8 SS, 206.00 
SCREW STRDRV VA LOK 2.7X38, 206.00 
SCREW STRDRV VA LOK 3.5X65MM, 206.00 
SCREW STRDRV VA LOK 3.5X70MM, 206.00 
SCREW STRDRV VA LOK 5X34MM, 620.00 
SCREW STRDRV VA LOK 5X36MM, 620.00 
SCREW STRDRV VA LOK 5X40MM, 620.00 
SCREW S-T-T 1.5D6, 206.00 
SCREW SUBTALAR CONICAL 8X14 TT, 206.00 
SCREW T2 ANKLE COMPRESSION, 620.00 
SCREW TAP CMF F/1.5MM, 206.00 
SCREW TAP CORT 3.5X140MM, 620.00 
SCREW TAPER 9X28MM, 206.00 
SCREW TI LK IMN 4.0X30MM ST, 620.00 
SCREW TI LK IMN 5.0X48MM ST, 620.00 
SCREW TIBIAL STEM EXTENSION, 206.00 
SCREW TITANIUM 1.3MM X 10MM, 206.00 
SCREW TITANIUM 1.3MM X 11MM, 206.00 
SCREW TITANIUM 1.3MM X 8MM, 206.00 
SCREW TITANIUM 1.3MM X 9MM, 206.00 
SCREW TITANIUM 1.5MM X 10MM, 206.00 
SCREW TITANIUM 1.5MM X 9MM, 206.00 
SCREW TREPHINE BROKEN 3.5MM, 620.00 
SCREW TREPHINE BROKEN 3MM, 620.00 
SCREW TREPHINE BROKEN 4.5MM, 620.00 
SCREW TROCHANTERIC 11MM ST," 1,010.00 "
SCREW TWIST OFF 2.0MM X 11MM, 620.00 
SCREW UN3 1.5X4 NEW HEAD SD, 206.00 
SCREW UN3 1.5X5 NEW HEAD SD, 206.00 
SCREW USFRANC 4.5 X 32MM," 2,751.00 "
SCREW VA HEXALOBE 3.5X12MM, 620.00 
SCREW VA LOCK STARDRIVE 2.4X12, 206.00 
SCREW VAR ANGLE 7.5MM L30, 206.00 
SCREW VAR ANGLE 7.5MM L35, 206.00 
SCREW VAR ANGLE 7.5MM L50, 206.00 
SCREW VAR ANGLE 7.5MM L60, 206.00 
SCREW VARIABLE 5.5X45MM," 1,010.00 "
SCREW VARIABLE 5.5X50MM," 1,010.00 "
SCREW VARIABLE BONE 4.0X10MM, 620.00 
SCREW VARIABLE BONE 4.0X12MM, 620.00 
SCREW VARIABLE BONE 4.0X14MM, 620.00 
SCREW VARIABLE BONE 4.0X16MM, 620.00 
SCREW VARIABLE BONE 4.0X18MM, 620.00 
SCREW VARIABLE BONE 4.5X10MM, 620.00 
SCREW VARIABLE BONE 4.5X12MM, 620.00 
SCREW VARIABLE BONE 4.5X14MM, 620.00 
SCREW VARIABLE BONE 4.5X16MM, 620.00 
SCREW VARIABLE BONE 4.5X18MM, 620.00 
SCREW VARIABLE NI-LOCK 4X14MM, 206.00 
SCREW VARIABLE NI-LOCK 4X16MM, 206.00 
SCREW VECTRA TI CERV 4X14MM, 206.00 
SCREW WASHER CANN 6.5MM SS, 206.00 
SCREW XCORE .012MM," 1,010.00 "
SCREW XTEND VA 4.2X16MM, 206.00 
SCREW XTEND VA 4.2X18MM, 206.00 
SCREW4.0MM X 30MM 5.5MM," 1,720.00 "
SCREWDRIVER HEX TIP 3.5MM, 206.00 
SCREWDRIVER SHAFT HEX F/2.5 SM, 206.00 
SCREWDRIVER SHAND 4.5X6.5MM, 206.00 
SCREWMULTI 4.0MM X 10MM L," 1,720.00 "
SCREWS 6.0MM X 190MM SCHANZ, 206.00 
SCREWS LK GLENOID BP 5X14MM, 206.00 
SEAL SAFETY INSTRUMENT, 206.00 
SEALANT COSEAL 8ML.," 2,633.35 "
SEALER AQUAMANTYS 2.3 BIPOLAR," 1,306.25 "
SEALER AQUAMANTYS 3.48MM," 1,512.50 "
SEALER AQUAMANTYS 8.7 ENDO," 1,786.13 "
SEALER BIPOLAR TISSUE 6.0," 1,306.25 "
SEALER DS3.5-C DISSECTING," 2,648.94 "
SEALER ENDOWRIST ONE VESSEL," 1,636.25 "
SEALER EPIDURAL VEIN," 1,719.44 "
SEALER G2 ARTC TISS ENSEAL," 1,336.69 "
SEALER LIGASURE CRV 18.8CM," 1,127.50 "
SEALER LIGASURE IMPACT 18CM," 1,733.74 "
SEALER LIGASURE LAP 37CM 5MM," 1,266.93 "
SEALER LIGASURE MARYLAND 23CM," 1,393.62 "
SEALER LIGASURE MARYLAND 37CM," 1,393.62 "
SEALER LIGASURE OPEN 5MM 23CM," 1,266.93 "
SEALER TISSUE ARTICULATE 5X35," 1,488.71 "
SEALER VES BPLR AQUAMANTYS 9.5," 1,416.25 "
SEALER VESSEL DAVINCI XI," 1,636.25 "
SEAMGUARD ESCHELON 60 MM ART, 448.25 
SEAMGUARD ESCHELON 60 MM., 448.25 
SEDIMENTATION RATE, 45.00 
SEE ITEM #104117, 206.00 
SEE ITEM 88502, 2.67 
SEE L#137015," 1,720.00 "
SEED LOADED C20 IN FLAT PACK, 52.25 
SEED LOADED C20 IN TPSII, 52.25 
SEGMENT METAPHYSEAL MD 21," 6,876.00 "
SEGMENT METAPHYSEAL XSM 21," 6,876.00 "
SEGMENT NECK STD HI OFFSET," 6,876.00 "
SEGMENT NECK STD LO OFFSET," 6,876.00 "
SEGMENT STEM FEM 15 X 165 MM," 4,470.00 "
SEL DEB =<20 SQ CM - PT, 486.00 
SEL DEB EA ADDL >20 SQ CM - PT, 486.00 
"SELF CARE/HOME MGT, 15MIN OT", 105.00 
SEMI TENDONOSIS," 2,751.00 "
SEMITENDINOSIS TENDON <26CM," 3,388.00 "
sennosides 8.6 mg tablet, 2.00 
sennosides 8.6 mg-docusate sodium 50 mg tablet, 2.00 
SENSITIVITY STUDIES, 44.00 
SENSITIVITY-MIC/BREAKPOINT, 104.00 
SENSOR CARDIOMEMS PA DEL SYS," 53,625.00 "
SENSOR DUAL FLEX STR 150CM, 206.00 
SENSOR FLEX ANG 035 3CM 150CM, 206.00 
SENSOR FLEX ANG 038 3CM 150CM, 206.00 
SENSOR FLEX STR 038 3CM 150CM, 206.00 
SENSOR FLOW, 252.59 
SENSOR INVOSE SMALL ADULT, 247.50 
SENSOR LNCS NEO NEONATAL, 206.00 
SENSOR PDTX LNCS PEDIATRIC, 206.00 
SENSOR RESTORE IPG," 39,876.00 "
SENSOR TIBIAL VERSA SZ C-D/3-4," 1,262.25 "
SENSOR TIBIAL VERSA SZ C-H/3-4," 1,262.25 "
SENSOR TIBIAL VERSA SZ C-H/5-6," 1,262.25 "
SENSOR TIBIAL VERSA SZ E-F/5-6," 1,262.25 "
SEPRAFILM BARRIER 3 X 2, 620.00 
sertraline 100 mg tablet, 2.01 
sertraline 25 mg tablet, 3.31 
sertraline 50 mg tablet, 3.54 
SET 24 IN GUIDEWIRE NON THREAD, 206.00 
SET ACCESS SUPRPUB 20FR12CM, 206.00 
SET BIOPSYASPIRATION BONE MAR, 453.75 
SET BONE CABLE SLEEVE 2X750MM," 1,010.00 "
SET BYRD SHEATH DILATOR SZ C, 624.25 
SET CABLE BONE SLEEVE 2MM, 620.00 
SET CASSETTE TUBE DW OUTFLOW, 110.00 
SET CATH HEMODIALYSIS 15.5FR, 620.00 
SET CATH HEMODIALYSIS 5.5FRX48, 206.00 
SET CATH MULTIPURPOSE DRAINAGE, 471.43 
SET CATH URTRL DIL 6F 5X4 W/IN, 554.70 
SET CATH URTRL DIL 6F 6X4 W/IN, 554.70 
SET CATH/STNT NEPH TAM BLN 14F, 487.08 
SET CATHETER HEMODIALYSIS 15.5, 413.00 
SET CEMENT (SCULP), 103.18 
SET CERTEX SYS CONN 3.5MM 40MM, 206.00 
SET CHOLANGIOGRAPHY ENDOSCOPIC, 144.46 
SET COOK COPE LOOP CATHETER, 206.00 
SET CYL PMP SET PENL PROS 14CM," 16,362.50 "
SET CYL PMP SET PENL PROS 16CM," 16,362.50 "
SET CYL PMP SET PENL PROS 18CM," 16,362.50 "
SET CYL PMP SET PENL PROS 20CM," 16,362.50 "
SET CYL PMP SET PENL PROS 22CM," 16,362.50 "
SET DEL MICROSPHERE YTTRIUM 90, 159.50 
SET DILATOR COAXIAL 4F, 206.00 
SET DILATOR RENAL, 620.00 
SET ENDOTRAC BLADE SYS DISP, 336.77 
SET EXT CATH GASTSTMY BOL 12IN, 26.43 
SET FLEXOR INTRODUCER 10FRX40, 206.00 
SET GASTRO FLOW 20 PULL, 199.38 
SET GUIDE BLOCK RESECTION," 2,832.50 "
SET INFLOW TUBE HYSTER, 392.15 
SET INSTR MENISCUS MENDER II, 308.00 
SET INTRO 12FR .038IN 15.5X20, 129.47 
SET INTRO CHOLANGIO 4FR 60CM, 261.25 
SET INTRO LDWIRE PERM 12FR, 206.00 
SET INTRO PERFRMR SHTH 16FR, 206.00 
SET INTRO PRM PM 3.35 .038 10F, 206.00 
SET INTRO PRM PM 3.73 .038 11F, 206.00 
SET INTRO SAFESHEATH 9FR 13CM, 206.00 
SET INTRODUCER DESILETHOFFMAN, 206.00 
SET INTRODUCER FLEXOR 6FR, 206.00 
SET INTRODUCER PERCUTANEOUS 6F, 206.00 
SET INTUBATION STENTUBE, 218.57 
SET IRR TUEB SMARTABLATE, 189.75 
SET JEJUNOSTOMY BARONE, 490.22 
SET MICPUNC ACC STIFF CANNULA, 206.00 
SET MICRO PUNCT 4FR/MPIS-401, 206.00 
SET MICROPUNCT 5FRMPIS-501, 206.00 
SET MICROPUNCTURE, 206.00 
SET MICROPUNCTURE 5FR 501NT, 206.00 
SET MICROPUNCTURE ECHO 4F, 206.00 
SET MICROPUNCTUREECHO STIFF, 206.00 
SET NEPH PERC 10FR 30CM, 486.78 
SET NERVE BLOCK 18X3.5 TOUHY, 63.09 
SET PANCREATIC STENT, 178.75 
SET PCP 3 FRENCH, 206.00 
SET PERCU TRACH INTRO BLUE," 1,088.48 "
SET PNEUMTHORAX(CHEST DRAIN), 620.00 
SET PREPERI DLYS SPIKE CONN, 206.00 
SET PRESSURE MNTR 2.5FR 2.5CM, 206.00 
SET PROCEDURE HTA PRO CERVA," 4,364.25 "
SET RADIAL ARTERY 22GX1-3/8IN, 27.12 
SET RADIAL ARTERY 3FR 5CM, 93.53 
SET RETRV IVC TULIP 6.3FR 80CM, 925.65 
SET RITLING LACRIMINAL INST., 209.00 
SET SCREW BONE SPINAL 6MM MAX, 206.00 
SET SCREW BONE SPINAL CROSS, 206.00 
SET SCREW BONE SPINAL S4C, 206.00 
SET SCREW DRILL /PAT/TEN GRFT, 679.80 
SET SCREW HORIZON SOLERA 5.5-6, 206.00 
SET SCREW SPINAL INNER NUT, 206.00 
SET SCREW SPINAL LOCKING, 206.00 
SET SHTH INTRO SUP ARW-FLX 9FR, 206.00 
SET SNARE RETRV NDL EYE 13X94," 3,300.00 "
SET SONAPET TUBING W/EXT, 728.53 
SET STENT PERCUFLEX 6F 24CM, 620.00 
SET STENT UNIVERSA FIRM URETER, 206.00 
SET THROMBECTOMY SPIROFLEX VG," 4,936.25 "
SET TRANSFER CAPD MINICAP 15CM, 153.53 
SET TRI-LUMEN FILTERED TUBE, 235.10 
SET TUBING COOL POINT IRR, 206.25 
SET TUBING EXT MIC-KEY FEED KI, 286.08 
SET TUBING HYSTOSCOPIC COLLECT, 197.51 
sevelamer HCl 800 mg tablet, 12.70 
SHAFT DRIVE SEAL 520MM STERILE, 54.81 
SHAFT FEMORAL, 206.00 
SHAFT FEMORAL FROZEN, 206.00 
SHAVER 90, 432.33 
SHAVER AGGRESSIVE 5.5, 123.75 
SHAVER AGGRESSIVE CUTTER 2.5, 123.75 
SHAVER BARREL BUR 12-FLUTE 4.0, 145.53 
SHAVER BUR PEAR 6MMX19CM, 449.46 
SHAVER FULL RADIUS 2.5MM, 123.75 
SHAVER RESECTOR 4.0, 137.78 
SHAVER RESECTOR CUTTER 5.0MM, 123.75 
SHAVER SUBCHONDRAL 1.5, 161.81 
SHAVER SYS 5.5 ULRAFRR, 294.25 
SHAVER TOMCAT 4.0, 137.78 
SHAVER ULTRAFFR 4.2MM, 294.25 
SHBG, 87.00 
SHEALTH PINNACLE 7FR 90CM, 206.00 
SHEAR CURVED HARMONIC SCALPEL, 914.98 
SHEAR ENDO MINI W/ UNIPOLAR DI, 550.00 
SHEAR ENDOSURGICAL COAG/CUTTIN, 848.40 
SHEARS ENDO 5MM W/ UNI TIP, 213.65 
SHEARS ENDO LAP DISP 5MM, 550.00 
SHEARS HARMONIC 36CM HD 1000I," 1,820.72 "
SHEARS HARMONIC 5CM 36CM," 1,400.55 "
SHEARS HARMONIC CRVD 9 CM," 1,370.13 "
SHEARS HARMONIC CURVED," 3,025.00 "
SHEARS HARMONIC SCALPEL CURVED, 907.82 
SHEARS HS LONG 5MM CURVED," 1,462.04 "
SHEATH 10/13 35CM, 206.00 
SHEATH 10F HAUSDORR-LOCK, 206.00 
SHEATH 10F PEEL AWAY, 206.00 
SHEATH 10FR, 206.00 
SHEATH 10FR 11CM BRITE TIP, 206.00 
SHEATH 10FR 13CM, 206.00 
SHEATH 10FR 23CM BRITE TIP, 206.00 
SHEATH 10FRX10CM INTRO VASC, 206.00 
SHEATH 11F HAUSDORF-LOCK, 206.00 
SHEATH 11FR 11CM BRITE TIP, 206.00 
SHEATH 12/14 ACCESS FORTE, 206.00 
SHEATH 120 DEGREE 5MM 22CM, 206.00 
SHEATH 12FR 12CM, 206.00 
SHEATH 25CM RO 5FR W/O WIRE, 206.00 
SHEATH 4F X 23CM, 206.00 
SHEATH 4FR 11CM, 206.00 
SHEATH 4FR TRANSRADIAL KIT, 206.00 
SHEATH 5FR (REPLACES 15-622)15, 206.00 
SHEATH 5FR 13CM, 206.00 
SHEATH 5FR 35CM, 206.00 
SHEATH 5FR 6CM, 206.00 
SHEATH 5FR OBTURATOR, 206.00 
SHEATH 6FR, 206.00 
SHEATH 6FR 11CM, 206.00 
SHEATH 6FR 23CM 5/PK, 206.00 
SHEATH 6FR 25CM W/O WIRE, 206.00 
SHEATH 6FR 35CM, 206.00 
SHEATH 6FR 40CM CROSSOVER, 206.00 
SHEATH 6FR 45CM ANL3, 206.00 
SHEATH 6FR 70CM, 206.00 
SHEATH 6FR RAABE, 206.00 
SHEATH 6FR X 25CM LENGTH, 206.00 
SHEATH 7F 6CM R/O, 206.00 
SHEATH 7F X 45 ANSEL, 206.00 
SHEATH 7FR, 206.00 
SHEATH 7FR 25CM, 620.00 
SHEATH 7FR 55CM ANSEL, 206.00 
SHEATH 7FR 6CM W/RADIOPAQUE, 206.00 
SHEATH 7FR 98CM, 206.00 
SHEATH 8FR, 206.00 
SHEATH 8FR 23CM, 206.00 
SHEATH 8FR 25CM, 206.00 
SHEATH 8FR 35CM, 206.00 
SHEATH 8FR 40CM CROSSOVER, 206.00 
SHEATH 8FR ANSEL 45CM, 206.00 
SHEATH 8FR MULLINS TRANS, 206.00 
SHEATH 8FR PEEL AWAY, 206.00 
SHEATH A/V ACESS/BUL TIP 8 ORG, 206.00 
SHEATH ACC HD 12/14 FRX36CM, 206.00 
SHEATH ACCESS 7116, 206.00 
SHEATH ACCESS FORTE XE 35CM, 206.00 
SHEATH AGA TORQVUE 10FR 80CM," 1,720.00 "
SHEATH AGA TORQVUE 12FR 80CM," 1,720.00 "
SHEATH AGA TORQVUE 5FR 60CM," 1,720.00 "
SHEATH AGA TORQVUE 6FR 60CM," 1,720.00 "
SHEATH AGA TORQVUE 7FR 80CM," 1,720.00 "
SHEATH AGA TORQVUE 8FR 60CM," 1,720.00 "
SHEATH AGA TORQVUE 8FR 80CM," 1,720.00 "
SHEATH AGA TORQVUE 9FR 80CM," 1,720.00 "
SHEATH AMPLATZ 30FR 30CM, 206.00 
SHEATH ANSEL 6FR 55 CM, 206.00 
SHEATH ANSEL 8F 55CM, 206.00 
SHEATH ANSEL FLEXOR 4FRX45CM, 206.00 
SHEATH ANSEL FLEXOR 5FRX45CM, 206.00 
SHEATH ATTAIN COMMAND, 620.00 
SHEATH AVANTI 4F 7.5CM PEDI, 206.00 
SHEATH AVANTI 4FR 23CM, 206.00 
SHEATH AVANTI 5FR .021, 206.00 
SHEATH AVANTI 6FR .014, 206.00 
SHEATH AXS INFINITY LS LNG 80," 1,010.00 "
SHEATH AXS INFINITY LS LNG 90," 1,010.00 "
SHEATH BRITE TIP 6FR 5.5CM, 206.00 
SHEATH BRITE TIP 6FR X 11CM, 206.00 
SHEATH BRITE TIP 7FR 23CM, 206.00 
SHEATH BRITE TIP 7FR 35CM, 206.00 
SHEATH BRITE TIP 7FR 5.5CM, 206.00 
SHEATH BRITE TIP 9F 35CM, 206.00 
SHEATH BYRD DILATOR PLOYPR 8.5, 624.25 
SHEATH BYRD DILATOR PTFE 8.5FR, 624.25 
SHEATH CHECK FLO 10FR/30CM, 206.00 
SHEATH CHECK FLO 11FR 13CM, 206.00 
SHEATH CHECK FLO 12FR/30CM, 206.00 
SHEATH CHECK FLO 14FR/30CM, 206.00 
SHEATH CHECK FLO 16FR/30CM, 206.00 
SHEATH CHECK FLO 18FRX40CM, 206.00 
SHEATH CHECK FLO 22FR 65CM," 1,010.00 "
SHEATH CHECK FLO INTRO 20FR," 1,010.00 "
SHEATH CHECK-FLO PERFORMER 8F, 206.00 
SHEATH CLN ENDOSCRB 4MM, 206.00 
SHEATH CPS DIRECT PL," 1,548.11 "
SHEATH CPS DIRECT PL 47CM," 1,720.00 "
SHEATH CPS DIRECT PL WIDE 47CM," 1,548.11 "
SHEATH CPS DIRECT PL X-WIDE," 1,548.11 "
SHEATH CURVED INNER FEMORAL, 602.25 
SHEATH CYSTO 17FR, 206.00 
SHEATH CYSTO 22FR," 1,720.00 "
SHEATH CYSTOSCOPE 5FRX22CM," 2,751.00 "
SHEATH CYSTOURETHROSCOPE 22.5F," 2,751.00 "
SHEATH DESTINATION 6F X 45CM, 206.00 
SHEATH DESTINATION 6F X 65CM, 206.00 
SHEATH DESTINATION 6FR 45CM, 206.00 
SHEATH DESTINATION 7F X 45CM, 206.00 
SHEATH DESTINATION 7F X 65CM, 206.00 
SHEATH DRYSEAL 18FR 33CM," 1,010.00 "
SHEATH DRYSEAL 26FRX65CM," 1,720.00 "
SHEATH ENDOWRIST 45MM, 206.00 
SHEATH FAST CATH 6FR 5CM, 206.00 
SHEATH FLEX ANSEL10FR 45CM, 206.00 
SHEATH FLEXCATH STEERABLE 12F," 2,750.00 "
SHEATH FLEXOR 12F 80CM, 206.00 
SHEATH FLEXOR 12FRX55CM, 206.00 
SHEATH FLEXOR 14/55CM, 206.00 
SHEATH FLEXOR 7FR 90CM RAABE, 206.00 
SHEATH FLEXOR ACCESS, 206.00 
SHEATH FLEXOR ANSEL 4FR 55CM, 206.00 
SHEATH FLEXOR ANSEL 4FR 70X35, 206.00 
SHEATH FLEXOR ANSEL 5FR 110CM, 206.00 
SHEATH FLEXOR ANSEL 5FR 70CM, 206.00 
SHEATH FLEXOR ANSEL 6F .035, 206.00 
SHEATH FLEXOR ANSEL 7FR 55CM, 206.00 
SHEATH FLEXOR ANSEL 8F 70CM, 206.00 
SHEATH FLEXOR RAABE 9FRX45CM, 206.00 
SHEATH FLEXOR RAABE 9FRX55CM, 206.00 
SHEATH FLEXOR RAABE GUIDE 55MM, 206.00 
SHEATH FLEXOR URETERAL 28CM, 206.00 
SHEATH FLEXOR URETERAL 35CM, 206.00 
SHEATH FLEXOR URETERAL 45CM, 206.00 
SHEATH FORTRESS 6F 100CM STR," 1,010.00 "
SHEATH FORTRESS STRAIGHT, 206.00 
SHEATH GLIDESHEATH SET 25CM 6F, 206.00 
SHEATH GRN SM 8MM VASC, 206.00 
SHEATH GUID ANSEL 6FRX55CM, 206.00 
SHEATH GUID FLEX 12FRX45CM, 206.00 
SHEATH GUIDE 5FR 55CM FLEXOR, 206.00 
SHEATH GUIDE ANSEL 7FX70CM, 206.00 
SHEATH GUIDE ANSEL FLEXOR 4X70, 206.00 
SHEATH GUIDING FLEXOR 6F 110CM, 206.00 
SHEATH GUIDING FLEXOR ANSEL, 206.00 
SHEATH HEMO 5FR 12CM, 206.00 
SHEATH HEMO 7FR, 206.00 
SHEATH HEMOSTASIS 10FR 12CM, 206.00 
SHEATH HEMOSTASIS 8.5FR, 206.00 
SHEATH HIGH FLEX ANSEL 6FR, 206.00 
SHEATH INTRO 10F LONG, 206.00 
SHEATH INTRO 25X2.5 CM 6FR, 620.00 
SHEATH INTRO 4F 0.038IN 45CM, 206.00 
SHEATH INTRO DIALEASE 6F ART 4, 206.00 
SHEATH INTRO DILATOR 17CM 6FR, 206.00 
SHEATH INTRO DILATOR 17CM 8FR, 206.00 
SHEATH INTRO FLEX 22X33CM," 1,010.00 "
SHEATH INTRO KIT 9F DUAL LUMEN, 206.00 
SHEATH INTRO PEEL AWAY 16X15.5, 206.00 
SHEATH INTRO PEELAWAY 8FR .038, 206.00 
SHEATH INTRO PINNACLE 6F 10CM, 206.00 
SHEATH INTRO PINNACLE 7F 10CM, 206.00 
SHEATH INTRO PNNACLE 11F .038X, 206.00 
SHEATH INTRO SUPER 5FRX7CM, 206.00 
SHEATH INTRO SUPER 6FRX7CM, 206.00 
SHEATH INTRO SUPER 8FRX11CM, 206.00 
SHEATH INTRO SUPER 8FRX6CM, 206.00 
SHEATH INTRO ULTIMUM 4ACT FR, 206.00 
SHEATH INTRO ULTIMUM 6ACT FR, 206.00 
SHEATH INTRO ULTIMUM 8ACT FR, 206.00 
SHEATH INTRO W/O GIDEWR 5F.035, 206.00 
SHEATH INTRODUCER 12FX28CM, 206.00 
SHEATH INTRODUCER 14FX28CM, 620.00 
SHEATH INTRODUCER 16FX28CM, 620.00 
SHEATH INTRODUCER 18FR 30CM, 206.00 
SHEATH INTRODUCER 20FX28CM, 620.00 
SHEATH INTRODUCER 4FR 11CM, 206.00 
SHEATH INTRODUCER 4FR PINNACLE, 206.00 
SHEATH INTRODUCER 5F 10CM, 206.00 
SHEATH INTRODUCER 5FR 10CM, 206.00 
SHEATH INTRODUCER 6FR 11CM, 206.00 
SHEATH INTRODUCER 7FR, 206.00 
SHEATH INTRODUCER 7FR 11CM, 206.00 
SHEATH INTRODUCER 7FR 30CM, 206.00 
SHEATH INTRODUCER 8FR 11CM, 206.00 
SHEATH INTRODUCER 9FR 11CM, 206.00 
SHEATH INTRODUCER BRITE 4X23, 206.00 
SHEATH INTRODUCER BRITE 5X23, 206.00 
SHEATH INTRODUCER BRITE 6X23, 206.00 
SHEATH INTRODUCER BRITE 8X23, 206.00 
SHEATH INTRODUCER CHECK-FLO, 620.00 
SHEATH ITV 6F 180 DEGREE CURVE," 1,720.00 "
SHEATH LENS CLN 4MM 0D A70940A, 206.00 
SHEATH LONG NEURON MAX 100CM," 1,010.00 "
SHEATH LONG NEURON MAX 90CM," 1,010.00 "
SHEATH MARKER W/GUIDE 4 X 6CM, 206.00 
SHEATH MENISCAL DART 15 ANG, 206.00 
SHEATH MENISCAL DART STR CANN, 206.00 
SHEATH MICRO XL 70CM, 620.00 
SHEATH MICRO XL 70CM VERTEBRAL, 620.00 
SHEATH MICROPUNCTURE PEDAL 4FR, 206.00 
SHEATH MULLINS 10FR, 206.00 
SHEATH MULLINS 11FR, 206.00 
SHEATH MULLINS 12FR W/O GUIDE, 206.00 
SHEATH MULLINS 14FR 85CM, 206.00 
SHEATH MULLINS PERFORMER 11FR, 206.00 
SHEATH NAV HD 12/14FR 46CM, 206.00 
SHEATH NAVIGATOR HD 11/13 36, 206.00 
SHEATH NAVIGATOR HD 11/13 46, 206.00 
SHEATH NAVIGATOR URETERAL, 620.00 
SHEATH NEPHROSTOMY 35X17CM, 206.00 
SHEATH OBTURATOR 6FR, 206.00 
SHEATH OUTER FOR A3551 27FR," 2,751.00 "
SHEATH PEEL AWAY 6FR, 206.00 
SHEATH PEEL-AWAY 12FR, 206.00 
SHEATH PENCIL NON ST HYFRECATO, 206.00 
SHEATH PINNACLE 6FR 25CM, 206.00 
SHEATH PINNACLE 6FR 45CM HS, 206.00 
