,CODE,NAME,LAKELAND,LAKELAND INPATIENT LABS,LAKELAND OUTPATIENT LABS,LAKELAND BLOOD BANK,LAKELAND REFERENCE LAB,LAKELAND RESPIRATORY THERAPY LAB,WATERVLIET,WATERVLIET INPATIENT LABS,WATERVLIET OUTPATIENT LABS,WATERVLIET BLOOD BANK
,HC6210002,HC ACCUSTICK II,$561.00 ,,,,,,,,,
,HC6210003,HC ADAPTER ASPIRA LUER,$89.00 ,,,,,,,,,
,HC6210004,HC ANGIO FLUSH COLLECT SYSTM,$750.00 ,,,,,,,,,
,HC6210005,HC ANGIO FLUSH COLLECTION BG,$142.00 ,,,,,,,,,
,HC6210007,HC AORTOGRAM CATHETER,$149.00 ,,,,,,,,,
,HC6210008,HC ARTERIAL NEEDLES,$70.00 ,,,,,,,,,
,HC6210009,HC BAG DECANTER II,$70.00 ,,,,,,,,,
,HC6210010,HC BALLOON ATLAS 12X4X75CM,"$2,315.00 ",,,,,,,,,
,HC6210011,HC BALLOON ATLAS 14X4X75CM,"$2,315.00 ",,,,,,,,,
,HC6210012,HC BALLOON CATH ULTRA DIA 120,"$2,169.00 ",,,,,,,,,
,HC6210013,HC BANANA PEEL SHEATH,$699.00 ,,,,,,,,,
,HC6210014,HC BILIARY DRAIN SET,$893.00 ,,,,,,,,,
,HC6210015,HC BILIARY TUBE,$691.00 ,,,,,,,,,
,HC6210017,HC CATH 4FR SLIPCATH BEACON,$711.00 ,,,,,,,,,
,HC6210018,HC CATH 5FR SLIPCATH BEACON,$257.00 ,,,,,,,,,
,HC6210019,HC CATH ALL PURPOSE DR 8.3FR,$691.00 ,,,,,,,,,
,HC6210020,HC CATH ALL PURPOSE DR 10.3FR,$691.00 ,,,,,,,,,
,HC6210021,HC CATH ANGIO JET DVX,"$7,413.00 ",,,,,,,,,
,HC6210022,HC CATH ANGIO JET XPEEDIOR6F,"$7,129.00 ",,,,,,,,,
,HC6210023,HC CATH BERNSTEIN,$78.00 ,,,,,,,,,
,HC6210024,HC CATH BLU MAX 75CM,"$2,144.00 ",,,,,,,,,
,HC6210025,HC CATH C2/C3 7FR,$250.00 ,,,,,,,,,
,HC6210026,HC CATH CEREBRAL HL,$141.00 ,,,,,,,,,
,HC6210027,HC CATH CEREBRAL VERT/DAVIS,$143.00 ,,,,,,,,,
,HC6210028,HC CATH CFP/RUC/PIG,$149.00 ,,,,,,,,,
,HC6210029,HC CATH CONNECTING TUBING,$139.00 ,,,,,,,,,
,HC6210030,HC CATH DRAINAGE FLEXIMA,$764.00 ,,,,,,,,,
,HC6210031,HC CATH FASTTRACKER-325 INF,"$2,355.00 ",,,,,,,,,
,HC6210032,HC CATH GLIDE,$704.00 ,,,,,,,,,
,HC6210033,HC CATH GUIDING PERIPH HS 6F,$761.00 ,,,,,,,,,
,HC6210034,HC CATH IMAGER 2,$286.00 ,,,,,,,,,
,HC6210035,HC CATH INFUSION ANGIO DYNAM,"$2,137.00 ",,,,,,,,,
,HC6210036,HC CATH INTRAPERITONEAL PERM,"$2,368.00 ",,,,,,,,,
,HC6210037,HC CATH INTRODUCER SET COPE,$757.00 ,,,,,,,,,
,HC6210038,HC CATH KUMPE 65CM,$251.00 ,,,,,,,,,
,HC6210039,HC CATH MACH 4,"$10,611.00 ",,,,,,,,,
,HC6210040,HC CATH MICRO RENEGADE 105CM,"$4,331.00 ",,,,,,,,,
,HC6210041,HC CATH MICRO RENEGADE 115 CM,"$4,331.00 ",,,,,,,,,
,HC6210042,HC CATH MICRO RENEGADE 135 CM,"$4,331.00 ",,,,,,,,,
,HC6210043,HC CATH OCCLUSION,$984.00 ,,,,,,,,,
,HC6210044,HC CATH PERCUFIX CUFF,$231.00 ,,,,,,,,,
,HC6210045,HC CATH PERIPH ANGIODYNAMICS,$254.00 ,,,,,,,,,
,HC6210046,HC CATH PERIPH CONQUEST,"$1,005.00 ",,,,,,,,,
,HC6210047,HC CATH PERMA 15.5 F X 20 CM,"$2,319.00 ",,,,,,,,,
,HC6210048,HC CATH PERMA DURAMAX,"$4,274.00 ",,,,,,,,,
,HC6210049,HC CATH PERMA HEMOSTREAM DIA,"$2,208.00 ",,,,,,,,,
,HC6210050,HC CATH PIC 70 CM/0,$153.00 ,,,,,,,,,
,HC6210051,HC CATH PIG 90 CM,$143.00 ,,,,,,,,,
,HC6210052,HC CATH PROGREAT 2.4F 130C,"$1,610.00 ",,,,,,,,,
,HC6210053,HC CATH PROGREAT 2.8F 110C,"$1,610.00 ",,,,,,,,,
,HC6210054,HC CATH PTA BALLOON 7X200 DAR,"$2,283.00 ",,,,,,,,,
,HC6210055,HC CATH PTA BALLOON DORADO,"$2,249.00 ",,,,,,,,,
,HC6210056,HC CATH PERIPH ARMADA,"$2,299.00 ",,,,,,,,,
,HC6210058,HC CATH RC1/RC2/WNBG,$152.00 ,,,,,,,,,
,HC6210059,HC CATH SET COOK INFUSION 65,$828.00 ,,,,,,,,,
,HC6210060,HC CATH SIM 1/2/3 100 CM,$251.00 ,,,,,,,,,
,HC6210061,HC CATH SIM 1/LEV1,$251.00 ,,,,,,,,,
,HC6210062,HC CATH SIZING OMNI FLUSH,"$2,128.00 ",,,,,,,,,
,HC6210063,HC CATH SOS OMNI SELECTIVE,$149.00 ,,,,,,,,,
,HC6210064,HC CATH VERT 125CM,$273.00 ,,,,,,,,,
,HC6210065,HC CATH VONSONENBERG SUMP,$950.00 ,,,,,,,,,
,HC6210066,HC CATH:HSG SILICONE BALLN,$247.00 ,,,,,,,,,
,HC6210067,HC CATH-C3,$250.00 ,,,,,,,,,
,HC6210068,HC CATHETER LEMAITRE 4F,$736.00 ,,,,,,,,,
,HC6210069,HC CATHETER: DRAINAGE,$146.00 ,,,,,,,,,
,HC6210070,HC CATHETER: YUEH COOK,$146.00 ,,,,,,,,,
,HC6210071,HC CATHETERS CEREBRAL COOK,$252.00 ,,,,,,,,,
,HC6210072,HC CATH-PIG-CSC,$813.00 ,,,,,,,,,
,HC6210073,HC CATH-RIM,$250.00 ,,,,,,,,,
,HC6210074,HC CATHSET COOK INFUSION 100,$833.00 ,,,,,,,,,
,HC6210075,HC CHECK FLO BALKIN,$752.00 ,,,,,,,,,
,HC6210076,HC SHEATH 14F X30MM,"$2,433.00 ",,,,,,,,,
,HC6210077,HC COIL VORTIX,$761.00 ,,,,,,,,,
,HC6210078,HC COIL:  EMBOLIZATION,$761.00 ,,,,,,,,,
,HC6210079,HC CONNECTING TUBES,$42.00 ,,,,,,,,,
,HC6210080,HC CONNECTOR TUBE,$139.00 ,,,,,,,,,
,HC6210081,HC CONNECTOR URETERAL CATH,$72.00 ,,,,,,,,,
,HC6210082,HC CONNECTOR Y TVOHY BURST,$136.00 ,,,,,,,,,
,HC6210083,HC COOK TORCAN CATH,$142.00 ,,,,,,,,,
,HC6210084,HC COOK-PERC NEPH KIT,$266.00 ,,,,,,,,,
,HC6210085,HC CORE BIOPSY NEEDLE,$157.00 ,,,,,,,,,
,HC6210086,HC COVER PULLUP ULTRASOUND48,$71.00 ,,,,,,,,,
,HC6210087,HC COVER SURGICAL PROBE 96,$76.00 ,,,,,,,,,
,HC6210088,HC C-SND-1807.0,$25.00 ,,,,,,,,,
,HC6210089,HC C-TSF-35-260-BH,$241.00 ,,,,,,,,,
,HC6210090,HC DEVICE BONE FILLER DIRECT,$810.00 ,,,,,,,,,
,HC6210092,HC DEVICE INFLATION DIGITAL,$588.03 ,,,,,,,,,
,HC6210094,HC DEVICE MULTI TORQUE,$70.00 ,,,,,,,,,
,HC6210095,HC DEVICE REVOLUTION CATH SE,$142.00 ,,,,,,,,,
,HC6210096,HC DEVICE SLIP-NOT,$74.00 ,,,,,,,,,
,HC6210098,HC ELECATH DRAIN KIT,$629.00 ,,,,,,,,,
,HC6210099,HC EMBOLIZATION PART LC BEAD,"$7,808.00 ",,,,,,,,,
,HC6210100,HC EMBOLIZATION PARTICLES,$795.00 ,,,,,,,,,
,HC6210101,HC ETCO2 SAMPLING KIT,$259.00 ,,,,,,,,,
,HC6210102,HC FILTER CELECT FEM,"$8,292.00 ",,,,,,,,,
,HC6210103,HC FILTER IVC OPTION,"$7,632.00 ",,,,,,,,,
,HC6210104,HC FILTERS C02,$131.00 ,,,,,,,,,
,HC6210107,HC FRED MILLER FEEDING TUBE,$257.00 ,,,,,,,,,
,HC6210108,HC GLIDE WIRE 35X260 ANGLED,$280.00 ,,,,,,,,,
,HC6210109,HC GLIDEWIRE 35X180 ANGLED,$693.00 ,,,,,,,,,
,HC6210110,HC GLIDEWIRE 35X180 SS,$693.00 ,,,,,,,,,
,HC6210111,HC GLIDEWIRE ANGLE STIFF 260,$288.00 ,,,,,,,,,
,HC6210112,HC GLIDEWIRE GT.018X180,$811.00 ,,,,,,,,,
,HC6210113,HC GLIDEWIRE-ADVANTAGE,$615.00 ,,,,,,,,,
,HC6210114,HC GLOVE RADION,$262.00 ,,,,,,,,,
,HC6210115,HC GLOW & TELL RULER TAPE,$140.00 ,,,,,,,,,
,HC6210116,HC GOLD SEED MARKER SET (3),$905.00 ,,,,,,,,,
,HC6210118,HC GUIDE WIRE 25-145,$134.00 ,,,,,,,,,
,HC6210120,HC GUIDE WIRE GRADUATE 180,$882.00 ,,,,,,,,,
,HC6210121,HC GUIDE WIRE GRADUATE 45,$778.00 ,,,,,,,,,
,HC6210122,HC GUIDE WIRE MT-46-151,$266.00 ,,,,,,,,,
,HC6210123,HC GLIDE WIRE MT-46-155,$266.00 ,,,,,,,,,
,HC6210124,HC GUIDELINES BEEKLEY,$74.00 ,,,,,,,,,
,HC6210125,HC GUIDEWIRE 35X150 TAPERED,$689.00 ,,,,,,,,,
,HC6210126,HC GUIDEWIRE AMPLATZ 80 CM,$249.00 ,,,,,,,,,
,HC6210127,HC GUIDEWIRE AMPLATZ 145,$257.00 ,,,,,,,,,
,HC6210128,HC GUIDEWIRE AMPLATZ 180,$418.00 ,,,,,,,,,
,HC6210129,HC GUIDEWIRE AMPLATZ 260,$438.00 ,,,,,,,,,
,HC6210130,HC GUIDEWIRE AMPLATZ EXTRA S,$267.00 ,,,,,,,,,
,HC6210131,HC GUIDEWIRE J-TIP 15.0,$139.00 ,,,,,,,,,
,HC6210132,HC GUIDEWIRE J-TIP 3.0,$139.00 ,,,,,,,,,
,HC6210133,HC GUIDEWIRE M.018X180,$897.00 ,,,,,,,,,
,HC6210134,HC GUIDEWIRE SCHNEIDER,$138.00 ,,,,,,,,,
,HC6210135,HC GUIDEWIRE STEEL CORE 18L,$753.00 ,,,,,,,,,
,HC6210136,HC GUIDEWIRE TAPER 22,$941.00 ,,,,,,,,,
,HC6210137,HC GUIDEWIRE-145-BH,$142.00 ,,,,,,,,,
,HC6210138,HC GUIDEWIRE-18-145,$246.00 ,,,,,,,,,
,HC6210139,HC GUIDEWIRE-18-260,$264.00 ,,,,,,,,,
,HC6210140,HC GUIDEWIRE-260,$146.00 ,,,,,,,,,
,HC6210141,HC GUIDEWIRE-BENTSON,$151.00 ,,,,,,,,,
,HC6210142,HC GUIDEWIRE-FATHOM 16 STEER,"$1,918.00 ",,,,,,,,,
,HC6210143,HC GUIDEWIRE-MOVABLE CORE ST,$146.00 ,,,,,,,,,
,HC6210144,HC GUIDEWIRE-ROADRUNNER,$271.00 ,,,,,,,,,
,HC6210146,HC GUIDEWIRE-ROSEN 180,$60.00 ,,,,,,,,,
,HC6210147,HC GUIDEWIRE-ROSEN 260,$60.00 ,,,,,,,,,
,HC6210148,HC GUIDEWIRE-THRUWAY .018,$506.00 ,,,,,,,,,
,HC6210149,HC GUIDWR COOK-LUND EXCHANGE,$253.00 ,,,,,,,,,
,HC6210150,HC INFLATION DEVICE-ENCORE,$721.00 ,,,,,,,,,
,HC6210154,HC INTRODUCER CELERO 12GAUGE,$143.00 ,,,,,,,,,
,HC6210156,HC KIT ASPIRA DRAIN,"$4,675.00 ",,,,,,,,,
,HC6210159,HC KIT HEMODIALYSIS REPAIR,$795.00 ,,,,,,,,,
,HC6210160,HC KIT MICROINTRODUCER PICC,$710.00 ,,,,,,,,,
,HC6210162,HC KIT: FIRST FRACTURE: KYPHO,"$11,980.00 ",,,,,,,,,
,HC6210163,HC KYPHX BONE BX DEVICE T-SP,$638.50 ,,,,,,,,,
,HC6210164,HC KYPHX BONE FILLER DEVICE,$559.00 ,,,,,,,,,
,HC6210165,HC KYPHX CURETTE 8MM,$891.00 ,,,,,,,,,
,HC6210167,HC MAMMOTOME CANISTER,$51.00 ,,,,,,,,,
,HC6210168,HC MAMMOTOME GUIDE NEEDLE,$71.00 ,,,,,,,,,
,HC6210169,HC MAMMOTOME PROBE,"$2,144.00 ",,,,,,,,,
,HC6210170,HC MAMMOTOME SITE MARKER,$685.00 ,,,,,,,,,
,HC6210171,HC MARKER BIOPSY CORMARK,$553.00 ,,,,,,,,,
,HC6210172,HC CELERO MARKER IDENTIFIER BX SITE,$846.00 ,,,,,,,,,
,HC6210173,HC MICRO COMPRESS BEAD BLOCK,$985.00 ,,,,,,,,,
,HC6210174,HC MICROCATHETER-RENEGADE HI,"$4,331.00 ",,,,,,,,,
,HC6210175,HC MOLNAR DISC,$48.00 ,,,,,,,,,
,HC6210176,HC NEEDLE ACCUSTICK,$130.00 ,,,,,,,,,
,HC6210177,HC NEEDLE ASPIRATION 25 GA,$50.00 ,,,,,,,,,
,HC6210178,HC NEEDLE BIOPSY EASY CORE,$265.00 ,,,,,,,,,
,HC6210179,HC NEEDLE BIOPSY FULL CORE,$280.00 ,,,,,,,,,
,HC6210180,HC NEEDLE BIOPSY KYPHON,$795.00 ,,,,,,,,,
,HC6210181,HC NEEDLE BIOPSY TEMNO,$713.00 ,,,,,,,,,
,HC6210182,HC NEEDLE BX ACHIEVE W/CX1L,$707.00 ,,,,,,,,,
,HC6210183,HC NEEDLE CELERO BX VAC ASSIST CORE,$993.00 ,,,,,,,,,
,HC6210184,HC NEEDLE COAXIAL INTRODUCER,$136.00 ,,,,,,,,,
,HC6210185,HC NEEDLE GUIDE ENOCAVITARY,$131.00 ,,,,,,,,,
,HC6210187,HC NEEDLE DISP TROCAR 18GA,$141.00 ,,,,,,,,,
,HC6210193,HC PATCH V+PAD HEMOSTASIS,$409.50 ,,,,,,,,,
,HC6210199,HC PLUG AMPLATZER,"$3,791.00 ",,,,,,,,,
,HC6210200,HC PNEUMOTHORAX SET COOK,$743.00 ,,,,,,,,,
,HC6210201,HC PORT POWERPORT,"$2,513.00 ",,,,,,,,,
,HC6210202,HC POWERLINE DUAL-LUMEN,"$2,350.00 ",,,,,,,,,
,HC6210203,HC POWERLINE SINGLE-LUMEN,"$2,304.00 ",,,,,,,,,
,HC6210204,HC TRAY BASIC BIOPSY W/O NEEDLE,$176.00 ,,,,,,,,,
,HC6210205,HC PROBE CRYOBLATION,"$5,610.00 ",,,,,,,,,
,HC6210206,HC PULMONARY CATHETER,$249.00 ,,,,,,,,,
,HC6210207,HC ROTATOR DRIVE OTW TREROTO,$888.00 ,,,,,,,,,
,HC6210209,HC SALPINGO CATHETER,$257.00 ,,,,,,,,,
,HC6210210,HC SCHON XL ACUTE DIALYSIS,$762.00 ,,,,,,,,,
,HC6210211,HC SET 7FR DOUBLE ACCESS SET,$290.00 ,,,,,,,,,
,HC6210212,HC SET AMPLATZ URETERL STENT,$837.00 ,,,,,,,,,
,HC6210213,HC SET CAREY-ALZATE-CO GASTR,"$2,494.00 ",,,,,,,,,
,HC6210215,HC SET INTRODUCER SWARTZ,$724.00 ,,,,,,,,,
,HC6210216,HC SET MALLINCKODT INST PERC,$884.00 ,,,,,,,,,
,HC6210217,HC SET MICROINTRODUCER,$154.00 ,,,,,,,,,
,HC6210220,HC SET-NEPHROSTOGRAM COOK,$827.00 ,,,,,,,,,
,HC6210221,HC SET-OVERHEAD IRRIGATION,$54.00 ,,,,,,,,,
,HC6210222,HC SHEATH 10 CM W/RADIOP MARK,$151.00 ,,,,,,,,,
,HC6210224,HC SHEATH 5 FR PTD 6 FR HF TRE,"$4,431.00 ",,,,,,,,,
,HC6210225,HC SHEATH 6 CM,$143.00 ,,,,,,,,,
,HC6210226,HC SHEATH 6 FR - 10 FR,$73.00 ,,,,,,,,,
,HC6210227,HC SHEATH GUIDE DESTINATION,$750.00 ,,,,,,,,,
,HC6210228,HC SHEATH OTW 7FR HF TREROTO,"$4,570.00 ",,,,,,,,,
,HC6210229,HC SHEATH OTW PTD 7FR TREROT,"$4,808.00 ",,,,,,,,,
,HC6210231,HC SHEATH PRELUDE,$141.00 ,,,,,,,,,
,HC6210232,HC SHEATH SHUTTLE SELECT 6 FR,$888.00 ,,,,,,,,,
,HC6210233,HC SNARE EN SNARE SYSTEM,"$2,189.00 ",,,,,,,,,
,HC6210234,HC SNARE GOOSENECK,"$2,195.00 ",,,,,,,,,
,HC6210235,HC SNARE INTRAVASC RETRIEVAL,"$2,266.00 ",,,,,,,,,
,HC6210236,HC SOL WATER FOR IRRIG 2000,$53.00 ,,,,,,,,,
,HC6210237,HC STENT ABSOLUTE,"$6,803.00 ",,,,,,,,,
,HC6210240,HC STENT FLUENCY PLUS TRACHE,"$10,056.00 ",,,,,,,,,
,HC6210242,HC STOPCOCK:  HIGH PRESS 1WAY,$73.00 ,,,,,,,,,
,HC6210243,HC SURGICAL CHLORAPREP 26 ML,$71.00 ,,,,,,,,,
,HC6210244,HC SYMPHONY STENT,"$7,117.00 ",,,,,,,,,
,HC6210245,HC SYRINGE INFLATION DIGITAL,$703.00 ,,,,,,,,,
,HC6210247,HC SYS RADIO FREQUENCY PROBE,"$7,015.00 ",,,,,,,,,
,HC6210249,HC TORQUE VISE,$73.00 ,,,,,,,,,
,HC6210250,HC TRAY ARTHROGRAM,$145.00 ,,,,,,,,,
,HC6210252,HC TRAY BIOPSY,$139.00 ,,,,,,,,,
,HC6210255,HC TRAY KYPHOPAK 15/21 1ST,"$11,060.00 ",,,,,,,,,
,HC6210261,HC TRAY MYELOGRAM,$153.00 ,,,,,,,,,
,HC6210262,HC TRAY PARACENTESIS QUICK T,$258.00 ,,,,,,,,,
,HC6210263,HC TRAY SPINAL LUMBAR PUNC A,$140.00 ,,,,,,,,,
,HC6210264,HC TRAY SPINAL PUNCTURE,$153.00 ,,,,,,,,,
,HC6210265,HC TRAY THORACENTESIS,$148.00 ,,,,,,,,,
,HC6210267,HC TRAY THORACENTESIS CARDIN,$271.00 ,,,,,,,,,
,HC6210268,HC TREROTOLA 5 FR PTD W/RDU,"$4,273.00 ",,,,,,,,,
,HC6210269,HC TREPOTOLA OTW 7F PTD W/RDU,"$4,388.00 ",,,,,,,,,
,HC6210270,HC TROCAR BEVEL TIP,"$6,970.00 ",,,,,,,,,
,HC6210271,HC TUBE:  NEPHROSTOMY FLEXIMA,$691.00 ,,,,,,,,,
,HC6210273,HC TUBING-MR INFUSION BYPASS,$758.00 ,,,,,,,,,
,HC6210274,HC TUOHY-BORST ADAPTORS,$130.00 ,,,,,,,,,
,HC6210275,HC URETERAL STENT SYSTEM,"$1,119.00 ",,,,,,,,,
,HC6210277,HC VENA CAVA FILTER,"$6,910.00 ",,,,,,,,,
,HC6210278,HC VENA CAVA FILTER-GRNFLD F,"$6,820.00 ",,,,,,,,,
,HC6210281,HC VESSEL DILATORS COOK,$72.00 ,,,,,,,,,
,HC6210282,HC VONN SON SUMP DRAIN,$759.00 ,,,,,,,,,
,HC6210283,HC VTC NEPHROSTOMY KIT,$872.00 ,,,,,,,,,
,HC6210284,HC WALLGRAFT STENT ENDOPROTH,"$10,276.00 ",,,,,,,,,
,HC6210285,HC WALLSTENT BILIARY,"$6,979.00 ",,,,,,,,,
,HC6210286,HC WALLSTENT ILIAC,"$6,915.00 ",,,,,,,,,
,HC6210287,HC WILSON WIRE GUIDE,$157.00 ,,,,,,,,,
,HC6210288,HC WIRE DUALOCK BREAST LESIO,$143.00 ,,,,,,,,,
,HC6210289,HC WIRE GUIDE 025X180,$142.00 ,,,,,,,,,
,HC6210290,HC WIRE GUIDE 025X260,$146.00 ,,,,,,,,,
,HC6210292,HC WIRE:  BREAST LOCALIZATION,$145.00 ,,,,,,,,,
,HC6210293,HC XPANDER INFLAT BONE TAMP,"$7,704.00 ",,,,,,,,,
,HC6210294,HC BRACHYTHERAPY NEEDLE HDR,$288.00 ,,,,,,,,,
,HC6210297,HC BRACHYTHERAPY CATHETERS,$130.00 ,,,,,,,,,
,HC6210298,HC BRACHYTHERAPY KIT,"$2,220.00 ",,,,,,,,,
,HC6210299,HC BRACHYTHERAPY NEEDLES,$141.00 ,,,,,,,,,
,HC6210300,HC BUTTONS,$5.00 ,,,,,,,,,
,HC6210301,HC STYLETTS,$81.00 ,,,,,,,,,
,HC6210302,HC TREROTOLA OTW 7F 120 CM,"$4,794.00 ",,,,,,,,,
,HC6210303,HC SHEATH DESTINATION 90 CM,$780.00 ,,,,,,,,,
,HC6210304,HC SHEATH DESTINATION 65 CM,$820.00 ,,,,,,,,,
,HC6210305,HC SHEATH 25 CM,$257.00 ,,,,,,,,,
,HC6210306,HC BALLOON FOXCROSS,$955.00 ,,,,,,,,,
,HC6210307,HC BALLOON FOX SV 80-120 CM,"$2,332.00 ",,,,,,,,,
,HC6210308,HC BALLOON FOX SV <80 CM,"$2,211.00 ",,,,,,,,,
,HC6210309,HC STENT FLUENCY,"$10,488.00 ",,,,,,,,,
,HC6210310,HC STENT FLARE,"$10,204.00 ",,,,,,,,,
,HC6210311,HC NO2 CARTRIDGES,$286.00 ,,,,,,,,,
,HC6210312,HC STENT-Z,"$3,721.00 ",,,,,,,,,
,HC6210313,HC INTRODUCER 2-STENT,$869.00 ,,,,,,,,,
,HC6210314,HC BALLOON CUTTING,"$4,664.00 ",,,,,,,,,
,HC6210315,HC CATH POLAR INFLATION UNIT,"$4,004.00 ",,,,,,,,,
,HC6210316,HC CATH POLAR 120 CM 20-60MM,"$3,509.00 ",,,,,,,,,
,HC6210317,HC CATH POLAR 135 CM 20-60 MM,"$3,791.00 ",,,,,,,,,
,HC6210318,HC CATH POLAR 135 CM 80-100 MM,"$3,650.00 ",,,,,,,,,
,HC6210319,HC CATH POLAR 150 CM 100 MM,"$3,934.00 ",,,,,,,,,
,HC6210320,HC POLAR 150 CM 150 MM,"$6,963.00 ",,,,,,,,,
,HC6210321,HC PROGLIDE,$970.00 ,,,,,,,,,
,HC6210322,HC ANGIO SEAL,$888.00 ,,,,,,,,,
,HC6210323,HC ANGIO JET SOLENT PROXI,"$7,503.00 ",,,,,,,,,
,HC6210324,HC DRAPE IOBAN 2-6650,$70.00 ,,,,,,,,,
,HC6210325,HC UNIT ROTATOR DRIVE 5FR TR,$784.00 ,,,,,,,,,
,HC6210326,HC KIT SNARE 6-10MM,"$1,893.00 ",,,,,,,,,
,HC6210327,HC GLIDEWIRE ADVANTAGE 180CM,$871.00 ,,,,,,,,,
,HC6210328,HC GLIDEWIRE ADVANTAGE 260CM,$902.00 ,,,,,,,,,
,HC6210329,HC STENT ZILVER,"$7,440.00 ",,,,,,,,,
,HC6210330,HC BALLOON ATB,$884.00 ,,,,,,,,,
,HC6210331,HC SET ANGIO FLUSH,$267.00 ,,,,,,,,,
,HC6210332,HC BAG ANGIO WASTE,$134.00 ,,,,,,,,,
,HC6210333,HC WIRE GLIDE .018 260C ANG,$734.00 ,,,,,,,,,
,HC6210334,HC CATH RENEGADE HI-FLO PRELOAD,"$4,625.00 ",,,,,,,,,
,HC6210335,HC BEAD CONTOUR SE 500-700,"$2,163.00 ",,,,,,,,,
,HC6210336,HC BEAD CONTOUR SE 700-900,"$2,163.00 ",,,,,,,,,
,HC6210337,HC ANGIOJET SOLENT OMNI,"$7,626.00 ",,,,,,,,,
,HC6210339,HC CATH BALLOON DIAMOND 135CM,$902.00 ,,,,,,,,,
,HC6210340,HC STENT ICAST 5 16,"$9,465.00 ",,,,,,,,,
,HC6210341,HC STENT ICAST 5 22,"$9,877.00 ",,,,,,,,,
,HC6210342,HC STENT ICAST 7 38,"$10,113.00 ",,,,,,,,,
,HC6210343,HC STENT ICAST 7 59,"$11,020.00 ",,,,,,,,,
,HC6210344,HC STENT ABSOLUT PRO,"$4,004.00 ",,,,,,,,,
,HC6210345,HC STENT OMNILINK,"$4,004.00 ",,,,,,,,,
,HC6210346,HC STENT XPERT 5X20 120 CM,"$7,440.00 ",,,,,,,,,
,HC6210347,HC STENT HERCULINK,"$4,897.00 ",,,,,,,,,
,HC6210348,HC CATH CLEARWAY INFUSION,"$4,678.00 ",,,,,,,,,
,HC6210349,HC TRAY KYPHO XPANDER II,"$12,135.00 ",,,,,,,,,
,HC6210350,HC SET MICRO PUNCTURE 4F,$252.00 ,,,,,,,,,
,HC6210351,HC FASTENER T SAFE-T-PEXY,$784.00 ,,,,,,,,,
,HC6210352,HC BALLOON MUSTANG 12X4X75,$940.00 ,,,,,,,,,
,HC6210354,HC CATH PRONTO 0.035,"$3,718.00 ",,,,,,,,,
,HC6210355,HC CATH PRONTO SHORT,$981.00 ,,,,,,,,,
,HC6210356,HC SET NEFF DRAW LOCKING,$782.00 ,,,,,,,,,
,HC6210357,HC WIRE GUIDE MOVEABLE CORE,$136.00 ,,,,,,,,,
,HC6210358,HC WIRE GLIDE GT DBL ANGLE,$799.00 ,,,,,,,,,
,HC6210359,HC CATH SELECTIVE LEV I 65 CM,$139.00 ,,,,,,,,,
,HC6210360,HC CATH SELECTIVE RVC 90 CM,$145.00 ,,,,,,,,,
,HC6210361,HC KIT ASPIRA REPAIR,$126.00 ,,,,,,,,,
,HC6210362,HC KIT ASPIRA PLEURAL,"$4,675.00 ",,,,,,,,,
,HC6210363,HC KIT ASPIRA PERITONEAL,"$4,675.00 ",,,,,,,,,
,HC6210364,HC CONNECTOR ASPIRA SUCTION,$136.00 ,,,,,,,,,
,HC6210365,HC ADAPTER ASPIRA LUER,$136.00 ,,,,,,,,,
,HC6210366,HC BALLOON CLEARWAY 6X50X140,"$3,904.00 ",,,,,,,,,
,HC6210367,HC SHEATH BANANA PEEL COOK,$711.00 ,,,,,,,,,
,HC6210368,HC CATH SELECTIVE MIKAELSON,$135.00 ,,,,,,,,,
,HC6210369,HC WIRE GUIDE ROSEN 180 CM AD,$141.00 ,,,,,,,,,
,HC6210370,HC FORCEPS VASCULAR RETRIEVAL,"$3,400.00 ",,,,,,,,,
,HC6210371,HC CATH XL 7F PIGTAIL,"$2,269.00 ",,,,,,,,,
,HC6210372,HC CATH XL 7F STRAIGHT,"$2,269.00 ",,,,,,,,,
,HC6210373,HC KIT CEMENT XPEDE,"$2,236.00 ",,,,,,,,,
,HC6210374,HC MIXER KYPHON,$741.00 ,,,,,,,,,
,HC6210375,HC CEMENT HA,"$2,194.00 ",,,,,,,,,
,HC6210376,HC FILTER RETRIEVAL,"$2,158.00 ",,,,,,,,,
,HC6210377,HC WIRE GUIDE BIG J,$133.00 ,,,,,,,,,
,HC6210378,HC WIRE GLIDE .025 X 150 CM,$687.00 ,,,,,,,,,
,HC6210379,HC WIRE GLIDE .025 X 180 CM,$705.00 ,,,,,,,,,
,HC6210380,HC WIRE GLIDE .025 X 260 CM,$710.00 ,,,,,,,,,
,HC6210382,HC BALLOON XL 16X4X120,"$2,309.00 ",,,,,,,,,
,HC6210383,HC COIL NESTER,$759.00 ,,,,,,,,,
,HC6210384,HC STENT WALL FLEX,"$7,683.00 ",,,,,,,,,
,HC6210385,HC COIL TORNADO 0.018,$784.00 ,,,,,,,,,
,HC6210386,HC COIL NESTER 0.035,$774.00 ,,,,,,,,,
,HC6210387,HC CATH GLIDE 4F,$279.00 ,,,,,,,,,
,HC6210388,HC BEAD EMBOSPHERE,"$2,130.00 ",,,,,,,,,
,HC6210389,HC BONE BIOPSY AVAMAX 13 GAUGE,$914.00 ,,,,,,,,,
