SERVICE CATEGORY,DESCRIPTION,CHARGE,DOSE,STATE OF OHIO REQUIREMENT
Pulmonary/Respiratory Services,HC VENTILATOR INIT DAY,"$1,604.00 ",,X
Pulmonary/Respiratory Services,HC VENTILATOR SUBQ DAY,$923.00 ,,
Radiation Therapy,HC DOSIMETRY SPECIAL,$764.00 ,,
Radiation Therapy,"HC HDR INTERSTITIAL OR INTRACAVITAR 1 CHANNEL, INCL DOSIMETRY","$7,105.00 ",,
Radiation Therapy,"HC HDR INTERSTITIAL OR INTRACAVITARY, >12 CHANNELS, INCL DOSIMETRY","$7,105.00 ",,
Radiation Therapy,"HC HDR INTERSTITIAL OR INTRACAVITARY, 2-12 CHANNELS, INCL DOSIMETRY","$7,105.00 ",,
Radiation Therapy,HC IMRT COMPLEX INCL IMAGE GUIDANCE,"$2,858.00 ",,
Radiation Therapy,HC IMRT PLANNING,"$14,240.00 ",,
Radiation Therapy,HC IMRT SIMPLE INCL IMAGE GUIDANCE,"$2,858.00 ",,
Radiation Therapy,HC INTERSTITIAL RADIATION SOURCE APPLICATION COMPLEX,"$3,424.00 ",,
Radiation Therapy,HC ISODOSE BRACHY COMPLEX INCL DOSIM,"$5,898.00 ",,
Radiation Therapy,HC ISODOSE BRACHY INTERM INCL DOSIM,"$5,898.00 ",,
Radiation Therapy,HC ISODOSE BRACHY SIMPLE INCL DOSIM,"$3,383.00 ",,
Radiation Therapy,HC MEDICAL PHYSICS CONSULT CONTINUING,"$1,714.00 ",,
Radiation Therapy,HC MEDICAL PHYSICS SPECIAL CONSULTATION,"$2,236.00 ",,
Radiation Therapy,HC MLC IMRT DEVICE DESGN AND CNSTRCT,"$1,205.00 ",,
Radiation Therapy,HC RAD TRT GUIDANCE INCL INTRAFRACTION,"$1,170.00 ",,
Radiation Therapy,HC RADIATION DOSIMETRY BASIC,"$1,954.00 ",,
Radiation Therapy,HC RADIATION TRTMNT DELIVERY INTERMED,"$1,292.00 ",,
Radiation Therapy,HC RADIATION TRTMNT DELIVERY SIMPLE,"$1,316.00 ",,
Radiation Therapy,HC RADIATION TRTMNT DELIVERY; COMPLEX,"$1,443.00 ",,
Radiation Therapy,HC RESP MOTION MGMT SIMULATION,"$2,928.00 ",,
Radiation Therapy,HC SPECIAL TELETHERAPY PORT PLAN,"$5,463.00 ",,
Radiation Therapy,HC SPECIAL TREATMENT PROCEDURE,"$2,983.00 ",,
Radiation Therapy,HC STEREOTACTIC RADIOSURGERY,"$5,080.00 ",,
Radiation Therapy,HC STEREOTACTIC RADIOTX 1-5 SOURCES,"$3,483.00 ",,
Radiation Therapy,HC TELE ISODOSE PLAN COMPLEX INCL DOSIM,"$9,301.00 ",,
Radiation Therapy,HC TELE ISODOSE PLAN SIMPLE INCL DOSIM,"$7,557.00 ",,
Radiation Therapy,HC THERAPEUTIC RADIATION SIMULATION 3D,"$5,513.00 ",,
Radiation Therapy,HC THERAPEUTIC RADIATION SIMULATION COMPLEX,"$4,224.00 ",,
Radiation Therapy,HC THERAPEUTIC RADIATION SIMULATION INTERMEDIATE,"$2,040.00 ",,
Radiation Therapy,HC THERAPEUTIC RADIATION SIMULATION SIMPLE,"$1,142.00 ",,
Radiation Therapy,HC THERAPEUTIC RADIOLOGY PORT FILM(S),$592.00 ,,
Radiation Therapy,HC TREATMENT DEVICES DESGN AND CNSTRCT COMPLEX,"$1,243.00 ",,
Radiation Therapy,HC TREATMENT DEVICES DESGN AND CNSTRCT INTERMEDIATE,"$1,220.00 ",,
Radiation Therapy,HC TREATMENT DEVICES DESGN AND CNSTRCT SIMPLE,"$1,243.00 ",,
Radiation Therapy,HC UNLISTED PROCEDURE CLINICAL BRACHYTHERAPY,"$1,127.00 ",,
Respiratory procedures,HC BIOPSY LUNG PERCUTANEOUS,"$4,995.00 ",,
Respiratory procedures,HC BIOPSY PLEURA PERCUTANEOUS NEEDLE,"$1,731.00 ",,
Respiratory procedures,HC BRONCHOSCOPY,"$2,983.00 ",,
Respiratory procedures,HC BRONCHOSCOPY  W STENT EA ADDL,$813.00 ,,
Respiratory procedures,HC BRONCHOSCOPY ENDOBRONCHIAL US 1-2 NODES,"$6,686.00 ",,
Respiratory procedures,HC BRONCHOSCOPY ENDOBRONCHIAL US 3 OR MORE NODES,"$9,934.00 ",,
Respiratory procedures,HC BRONCHOSCOPY THROUGH TRACHEOSTOMY,"$3,095.00 ",,
Respiratory procedures,HC BRONCHOSCOPY W ALVEOLAR LAVAGE,"$3,296.00 ",,
Respiratory procedures,HC BRONCHOSCOPY W BIOPSY,"$3,840.00 ",,
Respiratory procedures,HC BRONCHOSCOPY W COMPUTER ASSIST NAV,"$4,539.00 ",,
Respiratory procedures,HC BRONCHOSCOPY W DESTRUCTION OF TUMOR,"$2,988.00 ",,
Respiratory procedures,HC BRONCHOSCOPY W DILATION OR FX REPAIR,"$31,552.00 ",,
Respiratory procedures,HC BRONCHOSCOPY W EBUS W INTVJ PERIPH LESIONS,"$3,605.00 ",,
Respiratory procedures,HC BRONCHOSCOPY W EXCISION OF TUMOR,"$1,719.00 ",,
Respiratory procedures,HC BRONCHOSCOPY W INSERT BRONCH VALVES ADDL,"$3,987.00 ",,
Respiratory procedures,HC BRONCHOSCOPY W INSERT BRONCH VALVES INI,"$3,987.00 ",,
Respiratory procedures,HC BRONCHOSCOPY W INSERT BRONCHIAL STENT,"$3,737.00 ",,
Respiratory procedures,HC BRONCHOSCOPY W INSERT FIDUCIAL MARKERS,"$4,539.00 ",,
Respiratory procedures,HC BRONCHOSCOPY W INSERT TRACHIAL STENT,"$4,758.00 ",,
Respiratory procedures,HC BRONCHOSCOPY W LUNG BIOPSY EA ADDL LOBE,"$1,960.00 ",,
Respiratory procedures,HC BRONCHOSCOPY W NEEDLE BX EA ADDL LOBE,"$3,247.00 ",,
Respiratory procedures,HC BRONCHOSCOPY W PLCMNT RADIATION CATH,"$3,400.00 ",,
Respiratory procedures,HC BRONCHOSCOPY W REM BRONCH VALVES ADDL,"$2,868.00 ",,
Respiratory procedures,HC BRONCHOSCOPY W REM BRONCH VALVES INI,"$3,885.00 ",,
Respiratory procedures,HC BRONCHOSCOPY W REMOVAL FOREIGN BODY,"$4,414.00 ",,
Respiratory procedures,HC BRONCHOSCOPY W STENT REVISION,"$2,751.00 ",,
Respiratory procedures,HC BRONCHOSCOPY W THERAP ASP OF TRACH INI,$497.00 ,,
Respiratory procedures,HC BRONCHOSCOPY W THERAP ASP OF TRACH SUB,$492.00 ,,
Respiratory procedures,HC BRONCHOSCOPY W TRANSBRONCH LUNG BX,"$1,963.00 ",,
Respiratory procedures,HC BRONCHOSCOPY W TRANSBRONCH NEEDLE ASP,"$3,140.00 ",,
Respiratory procedures,HC BRONCHOSCOPY WITH BRUSHING,"$4,252.00 ",,
Respiratory procedures,HC CHEMICAL PLEURODESIS,$914.00 ,,
Respiratory procedures,HC CONTROL NOSEBLEED COMPLEX,$646.00 ,,
Respiratory procedures,HC CONTROL NOSEBLEED SIMPLE,$444.00 ,,
Respiratory procedures,HC CRYOABLATION PULM TUMOR UNILAT W IMG,$648.00 ,,
Respiratory procedures,HC INSERT TUNNELED PLEURAL CATHETER,"$4,937.00 ",,
Respiratory procedures,HC INSTILLATION VIA CHEST TUBE/CATH FIBRINOLYSIS INITIAL,$906.00 ,,
Respiratory procedures,HC INTUBATION ENDOTRACHEAL,$682.00 ,,
Respiratory procedures,HC LARYNGOSCOPY FIBEROPTIC,$568.00 ,,
Respiratory procedures,HC LARYNGSCPY INDIRECT DIAGNOS,$568.00 ,,
Respiratory procedures,HC NASAL ENDOSCOPY WITH MAXILLARY SINUSOSCOPY,"$1,369.00 ",,
Respiratory procedures,HC PERC PLEURAL DRNGE W INS CATHETER W IMG,"$3,537.00 ",,
Respiratory procedures,HC PERC PLEURAL DRNGE W INS CATHETER WO IMG,$785.00 ,,
Respiratory procedures,HC REMOVAL FOREIGN BODY NASAL,$239.00 ,,
Respiratory procedures,HC REMOVE TUNNELED PLEURAL CATH W CUFF,"$1,525.00 ",,
Respiratory procedures,HC RF ABLATION PULM TUMOR UNILAT W IMG,"$21,508.00 ",,
Respiratory procedures,HC ST LARYNGOSCOPY WITH STROBOSCOPY,"$1,369.00 ",,
Respiratory procedures,HC THORACENTESIS W IMAGING,"$2,421.00 ",,
Respiratory procedures,HC THORACENTESIS WO IMAGING,"$2,342.00 ",,
Respiratory procedures,HC THORACOSTOMY TUBE OPEN,$950.00 ,,
Respiratory Procedures,HC THORACOTOMY,$305.00 ,,
Respiratory procedures,HC TRACH EMER PROC TRAN STRAC,"$1,401.00 ",,
Respiratory procedures,HC TRACHEOSTOMY PLANNED,"$1,374.00 ",,
Respiratory procedures,HC TRACHEOTOMY CRICOTHYROIDOTOMY,"$1,414.00 ",,
Room and Board,HC ROOM AND BED CCU,"$3,624.00 ",,X
Room and Board,HC ROOM AND BED ICU,"$3,624.00 ",,X
Room and Board,HC ROOM AND BED INTERMEDIATE,"$2,273.00 ",,X
Room and Board,HC ROOM AND BED NURSERY GENERAL,"$1,782.00 ",,X
Room and Board,HC ROOM AND BED PRIVATE MED SURG OR GYN,"$1,782.00 ",,X
Room and Board,HC ROOM AND BED PRIVATE OB,"$1,782.00 ",,X
Room and Board,HC ROOM AND BED PRIVATE PSYCH,"$2,027.00 ",,X
Room and Board,HC ROOM AND BED SEMI PRIVATE MED SURG OR GYN,"$1,782.00 ",,X
Room and Board,HC ROOM AND BED SEMI PRIVATE OB,"$1,782.00 ",,X
Room and Board,HC ROOM AND BED SEMI PRIVATE PSYCH,"$2,027.00 ",,X
Room and Board,HC SPECIAL CARE NURSERY LEVEL 2,"$3,071.00 ",,X
Skin Procedures,HC AVULSION NAIL PLATE EACH ADDL,$186.00 ,,
Skin Procedures,HC AVULSION NAIL PLATE SINGLE,$312.00 ,,
Skin Procedures,HC CAUTERIZE TISSUE CHEMICAL,$160.00 ,,
Skin Procedures,HC DEBR BONE <=20 SQ CM,$408.00 ,,
Skin Procedures,HC DEBR BONE ADDL 20 SQ CM,$223.00 ,,
Skin Procedures,HC DEBR MUSCLE FASCIA <=20 SQ CM,$303.00 ,,
Skin Procedures,HC DEBR MUSCLE FASCIA ADDL 20SQ CM,$198.00 ,,
Skin Procedures,HC DEBR NAILS 6 OR MORE,$582.00 ,,
Skin Procedures,HC DEBR NAILS UP TO 5,$377.00 ,,
Skin Procedures,HC DEBR SKIN UP TO 10% BODY SURFACE,$214.00 ,,
Skin Procedures,HC DEBR SUBQ TISSUE <=20 SQ CM,$328.00 ,,
Skin Procedures,HC DEBR SUBQ TISSUE ADD 20SQ CM,$197.00 ,,
Skin Procedures,HC DEBRIDE SKIN AT FX SITE,$722.00 ,,
Skin Procedures,HC DESTRUCTION FLAT WARTS <15,"$1,393.00 ",,
Skin Procedures,HC DRESS OR DEBR BURN WO ANES LARGE,$510.00 ,,
Skin Procedures,HC DRESS OR DEBR BURN WO ANES MEDIUM,$473.00 ,,
Skin Procedures,HC DRESS OR DEBR BURN WO ANES SMALL,$194.00 ,,
Skin Procedures,HC EVACUATION SUBUNGUAL HEMATOMA,$311.00 ,,
Skin Procedures,HC EXC BEN LESION S N H F G 1.1-2CM,"$2,026.00 ",,
Skin Procedures,HC EXC BNG LSN MRGS 1.1-2.0 CM,$838.00 ,,
Skin Procedures,HC EXC MALIGNANT LES FACE 2.1-3.0 CM,"$2,065.00 ",,
Skin Procedures,HC EXCISE BENIGN LESION FACE,"$1,258.00 ",,
Skin Procedures,HC EXCISE BENIGN LESION FACE 1.1-2CM,"$2,026.00 ",,
Skin Procedures,HC EXCISE BENIGN LESION S N H F G,"$1,258.00 ",,
Skin Procedures,HC EXCISE BENIGN LESION TAL,"$1,462.00 ",,
Skin Procedures,HC EXCISION NAIL AND MATRIX,$470.00 ,,
Skin Procedures,HC EXCISION NAIL FOLD TOE,$417.00 ,,
Skin Procedures,HC FINE NEEDLE ASP BIOPSY W CT 1ST LESION,"$5,655.00 ",,
Skin Procedures,HC FINE NEEDLE ASP BIOPSY W CT EA ADDL LESION,"$2,125.00 ",,
Skin Procedures,HC FINE NEEDLE ASP BIOPSY W FLUORO 1ST LESION,"$3,536.00 ",,
Skin Procedures,HC FINE NEEDLE ASP BIOPSY W FLUORO EA ADDL LESION,"$2,125.00 ",,
Skin Procedures,HC FINE NEEDLE ASP BIOPSY W ULTRASOUND 1ST LESION,"$2,942.00 ",,
Skin Procedures,HC FINE NEEDLE ASP BIOPSY W ULTRASOUND EA ADDL LESION,"$2,125.00 ",,
Skin Procedures,HC FINE NEEDLE ASP BIOPSY WO IMG 1ST LESION,$439.00 ,,
Skin Procedures,HC FINE NEEDLE ASP BIOPSY WO IMG EA ADDL LESION,$164.00 ,,
Skin Procedures,HC HIGH COST  APPLIC SS TAL 1ST 25 UP TO 100 SQ CM,$453.00 ,,
Skin Procedures,HC HIGH COST APPLIC SS HHFG 1ST 100=>100SQ CM,$758.00 ,,
Skin Procedures,HC HIGH COST APPLIC SS HHFG 1ST 25 UP TO 100 SQCM,$458.00 ,,
Skin Procedures,HC HIGH COST APPLIC SS HHFG ADDL 100=>100SQ CM,$639.00 ,,
Skin Procedures,HC HIGH COST APPLIC SS HHFG ADDL 25 UP TO 100 SQCM,$539.00 ,,
Skin Procedures,HC HIGH COST APPLIC SS TAL 1ST 100SQ CM MORE THAN 100SQ CM,$578.00 ,,
Skin Procedures,HC HIGH COST APPLIC SS TAL ADDL 100 SQ CM,$639.00 ,,
Skin Procedures,HC HIGH COST APPLIC SS TAL ADDL 25 UP TO 100 SQ CM,$480.00 ,,
Skin Procedures,HC I AND D ABSCESS COMPLICATED,$714.00 ,,
Skin Procedures,HC I AND D ABSCESS SIMPLE,$323.00 ,,
Skin Procedures,HC I AND D FB SUBQ COMPLICATED,$723.00 ,,
Skin Procedures,HC I AND D FB SUBQ SIMPLE,$490.00 ,,
Skin Procedures,HC I AND D HEMATOMA SEROMA FLUID,"$2,377.00 ",,
Skin Procedures,HC I AND D PILONIDAL CYST SIMPLE,$475.00 ,,
Skin Procedures,HC I AND D POST OP INFECTION COMP,"$5,944.00 ",,
Skin Procedures,HC IMG GUIDE FLUID COLL DRNG BY CATH SOFT TISSUE PERC,$555.00 ,,
Skin Procedures,HC INCISIONAL BIOPSY OF SKIN EACH ADDITIONAL ,$121.00 ,,
Skin Procedures,HC INCISIONAL BIOPSY OF SKIN SINGLE LESION,$224.00 ,,
Skin Procedures,HC INSERTION CONTRACEPTIVE CAPSULE,$795.00 ,,
Skin Procedures,HC LAC REPAIR COMPLEX,$895.00 ,,
Skin Procedures,HC LAC REPAIR EA ADDL 5CM OR LESS COMPLEX,$227.00 ,,
Skin Procedures,HC LAC REPAIR INTERMEDIATE,$465.00 ,,
Skin Procedures,HC LAC REPAIR SIMPLE,$310.00 ,,
Skin Procedures,HC LOW COST APPL SG HHFG TO 100 CM 1ST 25 CM,$639.00 ,,
Skin Procedures,HC LOW COST APPL SG HHFG TO 100 CM EA ADDL 25 CM,$337.00 ,,
Skin Procedures,HC LOW COST APPL SG TRNK ARM LEG 100CM OR MORE 1ST 100 CM,$578.00 ,,
Skin Procedures,HC LOW COST APPL SG TRNK ARM LEG 100CM OR MORE ADD 100 CM,$639.00 ,,
Skin Procedures,HC LOW COST APPL SG TRNK ARMS LEGS 100 CM; EA ADD 25 CM,$337.00 ,,
Skin Procedures,HC LOW COST APPL SKN GRFT TRUNK ARM LEG 100 CM 1ST 25 CM,$444.00 ,,
Skin Procedures,HC PLACE SOFT TISSUE LOCALIZATION DEVICE W IMG 1ST LESION,$267.00 ,,
Skin Procedures,HC PLACE SOFT TISSUE LOCALIZATION DEVICE W IMG EA ADDT LESION,$164.00 ,,
Skin Procedures,HC PUNCH BIOPSY SKIN EA SEP/ADDL,$121.00 ,,
Skin Procedures,HC PUNCH BIOPSY SKIN SINGLE LESION,$224.00 ,,
Skin Procedures,HC PUNCTURE ASPIRATION OF CYST,$660.00 ,,
Skin Procedures,HC REMOVAL CONTRACEPTIVE CAPSULE,$795.00 ,,
Skin Procedures,HC REPAIR NAIL BED,$323.00 ,,
Skin Procedures,HC SECONDARY CLOSURE SURG WOUND,$677.00 ,,
Skin Procedures,HC SHAVE EPIDERMAL DERMAL LESION,$402.00 ,,
Skin Procedures,HC TANGENTIAL BIOPSY SKIN EA SEP/ADDL,$121.00 ,,
Skin Procedures,HC TANGENTIAL BIOPSY SKIN SINGLE LES,$224.00 ,,
Skin Procedures,HC TREATMENT BURN INITIAL,$456.00 ,,
Skin Procedures,HC TRIM OF NONDYSTROPHIC NAILS,$65.00 ,,
Skin Procedures,HC TRIM SKIN LESIONS >4,$412.00 ,,
Skin Procedures,HC TRIM SKIN LESIONS 2-4,$112.00 ,,
Skin Procedures,HC TRIMMING OF SKIN LESION,$94.00 ,,
Skin Procedures,HC UNLISTED PROCEDURE SKIN OR TISSUE,$964.00 ,,
Skin Substitute,HC AFFINITY 2.25CM PER SQ CM,$293.00 ,,
Skin Substitute,HC AFFINITY 6.25 CM PR SQ CM,$76.00 ,,
Skin Substitute,HC APLIGRAF PER SQ CM,$101.00 ,,
Skin Substitute,HC DERMAGRAFT PER SQ CM,$136.00 ,,
Skin Substitute,HC EPIFIX 1.4 PER SQ CM DISK,$531.00 ,,
Skin Substitute,HC EPIFIX 2 SQ CM DISK,$496.00 ,,
Skin Substitute,HC EPIFIX 2X2 PER SQ CM,$890.00 ,,
Skin Substitute,HC EPIFIX 2X3 PER SQ CM,$711.00 ,,
Skin Substitute,HC EPIFIX 2X4 PER SQ CM,$563.00 ,,
Skin Substitute,HC EPIFIX 3 SQ CM DISK,$727.00 ,,
Skin Substitute,HC EPIFIX 3X4 PER SQ CM,$663.00 ,,
Skin Substitute,HC EPIFIX 4X4 PER SQ CM,$678.00 ,,
Skin Substitute,HC EPIFIX 4X4.5 MESH PER SQ CM,$260.00 ,,
Skin Substitute,HC EPIFIX MESH PER SQ CM,$496.00 ,,
Skin Substitute,HC EZ DERM PER SQ CM,$3.00 ,,
Skin Substitute,HC NUSHIELD 1.6 SQ CM DISC PER SQ CM,$593.00 ,,
Skin Substitute,HC NUSHIELD 2X3 PER SQ CM,$398.00 ,,
Skin Substitute,HC NUSHIELD 2X4 PER SQ CM,$356.00 ,,
Skin Substitute,HC NUSHIELD 3X4 PER SQ CM,$350.00 ,,
Skin Substitute,HC NUSHIELD 4X4 PER SQ CM,$349.00 ,,
Skin Substitute,HC NUSHIELD 4X6 PER SQ CM,$325.00 ,,
Skin Substitute,HC NUSHIELD 6X6 PER SQ CM,$296.00 ,,
Skin Substitute,HC OASIS TRILAYER PER SQ CM,$45.00 ,,
Skin Substitute,HC PURAPLY ANTIMICROBIAL 1.6CM DISC PER SQ CM,$675.00 ,,
Skin Substitute,HC PURAPLY ANTIMICROBIAL 2X2/SQ CM,$471.00 ,,
Skin Substitute,HC PURAPLY ANTIMICROBIAL 2X4/SQ CM,$356.00 ,,
Skin Substitute,HC PURAPLY ANTIMICROBIAL 5X5/SQ CM,$356.00 ,,
Skin Substitute,HC PURAPLY ANTIMICROBIAL 6X9/SQ CM,$356.00 ,,
Skin Substitute,HC THERASKIN 1X2 PER SQ CM,$220.00 ,,
Skin Substitute,HC THERASKIN 2X3 PER SQ CM,$106.00 ,,
Skin Substitute,HC THERASKIN LARGE PER SQ CM,$68.00 ,,
Skin Substitute,HC THERASKIN SMALL PER SQ CM,$88.00 ,,
Skin Substitute,HC WOUND MATRIX OASIS PER SQ CM,$27.00 ,,
Sleep Testing,HC HOME SLEEP TEST UNATTENDED,"$1,232.00 ",,
Sleep Testing,HC MULTIPLE LATENCY TEST,"$2,465.00 ",,
Sleep Testing,HC POLYSOMNOGRAPHY 4 OR MORE CHAN,"$3,426.00 ",,
Sleep Testing,HC POLYSOMNOGRAPHY W/CPAP,"$3,430.00 ",,
Sleep Testing,HC SLEEP STUDY UNATTENDED,"$1,232.00 ",,
Speech Therapy Services,HC EVAL SWALLOW ORAL FUNC BASIC,$192.00 ,,
Speech Therapy Services,HC EVAL SWALLOW ORAL FUNC COMPLEX,$286.00 ,,
Speech Therapy Services,HC PED EVAL SWALL/ORAL FUNC BASIC,$197.00 ,,
Speech Therapy Services,HC SPEECH GEN DEVICE SERVICES,$230.00 ,,
Speech Therapy Services,HC ST BEHVRL AND QUAL ANALYSIS OF VOICE,$115.00 ,,
Speech Therapy Services,HC ST COGNITIVE TRAINING 15 MIN,$87.00 ,,
Speech Therapy Services,HC ST COMMUNITY WORK REINTEGRATION 15 MIN,$85.00 ,,
Speech Therapy Services,"HC ST DEVELOPMENTAL TESTING, EA ADD 30 MIN",$225.00 ,,
Speech Therapy Services,"HC ST DEVELOPMENTAL TESTING, FIRST HOUR",$450.00 ,,
Speech Therapy Services,HC ST EVAL APHASIA PER HOUR,$322.00 ,,
Speech Therapy Services,HC ST EVAL SPEECH DEVICE 1ST HR,$266.00 ,,
Speech Therapy Services,HC ST EVAL SPEECH DEVICE EA ADDL 30M,$91.00 ,,
Speech Therapy Services,HC ST EVAL SWALL ENDO CINE/VIDEO,$358.00 ,,
Speech Therapy Services,HC ST EVAL SWALL VIDEO/FLUORO,$301.00 ,,
Speech Therapy Services,HC ST EVAL VOICE PROSTHETIC BASIC,$89.00 ,,
Speech Therapy Services,HC ST EVAL VOICE PROSTHETIC COMPLEX,$175.00 ,,
Speech Therapy Services,HC ST FUNCTIONAL ACTIVITY,$124.00 ,,
Speech Therapy Services,HC ST PED TREAT BASIC,$226.00 ,,
Speech Therapy Services,HC ST PED TREAT COMPLEX,$281.00 ,,
Speech Therapy Services,HC ST SENSORY INTEGRATION 15 MIN,$108.00 ,,
Speech Therapy Services,HC ST SPEECH AND COMPREHENSION EVAL,$230.00 ,,
Speech Therapy Services,HC ST SPEECH FLUENCY EVAL,$136.00 ,,
Speech Therapy Services,HC ST SPEECH SOUND EVAL,$111.00 ,,
Speech Therapy Services,HC ST STANDARD COGNITIVE PERFORMANCE,$194.00 ,,
Speech Therapy Services,HC ST TREAT BASIC,$220.00 ,,
Speech Therapy Services,HC ST TREAT COMPLEX,$274.00 ,,
Speech Therapy Services,HC TREAT SWALL ORAL FUNC COMPLEX,$256.00 ,,
Speech Therapy Services,HC TREAT SWALL ORAL FUNCTION BASIC,$199.00 ,,
Supply,HC 12 VOLT SLA BATTERY EACH,$302.00 ,,
Supply,HC A4466 LO ABDOMINAL BINDER,$54.00 ,,
Supply,HC A4495 THIGH LENGTH SURG STOCKING,$68.00 ,,
Supply,HC A4500 BELOW KNEE SURGICAL STOCKING,$49.00 ,,
Supply,HC A4565 SLINGS,$50.00 ,,
Supply,HC ADHESION BARRIER,"$1,051.06 ",,
Supply,HC ADHESION BARRIER LEVEL 05,"$1,131.00 ",,
Supply,HC AGENT BULKING SYNTH URIN TRACT,"$1,059.46 ",,
Supply,HC AGENT HEMOSTATIC,$233.00 ,,
Supply,HC ANCHOR SCREW BONE OR SOFT TISSUE TO BONE,$853.17 ,,
Supply,HC ANGLED WIRE AQULINER,$166.00 ,,
Supply,HC AQUAPLAST CUSTOM AFO,$663.00 ,,
Supply,HC ASPEN VISTA COLLAR,$334.00 ,,
Supply,HC AUD OSSEOINTEGRATED DEVICE W ALL INT AND EXT COMPS,"$19,901.70 ",,
Supply,HC AUTOMATIC RESUSCITATOR,$266.00 ,,
Supply,HC BALLOON NASAL RAPID RHINO,$217.00 ,,
Supply,HC BASKET STONE EXTRACTOR,$872.00 ,,
Supply,HC BINDER ABDOMINAL,$267.00 ,,
Supply,HC BLOOD PUMP DISPOSABLE,"$44,213.00 ",,
Supply,HC BOOT ROOKE,$624.00 ,,
Supply,HC BOOT SEQUENTIAL COMPRESSION,$376.00 ,,
Supply,HC BRACE ANKLE STIRRUP GEL OR AIR,$40.00 ,,
Supply,HC BRACE ANKLE STIRRUP UNIVERSAL,$341.00 ,,
Supply,HC BRACE FRACTURE HUMERAL PF,$625.00 ,,
Supply,HC BRACE FRACTURE TIBIAL,$422.00 ,,
Supply,HC BRACE FX UPPER HUMERAL CUSTOM,$660.00 ,,
Supply,HC BRACE KNEE,$832.00 ,,
Supply,HC BRACE LEVER LOCK,"$2,061.00 ",,
Supply,HC BRACHYTHERAPY SOURCE I 125 NONSTRANDED PER SOURCE,$45.00 ,,
Supply,HC BRACHYTHERAPY SOURCE I 125 STRANDED PER SOURCE,$65.00 ,,
Supply,HC BRAINET,$684.00 ,,
Supply,HC CABLE TRIAL MULTI LEAD,$637.00 ,,
Supply,HC CANE,$41.00 ,,
Supply,HC CANE QUAD,$107.00 ,,
Supply,HC CANISTER WOUND VAC THERAPY,$125.00 ,,
Supply,HC CANNULA AXILLARY AORTIC,$132.00 ,,
Supply,HC CANNULA RETROGRADE,$237.00 ,,
Supply,HC CATH EP DX NOT 3D 20 OR MORE ELECTRODES,"$2,862.12 ",,
Supply,HC CATH EP DX NOT 3D UP TO 19 ELECTRODES,$966.12 ,,
Supply,HC CATH TRANSLUMINAL ATHERECTOMY DIRECTIONAL,"$9,000.00 ",,
Supply,HC CATHETER BALLOON DIRECT VISION,$237.00 ,,
Supply,HC CATHETER BALLOON NON VASCULAR,$647.11 ,,
Supply,HC CATHETER BALLOON TISSUE DISSECTOR,"$1,345.78 ",,
Supply,HC CATHETER BARTHILON,$213.00 ,,
Supply,HC CATHETER DIALYSIS LONG TERM,$744.71 ,,
Supply,HC CATHETER DIALYSIS SHORT TERM,$528.50 ,,
Supply,HC CATHETER DRAINAGE,$112.98 ,,
Supply,HC CATHETER EP ABL NOT 3D COOLTIP,"$6,470.00 ",,
Supply,HC CATHETER EP DX ABLATION 3D OR VECTOR MAPPING,"$7,839.47 ",,
Supply,HC CATHETER EP DX ABLATION NOT 3D OR VECTOR MAPPING,"$6,098.38 ",,
Supply,HC CATHETER EPIDURAL,$87.00 ,,
Supply,HC CATHETER GUIDING,$522.92 ,,
Supply,HC CATHETER INFUSION,$895.75 ,,
Supply,HC CATHETER INTRACARDIAC ECHO,"$4,989.28 ",,
Supply,HC CATHETER INTRADISCAL,"$2,514.00 ",,
Supply,HC CATHETER INTRAVASCULAR ULTRASOUND,"$2,411.98 ",,
Supply,HC CATHETER LYCOX CAMINO W TL BOLT,"$1,660.00 ",,
Supply,HC CATHETER OCCLUSION,"$2,404.96 ",,
Supply,HC CATHETER PICC SGL DBL LUMEN,$276.00 ,,
Supply,HC CATHETER REBOA,"$4,907.00 ",,
Supply,HC CATHETER SUPRAPUBIC,$182.00 ,,
Supply,HC CATHETER SUPRAPUBIC,$205.00 ,,
Supply,HC CATHETER SWAN GANZ,$201.00 ,,
Supply,HC CATHETER TA DRUG-COATED NON-LASER,"$4,282.49 ",,
Supply,HC CATHETER THROMBECTOMY EMBOLECTOMY,"$4,825.91 ",,
Supply,HC CATHETER TRANSLUMINAL ANGIOPLASTY,$678.88 ,,
Supply,HC CATHETER TRANSLUMINAL ANGIOPLASTY LASER,"$8,918.08 ",,
Supply,HC CATHETER TRANSLUMINAL ATHERECTOMY ROTATIONAL,"$6,582.68 ",,
Supply,HC CATHETER URETERAL,$98.23 ,,
Supply,HC CERV COL FOAM 2 PIECE W THOR,$557.00 ,,
Supply,HC CERVICAL RIPENING BALLOON,$58.00 ,,
Supply,HC CERVICAL TRACTION OVER DOOR,$68.00 ,,
Supply,HC CLIP FILSHIE,$381.00 ,,
Supply,HC CLIP MARKER,$147.00 ,,
Supply,HC CLOSURE DEVICE VASCULAR,$921.92 ,,
Supply,HC CLOSURE FEMORAL STOP,$277.00 ,,
Supply,HC CO2 DETECTOR EASY CAP,$47.00 ,,
Supply,HC COCHLEAR W ALL INT AND EXT COMPONENTS,"$69,642.65 ",,
Supply,HC COLLAR CERVICAL,$170.00 ,,
