SERVICE CATEGORY,DESCRIPTION,CHARGE,DOSE,STATE OF OHIO REQUIREMENT
Pharmaceuticals,VANCOmycin Vial 500 MG/5 ML IV,$49.70,5 ML,
Pharmaceuticals,Varenicline 1 MG TABLET,$47.38,1 EA,
Pharmaceuticals,Varicella Virus Vaccine 0.5ml 0.5ML IV,$440.93,0.5 ML,
Pharmaceuticals,VARICELLA-ZOSTER GE-AS01B (PF) 50MCG/0.5ML IV,$509.04,0.5 ML,
Pharmaceuticals,Vasopressin 20 UNIT/ML SOLUTION,$608.12,1 ML,
Pharmaceuticals,VECURONium Vial 10MG/10 ML IV,$30.90,10 ML,
Pharmaceuticals,Vedolizumab 300 MG IV,"$17,707.33",1 EA,
Pharmaceuticals,Venlafaxine 25 MG TABLET,$11.88,1 EA,
Pharmaceuticals,Venlafaxine 37.5 MG TABLET,$11.50,1 EA,
Pharmaceuticals,Venlafaxine XR 37.5 MG CAPSULE,$20.42,1 EA,
Pharmaceuticals,Venlafaxine XR 75 MG CAPSULE,$25.43,1 EA,
Pharmaceuticals,VENTOLIN/PUFF,$8.00,,
Pharmaceuticals,Verapamil 80 MG TABLET,$4.20,1 EA,
Pharmaceuticals,Verapamil ER 120 MG TABLET,$6.17,1 EA,
Pharmaceuticals,Verapamil ER 180 MG TABLET,$14.33,1 EA,
Pharmaceuticals,Verapamil ER 240 MG TABLET,$13.81,1 EA,
Pharmaceuticals,Verapamil Vial 5MG/2ML SOLUTION,$136.84,2 ML,
Pharmaceuticals,VILAZODONE 10 MG TABLET,$51.22,1 EA,
Pharmaceuticals,VILAZODONE 20 MG TABLET,$51.22,1 EA,
Pharmaceuticals,vinBLAStine Vial 10MG/10ML SOLUTION,$203.62,10 ML,
Pharmaceuticals,vinCRIStine Vial 2MG/2ML SOLUTION,$58.20,2 ML,
Pharmaceuticals,VINORELBINE 10 MG/ML SOLUTION,$118.20,1 ML,
Pharmaceuticals,Vinorelbine Vial 50MG/5ML SOLUTION,$700.37,5 ML,
Pharmaceuticals,VISIPAQUE 320 MG/ML,$12.00,,
Pharmaceuticals,VISIPAQUE 320MG/ML,$12.00,,
Pharmaceuticals,"VIT A,C AND E-LUTEIN-MINERALS 1,000 UNIT-200 MG-60 UNIT-2 MG TABLET",$2.50,1 EA,
Pharmaceuticals,"VITAMIN A 8,000 UNIT CAPSULE",$2.50,1 EA,
Pharmaceuticals,"Vitamin A Palmitate  50,000 UNIT/ML SOLUTION",$363.60,2 ML,
Pharmaceuticals,Vitamin A-D Oint  OINTMENT,$17.55,56.7 GM,
Pharmaceuticals,Vitamin B Complex  CAPSULE,$0.05,1 EA,
Pharmaceuticals,Vitamin B Complex with C-E-Zinc  TABLET,$2.50,1 EA,
Pharmaceuticals,Vitamin B Complex with C-Folic Acid 1 MG CAPSULE,$7.38,1 EA,
Pharmaceuticals,Vitamin B-12 500 MCG TABLET,$0.32,1 EA,
Pharmaceuticals,Vitamin E 400 UNIT CAPSULE,$2.50,1 EA,
Pharmaceuticals,Vitamin E Cream   CREAM,$16.68,57 GM,
Pharmaceuticals,Vitamin E Drops 50 UNIT/ML DROP,$159.53,30 ML,
Pharmaceuticals,Voriconazole  50 MG TABLET,$107.74,1 EA,
Pharmaceuticals,Voriconazole Vial  200 MG SOLUTION,$542.46,1 EA,
Pharmaceuticals,Warfarin 1 MG TABLET,$4.84,1 EA,
Pharmaceuticals,Warfarin 2 MG TABLET,$14.07,1 EA,
Pharmaceuticals,Warfarin 2.5 MG TABLET,$14.52,1 EA,
Pharmaceuticals,Warfarin 3 MG TABLET,$14.57,1 EA,
Pharmaceuticals,Warfarin 5 MG TABLET,$15.13,1 EA,
Pharmaceuticals,"Water for Inject, Bacteriostat  SOLUTION",$10.00,30 ML,
Pharmaceuticals,"WATER FOR IRRIGATION, STERILE  SOLUTION",$20.00,1000 ML,
Pharmaceuticals,"WATER FOR IRRIGATION, STERILE  SOLUTION",$58.34,1000 ML,
Pharmaceuticals,WHEAT DEXTRIN 3 GRAM/4 GRAM POWDER,$3.12,1 EA,
Pharmaceuticals,WHITE PETROLATUM 42% OINTMENT,$47.35,454 GM,
Pharmaceuticals,Zidovudine 100 MG CAPSULE,$14.24,1 EA,
Pharmaceuticals,Zinc Oxide (PeriGuard)  OINTMENT,$20.11,100 GM,
Pharmaceuticals,Zinc Oxide Oint 20% OINTMENT,$26.05,56.7 GM,
Pharmaceuticals,Zinc Oxide-Cod Liver Oil   PASTE,$19.95,1 EA,
Pharmaceuticals,Zinc Sulfate 220 MG CAPSULE,$2.50,1 EA,
Pharmaceuticals,Ziprasidone 20 MG CAPSULE,$104.79,1 EA,
Pharmaceuticals,Ziprasidone 80 MG CAPSULE,$46.64,1 EA,
Pharmaceuticals,Ziprasidone Mesylate 20 MG/ML IV,"$1,442.80",1 EA,
Pharmaceuticals,Zoledronic Acid (Reclast) Vial 5MG/100ML SOLUTION,"$2,430.70",100 ML,
Pharmaceuticals,Zoledronic Acid (Zometa) Premix 4MG/100ML SOLUTION,$654.48,100 ML,
Pharmaceuticals,Zolpidem 5 MG TABLET,$10.10,1 EA,
Pharmaceuticals,Zonisamide 100 MG CAPSULE,$11.36,1 EA,
Pharmaceuticals,ZOPENEX/PUFF,$11.00,,
Physical Therapy Services,ADL TRAINING; EACH 15 MINUTES,$159.00,,
Physical Therapy Services,ANODYNE (INFRARED) THERAPY; EACH 15 MINS,$116.00,,
Physical Therapy Services,ATTENDED ELECT STIM; EACH 15 MINUTES,$190.00,,
Physical Therapy Services,CANALITH REPOSITIONING PROCEDURE PER DAY,$104.00,,
Physical Therapy Services,CONTRAST BATH; EACH 15 MINUTES,$129.00,,
Physical Therapy Services,"DEBRIDEMENT, NONSELECTIVE",$116.00,,
Physical Therapy Services,"DEBRIDEMENT, SELECTIVE",$178.00,,
Physical Therapy Services,"DEBRIDEMENT,SELECTIVE > 20 CM",$207.00,,
Physical Therapy Services,GAIT TRAIN W THERAPUTIC ACT Q; EA 15 MIN,$116.00,,
Physical Therapy Services,GAIT TRAINING; EACH 15 MINUTES,$116.00,,X
Physical Therapy Services,HOME INSTRUCTION; EACH 15 MINUTES,$159.00,,
Physical Therapy Services,INITIAL ORTHOTIC MGMT AND TRAIN EA 15MIN,$251.00,,
Physical Therapy Services,INITIAL PROSTHETIC TRAINING EA 15 MIN,$251.00,,
Physical Therapy Services,INTERMT COMP SLEEVE I 3 - 60,$437.00,,
Physical Therapy Services,IONTOPHORESIS; EACH 15 MINUTES,$179.00,,
Physical Therapy Services,JOBST MEASUREMENT 1 EXT M; EA 15 MIN,$303.00,,
Physical Therapy Services,MANUAL TR; EACH 15 MINUTES,$159.00,,
Physical Therapy Services,MASSAGE I  15 MIN,$159.00,,
Physical Therapy Services,MASSAGE THERAPY EACH 15 MINUTES,$38.00,,
Physical Therapy Services,MECHANICAL CERVICAL TRACTION,$159.00,,
Physical Therapy Services,MECHANICAL PELVIC TRACT,$159.00,,
Physical Therapy Services,NEUROMUSCULAR RE-EDUCATION; EA 15 MINS,$83.00,,X
Physical Therapy Services,PARAFFIN,$165.00,,
Physical Therapy Services,PHONOPHERESIS; EACH 15 MINUTES,$204.00,,
Physical Therapy Services,PHY PERFORMTEST W/WRITTEN REPO; EA15 MIN,$103.00,,
Physical Therapy Services,PT EVALUATION HIGH COMPLEXITY 60 MINUTES,$386.00,,
Physical Therapy Services,PT EVALUATION LOW COMPLEXITY 30 MINUTES,$386.00,,X
Physical Therapy Services,PT EVALUATION MODERATE COMPLEXITY 45 MIN,$386.00,,
Physical Therapy Services,PT RE-EVALUATION,$151.00,,
Physical Therapy Services,STANDING AND BALANCE TR G,$159.00,,
Physical Therapy Services,SUBSEQUENT ORTHOTIC/PROSTH USE EA 15MIN,$251.00,,
Physical Therapy Services,THERAPEUTIC ACTIVITIES; EACH 15 MINUTES,$159.00,,X
Physical Therapy Services,THERAPEUTIC EXERCISE; EACH 15 MINUTES,$165.00,,X
Physical Therapy Services,THERAPEUTIC PROCEDURE(S) GROUP,$103.00,,
Physical Therapy Services,TNS APPLICATION; EACH 15 MINUTES,$190.00,,
Physical Therapy Services,TRANSFER TRAINING; EACH 15 MINUTES,$159.00,,
Physical Therapy Services,ULTRASOUND WITH ELECT S IM;EA 15MINS,$204.00,,
Physical Therapy Services,ULTRASOUND; EACH 15 MINUTES,$204.00,,X
Physical Therapy Services,UNATTENDED ELECT STIM,$159.00,,
Physical Therapy Services,WHEELCHAIR MGMT TRAINING EA 15 MINUTES,$97.00,,
Physical Therapy Services,WHIRLPOOL- LARGE,$246.00,,
Physical Therapy Services,WHIRLPOOL-LOW BOY,$246.00,,
Pulmonary/Respiratory Services,AEROSOL TREATMENT,$81.00,,
Pulmonary/Respiratory Services,AIRWAY RESISTANCE(RAW),$211.00,,
Pulmonary/Respiratory Services,BASIC PFT (Spirometry),$258.00,,
Pulmonary/Respiratory Services,BRONCHOSPASM PRE & POST BD,$468.00,,
Pulmonary/Respiratory Services,CPAP INITIATION AND MANAGEMENT,"$1,498.00",,
Pulmonary/Respiratory Services,CPT TREATMENT INITIAL OR EVALUATION,$227.00,,
Pulmonary/Respiratory Services,CPT TREATMENT SUBSEQUENT,$140.00,,
Pulmonary/Respiratory Services,DLCO(CARBON MONOXIDE MEMBRANE),$182.00,,
Pulmonary/Respiratory Services,EDUCATION/TRAINING/GROUP,$146.00,,
Pulmonary/Respiratory Services,ETC02 CONTINOUS,$258.00,,
Pulmonary/Respiratory Services,ETC02 MUTLI DETERM,$194.00,,
Pulmonary/Respiratory Services,ETC02 SINGLE DETERM,$85.00,,
Pulmonary/Respiratory Services,HBO2 UNDER PRESSURE PER 30 MIN,$708.00,,
Pulmonary/Respiratory Services,HEART NEB TX 1ST HR,$305.00,,
Pulmonary/Respiratory Services,HEART NEB TX ADDL HOUR,$147.00,,
Pulmonary/Respiratory Services,IPPB TX INITIAL,$44.00,,
Pulmonary/Respiratory Services,MDI TREATMENT,$108.00,,X
Pulmonary/Respiratory Services,MED-NEB TREATMENT,$108.00,,X
Pulmonary/Respiratory Services,MVV,$100.00,,
Pulmonary/Respiratory Services,NITROGEN WASHOUT (LUNG VOLUMES),$251.00,,
Pulmonary/Respiratory Services,NOCTERNAL PULSE OX-STUD,$339.00,,
Pulmonary/Respiratory Services,OXIMETRY -MUTI DETERM,$194.00,,
Pulmonary/Respiratory Services,OXIMETRY -SINGLE DETERM,$89.00,,
Pulmonary/Respiratory Services,OXIMETRY-CONTINUOUS,$258.00,,
Pulmonary/Respiratory Services,PEAK FLOW,$68.00,,
Pulmonary/Respiratory Services,PULMONARY REHAB,$262.00,,X
Pulmonary/Respiratory Services,PULSE OXIMETRY,$179.00,,
Pulmonary/Respiratory Services,PULSE OXIMETRY-MULTI DETERM,$143.00,,
Pulmonary/Respiratory Services,PULSE OXIMETRY-SINGLE DETERMIN,$85.00,,
Pulmonary/Respiratory Services,Resp Tx Demo/Eval (RespTx),$96.00,,
Pulmonary/Respiratory Services,SIX MINUTE WALK TEST,$354.00,,
Pulmonary/Respiratory Services,SPUTUM INDUCTION,$127.00,,
Pulmonary/Respiratory Services,SPUTUM INDUCTION INITIAL,$131.00,,
Pulmonary/Respiratory Services,VENT DAILY,"$2,208.00",,X
Pulmonary/Respiratory Services,VENT MDI TREATMENT,$103.00,,
Pulmonary/Respiratory Services,VENT MGMT INPATIENT/OUTPATIENT SUBQ DAY,$999.00,,
Radiation Therapy,3D Treatment Planning,"$5,513.00",,
Radiation Therapy,Basic Dosimetry Calculation,"$1,954.00",,
Radiation Therapy,COMPLEX RADIATION TREATMENT,"$1,443.00",,
Radiation Therapy,Design MLC Device for IMRT,"$1,205.00",,
Radiation Therapy,Dosimetry Special (TLD),$764.00,,
Radiation Therapy,IGRT CBCT/EXACTRAC/OBI,"$1,170.00",,
Radiation Therapy,"IMRT Del (Other Than Prostate,Breast)","$2,858.00",,
Radiation Therapy,IMRT Treatment Planning,"$14,240.00",,
Radiation Therapy,INTERMEDIATE RADIATION TREATMENT,"$1,292.00",,
Radiation Therapy,Medical Physics Weekly,"$1,714.00",,
Radiation Therapy,PORT FILMS,$592.00,,
Radiation Therapy,RESPIRATORY MOTION MGMT SIMULATION,"$2,928.00",,
Radiation Therapy,SBRT Delivery per Fraction 2-5,"$3,483.00",,
Radiation Therapy,"Simple IMRT Treatment (Prostate, Breast)","$2,858.00",,
Radiation Therapy,SIMPLE RADIATION TREATMENT,"$1,316.00",,
Radiation Therapy,Special Physics Consult,"$2,236.00",,
Radiation Therapy,Special Teletherapy Port Plan e-,"$5,463.00",,
Radiation Therapy,SRS Linear Based Single FX,"$5,080.00",,
Radiation Therapy,Stimulation - COMPLEX (Multiple Fields),"$4,224.00",,
Radiation Therapy,Stimulation-INTERMEDIATE (2 areas),"$2,040.00",,
Radiation Therapy,Telethx Isodose Plan - Complex,"$9,301.00",,
Radiation Therapy,Telethx Isodose Plan - Simple,"$7,557.00",,
Radiation Therapy,Tx Device - Complex - TC,"$1,243.00",,
Radiation Therapy,Tx Device - Intermediate - TC,"$1,220.00",,
Radiation Therapy,Tx Device - Simple - TC,"$1,243.00",,
Radiation Therapy,Wkly Mgt Special Radiation Treatment,"$2,983.00",,
Radiopharmceuticals,F18 SODIUM FLUORIDE PER STUDY DOSE,$278.00,,
Radiopharmceuticals,FLUDEXYGLUCOSE PER STUDY DOSE,$278.00,,
Radiopharmceuticals,I-123 200UCI CAPSULES,$113.00,,
Radiopharmceuticals,MAG-3 UNIT DOSES (MERTIATIDE),$442.00,,
Radiopharmceuticals,TC99 TILMANOCEPT DIAG 0.5MCL,$854.00,,
Radiopharmceuticals,TC99M CHOLETEC,$74.00,,
Radiopharmceuticals,TC99M DTPA AEROSOL,$74.00,,
Radiopharmceuticals,TC99M MAA,$35.00,,
Radiopharmceuticals,TC99M MDP,$35.00,,
Radiopharmceuticals,TC99M SESTAMIBI CARDIOLITE,$181.00,,
Radiopharmceuticals,TC99M SULFER COLLOID,$43.00,,
Radiopharmceuticals,TECHNETIUM TC99M PERTECHNETATE,$35.00,,
Radiopharmceuticals,ULTRA TAG RBC,$244.00,,
Respiratory Procedures,BRONCHOSCOPY,"$1,391.00",,X
Respiratory Procedures,BRONCHOSCOPY W BIOPSY CYTOLOG,"$1,488.00",,X
Respiratory Procedures,BRONCHOSCOPY W BIOPSY CYTOLOGY-OR,"$1,488.00",,
Respiratory Procedures,BRONCHOSCOPY-OR,"$1,391.00",,
Respiratory procedures,"DIAGNOSTIC,FLEXIBLE; LARYNGOSCOPY",$605.00,,
Respiratory Procedures,DX BRONCHOSCOPE/WASH,"$2,998.00",,
Respiratory Procedures,DX BRONCHOSCOPE/WASH-OR,"$2,998.00",,
Respiratory procedures,EMERGENCY INTUBATION - AA,$555.00,,
Respiratory procedures,EMERGENCY INTUBATION - CRNA,$555.00,,
Respiratory procedures,INTRO PROC NEEDLE BIOPSY LUNG OR MEDIAST,"$1,599.00",,
Respiratory procedures,"INTUBATION, ENDOTRACHAEL EMERGENCY PROC",$758.00,,
Room and Board,ROOM/CARE 3 MED SURG,"$1,774.00",,X
Room and Board,ROOM/CARE 3 MED/SURG,"$1,774.00",,X
Room and Board,ROOM/CARE BIRTHING CENTER,"$1,774.00",,X
Room and Board,ROOM/CARE BOARDER BABY,"$1,774.00",,X
Room and Board,ROOM/CARE ICU/CCU,"$4,193.00",,X
Room and Board,ROOM/CARE NEONATAL BABY,"$1,774.00",,X
Room and Board,ROOM/CARE NURSERY,"$1,774.00",,X
Room and Board,ROOM/CARE PACU,$1.00,,
Skin Procedures,A LINE,$131.00,,
Skin Procedures,ABRASION; SINGLE LESION,$238.00,,
Skin Procedures,APP LOW COST SKIN SUB 1ST 25 SQ CM FEET,"$1,171.00",,
Skin Procedures,APP LOW COST SKIN SUB- 1ST 25 SQ CM LEGS,"$1,171.00",,
Skin Procedures,APP LOW COST SKIN SUB- ADDL100SQ CM FEET,"$1,171.00",,
Skin Procedures,APP LOW COST SKIN SUB-1ST 100SQ CM FEET,"$1,171.00",,
Skin Procedures,APP LOW COST SKIN SUB-1ST 100SQ CM LEGS,"$3,923.00",,
Skin Procedures,APP LOW COST SKIN SUB-ADDL 100 SQ CM LEG,"$3,923.00",,
Skin Procedures,APP LOW COST SKIN SUB-ADDL 25 SQ CM FEET,"$1,171.00",,
Skin Procedures,APP LOW COST SKIN SUB-E ADDL 25SQ CM LEG,"$1,171.00",,
Skin Procedures,APP SKIN SUB-1ST 25 SQ CM LEGS,"$3,810.00",,
Skin Procedures,APPLY BILATERAL MULTI COMP LOWER LEG,$186.00,,
Skin Procedures,APPLY BILATERAL UNNA BOOT,$186.00,,
Skin Procedures,APPLY MULTILAYER COMP LOWE LEG,$186.00,,
Skin Procedures,APPLY SKIN SUB 1ST 100SQ CM FEET,"$3,923.00",,
Skin Procedures,APPLY SKIN SUB- EA ADDL 25 SQ CM FEET,"$3,810.00",,
Skin Procedures,APPLY SKIN SUB-1ST 100 SQ CM LEGS,"$6,282.00",,
Skin Procedures,APPLY SKIN SUB-1ST 25 SQ CM FEET,"$3,810.00",,
Skin Procedures,APPLY SKIN SUB-ADDL 25 SQ CM LEGS,"$3,810.00",,
Skin Procedures,APPLY SKIN SUB-EA ADDL 100 SQ CM FEET,"$3,923.00",,
Skin Procedures,APPLY SKIN SUB-EA ADDL 100 SQ CM LEGS,"$6,282.00",,
Skin Procedures,APPLY TOTAL CONTACT BILATERAL LEG CAST,$417.00,,
Skin Procedures,APPLY TOTAL CONTACT LEG CAST,$417.00,,
Skin Procedures,APPLY UNNA BOOT,$186.00,,
Skin Procedures,"AVULSION NAIL PLATE, EA ADDL",$238.00,,
Skin Procedures,"AVULSION OF NAIL PLATE, ONE",$238.00,,
Skin Procedures,"BIOPSY BONE,OPEN; SUPERFICIAL","$5,139.00",,
Skin Procedures,"BIOPSY BONE,TOCAR,OR NEEDLE;SUPERFICIAL","$1,831.00",,
Skin Procedures,CERUMEN REMOVAL 1 OR 2 EARS,$186.00,,
Skin Procedures,CHEMICAL CAUTERIZATION,$435.00,,
Skin Procedures,CIRCUMCISION,$222.00,,
Skin Procedures,DEBRIDEMENT OF NAIL(S) 1 TO 5,$238.00,,
Skin Procedures,"DEBRIDEMENT,BONE EA ADDITIONAL 20 SQ CM","$2,397.00",,
Skin Procedures,"DEBRIDEMENT,MUSCLE AND/OR FASCIA EA ADD",$771.00,,
Skin Procedures,"DEBRIDEMENT,SUBCUTANEOUS EA ADDITIONAL",$771.00,,
Skin Procedures,DEBRIDEMENT;BONE FIRST 20SQ CM OR LESS,"$2,055.00",,
Skin Procedures,DEBRIDEMENT;SKIN AND SQ TISSUE,$780.00,,
Skin Procedures,"DEBRIDEMENT;SKIN,SUBQ TISS/MUS",$780.00,,
Skin Procedures,"DEBRODEMENT, NAIL 6 OR MORE",$238.00,,
Skin Procedures,DESTRUCT BENIGN LESIONS UP TO 14 LESIONS,$251.00,,
Skin Procedures,EPIDURAL PLACEMENT/MANAGEMENT 24 AA,$564.00,,
Skin Procedures,EPIDURAL PLACMNT/MANAGE 24CRNA,$564.00,,
Skin Procedures,ESCHAROTOMY;INITIAL INCISION,$359.00,,
Skin Procedures,EXC BENIGN LESION T/A/L 2.0-3.0CM,"$1,745.00",,
Skin Procedures,"EXCISION LESION,MALIGNANT 1.1-2CM DIAMET",$963.00,,
Skin Procedures,EXCISION OF MALIGNANT LESION 2.1CM-3.0CM,"$2,920.00",,
Skin Procedures,EXCISION OF MALIGNANT LESION OF ARM 2.2,"$1,793.00",,
Skin Procedures,"EXCISION OF NAIL, PARTIAL/COMP","$1,273.00",,
Skin Procedures,EXCISIONAL BIOPSY OF A LESION BENIGN,$953.00,,
Skin Procedures,I&D ABSCESS-MULTIPLE,$403.00,,
Skin Procedures,I&D ABSCESS-SINGLE,$403.00,,
Skin Procedures,I&D COMPLEX POST OPERATIVE WOUND INFECT,"$3,744.00",,
Skin Procedures,I&D HEMATOMA/NEEDLE ASPIRATION,"$1,822.00",,
Skin Procedures,I&D HEMATOMA/SEROMA,"$3,542.00",,
Skin Procedures,I&D POST OP WOUND,"$5,513.00",,
Skin Procedures,INC & REM FB SQ; SMPL,$599.00,,
Skin Procedures,"INJECTION, INTRALESIONAL; =<7 LESIONS",$206.00,,
Skin Procedures,LARGE BURN DEBRIDEMENT,$359.00,,
Skin Procedures,MEDIUM BURN DEBRIDEMENT,$359.00,,
Skin Procedures,PARING BENIGN LESION > 4,$238.00,,
Skin Procedures,PARING BENIGN LESION 2 TO 4,$238.00,,
Skin Procedures,PARING BENIGN LESION-ONE,$238.00,,
Skin Procedures,PUNCTURE ASPIRATION OF ABSCESS,$403.00,,
Skin Procedures,REMOVAL OF BREAST LESION 1+,"$5,782.00",,
Skin Procedures,REMOVE/BIVALVING; GAUNTLET BOOT/BODYCAST,$287.00,,
Skin Procedures,REPAIR INTMD WND N-HF-GENIT 2.6CM TO 7.5,$799.00,,
Skin Procedures,REPAIR WOUND 2.5 CM OR LESS,$635.00,,
Skin Procedures,REPAIR WOUND 2.6CM TO 7.5CM,$764.00,,
Skin Procedures,"SIMPLE REPAIR OF SUP WOUND SCALP,NECK,A",$266.00,,
Skin Procedures,"SIMPLE REPAIR, TRUNK/LEGS, <2.5 CM",$266.00,,
Skin Procedures,SITE PREP 100 SQ CM,"$1,263.00",,
Skin Procedures,"SITE PREP-100SQCM (TRUNK, ARMS, LEGS)","$1,263.00",,
Skin Procedures,SKN SPLT GRFT FAC/NCK/HF/G 100SQCM/1% BA,"$6,467.00",,
Skin Procedures,SKN SPLT GRFT TRNK/ARM/LEG 100SQCM/1% BA,"$6,467.00",,
Skin Procedures,SMALL BOWEL ENTROSCOPY,"$1,351.00",,
Skin Procedures,SMALL BURN DEBRIDEMENT(LESS THAN 5% TOTA,$359.00,,
Skin Procedures,STEREOTACTIC BREAST BIOPSY,"$4,113.00",,
Skin Procedures,"TENOTOMY, PERCUTAN, TOE SINGLE TENDON","$2,700.00",,
Skin Procedures,TRIM NONDYSTROPHIC NAILS ANY#,$238.00,,
Skin Procedures,"TX SUPERFICIAL WOUND DEHISCENCE, SIMPLE","$1,171.00",,
Skin Procedures,Y PLASTY,$724.00,,
Skin Substitute,0.5CC PALINGEN SPORT FLOW PER 0.25CC,$860.00,,
Skin Substitute,1CC PALINGEN SPORT FLOW PER 0.25CC,$630.00,,
Skin Substitute,2CC PALINGEN FLOW HUMAN AMNIOTIC TISSUE,"$2,984.00",,
Skin Substitute,2X2 PALINGEN X-PLUS MEMBRANE PER SQCM,$399.00,,
Skin Substitute,2X3 PALINGEN X-PLUS MEMBRANE PER SQCM,$304.00,,
Skin Substitute,4X4 PALINGEN X-PLUS MEMBRANE PER SQCM,$171.00,,
Skin Substitute,4X8CM PALINGEN HYDROMEMBRANE,"$6,072.00",,
Skin Substitute,AFFINITY PER SQ CM SKIN SUBSTITUTE,$326.00,,
Skin Substitute,APLIGRAF PRODUCT PER SQ CM,$133.00,,
Skin Substitute,ARTHOFLEX DECELLULARIZED DERMIS 103 PER,$141.00,,
Skin Substitute,DECELLULARIZED DERM3.5CMX3.5CM(PER SQCM),$326.00,,
Skin Substitute,DECELLULARIZED DERMI 5.0CMX9CM(PER SQCM),$326.00,,
Skin Substitute,DECELLULARIZED DERMIS 4CMX7CM PER SQ CM,$293.00,,
Skin Substitute,DERMAGRAFT PRODUCT PER SQ CM,$145.00,,
Skin Substitute,DERMASPAN 0.9MM-1.9MM 5CM-10CM,"$3,208.00",,
Skin Substitute,DERMASPAN 2MM-3.5MM 5CM-10CM,"$3,208.00",,
Skin Substitute,"EPIFIX, PER 1 SQ CM",$371.00,,
Skin Substitute,GRAFIX CORE - PER SQUARE CENTIMETER,$519.00,,
Skin Substitute,GRAFIX PRIME -  PER SQUARE CENTIMETER,$519.00,,
Skin Substitute,GRAFT JACKET,"$2,254.00",,
Skin Substitute,LIFE NET DECELLURIZED DERMIS (PER SQ CM),$326.00,,
Skin Substitute,NuSHIELD PER SQ CM SKIN SUBSTITUTE,$267.00,,
Skin Substitute,OASIS PRODUCT PER SQ CM,$22.00,,
Skin Substitute,"Pri Matrix, Per Square Centimeter",$93.00,,
Skin Substitute,PURAPLY ANTIMICROBIAL PER SQ CENTIMETER,$407.00,,
Skin Substitute,"THERASKIN, PER 1 SQ CM",$63.00,,
Sleep Testing,HOME SLEEP STUDY,$519.00,,
Sleep Testing,HOME SLEEP STUDY,$644.00,,
Sleep Testing,"HOME SLEEP TEST/TYPE II PORTABLE, UNATND",$644.00,,
Sleep Testing,"HOME SLEEP TEST/TYPE IV PORTABLE,UNATND",$644.00,,
Sleep Testing,"HOME SLEEPTEST/TYPE III PORTABLE, UNATND",$644.00,,
Sleep Testing,MULT SLEEP LAT/MSLT,"$6,101.00",,
Sleep Testing,POLYSOMNOGRAM,"$6,101.00",,
Sleep Testing,POLYSOMNOGRAM/CPAP,"$6,101.00",,
Sleep Testing,POLYSOMNOGRAPHY: YOUNGER THAN 6 YEARS,"$6,101.00",,
Sleep Testing,"SLEEP STUDY, UNATTENDED",$644.00,,
Sleep Testing,UNATND SLP STUDY;MIN HR/OXYGEN SAT/RESP,$452.00,,
Speech Therapy Services,ASSESMENT  APHASIA W/INTERP&REP;PER HOUR,$240.00,,
Speech Therapy Services,BEHAVIOR QUALITATIVE ANALYSIS OF VOICE,$284.00,,
Speech Therapy Services,COGNITIVE SKILLS DEVELOPMENT; EA15 MIN,$83.00,,
Speech Therapy Services,CONGITIVE EVALUATION BY HC PRO PER HOUR,$306.00,,
Speech Therapy Services,EVAL RX SPEECH GEN DEVICE 1ST HOUR,$496.00,,
Speech Therapy Services,EVAL VOICE PROSTHETIC USE/FIT,$555.00,,
Speech Therapy Services,EVAL/RX/SGD EACH ADDL 30 MIN,$257.00,,
Speech Therapy Services,EVALUATION OF SPEECH FLUENCY,$336.00,,
Speech Therapy Services,EVALUATION OF SPEECH PRODUCTION,$270.00,,
Speech Therapy Services,SENSORY INTEGRATION EA 15 MIN,$89.00,,X
Speech Therapy Services,SPEECH SOUND LANGUAGE COMPREHENSIVE,$562.00,,X
Speech Therapy Services,"SPEECH THERAPY, INDIVIDUAL",$336.00,,X
Speech Therapy Services,SPEECH THERAPY/GROUP-2 OR MORE,$115.00,,
Speech Therapy Services,SWALLOWING EVALUATION,$414.00,,X
Speech Therapy Services,SWALLOWING TREATMENTS,$266.00,,X
Speech Therapy Services,THERAPEUTIC SERVICES SPEECH GEN DEVICE,$202.00,,
Study device,CORDIS AVIATOR DILATION CATH,$760.00,,
Study device,CORDIS P3 POWERFLEX DILAT CATH,$488.00,,
Study device,CORDIS PTA DILATION CATHETER,$853.00,,
Study device,QUICK-CROSS SELECT  SUPPLY CATH .018X135,$597.00,,
Supply,#507-114 STABILIZER PLUS  0.014X180 CM L,$502.00,,
Supply,.025 ZIP WIRE 150CM,$145.00,,
Supply,02/NASAL/24 HOURS,$439.00,,
Supply,02/SIMPLE MASK/24 HOUR,$439.00,,
Supply,10-0 EYE SUTURE,$132.00,,
Supply,11MM CARBON FIBER RODS,$417.00,,
Supply,2.3MM BONE TAP SCREW,$216.00,,
Supply,2.9 DISPOSABLE PUSH LOCK KIT,$496.00,,
Supply,"20"" HIGH PRESSURE EXTENSION TUBING",$33.00,,
Supply,27G 6FR FLEXIBLE NEEDLE,$121.00,,
Supply,2-WAY/ 3-WAY FOLEY,$101.00,,
Supply,3.5MM TAPS FOR CORTEX SCREW,$287.00,,
Supply,30 DEGREE OUTRIGGER POST 11MM,$321.00,,
Supply,3000 ML SODIUM CHLORIDE,$57.00,,
Supply,3D MAX LIGHT MESH LARGE LEFT/RIGHT,$366.00,,
Supply,3D MEDIUM MESH LEFT/RIGHT,$253.00,,
