OHIOHEALTH SHELBY HOSPITAL CHARGE LIST,,,,
SERVICE CATEGORY,DESCRIPTION,CHARGE,DOSE,STATE OF OHIO REQUIREMENT
Supply,Screw Dual Core Lock TI 5.0X60MM 04.015.550,$432.00,,
Supply,Screw Dual Core Lock TI 5.0X65MM 04.015.555,$432.00,,
Supply,Screw Dual Core Lock TI 5.0X70MM 04.015.560,$432.00,,
Supply,Screw Dual Core Lock TI 5.0X75MM 04.015.565,$432.00,,
Supply,Screw Dual core Lock TI 5.0X80MM 04.015.570,$432.00,,
Supply,Screw Dual Core Lock TI 5.0X85MM 04.015.575,$432.00,,
Supply,Screw Dual Core Lock Tl 5.0X90MM 04.015.580,$432.00,,
Supply,Screw Dual Open TI 4.2X40MM 498.407,"$2,025.00",,
Supply,SCREW ELLIPSE 3.5X10MM 182.310,"$1,590.00",,
Supply,SCREW ELLIPSE 3.5X12MM 182.312,$454.00,,
Supply,SCREW ELLIPSE 3.5X8MM 182.308,"$1,590.00",,
Supply,SCREW ELLIPSE 4.0X10MM 182.410,"$1,590.00",,
Supply,SCREW ELLIPSE 4.0X12MM 182.412,"$1,590.00",,
Supply,SCREW ELLIPSE 4.0X14MM 182.414,"$1,590.00",,
Supply,SCREW EMERG STAR TI 2.4X10MM 401.390.99,$182.00,,
Supply,SCREW EMERG STAR TI 2.4X12MM 401.392.99,$182.00,,
Supply,SCREW EMERG STAR TI 2.4X6MM 401.386.99,$182.00,,
Supply,SCREW EMERG STAR TI 2.4X8MM 401.388.99,$182.00,,
Supply,SCREW EMERGENCY TI 2.0X.06MM 400.276E,$141.00,,
Supply,SCREW EMERGENCY TI 2.0X.4MM 400.274E,$141.00,,
Supply,SCREW EXPEDIUM OFFSET 7X35MM 1754-22-735,$866.00,,
Supply,SCREW EXPEDIUM OFFSET 7X40MM 1754-22-740,$866.00,,
Supply,SCREW EXPEDIUM TI 6.5X35MM 1754-17-635,$866.00,,
Supply,SCREW EXPEDIUM TI 6.5X40MM 1754-17-640,$866.00,,
Supply,SCREW EXPEDIUM TI 6.5X45MM 1754-17-645,$866.00,,
Supply,SCREW EXPEDIUM TI 6X35MM 1797-12-635,"$1,950.00",,
Supply,SCREW EXPEDIUM TI 6X40MM 1797-12-640,"$1,950.00",,
Supply,SCREW EXPEDIUM TI 6X45MM 1797-12-645,"$1,950.00",,
Supply,SCREW EXPEDIUM TI 6X50MM 1754-22-650,$960.00,,
Supply,Screw Expedium Ti 7x35mm 179712735,"$1,950.00",,
Supply,SCREW EXPEDIUM TI 7X45MM 1754-22-745,$866.00,,
Supply,SCREW EXPEDIUM TI 7X45MM 1797-12-745,"$1,950.00",,
Supply,SCREW EXPEDIUM TI 7X50MM 1797-12-750,"$1,950.00",,
Supply,SCREW EXPEDIUM TI 8X35MM 1754-22-835,$866.00,,
Supply,SCREW EXPEDIUM TI 8X40MM 1754-22-840,$866.00,,
Supply,SCREW EXPEDIUM TI 9X40MM 1754-22-940,$960.00,,
Supply,SCREW EXPEDIUM TI 9X45MM 1754-22-945,$960.00,,
Supply,screw ext fix 5x150mm trcartip 294.54,$212.00,,
Supply,SCREW FIX LOCK 4.75X15MM 180500,$306.00,,
Supply,SCREW FIXATION 22.5MM ACUTRAK,"$1,179.00",,
Supply,SCREW FIXATION TEMPORARY      76-0007,$921.00,,
Supply,SCREW FIXED 5.5X55MM 5475555,"$3,444.00",,
Supply,Screw Fixed 7.5x40mm 7257540,"$2,025.00",,
Supply,Screw Gama Lock FT 5x47.5mmm 1896-5047S,$535.00,,
Supply,Screw Gamma 111 10.5X120MM 3060-0120S,"$1,612.00",,
Supply,Screw Gamma Lag 10.5x075 3060.0075S,"$1,612.00",,
Supply,Screw Gamma Lag 10.5x080 3060.0080S,"$1,612.00",,
Supply,Screw Gamma Lag 10.5x085 3060.0085S,"$1,612.00",,
Supply,Screw Gamma Lag 10.5X095 3060.0095S,"$1,612.00",,
Supply,Screw Gamma Lag 10.5X100 3060.0100S,"$1,612.00",,
Supply,Screw Gamma Lag 10.5X105 3060.0105S,"$1,612.00",,
Supply,Screw Gamma Lag 10.5X110 3060.0110S,"$1,612.00",,
Supply,Screw Gamma Lag 10.5X115 3060.0115S,"$1,612.00",,
Supply,Screw Gamma Lag 10.5X125 3060-0125S,"$1,612.00",,
Supply,Screw Gamma Lag 10.5X130MM 3060-0130S,"$1,612.00",,
Supply,Screw Gamma Lock 05X025,$535.00,,
Supply,Screw Gamma Lock 05X035 1896.5035S,$535.00,,
Supply,Screw Gamma Lock 05X040 1896.5040S,$535.00,,
Supply,Screw Gamma Lock 05X055 1896.5055S,$535.00,,
Supply,Screw Gamma Lock 05X060 1896.5060S,$535.00,,
Supply,Screw Gamma Lock 05X070 1896.5070S,$535.00,,
Supply,Screw Gamma Lock 05X075 1896.5075S,$535.00,,
Supply,Screw Gamma Lock 05X080 1896.5080S,$535.00,,
Supply,Screw Gamma Lock 05X085 1896.5085S,$535.00,,
Supply,Screw Gamma Lock 05X090 1896.5090S,$535.00,,
Supply,SCREW GAMMA LOCK 5MMX42.5MM 1896-5042S,$535.00,,
Supply,SCREW GAMMA LOCK FT 5X032MM 1896-5032S,$535.00,,
Supply,Screw Gamma Lock FT 5x95mm 1896-5095S,$535.00,,
Supply,SCREW GAMMA LOCK FT TI 5X37.5.MM 1896-5037S,$535.00,,
Supply,SCREW GENESYS MATRIX 10.0X25MM 231025M5,$878.00,,
Supply,SCREW GENESYS MATRYX 7.0X20MM 237020M5,$878.00,,
Supply,SCREW HEADED 2.0X10MM D1N20010S,$375.00,,
Supply,SCREW HEADED 2.0X16MM D1N20016S,$375.00,,
Supply,SCREW HEADED 2.0X18MM D1N20018S,$375.00,,
Supply,SCREW HEADED 2.0X20MM D1N20020S,$375.00,,
Supply,SCREW HEADED 2.0X22MM D1N20022S,$375.00,,
Supply,SCREW HEADED 2.0X24MM D1N20024S,$375.00,,
Supply,SCREW HEADED 2.5X10MM D1N25010S,$375.00,,
Supply,SCREW HEADED 2.5X14MM D1N25014S,$375.00,,
Supply,SCREW HEADED 2.5X16MM D1N25016S,$375.00,,
Supply,SCREW HEADED 2.5X18MM D1N25018S,$375.00,,
Supply,SCREW HEADED 2.5X20MM D1N25020S,$375.00,,
Supply,SCREW HEADED 2.5X22MM D1N25022S,$375.00,,
Supply,SCREW HEADED 2.5X24MM D1N25024S,$375.00,,
Supply,SCREW HEADED 2.5X26MM D1N25026S,$375.00,,
Supply,SCREW HEADED 2.5X28MM D1N25028S,$375.00,,
Supply,SCREW HEADED 2.5X30MM D1N25030S,$375.00,,
Supply,SCREW HEADED 2.5X32MM D1N25032S,$375.00,,
Supply,SCREW HEADED 2.5X34MM D1N25034S,$375.00,,
Supply,SCREW HEADED 2.5X36MM D1N25036S,$375.00,,
Supply,SCREW HEADED 3.0X10MM D1N30010S,$390.00,,
Supply,SCREW HEADED 3.0X12MM D1N30012S,$390.00,,
Supply,SCREW HEADED 3.0X14MM D1N30014S,$390.00,,
Supply,SCREW HEADED 3.0X16MM D1N30016S,$390.00,,
Supply,SCREW HEADED 3.0X18MM D1N30018S,$390.00,,
Supply,SCREW HEADED 3.0X20MM D1N30020S,$390.00,,
Supply,SCREW HEADED 3.0X22MM D1N30022S,$390.00,,
Supply,SCREW HEADED 3.0X26MM D1N30026S,$390.00,,
Supply,SCREW HEADED 3.0X28MM D1N30028S,$390.00,,
Supply,SCREW HEADED 3.0X30MM D1N30030S,$390.00,,
Supply,SCREW HEADED 3.0X32MM D1N30032S,$390.00,,
Supply,SCREW HEADED 3.0X34MM D1N30034S,$390.00,,
Supply,SCREW HEADED 3.0X36MM D1N30036S,$390.00,,
Supply,SCREW HEADED 3.0X38MM D1N30038S,$390.00,,
Supply,SCREW HEADED 3.0X40MM D1N30040S,$390.00,,
Supply,SCREW HEADED 3.5X12MM D1N35012S,$405.00,,
Supply,SCREW HEADED 3.5X14MM D1N35014S,$405.00,,
Supply,SCREW HEADED 3.5X16MM D1N35016S,$405.00,,
Supply,SCREW HEADED 3.5X18MM D1N35018S,$405.00,,
Supply,SCREW HEADED 3.5X20MM D1N35020S,$405.00,,
Supply,SCREW HEADED 3.5X22MM D1N35022S,$405.00,,
Supply,SCREW HEADED 3.5X24MM D1N35024S,$405.00,,
Supply,SCREW HEADED 3.5X26MM D1N35026S,$405.00,,
Supply,SCREW HEADED 3.5X28MM D1N35028S,$405.00,,
Supply,SCREW HEADED 3.5X30MM D1N35030S,$405.00,,
Supply,SCREW HEADED 3.5X32MM D1N35032S,$405.00,,
Supply,SCREW HEADED 3.5X34MM D1N35034S,$405.00,,
Supply,SCREW HEADED 3.5X36MM D1N35036S,$405.00,,
Supply,SCREW HEADED 3.5X38MM D1N35038S,$405.00,,
Supply,SCREW HEADED 3.5X40MM D1N35040S,$405.00,,
Supply,SCREW HEADED 3.5X42MM D1N35042S,$405.00,,
Supply,SCREW HEADED 3.5X44MM D1N35044S,$405.00,,
Supply,SCREW HEADED 3.5X46MM D1N35046S,$405.00,,
Supply,SCREW HEADED 3.5X48MM D1N35048S,$405.00,,
Supply,SCREW HEADED 3.5X50MM D1N35050S,$405.00,,
Supply,SCREW HEADED 4.0X14MM D1N40014S,$450.00,,
Supply,SCREW HEADED 4.0X16MM D1N40016S,$450.00,,
Supply,SCREW HEADED 4.0X18MM D1N40018S,$450.00,,
Supply,SCREW HEADED 4.0X20MM D1N40020S,$450.00,,
Supply,SCREW HEADED 4.0X22MM D1N40022S,$450.00,,
Supply,SCREW HEADED 4.0X24MM D1N40024S,$450.00,,
Supply,SCREW HEADED 4.0X26MM D1N40026S,$450.00,,
Supply,SCREW HEADED 4.0X28MM D1N40028S,$450.00,,
Supply,SCREW HEADED 4.0X30MM D1N40030S,$450.00,,
Supply,SCREW HEADED 4.0X32MM D1N40032S,$450.00,,
Supply,SCREW HEADED 4.0X34MM D1N40034S,$450.00,,
Supply,SCREW HEADED 4.0X36MM D1N40036S,$450.00,,
Supply,SCREW HEADED 4.0X38MM D1N40038S,$450.00,,
Supply,SCREW HEADED 4.0X40MM D1N40040S,$450.00,,
Supply,SCREW HEADED 4.0X42MM D1N40042S,$450.00,,
Supply,SCREW HEADED 4.0X44MM D1N40044S,$450.00,,
Supply,SCREW HEADED 4.0X46MM D1N40046S,$450.00,,
Supply,SCREW HEADED 4.0X48MM D1N40048S,$450.00,,
Supply,SCREW HEADED 4.0X50MM D1N40050S,$450.00,,
Supply,SCREW HEADED 4.0X52MM D1N40052S,$450.00,,
Supply,SCREW HEADED 4.0X56MM D1N40056S,$450.00,,
Supply,SCREW HEADED 4.0X60MM D1N40060S,$450.00,,
Supply,SCREW HEADLESS 2.5X10MM D2N25010,$465.00,,
Supply,SCREW HEADLESS 2.5X12MM D2N25012,$465.00,,
Supply,SCREW HEADLESS 2.5X14MM D2N25014,$465.00,,
Supply,SCREW HEADLESS 2.5X16MM D2N25016,$465.00,,
Supply,SCREW HEADLESS 2.5X18MM D2N25018,$465.00,,
Supply,SCREW HEADLESS 2.5X20MM D2N25020,$465.00,,
Supply,SCREW HEADLESS 2.5X22MM D2N25022,$465.00,,
Supply,SCREW HEADLESS 2.5X24MM D2N25024,$465.00,,
Supply,SCREW HEADLESS 2.5X26MM D2N25026,$465.00,,
Supply,SCREW HEADLESS 2.5X28MM D2N25028,$465.00,,
Supply,SCREW HEADLESS 2.5X30MM D2N25030,$465.00,,
Supply,SCREW HEADLESS 2.5X32MM D2N25032,$465.00,,
Supply,SCREW HEADLESS 2.5X34MM D2N25034,$465.00,,
Supply,SCREW HEADLESS 2.5X36MM D2N25036,$465.00,,
Supply,SCREW HEADLESS 3.0X10MM D2N30010,$495.00,,
Supply,SCREW HEADLESS 3.0X12MM D2N30012,$495.00,,
Supply,SCREW HEADLESS 3.0X14MM D2N30014,$495.00,,
Supply,SCREW HEADLESS 3.0X18MM D2N30018,$495.00,,
Supply,SCREW HEADLESS 3.0X24MM D2N30024,$495.00,,
Supply,SCREW HEADLESS 3.0X26MM D2N30026,$495.00,,
Supply,SCREW HEADLESS 3.0X30MM D2N30030,$495.00,,
Supply,SCREW HEADLESS 3.0X32MM D2N30032,$495.00,,
Supply,SCREW HEADLESS 3.0X36MM D2N30036,$495.00,,
Supply,SCREW HEADLESS 3.0X38MM D2N30038,$495.00,,
Supply,SCREW HEADLESS 3.0X40MM D2N30040,$495.00,,
Supply,SCREW HEADLESS COMP 3..0X30MM 02.226.030,$755.00,,
Supply,SCREW HEADLESS COMP 3.0X18MM 02.226.018,$755.00,,
Supply,SCREW HEADLESS COMP 3.0X18MM 02.226.118,$755.00,,
Supply,SCREW HEADLESS COMP 3.0X20MM 02.226.020,$755.00,,
Supply,SCREW HEADLESS COMP 3.2X22MM DC4122,$495.00,,
Supply,SCREW HEADLESS COMP 3.2X24MM DC4124,$495.00,,
Supply,SCREW HEADLESS COMP 3.2X28MM DC4128,$495.00,,
Supply,SCREW HELIX R SLF DRILL 4X13MM 7801113,$600.00,,
Supply,SCREW HELIX R SLF DRILL 4X15MM 7802215,$600.00,,
Supply,SCREW HELIX R SLF TAP 4.5X13MM 7805113,$600.00,,
Supply,SCREW HELIX R SLF TAP 4.5X15MM 7805115,$600.00,,
Supply,SCREW HERB 16MM,$819.00,,
Supply,SCREW HERB 18MM,$819.00,,
Supply,SCREW HERB 20MM,$819.00,,
Supply,SCREW HERB 22MM,$819.00,,
Supply,SCREW HERB 24MM,$819.00,,
Supply,SCREW HERB 26MM,$819.00,,
Supply,SCREW HERB 28MM,$819.00,,
Supply,SCREW HERB 30MM,$819.00,,
Supply,SCREW HERB CANN 4.5X12MM 47-1155-025-05,"$1,230.00",,
Supply,SCREW HEX 6.4MM X 95MM 71642395,$749.00,,
Supply,SCREW HEX 63.4MM X 85MM 71642385,$749.00,,
Supply,SCREW HEX CLAW 3.5X14MM 40133514,$498.00,,
Supply,SCREW HEX CLAW 3.5X16MM 40133516,$498.00,,
Supply,SCREW HEX CLAW 3.5X18MM 40133518,$498.00,,
Supply,SCREW HEX CLAW 3.5X20MM 40133520,$498.00,,
Supply,SCREW HEX CLAW 3.5X22MM 40133522,$498.00,,
Supply,SCREW HEX CLAW 3.5X24MM 40133524,$498.00,,
Supply,SCREW HEX CLAW 3.5X26MM 40133526,$498.00,,
Supply,SCREW HEX CLAW 3.5X28MM 40133528,$498.00,,
Supply,SCREW HEX CLAW 3.5X30MM 40133530,$498.00,,
Supply,SCREW HEX CLAW 3.5X32MM 40133532,$498.00,,
Supply,SCREW HEX CLAW 3.5X34MM 40133534,$498.00,,
Supply,SCREW HEX CLAW 3.5X36MM 40133536,$498.00,,
Supply,SCREW HEX CLAW 3.5X38MM 40133538,$498.00,,
Supply,SCREW HEX CLAW 3.5X40MM 40133540,$498.00,,
Supply,Screw Hex Internal 5.0X75MM 71642275,$463.00,,
Supply,Screw Hex Lock 045mm 71642245,$463.00,,
Supply,Screw Hex Lock 050mm 71642250,$463.00,,
Supply,Screw Hex Lock 060mm 71642260,$463.00,,
Supply,Screw Hex Lock 065mm 71642265,$463.00,,
Supply,Screw Hex Lock 080mm 71642280,$463.00,,
Supply,Screw Hex Lock 095mm 71642295,$463.00,,
Supply,Screw Hex Lock 100mm 71642200,$463.00,,
Supply,Screw Hex Lock 105mm 71642205,$463.00,,
Supply,Screw Hex Lock 110mm 71642210,$463.00,,
Supply,Screw Hex Lock 25MM 71642225,$463.00,,
Supply,Screw Hex Lock 30MM 71642230,$463.00,,
Supply,Screw Hex Lock 35MM 71642235,$463.00,,
Supply,Screw Hex Lock 40MM 71642240,$463.00,,
Supply,Screw Hex Lock 55MM 71642255,$463.00,,
Supply,Screw Hex Lock 70MM 71642270,$463.00,,
Supply,Screw Hex Lock 90MM 71642290,$463.00,,
Supply,Screw Hex Locking 85MM 71642285,$463.00,,
Supply,SCREW HEX MIS 48MM 5983-40-48,$180.00,,
Supply,SCREW HEX SET DBL 3D 8281246,$174.00,,
Supply,SCREW HIP CANC 6.5X40MM,$300.00,,
Supply,SCREW INNER 12MM TI DOC VCSS,$328.00,,
Supply,SCREW INNER 14MM TI DOC VCSS,$328.00,,
Supply,SCREW INTER MATRYX 5.5X20MM 235520M5,$878.00,,
Supply,SCREW INTER MATRYX 9.0X25MM 239025M5,$878.00,,
Supply,SCREW INTERFERENCE 10X23MM 231819,"$1,050.00",,
Supply,SCREW INTERFERENCE 7X23MM 231816,"$1,050.00",,
Supply,SCREW INTERFERENCE 8.0X25MM 238025M5,$878.00,,
Supply,SCREW INTERFERENCE 8X23MM 231817,"$1,050.00",,
Supply,SCREW INTERFERENCE 9X23MM 231818,"$1,050.00",,
Supply,Screw Interference Biocomposite 8 X 23 AR-1380C,$655.00,,
Supply,Screw Interference Biocomposite 9 x 35mm AR-5035TC-09,$655.00,,
Supply,SCREW INTERNAL HEX 6.4X80MM 71642380,$749.00,,
Supply,SCREW INTERNAL HEX 6.4X90MM 71642390,$749.00,,
Supply,Screw Kit Torque Defin. Sqr. 300-20-02,$900.00,,
Supply,Screw Lag 12.7X135MM 280.35,$776.00,,
Supply,SCREW LAG 2.0X33MM 53-20433,$194.00,,
Supply,SCREW LAG 2.0X39MM 53-20439,$200.00,,
Supply,SCREW LAG 2.0X42MM 53-20442,$200.00,,
Supply,SCREW LAG 2.8 45MM HD 7 A-5830.45/1,$214.00,,
Supply,SCREW LAG 2.8 50MM HD 7 A-5830.50/1,$214.00,,
Supply,SCREW LAG CANN FT 4.5MMX40MM AR-8945-40FT,$525.00,,
Supply,SCREW LAG CANN FT 4.5MMX45MM AR-8945-45FT,$525.00,,
Supply,SCREW LAG CANN FT 4.5X20MM AR-8945-20FT,$525.00,,
Supply,SCREW LAG CANN FT 4.5X22MM AR-8945-22FT,$525.00,,
Supply,SCREW LAG CANN FT 4.5X24MM AR-8945-24FT,$525.00,,
Supply,SCREW LAG CANN FT 4.5X26MM AR-8945-26FT,$525.00,,
Supply,SCREW LAG CANN FT 4.5X28MM AR-8945-28FT,$525.00,,
Supply,SCREW LAG CANN FT 4.5X30MM AR-8945-30FT,$525.00,,
Supply,SCREW LAG CANN FT 4.5X32MM AR-8945-32FT,$525.00,,
Supply,SCREW LAG CANN FT 4.5X34MM AR-8945-34FT,$525.00,,
Supply,SCREW LAG CANN FT 4.5X36MM AR-8945-36FT,$525.00,,
Supply,SCREW LAG CANN FT 4.5X38MM AR-8945-38FT,$525.00,,
Supply,SCREW LAG CANN FT 4.5X50MM AR-8945-50FT,$525.00,,
Supply,SCREW LAG CANN FT 4.5X55MM AR-8945-55FT,$525.00,,
Supply,SCREW LAG CANN FT 4.5X60MM AR-8945-60FT,$525.00,,
Supply,SCREW LAG CANN FT 4.5X65MM AR-8945-65FT,$525.00,,
Supply,SCREW LAG CANN FT 4.5X70MM AR-8945-70FT,$525.00,,
Supply,SCREW LAG CANN FT 4.5X75MM AR-8945-75FT,$525.00,,
Supply,SCREW LAG CANN FT 4.5X80MM AR-8945-80FT,$525.00,,
Supply,SCREW LAG CHS 90MM 121107,$650.00,,
Supply,SCREW LAG CHS 95MM 3.74 121108,$650.00,,
Supply,SCREW LAG DARCO HEADLESS COMP 3.2MMX10MM DC4110,$495.00,,
Supply,SCREW LAG DARCO HEADLESS COMP 3.2MMX12MM DC4112,$495.00,,
Supply,SCREW LAG DARCO HEADLESS COMP 3.2MMX14MM DC4114,$495.00,,
Supply,SCREW LAG DARCO HEADLESS COMP 3.2MMX16MM DC4116,$495.00,,
Supply,SCREW LAG DARCO HEADLESS COMP 3.2MMX18MM DC4118,$495.00,,
Supply,SCREW LAG DARCO HEADLESS COMP 3.2MMX30MM DC4130,$495.00,,
Supply,SCREW LAG DARCO HEADLESS COMP 3.2MMX32MM DC4132,$495.00,,
Supply,Screw Lag DHS/DCS 12.7 X 65MM,$776.00,,
Supply,SCREW LAG DHS/DCS 12.7 x 70MM 280.700,$776.00,,
Supply,Screw Lag DHS/DCS 12.7 X 85MM 280.850,$776.00,,
Supply,SCREW LAG DHS/DCS 12.7X100MM,$776.00,,
Supply,SCREW LAG DHS/DCS 12.7X105MM 280.050,$776.00,,
Supply,SCREW LAG DHS/DCS 12.7X110MM,$776.00,,
Supply,Screw Lag DHS/DCS 12.7X115MM 280.150,$776.00,,
Supply,SCREW LAG DHS/DCS 12.7X120MM 280.200,$776.00,,
Supply,SCREW LAG DHS/DCS 12.7X125MM,$776.00,,
Supply,SCREW LAG DHS/DCS 12.7X55MM,$776.00,,
Supply,SCREW LAG DHS/DCS 12.7X75MM 280.750,$776.00,,
Supply,SCREW LAG DHS/DCS 12.7X80MM 280.800,$776.00,,
Supply,Screw Lag DHS/DCS 12.7X90MM 280.900,$776.00,,
Supply,Screw Lag DHS/DCS 12.7X95MM 280.950,$776.00,,
Supply,SCREW LAG DHS/DCS 14.0X120MM,$875.00,,
Supply,SCREW LAG DHS/DCS 14.0X125MM,$875.00,,
Supply,SCREW LAG DHS/DCS 14.0X130MM,$875.00,,
Supply,Screw Lag Gamma 390MM 3060.0090S,"$1,612.00",,
Supply,SCREW LCP DHHS COMP 211.890,$101.00,,
Supply,Screw Legacy 6.5X45MM 7226545,"$2,025.00",,
Supply,Screw Legacy 6.5X50MM 7226550,"$2,025.00",,
Supply,SCREW LEGACY BREAK OFF SET TI 7540020,$210.00,,
Supply,SCREW LEGACY MULTIAXIAL 7.5X35 75447535,"$1,836.00",,
Supply,SCREW LEGACY MULTIAXIAL 7.5X40 75447540,"$1,836.00",,
Supply,SCREW LEGACY MULTIAXIAL 8.5X35 75448535,"$1,836.00",,
Supply,SCREW LG DIAMETER 14MM 1868-54-014,$450.00,,
Supply,SCREW LINEUM 3.5X10MM 14-524210,"$2,175.00",,
Supply,SCREW LINEUM 3.5X12MM 14-524212,"$2,175.00",,
Supply,SCREW LINEUM 3.5X14MM 14-524214,"$2,175.00",,
Supply,SCREW LINEUM 3.5X16MM 14-524216,"$2,175.00",,
Supply,SCREW LINEUM 3.5X18MM 14-524218,"$2,175.00",,
Supply,SCREW LINEUM 3.5X20MM 14-524220,"$2,175.00",,
Supply,SCREW LINEUM 3.5X22MM 14-524222,"$2,175.00",,
Supply,SCREW LINEUM 3.5X24MM 14-524224,"$2,175.00",,
Supply,SCREW LINEUM 3.5X26MM 14-524226,"$2,175.00",,
Supply,SCREW LINEUM 4.0X10MM 14-524510,"$2,175.00",,
Supply,SCREW LINEUM 4.0X12MM 14-524512,"$2,175.00",,
Supply,SCREW LINEUM 4.0X14MM 14-524514,"$2,175.00",,
Supply,SCREW LINEUM 4.0X16MM 14-524516,"$2,175.00",,
Supply,SCREW LINEUM 4.0X18MM 14-524518,"$2,175.00",,
Supply,SCREW LINEUM 4.0X20MM 14-524520,"$2,175.00",,
Supply,SCREW LINEUM 4.0X22MM 14-524522,"$2,175.00",,
Supply,SCREW LINEUM 4.0X24MM 14-524524,"$2,175.00",,
Supply,SCREW LINEUM 4.0X26MM 14-524526,"$2,175.00",,
Supply,SCREW LINEUM 4.0X28MM 14-524528,"$2,175.00",,
Supply,SCREW LINEUM 4.0X30MM 14-524530,"$2,175.00",,
Supply,SCREW LINEUM 4.0X32MM 14-524532,"$2,175.00",,
Supply,SCREW LINEUM 4.0X34MM 14-524534,"$2,175.00",,
Supply,SCREW LINEUM 4.35X20MM 14-524720,"$2,175.00",,
Supply,SCREW LINEUM 4.35X24MM 14-524724,"$2,175.00",,
Supply,SCREW LINEUM 4.35X28MM 14-524728,"$2,175.00",,
Supply,SCREW LINEUM 4.35X32MM 14-524732,"$2,175.00",,
Supply,SCREW LINEUM 4.35X36MM 14-524736,"$2,175.00",,
Supply,SCREW LINEUM 4.35X40MM 14-524740,"$2,175.00",,
Supply,SCREW LINEUM SMOOTH 3.5X20MM 14-524370,"$2,175.00",,
Supply,SCREW LINEUM SMOOTH 3.5X22MM 14-524372,"$2,175.00",,
Supply,SCREW LINEUM SMOOTH 3.5X24MM 14-524374,"$2,175.00",,
Supply,SCREW LINEUM SMOOTH 3.5X26MM 14-524376,"$2,175.00",,
Supply,SCREW LINEUM SMOOTH 3.5X28MM 14-524378,"$2,175.00",,
Supply,SCREW LINEUM SMOOTH 3.5X30MM 14-524380,"$2,175.00",,
Supply,SCREW LINEUM SMOOTH 3.5X32MM 14-524382,"$2,175.00",,
Supply,SCREW LINEUM SMOOTH 3.5X34MM 14-524384,"$2,175.00",,
Supply,SCREW LK SELF TAPPING 3.5X22MM 212.107,$279.00,,
Supply,Screw Lock  2.7X16MM 00-4828-016-02,$306.00,,
Supply,SCREW LOCK 05X030 1896-5030S,$535.00,,
Supply,SCREW LOCK 1.8X5MM TI,$75.00,,
Supply,SCREW LOCK 14 X 3.0MM PLSL3014,$587.00,,
Supply,SCREW LOCK 18 X 3.0MM PLSL3018,$587.00,,
Supply,SCREW LOCK 2.0 10MM A-5450-10/1,$346.00,,
Supply,SCREW LOCK 2.0 12MM A-5450.12,$346.00,,
Supply,SCREW LOCK 2.0 13MM A-5450.13,$346.00,,
Supply,SCREW LOCK 2.0 16MM A-5450-16/1,$346.00,,
Supply,SCREW LOCK 2.0 18MM A-5450-18/1,$346.00,,
Supply,SCREW LOCK 2.0 7MM A-5450.07,$346.00,,
Supply,SCREW LOCK 2.0MMX06MM 201.876,$255.00,,
Supply,SCREW LOCK 2.0MMX07MM 201.877,$255.00,,
Supply,SCREW LOCK 2.0MMX08MM 201.878,$255.00,,
Supply,SCREW LOCK 2.0MMX09MM 201.879,$255.00,,
Supply,SCREW LOCK 2.0MMX10MM 201.880,$255.00,,
Supply,SCREW LOCK 2.0MMX11MM 201.881,$255.00,,
Supply,SCREW LOCK 2.0MMX16MM 201.886,$255.00,,
Supply,SCREW LOCK 2.0MMX18MM 201.888,$255.00,,
Supply,SCREW LOCK 2.0MMX20MM 201.890,$255.00,,
Supply,SCREW LOCK 2.0MMX22MM 201.892,$255.00,,
Supply,SCREW LOCK 2.0MMX24MM 201.894,$255.00,,
Supply,SCREW LOCK 2.0MMX26MM 201.896,$255.00,,
Supply,SCREW LOCK 2.0MMX28MM 201.898,$255.00,,
Supply,SCREW LOCK 2.0MMX30MM 201.900,$255.00,,
Supply,SCREW LOCK 2.0X14MM A-5450.14/1,$346.00,,
Supply,Screw Lock 2.4X10MM 497.670,$354.00,,
Supply,Screw Lock 2.4X12MM 497.672,$354.00,,
Supply,Screw Lock 2.4X16MM 497.676,$354.00,,
Supply,Screw Lock 2.4X18MM 497.678,$354.00,,
Supply,Screw Lock 2.7x10mm DC-2825-010,$255.00,,
Supply,Screw Lock 2.7X12MM 00-4828-012-02,$306.00,,
Supply,SCREW LOCK 2.7X12MM 614512,$533.00,,
Supply,SCREW LOCK 2.7X14MM DC2825-014,$255.00,,
Supply,SCREW LOCK 2.7X16MM 614516,$533.00,,
Supply,Screw Lock 2.7X16MM SLF Tap 202.216,$263.00,,
Supply,Screw Lock 2.7X18MM 00-4828-018-02,$306.00,,
Supply,SCREW LOCK 2.7X18MM DC2825-018,$255.00,,
Supply,Screw Lock 2.7X20MM 00-4828-020-02,$306.00,,
Supply,SCREW LOCK 2.7X20MM DC2825-020,$255.00,,
Supply,Screw Lock 2.7X22MM SLF Tap 202.222,$263.00,,
Supply,Screw Lock 2.7X26MM SLF TAP 202.226,$263.00,,
Supply,Screw Lock 2.7X28MM SLF TAP 202.228,$263.00,,
Supply,Screw Lock 2.7X30MM SLF TAP 202.230,$263.00,,
Supply,SCREW LOCK 2.7X32MM SLFTAP 202.232,$263.00,,
Supply,Screw Lock 3.5X10MM 412.101,$279.00,,
Supply,SCREW LOCK 3.5X10MM 58803510,$540.00,,
Supply,SCREW LOCK 3.5X10MM 7382-5010,$271.00,,
Supply,Screw Lock 3.5X12MM 412.102,$279.00,,
Supply,SCREW LOCK 3.5X12MM 58803512,$540.00,,
