Facility,Description,Unit Price
Cooper University Hospital,cinacalcet 30 mg tablet, $124.23 
Cooper University Hospital,ciprofloxacin 0.3 % eye drops, $61.68 
Cooper University Hospital,"ciprofloxacin 0.3 %-dexamethasone 0.1 % ear drops,suspension", $926.58 
Cooper University Hospital,ciprofloxacin 200 mg/100 mL in 5 % dextrose intravenous piggyback, $11.09 
Cooper University Hospital,ciprofloxacin 250 mg tablet, $1.40 
Cooper University Hospital,ciprofloxacin 400 mg/200 mL in 5 % dextrose intravenous piggyback, $18.48 
Cooper University Hospital,ciprofloxacin 400 mg/40 mL intravenous solution, $16.08 
Cooper University Hospital,ciprofloxacin 500 mg tablet, $3.97 
Cooper University Hospital,ciprofloxacin 750 mg tablet, $3.82 
Cooper University Hospital,cisatracurium 2 mg/mL intravenous solution, $127.05 
Cooper University Hospital,cisatracurium 2 mg/mL IV, $98.18 
Cooper University Hospital,cisatracurium concentrate 10 mg/mL (ICU USE ONLY) intravenous solution," $1,372.14 "
Cooper University Hospital,CISplatin 1 mg/mL intravenous solution, $93.09 
Cooper University Hospital,citric acid (bulk) powder," $1,305.15 "
Cooper University Hospital,cladribine 10 mg/10 mL intravenous solution," $2,009.70 "
Cooper University Hospital,clarithromycin 125 mg/5 mL oral suspension, $24.76 
Cooper University Hospital,clarithromycin 500 mg tablet, $45.00 
Cooper University Hospital,clevidipine 25 mg/50 mL intravenous emulsion, $306.54 
Cooper University Hospital,clindamycin 150 mg/mL injection solution, $14.28 
Cooper University Hospital,clindamycin 600 mg/50 mL in 5 % dextrose intravenous piggyback, $80.62 
Cooper University Hospital,clindamycin 75 mg/5 mL oral solution, $57.52 
Cooper University Hospital,clindamycin 900 mg/50 mL in 5 % dextrose intravenous piggyback, $98.41 
Cooper University Hospital,clindamycin HCl 150 mg capsule, $2.49 
Cooper University Hospital,clindamycin phosphate 1 % topical solution, $301.59 
Cooper University Hospital,cloBAZam 10 mg tablet, $38.48 
Cooper University Hospital,cloBAZam 20 mg tablet, $38.48 
Cooper University Hospital,clofarabine 20 mg/20 mL intravenous solution," $13,558.50 "
Cooper University Hospital,clonazePAM 0.5 mg tablet, $0.51 
Cooper University Hospital,clonazePAM 1 mg tablet, $0.50 
Cooper University Hospital,clonazePAM 2 mg tablet, $0.60 
Cooper University Hospital,cloNIDine 0.1 mg tablet, $1.16 
Cooper University Hospital,cloNIDine 0.1 mg/24 hr weekly transdermal patch, $265.63 
Cooper University Hospital,cloNIDine 0.2 mg/24 hr weekly transdermal patch, $447.26 
Cooper University Hospital,cloNIDine 0.3 mg/24 hr weekly transdermal patch, $620.44 
Cooper University Hospital,cloNIDine HCl 0.1 mg tablet, $0.50 
Cooper University Hospital,cloNIDine HCl 0.2 mg tablet, $0.60 
Cooper University Hospital,clopidogrel 300 mg tablet, $119.11 
Cooper University Hospital,clopidogrel 75 mg tablet, $29.78 
Cooper University Hospital,clotrimazole 1 % topical cream, $23.56 
Cooper University Hospital,clotrimazole 1 % vaginal cream, $18.71 
Cooper University Hospital,clotrimazole 10 mg troche, $5.94 
Cooper University Hospital,cloZAPine 100 mg tablet, $64.51 
Cooper University Hospital,cloZAPine 25 mg tablet, $24.90 
Cooper University Hospital,"coagulation factor IX (recomb) 1,000 unit intravenous solution"," $6,329.40 "
Cooper University Hospital,"coagulation factor VIIa recomb 1 mg (1,000 mcg) intravenous solution"," $9,979.20 "
Cooper University Hospital,"coagulation factor VIIa recomb 2 mg (2,000 mcg) intravenous solution"," $19,958.40 "
Cooper University Hospital,"coagulation factor VIIa recomb 5 mg (5,000 mcg) intravenous solution"," $49,896.00 "
Cooper University Hospital,cobicistat 150 mg tablet, $31.68 
Cooper University Hospital,cocaine 4 % topical solution, $206.16 
Cooper University Hospital,codeine 10 mg-guaifenesin 100 mg/5 mL oral liquid, $3.00 
Cooper University Hospital,codeine sulfate 15 mg tablet, $1.70 
Cooper University Hospital,codeine sulfate 30 mg tablet, $2.04 
Cooper University Hospital,colchicine 0.6 mg tablet, $31.31 
Cooper University Hospital,colesevelam 3.75 gram oral powder packet, $91.48 
Cooper University Hospital,colesevelam 625 mg tablet, $14.51 
Cooper University Hospital,colistin (colistimethate sodium) 150 mg solution for injection, $129.31 
Cooper University Hospital,collagenase clostridium histolyticum 250 unit/gram topical ointment, $993.35 
Cooper University Hospital,colloidal oatmeal topical packet, $2.94 
Cooper University Hospital,compounding vehicle no.8 oral liquid, $74.30 
Cooper University Hospital,compounding vehicle sugar-free no.9 oral liquid, $74.30 
Cooper University Hospital,compounding vehicle suspension no.7 oral, $246.93 
Cooper University Hospital,compounding vehicle suspension sugar-free no.20 oral, $74.30 
Cooper University Hospital,conivaptan 20 mg/4 mL intravenous solution," $2,000.46 "
Cooper University Hospital,conjugated estrogens 0.3 mg tablet, $24.02 
Cooper University Hospital,conjugated estrogens 0.625 mg tablet, $24.02 
Cooper University Hospital,conjugated estrogens 0.625 mg/gram vaginal cream," $2,065.60 "
Cooper University Hospital,conjugated estrogens 1.25 mg tablet, $24.02 
Cooper University Hospital,conjugated estrogens 25 mg solution for injection," $1,331.30 "
Cooper University Hospital,corticorelin ovine triflutate 100 mcg intravenous solution," $3,856.31 "
Cooper University Hospital,corticotropin 80 unit/mL injection gel," $168,084.84 "
Cooper University Hospital,cosyntropin 0.25 mg solution for injection, $492.40 
Cooper University Hospital,crotalidae polyval immune fab solution for injection," $13,726.02 "
Cooper University Hospital,cupric chloride 0.4 mg/mL intravenous solution, $90.27 
Cooper University Hospital,"cyanocobalamin (vit B-12) 1,000 mcg/mL injection solution", $32.29 
Cooper University Hospital,cyanocobalamin (vit B-12) 100 mcg tablet, $0.85 
Cooper University Hospital,cyanocobalamin (vit B-12) 500 mcg tablet, $0.58 
Cooper University Hospital,cyclobenzaprine 10 mg tablet, $0.54 
Cooper University Hospital,cyclobenzaprine 5 mg tablet, $2.30 
Cooper University Hospital,cyclopentolate 1 % eye drops, $55.90 
Cooper University Hospital,cyclopentolate-phenylephrine 0.2 %-1 % eye drops, $212.98 
Cooper University Hospital,cyclophosphamide 1 gram intravenous solution," $3,384.15 "
Cooper University Hospital,cyclophosphamide 2 gram intravenous solution," $6,768.30 "
Cooper University Hospital,cyclophosphamide 25 mg capsule, $34.60 
Cooper University Hospital,cyclophosphamide 50 mg capsule, $31.75 
Cooper University Hospital,cyclophosphamide 500 mg intravenous solution," $1,692.08 "
Cooper University Hospital,cycloSPORINE 250 mg/5 mL intravenous solution, $246.34 
Cooper University Hospital,cycloSPORINE modified 100 mg capsule, $32.32 
Cooper University Hospital,cycloSPORINE modified 100 mg/mL oral solution, $21.79 
Cooper University Hospital,cycloSPORINE modified 25 mg capsule, $8.09 
Cooper University Hospital,cycloSPORINE modified 50 mg capsule, $10.15 
Cooper University Hospital,cyproheptadine 2 mg/5 mL syrup, $5.96 
Cooper University Hospital,cyproheptadine 4 mg tablet, $3.04 
Cooper University Hospital,cysteine (L-cysteine) 50 mg/mL intravenous solution, $76.23 
Cooper University Hospital,cytarabine (PF) 100 mg solution for injection, $69.30 
Cooper University Hospital,cytarabine (PF) 100 mg/5 mL (20 mg/mL) injection solution, $28.88 
Cooper University Hospital,cytarabine (PF) 2 gram/20 mL (100 mg/mL) injection solution, $96.56 
Cooper University Hospital,cytarabine (PF) 20 mg/mL injection solution, $12.52 
Cooper University Hospital,cytarabine (PF) 500 mg solution for injection, $39.27 
Cooper University Hospital,dabigatran etexilate 150 mg capsule, $28.56 
Cooper University Hospital,dabigatran etexilate 75 mg capsule, $30.85 
Cooper University Hospital,dacarbazine 100 mg intravenous solution, $43.66 
Cooper University Hospital,dacarbazine 200 mg intravenous solution, $151.77 
Cooper University Hospital,DACTINomycin 0.5 mg intravenous solution," $2,871.93 "
Cooper University Hospital,dalbavancin 500 mg intravenous solution," $7,090.31 "
Cooper University Hospital,dantrolene 20 mg intravenous solution, $409.52 
Cooper University Hospital,dantrolene 25 mg capsule, $7.52 
Cooper University Hospital,dantrolene 250 mg intravenous suspension," $11,582.34 "
Cooper University Hospital,dapsone 100 mg tablet, $12.94 
Cooper University Hospital,dapsone 25 mg tablet, $10.54 
Cooper University Hospital,DAPTOmycin 500 mg intravenous solution," $2,058.16 "
Cooper University Hospital,daratumumab 20 mg/mL intravenous solution," $8,981.65 "
Cooper University Hospital,darbepoetin alfa 200 mcg/0.4 mL in polysorbate injection syringe," $3,575.88 "
Cooper University Hospital,darbepoetin alfa 300 mcg/0.6 mL in polysorbate injection syringe," $3,575.88 "
Cooper University Hospital,darunavir ethanolate 600 mg tablet, $112.79 
Cooper University Hospital,darunavir ethanolate 800 mg tablet, $225.58 
Cooper University Hospital,DAUNOrubicin 44 mg and cytarabine 100 mg in liposome IV solution," $35,805.00 "
Cooper University Hospital,DAUNOrubicin 5 mg/mL intravenous solution, $619.75 
Cooper University Hospital,decitabine 50 mg intravenous solution," $7,904.82 "
Cooper University Hospital,deferoxamine 2 gram solution for injection, $168.12 
Cooper University Hospital,deferoxamine 500 mg solution for injection, $157.26 
Cooper University Hospital,delafloxacin 300 mg intravenous solution, $612.15 
Cooper University Hospital,delafloxacin 450 mg tablet, $311.85 
Cooper University Hospital,demeclocycline 150 mg tablet, $29.21 
Cooper University Hospital,desflurane 100 % inhalation liquid, $740.68 
Cooper University Hospital,desipramine 10 mg tablet, $5.05 
Cooper University Hospital,desipramine 25 mg tablet, $6.74 
Cooper University Hospital,desipramine 50 mg tablet, $12.68 
Cooper University Hospital,desmopressin 0.1 mg tablet, $17.58 
Cooper University Hospital,desmopressin 10 mcg/spray (0.1 mL) nasal spray, $910.19 
Cooper University Hospital,desmopressin 10 mcg/spray (0.1 mL) nasal spray (non-refrigerated), $910.14 
Cooper University Hospital,desmopressin 4 mcg/mL injection solution, $67.91 
Cooper University Hospital,dexamethasone 0.1 % eye drops, $249.02 
Cooper University Hospital,dexamethasone 0.5 mg tablet, $0.50 
Cooper University Hospital,dexamethasone 0.5 mg/5 mL oral solution, $0.74 
Cooper University Hospital,dexamethasone 0.75 mg tablet, $0.55 
Cooper University Hospital,dexamethasone 1.5 mg tablet, $0.55 
Cooper University Hospital,dexamethasone 10 mg/mL injection solution, $3.00 
Cooper University Hospital,dexamethasone 2 mg tablet, $2.71 
Cooper University Hospital,dexamethasone 4 mg tablet, $0.59 
Cooper University Hospital,dexamethasone 4 mg/mL injection solution, $5.08 
Cooper University Hospital,dexamethasone sodium phosphate (PF) 10 mg/mL injection solution, $12.13 
Cooper University Hospital,dexmedetomidine 100 mcg/mL intravenous solution, $194.04 
Cooper University Hospital,dexmedetomidine 200 mcg/50 mL (4 mcg/mL) in 0.9 % sodium chloride IV, $213.44 
Cooper University Hospital,dexmedetomidine 400 mcg/100 mL (4 mcg/mL) in 0.9 % sodium chloride IV, $388.08 
Cooper University Hospital,dexrazoxane HCl 500 mg intravenous solution," $2,534.12 "
Cooper University Hospital,dextromethorphan-guaifenesin 10 mg-100 mg/5 mL syrup, $2.82 
Cooper University Hospital,dextrose 10 % and 0.2 % sodium chloride intravenous solution, $20.79 
Cooper University Hospital,dextrose 10 % and 0.45 % sodium chloride intravenous solution, $23.10 
Cooper University Hospital,dextrose 10 % and 0.9 % sodium chloride intravenous solution, $32.34 
Cooper University Hospital,dextrose 10 % in water (D10W) intravenous solution, $18.48 
Cooper University Hospital,dextrose 20 % in water (D20W) intravenous solution, $53.13 
Cooper University Hospital,dextrose 25 % in water (D25W) intravenous syringe, $35.30 
Cooper University Hospital,dextrose 40 % oral gel, $14.55 
Cooper University Hospital,dextrose 5 % and 0.2 % sodium chloride intravenous solution, $9.24 
Cooper University Hospital,dextrose 5 % and 0.45 % sodium chloride intravenous solution, $18.48 
Cooper University Hospital,dextrose 5 % and 0.9 % sodium chloride intravenous solution, $60.06 
Cooper University Hospital,dextrose 5 % and lactated ringers intravenous solution, $32.34 
Cooper University Hospital,dextrose 5 % in water (D5W) intravenous piggyback, $23.10 
Cooper University Hospital,dextrose 5 % in water (D5W) intravenous solution, $9.24 
Cooper University Hospital,dextrose 5% and 0.3 % sodium chloride intravenous solution, $9.24 
Cooper University Hospital,dextrose 50 % in water (D50W) intravenous solution, $11.32 
Cooper University Hospital,dextrose 50 % in water (D50W) intravenous syringe, $23.10 
Cooper University Hospital,dextrose 70 % in water (D70W) intravenous solution, $41.58 
Cooper University Hospital,diatrizoate meglumine 30 % urethral solution, $63.76 
Cooper University Hospital,diazePAM 10 mg tablet, $0.50 
Cooper University Hospital,diazePAM 2 mg tablet, $0.50 
Cooper University Hospital,diazePAM 5 mg tablet, $0.50 
Cooper University Hospital,"diazePAM 5 mg/5 mL (1 mg/mL, 5 mL) oral solution", $17.69 
Cooper University Hospital,diazePAM 5 mg/mL injection solution, $7.70 
Cooper University Hospital,diazePAM 5 mg/mL injection syringe, $57.73 
Cooper University Hospital,diazoxide 50 mg/mL oral suspension," $1,314.34 "
Cooper University Hospital,diclofenac potassium 50 mg tablet, $4.83 
Cooper University Hospital,dicloxacillin 250 mg capsule, $2.89 
Cooper University Hospital,dicloxacillin 500 mg capsule, $5.79 
Cooper University Hospital,dicyclomine 10 mg capsule, $0.92 
Cooper University Hospital,dicyclomine 20 mg tablet, $2.30 
Cooper University Hospital,digoxin 100 mcg/mL injection solution," $1,508.20 "
Cooper University Hospital,digoxin 125 mcg tablet, $57.40 
Cooper University Hospital,digoxin 250 mcg tablet, $48.23 
Cooper University Hospital,digoxin 250 mcg/mL injection solution, $390.64 
Cooper University Hospital,digoxin 50 mcg/mL oral solution, $646.71 
Cooper University Hospital,digoxin immune fab 40 mg intravenous solution," $78,101.10 "
Cooper University Hospital,dihydroergotamine 1 mg/mL injection solution, $606.84 
Cooper University Hospital,dilTIAZem 30 mg tablet, $0.79 
Cooper University Hospital,dilTIAZem 5 mg/mL intravenous solution, $4.03 
Cooper University Hospital,dilTIAZem 60 mg tablet, $1.24 
Cooper University Hospital,dilTIAZem 90 mg tablet, $1.69 
Cooper University Hospital,"dilTIAZem CD 120 mg capsule,extended release 24 hr", $21.58 
Cooper University Hospital,"dilTIAZem CD 180 mg capsule,extended release 24 hr", $4.76 
Cooper University Hospital,"dilTIAZem CD 240 mg capsule,extended release 24 hr", $22.06 
Cooper University Hospital,"dilTIAZem CD 300 mg capsule,extended release 24 hr", $7.94 
Cooper University Hospital,"dilTIAZem CD 360 mg capsule,extended release 24 hr", $37.83 
Cooper University Hospital,"dilTIAZem ER 360 mg capsule,24 hr,extended release", $6.50 
Cooper University Hospital,dimercaprol 100 mg/mL intramuscular solution, $711.59 
Cooper University Hospital,dimethicone 1.2 %-colloidal oatmeal lotion, $41.76 
Cooper University Hospital,dinoprostone 20 mg vaginal suppository," $9,321.77 "
Cooper University Hospital,"diph,pertus(acel),tet ped(PF) 25 Lf unit-58 mcg-10 Lf/0.5mL IM syringe", $97.71 
Cooper University Hospital,diphenhydrAMINE 12.5 mg/5 mL oral elixir, $7.07 
Cooper University Hospital,diphenhydrAMINE 12.5 mg/5 mL oral liquid, $6.24 
Cooper University Hospital,diphenhydrAMINE 25 mg tablet, $1.16 
Cooper University Hospital,diphenhydrAMINE 50 mg capsule, $0.50 
Cooper University Hospital,diphenhydrAMINE 50 mg/mL injection solution, $12.71 
Cooper University Hospital,diphenoxylate-atropine 2.5 mg-0.025 mg tablet, $11.93 
Cooper University Hospital,diphenoxylate-atropine 2.5 mg-0.025 mg/5 mL oral liquid, $26.96 
Cooper University Hospital,"diphth,pertus(ac)tetanus vac(PF) 2.5 Lf unit-8 mcg-5 Lf/0.5 mL IM syrn", $167.98 
Cooper University Hospital,"diphth,pertussis(acel),tetanus 2.5 Lf unit-8 mcg-5 Lf/0.5mL IM syringe", $171.40 
Cooper University Hospital,"diphth,pertussis(acell),tetanus 2.5 Lf unit-8 mcg-5 Lf/0.5 mL IM susp", $171.40 
Cooper University Hospital,dipyridamole 5 mg/mL intravenous solution, $20.61 
Cooper University Hospital,disopyramide phosphate 100 mg capsule, $9.21 
Cooper University Hospital,disopyramide phosphate 150 mg capsule, $22.08 
Cooper University Hospital,"disopyramide phosphate ER 100 mg capsule,extended release", $16.93 
Cooper University Hospital,"disopyramide phosphate ER 150 mg capsule,extended release", $20.01 
Cooper University Hospital,"divalproex 125 mg capsule,delayed release sprinkle", $2.61 
Cooper University Hospital,"divalproex 125 mg tablet,delayed release", $3.44 
Cooper University Hospital,"divalproex 250 mg tablet,delayed release", $2.92 
Cooper University Hospital,"divalproex 500 mg tablet,delayed release", $3.75 
Cooper University Hospital,"divalproex ER 250 mg tablet,extended release 24 hr", $14.50 
Cooper University Hospital,"divalproex ER 500 mg tablet,extended release 24 hr", $25.46 
Cooper University Hospital,"DOBUTamine 1,000 mg/250 mL(4,000 mcg/mL) in 5 % dextrose IV", $103.95 
Cooper University Hospital,DOBUTamine 250 mg/20 mL (12.5 mg/mL) intravenous solution, $23.47 
Cooper University Hospital,"DOBUTamine 500 mg/250 mL (2,000 mcg/mL) in 5 % dextrose IV", $161.70 
Cooper University Hospital,DOCEtaxel 20 mg/mL (1 mL) intravenous solution," $2,659.27 "
Cooper University Hospital,DOCEtaxel 80 mg/4 mL (20 mg/mL) intravenous solution," $1,829.52 "
Cooper University Hospital,docosanol 10 % topical cream, $71.43 
Cooper University Hospital,docusate sodium 100 mg capsule, $0.54 
Cooper University Hospital,docusate sodium 50 mg/5 mL oral liquid, $2.68 
Cooper University Hospital,docusate sodium 60 mg/15 mL syrup, $0.50 
Cooper University Hospital,dofetilide 125 mcg capsule, $43.88 
Cooper University Hospital,dofetilide 250 mcg capsule, $43.88 
Cooper University Hospital,dofetilide 500 mcg capsule, $43.88 
Cooper University Hospital,dolutegravir 50 mg tablet, $236.49 
Cooper University Hospital,donepezil 10 mg tablet, $4.60 
Cooper University Hospital,donepezil 5 mg tablet, $70.92 
Cooper University Hospital,DOPamine 200 mg/250 mL (800 mcg/mL) in 5 % dextrose intravenous soln, $41.58 
Cooper University Hospital,DOPamine 200 mg/5 mL (40 mg/mL) intravenous solution, $8.09 
Cooper University Hospital,DOPamine 400 mg/10 mL (40 mg/mL) intravenous solution, $7.95 
Cooper University Hospital,"DOPamine 400 mg/250 mL (1,600 mcg/mL) in 5 % dextrose intravenous soln", $50.82 
Cooper University Hospital,DOPamine 400 mg/5 mL (80 mg/mL) intravenous solution, $15.11 
Cooper University Hospital,"DOPamine 800 mg/250 mL (3,200 mcg/mL) in 5 % dextrose intravenous soln", $88.94 
Cooper University Hospital,doripenem 250 mg intravenous solution, $106.06 
Cooper University Hospital,doripenem 500 mg intravenous solution, $192.84 
Cooper University Hospital,dornase alfa 1 mg/mL solution for inhalation, $606.78 
Cooper University Hospital,dorzolamide 2 % eye drops, $389.42 
Cooper University Hospital,doxazosin 1 mg tablet, $14.49 
Cooper University Hospital,doxazosin 2 mg tablet, $14.47 
Cooper University Hospital,doxazosin 4 mg tablet, $4.32 
Cooper University Hospital,doxazosin 8 mg tablet, $3.43 
Cooper University Hospital,doxepin 10 mg capsule, $2.46 
Cooper University Hospital,doxepin 100 mg capsule, $7.69 
Cooper University Hospital,doxepin 25 mg capsule, $3.24 
Cooper University Hospital,doxepin 50 mg capsule, $4.50 
Cooper University Hospital,DOXOrubicin 2 mg/mL intravenous solution, $650.50 
Cooper University Hospital,DOXOrubicin 50 mg intravenous solution," $1,167.84 "
Cooper University Hospital,DOXOrubicin 50 mg/25 mL intravenous solution, $153.96 
Cooper University Hospital,"DOXOrubicin, pegylated liposomal 2 mg/mL intravenous suspension"," $4,979.90 "
Cooper University Hospital,doxycycline 50 mg/5 mL syrup, $22.41 
Cooper University Hospital,doxycycline hyclate 100 mg intravenous powder for solution, $111.62 
Cooper University Hospital,doxycycline monohydrate 100 mg capsule, $3.88 
Cooper University Hospital,doxycycline monohydrate 25 mg/5 mL oral suspension, $28.97 
Cooper University Hospital,doxycycline monohydrate 50 mg capsule, $2.40 
Cooper University Hospital,dronabinol 2.5 mg capsule, $50.45 
Cooper University Hospital,dronedarone 400 mg tablet, $46.20 
Cooper University Hospital,droperidol 2.5 mg/mL injection solution, $15.71 
Cooper University Hospital,"DULoxetine 20 mg capsule,delayed release", $29.94 
Cooper University Hospital,"DULoxetine 30 mg capsule,delayed release", $33.59 
Cooper University Hospital,"DULoxetine 60 mg capsule,delayed release", $33.59 
Cooper University Hospital,eculizumab 300 mg/30 mL intravenous solution," $30,136.21 "
Cooper University Hospital,edetate calcium disodium 200 mg/mL injection solution," $24,880.78 "
Cooper University Hospital,edrophonium chloride 10 mg/mL injection solution, $24.64 
Cooper University Hospital,efavirenz 200 mg capsule, $50.34 
Cooper University Hospital,efavirenz 600 mg tablet, $151.01 
Cooper University Hospital,efavirenz 600 mg-emtricitabine 200 mg-tenofovir disoprox 300 mg tablet, $392.43 
Cooper University Hospital,electrolyte-S (pH 7.4) intravenous solution, $13.86 
Cooper University Hospital,elviteg 150 mg-cob 150 mg-emtricit 200 mg-tenofo ALAFENAM 10 mg tablet, $424.35 
Cooper University Hospital,elviteg 150 mg-cob 150 mg-emtricit 200 mg-tenofo DISOPRO 300 mg tablet, $475.86 
Cooper University Hospital,emtricitabine 200 mg capsule, $82.62 
Cooper University Hospital,emtricitabine 200 mg-rilpivirine 25 mg-tenofovir disprox 300 mg tablet, $412.84 
Cooper University Hospital,emtricitabine 200 mg-tenofovir alafenamide fumarate 25 mg tablet, $241.41 
Cooper University Hospital,emtricitabine 200 mg-tenofovir disoproxil fumarate 300 mg tablet, $241.41 
Cooper University Hospital,enalapril maleate 10 mg tablet, $2.31 
Cooper University Hospital,enalapril maleate 2.5 mg tablet, $2.24 
Cooper University Hospital,enalapril maleate 20 mg tablet, $4.25 
Cooper University Hospital,enalapril maleate 5 mg tablet, $2.84 
Cooper University Hospital,enalaprilat 1.25 mg/mL intravenous solution, $15.48 
Cooper University Hospital,enflurane gas for inhalation," $3,160.08 "
Cooper University Hospital,enoxaparin 100 mg/mL subcutaneous syringe, $382.48 
Cooper University Hospital,enoxaparin 120 mg/0.8 mL subcutaneous syringe, $243.94 
Cooper University Hospital,enoxaparin 150 mg/mL subcutaneous syringe, $304.92 
Cooper University Hospital,enoxaparin 30 mg/0.3 mL subcutaneous syringe, $114.61 
Cooper University Hospital,enoxaparin 40 mg/0.4 mL subcutaneous syringe, $152.81 
Cooper University Hospital,enoxaparin 60 mg/0.6 mL subcutaneous syringe, $229.49 
Cooper University Hospital,enoxaparin 80 mg/0.8 mL subcutaneous syringe, $305.99 
Cooper University Hospital,ePHEDrine (PF) 50 mg/10 mL (5 mg/mL) in 0.9 % sod.chloride IV syringe, $3.58 
Cooper University Hospital,ePHEDrine sulfate 50 mg/mL injection solution, $203.19 
Cooper University Hospital,ePHEDrine sulfate 50 mg/mL intravenous solution, $183.83 
Cooper University Hospital,EPINEPHrine 0.1 mg/mL injection syringe, $44.44 
Cooper University Hospital,EPINEPHrine 1 mg/mL (1 mL) injection solution, $20.73 
Cooper University Hospital,EPINEPHrine 1 mg/mL injection solution, $3.53 
Cooper University Hospital,EPINEPHrine HCl (PF) 1 mg/mL (1 mL) injection solution, $24.26 
Cooper University Hospital,epiRUBicin 50 mg/25 mL intravenous solution, $212.52 
Cooper University Hospital,eplerenone 25 mg tablet, $48.13 
Cooper University Hospital,eplerenone 50 mg tablet, $48.13 
Cooper University Hospital,"epoetin alfa 10,000 unit/mL injection solution"," $1,132.82 "
Cooper University Hospital,"epoetin alfa 2,000 unit/mL injection solution", $226.56 
Cooper University Hospital,"epoetin alfa 20,000 unit/mL injection solution"," $2,265.65 "
Cooper University Hospital,"epoetin alfa 3,000 unit/mL injection solution", $339.85 
Cooper University Hospital,"epoetin alfa 4,000 unit/mL injection solution", $453.13 
Cooper University Hospital,"epoetin alfa 40,000 unit/mL injection solution"," $4,531.30 "
Cooper University Hospital,epoprostenol (arginine) 1.5 mg intravenous solution, $216.40 
Cooper University Hospital,eptifibatide 0.75 mg/mL intravenous solution," $2,513.74 "
Cooper University Hospital,eptifibatide 2 mg/mL intravenous solution, $803.14 
Cooper University Hospital,eravacycline 50 mg intravenous solution, $202.13 
Cooper University Hospital,"ergocalciferol (vitamin D2) 50,000 unit capsule", $5.88 
Cooper University Hospital,"ergocalciferol (vitamin D2) 8,000 unit/mL oral drops", $793.90 
Cooper University Hospital,ertapenem 1 gram intravenous solution, $283.92 
Cooper University Hospital,ertapenem 1 gram solution for injection, $540.86 
Cooper University Hospital,erythromycin 250 mg tablet, $53.61 
Cooper University Hospital,erythromycin 5 mg/gram (0.5 %) eye ointment, $68.93 
Cooper University Hospital,erythromycin 500 mg tablet, $80.82 
Cooper University Hospital,erythromycin ethylsuccinate 200 mg/5 mL oral powder for suspension, $86.90 
Cooper University Hospital,erythromycin ethylsuccinate 400 mg/5 mL oral powder for suspension, $152.92 
Cooper University Hospital,erythromycin lactobionate 500 mg intravenous solution, $322.66 
Cooper University Hospital,escitalopram 10 mg tablet, $44.21 
Cooper University Hospital,escitalopram 20 mg tablet, $46.13 
Cooper University Hospital,escitalopram 5 mg tablet, $1.09 
Cooper University Hospital,esmolol 100 mg/10 mL (10 mg/mL) intravenous solution, $98.54 
Cooper University Hospital,Esmolol 100 mg/10 mL (10 mg/mL) IV, $47.36 
Cooper University Hospital,"esmolol 2,000 mg/100 mL (20 mg/mL) in sodium chloride (iso-osmotic) IV"," $2,135.83 "
Cooper University Hospital,"Esmolol in Saline (Iso-osmotic) 2,000 mg/100 mL (20 mg/mL) IV", $53.13 
Cooper University Hospital,estradiol 0.05 mg/24 hr weekly transdermal patch, $131.92 
Cooper University Hospital,estradiol 0.1 mg/24 hr weekly transdermal patch, $131.92 
Cooper University Hospital,ethacrynate sodium 50 mg intravenous solution," $21,254.82 "
Cooper University Hospital,ethacrynic acid 25 mg tablet, $103.60 
Cooper University Hospital,ethambutol 100 mg tablet, $17.74 
Cooper University Hospital,ethambutol 400 mg tablet, $14.29 
Cooper University Hospital,ethanol (ethyl alcohol) 98 % injection solution, $105.24 
Cooper University Hospital,ethiodized oil 48 % injection solution, $949.87 
Cooper University Hospital,ethosuximide 250 mg/5 mL oral solution, $9.17 
Cooper University Hospital,etidronate disodium 200 mg tablet, $15.97 
Cooper University Hospital,etomidate 2 mg/mL intravenous solution, $42.50 
Cooper University Hospital,etoposide 20 mg/mL intravenous solution, $574.73 
Cooper University Hospital,etoposide phosphate 100 mg intravenous solution, $651.14 
Cooper University Hospital,etravirine 100 mg tablet, $90.56 
Cooper University Hospital,ezetimibe 10 mg tablet, $50.86 
Cooper University Hospital,"factor IX cplx(PCC) no.4, 3-factor 500 (+/-) unit intravenous solution"," $3,026.10 "
Cooper University Hospital,famotidine (PF) 20 mg/2 mL intravenous solution, $4.16 
Cooper University Hospital,famotidine (PF) 20 mg/50 mL in 0.9 % NaCl (iso) intravenous piggyback, $21.02 
Cooper University Hospital,famotidine 10 mg tablet, $0.84 
Cooper University Hospital,famotidine 10 mg/mL intravenous solution, $3.84 
Cooper University Hospital,famotidine 20 mg tablet, $4.39 
Cooper University Hospital,famotidine 40 mg tablet, $16.47 
Cooper University Hospital,fat emulsion 20 % intravenous, $295.68 
Cooper University Hospital,fat emulsion-soybean oil-mct-olive oil-fish oil 20 % intravenous, $106.26 
Cooper University Hospital,felbamate 600 mg/5 mL oral suspension, $130.68 
Cooper University Hospital,fenoldopam 10 mg/mL intravenous solution," $1,612.16 "
Cooper University Hospital,fentaNYL (PF) 100 mcg/2 mL (50 mcg/mL) intravenous syringe, $19.64 
Cooper University Hospital,fentaNYL (PF) 2 mcg/mL-bupivacaine 0.125 %-NaCl injection solution, $130.75 
Cooper University Hospital,fentaNYL (PF) 25 mcg/2.5 mL(10 mcg/mL) in 0.9% sodium chlor IV syringe, $184.80 
